"Filename","Frame","Time..HMS.","Period","Period.time..HMS.","Length..mm.","Precision..mm.","RMS..mm.","Range..mm.","Direction..deg.","Horz..Dir...deg.","Vert..Dir...deg.","Mid.X..mm.","Mid.Y..mm.","Mid.Z..mm.","OpCode","TapeReader","Depth","Comment","Year","Dive","Transect.Number","Dive.Type","X","X.1","X.2","X.3","Family","Genus","Species","Code","Number","Stage","Activity","Check.ID","Comment.1","Event.Time.HH.MM.SS"
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",11074,"12:57:33.13",NA,NA,NA,39.785,0.221,4113.362,23.916,NA,NA,-1498.038,717.515,-3763.084,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"greenling","kelp greenling",194,194,12,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",12968,"12:58:36.26",NA,NA,NA,86.835,1.917,6138.892,18.117,NA,NA,-1222.462,1442.784,-5840.373,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,13,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",14394,"12:59:23.79",NA,NA,NA,52.89,0.243,4855.757,18.511,NA,NA,-1479.331,415.286,-4606.245,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",15161,"12:59:49.36",NA,NA,550.72,65.147,3.272,4358.986,26.621,21.305,7.318,-1899.903,453.199,-3896.888,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,15,"AD","Fish milling/hovering",NA,"Took awhile to get vertical view",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",15386,"12:59:56.86",NA,NA,NA,55.433,0.476,5109.69,12.998,NA,NA,372.674,1067.235,-4983.077,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,16,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",15429,"12:59:58.29",NA,NA,NA,35.718,0.451,4030.445,23.496,NA,NA,-1601.926,111.63,-3696.736,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,17,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",17019,"13:00:51.29",NA,NA,827.824,125.714,2.025,4803.157,12.829,50.976,10.368,544.318,917.175,-4683.25,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"greenling","lingcod",130,130,18,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",17528,"13:01:08.25",NA,NA,NA,68.531,0.748,5868.575,9.804,NA,NA,-25.623,975.756,-5786.831,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,19,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",18086,"13:01:26.85",NA,NA,NA,121.476,1.647,7400.802,14.977,NA,NA,-1680.773,884.001,-7153,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,20,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",18206,"13:01:30.85",NA,NA,NA,50.744,1.409,5175.435,3.683,NA,NA,-166.1,-308.693,-5163.55,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,21,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",19587,"13:02:16.89",NA,NA,NA,83.404,0.408,6140.715,24.092,NA,NA,-2486.036,298.651,-5607.033,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,22,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",19616,"13:02:17.85",NA,NA,NA,36.723,1.338,4018.326,23.7,NA,NA,1551.876,433.026,-3681.184,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,23,"AD","Attracted",NA,"No length - facing ROV",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",20881,"13:03:00.02",NA,NA,NA,82.179,2.042,6150.305,12.738,NA,NA,-1100.756,768.064,-6002.056,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,24,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",21969,"13:03:36.28",NA,NA,478.936,17.011,0.952,2957.926,6.093,14.529,17.326,-290.915,118.127,-2941.214,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,25,"AD","Fish milling/hovering",NA,"Took awhile to get vertical measure",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",22531,"13:03:55.02",NA,NA,NA,40.113,0.027,4614.574,3.351,NA,NA,-250.821,-117.682,-4606.249,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,26,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",24032,"13:04:45.05",NA,NA,NA,40.163,0.622,4148.704,19.157,NA,NA,-1037.677,865.671,-3922.446,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,27,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",24516,"13:05:01.18",NA,NA,NA,102.131,1.759,6723.662,32.533,NA,NA,-3083.775,1865.347,-5676.129,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,28,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",25452,"13:05:32.38",NA,NA,525.905,149.975,1.264,7306.279,27.442,1.278,5.617,-3111.605,1286.438,-6484.189,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,29,"AD","Fish milling/hovering",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",25756,"13:05:42.51",NA,NA,NA,192.679,2.211,9438.114,19.204,NA,NA,479.836,3031.512,-8925.116,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,30,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",26520,"13:06:07.98",NA,NA,NA,6.446,1.277,1696.521,19.233,NA,NA,-86.734,-558.485,-1599.611,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,31,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",26552,"13:06:09.05",NA,NA,NA,70.405,2.083,5730.853,12.319,NA,NA,-1096.287,518.944,-5601.029,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"greenling","kelp greenling",194,194,32,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",26674,"13:06:13.11",NA,NA,NA,65.12,0.179,5629.925,12.296,NA,NA,144.556,1168.188,-5505.497,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,33,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",27766,"13:06:49.51",NA,NA,NA,63.149,0.48,5216.816,20.586,NA,NA,-1651.269,779.126,-4886.864,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,34,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",30384,"13:08:16.78",NA,NA,NA,50.46,0.573,5068.388,6.377,NA,NA,305.992,452.364,-5038.879,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,35,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",30600,"13:08:23.98",NA,NA,NA,122.579,1.111,7257.05,26.077,NA,NA,-2943.361,1203.901,-6523.191,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,36,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",31499,"13:08:53.94",NA,NA,NA,37.405,1.115,4127.535,27.477,NA,NA,-1884.604,259.442,-3662.991,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,37,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",32360,"13:09:22.64",NA,NA,NA,37.049,0.621,3966.344,21.258,NA,NA,-1264.386,-699.911,-3693.689,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,38,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",32484,"13:09:26.78",NA,NA,NA,103.002,3.036,6694.312,28.552,NA,NA,-2961.692,1187.056,-5884.988,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,39,"SU","Fish milling/hovering",NA,"NO LENGTH - visibility poor",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",32598,"13:09:30.58",NA,NA,NA,88.605,1.376,6170.969,19.476,NA,NA,1401.39,1483.183,-5823.842,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,40,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",33197,"13:09:50.54",NA,NA,616.084,64.997,0.632,4118.834,10.449,30.774,0.45,-650.179,367.771,-4050.532,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"greenling","lingcod",130,130,28,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",33791,"13:10:10.34",NA,NA,NA,71.937,1.358,5830.412,10.741,NA,NA,-821.182,688.623,-5731.07,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,41,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",34031,"13:10:18.34",NA,NA,NA,87.349,0.907,6098.545,21.562,NA,NA,-1933.29,1111.149,-5676.265,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,42,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",34929,"13:10:48.27",NA,NA,709.312,25.07,0.727,3101.711,21.295,0.963,8.656,-1118.646,132.356,-2889.935,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"shark","",NA,NA,43,"","",NA,"salmon shark?",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",35064,"13:10:52.77",NA,NA,NA,103.834,1.412,6637.926,25.759,NA,NA,-2559.658,1306.417,-5983.602,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,44,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",35180,"13:10:56.64",NA,NA,NA,142.476,2.627,7853.69,19.095,NA,NA,-1474.881,2074.056,-7429.904,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,45,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",35402,"13:11:04.04",NA,NA,NA,36.356,0.115,4153.583,14.124,NA,NA,1013.565,-20.809,-4027.965,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,46,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",35627,"13:11:11.54",NA,NA,NA,73.458,5.96,5838.807,12.81,NA,NA,657.646,1092.246,-5697.909,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,47,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",36139,"13:11:28.61",NA,NA,578.856,200.264,1.512,7077.734,15.227,34.925,3.063,860.107,1647.988,-6829.251,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"greenling","lingcod",130,130,48,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",36434,"13:11:38.44",NA,NA,NA,79.23,0.406,5977.455,15.218,NA,NA,821.876,1313.43,-5773.161,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,49,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",36882,"13:11:53.37",NA,NA,NA,38.802,0.371,4271.413,11.464,NA,NA,-752.937,375.369,-4187.738,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,50,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",37197,"13:12:03.87",NA,NA,NA,20.076,0.131,3118.232,9.669,NA,NA,-131.095,-519.355,-3071.881,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,51,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",37967,"13:12:29.54",NA,NA,NA,66.095,1.898,5385.322,16.995,NA,NA,1238.879,950.415,-5153.987,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,52,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",38111,"13:12:34.34",NA,NA,NA,30.841,2.202,4046.572,3.61,NA,NA,214.807,120.915,-4039.057,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,53,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",38624,"13:12:51.44",NA,NA,NA,86.834,3.576,6331.941,33.534,NA,NA,-3190.613,1412.548,-5283.766,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,54,"AD","Fish milling/hovering",NA,"NO LENGTH; facing ROV",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",39062,"13:13:06.04",NA,NA,NA,31.278,0.903,4010.51,5.777,NA,NA,-380.094,120.094,-3990.651,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,55,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",39347,"13:13:15.54",NA,NA,NA,78.076,2.102,5918.594,27.96,NA,NA,-2705.607,595.739,-5230.157,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,56,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",39573,"13:13:23.07",NA,NA,NA,69.868,1.127,5739.28,31.094,NA,NA,-2919.393,492.752,-4916.673,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,57,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",39743,"13:13:28.74",NA,NA,NA,43.489,1.701,4546.979,33.228,NA,NA,2353.007,804.222,-3806.783,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,58,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",40134,"13:13:41.77",NA,NA,NA,111.734,1.167,6854.426,23.226,NA,NA,-1727.363,2054.014,-6307.171,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,59,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",40970,"13:14:09.64",NA,NA,NA,122.989,1.901,7462.659,33.264,NA,NA,3462.572,2157.96,-6248.606,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,60,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",41015,"13:14:11.14",NA,NA,NA,103.279,0.405,7109.702,36.669,NA,NA,3536.875,2326.115,-5712.054,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,61,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",41328,"13:14:21.57",NA,NA,NA,19.453,1.171,3016.787,10.751,NA,NA,486.068,-295.503,-2962.671,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,62,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",41840,"13:14:38.64",NA,NA,NA,63.823,0.715,5415.199,15.769,NA,NA,-445.224,1381.798,-5216.972,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,63,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",41993,"13:14:43.74",NA,NA,NA,36.805,0.635,4253.577,31.384,NA,NA,-2214.217,48.426,-3631.503,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,64,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",42217,"13:14:51.20",NA,NA,NA,56.161,2.04,5125.831,34.016,NA,NA,-2630.991,1123.483,-4253.213,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,65,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",42703,"13:15:07.40",NA,NA,NA,37.285,0.203,4250.686,9.459,NA,NA,-340.898,592.959,-4195.298,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,66,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",43499,"13:15:33.93",NA,NA,NA,41.644,0.253,4544.013,7.713,NA,NA,388.415,452.177,-4504.745,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,67,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",43883,"13:15:46.73",NA,NA,NA,40.56,0.314,4327.212,13.926,NA,NA,-1011.496,-264.615,-4199.002,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,68,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",44865,"13:16:19.47",NA,NA,NA,69.498,0.776,5461.566,19.787,NA,NA,1478.563,1089.475,-5143.501,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,69,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",44936,"13:16:21.83",NA,NA,711.193,83.272,4.33,4700.15,23.887,30.171,8.489,-1627.25,987.072,-4297.575,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","yelloweye",145,145,51,"AD","Fish milling/hovering",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",45062,"13:16:26.03",NA,NA,NA,51.014,0.166,4779.088,30.967,NA,NA,2243.188,991.118,-4101.886,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,70,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",45317,"13:16:34.53",NA,NA,NA,33.854,0.939,4010.744,29.623,NA,NA,-1978.889,105.216,-3486.975,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,71,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",46428,"13:17:11.57",NA,NA,NA,29.808,0.169,3942.305,4.669,NA,NA,11.026,-336.468,-3927.905,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,72,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",46849,"13:17:25.60",NA,NA,NA,85.125,4.86,6018.945,21.832,NA,NA,1862.246,1219.563,-5592.174,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,73,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",46990,"13:17:30.30",NA,NA,NA,116.732,8.764,7146.53,17.326,NA,NA,1475.488,1506.561,-6828.331,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,74,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",47598,"13:17:50.57",NA,NA,NA,64.513,4.217,5497.354,33.236,NA,NA,2781.22,1140.533,-4602.706,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,75,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",48220,"13:18:11.30",NA,NA,NA,18.685,0.586,2985.768,10.059,NA,NA,-196.241,-494.934,-2937.915,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,76,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",48976,"13:18:36.50",NA,NA,NA,104.948,9.335,6767.888,20.31,NA,NA,-1008.7,2096.056,-6355.579,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,77,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",50176,"13:19:16.50",NA,NA,NA,45.642,0.125,4613.337,15.248,NA,NA,1195.505,189.04,-4451.731,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,78,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",50321,"13:19:21.33",NA,NA,NA,98.186,5.615,6572.7,19.079,NA,NA,-2010.084,733.479,-6214.656,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,79,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",51174,"13:19:49.76",NA,NA,NA,22.02,1.328,3307.093,6.602,NA,NA,292.773,-255.761,-3284.164,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,80,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",51953,"13:20:15.73",NA,NA,NA,84.984,2.346,6049.885,18.948,NA,NA,-1595.146,1123.617,-5726.614,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,81,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",52116,"13:20:21.16",NA,NA,NA,46.76,2.89,4595.377,14.274,NA,NA,-950.122,599.476,-4455.938,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","rosethorn",150,150,82,"","",NA,"",NA
"SL_2020_SSEO_Dive_1_12-51-24.040.avi",52533,"13:20:35.06",NA,NA,NA,98.984,2.176,6874.055,17.044,NA,NA,-33.362,1988.186,-6580.17,1,"KelliiWood",85,"N/A",2020,1,34,"Line",NA,NA,NA,NA,"rockfish","quillback",147,147,83,"","",NA,"",NA
