Filename,Frame,Time (HMS),Seconds,Period,Period.time.HMS,Image.row,Image.col,OpCode,TapeReader,Depth,Comment,Year,DIVE_NO,Transect.No,Family,Genus,Species,Code,Number,Stage,Activity,Start.End,Comment,Event.Time.HH.MM.SS
SL_2020_SSEO_Dive_25_07-06-42.000.avi,80927,8:02:36,28956,NA,NA,553,826,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,587,10:22:57,37377,NA,NA,585,856,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,12025,10:29:18,37758,NA,NA,576,841,QC,Erica Ebert,130,NA,2020,26,2,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,12412,10:29:31,37771,NA,NA,596,858,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,35922,10:42:34,38554,NA,NA,540,804,QC,Erica Ebert,130,NA,2020,26,2,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,36875,10:43:06,38586,NA,NA,568,822,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,38767,10:44:09,38649,NA,NA,572,847,QC,Erica Ebert,130,NA,2020,26,2,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,43047,10:46:32,38792,NA,NA,572,830,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,44077,10:47:06,38826,NA,NA,572,834,QC,Erica Ebert,130,NA,2020,26,2,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,44514,10:47:21,38841,NA,NA,568,834,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,45672,10:47:59,38879,NA,NA,546,826,QC,Erica Ebert,130,NA,2020,26,2,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,52174,10:51:36,39096,NA,NA,578,847,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,73941,11:03:42,39822,NA,NA,540,806,QC,Erica Ebert,130,NA,2020,26,2,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_26_09-30-45.000.avi,79083,11:06:33,39993,NA,NA,563,815,QC,Erica Ebert,130,NA,2020,26,2,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_27_11-15-30.000.avi,602,12:30:23,45023,NA,NA,589,847,QC,Erica Ebert,90,NA,2020,27,5,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_27_11-15-30.000.avi,72043,13:10:04,47404,NA,NA,587,843,QC,Erica Ebert,90,NA,2020,27,5,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,170,15:28:46,55726,NA,NA,553,813,QC,Erica Ebert,80,NA,2020,28,16,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,63794,16:04:06,57846,NA,NA,555,813,QC,Erica Ebert,80,NA,2020,28,16,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,64006,16:04:14,57854,NA,NA,563,828,QC,Erica Ebert,80,NA,2020,28,16,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,69963,16:07:32,58052,NA,NA,596,858,QC,Erica Ebert,80,NA,2020,28,16,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,70451,16:07:48,58068,NA,NA,576,834,QC,Erica Ebert,80,NA,2020,28,16,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_28_15-17-12.000.avi,79227,16:12:41,58361,NA,NA,585,843,QC,Erica Ebert,80,NA,2020,28,16,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,1900,15:30:24,55824,NA,NA,589,852,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,27672,15:53:54,57234,NA,NA,566,813,QC,Erica Ebert,70,NA,2020,29,17,Bad,poor visibility,BPV,BPV,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,27815,15:54:01,57241,NA,NA,572,834,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,52520,16:16:33,58593,NA,NA,596,862,QC,Erica Ebert,70,NA,2020,29,17,Bad,poor visibility,BPV,BPV,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,52770,16:16:46,58606,NA,NA,576,837,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,63771,16:26:48,59208,NA,NA,551,826,QC,Erica Ebert,70,NA,2020,29,17,Bad,poor visibility,BPV,BPV,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,63979,16:26:59,59219,NA,NA,561,834,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,69996,16:32:28,59548,NA,NA,581,830,QC,Erica Ebert,70,NA,2020,29,17,Bad,poor visibility,BPV,BPV,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,70433,16:32:52,59572,NA,NA,563,834,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_29_15-17-12.000.avi,79311,17:52:12,64332,NA,NA,585,845,QC,Erica Ebert,70,NA,2020,29,17,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end?,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,173,16:12:03,58323,NA,NA,572,832,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,1473,16:12:46,58366,NA,NA,574,834,QC,Erica Ebert,190,NA,2020,3,38,Bad,loitering in same area,BLA,BLA,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,2692,16:13:27,58407,NA,NA,574,845,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,4816,16:14:38,58478,NA,NA,566,822,QC,Erica Ebert,190,NA,2020,3,38,Bad,loitering in same area,BLA,BLA,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,5131,16:14:48,58488,NA,NA,576,809,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,8558,16:16:42,58602,NA,NA,559,830,QC,Erica Ebert,190,NA,2020,3,38,Bad,lost bottom visual,BLB,BLB,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,8816,16:16:51,58611,NA,NA,555,822,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,10697,16:17:54,58674,NA,NA,488,781,QC,Erica Ebert,190,NA,2020,3,38,Bad,lost bottom visual,BLB,BLB,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,11433,16:18:18,58698,NA,NA,568,830,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,11615,16:18:24,58704,NA,NA,546,824,QC,Erica Ebert,190,NA,2020,3,38,Bad,lost bottom visual,BLB,BLB,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-11-57.226.avi,12135,16:18:41,58721,NA,NA,589,854,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-22-44.955.avi,2184,16:23:57,59037,NA,NA,576,843,QC,Erica Ebert,190,NA,2020,3,38,Bad,loitering in same area,BLA,BLA,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-22-44.955.avi,2552,16:24:09,59049,NA,NA,585,856,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-22-44.955.avi,14479,16:30:47,59447,NA,NA,563,828,QC,Erica Ebert,190,NA,2020,3,38,Bad,lost bottom visual,BLB,BLB,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-22-44.955.avi,14733,16:30:55,59455,NA,NA,551,824,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,NA,,NA
SL_2020_SSEO_Dive_3_16-22-44.955.avi,67094,17:00:00,61200,NA,NA,559,834,QC,Erica Ebert,190,NA,2020,3,38,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,810,8:38:16,31096,NA,NA,587,847,QC,Erica Ebert,130,NA,2020,30,39,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,10781,8:43:48,31428,NA,NA,555,804,QC,Erica Ebert,130,NA,2020,30,39,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,12516,8:44:46,31486,NA,NA,596,847,QC,Erica Ebert,130,NA,2020,30,39,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,13422,8:45:16,31516,NA,NA,568,830,QC,Erica Ebert,130,NA,2020,30,39,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,13766,8:45:28,31528,NA,NA,583,849,QC,Erica Ebert,130,NA,2020,30,39,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_30_08-25-18.000.avi,50848,9:06:04,32764,NA,NA,594,852,QC,Erica Ebert,130,NA,2020,30,39,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,184,9:47:35,35255,NA,NA,604,847,QC,Erica Ebert,90,NA,2020,31,18,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,6650,9:51:11,35471,NA,NA,585,843,QC,Erica Ebert,90,NA,2020,31,18,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,7111,9:51:26,35486,NA,NA,576,843,QC,Erica Ebert,90,NA,2020,31,18,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,18788,9:57:55,35875,NA,NA,559,819,QC,Erica Ebert,90,NA,2020,31,18,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,19079,9:58:05,35885,NA,NA,583,847,QC,Erica Ebert,90,NA,2020,31,18,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_31_09-34-49.000.avi,64876,10:23:32,37412,NA,NA,594,852,QC,Erica Ebert,90,NA,2020,31,18,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_32_14-24-42.000.avi,3408,14:42:04,52924,NA,NA,598,856,QC,Erica Ebert,125,NA,2020,32,40,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_32_14-24-42.000.avi,10168,14:45:49,53149,NA,NA,576,843,QC,Erica Ebert,125,NA,2020,32,40,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_32_14-24-42.000.avi,10431,14:45:58,53158,NA,NA,600,865,QC,Erica Ebert,125,NA,2020,32,40,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_32_14-24-42.000.avi,72902,15:20:40,55240,NA,NA,585,845,QC,Erica Ebert,125,NA,2020,32,40,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,381,17:51:42,64302,NA,NA,594,847,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,24618,18:05:10,65110,NA,NA,538,802,QC,Erica Ebert,70,NA,2020,33,31,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,25338,18:05:34,65134,NA,NA,566,839,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,25688,18:05:45,65145,NA,NA,602,856,QC,Erica Ebert,70,NA,2020,33,31,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,26291,18:06:05,65165,NA,NA,576,845,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,29412,18:07:49,65269,NA,NA,576,847,QC,Erica Ebert,70,NA,2020,33,31,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,30851,18:08:37,65317,NA,NA,576,841,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,72239,18:31:37,66697,NA,NA,572,828,QC,Erica Ebert,70,NA,2020,33,31,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,72638,18:31:50,66710,NA,NA,581,834,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_33_15-37-46.000.avi,78280,18:34:58,66898,NA,NA,581,839,QC,Erica Ebert,70,NA,2020,33,31,Good,Good Going Forward,GGF,GGF,1,NA,,END,end,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,6399,8:29:13,30553,NA,NA,570,841,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,8819,8:30:34,30634,NA,NA,570,843,QC,Erica Ebert,80,NA,2020,4,32,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,9370,8:30:52,30652,NA,NA,566,834,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,17876,8:35:36,30936,NA,NA,559,832,QC,Erica Ebert,80,NA,2020,4,32,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,18236,8:35:48,30948,NA,NA,559,839,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,19888,8:36:43,31003,NA,NA,548,830,QC,Erica Ebert,80,NA,2020,4,32,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,20718,8:37:11,31031,NA,NA,561,830,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,38466,8:47:02,31622,NA,NA,563,839,QC,Erica Ebert,80,NA,2020,4,32,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,39158,8:47:25,31645,NA,NA,563,843,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,40876,8:48:23,31703,NA,NA,559,832,QC,Erica Ebert,80,NA,2020,4,32,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,41390,8:48:40,31720,NA,NA,555,824,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,55669,8:56:36,32196,NA,NA,563,839,QC,Erica Ebert,80,NA,2020,4,32,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,56563,8:57:05,32225,NA,NA,563,837,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,86632,9:13:48,33228,NA,NA,583,854,QC,Erica Ebert,80,NA,2020,4,32,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end of dive 4,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,94101,10:35:44,38144,NA,NA,583,843,QC,Erica Ebert,135,NA,2020,5,33,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start Dive 5,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,120774,10:50:33,39033,NA,NA,555,819,QC,Erica Ebert,135,NA,2020,5,33,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,121003,10:50:50,39050,NA,NA,602,856,QC,Erica Ebert,135,NA,2020,5,33,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,123410,10:52:00,39120,NA,NA,572,845,QC,Erica Ebert,135,NA,2020,5,33,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,123844,10:52:15,39135,NA,NA,581,847,QC,Erica Ebert,135,NA,2020,5,33,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_4_08-25-40.684.avi,189205,11:28:34,41314,NA,NA,572,847,QC,Erica Ebert,135,NA,2020,5,33,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end Dive 5,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,213,12:43:41,45821,NA,NA,572,832,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,15245,12:52:02,46322,NA,NA,576,843,QC,Erica Ebert,160,NA,2020,6,37,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,15755,12:52:19,46339,NA,NA,581,839,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,27714,12:58:58,46738,NA,NA,576,837,QC,Erica Ebert,160,NA,2020,6,37,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,28514,12:59:24,46764,NA,NA,578,841,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,28869,12:59:36,46776,NA,NA,581,847,QC,Erica Ebert,160,NA,2020,6,37,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,29511,12:59:58,46798,NA,NA,585,847,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,33613,13:02:14,46934,NA,NA,576,843,QC,Erica Ebert,160,NA,2020,6,37,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,34312,13:02:38,46958,NA,NA,576,843,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,53443,13:13:15,47595,NA,NA,606,865,QC,Erica Ebert,160,NA,2020,6,37,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,54077,13:13:37,47617,NA,NA,581,843,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_6_11-51-39.000.avi,82510,13:29:24,48564,NA,NA,583,847,QC,Erica Ebert,160,NA,2020,6,37,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_7_13-42-13.000.avi,220,13:42:20,49340,NA,NA,568,837,QC,Erica Ebert,100,NA,2020,7,36,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_7_13-42-13.000.avi,68251,14:20:08,51608,NA,NA,576,847,QC,Erica Ebert,100,NA,2020,7,36,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,211,17:31:24,63084,NA,NA,572,847,QC,Erica Ebert,110,NA,2020,8,30,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,33947,17:50:09,64209,NA,NA,533,774,QC,Erica Ebert,110,NA,2020,8,30,Bad,going over drop-off,BDO,BDO,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,34264,17:50:19,64219,NA,NA,572,826,QC,Erica Ebert,110,NA,2020,8,30,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,35162,17:50:49,64249,NA,NA,561,826,QC,Erica Ebert,110,NA,2020,8,30,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,35343,17:50:55,64255,NA,NA,581,843,QC,Erica Ebert,110,NA,2020,8,30,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,46139,17:56:55,64615,NA,NA,583,847,QC,Erica Ebert,110,NA,2020,8,30,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,46606,17:57:11,64631,NA,NA,568,826,QC,Erica Ebert,110,NA,2020,8,30,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_8_17-14-12.000.avi,72474,18:11:33,65493,NA,NA,598,862,QC,Erica Ebert,110,NA,2020,8,30,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_9_06-44-31.000.avi,285,8:42:40,31360,NA,NA,576,849,QC,Erica Ebert,100,NA,2020,9,29,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_9_06-44-31.000.avi,79264,9:26:32,33992,NA,NA,576,852,QC,Erica Ebert,100,NA,2020,9,29,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_11_10-55-15.000.avi,247,11:31:46,41506,NA,NA,592,852,QC,Erica Ebert,110,NA,2020,11,27,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,
SL_2020_SSEO_Dive_11_10-55-15.000.avi,55497,12:02:28,43348,NA,NA,567,838,QC,Erica Ebert,110,NA,2020,11,27,Bad,going over drop-off,BDO,BDO,1,NA,NA,,,
SL_2020_SSEO_Dive_11_10-55-15.000.avi,55755,12:02:36,43356,NA,NA,570,842,QC,Erica Ebert,110,NA,2020,11,27,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_11_10-55-15.000.avi,67167,12:08:57,43737,NA,NA,573,841,QC,Erica Ebert,110,NA,2020,11,27,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,
