"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv"
"1",1998,"SEdist","EYKT",250,0,10,0.0808035714285714,0.080625,0.045,0.1195625,0.000372553213002543,0.238740776657271
"2",1998,"SEdist","NSEO",250,0,4,0.0609375,0.0609375,0.05,0.071875,2.98075785746684e-05,0.089490698018176
"3",1998,"SEdist","CSEO",250,0,15,0.0877356374597966,0.0864974136359493,0.0503955745341615,0.132748577418389,0.000464117434834705,0.245180533320838
"4",1998,"SEdist","SSEO",250,0,18,0.0563950052073946,0.0561984946671893,0.0366493901692923,0.0769644128936757,0.000104781347558119,0.181610556868383
"7",1999,"SEdist","EYKT",250,0,10,0.060625,0.06,0.030625,0.09875,0.000311015199183559,0.287978494499624
"8",1999,"SEdist","NSEO",250,0,4,0.0293064024390244,0.0293064024390244,0.0140625,0.0504192073170732,8.57153817122074e-05,0.319828679037581
"9",1999,"SEdist","CSEO",250,0,15,0.05399388016076,0.0519677871148459,0.026620147515528,0.0862570675009134,0.000249966686171883,0.296113547011253
"10",1999,"SEdist","SSEO",250,0,18,0.0585634427545042,0.0579853545004698,0.0350019373734966,0.0824013346258811,0.000148993991761942,0.209466136501965
"13",2000,"SEdist","EYKT",250,0,10,0.0471428571428571,0.0460714285714286,0.025,0.0757142857142857,0.000162904453433025,0.269749766787165
"14",2000,"SEdist","NSEO",250,0,3,0.0214285714285714,0.0214285714285714,0,0.0428571428571429,0.000106547159404302,0.475050482813602
"15",2000,"SEdist","CSEO",250,0,15,0.0390647482014388,0.0381209318259678,0.0209862110311751,0.0585714285714286,9.0046612889112e-05,0.244135889722239
"16",2000,"SEdist","SSEO",250,0,19,0.0807932422354712,0.0800062835717429,0.054861278911792,0.114303222927118,0.00023077903852868,0.187052959290904
"19",2001,"SEdist","EYKT",250,0,10,0.0269655862344938,0.0271224489795918,0.0101224489795918,0.0457751700680272,7.83388538871273e-05,0.327038761178965
"20",2001,"SEdist","NSEO",250,0,4,0.021875,0.021875,0.005,0.03875,7.44148488332082e-05,0.392298742728504
"21",2001,"SEdist","CSEO",250,0,14,0.0467857142857143,0.0471428571428571,0.025,0.0675178571428571,0.00011262155012155,0.226655410191202
"22",2001,"SEdist","SSEO",250,0,19,0.0605293977303208,0.0595497208152609,0.0347467088814145,0.0904757904093309,0.000211364405850468,0.241006051985068
"25",2002,"SEdist","EYKT",250,0,10,0.013309479231676,0.0132711323763955,0.00610526315789474,0.0207973770889675,1.41565547201323e-05,0.284087511130219
"26",2002,"SEdist","NSEO",250,0,4,0.0325,0.0325,0.01,0.0775,0.000368789189189189,0.597507303737852
"27",2002,"SEdist","CSEO",250,0,15,0.0412587137947963,0.0406023564064801,0.0219224840451645,0.0640119047619048,0.000115674118053578,0.262687401335592
"28",2002,"SEdist","SSEO",250,0,18,0.0661111111111111,0.0661111111111111,0.04,0.0933333333333333,0.000181698048356999,0.203627001144673
"31",2003,"SEdist","EYKT",250,0,10,0.02,0.02,0.011,0.03,2.39540980980981e-05,0.246986899482391
"32",2003,"SEdist","NSEO",250,0,4,0.04,0.04,0.02,0.0725,0.000208426526526527,0.357528099943152
"33",2003,"SEdist","CSEO",250,0,15,0.037993399339934,0.0373333333333333,0.0193267326732673,0.059326897689769,0.000106086054089642,0.272668159421989
"34",2003,"SEdist","SSEO",250,0,18,0.0633333333333333,0.0630555555555556,0.0355555555555556,0.0922222222222222,0.000210318885552219,0.229665810075554
"37",2004,"SEdist","EYKT",250,0,10,0.0390505050505051,0.0380757575757576,0.0150704545454545,0.071050505050505,0.000207504904619342,0.36427314179539
"38",2004,"SEdist","NSEO",250,0,4,0.0479166666666667,0.0479166666666667,0.0104166666666667,0.116666666666667,0.000900006390939551,0.623837938198052
"39",2004,"SEdist","CSEO",250,0,15,0.0611111111111111,0.0602777777777778,0.0316527777777778,0.0944583333333333,0.000268273503132762,0.267816415837507
"40",2004,"SEdist","SSEO",250,0,18,0.0476430976430976,0.0471839608203245,0.026750746097337,0.0707728803183349,0.000135248161811015,0.243903815109404
"43",2005,"SEdist","EYKT",250,0,10,0.0222250770811922,0.0214594039054471,0.00790300616649538,0.0402004110996917,7.35864981495038e-05,0.39295459145275
"44",2005,"SEdist","NSEO",250,0,4,0.0303699897225077,0.0303699897225077,0.00359712230215827,0.0571428571428571,0.000209527163149133,0.472126393233749
"45",2005,"SEdist","CSEO",250,0,15,0.0575,0.0571428571428571,0.0395208333333333,0.0755952380952381,8.54502713456087e-05,0.161259826596702
"46",2005,"SEdist","SSEO",250,0,18,0.0753670822207482,0.0751110256678143,0.049879417134985,0.10277449266524,0.000197860165940827,0.18639898080657
"49",2006,"SEdist","EYKT",250,0,10,0.0191666666666667,0.01875,0.00833333333333333,0.0308541666666667,3.36680284451118e-05,0.306587067527515
"50",2006,"SEdist","NSEO",250,0,4,0.04375,0.04375,0.0290104166666667,0.0666666666666667,0.000102551440329218,0.232309734363219
"51",2006,"SEdist","CSEO",250,0,15,0.0516666666666667,0.0516666666666667,0.0333333333333333,0.07,8.90239325745499e-05,0.182940336154935
"52",2006,"SEdist","SSEO",250,0,18,0.0494111791337383,0.0494150695788052,0.0294926498663612,0.0694647038368612,0.000104358502502709,0.205066270141744
"55",2007,"SEdist","EYKT",250,0,10,0.015,0.014,0.004,0.028,3.54867577577578e-05,0.410069269358628
"56",2007,"SEdist","NSEO",250,0,4,0.0125,0.0125,0.01,0.0175,4.89229229229229e-06,0.176806769242654
"57",2007,"SEdist","CSEO",250,0,15,0.0371815181518152,0.0358481848184818,0.013973597359736,0.0656174917491749,0.000187049945972462,0.371126337733862
"58",2007,"SEdist","SSEO",250,0,18,0.0460892200331144,0.0449781089220033,0.0238724691913636,0.0710892200331144,0.000152505320781971,0.271155005671307
"61",2008,"SEdist","EYKT",250,0,10,0.0334194415413716,0.0313253169030421,0.0131634517188254,0.062654338034335,0.000184040108222747,0.414433708996536
"62",2008,"SEdist","NSEO",250,0,4,0.0246085755524522,0.0246085755524522,0.00504032258064516,0.0486847188352609,0.000109899730355866,0.434984043902961
"63",2008,"SEdist","CSEO",250,0,15,0.0386499156818183,0.0381035151026417,0.0212544312827854,0.0576802658996047,9.28969704776217e-05,0.251825900702017
"64",2008,"SEdist","SSEO",250,0,18,0.0212279853133034,0.0209211460882937,0.0146867647580604,0.0286487968146342,1.30604020046464e-05,0.170756039294036
"67",2009,"SEdist","EYKT",250,0,10,0.0385562310030395,0.0378571428571429,0.0171276595744681,0.0614285714285714,0.000132758650073841,0.30021326855531
"68",2009,"SEdist","NSEO",250,0,4,0.025,0.025,0.0107142857142857,0.0410714285714286,6.59495592531307e-05,0.323221229767172
"69",2009,"SEdist","CSEO",250,0,15,0.0375818980074299,0.0370685579196217,0.0176190476190476,0.0604028199932455,0.0001232023648287,0.295866020516088
