"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv"
"70",2009,"SEdist","SSEO",250,0,18,0.0349009343690195,0.0345125520657436,0.0194122903298435,0.0559331729145559,8.13210885909696e-05,0.255914641012477
"73",2010,"SEdist","EYKT",250,0,10,0.025625,0.024375,0.009359375,0.051265625,0.000122742442051426,0.428036367802782
"74",2010,"SEdist","NSEO",250,0,4,0.0172169811320755,0.0172169811320755,0.009375,0.0265625,2.26435734528583e-05,0.275436706623369
"75",2010,"SEdist","CSEO",250,0,14,0.0482087400177462,0.0473158828748891,0.0258927185004437,0.0745535714285714,0.000153772994687356,0.257247404511953
"76",2010,"SEdist","SSEO",250,0,19,0.0477038576753615,0.0473246474985659,0.034295969877524,0.0609230909641824,5.09019284064283e-05,0.149498974250717
"79",2011,"SEdist","EYKT",250,0,10,0.0308333333333333,0.0308333333333333,0.0175,0.0441666666666667,5.00892559225893e-05,0.229164911318845
"80",2011,"SEdist","NSEO",250,0,4,0.0165305918421754,0.0164969896916378,0.00819892473118279,0.0268767217630854,2.65304873033e-05,0.314055323847942
"81",2011,"SEdist","CSEO",250,0,15,0.0299816345270891,0.0283149678604224,0.0144260789715335,0.0527415059687787,9.81555256790029e-05,0.332786588708365
"82",2011,"SEdist","SSEO",250,0,18,0.0349135292317111,0.0347030915212733,0.0244523836853382,0.0455675122436486,2.87331098809347e-05,0.154383332385183
"85",2012,"SEdist","EYKT",250,0,10,0.03375,0.0325,0.0125,0.06003125,0.000154742642642643,0.367382149555523
"86",2012,"SEdist","NSEO",250,0,4,0.021875,0.021875,0.003125,0.040625,9.10382159503253e-05,0.452533919738049
"87",2012,"SEdist","CSEO",250,0,15,0.0477041785375119,0.0470750237416904,0.0274683641975309,0.0717759377967711,0.00013561229487749,0.244090318801585
"88",2012,"SEdist","SSEO",250,0,18,0.0340284289211856,0.0316371047559515,0.0152109216283794,0.0569708320310465,0.000115754384319472,0.322582076719995
"91",2013,"SEdist","EYKT",250,0,10,0.0241528925619835,0.0241528925619835,0.0141666666666667,0.0341260330578512,2.49857276023984e-05,0.20769977358293
"92",2013,"SEdist","NSEO",250,0,4,0.0690301120448179,0.0690301120448179,0.0395833333333333,0.113340336134454,0.00038468841194517,0.280805114574319
"93",2013,"SEdist","CSEO",250,0,15,0.0355463728191001,0.035,0.0210927456382002,0.0499818640955005,5.38497682015331e-05,0.207306883915924
"94",2013,"SEdist","SSEO",250,0,18,0.0258914906642179,0.0259087082950719,0.0152777777777778,0.0373975550964187,3.04047259085443e-05,0.211712601010854
"97",2014,"SEdist","EYKT",250,0,10,0.0299951528139191,0.0299951528139191,0.0142298850888894,0.0492762622728565,8.51179142326877e-05,0.302819793985483
"98",2014,"SEdist","NSEO",250,0,4,0.021467112024666,0.021467112024666,0.00539568345323741,0.0410714285714286,8.39261129022316e-05,0.423956965943305
"99",2014,"SEdist","CSEO",250,0,14,0.0397925081558722,0.0402880301056593,0.0224632946703861,0.0612030724964102,9.03413399551405e-05,0.235012457292822
"100",2014,"SEdist","SSEO",250,0,19,0.0477135967404099,0.0477340184546894,0.0350024127244695,0.0627168075468174,4.66421720145464e-05,0.142533298431609
"103",2015,"SEdist","EYKT",250,0,10,0.0194628742790107,0.01946577143299,0.0135797806676821,0.0254053849154297,9.7444892936997e-06,0.160170564946497
"104",2015,"SEdist","NSEO",250,0,4,0.016805838171226,0.0164368954512509,0.0121972275664743,0.0228073071420711,7.04164391682677e-06,0.158883892575943
"105",2015,"SEdist","CSEO",250,0,14,0.0289956353339501,0.0292602244543014,0.0160997224615805,0.0430407934977549,5.04694229894444e-05,0.242486112681426
"106",2015,"SEdist","SSEO",250,0,19,0.0435684757987079,0.0440210389593421,0.0299722171215182,0.0588975770673729,5.59618624265933e-05,0.170702480145707
"109",2016,"SEdist","EYKT",250,0,10,0.019187675070028,0.0191981792717087,0.0108333333333333,0.0283333333333333,1.98285725360037e-05,0.229736068957478
"110",2016,"SEdist","NSEO",250,0,4,0.0209208683473389,0.0209208683473389,0.00416666666666667,0.0356792717086835,5.80394436201805e-05,0.369961438464611
"111",2016,"SEdist","CSEO",250,0,15,0.0444444444444444,0.0433333333333333,0.025,0.0689027777777778,0.000133815729000606,0.259631351580773
"112",2016,"SEdist","SSEO",250,0,18,0.0245568750916344,0.0245664082896703,0.0166550049771975,0.032918232490425,1.81088395219572e-05,0.17321953827985
"115",2017,"SEdist","EYKT",250,0,10,0.058,0.057,0.031975,0.089,0.00022108018018018,0.25386315953653
"116",2017,"SEdist","NSEO",250,0,4,0.01,0.01,0,0.02,2.47022022022022e-05,0.489668079264157
"117",2017,"SEdist","CSEO",250,0,15,0.0321468646864686,0.031470297029703,0.0141431930693069,0.0541473597359736,0.000107787950690833,0.32447453365983
"118",2017,"SEdist","SSEO",250,0,18,0.0377777777777778,0.0377777777777778,0.025,0.0505555555555556,4.25548956363771e-05,0.173967945201488
"121",2018,"SEdist","EYKT",250,0,9,0.0277777777777778,0.0277777777777778,0.0166666666666667,0.0389087301587301,3.53149193537201e-05,0.2151025858325
"122",2018,"SEdist","NSEO",250,0,4,0.0377733236151604,0.0377733236151604,0.00947521865889213,0.0705357142857143,0.000230934806715622,0.392114731121231
"123",2018,"SEdist","CSEO",250,0,19,0.039419862072657,0.0391719199257344,0.0249787453151939,0.056859925420548,6.8301535752339e-05,0.208264256338912
"124",2018,"SEdist","SSEO",250,0,21,0.0351336687665811,0.0353888784963304,0.0237048412273889,0.0485272836565842,3.95689037653107e-05,0.177621773936185
"127",2019,"SEdist","EYKT",250,0,10,0.0207142857142857,0.0207142857142857,0.00857142857142857,0.0335714285714286,4.28044733509019e-05,0.311792146188034
"128",2019,"SEdist","NSEO",250,0,5,0.0471428571428571,0.0471428571428571,0.02,0.0757142857142857,0.000225797969397969,0.320630458047146
"129",2019,"SEdist","CSEO",250,0,15,0.0338095238095238,0.0338095238095238,0.0209404761904762,0.0471428571428571,4.59466357513976e-05,0.200575307972119
"130",2019,"SEdist","SSEO",250,0,19,0.0349705198247417,0.0346026937848218,0.0199406339589982,0.0545369043111376,8.08698917399263e-05,0.255054167030005
"133",2020,"SEdist","EYKT",250,0,10,0.04125,0.04125,0.021859375,0.065625,0.000128106978462838,0.271169257717367
"134",2020,"SEdist","NSEO",250,0,4,0.0203125,0.0203125,0.009375,0.03125,3.54201858108108e-05,0.293447692672898
"135",2020,"SEdist","CSEO",250,0,20,0.039375,0.0390625,0.0203125,0.065,0.000143909001188689,0.302542991296811
"136",2020,"SEdist","SSEO",250,0,19,0.0481516290726817,0.0488016917293233,0.0282871240601504,0.0707601033834586,0.000122087502439522,0.227997124423289
"139",2021,"SEdist","EYKT",250,0,10,0.02625,0.025,0.01,0.045,8.02074257851602e-05,0.34436509028429
"140",2021,"SEdist","NSEO",250,0,5,0.0675,0.0675,0.00625,0.12875,0.00104801663538539,0.480295019410898
"141",2021,"SEdist","CSEO",250,0,18,0.0486111111111111,0.0479166666666667,0.0263888888888889,0.0746527777777778,0.00016159413850579,0.260298537870965
"142",2021,"SEdist","SSEO",250,0,20,0.0413510049220673,0.0410568711180124,0.0274658650606469,0.0562357309489629,5.61232570727735e-05,0.181005804420507
