"","Year","Mgt.Area","tot.rem.mt","tot.hal.by"
"1",1980,"CSEO",69.4027790968589,7.41752609320711
"2",1980,"EYKT",5.77493474246614,4.25646984493557
"3",1980,"NSEI",11.9256242997308,1.05444706366617
"4",1980,"NSEO",5.44293313262473,0.768834227165061
"5",1980,"SEO",NA,NA
"6",1980,"SSEI",24.7329413492893,2.01654046700712
"7",1980,"SSEO",6.71100559492943,0.378505771000627
"8",1981,"CSEO",84.4150550889296,7.36332312258373
"9",1981,"EYKT",4.09620174867734,1.83111169195368
"10",1981,"NSEI",15.1529949096261,0.608102069721919
"11",1981,"NSEO",2.32249216776925,0.075930680329018
"12",1981,"SEO",NA,NA
"13",1981,"SSEI",50.4608633524868,1.5391857581484
"14",1981,"SSEO",9.48831032190414,0.710060103902448
"15",1982,"CSEO",91.2361033190965,4.40474425844756
"16",1982,"EYKT",4.37322983573802,0.829365189999388
"17",1982,"NSEI",14.3072764072421,0.269870224199541
"18",1982,"NSEO",2.96484688195352,0.31353885488576
"19",1982,"SEO",NA,NA
"20",1982,"SSEI",47.902234119608,1.42882782229897
"21",1982,"SSEO",6.72446374037212,0.260805590740105
"22",1983,"CSEO",130.905309353726,6.06997999554097
"23",1983,"EYKT",6.81893951094136,0.587503655202158
"24",1983,"NSEI",17.5440178617579,0.187753749243377
"25",1983,"NSEO",4.05492590765926,0.190259765557532
"26",1983,"SEO",NA,NA
"27",1983,"SSEI",85.769007589723,1.22850066002577
"28",1983,"SSEO",6.31135877140949,0.13217151389688
"29",1984,"CSEO",334.430686501658,7.35418524390097
"30",1984,"EYKT",2.26149237793759,0.201111530644294
"31",1984,"NSEI",19.6581620512851,0.161344430665677
"32",1984,"NSEO",14.2244312251327,1.08045680338059
"33",1984,"SEO",NA,NA
"34",1984,"SSEI",110.913782447164,4.11826287794343
"35",1984,"SSEO",14.1892644521731,0.156290403322561
"36",1985,"CSEO",308.963741329606,11.7440461437176
"37",1985,"EYKT",70.7293240311642,2.01108137387399
"38",1985,"NSEI",32.6236603113988,0.360602141179883
"39",1985,"NSEO",35.9352387498516,2.00643315768719
"40",1985,"SEO",NA,0.4442641896
"41",1985,"SSEI",198.594681325747,7.86806251558491
"42",1985,"SSEO",37.1850922878025,1.06283520082616
"43",1986,"CSEO",279.215430076928,12.0701710016886
