"","Year","Mgt.Area","tot.rem.mt","tot.hal.by"
"1",1980,"CSEO",68.2082967268743,7.41752609320711
"2",1980,"EYKT",5.24349436232248,4.25646984493557
"3",1980,"NSEI",9.23674277973076,1.05444706366617
"4",1980,"NSEO",5.12507569280944,0.768834227165061
"5",1980,"SSEI",22.9403536692893,2.01654046700712
"6",1980,"SSEO",5.951599584873,0.378505771000627
"7",1981,"CSEO",83.220572718945,7.36332312258373
"8",1981,"EYKT",3.56476136853368,1.83111169195368
"9",1981,"NSEI",12.4641133896261,0.608102069721919
"10",1981,"NSEO",2.00463472795396,0.075930680329018
"11",1981,"SSEI",48.6682756724868,1.5391857581484
"12",1981,"SSEO",8.7289043118477,0.710060103902448
"13",1982,"CSEO",90.0416209491119,4.40474425844756
"14",1982,"EYKT",3.84178945559436,0.829365189999388
"15",1982,"NSEI",11.6183948872421,0.269870224199541
"16",1982,"NSEO",2.64698944213823,0.31353885488576
"17",1982,"SSEI",46.109646439608,1.42882782229897
"18",1982,"SSEO",5.96505773031568,0.260805590740105
"19",1983,"CSEO",129.710826983741,6.06997999554097
"20",1983,"EYKT",6.28749913079769,0.587503655202158
"21",1983,"NSEI",14.8551363417579,0.187753749243377
"22",1983,"NSEO",3.73706846784397,0.190259765557532
"23",1983,"SSEI",83.976419909723,1.22850066002577
"24",1983,"SSEO",5.55195276135305,0.13217151389688
"25",1984,"CSEO",333.236204131674,7.35418524390097
"26",1984,"EYKT",1.73005199779393,0.201111530644294
"27",1984,"NSEI",16.9692805312851,0.161344430665677
"28",1984,"NSEO",13.9065737853174,1.08045680338059
"29",1984,"SSEI",109.121194767164,4.11826287794343
"30",1984,"SSEO",13.4298584421166,0.156290403322561
"31",1985,"CSEO",307.769258959621,11.7440461437176
"32",1985,"EYKT",70.1978836510205,2.01108137387399
"33",1985,"NSEI",29.9347787913988,0.360602141179883
"34",1985,"NSEO",35.6173813100363,2.00643315768719
"35",1985,"SEO",0.4442641896,0.4442641896
"36",1985,"SSEI",196.802093645747,7.86806251558491
"37",1985,"SSEO",36.425686277746,1.06283520082616
"38",1986,"CSEO",278.020947706943,12.0701710016886
"39",1986,"EYKT",22.6126675956104,0.335322999342034
"40",1986,"NSEI",43.509586847514,1.02518654303403
"41",1986,"NSEO",27.6345585368926,3.88887804638185
"42",1986,"SSEI",298.536055187505,10.2478788402405
"43",1986,"SSEO",87.7863258743213,3.37282612064901
"44",1987,"CSEO",208.504943568476,10.100792891459
"45",1987,"EYKT",106.149294596839,1.42406594788411
"46",1987,"NSEI",60.5701502683755,2.85109901417505
"47",1987,"NSEO",106.06614528213,1.7881918838872
"48",1987,"SEO",6.23653502850413,NA
"49",1987,"SSEI",277.08416314022,12.5741626618259
"50",1987,"SSEO",302.114991813729,4.85035666566098
"51",1988,"CSEO",202.251958670832,10.1621638671197
"52",1988,"EYKT",103.95747283221,1.43921640695093
"53",1988,"NSEI",64.7870491444873,9.37981172040409
"54",1988,"NSEO",64.267640047781,3.87042705780548
"55",1988,"SEO",6.50882231195218,2.8304893605932
