"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv"
"21",2001,"SEdist","CSEO",250,0,14,0.0467857142857143,0.0473214285714286,0.0278571428571429,0.0678571428571429,0.000108823713509428,0.22093375137973
"22",2001,"SEdist","SSEO",250,0,19,0.0605293977303208,0.0607543203299922,0.0356779987880635,0.0910757740113431,0.000205635442883662,0.234817779364395
"25",2002,"SEdist","EYKT",250,0,10,0.013309479231676,0.013185042646141,0.00603030303030303,0.0206199171347341,1.41866196963076e-05,0.287221110176913
"26",2002,"SEdist","NSEO",250,0,4,0.0325,0.0325,0.01,0.0775,0.000377383783783784,0.613012567380059
"27",2002,"SEdist","CSEO",250,0,15,0.0412587137947963,0.0412587137947963,0.0212372606774669,0.0664809523809524,0.000126079451547863,0.269988197657197
"28",2002,"SEdist","SSEO",250,0,18,0.0661111111111111,0.0658333333333333,0.0427777777777778,0.0922222222222222,0.000169227244219528,0.196679912705095
"31",2003,"SEdist","EYKT",250,0,10,0.02,0.02,0.01,0.03,2.39368608608609e-05,0.248024492055684
"32",2003,"SEdist","NSEO",250,0,4,0.04,0.04,0.02,0.0725,0.000216072165915916,0.36395898201137
"33",2003,"SEdist","CSEO",250,0,15,0.037993399339934,0.0373201320132013,0.0193199669966997,0.059326897689769,0.00010249869592622,0.268359354083783
"34",2003,"SEdist","SSEO",250,0,18,0.0633333333333333,0.0616666666666667,0.0366527777777778,0.0922361111111111,0.000203606677974271,0.228828043975549
"37",2004,"SEdist","EYKT",250,0,10,0.0390505050505051,0.0380656565656566,0.0149972222222222,0.0720217171717172,0.000206821063095439,0.363180085786307
"38",2004,"SEdist","NSEO",250,0,4,0.0479166666666667,0.0479166666666667,0.0104166666666667,0.116666666666667,0.000831706341758425,0.601288910515131
"39",2004,"SEdist","CSEO",250,0,15,0.0611111111111111,0.0602777777777778,0.0311111111111111,0.0966805555555555,0.000299533637341045,0.28384605471006
"40",2004,"SEdist","SSEO",250,0,18,0.0476430976430976,0.0476354453627181,0.0267579201101928,0.0711940426997245,0.00013006507909891,0.237258753636711
"43",2005,"SEdist","EYKT",250,0,10,0.0222250770811922,0.0214953751284687,0.00855472764645427,0.0394522096608427,6.71252155916126e-05,0.372471291387194
"44",2005,"SEdist","NSEO",250,0,4,0.0303699897225077,0.0303699897225077,0.00359712230215827,0.0571428571428571,0.000198426878008163,0.460494780841567
"45",2005,"SEdist","CSEO",250,0,15,0.0575,0.0570238095238095,0.0395238095238095,0.0745238095238095,8.51409288965837e-05,0.161458569130001
"46",2005,"SEdist","SSEO",250,0,18,0.0753670822207482,0.075854149507142,0.0491531825198403,0.102308748239504,0.000188395537837455,0.181515286973293
"49",2006,"SEdist","EYKT",250,0,10,0.0191666666666667,0.0191666666666667,0.00833333333333333,0.0316666666666667,3.263830219108e-05,0.297267929211738
"50",2006,"SEdist","NSEO",250,0,4,0.04375,0.04375,0.0229166666666667,0.0666666666666667,0.000113667100259982,0.243493797875892
"51",2006,"SEdist","CSEO",250,0,15,0.0516666666666667,0.0516666666666667,0.0344444444444444,0.0722222222222222,9.44051381628542e-05,0.187682729849325
"52",2006,"SEdist","SSEO",250,0,18,0.0494111791337383,0.0495448179271709,0.0307482890063242,0.0694602639165632,9.87724272826286e-05,0.200723248193328
"55",2007,"SEdist","EYKT",250,0,10,0.015,0.015,0.005,0.028,3.4249024024024e-05,0.381628077698788
"56",2007,"SEdist","NSEO",250,0,4,0.0125,0.0125,0.01,0.0175,4.99018393393393e-06,0.177397018865049
"57",2007,"SEdist","CSEO",250,0,15,0.0371815181518152,0.0365148514851485,0.0146666666666667,0.0690397689768977,0.000199818621661494,0.374885415757445
"58",2007,"SEdist","SSEO",250,0,18,0.0460892200331144,0.0449615517107266,0.0244162541254125,0.0727909790979098,0.000156877150795309,0.272167786424702
"61",2008,"SEdist","EYKT",250,0,10,0.0334194415413716,0.0318385176733422,0.0139026641604655,0.0616515464662211,0.000172532278337702,0.396787618410699
"62",2008,"SEdist","NSEO",250,0,4,0.0246085755524522,0.0246085755524522,0.00504032258064516,0.0486847188352609,0.000116073952617517,0.432642857562859
"63",2008,"SEdist","CSEO",250,0,15,0.0386499156818183,0.0377440142860375,0.0208627450843953,0.0605184563243081,0.000107066000077034,0.268545954514887
"64",2008,"SEdist","SSEO",250,0,18,0.0212279853133034,0.0213125300750896,0.0147565955619485,0.0289422337334429,1.297054385385e-05,0.168639414994211
"67",2009,"SEdist","EYKT",250,0,10,0.0385562310030395,0.0378571428571429,0.0185558510638298,0.0614285714285714,0.000127842144020158,0.294933424821422
"68",2009,"SEdist","NSEO",250,0,4,0.025,0.025,0.0107142857142857,0.0410714285714286,6.36108557537129e-05,0.315153766894756
"69",2009,"SEdist","CSEO",250,0,15,0.0375818980074299,0.0358966565349544,0.0171419284025667,0.0613914218169537,0.000117060719623937,0.295250613514561
"70",2009,"SEdist","SSEO",250,0,18,0.0349009343690195,0.0340819542947203,0.0174600360238658,0.0543455898908027,8.94517567730101e-05,0.275066621024367
"73",2010,"SEdist","EYKT",250,0,10,0.025625,0.025,0.009375,0.04875,0.000104458725913413,0.401059701542698
"74",2010,"SEdist","NSEO",250,0,4,0.0172169811320755,0.0172169811320755,0.009375,0.0265625,2.22185459121554e-05,0.275537869979308
"75",2010,"SEdist","CSEO",250,0,14,0.0482087400177462,0.0477623114463177,0.0267583324090506,0.0732033329636202,0.000143906971851413,0.250102562030106
"76",2010,"SEdist","SSEO",250,0,19,0.0477038576753615,0.047372558755379,0.035278319298554,0.0631570842225539,5.19160611123849e-05,0.150653796857636
"79",2011,"SEdist","EYKT",250,0,10,0.0308333333333333,0.0308333333333333,0.0166666666666667,0.0458333333333333,5.08696029362696e-05,0.231117724071207
"80",2011,"SEdist","NSEO",250,0,4,0.0165305918421754,0.0164633875411002,0.00819892473118279,0.0268767217630854,2.66500142220618e-05,0.31574381030652
"81",2011,"SEdist","CSEO",250,0,15,0.0299816345270891,0.0283333333333333,0.0138888888888889,0.0516487603305785,9.46919470010687e-05,0.328904834238634
"82",2011,"SEdist","SSEO",250,0,18,0.0349135292317111,0.0349135292317111,0.0245120714722987,0.0455397727272727,2.86440939698235e-05,0.153114781352569
"85",2012,"SEdist","EYKT",250,0,10,0.03375,0.0325,0.0125,0.0625,0.000169396114864865,0.383223445571258
"86",2012,"SEdist","NSEO",250,0,4,0.021875,0.021875,0.00625,0.040625,8.56258504598348e-05,0.425505904437669
"87",2012,"SEdist","CSEO",250,0,15,0.0477041785375119,0.0472388414055081,0.0266358024691358,0.072360992402659,0.000142133641513648,0.247377485464576
"88",2012,"SEdist","SSEO",250,0,18,0.0340284289211856,0.0340020576131687,0.0159985853909465,0.0590541653643799,0.000115892412648722,0.311237039091884
"91",2013,"SEdist","EYKT",250,0,10,0.0241528925619835,0.0241528925619835,0.0149724517906336,0.0341666666666667,2.63728668745699e-05,0.213402995491086
"92",2013,"SEdist","NSEO",250,0,4,0.0690301120448179,0.0690301120448179,0.0375,0.113340336134454,0.000372279116311668,0.279830536095819
"93",2013,"SEdist","CSEO",250,0,15,0.0355463728191001,0.0355463728191001,0.021652318640955,0.0522132690541781,5.6267263895543e-05,0.210118215648221
"94",2013,"SEdist","SSEO",250,0,18,0.0258914906642179,0.025428527701255,0.0157407407407407,0.0370141758494031,2.96382918834421e-05,0.211560070867545
"97",2014,"SEdist","EYKT",250,0,10,0.0299951528139191,0.0285714285714286,0.0135858316386405,0.0492978322509166,8.50487120001732e-05,0.313118356620224
"98",2014,"SEdist","NSEO",250,0,4,0.021467112024666,0.021467112024666,0.00357142857142857,0.0375,7.92045949480414e-05,0.420037024445652
"99",2014,"SEdist","CSEO",250,0,14,0.0397925081558722,0.0395300650491331,0.0234659775436273,0.0602302471960773,9.07126834338991e-05,0.238975179177854
"100",2014,"SEdist","SSEO",250,0,19,0.0477135967404099,0.0473543912733261,0.0345084065844042,0.0613218410934168,4.69136901076185e-05,0.144370651929651
"103",2015,"SEdist","EYKT",250,0,10,0.0194628742790107,0.0196406546686349,0.013482042058034,0.0254147151481066,9.90585197635483e-06,0.161404390282561
"104",2015,"SEdist","NSEO",250,0,4,0.016805838171226,0.016805838171226,0.0125661702864493,0.0228073071420711,6.803266088867e-06,0.155250561097968
"105",2015,"SEdist","CSEO",250,0,14,0.0289956353339501,0.0287001760473643,0.01637357840749,0.043974496971689,5.01863292511827e-05,0.243944407650221
"106",2015,"SEdist","SSEO",250,0,19,0.0435684757987079,0.0436427055473507,0.0295215445846626,0.0597903819909313,5.8057880996969e-05,0.173722606814778
"109",2016,"SEdist","EYKT",250,0,10,0.019187675070028,0.019187675070028,0.0108538165266106,0.0283543417366947,2.03257644453589e-05,0.23428129172214
"110",2016,"SEdist","NSEO",250,0,4,0.0209208683473389,0.0209208683473389,0.00625,0.0356792717086835,5.80926514504603e-05,0.363588002713628
"111",2016,"SEdist","CSEO",250,0,15,0.0444444444444444,0.0438888888888889,0.023875,0.0705555555555556,0.000141796302166364,0.265276617886687
"112",2016,"SEdist","SSEO",250,0,18,0.0245568750916344,0.0246265172735761,0.0166861188920012,0.0333956873612622,1.90543531868367e-05,0.175653528718231
"115",2017,"SEdist","EYKT",250,0,10,0.058,0.058,0.032,0.089,0.000216371907907908,0.253211898007771
"116",2017,"SEdist","NSEO",250,0,4,0.01,0.01,0,0.02,2.4924024024024e-05,0.500741887789928
"117",2017,"SEdist","CSEO",250,0,15,0.0321468646864686,0.0308135313531353,0.0139681930693069,0.0532942244224422,0.000107567354221206,0.326576332045654
"118",2017,"SEdist","SSEO",250,0,18,0.0377777777777778,0.0377777777777778,0.0261111111111111,0.0522222222222222,4.66942547485757e-05,0.178643685232683
"121",2018,"SEdist","EYKT",250,0,9,0.0277777777777778,0.0277777777777778,0.0174603174603175,0.0396825396825397,3.25321737711508e-05,0.206293877195821
"122",2018,"SEdist","NSEO",250,0,4,0.0377733236151604,0.0377733236151604,0.00947521865889213,0.0660714285714286,0.000214977287799031,0.394192970796993
"123",2018,"SEdist","CSEO",250,0,19,0.039419862072657,0.0393879948516383,0.0249102908680154,0.0544315144956739,5.83667072365917e-05,0.19322589269512
"124",2018,"SEdist","SSEO",250,0,21,0.0351336687665811,0.0345388218444608,0.0234242765755884,0.0480693112509237,3.85213264873096e-05,0.178000726557488
"127",2019,"SEdist","EYKT",250,0,10,0.0207142857142857,0.0207142857142857,0.00857142857142857,0.0335714285714286,4.56134481420196e-05,0.330165585405388
"128",2019,"SEdist","NSEO",250,0,5,0.0471428571428571,0.0471428571428571,0.0157142857142857,0.0742857142857143,0.000227482331310903,0.323045168117
"129",2019,"SEdist","CSEO",250,0,15,0.0338095238095238,0.0333333333333333,0.02,0.0466666666666667,4.53510662590028e-05,0.201413849970624
"130",2019,"SEdist","SSEO",250,0,19,0.0349705198247417,0.0342186401254936,0.0199410396494834,0.0526488884080705,7.61544016366806e-05,0.250846738510652
"133",2020,"SEdist","EYKT",250,0,10,0.04125,0.040625,0.020625,0.06375,0.000134433824058433,0.281801828470907
"134",2020,"SEdist","NSEO",250,0,4,0.0203125,0.0203125,0.009375,0.03125,3.26106746394832e-05,0.282330508889933
"135",2020,"SEdist","CSEO",250,0,20,0.039375,0.03859375,0.0181171875,0.064703125,0.00014483667261011,0.304053329979086
"136",2020,"SEdist","SSEO",250,0,19,0.0481516290726817,0.0482456140350877,0.0266423872180451,0.071421130952381,0.000132118206990785,0.237536392196894
"139",2021,"SEdist","EYKT",250,0,10,0.02625,0.025625,0.010625,0.044390625,8.13703250125125e-05,0.345069579695434
"140",2021,"SEdist","NSEO",250,0,5,0.0675,0.065,0.00625,0.1263125,0.00102200419012763,0.484384935487394
"141",2021,"SEdist","CSEO",250,0,18,0.0486111111111111,0.0479166666666667,0.0270746527777778,0.0732638888888889,0.000143868619777185,0.246977369917554
"142",2021,"SEdist","SSEO",250,0,20,0.0413510049220673,0.0412480956287355,0.0285078875761749,0.0570156753559709,5.78785528921039e-05,0.182892937590967
"145",2022,"SEdist","EYKT",250,0,7,0.0368622448979592,0.0368622448979592,0.00803571428571429,0.0719387755102041,0.000261186481671175,0.433509136750688
"146",2022,"SEdist","NSEO",250,0,4,0.0209821428571429,0.0209821428571429,0.01875,0.0234375,1.72165528889859e-06,0.0624274276759801
"147",2022,"SEdist","CSEO",250,0,19,0.0553571428571429,0.0543703007518797,0.0320018796992481,0.0831778665413534,0.000168511971251648,0.233645134857359
"148",2022,"SEdist","SSEO",250,0,12,0.0696997549019608,0.0687040441176471,0.0394868259803922,0.106158088235294,0.000279841431606509,0.238732479560864
