"","Year","Mgt.Area","fishery.code","gear","ye.lbs","ye.mt","ha.bycatch"
"45",1985,"SSEI","M26B","Mechanical jigs",219.1022513,0.099382590167167,"other"
"46",1985,"CSEO","M61B","Longline",1115.902356,0.50616214965804,"other"
"47",1985,"EYKT","M61B","Longline",0.835913313,0.00037916191964367,"other"
"48",1985,"NSEI","M61B","Longline",779.492256,0.35356989239904,"other"
"49",1985,"NSEO","M61B","Longline",358.8331868,0.162763145200612,"other"
"50",1985,"SSEI","M61B","Longline",4319.469784,1.95926829932456,"other"
"51",1985,"SSEO","M61B","Longline",9.423778526,0.00427453170160834,"other"
"52",1985,"CSEO","M91B","Pot",7.931759682,0.00359776687415838,"other"
"53",1985,"CSEO","0","Non-pelagic/bottom trawl",1516.352729,0.68780243434711,"other"
"54",1985,"EYKT","0","Non-pelagic/bottom trawl",4360.88668,1.9780545891812,"other"
"55",1985,"SSEO","0","Non-pelagic/bottom trawl",1549.222226,0.70271170949134,"other"
"56",1985,"EYKT","C06B","Longline",0.031902097,1.447047217823e-05,"other"
"57",1985,"SSEO","C07B","Non-pelagic/bottom trawl",34.09578397,0.0154655066509523,"other"
"58",1985,"SSEI","C09B","Pot",0.194811344,8.836447752496e-05,"other"
"59",1985,"NSEI","C61A","Longline",0.305965406,0.00013878284850754,"other"
"60",1985,"CSEO","C61B","Longline",3.688701719,0.00167315821272121,"other"
"61",1985,"EYKT","C61B","Longline",0.957062903,0.00043411416217177,"other"
"62",1985,"NSEO","C61B","Longline",48.26030992,0.0218903939766128,"other"
"63",1985,"SSEI","C61B","Longline",1.748036923,0.00079289206790357,"other"
"64",1985,"SSEI","S05B","Hand troll",1.041323336,0.00047233385197624,"other"
"65",1985,"SSEI","S15B","Power gurdy troll",2.690085284,0.00122019578396956,"other"
"66",1985,"CSEO","S15B","troll/salmon",7.948805727,0.00360549878970993,"other"
"67",1985,"SSEO","M07B","Non-pelagic/bottom trawl",231.18,0.1048609362,"other"
"68",1986,"SSEI","B05B","Hand troll",30.76191496,0.0139532970067064,"hal.by"
"69",1986,"CSEO","B61B","Longline",276.2623463,0.125309837658217,"hal.by"
"70",1986,"SSEI","B61B","Longline",229.4326157,0.104068340155363,"hal.by"
"71",1986,"SSEO","B61B","Longline",4.109414119,0.00186398915023721,"hal.by"
"72",1986,"CSEO","M05B","Hand troll",1.166435247,0.00052908336368673,"other"
"73",1986,"SSEI","M05B","Hand troll",11.45238727,0.0051946883417993,"other"
"74",1986,"CSEO","M06B","Longline",56.80539655,0.0257663598211145,"other"
"75",1986,"NSEI","M06B","Longline",833.8192178,0.378212059001902,"other"
"76",1986,"SSEI","M06B","Longline",509.3298551,0.231026928974809,"other"
"77",1986,"SSEO","M06B","Longline",1.557808287,0.00070660626090033,"other"
"78",1986,"CSEO","M26B","Mechanical jigs",160.1515595,0.072643145873605,"other"
"79",1986,"NSEI","M26B","Mechanical jigs",25.40156685,0.0115218967074915,"other"
"80",1986,"SSEI","M26B","Mechanical jigs",187.1561184,0.084892143745056,"other"
"81",1986,"SSEO","M26B","Mechanical jigs",1.197204517,0.00054303999686603,"other"
"82",1986,"CSEO","M61B","Longline",1772.281715,0.80388926310685,"other"
"83",1986,"EYKT","M61B","Longline",24.27244582,0.0110097386994938,"other"
"84",1986,"NSEI","M61B","Longline",3473.195445,1.57540672189755,"other"
"85",1986,"NSEO","M61B","Longline",975.4311171,0.442445800405389,"other"
"86",1986,"SSEI","M61B","Longline",4849.820798,2.19983021576482,"other"
"87",1986,"SSEO","M61B","Longline",44.98940717,0.0204067451982403,"other"
"88",1986,"NSEO","0","Non-pelagic/bottom trawl",16.7587318,0.007601593157162,"other"
"89",1986,"NSEI","C61A","Longline",16.60056348,0.0075298495888932,"other"
"90",1986,"CSEO","C61B","Longline",15.84885067,0.0071888801754053,"other"
"91",1986,"EYKT","C61B","Longline",67.85575984,0.0307786941058256,"other"
"92",1986,"NSEO","C61B","Longline",266.2652917,0.120775273662203,"other"
"93",1986,"SSEI","C61B","Longline",3.0432691,0.001380396431069,"other"
"94",1986,"SSEO","C61B","Longline",172.4118593,0.078204295259887,"other"
"95",1986,"SSEI","S05B","troll/salmon",0.520661668,0.00023616692598812,"other"
"96",1986,"CSEO","S15B","Power gurdy troll",46.97021566,0.0213052201212194,"other"
"97",1986,"SSEI","S15B","Power gurdy troll",5.380170568,0.00244039156793912,"other"
"98",1986,"SSEI","S15B","troll/salmon",1.735538893,0.00078722308647587,"other"
"99",1987,"NSEO","B06B","Longline",85.582665,0.03881944101735,"hal.by"
"100",1987,"SSEI","B06B","Longline",508.8533433,0.230810787987447,"hal.by"
"101",1987,"CSEO","B61B","Longline",916.0277799,0.415501040684841,"hal.by"
"102",1987,"EYKT","B61B","Longline",128.5099468,0.058290826769012,"hal.by"
"103",1987,"NSEI","B61B","Longline",26.81240472,0.0121618386569448,"hal.by"
"104",1987,"NSEO","B61B","Longline",7.726212813,0.00350453286984867,"hal.by"
"105",1987,"SSEI","B61B","Longline",2999.100855,1.36036215681945,"hal.by"
"106",1987,"SSEO","B61B","Longline",36.98472707,0.0167759023516813,"hal.by"
"107",1987,"CSEO","M05B","Hand troll",0.699861148,0.00031745001812132,"other"
"108",1987,"SSEI","M05B","Hand troll",110.9073294,0.050306455542546,"other"
"109",1987,"SSEO","M05B","Hand troll",1.110659612,0.00050378409340708,"other"
"110",1987,"CSEO","M06B","Longline",58.24186156,0.0264179259850004,"other"
"111",1987,"NSEI","M06B","Longline",1094.142658,0.49629216824222,"other"
"112",1987,"NSEO","M06B","Longline",82.03433334,0.0372099532596906,"other"
"113",1987,"SSEI","M06B","Longline",993.0425282,0.450434160366238,"other"
"114",1987,"SSEO","M06B","Longline",6.048527238,0.00274355146988442,"other"
"115",1987,"CSEO","M26B","Mechanical jigs",46.89069695,0.0212691512295505,"other"
"116",1987,"NSEI","M26B","Mechanical jigs",111.3236453,0.050495292271627,"other"
"117",1987,"SSEI","M26B","Mechanical jigs",292.9400113,0.132874659725567,"other"
"118",1987,"SSEO","M26B","Mechanical jigs",13.18367384,0.0059799826170856,"other"
"119",1987,"CSEO","M61B","Longline",1570.138487,0.71219911631833,"other"
"120",1987,"EYKT","M61B","Longline",64.73684211,0.0293639842126749,"other"
"121",1987,"NSEI","M61B","Longline",4155.256497,1.88478279447423,"other"
"122",1987,"NSEO","M61B","Longline",1168.855207,0.53018103334313,"other"
"123",1987,"SSEI","M61B","Longline",10740.21454,4.8716539131986,"other"
"124",1987,"SSEO","M61B","Longline",195.3975762,0.088630386588558,"other"
"125",1987,"SEO","0","Non-pelagic/bottom trawl",56.55804516,0.0256541637041244,"other"
"126",1987,"NSEI","C61A","Longline",4.685903699,0.00212547905882941,"other"
"127",1987,"SSEI","C61A","Longline",0.879283633,0.00039883426309247,"other"
"128",1987,"CSEO","C61B","Longline",1.145789111,0.00051971848285849,"other"
"129",1987,"EYKT","C61B","Longline",161.6160223,0.073307411555057,"other"
"130",1987,"NSEO","C61B","Longline",46.220215,0.02096502732185,"other"
"131",1987,"SSEI","C61B","Longline",33.2548229,0.015084055119211,"other"
"132",1987,"SSEO","C61B","Longline",119.3035563,0.054114900102117,"other"
"133",1987,"SSEI","C61C","Longline",11.46754343,0.0052015630244137,"other"
"134",1987,"SSEO","S15B","Power gurdy troll",4.553412916,0.00206538256456844,"other"
"135",1987,"NSEI","S15B","troll/salmon",0.916210344,0.00041558384993496,"other"
"136",1987,"SSEO","M07B","Non-pelagic/bottom trawl",171.9,0.077972121,"other"
"137",1988,"SSEI","B06B","Longline",5.885779729,0.00266973082727711,"hal.by"
"138",1988,"SSEI","B61B","Longline",100.0544102,0.045383679922618,"hal.by"
"139",1988,"SSEO","B61B","Longline",2.096486103,0.00095094513145977,"hal.by"
"140",1988,"CSEO","M06B","Longline",21.06722029,0.0095558804513411,"other"
"141",1988,"NSEI","M06B","Longline",117.9447598,0.053498563597682,"other"
"142",1988,"NSEO","M06B","Longline",109.4273666,0.049635159216094,"other"
"143",1988,"SSEI","M06B","Longline",4.612901043,0.00209236578409437,"other"
"144",1988,"CSEO","M26B","Mechanical jigs",6.665360934,0.00302334106605306,"other"
"145",1988,"NSEO","M26B","Mechanical jigs",13.40430283,0.0060800577206597,"other"
"146",1988,"CSEO","M61B","Longline",101.289096,0.04594372105464,"other"
"147",1988,"EYKT","M61B","Longline",37.12009288,0.0168373029294392,"other"
"148",1988,"NSEI","M61B","Longline",740.9157999,0.336071997676641,"other"
"149",1988,"NSEO","M61B","Longline",185.1982714,0.084004083924326,"other"
"150",1988,"SEO","M61B","Longline",181.8874064,0.082502308668976,"other"
"151",1988,"SSEI","M61B","Longline",195.8967009,0.088856784561231,"other"
"152",1988,"SSEO","M61B","Longline",0.677050407,0.00030710329411113,"other"
"153",1988,"CSEO","0","Non-pelagic/bottom trawl",6353.199302,2.88174767139418,"other"
"154",1988,"EYKT","0","Non-pelagic/bottom trawl",1692.572023,0.76773374391257,"other"
"155",1988,"NSEO","0","Non-pelagic/bottom trawl",2718.9528,1.233289800552,"other"
"156",1988,"CSEO","C61B","Longline",6.079697476,0.00275768997813884,"other"
"157",1988,"NSEO","C61B","Longline",0.223840092,0.00010153162733028,"other"
"158",1988,"SSEI","C61C","Longline",20.85168484,0.0094581157265756,"other"
"159",1988,"CSEO","S15B","troll/salmon",4.335712215,0.00196663570360185,"other"
"160",1988,"NSEI","S15B","troll/salmon",0.203602299,9.235196680341e-05,"other"
"161",1988,"SSEI","S15B","troll/salmon",2.169423616,0.00098402885798144,"other"
"162",1989,"SSEI","S05B","troll/salmon",3.904962509,0.00177125194445731,"other"
"163",1990,"NSEI","Y61A","Longline",77.03912348,0.0349441760192932,"other"
"164",1992,"NSEO","Y61A","Longline",27.20197673,0.0123385446249607,"other"
"165",1994,"SSEI","Y61A","Longline",82.6026412,0.037467732021908,"other"
"166",1994,"NSEI","M61B","Longline",0.347779841,0.00015774945807919,"other"
"167",1996,"CSEO","Y61A","Longline",1.723932727,0.00078195864563993,"other"
"168",1996,"NSEO","C61B","Longline",7.984887642,0.00362186518553478,"other"
"169",1999,"NSEI","B06B","Longline",7.986673748,0.00362267534535532,"hal.by"
"170",1980,"CSEO","B05B","Hand troll",1.659690578,0.00075281904927502,"hal.by"
"171",1980,"NSEI","B05B","Hand troll",5.761639698,0.00261342215061582,"hal.by"
"172",1980,"CSEO","B06B","Longline",4091.137276,1.85569895702084,"hal.by"
"173",1980,"EYKT","B06B","Longline",87.89988213,0.0398705075353467,"hal.by"
"174",1980,"NSEI","B06B","Longline",479.4290717,0.217464232632403,"hal.by"
"175",1980,"NSEO","B06B","Longline",43.91846595,0.0199209769702605,"hal.by"
"176",1980,"SSEI","B06B","Longline",577.9240102,0.262140551786618,"hal.by"
"177",1980,"SSEO","B06B","Longline",231.1267281,0.104836772598879,"hal.by"
"178",1980,"CSEO","B61B","Longline",12260.1343,5.561074317137,"hal.by"
"179",1980,"EYKT","B61B","Longline",9296.058858,4.21659933740022,"hal.by"
"180",1980,"NSEI","B61B","Longline",1839.479285,0.83436940888315,"hal.by"
"181",1980,"NSEO","B61B","Longline",1651.07972,0.7489132501948,"hal.by"
"182",1980,"SSEI","B61B","Longline",3867.80995,1.7543999152205,"hal.by"
"183",1980,"SSEO","B61B","Longline",603.3400172,0.273668998401748,"hal.by"
"184",1980,"CSEO","M05B","Hand troll",48.32250871,0.0219186067257689,"other"
"185",1980,"NSEI","M05B","Hand troll",0.449108265,0.00020371101792135,"other"
"186",1980,"CSEO","M06B","Longline",4193.398881,1.90208379843279,"other"
"187",1980,"NSEI","M06B","Longline",96.5582769,0.043797868819071,"other"
"188",1980,"SSEI","M06B","Longline",2830.401524,1.28384182727116,"other"
"189",1980,"SSEI","M09B","Pot",150.2588124,0.068155894716516,"other"
"190",1980,"CSEO","M26B","Mechanical jigs",14826.48267,6.7251442742853,"other"
"191",1980,"NSEI","M26B","Mechanical jigs",546.3402039,0.247814453087001,"other"
"192",1980,"NSEO","M26B","Mechanical jigs",5620.278736,2.54930223186224,"other"
"193",1980,"SSEI","M26B","Mechanical jigs",581.2643532,0.263655697967988,"other"
"194",1980,"CSEO","M61B","Longline",31757.83698,14.4050372757582,"other"
"195",1980,"EYKT","M61B","Longline",209.8591549,0.095190014071091,"other"
"196",1980,"NSEI","M61B","Longline",913.037102,0.41414449909618,"other"
"197",1980,"NSEO","M61B","Longline",151.8994253,0.068900060321827,"other"
"198",1980,"SSEI","M61B","Longline",6910.323699,3.13445372662941,"other"
"199",1980,"SSEO","M61B","Longline",51.22329236,0.0232343731815724,"other"
"200",1980,"SSEI","M91B","Pot",587.5910401,0.266525419878959,"other"
"201",1980,"CSEO","M99B","Mechanical jigs",28169.18008,12.7772583924872,"other"
"202",1980,"CSEO","M99B","Other/unspecified/missing",844.2226522,0.382930952811398,"other"
"203",1980,"CSEO","0","Longline",1753.020749,0.79515268153891,"other"
"204",1980,"CSEO","C06B","Longline",7.296072469,0.00330942551121371,"other"
"205",1980,"NSEI","C06B","Longline",4.861011977,0.00220490642264743,"other"
"206",1980,"NSEO","C06B","Longline",1.386359727,0.00062883890856993,"other"
"207",1980,"CSEO","C61B","Longline",509.1489436,0.230944869327524,"other"
"208",1980,"EYKT","C61B","Longline",130.0417031,0.058985616109129,"other"
"209",1980,"NSEI","C61B","Longline",45.36748346,0.0205782368226214,"other"
"210",1980,"NSEO","C61B","Longline",5.347387517,0.00242552150383603,"other"
"211",1980,"SSEI","C61B","Longline",1.781552811,0.00080809453954149,"other"
"212",1980,"SSEO","C61B","Longline",201.6460264,0.091464621114776,"other"
"213",1980,"CSEO","S01A","Purse seine",3.309893534,0.00150133460808706,"other"
"214",1980,"CSEO","S05B","Hand troll",4605.385864,2.08895697405176,"other"
"215",1980,"NSEI","S05B","Hand troll",526.6437453,0.238880336430627,"other"
"216",1980,"SSEI","S05B","Hand troll",624.2224156,0.283141045492004,"other"
"217",1980,"CSEO","S15B","Power gurdy troll",35282.8031,16.003926658129,"other"
"218",1980,"EYKT","S15B","Power gurdy troll",1460.127091,0.66229904720669,"other"
"219",1980,"NSEI","S15B","Power gurdy troll",227.6115553,0.103242325368527,"other"
"220",1980,"NSEO","S15B","Power gurdy troll",87.0067529,0.039465393047911,"other"
"221",1980,"SSEI","S15B","Power gurdy troll",295.5095478,0.134040175786602,"other"
"222",1980,"SSEO","S15B","Power gurdy troll",811.7635741,0.368207839576019,"other"
"223",1980,"NSEI","M07B","Non-pelagic/bottom trawl",2.1,0.000952539,"other"
"224",1981,"CSEO","B06B","Longline",6944.14538,3.1497949029142,"hal.by"
"225",1981,"NSEI","B06B","Longline",177.7010981,0.080603441087179,"hal.by"
"226",1981,"NSEO","B06B","Longline",167.3993702,0.075930680329018,"hal.by"
"227",1981,"SSEI","B06B","Longline",1079.504972,0.48965266024948,"hal.by"
"228",1981,"SSEO","B06B","Longline",172.9905572,0.078466786840348,"hal.by"
"229",1981,"SSEI","B26B","Mechanical jigs",351.0353247,0.159226112930673,"hal.by"
"230",1981,"CSEO","B61B","Longline",9289.288167,4.21352821966953,"hal.by"
"231",1981,"EYKT","B61B","Longline",4036.931352,1.83111169195368,"hal.by"
"232",1981,"NSEI","B61B","Longline",1162.941486,0.52749862863474,"hal.by"
"233",1981,"SSEI","B61B","Longline",1962.801175,0.89030698496825,"hal.by"
"234",1981,"SSEO","B61B","Longline",1392.43219,0.6315933170621,"hal.by"
"235",1981,"CSEO","M05B","Hand troll",123.6487723,0.056085846627557,"other"
"236",1981,"NSEI","M05B","Hand troll",90.27076119,0.0409459145681721,"other"
"237",1981,"SSEI","M05B","Hand troll",1001.989028,0.45449220321052,"other"
"238",1981,"CSEO","M06B","Longline",51572.90805,23.3929553623995,"other"
"239",1981,"NSEI","M06B","Longline",155.8405678,0.070687723148402,"other"
"240",1981,"SSEI","M06B","Longline",2020.585609,0.91651742638631,"other"
"241",1981,"SSEO","M06B","Longline",0.391489362,0.00017757565970958,"other"
"242",1981,"CSEO","M26B","Mechanical jigs",633.8776143,0.287520547070337,"other"
"243",1981,"SSEI","M26B","Mechanical jigs",456.3122882,0.206978690804638,"other"
"244",1981,"SSEO","M26B","Mechanical jigs",1.962597988,0.00089021482137692,"other"
"245",1981,"CSEO","M61B","Longline",68808.40991,31.2108066510769,"other"
"246",1981,"EYKT","M61B","Longline",71.12676056,0.0322623873224104,"other"
"247",1981,"NSEI","M61B","Longline",7137.67765,3.2375792052635,"other"
"248",1981,"NSEO","M61B","Longline",193.244831,0.08765392289329,"other"
"249",1981,"SSEI","M61B","Longline",63843.38772,28.9587222359148,"other"
"250",1981,"SSEO","M61B","Longline",16.75677495,0.0076007055495705,"other"
"251",1981,"SSEO","0","Longline",5003.600934,2.26958334765306,"other"
"252",1981,"CSEO","Z99B","Longline",2195.678222,0.99593768471698,"other"
"253",1981,"CSEO","Z99B","Power gurdy troll",3.036059489,0.00137712622361551,"other"
"254",1981,"CSEO","C61B","Longline",505.8264927,0.229437838823793,"other"
"255",1981,"EYKT","C61B","Longline",169.7100209,0.076978768380031,"other"
"256",1981,"NSEI","C61B","Longline",94.95157113,0.0430690831488567,"other"
"257",1981,"NSEO","C61B","Longline",201.8363716,0.091550959794044,"other"
"258",1981,"SSEI","C61B","Longline",0.068929127,3.126556271593e-05,"other"
"259",1981,"SSEO","C61B","Longline",59.92348631,0.0271806941553529,"other"
"260",1981,"CSEO","S05B","Hand troll",1014.151379,0.46000892400061,"other"
"261",1981,"NSEI","S05B","Hand troll",643.4531945,0.291863934493255,"other"
"262",1981,"SSEI","S05B","Hand troll",1244.294416,0.56439950415344,"other"
"263",1981,"SSEO","S05B","Hand troll",422.3810467,0.191587818972653,"other"
"264",1981,"CSEO","S15B","Power gurdy troll",15570.40116,7.0625782621644,"other"
"265",1981,"EYKT","S15B","Power gurdy troll",1463.832997,0.66398000910923,"other"
"266",1981,"NSEI","S15B","Power gurdy troll",776.9497079,0.352416618006361,"other"
"267",1981,"NSEO","S15B","Power gurdy troll",38.25296895,0.0173511641860305,"other"
"268",1981,"SSEI","S15B","Power gurdy troll",108.7408729,0.049323772538711,"other"
"269",1981,"SSEO","S15B","Power gurdy troll",221.7500495,0.100583604952705,"other"
"270",1981,"CSEO","S99S","troll/salmon",14467.54464,6.5623335732576,"other"
"271",1981,"EYKT","S99S","troll/salmon",1721.393487,0.78080687176833,"other"
"272",1981,"NSEI","S99S","troll/salmon",1383.023879,0.62732580127561,"other"
"273",1981,"NSEO","S99S","troll/salmon",33.75261966,0.0153098507515794,"other"
"274",1981,"SSEI","S99S","troll/salmon",718.0217945,0.325687505767255,"other"
"275",1981,"SSEO","S99S","troll/salmon",638.8513331,0.289776576180829,"other"
"276",1982,"CSEO","B06B","Longline",1495.381211,0.67828996349749,"hal.by"
"277",1982,"EYKT","B06B","Longline",127.9718872,0.058046768315048,"hal.by"
"278",1982,"NSEI","B06B","Longline",130.3950037,0.059145869728283,"hal.by"
"279",1982,"SSEI","B06B","Longline",215.4729026,0.097736353890334,"hal.by"
"280",1982,"CSEO","B26B","Mechanical jigs",24.06551339,0.0109158762185701,"hal.by"
"281",1982,"CSEO","B61B","Longline",8191.40285,3.7155384187315,"hal.by"
"282",1982,"EYKT","B61B","Longline",1700.474926,0.77131842168434,"hal.by"
"283",1982,"NSEI","B61B","Longline",464.5701062,0.210724354471258,"hal.by"
"284",1982,"NSEO","B61B","Longline",691.238464,0.31353885488576,"hal.by"
"285",1982,"SSEI","B61B","Longline",2934.569696,1.33109146840864,"hal.by"
"286",1982,"SSEO","B61B","Longline",574.9809095,0.260805590740105,"hal.by"
"287",1982,"SSEI","M05B","Hand troll",730.7323298,0.331452877473982,"other"
"288",1982,"CSEO","M06B","Longline",66038.39316,29.9543547534444,"other"
"289",1982,"NSEI","M06B","Longline",197.6076364,0.089632847794676,"other"
"290",1982,"NSEO","M06B","Longline",933.8668809,0.423592678507431,"other"
"291",1982,"SSEI","M06B","Longline",8787.768018,3.98604369528462,"other"
"292",1982,"CSEO","M26B","Mechanical jigs",260.799422,0.11829600982498,"other"
"293",1982,"NSEI","M26B","Mechanical jigs",9.206719425,0.00417607586398575,"other"
"294",1982,"SSEI","M26B","Mechanical jigs",169.2388729,0.076765060358711,"other"
"295",1982,"CSEO","M61B","Longline",103034.9586,46.735626871374,"other"
"296",1982,"EYKT","M61B","Longline",4552.112676,2.06479278870684,"other"
"297",1982,"NSEI","M61B","Longline",5159.13119,2.3401303164721,"other"
"298",1982,"NSEO","M61B","Longline",38.6489662,0.017530784578658,"other"
"299",1982,"SSEI","M61B","Longline",53749.15887,24.3800809718433,"other"
"300",1982,"SSEO","M61B","Longline",19.39417697,0.0087970047318223,"other"
"301",1982,"SSEO","M99B","Other/unspecified/missing",0.128779396,5.841304623164e-05,"other"
"302",1982,"CSEO","0","Longline",909.6034229,0.412587016593211,"other"
"303",1982,"NSEI","K09A","Pot",3271.869981,1.48408750468179,"other"
"304",1982,"CSEO","C06B","Longline",0.784364789,0.00035578002464251,"other"
"305",1982,"NSEI","C06B","Longline",0.844497844,0.00038305577705996,"other"
"306",1982,"SSEI","C06B","Longline",1.861086418,0.00084417018834062,"other"
"307",1982,"SSEO","C06B","Longline",4.877123621,0.00221221450324939,"other"
"308",1982,"CSEO","C61B","Longline",255.5919261,0.115933941759699,"other"
"309",1982,"EYKT","C61B","Longline",1452.532234,0.65885409602006,"other"
"310",1982,"NSEI","C61B","Longline",51.33487588,0.0232849863504092,"other"
"311",1982,"NSEO","C61B","Longline",60.86779371,0.0276090225489189,"other"
"312",1982,"SSEI","C61B","Longline",0.572641975,0.00025974467344025,"other"
"313",1982,"SSEO","C61B","Longline",569.114256,0.25814453537904,"other"
"314",1982,"CSEO","S03T","Drift gillnet",38.394765,0.01741548145635,"other"
"315",1982,"CSEO","S05B","Hand troll",1318.661584,0.59813170788656,"other"
"316",1982,"NSEI","S05B","Hand troll",10.67972107,0.0048442146801413,"other"
"317",1982,"SSEO","S05B","Hand troll",32.33854889,0.0146684423910151,"other"
"318",1982,"CSEO","S15B","Power gurdy troll",1359.042285,0.61644799005315,"other"
"319",1982,"EYKT","S15B","Power gurdy troll",109.3242365,0.049588380434035,"other"
"320",1982,"NSEI","S15B","Power gurdy troll",139.5038565,0.063277554269835,"other"
"321",1982,"NSEO","S15B","Power gurdy troll",143.261119,0.06498181096721,"other"
"322",1982,"SSEI","S15B","Power gurdy troll",58.93589296,0.0267327316877264,"other"
"323",1982,"SSEO","S15B","Power gurdy troll",258.7083911,0.117347539119049,"other"
"324",1982,"CSEO","S99S","troll/salmon",2780.972548,1.26142133804732,"other"
"325",1982,"EYKT","S99S","troll/salmon",109.3242365,0.049588380434035,"other"
"326",1982,"NSEI","S99S","troll/salmon",136.1664436,0.061763737152524,"other"
"327",1982,"NSEO","S99S","troll/salmon",129.7600711,0.058857870650249,"other"
"328",1982,"SSEI","S99S","troll/salmon",104.5904579,0.047441185798861,"other"
"329",1982,"SSEO","S99S","troll/salmon",273.2277396,0.123933370405164,"other"
"330",1982,"CSEO","M07B","Non-pelagic/bottom trawl",102.78,0.0466199802,"other"
"331",1983,"CSEO","B05B","Hand troll",43.15195504,0.0195732952865936,"hal.by"
"332",1983,"NSEI","B05B","Hand troll",7.581104866,0.00343871335616894,"hal.by"
"333",1983,"CSEO","B06B","Longline",1539.363011,0.69823966815949,"hal.by"
"334",1983,"NSEI","B06B","Longline",176.1848771,0.079915698403789,"hal.by"
"335",1983,"SSEI","B06B","Longline",869.739961,0.39450534890999,"hal.by"
"336",1983,"CSEO","B26B","Mechanical jigs",881.2956971,0.399746915247589,"hal.by"
"337",1983,"EYKT","B26B","Mechanical jigs",129.9108552,0.058926264810168,"hal.by"
"338",1983,"NSEI","B26B","Mechanical jigs",10.61354681,0.0048141986975479,"hal.by"
"339",1983,"SSEI","B26B","Mechanical jigs",81.33745329,0.0368938554378111,"hal.by"
"340",1983,"CSEO","B61B","Longline",10918.27447,4.9524201168473,"hal.by"
"341",1983,"EYKT","B61B","Longline",1165.319761,0.52857739039199,"hal.by"
"342",1983,"NSEI","B61B","Longline",219.5487969,0.099585138785871,"hal.by"
