"Year","Mgt.Area","fishery.code","HA.lbs","HA.mt"
1992,"SSEO","B61B",1061105,481.30661695
1993,"CSEO","",111997,50.80071923
1993,"CSEO","B05B",4363,1.97901317
1993,"CSEO","B06B",171732,77.89591788
1993,"CSEO","B26B",5052,2.29153668
1993,"CSEO","B61B",1909314,866.04573726
1993,"CSEO","S15B",10957,4.96998563
1993,"EYKT","",408598,185.33596682
1993,"EYKT","B06B",29078,13.18949002
1993,"EYKT","B26B",3623,1.64335657
1993,"EYKT","B61B",988159,448.21904081
1993,"EYKT","C61B",27575,12.50774425
1993,"NSEI","",83464,37.85843576
1993,"NSEI","B05B",13597,6.16746323
1993,"NSEI","B06B",558963,253.54002717
1993,"NSEI","B26B",8362,3.79291958
1993,"NSEI","B61B",2451441,1111.94912319
1993,"NSEI","M61B",2792,1.26642328
1993,"NSEI","S05B",475,0.21545525
1993,"NSEI","S15B",741,0.33611019
1993,"NSEO","",115376,52.33339984
1993,"NSEO","B05B",1842,0.83551278
1993,"NSEO","B06B",27063,12.27550617
1993,"NSEO","B26B",1060,0.4808054
1993,"NSEO","B61B",1000722,453.91749198
1993,"NSEO","C61B",16658,7.55590222
1993,"SSEI","",28720,13.0271048
1993,"SSEI","B05B",2651,1.20246709
1993,"SSEI","B06B",176298,79.96700982
1993,"SSEI","B61B",581523,263.77301757
1993,"SSEI","S05B",107,0.04853413
1993,"SSEO","",363941,165.07999819
1993,"SSEO","B05B",5100,2.313309
1993,"SSEO","B06B",93606,42.45874554
1993,"SSEO","B26B",156,0.07076004
1993,"SSEO","B61B",1883351,854.26918009
1993,"SSEO","M61B",11602,5.26255118
1993,"SSEO","S15B",24,0.01088616
1994,"CSEO","",151302,68.62907418
1994,"CSEO","B05B",937,0.42501383
1994,"CSEO","B06B",129487,58.73400833
1994,"CSEO","B26B",24,0.01088616
1994,"CSEO","B61B",2305463,1045.73496217
1994,"CSEO","S03A",5957,2.70203563
1994,"EYKT","",342199,155.21804441
1994,"EYKT","B06B",45875,20.80844125
1994,"EYKT","B61B",1189526,539.55709834
1994,"EYKT","C61B",714,0.32386326
1994,"EYKT","S15B",61,0.02766899
1994,"NSEI","",66836,30.31614124
1994,"NSEI","B05B",15607,7.07917913
1994,"NSEI","B06B",382437,173.46959883
1994,"NSEI","B26B",2566,1.16391194
1994,"NSEI","B61B",2287654,1037.65697786
1994,"NSEI","M06B",767,0.34790353
1994,"NSEI","S03A",2004,0.90899436
1994,"NSEO","",163795,74.29577405
1994,"NSEO","B05B",2094,0.94981746
1994,"NSEO","B06B",33937,15.39348383
1994,"NSEO","B61B",1210302,548.98088418
1994,"SSEI","",46019,20.87375821
1994,"SSEI","B05B",4063,1.84293617
1994,"SSEI","B06B",145743,66.10756737
1994,"SSEI","B61B",653839,296.57483201
1994,"SSEI","C61B",268,0.12156212
1994,"SSEI","S03A",452,0.20502268
1994,"SSEO","",481441,218.37682319
1994,"SSEO","B05B",5769,2.61676071
1994,"SSEO","B06B",113229,51.35954211
1994,"SSEO","B26B",952,0.43181768
1994,"SSEO","B61B",1327823,602.28723457
1995,"CSEO","",151826,68.86675534
1995,"CSEO","B05B",1114,0.50529926
1995,"CSEO","B06B",83292,37.78041828
1995,"CSEO","B26B",1294,0.58694546
1995,"CSEO","B61B",1508482,684.23235038
1995,"CSEO","C61B",3565,1.61704835
1995,"CSEO","M26B",1690,0.7665671
1995,"CSEO","M61B",905,0.41049895
1995,"CSEO","S15B",758,0.34382122
1995,"EYKT","",251032,113.86560488
1995,"EYKT","B05B",1697,0.76974223
1995,"EYKT","B06B",35393,16.05391087
1995,"EYKT","B61B",632607,286.94420913
1995,"EYKT","M26B",57,0.02585463
1995,"EYKT","S15B",1559,0.70714681
1995,"NSEI","",112280,50.9290852
1995,"NSEI","B05B",7563,3.43050117
1995,"NSEI","B06B",220626,100.07374734
1995,"NSEI","B26B",2610,1.1838699
1995,"NSEI","B61B",1762457,799.43287063
1995,"NSEI","C61A",952,0.43181768
1995,"NSEI","M06B",92,0.04173028
1995,"NSEI","M26B",80,0.0362872
1995,"NSEI","M61B",3404,1.54402036
1995,"NSEI","S05B",2308,1.04688572
1995,"NSEI","S15B",2254,1.02239186
1995,"NSEO","",184824,83.83431816
1995,"NSEO","B06B",45484,20.63108756
1995,"NSEO","B26B",860,0.3900874
1995,"NSEO","B61B",1277788,579.59185892
1995,"NSEO","C61B",28,0.01270052
1995,"NSEO","M26B",633,0.28712247
1995,"NSEO","S05B",442,0.20048678
1995,"NSEO","S15B",458,0.20774422
1995,"SSEI","",52392,23.76448728
1995,"SSEI","B05B",1382,0.62686138
1995,"SSEI","B06B",75616,34.29866144
1995,"SSEI","B26B",291,0.13199469
1995,"SSEI","B61B",707387,320.86366933
1995,"SSEI","S15B",327,0.14832393
1995,"SSEO","",68506,31.07363654
1995,"SSEO","B05B",801,0.36332559
1995,"SSEO","B06B",25122,11.39508798
1995,"SSEO","B26B",809,0.36695431
1995,"SSEO","B61B",508883,230.82423997
1995,"SSEO","C61B",535,0.24267065
1995,"SSEO","S15B",835,0.37874765
1996,"CSEO","",154059,69.87962181
1996,"CSEO","B05B",1425,0.64636575
1996,"CSEO","B06B",817020,370.5921018
1996,"CSEO","B26B",1406,0.63774754
1996,"CSEO","B61B",1328621,602.64919939
1996,"CSEO","C06B",46,0.02086514
1996,"CSEO","C61B",760,0.3447284
1996,"CSEO","S05B",1177,0.53387543
1996,"CSEO","S15B",594,0.26943246
1996,"EYKT","",410785,186.32796815
1996,"EYKT","B05B",1207,0.54748313
1996,"EYKT","B06B",296847,134.64683073
1996,"EYKT","B26B",339,0.15376701
1996,"EYKT","B61B",681036,308.91111924
1996,"EYKT","M07B",30,0.0136077
1996,"EYKT","M26B",981,0.44497179
1996,"EYKT","S05B",676,0.30662684
1996,"EYKT","S15B",495,0.22452705
1996,"NSEI","",85156,38.62591004
1996,"NSEI","B05B",12826,5.81774534
1996,"NSEI","B06B",1186176,538.03757184
1996,"NSEI","B26B",204,0.09253236
1996,"NSEI","B61B",2027976,919.86963384
1996,"NSEI","C61A",2353,1.06729727
1996,"NSEI","M06B",345,0.15648855
1996,"NSEI","S05B",872,0.39553048
1996,"NSEI","S15B",2847,1.29137073
1996,"NSEO","",227441,103.16496319
1996,"NSEO","B06B",941516,427.06224244
1996,"NSEO","B26B",4348,1.97220932
1996,"NSEO","B61B",1372531,622.56633629
1996,"NSEO","S15B",78,0.03538002
1996,"SSEI","",134922,61.19926998
1996,"SSEI","B05B",596,0.27033964
1996,"SSEI","B06B",363250,164.7665675
1996,"SSEI","B61B",600799,272.51641841
1996,"SSEI","M06B",321,0.14560239
1996,"SSEI","S03A",238,0.10795442
1996,"SSEI","S15B",8241,3.73803519
1996,"SSEO","",139077,63.08393643
1996,"SSEO","B05B",1582,0.71757938
1996,"SSEO","B06B",337540,153.1047686
1996,"SSEO","B26B",2708,1.22832172
1996,"SSEO","B61B",548241,248.67663519
1996,"SSEO","M07B",23,0.01043257
1996,"SSEO","S15B",2308,1.04688572
1997,"CSEO","",76464,34.68330576
1997,"CSEO","B05B",783,0.35516097
1997,"CSEO","B06B",832869,377.78104971
1997,"CSEO","B25B",4051,1.83749309
1997,"CSEO","B26B",760,0.3447284
1997,"CSEO","B61B",914921,414.99901639
1997,"CSEO","C06B",22644,10.27109196
1997,"CSEO","S15B",1541,0.69898219
1997,"EYKT","",102417,46.45532703
1997,"EYKT","B06B",1265228,573.89476852
1997,"EYKT","B61B",1041823,472.56049457
1997,"NSEI","",19584,8.88310656
1997,"NSEI","B05B",11928,5.41042152
1997,"NSEI","B06B",2166367,982.64240753
1997,"NSEI","B26B",2432,1.10313088
1997,"NSEI","B61B",2431174,1102.75621466
1997,"NSEI","S05B",348,0.15784932
1997,"NSEI","S15B",890,0.4036951
1997,"NSEO","",30436,13.80546524
1997,"NSEO","B06B",601456,272.81442704
1997,"NSEO","B25B",1729,0.78425711
1997,"NSEO","B26B",1085,0.49214515
1997,"NSEO","B61B",699218,317.15829262
1997,"NSEO","M07B",2926,1.32720434
1997,"NSEO","S15B",362,0.16419958
1997,"SSEI","",81409,36.92630831
1997,"SSEI","B05B",3145,1.42654055
1997,"SSEI","B06B",642842,291.58670278
1997,"SSEI","B26B",333,0.15104547
1997,"SSEI","B61B",868199,393.80638441
1997,"SSEI","S15B",45,0.02041155
1997,"SSEO","",80231,36.39197929
1997,"SSEO","B05B",401,0.18188959
1997,"SSEO","B06B",277798,126.00639482
1997,"SSEO","B25B",60,0.0272154
1997,"SSEO","B26B",1489,0.67539551
1997,"SSEO","B61B",468288,212.41075392
1997,"SSEO","S15B",215,0.09752185
1998,"CSEO","",35624,16.15869016
1998,"CSEO","B06B",1053380,477.8026342
1998,"CSEO","B25B",1857,0.84231663
1998,"CSEO","B61B",634576,287.83732784
1998,"CSEO","S15B",433,0.19640447
1998,"EYKT","",79247,35.94564673
1998,"EYKT","B06B",1380524,626.19188116
1998,"EYKT","B25B",599,0.27170041
1998,"EYKT","B61B",827341,375.27360419
1998,"NSEI","",48970,22.2123023
1998,"NSEI","B05B",8384,3.80289856
1998,"NSEI","B06B",2720264,1233.88454776
1998,"NSEI","B26B",2248,1.01967032
1998,"NSEI","B61B",2156184,978.02350056
1998,"NSEI","S05B",27,0.01224693
1998,"NSEI","S15B",406,0.18415754
1998,"NSEO","",137413,62.32916267
1998,"NSEO","B06B",584400,265.077996
1998,"NSEO","B25B",4575,2.07517425
1998,"NSEO","B26B",156,0.07076004
1998,"NSEO","B61B",344093,156.07714387
1998,"SSEI","",11713,5.31289967
1998,"SSEI","B05B",314,0.14242726
1998,"SSEI","B06B",666205,302.18392595
1998,"SSEI","B26B",3664,1.66195376
1998,"SSEI","B61B",629560,285.5621204
1998,"SSEI","S15B",27,0.01224693
1998,"SSEO","",31363,14.22594317
1998,"SSEO","B06B",564293,255.95766187
1998,"SSEO","B61B",374782,169.99736738
1999,"CSEO","",26171,11.87090389
1999,"CSEO","B05B",30,0.0136077
1999,"CSEO","B06B",999732,453.46843788
1999,"CSEO","B25B",2728,1.23739352
1999,"CSEO","B61B",415222,188.34054698
1999,"CSEO","S15B",433,0.19640447
1999,"EYKT","",124963,56.68196717
1999,"EYKT","B06B",1328723,602.69546557
1999,"EYKT","B25B",1571,0.71258989
1999,"EYKT","B61B",718030,325.6912277
1999,"NSEI","",30403,13.79049677
1999,"NSEI","B05B",1593,0.72256887
1999,"NSEI","B06B",2847890,1291.7744251
1999,"NSEI","B26B",174,0.07892466
1999,"NSEI","B61B",1934987,877.69075333
1999,"NSEI","S05B",464,0.21046576
1999,"NSEI","S15B",21,0.00952539
1999,"NSEO","",26196,11.88224364
1999,"NSEO","B06B",724643,328.69081837
1999,"NSEO","B25B",3784,1.71638456
1999,"NSEO","B26B",678,0.30753402
1999,"NSEO","B61B",377044,171.02338796
1999,"NSEO","S15B",40,0.0181436
1999,"SSEI","",35553,16.12648527
1999,"SSEI","B05B",1146,0.51981414
1999,"SSEI","B06B",929030,421.3987177
1999,"SSEI","B26B",16,0.00725744
1999,"SSEI","B61B",611024,277.15437616
1999,"SSEO","",15806,7.16944354
1999,"SSEO","B06B",473501,214.77531859
1999,"SSEO","B26B",201,0.09117159
1999,"SSEO","B61B",633940,287.5488446
2000,"CSEO","",24649,11.18053991
2000,"CSEO","B05B",799,0.36241841
2000,"CSEO","B06B",948587,430.26957733
2000,"CSEO","B25B",2609,1.18341631
2000,"CSEO","B26B",386,0.17508574
2000,"CSEO","B61B",457636,207.57911324
2000,"CSEO","S15B",237,0.10750083
2000,"EYKT","",72898,33.06580382
2000,"EYKT","B06B",1168566,530.04985194
2000,"EYKT","B25B",299,0.13562341
2000,"EYKT","B61B",536281,243.25169879
2000,"NSEI","",45821,20.78394739
2000,"NSEI","B05B",2093,0.94936387
2000,"NSEI","B06B",2176679,987.31982761
2000,"NSEI","B25B",207,0.09389313
2000,"NSEI","B26B",267,0.12110853
2000,"NSEI","B61B",1317482,597.59666038
2000,"NSEO","",735,0.33338865
2000,"NSEO","B05B",673,0.30526607
2000,"NSEO","B06B",627218,284.49981262
2000,"NSEO","B25B",5855,2.65576945
2000,"NSEO","B26B",234,0.10614006
2000,"NSEO","B61B",223468,101.36285012
2000,"SSEI","",64936,29.45432024
2000,"SSEI","B05B",2468,1.11946012
2000,"SSEI","B06B",796949,361.48809691
2000,"SSEI","B26B",4473,2.02890807
2000,"SSEI","B61B",482841,219.01184919
2000,"SSEO","",1369,0.62096471
2000,"SSEO","B05B",230,0.1043257
2000,"SSEO","B06B",617163,279.93896517
2000,"SSEO","B26B",91,0.04127669
2000,"SSEO","B61B",480474,217.93820166
2001,"CSEO","",23352,10.59223368
2001,"CSEO","B05B",1763,0.79967917
2001,"CSEO","B06B",1440435,653.36691165
2001,"CSEO","B25B",1810,0.8209979
2001,"CSEO","B26B",243,0.11022237
2001,"CSEO","B61B",369594,167.64414246
2001,"CSEO","S15B",153,0.06939927
2001,"EYKT","",3007,1.36394513
2001,"EYKT","B06B",1478241,670.51533519
2001,"EYKT","B61B",396870,180.0162633
2001,"NSEI","",30675,13.91387325
2001,"NSEI","B05B",1379,0.62550061
2001,"NSEI","B06B",2361296,1071.06025264
2001,"NSEI","B26B",248,0.11249032
2001,"NSEI","B61B",813658,369.06713222
2001,"NSEI","S15B",2746,1.24555814
2001,"NSEO","",5928,2.68888152
2001,"NSEO","B05B",17,0.00771103
2001,"NSEO","B06B",796049,361.07986591
2001,"NSEO","B25B",5971,2.70838589
2001,"NSEO","B26B",468,0.21228012
2001,"NSEO","B61B",190680,86.4905412
2001,"SSEI","",65411,29.66977549
2001,"SSEI","B05B",2090,0.9480031
2001,"SSEI","B06B",756432,343.10999088
2001,"SSEI","B26B",37,0.01678283
2001,"SSEI","B61B",307757,139.59549763
2001,"SSEO","",55157,25.01866363
2001,"SSEO","B06B",858313,389.32219367
2001,"SSEO","B26B",146,0.06622414
2001,"SSEO","B61B",215832,97.89923688
2002,"CSEO","",20641,9.36255119
2002,"CSEO","B05B",1608,0.72937272
2002,"CSEO","B06B",1684492,764.06872628
2002,"CSEO","B26B",270,0.1224693
2002,"CSEO","B61B",172512,78.24971808
2002,"CSEO","S15B",348,0.15784932
2002,"EYKT","",48833,22.15016047
2002,"EYKT","B06B",1863487,845.25906833
2002,"EYKT","B25B",1141,0.51754619
2002,"EYKT","B26B",1182,0.53614338
2002,"EYKT","B61B",199306,90.40320854
2002,"NSEI","",28290,12.8320611
2002,"NSEI","B05B",1735,0.78697865
2002,"NSEI","B06B",2942477,1334.67814243
2002,"NSEI","B26B",400,0.181436
2002,"NSEI","B61B",339168,153.84321312
2002,"NSEI","S15B",95,0.04309105
2002,"NSEO","",14734,6.68319506
2002,"NSEO","B06B",1092806,495.68587354
2002,"NSEO","B25B",2340,1.0614006
2002,"NSEO","B26B",128,0.05805952
2002,"NSEO","B61B",67791,30.74931969
2002,"NSEO","S15B",24,0.01088616
2002,"SSEI","",52973,24.02802307
2002,"SSEI","B05B",2103,0.95389977
2002,"SSEI","B06B",873826,396.35873534
2002,"SSEI","B26B",89,0.04036951
2002,"SSEI","B61B",168476,76.41902884
2002,"SSEO","",28344,12.85655496
2002,"SSEO","B06B",1015403,460.57664677
2002,"SSEO","B26B",127,0.05760593
2002,"SSEO","B61B",207274,94.01741366
2003,"CSEO","",7692,3.48901428
2003,"CSEO","B05B",2856,1.29545304
2003,"CSEO","B06B",1510384,685.09507856
2003,"CSEO","B25B",75,0.03401925
2003,"CSEO","B26B",181,0.08209979
2003,"CSEO","B61B",164826,74.76342534
2003,"CSEO","S15B",485,0.21999115
2003,"EYKT","",46213,20.96175467
2003,"EYKT","B06B",2096446,950.92694114
2003,"EYKT","B26B",1391,0.63094369
2003,"EYKT","B61B",166757,75.63930763
2003,"EYKT","S15B",684,0.31025556
2003,"NSEI","",13707,6.21735813
2003,"NSEI","B05B",1564,0.70941476
2003,"NSEI","B06B",3623223,1643.45772057
2003,"NSEI","B26B",107,0.04853413
2003,"NSEI","B61B",250410,113.5834719
2003,"NSEI","S15B",294,0.13335546
2003,"NSEO","",3114,1.41247926
2003,"NSEO","B06B",898029,407.33697411
2003,"NSEO","B25B",1307,0.59284213
2003,"NSEO","B26B",363,0.16465317
2003,"NSEO","B61B",29924,13.57322716
2003,"NSEO","S15B",480,0.2177232
2003,"SSEI","",73751,33.45271609
2003,"SSEI","B05B",2232,1.01241288
2003,"SSEI","B06B",800794,363.23215046
2003,"SSEI","B61B",85396,38.73477164
2003,"SSEI","S15B",1702,0.77201018
2003,"SSEO","",19038,8.63544642
2003,"SSEO","B06B",959128,435.05086952
2003,"SSEO","B61B",74354,33.72623086
2003,"SSEO","S15B",548,0.24856732
2004,"CSEO","",2625,1.19067375
2004,"CSEO","B05B",4744,2.15183096
2004,"CSEO","B06B",1800485,816.68199115
2004,"CSEO","B61B",123216,55.88954544
2004,"CSEO","B61Z",23154,10.50242286
2004,"CSEO","S15B",347,0.15739573
2004,"EYKT","",3083,1.39841797
2004,"EYKT","B06B",2322031,1053.25004129
2004,"EYKT","B61B",264899,120.15553741
2004,"EYKT","S15B",126,0.05715234
2004,"NSEI","",45495,20.63607705
2004,"NSEI","B05B",2364,1.07228676
2004,"NSEI","B06B",4700147,2131.93967773
2004,"NSEI","B26B",171,0.07756389
2004,"NSEI","B61B",204763,92.87844917
2004,"NSEI","S15B",42,0.01905078
2004,"NSEO","",5738,2.60269942
2004,"NSEO","B06B",940710,426.6966489
2004,"NSEO","B26B",21,0.00952539
2004,"NSEO","B61B",12875,5.83997125
2004,"NSEO","B61Z",1432,0.64954088
2004,"NSEO","S15B",128,0.05805952
2004,"SSEI","",93868,42.57758612
2004,"SSEI","B05B",2685,1.21788915
2004,"SSEI","B06B",849284,385.22672956
2004,"SSEI","B06Z",7986,3.62236974
2004,"SSEI","B61B",102931,46.68847229
2004,"SSEI","S15B",261,0.11838699
2004,"SSEO","",25659,11.63866581
2004,"SSEO","B06B",1346291,610.66413469
2004,"SSEO","B61B",112887,51.20441433
2004,"SSEO","S15B",47,0.02131873
2005,"CSEO","",49699,22.54296941
2005,"CSEO","B05B",4341,1.96903419
2005,"CSEO","B06B",1708227,774.83468493
2005,"CSEO","B25B",162,0.07348158
2005,"CSEO","B61B",148571,67.39031989
2005,"CSEO","B61Z",16660,7.5568094
2005,"CSEO","S15B",337,0.15285983
2005,"EYKT","",256388,116.29503292
2005,"EYKT","B06B",2138194,969.86341646
2005,"EYKT","B61B",215680,97.8302912
2005,"EYKT","S15B",75,0.03401925
2005,"NSEI","",47053,21.34277027
2005,"NSEI","B05B",2500,1.133975
2005,"NSEI","B06B",5001520,2268.6394568
2005,"NSEI","B26B",25,0.01133975
2005,"NSEI","B61B",256189,116.20476851
2005,"NSEI","S15B",984,0.44633256
2005,"NSEO","",47898,21.72605382
2005,"NSEO","B06B",1068718,484.75979762
2005,"NSEO","B61B",58267,26.42932853
2005,"NSEO","S15B",153,0.06939927
2005,"SSEI","",49868,22.61962612
2005,"SSEI","B05B",1055,0.47853745
2005,"SSEI","B06B",843448,382.57957832
2005,"SSEI","B61B",104869,47.56752971
2005,"SSEI","S15B",45,0.02041155
2005,"SSEO","",51591,23.40116169
2005,"SSEO","B06B",1342166,608.79307594
2005,"SSEO","B61B",75993,34.46966487
2005,"SSEO","S15B",354,0.16057086
2006,"CSEO","",48608,22.04810272
2006,"CSEO","B05B",3887,1.76310433
2006,"CSEO","B06B",1758966,797.84938794
2006,"CSEO","B25B",270,0.1224693
2006,"CSEO","B61B",211836,96.08669124
2006,"CSEO","C06B",1308,0.59329572
2006,"CSEO","C61B",0,0
2006,"CSEO","S05B",32,0.01451488
2006,"CSEO","S15B",3962,1.79712358
2006,"EYKT","",225190,102.1439321
2006,"EYKT","B06B",1793907,813.69827613
2006,"EYKT","B61B",135777,61.58708943
2006,"EYKT","C61B",0,0
2006,"EYKT","S15B",8426,3.82194934
2006,"NSEI","",29297,13.28882623
2006,"NSEI","B05B",1682,0.76293838
2006,"NSEI","B06B",4560441,2068.57043319
2006,"NSEI","B61B",116029,52.62959411
2006,"NSEI","C06B",1308,0.59329572
2006,"NSEI","C61A",0,0
2006,"NSEI","S05B",2457,1.11447063
2006,"NSEI","S15B",4272,1.93773648
2006,"NSEO","",24444,11.08755396
2006,"NSEO","B06B",984875,446.72945125
2006,"NSEO","B61B",36489,16.55104551
2006,"NSEO","C61B",395,0.17916805
2006,"NSEO","S05B",763,0.34608917
2006,"NSEO","S15B",3563,1.61614117
2006,"SSEI","9998",34871,15.81713689
2006,"SSEI","B05B",2768,1.25553712
2006,"SSEI","B06B",1301031,590.13465129
2006,"SSEI","B61B",79622,36.11574298
2006,"SSEI","S05B",494,0.22407346
2006,"SSEI","S15B",3797,1.72228123
2006,"SSEO","",20422,9.26321498
2006,"SSEO","B06B",1322937,600.07099383
2006,"SSEO","B61B",108121,49.04260439
2006,"SSEO","C61B",350,0.1587565
2006,"SSEO","S15B",1396,0.63321164
2007,"CSEO","B05B",769.6266,0.349094929494
2007,"CSEO","B06B",1792394.731,813.01232603429
2007,"CSEO","B25B",358.0267,0.162397330853
2007,"CSEO","B61B",213365.5688,96.780488351992
2007,"CSEO","I25B",210.6667,0.095556308453
2007,"CSEO","S05B",99.3067,0.045044526053
2007,"CSEO","S15B",7273.6273,3.299244607007
2007,"EYKT","B06B",2781137.399,1261.49611281241
2007,"EYKT","B61B",208175.3467,94.426255509653
2007,"EYKT","S15B",19780.1337,8.972070844983
2007,"NSEI","B05B",1517.04,0.6881141736
2007,"NSEI","B06B",4867658.81,2207.9213596279
2007,"NSEI","B61B",99119.8432,44.959769677088
2007,"NSEI","S05B",487.4667,0.221110020453
2007,"NSEI","S15B",3208.4832,1.455335894688
2007,"NSEO","B06B",981149.7969,445.039736375871
2007,"NSEO","B61B",40220.9842,18.243836223278
2007,"NSEO","S05B",179.0133,0.081198642747
2007,"NSEO","S15B",2965.48,1.3451120732
2007,"SSEI","9999",52445.3336,23.788678867624
2007,"SSEI","B05B",3645.4667,1.653547240453
2007,"SSEI","B06B",1385129.06,628.2806903254
2007,"SSEI","B61B",18588.2881,8.431461599279
2007,"SSEI","S05B",462.6666,0.209860943094
2007,"SSEI","S15B",4200.6438,1.905370021242
2007,"SSEO","B05B",338.5333,0.153555319547
2007,"SSEO","B06B",1697249.327,769.85532223393
2007,"SSEO","B61B",82985.4176,37.641355569184
2007,"SSEO","S15B",3304.954,1.49909408486
2008,"CSEO","B05B",467.7866,0.212183323894
2008,"CSEO","B06B",1345145.089,610.14436091951
2008,"CSEO","B61B",153367.7123,69.566060622157
2008,"CSEO","I25B",377.6268,0.171287740212
2008,"CSEO","S05B",13.0666,0.005926879094
2008,"CSEO","S15B",7038.6423,3.192657760857
2008,"EYKT","B06B",2676501.646,1214.03438160914
2008,"EYKT","B61B",211574.6806,95.968159373354
2008,"EYKT","S15B",6205.752,2.81486704968
2008,"NSEI","B05B",1237.4133,0.561278298747
2008,"NSEI","B06B",3737833.926,1695.44409049434
2008,"NSEI","B61B",60264.5282,27.335387346238
2008,"NSEI","S05B",103.6799,0.047028165841
2008,"NSEI","S15B",958.0375,0.434556229625
2008,"NSEO","B06B",767894.058,348.30906576822
2008,"NSEO","B61B",31459.9626,14.269924435734
2008,"NSEO","S15B",1600.2744,0.725868465096
2008,"SSEI","9999",54680,24.8023012
2008,"SSEI","B06B",1158542.717,525.50339100403
2008,"SSEI","B61B",12272.0853,5.566495171227
2008,"SSEI","S05B",137.3013,0.062278496667
2008,"SSEI","S15B",3713.2321,1.684284948239
2008,"SSEO","B06B",957304.2101,434.223616659259
2008,"SSEO","B61B",55600.976,25.22004670384
2008,"SSEO","S15B",572.4028,0.259636186052
2009,"CSEO","B06B",1042261.2,472.759257708
2009,"CSEO","B25B",35.28,0.0160026552
2009,"CSEO","B61B",68789.7764,31.202354677276
2009,"CSEO","I25B",523.9734,0.237669094506
2009,"CSEO","S15B",4339.4406,1.968326861754
2009,"EYKT","B06B",2390112.697,1084.13121823223
2009,"EYKT","B61B",114555.9895,51.961451277305
2009,"EYKT","S15B",4301.5466,1.951138522294
2009,"NSEI","B05B",840.832,0.38139298688
2009,"NSEI","B06B",2973566.578,1348.78006411502
2009,"NSEI","B61B",50622.0215,22.961642732185
2009,"NSEI","S15B",1176.3065,0.533560865335
2009,"NSEO","B06B",624247.6676,283.152499546684
2009,"NSEO","B61B",22551.6947,10.229223198973
2009,"NSEO","I25B",33.9734,0.015409994506
2009,"NSEO","S15B",1233.088,0.55931638592
2009,"SSEI","9999",39195.9998,17.778913549282
2009,"SSEI","B06B",962502.9573,436.581716401707
2009,"SSEI","B26B",388,0.17599292
2009,"SSEI","B61B",12871.6001,5.838429089359
2009,"SSEI","S05B",150.5014,0.068265930026
2009,"SSEI","S15B",3129.8026,1.419647161334
2009,"SSEO","B06B",732186.37,332.1124155683
2009,"SSEO","B61B",84349.7039,38.260182192001
2009,"SSEO","S15B",520.4241,0.236059167519
2010,"CSEO","B05B",212.9866,0.096608591894
2010,"CSEO","B06B",948617.1011,430.283230887949
2010,"CSEO","B61B",53638.5975,24.329931440025
2010,"CSEO","S15B",3637.2579,1.649823810861
2010,"EYKT","B06B",2289246.833,1038.37947098047
2010,"EYKT","B61B",255550.365,115.91509006035
2010,"EYKT","S15B",2972.5358,1.348312513522
2010,"NSEI","B05B",783.8933,0.355566161947
2010,"NSEI","B06B",2784509.959,1263.02587230281
2010,"NSEI","B61B",72256.7734,32.774949846506
2010,"NSEI","S05B",256.1066,0.116167392694
2010,"NSEI","S15B",4133.2663,1.874808261017
2010,"NSEO","B06B",553026.2086,250.847157958874
2010,"NSEO","B61B",30828.3695,13.983440121505
2010,"NSEO","S15B",1548.4,0.702338756
2010,"SSEI","9999",59885.3331,27.163388240829
2010,"SSEI","B05B",313.992,0.14242363128
2010,"SSEI","B06B",888469.9551,403.001086933809
2010,"SSEI","B26B",97.3333,0.044149411547
2010,"SSEI","B61B",13636.5334,6.185395184906
2010,"SSEI","S05B",390.0053,0.176902504027
2010,"SSEI","S15B",3463.4452,1.570984108268
2010,"SSEO","B06B",631440.4712,286.415083331608
2010,"SSEO","B61B",39881.7842,18.089978495278
2010,"SSEO","S15B",661.8561,0.300211308399
2011,"CSEO","B05B",83.6266,0.037932189494
2011,"CSEO","B06B",481437.8041,218.375373561719
2011,"CSEO","B61B",39167.456,17.76596636704
2011,"CSEO","I25B",87.5466,0.039710262294
2011,"CSEO","S15B",3909.9743,1.773525242737
2011,"EYKT","B06B",1719140.901,779.78512128459
2011,"EYKT","B61B",269694.7552,122.330844011168
2011,"EYKT","S15B",6138.1068,2.784183863412
2011,"NSEI","B05B",991.8668,0.449900861812
2011,"NSEI","B06B",1462684.894,663.45924106946
2011,"NSEI","B61B",32414.0879,14.702706130561
2011,"NSEI","M06G",1708.728,0.77506193352
2011,"NSEI","S05B",51.0906,0.023174185254
2011,"NSEI","S15B",4789.3332,2.172393646188
2011,"NSEO","B06B",308399.2263,139.886805057417
2011,"NSEO","B61B",13373.0054,6.065861519386
2011,"NSEO","I25B",86.24,0.0391176016
2011,"NSEO","S05B",79.7068,0.036154207412
2011,"NSEO","S15B",316.2134,0.143431236106
2011,"SSEI","9999",82596.0002,37.464719730718
2011,"SSEI","B05B",34.4,0.015603496
2011,"SSEI","B06B",533602.3993,242.036712298487
2011,"SSEI","B61B",7289.3333,3.306368691547
2011,"SSEI","S05B",83.976,0.03809067384
2011,"SSEI","S15B",3281.7442,1.488566351678
2011,"SSEO","B06B",277191.4335,125.731262321265
2011,"SSEO","B61B",7484.6612,3.394967473708
2011,"SSEO","S15B",2142.4106,0.971776024054
2012,"CSEO","B05B",104.5334,0.047415304906
2012,"CSEO","B06B",528348.7137,239.653693047183
