"","Year","Mgt.Area","tot.rem.mt","tot.hal.by"
"1",1980,"CSEO",69.4027790968589,7.41752609320711
"2",1980,"EYKT",5.77493474246614,4.25646984493557
"3",1980,"NSEI",11.9256242997308,1.05444706366617
"4",1980,"NSEO",5.44293313262473,0.768834227165061
"5",1980,"SSEI",24.7329413492893,2.01654046700712
"6",1980,"SSEO",6.71100559492943,0.378505771000627
"7",1981,"CSEO",84.4150550889296,7.36332312258373
"8",1981,"EYKT",4.09620174867734,1.83111169195368
"9",1981,"NSEI",15.1529949096261,0.608102069721919
"10",1981,"NSEO",2.32249216776925,0.075930680329018
"11",1981,"SSEI",50.4608633524868,1.5391857581484
"12",1981,"SSEO",9.48831032190414,0.710060103902448
"13",1982,"CSEO",91.2361033190965,4.40474425844756
"14",1982,"EYKT",4.37322983573802,0.829365189999388
"15",1982,"NSEI",14.3072764072421,0.269870224199541
"16",1982,"NSEO",2.96484688195352,0.31353885488576
"17",1982,"SSEI",47.902234119608,1.42882782229897
"18",1982,"SSEO",6.72446374037212,0.260805590740105
"19",1983,"CSEO",130.905309353726,6.06997999554097
"20",1983,"EYKT",6.81893951094136,0.587503655202158
"21",1983,"NSEI",17.5440178617579,0.187753749243377
"22",1983,"NSEO",4.05492590765926,0.190259765557532
"23",1983,"SSEI",85.769007589723,1.22850066002577
"24",1983,"SSEO",6.31135877140949,0.13217151389688
"25",1984,"CSEO",334.430686501658,7.35418524390097
"26",1984,"EYKT",2.26149237793759,0.201111530644294
"27",1984,"NSEI",19.6581620512851,0.161344430665677
"28",1984,"NSEO",14.2244312251327,1.08045680338059
"29",1984,"SSEI",110.913782447164,4.11826287794343
"30",1984,"SSEO",14.1892644521731,0.156290403322561
"31",1985,"CSEO",308.963741329606,11.7440461437176
"32",1985,"EYKT",70.7293240311642,2.01108137387399
"33",1985,"NSEI",32.6236603113988,0.360602141179883
"34",1985,"NSEO",35.9352387498516,2.00643315768719
"35",1985,"SSEI",198.594681325747,7.86806251558491
"36",1985,"SSEO",37.1850922878025,1.06283520082616
"37",1986,"CSEO",279.215430076928,12.0701710016886
"38",1986,"EYKT",23.1441079757541,0.335322999342034
"39",1986,"NSEI",46.198468367514,1.02518654303403
"40",1986,"NSEO",27.9524159767079,3.88887804638185
"41",1986,"SSEI",300.328642867505,10.2478788402405
