"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"301","B[26]",47821.252,19743.238,21748.331,44550.844,97808.71,FALSE,1,1.008,536
"302","B[27]",47484.925,19556.842,21581.482,44296.852,97662.882,FALSE,1,1.007,611
"303","B[28]",47106.331,19286.381,21341.662,44090.815,95211.602,FALSE,1,1.007,647
"304","B[29]",46738.844,18989.621,21109.561,43715.229,93611.604,FALSE,1,1.006,754
"305","B[30]",46463.714,18772.137,20963.15,43533.484,93322.502,FALSE,1,1.006,659
"306","B[31]",46215.268,18671.738,20900.379,43135.251,91707.633,FALSE,1,1.006,658
"307","B[32]",46004.877,18494.272,21110.919,43005.8,91880.897,FALSE,1,1.006,703
"308","B[33]",45826.497,18163.762,21155.522,42891.785,90716.534,FALSE,1,1.005,714
"309","B[34]",45666.848,18036.721,21078.802,42669.637,89219.674,FALSE,1,1.005,721
"310","B[35]",45470.118,17866.223,21466.389,42404.955,90290.597,FALSE,1,1.004,718
"311","B[36]",45308.374,17702.344,21682.12,42676.173,89132.113,FALSE,1,1.004,713
"312","B[37]",45058.091,17456.433,21366.019,42566.327,87891.502,FALSE,1,1.004,809
"313","B[38]",44752.445,17128.667,21314.956,42323.001,87096.677,FALSE,1,1.003,877
"314","B[39]",44518.169,16869.939,21401.028,42032.525,86256.151,FALSE,1,1.004,733
"315","B[40]",44387.814,16808.648,21165.803,41960.273,85239.632,FALSE,1,1.004,737
"316","B[41]",44116.079,16554.932,20969.516,41786.114,85153.805,FALSE,1,1.004,726
"317","B[42]",43866.274,16296.869,20679.309,41597.091,83827.192,FALSE,1,1.004,736
"318","B[43]",43491.539,16056.909,20534.505,41313.762,83378.573,FALSE,1,1.004,848
"319","B[44]",43182.152,15940.367,20375.703,41041.834,82554.469,FALSE,1,1.004,827
"320","B[45]",42906.701,15762.436,20334.568,40885.416,82323.457,FALSE,1,1.004,702
"321","B[46]",42606.078,15540.684,20563.506,40427.316,81946.783,FALSE,1,1.005,681
"322","B[47]",42326.004,15330.406,20278.72,40333.215,80178.969,FALSE,1,1.005,667
"323","B[48]",42093.33,15165.41,20307.665,40323.948,79051.578,FALSE,1,1.004,716
"324","B[49]",41790.037,14838.292,20305.521,39919.79,78665.738,FALSE,1,1.005,636
"325","B[50]",41516.495,14617.887,20114.607,39728.907,77227.205,FALSE,1,1.005,556
"326","B[51]",41265.512,14393.956,20120.201,39527.521,76871.658,FALSE,1,1.006,530
"327","B[52]",41029.472,14116.575,19924.506,39278.798,75167.873,FALSE,1,1.006,568
"328","B[53]",40791.086,13886.711,20361.163,39224.945,73526.41,FALSE,1,1.006,520
"329","B[54]",40588.941,13695.15,20185.656,39035.996,73116.812,FALSE,1,1.006,542
"330","B[55]",40443.286,13503.446,20304.178,39031.729,72866.549,FALSE,1,1.004,667
"331","B[56]",40262.336,13285.794,20148.418,38873.482,71931.239,FALSE,1,1.004,685
"332","B[57]",40040.113,13059.149,20077.823,38652.486,70579.233,FALSE,1,1.003,712
"333","B[58]",39780.136,12871.683,19935.66,38591.125,70601.582,FALSE,1,1.003,679
"334","B[59]",39626.916,12747.686,19915.683,38489.839,70655.644,FALSE,1,1.003,721
"335","B[60]",39314.919,12522.832,19619.429,38305.192,69412.691,FALSE,1,1.003,815
"336","B[61]",39049.454,12332.865,19929.86,37913.504,69165.884,FALSE,1,1.003,847
"337","B[62]",38824.157,12206.149,19689.439,37842.487,68120.178,FALSE,1,1.003,692
"338","B[63]",38638.502,12036.412,19792.833,37612.713,68230.622,FALSE,1,1.003,834
"339","B[64]",38395.188,11844.107,19614.822,37466.64,66846.008,FALSE,1,1.003,885
"340","B[65]",38187.137,11661.042,19747.016,37156.518,66366.793,FALSE,1,1.002,868
"341","B[66]",37910.634,11385.639,19614.842,36985.852,64542.799,FALSE,1,1.003,706
"342","B[67]",37697.287,11214.805,19596.921,36791.866,63532.818,FALSE,1,1.003,665
"343","B[68]",37440.972,11003.8,19597.96,36536.074,62876.081,FALSE,1,1.003,614
"344","B[69]",37224.108,10853.162,19257.587,36332.373,62317.289,FALSE,1,1.004,639
"345","B[70]",36906.307,10533.893,19486.243,36134.406,60936.251,FALSE,1,1.003,801
"346","B[71]",36683.602,10371.634,19394.928,36002.835,60677.231,FALSE,1,1.003,799
"347","B[72]",36451.76,10216.067,19472.271,35793.551,60095.27,FALSE,1,1.002,891
"348","B[73]",36103.102,10013.58,19343.332,35410.958,58882.462,FALSE,1,1.002,941
"349","B[74]",35828.266,9864.442,19397.286,35139.064,58878.449,FALSE,1,1.002,1081
"350","B[75]",35531.332,9645.445,19441.295,34741.516,57702.42,FALSE,1,1.001,1298
"351","B[76]",35095.65,9444.703,19253.675,34336.616,56746.055,FALSE,1,1.001,1120
"352","B[77]",34667.132,9294.878,19255.406,34049.352,56369.512,FALSE,1,1.001,1388
"353","B[78]",34273.107,9141.874,19248.43,33724.278,55614.764,FALSE,1,1.002,1070
"354","B[79]",33668.813,8917.319,18754.953,33142.638,54446.349,FALSE,1,1.002,1107
"355","B[80]",33107.798,8708.249,18368.286,32527.207,53463.621,FALSE,1,1.002,1046
"356","B[81]",32745.407,8494.383,18353.702,32311.796,52496.237,FALSE,1,1.002,965
"357","B[82]",32481,8235.938,18446.081,32037.777,51434.196,FALSE,1,1.001,1191
"358","B[83]",32172.804,8014.538,18155.884,31862.415,50060.355,FALSE,1,1.002,1002
"359","B[84]",31921.406,7830.025,18232.652,31509.373,48923.167,FALSE,1,1.002,832
"360","B[85]",31692.075,7621.586,18358.534,31297.359,48525.26,FALSE,1,1.002,860
"361","B[86]",31380.309,7357.871,18570.382,30996.441,47413.236,FALSE,1,1.003,742
"362","B[87]",31234.922,7143.064,18738.982,30719.883,47187.22,FALSE,1,1.002,786
"363","B[88]",31081.985,6893.235,18834.145,30644.276,46437.711,FALSE,1,1.002,799
"364","B[89]",30850.904,6644.239,19189.262,30370.639,45416.336,FALSE,1,1.002,894
"365","B[90]",30714.665,6416.306,19125.906,30296.563,45014.766,FALSE,1,1.002,831
"366","B[91]",30597.932,6178.017,19692.803,30212.696,44443.06,FALSE,1,1.002,887
"367","B[92]",30596.638,5927.819,19630.043,30310.402,43567.086,FALSE,1,1.003,791
"368","B[93]",30556.941,5737.63,20152.443,30276.077,43054.881,FALSE,1,1.003,637
"369","B[94]",30473.17,5516.029,20409.814,30149.021,42775.704,FALSE,1,1.004,577
"370","B[95]",30411.896,5289.582,20829.709,30167.135,41969.728,FALSE,1,1.003,759
"371","B[96]",30397.398,5065.223,21140.335,30177.505,41385.242,FALSE,1,1.002,974
"372","B[97]",30311.7,4780.68,21767.253,30073.169,40429.449,FALSE,1,1.001,1782
"373","B[98]",30025.275,4524.08,21787.803,29827.349,39575.512,FALSE,1,1.001,1614
"374","B[99]",29547.308,4284.19,21693.658,29317.606,38911.809,FALSE,1,1.001,1805
"375","B[100]",29125.971,4046.144,21572.562,28986.343,37969.4,FALSE,1,1,3000
"376","B[101]",28429.211,3782.092,21288.52,28284.299,36310.926,FALSE,1,1,3000
"377","B[102]",27810.134,3489.831,21258.938,27616.325,35349.969,FALSE,1,1,3000
"378","B[103]",27468.443,3189.585,21659.1,27311.834,34169.923,FALSE,1,1,3000
"379","B[104]",27182.836,2873.912,21811.135,27012.641,33151.795,FALSE,1,1.001,3000
"380","B[105]",26808.306,2554.681,22134.503,26621.577,32229.916,FALSE,1,1.002,1779
"381","B[106]",26469.666,2236.122,22399.903,26350.169,31123.716,FALSE,1,1.002,1077
"382","B[107]",26022.805,1826.184,22648.768,25948.299,29709.563,FALSE,1,1.001,1610
"383","B[108]",25578.367,1553.402,22657.208,25485.695,28884.165,FALSE,1,1.001,2946
"384","B[109]",25399.834,1407.017,22807.243,25364.311,28318.997,FALSE,1,1.001,2383
"385","B[110]",25009.438,1293.445,22636.715,24951.582,27605.105,FALSE,1,1.001,1209
"386","B[111]",24539.749,1201.087,22322.921,24486.632,26994.905,FALSE,1,1.001,1318
"387","B[112]",23826.378,1155.084,21668.009,23777.994,26222.083,FALSE,1,1,3000
"388","B[113]",23158.371,1080.858,21156.058,23112.74,25417.394,FALSE,1,1.001,1686
"389","B[114]",22514.522,1045.138,20614.532,22457.238,24642.797,FALSE,1,1.001,2278
"390","B[115]",21886.134,1009.047,20028.907,21856.505,24011.443,FALSE,1,1.002,765
"391","B[116]",21350.811,957.544,19563.578,21299.246,23312.609,FALSE,1,1.002,889
"392","B[117]",20728.008,917.25,19018.515,20730.73,22642.713,FALSE,1,1.001,3000
"393","B[118]",19920.564,883.046,18269.447,19899.411,21783.105,FALSE,1,1.001,3000
"394","B[119]",19163.134,828.076,17563.772,19145.05,20823.165,FALSE,1,1,3000
"395","B[120]",18417.127,798.36,16905.943,18400.222,20018.825,FALSE,1,1,3000
"396","B[121]",17732.319,783.231,16191.99,17722.913,19287.184,FALSE,1,1,3000
"397","B[122]",17228.702,762.52,15748.126,17215.597,18733.192,FALSE,1,1.002,865
"398","B[123]",16782.166,740.61,15372.684,16760.51,18214.339,FALSE,1,1,3000
"399","B[124]",16387.36,737.61,14973.988,16390.55,17822.768,FALSE,1,1,3000
"400","B[125]",16241.224,723.569,14870.676,16236.948,17684.834,FALSE,1,1.001,2415
"401","B[126]",16146.448,719.772,14748.082,16134.725,17545.573,FALSE,1,1.001,3000
"402","B[127]",16146.902,693.6,14807.627,16144.939,17540.292,FALSE,1,1,3000
"403","B[128]",16303.859,683.64,15023.537,16300.978,17644.47,FALSE,1,1,2271
"404","B[129]",16502.457,674.428,15185.692,16506.32,17872.166,FALSE,1,1,3000
"405","B[130]",16723.515,673.179,15440.635,16722.444,18062.244,FALSE,1,1,3000
"406","B[131]",17003.366,674.903,15707.191,16985.018,18356.854,FALSE,1,1,3000
"407","B[132]",17270.171,735.393,15939.602,17237.066,18730.712,FALSE,1,1.001,2062
"408","B[133]",17507.934,832.393,15966.264,17469.11,19266.661,FALSE,1,1,3000
"409","B[134]",17679.806,1016.71,15798.261,17636.604,19756.88,FALSE,1,1,3000
"410","B[135]",17774.119,1335.409,15349.584,17673.609,20522.723,FALSE,1,1,3000
"411","B[136]",17942.977,1675.028,15021.343,17788.986,21731.848,FALSE,1,1,3000
"412","D[1]",12.035,16.021,1.078,7.198,51.698,FALSE,1,1.003,2587
"413","D[2]",10.822,13.645,1,6.514,45.102,FALSE,1,1.01,1942
"414","D[3]",11.233,15.61,1,6.893,47.084,FALSE,1,1.025,3000
"415","D[4]",16.06,17.991,2.007,10.79,64.569,FALSE,1,1.002,3000
"416","D[5]",18.954,16.694,2.832,14.38,64.249,FALSE,1,1.002,2610
"417","D[6]",21.687,18.087,3.85,16.366,69.826,FALSE,1,1.001,3000
"418","D[7]",24.528,19.391,4.704,18.78,77.123,FALSE,1,1.002,3000
"419","D[8]",27.131,20.444,6.232,21.71,78.15,FALSE,1,1.004,3000
"420","D[9]",32.416,22.041,8.038,27.297,91.426,FALSE,1,1.005,1432
"421","D[10]",39.242,24.225,10.339,33.217,101.334,FALSE,1,1.001,3000
"422","D[11]",44.985,26.422,13.329,38.885,110.087,FALSE,1,1,3000
"423","D[12]",51.001,27.908,16.344,44.597,121.526,FALSE,1,1,2871
"424","D[13]",74.33,34.132,28.343,67.325,159.024,FALSE,1,1,3000
"425","D[14]",97.87,41.096,41.413,90.077,196.488,FALSE,1,1.003,1686
"426","D[15]",121.178,46.44,55.036,113.364,231.137,FALSE,1,1,3000
"427","D[16]",135.047,48.523,62.829,127.224,247.772,FALSE,1,1,3000
"428","D[17]",149.301,53.52,69.423,141.499,276.638,FALSE,1,1.003,1208
"429","D[18]",118.433,46.923,53.444,110.011,237.278,FALSE,1,1,3000
"430","D[19]",191.097,64.827,95.41,180.078,342.156,FALSE,1,1.001,2500
"431","D[20]",261.99,78.593,140.64,251.336,447.818,FALSE,1,1.001,1135
"432","D[21]",267.489,81.626,146.943,253.797,459.236,FALSE,1,1,3000
"433","D[22]",267.498,81.161,142.016,255.679,456.783,FALSE,1,1.001,2029
"434","D[23]",273.488,82.874,149.244,261.444,462.237,FALSE,1,1.004,1832
"435","D[24]",298.518,89.495,165.12,286.626,516.194,FALSE,1,1.001,2091
"436","D[25]",311.256,88.05,172.866,299.599,508.403,FALSE,1,1,3000
"437","D[26]",319.816,91.48,180.686,307.457,525.053,FALSE,1,1.001,1858
"438","D[27]",298.338,89.653,161.385,285.299,508.684,FALSE,1,1.001,1134
"439","D[28]",301.331,91.954,157.132,288.358,520.109,FALSE,1,1.003,1521
"440","D[29]",215.269,71.924,109.25,204.955,383.787,FALSE,1,1.003,1492
"441","D[30]",214.034,71.077,107.435,202.459,382.92,FALSE,1,1.001,1898
"442","D[31]",174.127,60.541,83.743,164.604,310.208,FALSE,1,1,3000
"443","D[32]",178.973,60.811,90.493,168.544,317.979,FALSE,1,1.001,3000
"444","D[33]",210.186,67.436,107.719,200.38,367.167,FALSE,1,1,3000
"445","D[34]",201.9,66.789,103.579,191.834,364.074,FALSE,1,1.001,3000
"446","D[35]",179.713,61.214,91.289,170.297,323.58,FALSE,1,1,3000
"447","D[36]",217.201,75.832,104.879,203.853,403.919,FALSE,1,1.003,781
"448","D[37]",226.762,76.691,110.579,215.273,415.21,FALSE,1,1.001,3000
"449","D[38]",190.397,68.657,90.23,179.293,354.787,FALSE,1,1.001,3000
"450","D[39]",177.651,66.328,83.597,165.554,337.711,FALSE,1,1,3000
"451","D[40]",185.498,66.503,87.223,175.02,337.862,FALSE,1,1,3000
"452","D[41]",188.133,70.095,86.671,176.485,357.089,FALSE,1,1.001,1868
"453","D[42]",362.653,98.798,205.635,351.13,583.916,FALSE,1,1,3000
"454","D[43]",306.608,88.146,168.565,294.754,500.165,FALSE,1,1,3000
"455","D[44]",275.6,79.008,153.979,264.578,450.99,FALSE,1,1,3000
"456","D[45]",286.897,83.288,154.796,275.995,480.447,FALSE,1,1.001,2755
"457","D[46]",302.571,89.962,168.059,288.956,517.035,FALSE,1,1.003,653
"458","D[47]",292.67,83.983,160.917,281.688,483.67,FALSE,1,1,3000
"459","D[48]",315.074,93.833,171.026,301.322,527.254,FALSE,1,1,3000
"460","D[49]",337.034,101.578,181.775,325.654,574.865,FALSE,1,1.001,2314
"461","D[50]",272.983,84.153,141.611,262.204,468.84,FALSE,1,1,3000
"462","D[51]",261.282,85.136,133.628,249.968,462.6,FALSE,1,1,3000
"463","D[52]",258.841,83.166,135.245,245.784,453.818,FALSE,1,1,3000
"464","D[53]",251.715,77.401,133.716,242.194,431.636,FALSE,1,1,3000
"465","D[54]",221.118,71.414,113.573,209.899,388.628,FALSE,1,1,3000
"466","D[55]",267.945,77.798,149.063,256.628,448.929,FALSE,1,1.001,3000
"467","D[56]",226.614,73.404,118.662,216.059,399.956,FALSE,1,1.002,1023
"468","D[57]",296.41,82.825,169.15,284.809,487.41,FALSE,1,1.001,2577
"469","D[58]",207.061,65.64,108.64,196.727,364.903,FALSE,1,1,3000
"470","D[59]",297.82,86.388,165.153,286.179,489.151,FALSE,1,1,3000
"471","D[60]",311.969,93.855,169.824,296.98,529.979,FALSE,1,1.001,1592
"472","D[61]",272.016,78.64,150.859,261.024,461.207,FALSE,1,1.002,843
"473","D[62]",304.797,87.286,168.24,292.079,507.048,FALSE,1,1.001,1470
"474","D[63]",266.215,80.747,141.089,257.02,454.901,FALSE,1,1.001,2333
"475","D[64]",295.631,87.425,161.631,282.649,497.7,FALSE,1,1.001,2646
"476","D[65]",319.543,94.437,174.585,305.358,535.786,FALSE,1,1,3000
"477","D[66]",266.929,84.732,135.811,254.551,465.432,FALSE,1,1,3000
"478","D[67]",292.581,92.441,150.632,279.192,517.793,FALSE,1,1.003,1053
"479","D[68]",233.129,77.456,118.011,220.393,416.533,FALSE,1,1.001,3000
"480","D[69]",298.843,85.621,169.056,287.261,495.844,FALSE,1,1.001,2876
"481","D[70]",304.235,85.523,172.526,292.457,498.573,FALSE,1,1.001,3000
"482","D[71]",323.549,90.828,183.623,312.55,526.882,FALSE,1,1,3000
"483","D[72]",407,109.104,240.167,392.39,653.496,FALSE,1,1.001,1910
"484","D[73]",360.445,96.9,210.077,347.637,586.792,FALSE,1,1.001,3000
"485","D[74]",339.393,92.972,195.947,326.159,547.005,FALSE,1,1.002,1024
"486","D[75]",387.503,102.379,230.336,372.335,629.149,FALSE,1,1.001,1331
"487","D[76]",311.346,86.056,178.246,298.717,511.961,FALSE,1,1,3000
"488","D[77]",250.396,75.652,127.593,240.832,427.828,FALSE,1,1.001,2742
"489","D[78]",367.648,100.196,215.136,354.661,604.396,FALSE,1,1.001,2949
"490","D[79]",383.114,104.551,220.073,370.541,626.985,FALSE,1,1,3000
"491","D[80]",228.061,70.343,120.623,217.796,383.677,FALSE,1,1,2678
"492","D[81]",178.572,58.629,92.698,170.411,312.382,FALSE,1,1.003,1245
"493","D[82]",267.721,82.261,144.725,255.217,459.764,FALSE,1,1,3000
"494","D[83]",244.03,75.641,126.231,233.821,416.429,FALSE,1,1,3000
"495","D[84]",191.553,63.011,96.138,182.472,337.463,FALSE,1,1.002,1484
"496","D[85]",183.534,60.873,91.696,175.452,330.9,FALSE,1,1,3000
"497","D[86]",158.587,55.406,78.085,149.169,287.939,FALSE,1,1.002,1129
"498","D[87]",161.687,55.49,80.977,152.413,297.113,FALSE,1,1.002,2379
"499","D[88]",194.391,62.664,99.682,184.975,335.616,FALSE,1,1,3000
"500","D[89]",149.191,52.137,71.646,140.82,272.304,FALSE,1,1.001,3000
"501","D[90]",107.584,42.322,48.678,99.39,212.307,FALSE,1,1,3000
"502","D[91]",148.935,53.536,71.861,139.246,286.473,FALSE,1,1.001,1223
"503","D[92]",130.663,50.497,58.45,120.992,253.352,FALSE,1,1.001,3000
"504","D[93]",78.156,40.63,22.668,70.059,180.432,FALSE,1,1,3000
"505","D[94]",93.424,45.889,32.238,83.408,209.861,FALSE,1,1.001,3000
"506","D[95]",63.681,32.298,20.665,57.382,147.66,FALSE,1,1,3000
"507","D[96]",102.433,40.88,43.155,95.198,200.986,FALSE,1,1,3000
"508","D[97]",109.583,44.024,45.651,102.444,214.395,FALSE,1,1,3000
"509","D[98]",130.467,49.728,57.754,122.755,252.699,FALSE,1,1.002,1025
"510","D[99]",169.15,57.407,80.129,160.449,303.188,FALSE,1,1,2987
"511","D[100]",150.872,55.17,67.867,142.458,288.058,FALSE,1,1.001,3000
"512","D[101]",173.887,62.12,79.642,165.047,320.925,FALSE,1,1.001,3000
"513","D[102]",115.003,58.436,25.762,105.712,252.325,FALSE,1,1,3000
"514","D[103]",152.994,64.39,54.137,144.712,301.51,FALSE,1,1.004,614
"515","D[104]",103.733,56.721,18.47,95.057,237.313,FALSE,1,1,3000
"516","D[105]",81.05,59.257,1,71.002,227.571,FALSE,1,1.005,436
"517","D[106]",87.87,69.342,1,76.97,252.701,FALSE,1,1.001,2043
"518","D[107]",67.758,66.525,1,51.842,231.444,FALSE,1,1.001,1879
"519","D[108]",91.991,51.906,14.159,84.379,211.454,FALSE,1,1,3000
"520","D[109]",79.424,35.131,22.463,75.109,159.808,FALSE,1,1,3000
"521","D[110]",83.687,38.499,19.533,79.679,170.367,FALSE,1,1,3000
"522","D[111]",157.038,53.234,68.788,152.692,274.12,FALSE,1,1.001,1232
"523","D[112]",47.37,39.169,1,40.684,141.453,FALSE,1,1,3000
"524","D[113]",27.786,30.905,1,17.962,108.063,FALSE,1,1.002,3000
"525","D[114]",10.979,18.075,1,1,62.827,FALSE,1,1.002,2676
"526","D[115]",1.409,3.036,1,1,4.698,FALSE,1,1.002,3000
"527","D[116]",2.903,6.774,1,1,26.203,FALSE,1,1.003,3000
"528","D[117]",74.406,60.952,1,63.414,222.754,FALSE,1,1,3000
"529","D[118]",36.611,32.234,1,31.067,112.876,FALSE,1,1.001,2174
"530","D[119]",34.975,34.092,1,27.745,119.794,FALSE,1,1,3000
"531","D[120]",87.172,68.382,1,75.875,251.745,FALSE,1,1,3000
"532","D[121]",37.733,34.152,1,31.582,119.313,FALSE,1,1.001,3000
"533","D[122]",51.387,33.88,1,47.78,129.348,FALSE,1,1.003,581
"534","D[123]",86.538,38.536,19.301,82.939,172.127,FALSE,1,1.001,3000
"535","D[124]",1.328,2.487,1,1,4.453,FALSE,1,1.007,3000
"536","D[125]",1.006,0.253,1,1,1,FALSE,1,1.29,1753
"537","D[126]",1.006,0.153,1,1,1,FALSE,1,1.004,3000
"538","D[127]",3.411,5.019,1,1,18.52,FALSE,1,1.003,3000
"539","D[128]",1.058,0.585,1,1,1,FALSE,1,1.015,3000
"540","D[129]",11.11,17.042,1,1,59.775,FALSE,1,1.002,3000
"541","D[130]",1.315,2.084,1,1,4.561,FALSE,1,1.019,2024
"542","D[131]",19.919,19.144,1,15.445,67.112,FALSE,1,1,3000
"543","D[132]",1.948,3.4,1,1,13.391,FALSE,1,1.006,3000
"544","D[133]",2.08,4.27,1,1,15.43,FALSE,1,1,3000
"545","D[134]",36.281,24.728,1,33.013,93.22,FALSE,1,1,3000
"546","D[135]",45.736,96.181,1,1,304.661,FALSE,1,1.001,3000
"547","C[1]",12.035,16.021,1.079,7.199,51.698,FALSE,1,1.003,2587
"548","C[2]",10.822,13.645,1,6.515,45.103,FALSE,1,1.01,1942
"549","C[3]",11.233,15.61,1,6.894,47.086,FALSE,1,1.025,3000
"550","C[4]",16.06,17.991,2.007,10.79,64.569,FALSE,1,1.002,3000
"551","C[5]",18.955,16.693,2.832,14.38,64.249,FALSE,1,1.002,2610
"552","C[6]",21.687,18.087,3.85,16.366,69.826,FALSE,1,1.001,3000
"553","C[7]",24.528,19.391,4.705,18.78,77.123,FALSE,1,1.002,3000
"554","C[8]",27.132,20.444,6.232,21.71,78.151,FALSE,1,1.004,3000
"555","C[9]",32.416,22.041,8.038,27.297,91.427,FALSE,1,1.005,1432
"556","C[10]",39.242,24.225,10.339,33.218,101.334,FALSE,1,1.001,3000
"557","C[11]",44.985,26.422,13.33,38.885,110.087,FALSE,1,1,3000
"558","C[12]",51.001,27.908,16.344,44.598,121.526,FALSE,1,1,2871
"559","C[13]",74.33,34.132,28.343,67.325,159.024,FALSE,1,1,3000
"560","C[14]",97.87,41.096,41.413,90.077,196.488,FALSE,1,1.003,1686
"561","C[15]",121.178,46.44,55.037,113.365,231.138,FALSE,1,1,3000
"562","C[16]",135.048,48.523,62.829,127.224,247.772,FALSE,1,1,3000
"563","C[17]",149.302,53.52,69.423,141.5,276.638,FALSE,1,1.003,1208
"564","C[18]",118.434,46.923,53.444,110.012,237.278,FALSE,1,1,3000
"565","C[19]",191.098,64.827,95.41,180.078,342.156,FALSE,1,1.001,2500
"566","C[20]",261.99,78.593,140.64,251.337,447.818,FALSE,1,1.001,1135
"567","C[21]",267.49,81.626,146.943,253.797,459.236,FALSE,1,1,3000
"568","C[22]",267.499,81.161,142.016,255.679,456.784,FALSE,1,1.001,2029
"569","C[23]",273.489,82.874,149.244,261.444,462.237,FALSE,1,1.004,1832
"570","C[24]",298.518,89.495,165.12,286.626,516.194,FALSE,1,1.001,2091
"571","C[25]",311.257,88.05,172.866,299.599,508.404,FALSE,1,1,3000
"572","C[26]",319.816,91.48,180.686,307.458,525.054,FALSE,1,1.001,1858
"573","C[27]",298.338,89.653,161.386,285.3,508.684,FALSE,1,1.001,1134
"574","C[28]",301.332,91.954,157.133,288.358,520.109,FALSE,1,1.003,1521
"575","C[29]",215.269,71.924,109.25,204.955,383.787,FALSE,1,1.003,1492
"576","C[30]",214.034,71.077,107.436,202.459,382.92,FALSE,1,1.001,1898
"577","C[31]",174.127,60.541,83.743,164.604,310.208,FALSE,1,1,3000
"578","C[32]",178.973,60.811,90.493,168.545,317.979,FALSE,1,1.001,3000
"579","C[33]",210.187,67.436,107.719,200.381,367.167,FALSE,1,1,3000
"580","C[34]",201.9,66.789,103.579,191.834,364.075,FALSE,1,1.001,3000
"581","C[35]",179.713,61.214,91.29,170.297,323.58,FALSE,1,1,3000
"582","C[36]",217.202,75.832,104.88,203.854,403.919,FALSE,1,1.003,781
"583","C[37]",226.762,76.691,110.579,215.274,415.21,FALSE,1,1.001,3000
"584","C[38]",190.397,68.657,90.231,179.294,354.787,FALSE,1,1.001,3000
"585","C[39]",177.652,66.328,83.597,165.555,337.711,FALSE,1,1,3000
"586","C[40]",185.498,66.503,87.223,175.02,337.862,FALSE,1,1,3000
"587","C[41]",188.133,70.095,86.671,176.485,357.089,FALSE,1,1.001,1868
"588","C[42]",362.653,98.798,205.635,351.13,583.916,FALSE,1,1,3000
"589","C[43]",306.608,88.146,168.565,294.754,500.166,FALSE,1,1,3000
"590","C[44]",275.6,79.008,153.979,264.578,450.99,FALSE,1,1,3000
"591","C[45]",286.897,83.288,154.796,275.995,480.448,FALSE,1,1.001,2755
"592","C[46]",302.572,89.962,168.06,288.956,517.035,FALSE,1,1.003,653
"593","C[47]",292.671,83.983,160.918,281.688,483.67,FALSE,1,1,3000
"594","C[48]",315.074,93.833,171.026,301.322,527.254,FALSE,1,1,3000
"595","C[49]",337.034,101.578,181.775,325.654,574.865,FALSE,1,1.001,2314
"596","C[50]",272.983,84.153,141.611,262.204,468.84,FALSE,1,1,3000
"597","C[51]",261.282,85.136,133.628,249.968,462.601,FALSE,1,1,3000
"598","C[52]",258.841,83.166,135.245,245.785,453.819,FALSE,1,1,3000
"599","C[53]",251.716,77.401,133.716,242.195,431.636,FALSE,1,1,3000
"600","C[54]",221.118,71.414,113.574,209.9,388.628,FALSE,1,1,3000
"601","C[55]",267.945,77.798,149.064,256.628,448.929,FALSE,1,1.001,3000
"602","C[56]",226.614,73.404,118.663,216.059,399.957,FALSE,1,1.002,1023
"603","C[57]",296.41,82.825,169.15,284.809,487.41,FALSE,1,1.001,2577
"604","C[58]",207.061,65.64,108.64,196.728,364.903,FALSE,1,1,3000
"605","C[59]",297.82,86.388,165.153,286.179,489.151,FALSE,1,1,3000
"606","C[60]",311.97,93.855,169.825,296.981,529.979,FALSE,1,1.001,1592
"607","C[61]",272.016,78.64,150.859,261.024,461.207,FALSE,1,1.002,843
"608","C[62]",304.798,87.286,168.241,292.079,507.048,FALSE,1,1.001,1470
"609","C[63]",266.215,80.747,141.09,257.021,454.902,FALSE,1,1.001,2333
"610","C[64]",295.631,87.425,161.631,282.649,497.7,FALSE,1,1.001,2646
"611","C[65]",319.543,94.437,174.585,305.358,535.786,FALSE,1,1,3000
"612","C[66]",266.929,84.732,135.811,254.551,465.432,FALSE,1,1,3000
"613","C[67]",292.581,92.441,150.632,279.192,517.793,FALSE,1,1.003,1053
"614","C[68]",233.129,77.456,118.011,220.393,416.533,FALSE,1,1.001,3000
"615","C[69]",298.843,85.621,169.056,287.262,495.844,FALSE,1,1.001,2876
"616","C[70]",304.235,85.523,172.527,292.457,498.574,FALSE,1,1.001,3000
"617","C[71]",323.549,90.828,183.623,312.55,526.882,FALSE,1,1,3000
"618","C[72]",407,109.104,240.167,392.39,653.497,FALSE,1,1.001,1910
"619","C[73]",360.446,96.9,210.078,347.637,586.792,FALSE,1,1.001,3000
"620","C[74]",380.078,116.702,215.732,359.652,648.992,FALSE,1,1.001,1813
"621","C[75]",513.867,196.003,272.308,471.265,1038.57,FALSE,1,1.004,1519
"622","C[76]",523.785,239.611,236.213,458.924,1201.585,FALSE,1,1.001,3000
"623","C[77]",580.943,291.956,208.283,492.951,1309.266,FALSE,1,1.001,3000
"624","C[78]",774.187,314.982,331.724,713.025,1486.818,FALSE,1,1,3000
"625","C[79]",644.627,271.678,304.903,570.534,1348.244,FALSE,1,1.002,1343
"626","C[80]",452.735,243.598,176.212,382.745,1137.526,FALSE,1,1,3000
"627","C[81]",376.943,225.239,138.334,306.193,1023.054,FALSE,1,1,3000
"628","C[82]",420.361,204.81,189.926,364.653,1010.195,FALSE,1,1,3000
