"","Subd","Above_Bmsy_now","Above_Bmsy_future","Pop_inc_future"
"1","SEO",0.613,0.623666666666667,0.544666666666667
"2",NA,NA,NA,NA
"3",NA,NA,NA,NA
"4",NA,NA,NA,NA
"5","SEO",0.613,0.623666666666667,0.544666666666667
