Filename,Frame,Time..HMS.,Period,Period.time..HMS.,Length..mm.,Precision..mm.,RMS..mm.,Range..mm.,Direction..deg.,Horz..Dir...deg.,Vert..Dir...deg.,Mid.X..mm.,Mid.Y..mm.,Mid.Z..mm.,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect.Number,Dive.Type,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1,Event.Time.HH.MM.SS
SL_2022_CSEO_Dive_06_08-22-23.000.avi,74029,07:04.6,NA,NA,NA,11.448,0.109,2339.349,30.589,NA,NA,-1190.094,20.864,-2013.9,1,KelliiWood,80,N/A,2022,6,14,Line,rockfish,quillback,147,147,32,,,NA,,NA
SL_2022_CSEO_Dive_06_08-22-23.000.avi,74714,07:27.5,NA,NA,NA,13.92,0.198,2481.538,15.481,NA,NA,-548.008,362.474,-2392.975,1,KelliiWood,80,N/A,2022,6,14,Line,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2022_CSEO_Dive_06_08-22-23.000.avi,74714,07:27.5,NA,NA,NA,69.231,3.251,5656.507,33.184,NA,NA,2789.37,1324.369,-4739.359,1,KelliiWood,80,N/A,2022,6,14,Line,rockfish,quillback,147,147,34,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,4911,57:41.7,NA,NA,NA,37.04,0.665,4029.4,19.044,NA,NA,601.649,1153.797,-3813.507,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,1,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,11854,01:33.1,NA,NA,NA,45.927,1.682,4482.083,17.149,NA,NA,-1089.984,730.162,-4285.775,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,2,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,14870,03:13.7,NA,NA,NA,11.296,0.583,2255.773,17.553,NA,NA,-670.863,104.404,-2151.175,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,3,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,15249,03:26.3,NA,NA,NA,30.02,0.496,3603.932,28.521,NA,NA,1533.43,768.243,-3169.656,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,4,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,17765,04:50.2,NA,NA,NA,26.465,1.059,3563.208,13.93,NA,NA,15.214,843.822,-3461.818,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,5,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,19641,05:52.7,NA,NA,452.381,56.806,2.021,5017.386,23.203,5.74,0.812,-1567.283,1204.695,-4611.561,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,6,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,21326,06:48.9,NA,NA,NA,8.697,1.228,2064.027,6.437,NA,NA,-133.893,-196.937,-2050.243,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,7,JV,Fish seeking cover,NA,NO LENGTH - hiding in rocks,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,23706,08:08.2,NA,NA,NA,58.566,1.297,5199.329,15.898,NA,NA,-373.994,1354.221,-5005.92,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,8,SU,Fish milling/hovering,NA,NO LENGTH - facing ROV,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,24147,08:22.9,NA,NA,NA,17.092,0.289,2854.735,30.039,NA,NA,-1428.687,21.365,-2471.418,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,9,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,25615,09:11.8,NA,NA,NA,14.812,2.569,2694.002,10.041,NA,NA,-7.038,459.034,-2654.597,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,quillback,147,147,10,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,27711,10:21.7,NA,NA,NA,47.177,2.059,4510.923,19.036,NA,NA,-888.803,1155.4,-4268.9,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,11,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,31120,12:15.3,NA,NA,NA,21.584,0.529,3244.522,8.176,NA,NA,419.738,-204.479,-3210.752,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,12,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,31644,12:32.8,NA,NA,NA,66.67,0.245,5371.186,18.582,NA,NA,-1434.384,913.478,-5094.874,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,13,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,33529,13:35.6,NA,NA,NA,52.5,1.094,4744.451,24.549,NA,NA,-1820.871,737.646,-4318.579,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,14,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,33940,13:49.3,NA,NA,NA,24.775,0.167,3415.163,29.219,NA,NA,-1665.683,-81.1,-2980.312,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,15,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,35614,14:45.1,NA,NA,NA,31.128,1.379,3840.383,30.05,NA,NA,1904.467,253.601,-3325.242,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,16,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,36317,15:08.6,NA,NA,NA,7.79,0.524,1958.47,6.761,NA,NA,-230.535,-11.229,-1944.822,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,17,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,37214,15:38.5,NA,NA,NA,39.641,0.072,4276.152,31.236,NA,NA,-2145.217,546.802,-3658.487,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,18,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,42234,18:25.8,NA,NA,NA,19.969,2.369,3092.573,10.1,NA,NA,492.876,214.062,-3045.531,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,19,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,43323,19:02.1,NA,NA,NA,56.763,2.767,5031.419,16.83,NA,NA,1327.772,579.986,-4818.279,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,20,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,45286,20:07.5,NA,NA,NA,23.347,0.204,3198.49,16.758,NA,NA,707.696,579.045,-3064.998,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,21,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,46062,20:33.4,NA,NA,NA,43.555,0.573,4483.647,19.533,NA,NA,1496.457,72.352,-4225.928,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,22,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,46227,20:38.9,NA,NA,NA,64.305,1.096,5673.985,8.606,NA,NA,829.986,156.626,-5610.766,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,23,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,48141,21:42.7,NA,NA,NA,17.505,0.261,2872.723,12.732,NA,NA,-624.691,91.684,-2802.48,1,KelliiWood,95,N/A,2022,7,13,Line,halibut,halibut,200,200,24,,,NA,NO LENGTH - wrong angle,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,48402,21:51.4,NA,NA,340.986,16.79,0.897,1985.508,20.857,39.215,22.225,692.459,-142.189,-1855.404,1,KelliiWood,95,N/A,2022,7,13,Line,halibut,halibut,200,200,25,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,48402,21:51.4,NA,NA,NA,66.126,2.545,5387.201,17.509,NA,NA,-898.462,1328.378,-5142.967,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,26,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,49455,22:26.5,NA,NA,NA,16.397,0.14,2691.471,23.616,NA,NA,1047.928,243.963,-2467.052,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,27,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,57202,26:44.7,NA,NA,437.121,62.02,1.815,3396.938,20.537,59.62,22.765,-978.829,679.695,-3181.053,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,28,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,58588,27:30.9,NA,NA,NA,20.951,0.121,3094.945,19.798,NA,NA,1045.959,58.317,-2912.259,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,29,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,60206,28:24.9,NA,NA,676.763,22.475,0.573,3076.548,16.683,13.696,1.041,-669.934,-575.566,-2947.042,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,30,AD,Fish milling/hovering,NA,Gravid female,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,62578,29:43.9,NA,NA,NA,10.203,0.651,2117.964,17.701,NA,NA,-617.151,-192.031,-2016.934,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,greenstripe,135,135,31,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,65282,31:14.1,NA,NA,NA,14.675,0.417,2698.13,7.038,NA,NA,273.717,174.706,-2678.519,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,32,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,66528,31:55.6,NA,NA,NA,47.082,0.019,4721.771,16.463,NA,NA,92.066,1316.818,-4533.502,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,67043,32:12.8,NA,NA,NA,49.204,1.397,4849.772,14.517,NA,NA,-118.237,1191.14,-4699.734,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,34,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,68029,32:45.6,NA,NA,602.327,130.429,1.067,5528.17,17.869,49.894,37.667,746.01,1523.415,-5261.496,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,35,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,68676,33:07.2,NA,NA,NA,74.937,0.763,5841.63,30.162,NA,NA,2805.599,842.096,-5054.12,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,36,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,69476,33:33.9,NA,NA,NA,34.001,1.487,3954.007,29.952,NA,NA,1915.123,465.317,-3427.821,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,37,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,70377,34:03.9,NA,NA,NA,25.482,4.859,3413.184,17.773,NA,NA,-1034.094,113.943,-3250.768,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,38,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,71693,34:47.8,NA,NA,NA,79.196,1.862,6029.445,34.194,NA,NA,2818.605,1860.804,-4994.706,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,39,AD,Fish milling/hovering,NA,NO LENGTH - partial view only,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,73005,35:31.5,NA,NA,NA,12.158,0.49,2277.12,20.867,NA,NA,-740.323,-339.933,-2126.416,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,40,AD,Fish chasing other fish,NA,NO LENGTH - Partial view only,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,73242,35:39.4,NA,NA,NA,26.744,1.621,3763.122,3.684,NA,NA,-229.18,62.13,-3755.622,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,rosethorn,150,150,41,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,73242,35:39.4,NA,NA,NA,18.022,0.789,3007.287,6.838,NA,NA,-336.282,110.941,-2986.366,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,silvergray,157,157,42,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,74729,36:29.0,NA,NA,NA,18.4,1.534,2891.221,17.394,NA,NA,856.488,-127.066,-2758.522,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,tiger,148,148,43,,,NA,,NA
SL_2022_CSEO_Dive_07_09-45-45.000.avi,74899,36:34.6,NA,NA,NA,57.138,1.017,4913.958,27.744,NA,NA,-1939.766,1195.077,-4353.858,1,KelliiWood,95,N/A,2022,7,13,Line,rockfish,yelloweye,145,145,44,JV,Fish milling/hovering,NA,NO LENGTH - hiding in rocks,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,3367,32:41.2,NA,NA,NA,39.768,0.237,4194.762,24.418,NA,NA,1679.292,417.236,-3821.246,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,1,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,3853,32:57.4,NA,NA,785.355,105.456,0.681,4651.612,31.284,87.237,27.175,-2176.473,1047.689,-3975.275,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,2,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,4040,33:03.7,NA,NA,NA,26.97,0.532,3549.03,31.579,NA,NA,-1810.56,407.442,-3025.141,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,3,SU,Fish milling/hovering,NA,NO LENGTH - facing ROV,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,4126,33:06.5,NA,NA,539.095,79.756,2.113,4919.165,24.147,22.273,8.448,-1787.286,924.628,-4488.748,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,4,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,5079,33:38.3,NA,NA,NA,16.09,0.492,2662.268,21.077,NA,NA,-930.242,216.556,-2485.04,1,KelliiWood,115,N/A,2022,8,12,Line,halibut,halibut,200,200,5,,,NA,NO LENGTH - just showing tail,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,6672,34:31.4,NA,NA,NA,19.692,1.93,2923.453,20.621,NA,NA,-963.274,352.603,-2737.582,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,6,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,8293,35:25.4,NA,NA,NA,55.334,2.479,4844.5,26.252,NA,NA,-1045.216,1853.239,-4352.264,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,canary,146,146,7,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,10429,36:36.6,NA,NA,NA,47.899,0.549,4576.436,29.3,NA,NA,2019.112,953.115,-3994.813,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,8,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,12811,37:56.0,NA,NA,NA,48.042,3.501,4574.075,23.125,NA,NA,-1714.417,519.649,-4208.67,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,9,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,16343,39:53.8,NA,NA,NA,14.033,0.526,2518.95,22.647,NA,NA,965.79,79.992,-2325.072,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,10,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,21059,42:31.0,NA,NA,NA,51.035,0.382,4884.144,20.327,NA,NA,-75.974,1676.611,-4586.727,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,silvergray,157,157,11,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,21797,42:55.6,NA,NA,651.616,72.925,4.037,4011.466,30.822,58.157,22.596,-1710.569,1139.469,-3444.913,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,12,AD,Attracted,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,23212,43:42.7,NA,NA,NA,7.128,2.847,1821.057,30.188,NA,NA,-911.35,-95.554,-1573.709,1,KelliiWood,115,N/A,2022,8,12,Line,sablefish,sablefish,710,710,13,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,25784,45:08.5,NA,NA,NA,6.613,1.51,1666.059,27.805,NA,NA,476.558,-619.773,-1471.233,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,14,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,27151,45:54.0,NA,NA,NA,16.697,3.878,2854.567,8.898,NA,NA,416.842,134.232,-2820.776,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,15,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,27996,46:22.2,NA,NA,NA,33.663,4.686,3891.246,15.268,NA,NA,-925.319,425.136,-3755.641,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,16,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,29402,47:09.1,NA,NA,NA,46.237,2.492,4544.638,17.077,NA,NA,576.37,1186.267,-4349.058,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,17,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,30465,47:44.5,NA,NA,167.14,19.798,2.212,2606.302,21.265,13.823,4.044,944.221,44.624,-2428.84,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,18,JV,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,30852,47:57.4,NA,NA,NA,32.038,3.382,3760.543,22.29,NA,NA,-1388.579,312.268,-3480.808,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,19,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,31136,48:06.9,NA,NA,NA,11.853,1.282,2267.099,22.776,NA,NA,-298.245,-833.793,-2087.002,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,20,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,33463,49:24.4,NA,NA,NA,8.216,0.751,1966.21,29.07,NA,NA,954.904,22.029,-1718.62,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,21,SU,Fish milling/hovering,NA,NO LENGTH - wrong angle,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,39127,52:33.2,NA,NA,NA,9.631,1.779,2060.886,26.366,NA,NA,882.54,235.103,-1847.458,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,22,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,40832,53:30.1,NA,NA,NA,7.168,2.237,1797.145,15.695,NA,NA,-482.277,-68.131,-1729.884,1,KelliiWood,115,N/A,2022,8,12,Line,halibut,halibut,200,200,23,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,44622,55:36.4,NA,NA,NA,13.55,0.568,2478.624,16.85,NA,NA,710.832,-113.886,-2371.777,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,24,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,46398,56:35.6,NA,NA,NA,28.948,0.115,3699.554,10.453,NA,NA,-473.358,461.269,-3640.036,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,25,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,47008,56:55.9,NA,NA,NA,20.736,1.332,3153.386,9.696,NA,NA,-284.235,436.169,-3110.115,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,26,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,49724,58:26.5,NA,NA,NA,16.484,2.027,2832.679,31.307,NA,NA,-1471.694,15.75,-2420.318,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,27,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,50667,58:57.9,NA,NA,NA,12.898,0.499,2533.64,7.643,NA,NA,74.75,318.523,-2512.427,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,28,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,51272,59:18.1,NA,NA,NA,7.568,0.156,1818.632,19.559,NA,NA,-585.531,159.93,-1714.35,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,29,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,53574,00:34.8,NA,NA,NA,27.273,2.212,3447.462,20.402,NA,NA,-498.85,1080.454,-3235.547,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,silvergray,157,157,30,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,55375,01:34.8,NA,NA,NA,57.487,2.44,5105.593,17.355,NA,NA,471.757,1428.565,-4878.907,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,31,AD,Fish milling/hovering,NA,NO LENGTH - hidden by rocks,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,56136,02:00.2,NA,NA,NA,17.051,1.095,2936.238,6.04,NA,NA,-168.805,247.099,-2920.949,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,32,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,57361,02:41.0,NA,NA,NA,30.708,1.683,3836.795,31.935,NA,NA,-2003.51,310.597,-3257.372,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,59173,03:41.4,NA,NA,NA,25.073,1.071,3439.052,33.08,NA,NA,-1796.713,531.812,-2883.761,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,yelloweye,145,145,34,SU,Fish milling/hovering,NA,NO LENGTH - facing ROV,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,60105,04:12.5,NA,NA,NA,27.474,0.964,3482.929,27.402,NA,NA,1524.849,481.896,-3094.093,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,35,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,62531,05:33.4,NA,NA,NA,31.807,0.376,3961.636,31.734,NA,NA,2073.485,192.902,-3370.165,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,silvergray,157,157,36,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,63711,06:12.7,NA,NA,NA,29.159,0.939,3607.33,15.23,NA,NA,-570.156,742.958,-3483.643,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,37,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,64770,06:48.0,NA,NA,NA,10.16,0.412,2305.389,2.603,NA,NA,-47.009,84.346,-2303.366,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,38,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,68270,08:44.7,NA,NA,NA,46.501,0.052,4437.902,23.634,NA,NA,1546.289,-896.232,-4062.11,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,39,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,71207,10:22.6,NA,NA,NA,23.524,0.695,3227.466,20.185,NA,NA,1071.266,292.26,-3030.43,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,40,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,73946,11:53.9,NA,NA,NA,23.279,0.817,3182.356,27.964,NA,NA,-1398.084,510.417,-2812.868,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,41,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,76142,13:07.1,NA,NA,NA,22.292,1.161,3134.568,17.996,NA,NA,887.206,376.236,-2982.755,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,42,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,76919,13:33.0,NA,NA,NA,18.09,0.926,2936.634,11.108,NA,NA,-547.534,131.02,-2882.162,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,43,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,79753,15:07.4,NA,NA,NA,48.908,2.348,4570.131,20.176,NA,NA,1122.307,1089.656,-4294.086,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,44,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,81934,16:20.1,NA,NA,NA,20.72,0.911,3027.501,15.65,NA,NA,-662.314,466.196,-2917.15,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,45,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,82863,16:51.1,NA,NA,NA,23.58,2.75,3179.085,19.52,NA,NA,-891.121,566.142,-2998.661,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,46,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,84476,17:44.9,NA,NA,NA,24.527,0.273,3329.308,14.959,NA,NA,776.369,355.664,-3217.925,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,47,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,85499,18:19.0,NA,NA,NA,10.812,0.221,2184.575,21.607,NA,NA,-795.646,-126.838,-2030.573,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,48,,,NA,,NA
SL_2022_CSEO_Dive_08_11-20-06.000.avi,85651,18:24.0,NA,NA,NA,11.87,0.379,2375.459,10.244,NA,NA,-395.257,139.786,-2338.169,1,KelliiWood,115,N/A,2022,8,12,Line,rockfish,rosethorn,150,150,49,,,NA,,NA
SL_2022_CSEO_Dive_09_13-09-48.000.avi,3688,30:04.9,NA,NA,NA,10.11,0.232,2062.162,27.648,NA,NA,-811.965,-513.706,-1824.646,1,KelliiWood,100,N/A,2022,9,10,Line,rockfish,rosethorn,150,150,1,,,NA,,NA
SL_2022_CSEO_Dive_09_13-09-48.000.avi,4583,30:34.8,NA,NA,NA,10.498,0.173,2326.162,3.453,NA,NA,-134.76,-47.605,-2321.767,1,KelliiWood,100,N/A,2022,9,10,Line,rockfish,rosethorn,150,150,2,,,NA,,NA
SL_2022_CSEO_Dive_09_13-09-48.000.avi,4872,30:44.4,NA,NA,NA,28.069,1.096,3666.87,14.279,NA,NA,-12.745,890.073,-3557.182,1,KelliiWood,100,N/A,2022,9,10,Line,rockfish,canary,146,146,3,,,NA,,NA
