"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"303","B[1,24]",5774.754,749.267,4393.984,5755.137,7347.921,FALSE,1,1.002,3000
"304","B[2,24]",1515.826,308.965,970.595,1497.215,2156.045,FALSE,1,1,2601
"305","B[3,24]",7207.795,755.814,5813.757,7189.025,8789.646,FALSE,1,1,2575
"306","B[4,24]",6997.938,839.617,5494.287,6937.792,8797.008,FALSE,1,1.002,1916
"307","B[1,25]",5664.351,724.853,4317.287,5644.213,7179.457,FALSE,1,1.002,3000
"308","B[2,25]",1482.363,296.799,968.253,1460.169,2113.026,FALSE,1,1,2974
"309","B[3,25]",7005.898,715.233,5659.223,6974.807,8470.557,FALSE,1,1,3000
"310","B[4,25]",6835.612,816.158,5328.989,6798.444,8571.341,FALSE,1,1.002,2674
"311","B[1,26]",5435.84,685.75,4174.322,5418.331,6823.5,FALSE,1,1.002,3000
"312","B[2,26]",1442.701,284.534,948,1426.003,2054.843,FALSE,1,1,3000
"313","B[3,26]",6716.072,673.552,5440.789,6684.8,8111.941,FALSE,1,1,3000
"314","B[4,26]",6625.151,780.613,5208.236,6587.643,8338.581,FALSE,1,1.002,2342
"315","B[1,27]",5159.812,650.86,3941.858,5143.471,6467.503,FALSE,1,1.002,3000
"316","B[2,27]",1373.154,271.178,895.241,1355.006,1966.784,FALSE,1,1,3000
"317","B[3,27]",6400.092,632.393,5237.929,6394.059,7668.186,FALSE,1,1,2725
"318","B[4,27]",6321.244,742.445,4983.822,6296.629,7945.694,FALSE,1,1.002,1533
"319","B[1,28]",4940.219,615.405,3805.258,4922.485,6202.636,FALSE,1,1.002,2353
"320","B[2,28]",1271.509,255.674,814.128,1253,1823.609,FALSE,1,1,3000
"321","B[3,28]",6053.346,584.383,4968.257,6045.385,7270.021,FALSE,1,1,3000
"322","B[4,28]",6008.354,701.647,4726.438,5967.512,7475.392,FALSE,1,1.003,2527
"323","B[1,29]",4786.139,590.403,3706.563,4770.626,5993.898,FALSE,1,1.002,1910
"324","B[2,29]",1218.879,245.535,782.127,1203.787,1739.955,FALSE,1,1,3000
"325","B[3,29]",5768.399,558.039,4742.623,5748.15,6925.522,FALSE,1,1,3000
"326","B[4,29]",5811.179,673.563,4537.835,5785.535,7185.437,FALSE,1,1.004,2582
"327","B[1,30]",4693.514,572.888,3618.042,4670.232,5837.96,FALSE,1,1.001,1726
"328","B[2,30]",1201.83,239.449,775.45,1183.282,1725.735,FALSE,1,1,3000
"329","B[3,30]",5663.665,537.4,4658.161,5649.638,6791.514,FALSE,1,1,3000
"330","B[4,30]",5725.695,659.851,4497.253,5693.195,7119.164,FALSE,1,1.004,2811
"331","B[1,31]",4503.83,560.978,3440.308,4472.419,5644.379,FALSE,1,1.002,1961
"332","B[2,31]",1185.335,233.325,773.077,1167.367,1696.336,FALSE,1,1,3000
"333","B[3,31]",5533.086,505.369,4621.394,5522.04,6608.16,FALSE,1,1,3000
"334","B[4,31]",5581.544,633.105,4395.997,5561.294,6893.498,FALSE,1,1.004,2162
"335","B[1,32]",4371.448,548.475,3374.112,4345.281,5495.631,FALSE,1,1.003,971
"336","B[2,32]",1160.744,227.246,769.432,1140.322,1661.925,FALSE,1,1,3000
"337","B[3,32]",5361.03,469.292,4510.663,5324.985,6355.875,FALSE,1,1,3000
"338","B[4,32]",5401.807,607.904,4299.545,5364.134,6675.146,FALSE,1,1.003,3000
"339","B[1,33]",4293.475,538.456,3338.312,4266.856,5407.276,FALSE,1,1.002,1048
"340","B[2,33]",1153.548,220.994,768.336,1133.808,1640.892,FALSE,1,1,3000
"341","B[3,33]",5274.394,433.955,4453.734,5254.925,6163.866,FALSE,1,1,3000
"342","B[4,33]",5304.618,587.209,4236.375,5264.372,6552.827,FALSE,1,1.003,3000
"343","B[1,34]",4269.358,534.492,3305.453,4238.536,5382.935,FALSE,1,1.002,1161
"344","B[2,34]",1167.01,221.637,781.013,1147.454,1650.087,FALSE,1,1,3000
"345","B[3,34]",5266.126,446.744,4445.278,5250.544,6183.387,FALSE,1,1,3000
"346","B[4,34]",5292.552,577.809,4253.158,5241.751,6522.661,FALSE,1,1.003,2485
"347","B[1,35]",4318.876,531.798,3361.13,4298.046,5404.399,FALSE,1,1.002,991
"348","B[2,35]",1195.111,222.6,794.693,1173.536,1672.46,FALSE,1,1,3000
"349","B[3,35]",5343.552,449.272,4520.864,5325.901,6224.441,FALSE,1,1,3000
"350","B[4,35]",5354.801,594.499,4287.984,5311.275,6596.807,FALSE,1,1.004,2790
"351","B[1,36]",4327.12,523.277,3386.653,4295.495,5417.052,FALSE,1,1.002,935
"352","B[2,36]",1211.682,221.502,820.405,1195.056,1686.081,FALSE,1,1,3000
"353","B[3,36]",5385.512,445.313,4569.966,5372.734,6301.889,FALSE,1,1.001,3000
"354","B[4,36]",5400.575,589.084,4339.136,5364.601,6617.241,FALSE,1,1.003,2809
"355","B[1,37]",4358.259,534.136,3390.853,4328.463,5462.653,FALSE,1,1.002,1036
"356","B[2,37]",1232.318,222.374,843.477,1214.73,1705.231,FALSE,1,1,3000
"357","B[3,37]",5453.354,429.033,4653.159,5436.004,6337.992,FALSE,1,1.001,3000
"358","B[4,37]",5476.663,590.772,4405.9,5438.733,6761.37,FALSE,1,1.003,2092
"359","B[1,38]",4378.406,532.103,3407.347,4354.952,5519.86,FALSE,1,1.003,777
"360","B[2,38]",1251.49,230.717,846.612,1230.015,1747.668,FALSE,1,1,3000
"361","B[3,38]",5508.892,438.92,4692.601,5483.983,6414.017,FALSE,1,1,3000
"362","B[4,38]",5538.449,596.362,4483.769,5509.8,6815.73,FALSE,1,1.003,2257
"363","B[1,39]",4413.76,554.708,3378.383,4387.684,5567.018,FALSE,1,1.003,713
"364","B[2,39]",1288.593,241.349,870.577,1266.869,1826.66,FALSE,1,1,3000
"365","B[3,39]",5627.222,442.495,4817.032,5611.716,6546.96,FALSE,1,1,3000
"366","B[4,39]",5674.013,585.208,4644.317,5643.921,6928.066,FALSE,1,1.002,2379
"367","B[1,40]",4477.968,597.076,3403.788,4442.989,5727.395,FALSE,1,1.004,559
"368","B[2,40]",1326.508,255.837,890.35,1305.227,1884.159,FALSE,1,1,3000
"369","B[3,40]",5721.614,489.096,4846.225,5689.222,6744.785,FALSE,1,1,3000
"370","B[4,40]",5815.232,605.722,4707.053,5776.691,7051.03,FALSE,1,1.001,3000
"371","B[1,41]",4596.807,637.194,3453.211,4554.6,5909.101,FALSE,1,1.003,768
"372","B[2,41]",1365.824,268.317,902.379,1346.923,1948.51,FALSE,1,1,2890
"373","B[3,41]",5873.845,535.96,4893.317,5839.594,7020.386,FALSE,1,1.001,2920
"374","B[4,41]",5921.59,626.542,4789.552,5889.72,7194.512,FALSE,1,1.002,1582
"375","B[1,42]",4636.167,673.496,3434.882,4588.71,6040.546,FALSE,1,1.003,957
"376","B[2,42]",1381.463,280.281,898.228,1363.595,1990.947,FALSE,1,1.001,1808
"377","B[3,42]",5925.915,580.426,4882.553,5899.605,7153.738,FALSE,1,1.001,1476
"378","B[4,42]",5973.367,670.316,4777.713,5940.641,7343.04,FALSE,1,1.003,959
"379","B[1,43]",4602.164,703.718,3359.302,4563.237,6157.968,FALSE,1,1.003,1117
"380","B[2,43]",1385.732,290.081,885.3,1368.38,1998.717,FALSE,1,1.001,1309
"381","B[3,43]",5949.058,617.08,4885.261,5901.971,7277.729,FALSE,1,1.002,1016
"382","B[4,43]",5992.664,719.554,4702.447,5956.15,7523.778,FALSE,1,1.003,766
"383","B[1,44]",4573.949,753.454,3258.357,4531.134,6212.984,FALSE,1,1.004,666
"384","B[2,44]",1397.549,303.071,876.813,1378.764,2045.196,FALSE,1,1.001,1411
"385","B[3,44]",5972.254,687.567,4753.747,5923.772,7465.136,FALSE,1,1.001,1480
"386","B[4,44]",6014.72,777.838,4633.531,5967.383,7629.209,FALSE,1,1.002,1154
"387","B[1,45]",4579.292,796.012,3205.374,4509.558,6329.859,FALSE,1,1.004,647
"388","B[2,45]",1406.304,320.196,868.719,1385.484,2086.246,FALSE,1,1.001,1198
"389","B[3,45]",5985.899,764.081,4693.29,5923.587,7670.19,FALSE,1,1.001,1280
"390","B[4,45]",6009.254,842.594,4537.625,5951.64,7791.645,FALSE,1,1.002,1087
"391","B[1,46]",4578.387,836.052,3163.867,4509.318,6447.526,FALSE,1,1.004,567
"392","B[2,46]",1412.797,335.139,850.91,1386.404,2120,FALSE,1,1.001,1069
"393","B[3,46]",5990.804,826.87,4561.892,5916.985,7828.572,FALSE,1,1.001,1171
"394","B[4,46]",5994.898,895.527,4472.145,5935.404,7913.61,FALSE,1,1.002,1081
"395","B[1,47]",4582.336,875.249,3081.986,4502.583,6483.031,FALSE,1,1.005,510
"396","B[2,47]",1420.843,350.504,828.813,1390.761,2177.979,FALSE,1,1.001,1235
"397","B[3,47]",6001.557,883.391,4501.744,5910.068,7929.567,FALSE,1,1.001,1536
"398","B[4,47]",5986.948,945.352,4374.812,5909.481,7989.495,FALSE,1,1.002,1502
"399","B[1,48]",4580.422,921.553,3012.935,4504.27,6644.242,FALSE,1,1.004,589
"400","B[2,48]",1426.818,367.998,817.985,1394.703,2257.357,FALSE,1,1.001,1446
"401","B[3,48]",6003.888,950.935,4390.567,5910.56,8053.916,FALSE,1,1,2267
"402","B[4,48]",5969.388,995.944,4308.505,5882.538,8075.743,FALSE,1,1.001,2270
"403","B[1,49]",4585.287,954.822,2947.193,4504.511,6656.559,FALSE,1,1.004,668
"404","B[2,49]",1435.171,382.349,797.471,1396.541,2290.714,FALSE,1,1.001,1601
"405","B[3,49]",6017.476,1009.951,4297.468,5920.823,8167.548,FALSE,1,1,3000
"406","B[4,49]",5963.768,1045.404,4222.482,5877.963,8218.632,FALSE,1,1.001,3000
"407","B[1,50]",4586.847,989.744,2877.478,4504.045,6741.78,FALSE,1,1.003,823
"408","B[2,50]",1443.379,401.312,789.502,1404.163,2340.12,FALSE,1,1.001,1194
"409","B[3,50]",6026.062,1063.781,4226.531,5913.612,8362.897,FALSE,1,1.001,2469
"410","B[4,50]",5954.033,1096.084,4155.013,5849.167,8358.25,FALSE,1,1.002,1987
"411","B[1,51]",4593.211,1031.151,2841.921,4483.401,6884.175,FALSE,1,1.003,763
"412","B[2,51]",1452.157,418.155,779.15,1409.519,2389.808,FALSE,1,1.001,1247
"413","B[3,51]",6041.906,1131.103,4132.6,5912.96,8537.531,FALSE,1,1.001,2828
"414","B[4,51]",5951.223,1155.193,4047.671,5818.86,8564.203,FALSE,1,1.002,2482
"415","B[1,52]",4599.724,1072.566,2766.893,4488.762,6954.481,FALSE,1,1.003,783
"416","B[2,52]",1461.13,435.903,764.658,1413.665,2428.037,FALSE,1,1.001,1242
"417","B[3,52]",6057.809,1197.418,4021.95,5930.606,8637.584,FALSE,1,1.001,2807
"418","B[4,52]",5946.733,1201.499,3983.063,5800.555,8699.139,FALSE,1,1.001,2643
"419","B[1,53]",4605.254,1109.628,2714.739,4497.196,7029.114,FALSE,1,1.002,959
"420","B[2,53]",1470.364,454.1,741.506,1417.915,2465.601,FALSE,1,1.001,1084
"421","B[3,53]",6070.99,1247.034,3957.147,5961.783,8722.638,FALSE,1,1.001,2825
"422","B[4,53]",5941.294,1241.958,3913.748,5789.181,8789.061,FALSE,1,1.001,2386
"423","B[1,54]",4606.036,1149.424,2664.849,4497.447,7110.913,FALSE,1,1.002,1024
"424","B[2,54]",1478.146,473.636,726.634,1423.107,2489.686,FALSE,1,1.001,1103
"425","B[3,54]",6077.998,1301.551,3904.529,5939.395,8952.268,FALSE,1,1.001,3000
"426","B[4,54]",5929.179,1279.668,3858.896,5775.431,8842.852,FALSE,1,1.001,2769
"427","B[1,55]",4600.462,1174.078,2609.465,4495.431,7200.886,FALSE,1,1.002,991
"428","B[2,55]",1483.73,487.923,710.182,1421.73,2546.105,FALSE,1,1.002,1064
"429","B[3,55]",6079.136,1345.312,3789.747,5962.912,8956.683,FALSE,1,1.001,2914
"430","B[4,55]",5911.928,1309.698,3775.193,5766.132,8817.952,FALSE,1,1.001,2646
"431","B[1,56]",4608.347,1203.531,2545.418,4485.641,7232.458,FALSE,1,1.002,1050
"432","B[2,56]",1494.551,510.248,702.24,1431.594,2628.583,FALSE,1,1.002,918
"433","B[3,56]",6097.861,1395.867,3733.888,5978.976,9184.627,FALSE,1,1.001,2454
"434","B[4,56]",5911.762,1346.896,3704.211,5759.459,8929.099,FALSE,1,1.001,2264
"435","B[1,57]",4603.596,1241.536,2522.175,4472.847,7362.611,FALSE,1,1.002,946
"436","B[2,57]",1499.792,526.668,686.765,1435.306,2659.406,FALSE,1,1.002,841
"437","B[3,57]",6097.638,1445.052,3682.536,5959.348,9261.459,FALSE,1,1.002,1985
"438","B[4,57]",5894.148,1384.389,3643.725,5744.293,8943.801,FALSE,1,1.002,1824
"439","B[1,58]",4597.734,1276.064,2471.717,4451.614,7356.925,FALSE,1,1.002,1041
"440","B[2,58]",1505.091,546.018,660.784,1436.447,2690.013,FALSE,1,1.002,939
"441","B[3,58]",6095.524,1492.096,3608.443,5935.534,9374.754,FALSE,1,1.001,2920
"442","B[4,58]",5875.734,1427.775,3561.53,5732.965,9003.776,FALSE,1,1.001,2565
"443","B[1,59]",4596.385,1315.365,2423.958,4461.362,7480.774,FALSE,1,1.002,938
"444","B[2,59]",1511.296,561.883,645.722,1441.252,2800.444,FALSE,1,1.002,901
"445","B[3,59]",6101.799,1555.544,3519.614,5945.469,9513.749,FALSE,1,1.001,2502
"446","B[4,59]",5864.705,1481.86,3447.809,5688.393,9185.539,FALSE,1,1.001,2480
"447","B[1,60]",4591.447,1352.39,2365.903,4445.825,7565.977,FALSE,1,1.002,841
"448","B[2,60]",1516.774,580.255,636.327,1442.207,2807.862,FALSE,1,1.002,975
"449","B[3,60]",6100.783,1602.708,3456.511,5940.37,9631.111,FALSE,1,1.001,2720
"450","B[4,60]",5846.067,1518.579,3390.941,5656.527,9307.937,FALSE,1,1.001,3000
"451","B[1,61]",4593.544,1393.102,2298.124,4426.43,7692.485,FALSE,1,1.002,980
"452","B[2,61]",1524.688,600.632,610.297,1446.909,2862.059,FALSE,1,1.001,1102
"453","B[3,61]",6109.788,1661.583,3412.117,5939.701,9887.597,FALSE,1,1,3000
"454","B[4,61]",5835.852,1556.7,3353.165,5632.028,9375.492,FALSE,1,1.001,3000
"455","B[1,62]",4594.751,1426.439,2268.149,4418.79,7764.626,FALSE,1,1.002,943
"456","B[2,62]",1532.41,618.009,599.982,1455.634,2897.015,FALSE,1,1.001,1176
"457","B[3,62]",6118.925,1710.262,3375.337,5903.935,9893.484,FALSE,1,1,3000
"458","B[4,62]",5827.502,1595.114,3305.58,5600.406,9398.109,FALSE,1,1.001,3000
"459","B[1,63]",4595.183,1462.101,2243.744,4424.156,7810.885,FALSE,1,1.001,1097
"460","B[2,63]",1540.621,640.406,573.65,1458.398,2952.93,FALSE,1,1.001,1315
"461","B[3,63]",6126.37,1763.064,3291.641,5922.45,10045.247,FALSE,1,1,3000
"462","B[4,63]",5817.508,1635.21,3245.867,5581.211,9464.805,FALSE,1,1.001,3000
"463","B[1,64]",4597.822,1503.25,2165.024,4396.855,7924.755,FALSE,1,1.001,1118
"464","B[2,64]",1548.662,661.341,557.978,1461.55,3031.215,FALSE,1,1.001,1302
"465","B[3,64]",6136.433,1825.564,3219.102,5893.243,10252.836,FALSE,1,1,3000
"466","B[4,64]",5810.054,1683.301,3212.265,5583.237,9643.485,FALSE,1,1.001,3000
"467","B[1,65]",4601.452,1540.134,2124.204,4408.78,7977.444,FALSE,1,1.001,1449
"468","B[2,65]",1556.932,677.86,547.828,1466.424,3071.644,FALSE,1,1.001,1293
"469","B[3,65]",6148.58,1883.244,3122.096,5926.843,10279.225,FALSE,1,1,3000
"470","B[4,65]",5805.157,1730.325,3119.947,5577.685,9681.33,FALSE,1,1.001,3000
"471","B[1,66]",4600.927,1569.928,2059.647,4395.644,7994.001,FALSE,1,1.001,1318
"472","B[2,66]",1563.9,696.307,531.683,1473.956,3134.252,FALSE,1,1.001,1348
"473","B[3,66]",6154.84,1927.037,3106.291,5909.971,10359.301,FALSE,1,1,3000
"474","B[4,66]",5794.707,1764.587,3060.917,5562.717,9690.934,FALSE,1,1.001,3000
"475","B[1,67]",4598.075,1606.356,2027.849,4399.523,8102.745,FALSE,1,1.001,1489
"476","B[2,67]",1570.218,716.705,516.456,1473.547,3175.681,FALSE,1,1.002,1157
"477","B[3,67]",6156.819,1973.613,3042.989,5949.272,10458.236,FALSE,1,1,3000
"478","B[4,67]",5779.128,1792.772,2999.814,5531.987,9734.978,FALSE,1,1.001,3000
"479","B[1,68]",4598.494,1638.863,1972.293,4408.476,8141.47,FALSE,1,1.001,1837
"480","B[2,68]",1578.216,734.544,498.356,1477.026,3244.527,FALSE,1,1.002,1078
"481","B[3,68]",6164.055,2015.999,2973.399,5946.178,10653.942,FALSE,1,1,3000
"482","B[4,68]",5768.454,1818.338,2891.971,5530.618,9760.741,FALSE,1,1.001,3000
"483","B[1,69]",4591.227,1665.434,1937.478,4402.038,8176.821,FALSE,1,1.001,1945
"484","B[2,69]",1584.077,754.525,473.939,1477.828,3276.4,FALSE,1,1.002,1038
"485","B[3,69]",6162.109,2052.85,2940.948,5952.15,10747.088,FALSE,1,1.001,3000
"486","B[4,69]",5751.008,1849.608,2840.947,5512.531,9897.944,FALSE,1,1.002,3000
"487","B[1,70]",4582.892,1689.13,1889.665,4386.953,8254.465,FALSE,1,1.001,2570
"488","B[2,70]",1588.533,768.431,457.058,1490.877,3283.929,FALSE,1,1.002,955
"489","B[3,70]",6155.624,2079.216,2894.545,5939.638,10706.65,FALSE,1,1.001,3000
"490","B[4,70]",5733.212,1879.036,2792.531,5470.077,9931.534,FALSE,1,1.002,3000
"491","B[1,71]",4584.34,1726.577,1827.229,4360.73,8424.95,FALSE,1,1.001,2311
"492","B[2,71]",1596.722,788.456,434.352,1483.408,3370.111,FALSE,1,1.002,951
"493","B[3,71]",6162.787,2125.808,2804.684,5884.403,10895.047,FALSE,1,1.001,3000
"494","B[4,71]",5724.263,1915.463,2760.793,5447.901,10061.772,FALSE,1,1.002,3000
"495","B[1,72]",4576.764,1746.475,1797.027,4365.686,8414.656,FALSE,1,1.001,2041
"496","B[2,72]",1602.481,810.417,413.488,1493.455,3461.611,FALSE,1,1.002,956
"497","B[3,72]",6160.848,2163.893,2719.763,5908.397,10998.689,FALSE,1,1.001,3000
"498","B[4,72]",5705.876,1939.775,2716.803,5421.568,10108.705,FALSE,1,1.002,3000
"499","B[1,73]",4580.695,1778.702,1754.415,4369.634,8440.752,FALSE,1,1.001,1831
"500","B[2,73]",1611.029,830.495,399.622,1493.311,3521.269,FALSE,1,1.002,917
"501","B[3,73]",6172.824,2208.437,2675.416,5885.222,11010.298,FALSE,1,1.001,3000
"502","B[4,73]",5701.629,1976.599,2665.449,5401.406,10260.696,FALSE,1,1.002,3000
"503","B[1,74]",4581.063,1817.907,1710.673,4356.716,8640.143,FALSE,1,1.001,2120
"504","B[2,74]",1618.229,852.01,383.111,1510.641,3568.927,FALSE,1,1.002,898
"505","B[3,74]",6177.638,2258.362,2665.565,5872.612,11197.1,FALSE,1,1.001,3000
"506","B[4,74]",5689.209,2008.569,2610.567,5369.051,10361.418,FALSE,1,1.002,3000
"507","B[1,75]",4577.73,1846.865,1680.861,4353.361,8618.601,FALSE,1,1.001,1892
"508","B[2,75]",1624.527,870.248,371.315,1516.814,3652.65,FALSE,1,1.002,876
"509","B[3,75]",6179.048,2293.997,2551.988,5890.173,11358.203,FALSE,1,1.001,3000
"510","B[4,75]",5675.214,2035.963,2567.707,5379.121,10415.43,FALSE,1,1.001,3000
"511","B[1,76]",4567.936,1876.369,1611.848,4361.104,8696.467,FALSE,1,1.001,1885
"512","B[2,76]",1628.964,890.793,347.815,1512.622,3735.356,FALSE,1,1.002,871
"513","B[3,76]",6172.09,2334.44,2504.894,5885.858,11538.897,FALSE,1,1.001,3000
"514","B[4,76]",5654.374,2069.255,2487.211,5365.655,10516.4,FALSE,1,1.002,3000
"515","B[1,77]",4556.545,1896.365,1576.236,4352.002,8710.621,FALSE,1,1.001,2059
"516","B[2,77]",1634.544,912.168,328.208,1511.406,3772.928,FALSE,1,1.002,879
"517","B[3,77]",6165.021,2366.197,2457.506,5907.077,11548.989,FALSE,1,1.001,3000
"518","B[4,77]",5632.72,2092.846,2440.795,5329.836,10514.853,FALSE,1,1.002,3000
"519","B[1,78]",4552.632,1933.918,1519.948,4345.254,8808.908,FALSE,1,1.001,2187
"520","B[2,78]",1640.719,933.913,306.039,1512.358,3836.148,FALSE,1,1.002,968
"521","B[3,78]",6165.895,2417.072,2390.761,5910.594,11743.621,FALSE,1,1.001,3000
"522","B[4,78]",5615.589,2119.057,2380.706,5289.577,10543.52,FALSE,1,1.002,3000
"523","B[1,79]",4550.233,1960.445,1465.973,4370.195,8826.662,FALSE,1,1.001,2340
"524","B[2,79]",1648.308,957.657,284.991,1519.357,3900.282,FALSE,1,1.003,838
"525","B[3,79]",6170.139,2453.51,2322.379,5906.578,11740.78,FALSE,1,1.001,3000
"526","B[4,79]",5604.377,2142.77,2304.783,5325.211,10469.868,FALSE,1,1.002,3000
"527","B[1,80]",4540.673,1996.727,1405.296,4338.445,8957.316,FALSE,1,1.001,2117
"528","B[2,80]",1651.788,975.025,269.641,1530.314,3872.484,FALSE,1,1.003,884
"529","B[3,80]",6162.824,2495.041,2283.644,5905.452,11704.875,FALSE,1,1.001,3000
"530","B[4,80]",5583.542,2177.574,2260.784,5300.902,10421.701,FALSE,1,1.002,3000
"531","B[1,81]",4538.746,2031.935,1370.987,4329.085,9098.93,FALSE,1,1.001,1934
"532","B[2,81]",1659.837,999.217,251.882,1535.239,3916.372,FALSE,1,1.002,1026
"533","B[3,81]",6167.029,2537.51,2208.923,5859.972,11749.63,FALSE,1,1,3000
"534","B[4,81]",5572.931,2216.565,2175.373,5235.179,10636.492,FALSE,1,1.002,3000
"535","B[1,82]",4532.332,2061.664,1330.285,4325.146,9158.512,FALSE,1,1.001,2188
"536","B[2,82]",1665.23,1020.842,230.648,1534.562,4010.37,FALSE,1,1.003,908
"537","B[3,82]",6165.078,2578.068,2110.327,5860.924,11967.717,FALSE,1,1.001,3000
"538","B[4,82]",5556.079,2244.622,2101.273,5234.73,10782.603,FALSE,1,1.002,3000
"539","B[1,83]",4519.803,2094.273,1288.172,4275.06,9208.492,FALSE,1,1.001,2122
"540","B[2,83]",1669.376,1042.179,216.215,1533.161,4016.293,FALSE,1,1.003,932
"541","B[3,83]",6155.883,2621.672,2075.12,5873.654,12056.413,FALSE,1,1.001,3000
"542","B[4,83]",5532.154,2270.779,2072.679,5226.205,10719.222,FALSE,1,1.002,3000
"543","B[1,84]",4517.834,2125.64,1229.977,4304.501,9254.593,FALSE,1,1.001,1804
"544","B[2,84]",1676.529,1064.578,197.036,1540.524,4027.354,FALSE,1,1.003,1015
"545","B[3,84]",6160.643,2660.67,2007.522,5853.02,12230.867,FALSE,1,1.001,3000
"546","B[4,84]",5521.708,2302.287,2013.662,5198.876,10787.706,FALSE,1,1.002,3000
"547","B[1,85]",4516.025,2157.867,1176.556,4294.338,9376.193,FALSE,1,1.001,1517
"548","B[2,85]",1683.351,1079.097,177.636,1554.351,4115.255,FALSE,1,1.002,1072
"549","B[3,85]",6167.304,2712.261,1977.677,5881.796,12255.108,FALSE,1,1,3000
"550","B[4,85]",5510.579,2327.493,1965.736,5201.027,10845.714,FALSE,1,1.001,3000
"551","B[1,86]",4513.013,2183.773,1150.288,4297.632,9274.859,FALSE,1,1.001,1499
"552","B[2,86]",1690.814,1099.673,156.735,1558.857,4113.587,FALSE,1,1.002,1092
"553","B[3,86]",6170.285,2750.284,1931.24,5882.852,12491.964,FALSE,1,1,3000
"554","B[4,86]",5497.288,2349.635,1926.472,5190.809,10883.859,FALSE,1,1.001,3000
"555","B[1,87]",4505.597,2205.152,1127.997,4322.524,9341.64,FALSE,1,1.001,1663
"556","B[2,87]",1695.921,1119.612,140.216,1562.87,4204.968,FALSE,1,1.002,1037
"557","B[3,87]",6166.057,2780.364,1847.52,5879.347,12398.227,FALSE,1,1,3000
"558","B[4,87]",5478.98,2367.046,1859.648,5195.665,10961.677,FALSE,1,1.001,3000
"559","B[1,88]",4497.642,2232.888,1079.775,4278.515,9462.231,FALSE,1,1.001,1526
"560","B[2,88]",1702.49,1145.355,121.992,1568.561,4172.003,FALSE,1,1.002,1013
"561","B[3,88]",6162.901,2816.627,1783.897,5854.767,12499.15,FALSE,1,1,3000
"562","B[4,88]",5460.596,2389.729,1807.074,5189.154,10971.222,FALSE,1,1.001,3000
"563","B[1,89]",4485.213,2260.281,1039.603,4305.107,9493.8,FALSE,1,1.001,1281
"564","B[2,89]",1705.462,1165.136,102.889,1571.505,4304.584,FALSE,1,1.002,1109
"565","B[3,89]",6149.162,2839.805,1740.242,5845.154,12630.419,FALSE,1,1,3000
"566","B[4,89]",5434.296,2403.335,1752.025,5187.963,10882.073,FALSE,1,1.001,3000
"567","B[1,90]",4486.726,2293.592,1004.673,4306.299,9625.148,FALSE,1,1.001,1276
"568","B[2,90]",1713.332,1184.312,87.414,1575.714,4310.734,FALSE,1,1.002,1059
"569","B[3,90]",6157.812,2881.945,1696.735,5859.351,12645.835,FALSE,1,1,3000
"570","B[4,90]",5426.015,2425.57,1700.895,5143.045,10981.432,FALSE,1,1.001,3000
"571","B[1,91]",4480.837,2325.156,961.847,4274.421,9640.793,FALSE,1,1.001,1223
"572","B[2,91]",1718.24,1206.762,66.752,1577.479,4380.16,FALSE,1,1.002,1094
"573","B[3,91]",6154.854,2915.806,1606.358,5870.614,12748.609,FALSE,1,1,3000
"574","B[4,91]",5410.318,2455.606,1674.748,5135.053,11026.777,FALSE,1,1.001,3000
"575","B[1,92]",4484.003,2362.083,907.078,4276.252,9778.012,FALSE,1,1.001,1312
"576","B[2,92]",1728.559,1238.313,45.697,1580.797,4374.766,FALSE,1,1.002,1057
"577","B[3,92]",6165.572,2961.457,1547.404,5908.451,12709.303,FALSE,1,1,3000
"578","B[4,92]",5404.597,2490.441,1607.865,5113.931,11003.91,FALSE,1,1.001,3000
"579","B[1,93]",4474.869,2384.946,860.363,4278.936,9842.679,FALSE,1,1.001,1250
"580","B[2,93]",1731.314,1250.995,26.46,1584.624,4431.541,FALSE,1,1.002,1181
"581","B[3,93]",6158.429,2990.334,1480.895,5888.474,12781.096,FALSE,1,1,3000
"582","B[4,93]",5386.029,2510.23,1554.548,5088.34,10916.952,FALSE,1,1.001,3000
"583","D[1,1]",21.167,17.155,2.149,16.707,67.658,FALSE,1,1.001,3000
"584","D[2,1]",10.117,8.432,1.561,7.751,32.829,FALSE,1,1,3000
"585","D[3,1]",7.951,6.988,1,6.21,26.342,FALSE,1,1.002,3000
"586","D[4,1]",4.186,2.816,1,3.513,11.467,FALSE,1,1,3000
"587","D[1,2]",23.017,16.989,5.009,18.665,66.554,FALSE,1,1.002,2128
"588","D[2,2]",11.282,8.858,2.264,9.016,33.425,FALSE,1,1.007,3000
"589","D[3,2]",9.267,7.811,1,7.429,29.231,FALSE,1,1.002,1471
"590","D[4,2]",3.713,2.746,1,2.98,11.094,FALSE,1,1,3000
"591","D[1,3]",17.788,12.159,3.918,14.636,48.839,FALSE,1,1.001,3000
"592","D[2,3]",10.78,8.442,1.863,8.465,33.652,FALSE,1,1.002,3000
"593","D[3,3]",14.298,9.371,2.439,12.334,38.612,FALSE,1,1.001,3000
"594","D[4,3]",5.2,3.513,1.251,4.344,14.368,FALSE,1,1.004,3000
"595","D[1,4]",20.84,13.928,4.935,17.258,57.656,FALSE,1,1.003,1843
