"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"199","PE[60]",0,0.04,-0.081,0.001,0.08,TRUE,0.493,1,3000
"200","PE[61]",0,0.04,-0.081,0,0.081,TRUE,0.5,1.001,3000
"201","PE[62]",0.001,0.04,-0.08,0.001,0.081,TRUE,0.509,1.001,1836
"202","PE[63]",0.001,0.04,-0.082,0.003,0.078,TRUE,0.529,1,3000
"203","PE[64]",-0.001,0.039,-0.082,0,0.078,TRUE,0.496,1,3000
"204","PE[65]",0.001,0.039,-0.078,0,0.08,TRUE,0.499,1.002,1646
"205","PE[66]",0.001,0.04,-0.079,0.002,0.081,TRUE,0.519,1,3000
"206","PE[67]",-0.001,0.04,-0.084,-0.001,0.08,TRUE,0.513,1,3000
"207","PE[68]",0,0.039,-0.08,0,0.079,TRUE,0.496,1,2601
"208","PE[69]",0.001,0.039,-0.08,0.001,0.079,TRUE,0.513,1.001,3000
"209","PE[70]",0,0.039,-0.08,0.001,0.079,TRUE,0.513,1.001,2845
"210","PE[71]",-0.001,0.039,-0.082,0,0.079,TRUE,0.507,1,3000
"211","PE[72]",0,0.039,-0.081,0.001,0.075,TRUE,0.49,1.001,3000
"212","PE[73]",-0.001,0.04,-0.082,-0.001,0.078,TRUE,0.518,1,3000
"213","PE[74]",0.001,0.04,-0.082,0.001,0.079,TRUE,0.51,1.001,1249
"214","PE[75]",0.001,0.04,-0.082,0.001,0.083,TRUE,0.509,1,3000
"215","PE[76]",0,0.04,-0.081,0,0.079,TRUE,0.502,1.002,887
"216","PE[77]",0.001,0.039,-0.08,0,0.079,TRUE,0.503,1,3000
"217","PE[78]",0,0.04,-0.081,0,0.08,TRUE,0.497,1,3000
"218","PE[79]",0,0.04,-0.079,-0.001,0.08,TRUE,0.508,1.001,2286
"219","PE[80]",0.001,0.039,-0.078,0.001,0.079,TRUE,0.511,1.002,3000
"220","PE[81]",0.001,0.039,-0.08,0.001,0.078,TRUE,0.506,1.001,3000
"221","PE[82]",0.001,0.04,-0.081,0.001,0.08,TRUE,0.507,1,2801
"222","PE[83]",0.001,0.04,-0.08,0.002,0.081,TRUE,0.517,1.001,3000
"223","PE[84]",0,0.04,-0.081,0.001,0.078,TRUE,0.513,1,3000
"224","PE[85]",0,0.04,-0.08,0,0.077,TRUE,0.495,1.001,3000
"225","PE[86]",0,0.04,-0.08,0.001,0.08,TRUE,0.513,1.001,2391
"226","PE[87]",0.001,0.04,-0.08,0.001,0.081,TRUE,0.508,1,3000
"227","PE[88]",0.001,0.039,-0.081,0,0.079,TRUE,0.505,1,3000
"228","PE[89]",0,0.039,-0.078,-0.001,0.078,TRUE,0.506,1.001,3000
"229","PE[90]",0,0.039,-0.077,0,0.08,TRUE,0.504,1,3000
"230","PE[91]",0,0.04,-0.08,0,0.079,TRUE,0.506,1,3000
"231","PE[92]",0.001,0.039,-0.081,0.002,0.08,TRUE,0.52,1,3000
"232","PE[93]",0.001,0.04,-0.079,0.001,0.081,TRUE,0.512,1,3000
"233","PE[94]",0.001,0.039,-0.08,0.001,0.078,TRUE,0.514,1,3000
"234","PE[95]",0.001,0.041,-0.082,0.001,0.082,TRUE,0.513,1.001,1697
"235","PE[96]",0.001,0.039,-0.081,0.001,0.078,TRUE,0.513,1,3000
"236","PE[97]",0.001,0.04,-0.08,0.001,0.082,TRUE,0.514,1.001,3000
"237","PE[98]",0.001,0.04,-0.079,0.002,0.079,TRUE,0.515,1,3000
"238","PE[99]",0.002,0.039,-0.079,0.002,0.08,TRUE,0.523,1,3000
"239","PE[100]",0.001,0.039,-0.076,0.001,0.08,TRUE,0.516,1,2777
"240","PE[101]",0.002,0.04,-0.079,0.002,0.081,TRUE,0.527,1.001,3000
"241","PE[102]",0.001,0.04,-0.08,0.001,0.081,TRUE,0.508,1,3000
"242","PE[103]",0.002,0.039,-0.079,0.002,0.082,TRUE,0.523,1.002,788
"243","PE[104]",0.001,0.04,-0.08,0.001,0.083,TRUE,0.512,1.001,1784
"244","PE[105]",0.003,0.04,-0.078,0.003,0.081,TRUE,0.529,1.001,2020
"245","PE[106]",0.002,0.04,-0.077,0.002,0.081,TRUE,0.521,1,3000
"246","PE[107]",0.003,0.038,-0.078,0.003,0.08,TRUE,0.54,1.003,566
"247","PE[108]",0,0.038,-0.077,-0.001,0.078,TRUE,0.51,1,3000
"248","PE[109]",-0.001,0.037,-0.079,-0.001,0.077,TRUE,0.522,1.001,3000
"249","PE[110]",-0.005,0.037,-0.08,-0.005,0.071,TRUE,0.557,1,3000
"250","PE[111]",-0.011,0.037,-0.083,-0.011,0.063,TRUE,0.643,1.001,3000
"251","PE[112]",-0.016,0.036,-0.087,-0.016,0.057,TRUE,0.677,1,3000
"252","PE[113]",-0.018,0.036,-0.087,-0.018,0.054,TRUE,0.708,1.001,1882
"253","PE[114]",-0.019,0.036,-0.088,-0.019,0.056,TRUE,0.725,1,3000
"254","PE[115]",-0.019,0.035,-0.085,-0.019,0.055,TRUE,0.717,1,3000
"255","PE[116]",-0.021,0.035,-0.089,-0.021,0.051,TRUE,0.726,1,2646
"256","PE[117]",-0.026,0.035,-0.092,-0.026,0.047,TRUE,0.776,1,3000
"257","PE[118]",-0.029,0.035,-0.092,-0.029,0.044,TRUE,0.803,1.001,3000
"258","PE[119]",-0.03,0.035,-0.094,-0.03,0.039,TRUE,0.812,1,3000
"259","PE[120]",-0.026,0.035,-0.092,-0.026,0.045,TRUE,0.768,1,3000
"260","PE[121]",-0.022,0.035,-0.091,-0.021,0.048,TRUE,0.741,1,3000
"261","PE[122]",-0.019,0.035,-0.089,-0.018,0.052,TRUE,0.706,1.001,3000
"262","PE[123]",-0.017,0.036,-0.086,-0.016,0.057,TRUE,0.69,1.001,1759
"263","PE[124]",-0.011,0.036,-0.085,-0.01,0.062,TRUE,0.624,1,3000
"264","PE[125]",-0.006,0.036,-0.08,-0.005,0.066,TRUE,0.564,1,3000
"265","PE[126]",0.004,0.036,-0.072,0.004,0.076,TRUE,0.554,1,3000
"266","PE[127]",0.004,0.035,-0.068,0.005,0.073,TRUE,0.56,1.001,2442
"267","PE[128]",0.007,0.035,-0.067,0.008,0.076,TRUE,0.591,1.001,1315
"268","PE[129]",0.01,0.035,-0.067,0.011,0.077,TRUE,0.621,1,3000
"269","PE[130]",0.014,0.035,-0.061,0.013,0.082,TRUE,0.667,1,3000
"270","PE[131]",0.012,0.035,-0.062,0.013,0.079,TRUE,0.664,1.001,1750
"271","PE[132]",0.012,0.035,-0.062,0.012,0.081,TRUE,0.642,1.001,3000
"272","PE[133]",0.004,0.036,-0.071,0.004,0.078,TRUE,0.547,1,2335
"273","PE[134]",-0.001,0.039,-0.08,0,0.08,TRUE,0.501,1,3000
"274","PE[135]",-0.003,0.039,-0.082,-0.003,0.076,TRUE,0.536,1.002,2536
"275","PE[136]",-0.003,0.04,-0.085,-0.002,0.077,TRUE,0.526,1,3000
"276","B[1]",41478.019,12713.718,24955.459,39037.979,74247.909,FALSE,1,1.008,1183
"277","B[2]",41438.725,12717.083,24767.104,39183.393,73227.67,FALSE,1,1.011,1029
"278","B[3]",41419.224,12708.15,24529.88,39061.99,73567.351,FALSE,1,1.01,910
"279","B[4]",41395.624,12799.754,24338.151,39207.442,73370.883,FALSE,1,1.009,1046
"280","B[5]",41378.889,12857.832,24158.207,39215.574,73122.308,FALSE,1,1.008,1217
"281","B[6]",41357.562,12832.059,23839.869,39240.74,73472.21,FALSE,1,1.008,1178
"282","B[7]",41354.829,12817.488,23461.385,39216.142,72792.868,FALSE,1,1.008,1079
"283","B[8]",41255.225,12727.813,23387.216,39119.747,72801.667,FALSE,1,1.007,1220
"284","B[9]",41234.908,12613.696,23119.445,39239.601,71588.517,FALSE,1,1.007,1716
"285","B[10]",41194.874,12506.415,23334.311,39178.989,70978.424,FALSE,1,1.006,1655
"286","B[11]",41159.796,12478.042,23219.387,39215.476,72273.664,FALSE,1,1.006,1722
"287","B[12]",41152.012,12489.748,23252.687,39317.575,71846.527,FALSE,1,1.005,1632
"288","B[13]",41121.898,12464.865,23198.228,39152.716,72221.697,FALSE,1,1.006,1356
"289","B[14]",41085.457,12504.267,23093.32,39240.836,72078.846,FALSE,1,1.006,1277
"290","B[15]",41020.923,12521.096,23289.5,39160.77,71628.308,FALSE,1,1.006,1103
"291","B[16]",40944.126,12473.97,23037.675,39178.543,69948.52,FALSE,1,1.006,1125
"292","B[17]",40859.833,12443.491,22882.339,39121.364,70407.518,FALSE,1,1.005,1180
"293","B[18]",40773.636,12416.928,22884.957,38962.225,69406.517,FALSE,1,1.004,1152
"294","B[19]",40643.645,12281.528,22747.541,38955.058,70039.691,FALSE,1,1.004,1387
"295","B[20]",40546.542,12291.085,22478.562,38982.742,68911.623,FALSE,1,1.005,1440
"296","B[21]",40391.982,12175.914,22551.098,38864.879,69769.806,FALSE,1,1.005,1166
"297","B[22]",40264.746,12097.413,22268.277,38676.151,68746.08,FALSE,1,1.005,1263
"298","B[23]",40123.521,12105.576,21956.314,38618.842,69385.393,FALSE,1,1.005,1197
"299","B[24]",39975.761,12087.297,22068.797,38524.943,68602.234,FALSE,1,1.004,1298
"300","B[25]",39834.437,12003.102,21911.401,38439.092,68399.059,FALSE,1,1.003,1633
"301","B[26]",39606.652,11863.632,21840.2,38281.819,67306.135,FALSE,1,1.003,1615
"302","B[27]",39473.856,11847.725,21730.778,38064.143,66968.118,FALSE,1,1.003,1540
"303","B[28]",39290.37,11740.365,21767.13,37854.839,66704.681,FALSE,1,1.003,1398
"304","B[29]",39156.631,11675.906,21510.562,37864.928,66659.544,FALSE,1,1.004,1248
"305","B[30]",39005.068,11625.236,21468.887,37560.057,67070.864,FALSE,1,1.004,1179
"306","B[31]",38862.813,11528.689,21158.587,37682.119,67225.866,FALSE,1,1.004,1161
"307","B[32]",38796.082,11448.92,21308.805,37432.851,65739.194,FALSE,1,1.004,1127
"308","B[33]",38757.037,11389.587,21343.695,37481.354,64795.626,FALSE,1,1.004,1076
"309","B[34]",38664.232,11400.318,21190.76,37443.39,65122.357,FALSE,1,1.004,1059
"310","B[35]",38522.018,11302.561,21301.883,37321.664,65228.841,FALSE,1,1.003,1151
"311","B[36]",38431.934,11207.099,21199.839,37258.955,64563.749,FALSE,1,1.003,1194
"312","B[37]",38310.865,11204.884,21280.961,37130.855,63753.279,FALSE,1,1.003,973
"313","B[38]",38221.54,11179.056,21236.47,37097.455,64427.388,FALSE,1,1.003,977
"314","B[39]",38188.422,11202.906,21282.916,37049.807,64334.494,FALSE,1,1.004,934
"315","B[40]",38108.635,11121.041,21058.611,36955.207,64440.867,FALSE,1,1.003,1034
"316","B[41]",38039.937,11074.263,21191.445,36895.443,63225.748,FALSE,1,1.003,956
"317","B[42]",37979.973,11052.773,21270.857,36881.181,63538.476,FALSE,1,1.003,953
"318","B[43]",37785.551,10957.523,21257.23,36474.913,63107.542,FALSE,1,1.003,999
"319","B[44]",37641.976,10914.827,21048.515,36432.114,63145.758,FALSE,1,1.002,1062
"320","B[45]",37551.51,10856.117,21095.146,36352.073,62615.149,FALSE,1,1.002,1071
"321","B[46]",37429.411,10799.394,20980.375,36329.385,62620.209,FALSE,1,1.002,1234
"322","B[47]",37250.03,10609.084,20951.073,36124.828,61524.443,FALSE,1,1.002,1211
"323","B[48]",37111.859,10477.222,20944.478,36140.822,60700.833,FALSE,1,1.002,1150
"324","B[49]",37039.32,10431.282,20798.468,35972.426,60413.169,FALSE,1,1.002,1303
"325","B[50]",36890.103,10336.338,20873.963,35882.453,61015.077,FALSE,1,1.002,1340
"326","B[51]",36774.169,10337.411,20712.057,35819.322,60754.458,FALSE,1,1.002,1204
"327","B[52]",36698.016,10312.712,20540.753,35806.679,60437.971,FALSE,1,1.002,1241
"328","B[53]",36606.692,10214.657,20666.263,35713.381,60458.134,FALSE,1,1.002,1504
"329","B[54]",36518.258,10183.571,20642.219,35587.333,60093.315,FALSE,1,1.002,1490
"330","B[55]",36399.64,10049.171,20698.292,35427.642,59225.296,FALSE,1,1.002,1251
"331","B[56]",36300.47,9886.997,20981.182,35472.12,59626.278,FALSE,1,1.003,1073
"332","B[57]",36215.895,9815.47,20723.045,35357.213,59427.76,FALSE,1,1.003,1245
"333","B[58]",36091.64,9776.72,20748.985,35215.956,58665.007,FALSE,1,1.004,1100
"334","B[59]",35982.527,9652.648,20720.787,35111.809,57916.423,FALSE,1,1.003,986
"335","B[60]",35837.487,9504.163,20770.541,34932.957,57593.193,FALSE,1,1.003,1019
"336","B[61]",35706.26,9379.486,20664.58,35065.614,56650.852,FALSE,1,1.003,1045
"337","B[62]",35597.023,9266.939,20697.604,34908.233,56247.665,FALSE,1,1.002,998
"338","B[63]",35512.002,9146.547,20927.046,34881.722,55928.361,FALSE,1,1.002,1100
"339","B[64]",35446.6,8989.161,20961.377,34790.208,55675.601,FALSE,1,1.002,1179
"340","B[65]",35308.62,8922.926,20956.727,34613.87,55631.727,FALSE,1,1.002,1213
"341","B[66]",35197.478,8789.132,21153.71,34570.789,54874.182,FALSE,1,1.002,1560
"342","B[67]",35137.847,8668.808,20775.149,34509.578,54480.931,FALSE,1,1.001,1491
"343","B[68]",34988.425,8480.44,20921.842,34401.484,54136.965,FALSE,1,1.002,1164
"344","B[69]",34907.505,8369.247,20951.746,34446.166,53470.243,FALSE,1,1.001,1454
"345","B[70]",34816.787,8244.835,20974.8,34296.718,53857.216,FALSE,1,1.001,1290
"346","B[71]",34711.864,8156.771,21010.191,34211.416,53503.689,FALSE,1,1.002,1080
"347","B[72]",34551.88,8003.29,21189.754,34139.265,52882.987,FALSE,1,1.002,1020
"348","B[73]",34377.439,7902.528,21145.136,33889.615,52687.061,FALSE,1,1.002,1020
"349","B[74]",34198.256,7778.311,21233.312,33689.837,52053.282,FALSE,1,1.002,1014
"350","B[75]",34051.221,7639.233,20840.614,33542.065,51346.261,FALSE,1,1.002,1120
"351","B[76]",33802.845,7460.83,20922.896,33444.18,50576.941,FALSE,1,1.002,998
"352","B[77]",33458.491,7316.777,20517.432,33065.228,49779.935,FALSE,1,1.002,1118
"353","B[78]",33067.053,7115.24,20540.934,32567.012,48737.999,FALSE,1,1.002,1002
"354","B[79]",32509.999,6958.765,20281.215,32100.944,47614.613,FALSE,1,1.002,923
"355","B[80]",32113.465,6884.981,19759.536,31637.846,47052.158,FALSE,1,1.001,1142
"356","B[81]",31876.664,6756.396,19858.232,31443.834,46664.049,FALSE,1,1.001,1065
"357","B[82]",31668.905,6655.17,20042.965,31244.138,46243.844,FALSE,1,1.001,1202
"358","B[83]",31453.328,6486.1,20172.725,31068.333,45584.512,FALSE,1,1.001,1546
"359","B[84]",31298.067,6360.579,20011.569,30885.117,45373.832,FALSE,1,1.001,1729
"360","B[85]",31096.024,6141.293,20208.404,30694.326,44732.639,FALSE,1,1.001,1694
"361","B[86]",30898.026,5984.353,20095.487,30631.636,44244.916,FALSE,1,1.001,1794
"362","B[87]",30762.554,5839.262,20159.362,30551.879,43484.047,FALSE,1,1.001,1221
"363","B[88]",30635.905,5637.283,20432.203,30454.623,42822.794,FALSE,1,1.002,1170
"364","B[89]",30495.417,5487.991,20602.351,30339.812,42656.816,FALSE,1,1.001,1447
"365","B[90]",30350.918,5307.797,20678.844,30167.144,41682.792,FALSE,1,1.002,1729
"366","B[91]",30217.594,5124.452,20841.962,30019.088,41324.127,FALSE,1,1.002,1225
"367","B[92]",30193.606,4969.197,21050.452,30007.565,40711.152,FALSE,1,1.002,1588
"368","B[93]",30199.014,4774.226,21106.992,30052.918,40524.327,FALSE,1,1.002,1333
"369","B[94]",30138.169,4569.413,21604.031,30020.068,39844.595,FALSE,1,1.002,1605
"370","B[95]",30039.536,4396.877,21823.935,29956.722,39230.434,FALSE,1,1.002,1331
"371","B[96]",30003.947,4195.765,21946.438,29945.622,39006.413,FALSE,1,1.001,1430
"372","B[97]",29910.644,4002.978,22334.099,29741.155,38572.957,FALSE,1,1.001,1256
"373","B[98]",29596.381,3822.108,22284.968,29399.371,37853.362,FALSE,1,1.001,1541
"374","B[99]",29186.538,3600.14,22358.841,29060.492,36863.989,FALSE,1,1.001,1568
"375","B[100]",28802.266,3398.054,22406.116,28666.015,36394.678,FALSE,1,1.001,1114
"376","B[101]",28112.208,3204.677,22008.12,28032.856,34969.866,FALSE,1,1.001,1273
"377","B[102]",27544.357,3002.744,21939.198,27471.784,33860.405,FALSE,1,1.001,1488
"378","B[103]",27227.367,2780.611,22032.796,27172.14,33082.636,FALSE,1,1.001,1374
"379","B[104]",27021.866,2527.482,22377.952,26912.345,32390.15,FALSE,1,1,3000
"380","B[105]",26644.99,2250.704,22391.041,26581.759,31244.936,FALSE,1,1,3000
"381","B[106]",26333.475,1983.042,22520.863,26262.349,30506.393,FALSE,1,1,3000
"382","B[107]",25954.55,1652.374,22840.704,25887.17,29330.989,FALSE,1,1.001,3000
"383","B[108]",25540.352,1461.276,22893.943,25486.372,28665.084,FALSE,1,1.001,3000
"384","B[109]",25344.499,1327.143,22909.02,25301.956,28090.418,FALSE,1,1.001,1830
"385","B[110]",24923.315,1222.331,22629.381,24891.502,27377.918,FALSE,1,1.001,1807
"386","B[111]",24446.101,1125.499,22308.897,24424.278,26712.57,FALSE,1,1.001,3000
"387","B[112]",23774.249,1061.287,21779.075,23754.231,25932.825,FALSE,1,1.001,3000
"388","B[113]",23102.886,1016.429,21216.138,23084.359,25189.352,FALSE,1,1,3000
"389","B[114]",22475.805,970.323,20690.817,22441.994,24543.319,FALSE,1,1,3000
"390","B[115]",21837.095,925.464,20158.934,21785.986,23761.972,FALSE,1,1,3000
"391","B[116]",21274.178,895.509,19635.548,21227.801,23225.291,FALSE,1,1,3000
"392","B[117]",20692.619,865.609,19049.689,20670.074,22457.18,FALSE,1,1,3000
"393","B[118]",19890.155,839.224,18269.925,19867.616,21609.632,FALSE,1,1,3000
"394","B[119]",19168.268,798.401,17656.36,19154.21,20760.526,FALSE,1,1.001,1736
"395","B[120]",18463.796,752.484,16980.86,18472.036,19938.743,FALSE,1,1.001,3000
"396","B[121]",17825.652,718.855,16427.381,17818.362,19267.194,FALSE,1,1.001,3000
"397","B[122]",17329.198,700.639,16020.605,17327.41,18729.286,FALSE,1,1,3000
"398","B[123]",16886.889,691.429,15521.222,16892.335,18223.864,FALSE,1,1,3000
"399","B[124]",16501.526,685.197,15141.93,16506.194,17863.208,FALSE,1,1.001,2536
"400","B[125]",16361.71,672.459,15004.281,16359.635,17677.566,FALSE,1,1,3000
"401","B[126]",16239.528,666.618,14926.302,16224.171,17549.882,FALSE,1,1,3000
"402","B[127]",16248.354,658.242,14956.313,16250.61,17568.718,FALSE,1,1,3000
"403","B[128]",16376.39,651.049,15060.556,16390.571,17642.973,FALSE,1,1.001,1233
"404","B[129]",16539.648,622.788,15293.053,16551.437,17766.58,FALSE,1,1,3000
"405","B[130]",16728.378,616.767,15531.089,16732.085,17989.536,FALSE,1,1.001,3000
"406","B[131]",16978.154,621.751,15795.215,16973.508,18244.432,FALSE,1,1.002,1323
"407","B[132]",17190.03,675.24,15941.832,17168.722,18524.079,FALSE,1,1,3000
"408","B[133]",17395.871,775.648,15956.286,17356.126,18978.464,FALSE,1,1.001,3000
"409","B[134]",17559.042,923.178,15896.893,17507.419,19493.923,FALSE,1,1.001,3000
"410","B[135]",17602.816,1194.566,15485.897,17505.699,20127.895,FALSE,1,1.001,3000
"411","B[136]",17629.048,1432.272,15186.359,17526.913,20831.567,FALSE,1,1.001,1980
"412","D[1]",6.634,8.081,1,4.097,27.679,FALSE,1,1.005,1269
"413","D[2]",5.81,7.344,1,3.553,25.698,FALSE,1,1.005,3000
"414","D[3]",6.414,8.761,1,3.919,27.887,FALSE,1,1.017,3000
"415","D[4]",8.683,9.265,1.055,5.789,33.025,FALSE,1,1.011,1220
"416","D[5]",10.389,9.796,1.638,7.595,35.406,FALSE,1,1.011,3000
"417","D[6]",11.992,10.294,2.051,9.001,40.602,FALSE,1,1.002,1928
"418","D[7]",13.693,10.957,2.615,10.702,42.724,FALSE,1,1.005,3000
"419","D[8]",14.984,11.043,3.152,12.063,43,FALSE,1,1.004,1816
"420","D[9]",17.56,11.819,4.399,14.807,48.853,FALSE,1,1.001,3000
"421","D[10]",21.438,13.176,6.007,18.348,54.439,FALSE,1,1.003,1497
"422","D[11]",24.908,14.195,7.436,21.558,60.842,FALSE,1,1.001,1194
"423","D[12]",28.445,15.695,8.761,24.886,69.476,FALSE,1,1,3000
"424","D[13]",40.591,19.166,15.282,36.842,87.467,FALSE,1,1,3000
"425","D[14]",53.086,21.737,22.571,49.058,105.256,FALSE,1,1,3000
"426","D[15]",66.838,25.828,29.507,62.751,129.259,FALSE,1,1,3000
"427","D[16]",74.055,27.764,34.012,69.203,139.158,FALSE,1,1,3000
"428","D[17]",81.531,29.487,39.655,76.683,153.522,FALSE,1,1.004,973
"429","D[18]",65.224,25.692,29.409,60.985,126.235,FALSE,1,1.002,3000
"430","D[19]",104.913,34.751,52.512,99.857,188.438,FALSE,1,1.001,2627
"431","D[20]",144.163,43.289,75.847,137.187,243.649,FALSE,1,1,3000
"432","D[21]",145.598,45.431,76.948,139.025,250.049,FALSE,1,1.001,2237
"433","D[22]",147.197,44.502,78.353,141.055,249.439,FALSE,1,1,3000
"434","D[23]",148.411,44.603,80.489,142.688,252.491,FALSE,1,1.001,3000
"435","D[24]",162.175,48.026,87.5,156.075,273.208,FALSE,1,1.001,1521
"436","D[25]",174.098,50.948,93.869,167.614,292.42,FALSE,1,1,3000
"437","D[26]",176.3,51.79,96.921,169.503,299.966,FALSE,1,1.003,988
"438","D[27]",161.922,48.985,86.152,156.199,273.291,FALSE,1,1.002,989
"439","D[28]",165.866,49.802,88.839,159.341,280.471,FALSE,1,1.002,1170
"440","D[29]",119.505,40.852,59.259,112.987,215.716,FALSE,1,1.004,584
"441","D[30]",117.527,38.419,59.549,112.248,206.464,FALSE,1,1.003,663
"442","D[31]",94.608,33.601,46.419,89.387,174.899,FALSE,1,1.002,1995
"443","D[32]",99.348,35.116,48.2,93.284,185.474,FALSE,1,1.002,2399
"444","D[33]",114.798,37.52,56.725,109.856,205.326,FALSE,1,1.001,1534
"445","D[34]",111.513,37.478,55.09,105.996,203.508,FALSE,1,1.001,3000
"446","D[35]",98.546,33.05,47.798,93.534,180.966,FALSE,1,1,2767
"447","D[36]",118.217,40.372,58.277,111.522,214.411,FALSE,1,1.001,2408
"448","D[37]",126.44,43.258,62.481,119.919,231.396,FALSE,1,1.001,3000
"449","D[38]",106.164,39.866,51.198,98.876,202.467,FALSE,1,1,3000
"450","D[39]",96.722,35.715,43.788,90.93,182.812,FALSE,1,1.001,3000
"451","D[40]",101.505,38.41,45.946,94.494,196.935,FALSE,1,1,3000
"452","D[41]",102.614,37.797,47.238,96.518,195.742,FALSE,1,1,3000
"453","D[42]",200.676,54.452,114.844,193.594,326.75,FALSE,1,1,3000
"454","D[43]",167.822,47.611,94.922,161.014,276.395,FALSE,1,1,3000
"455","D[44]",152.508,44.853,82.486,146.376,254.347,FALSE,1,1,3000
"456","D[45]",157.002,45.29,87.818,151.342,260.893,FALSE,1,1,3000
"457","D[46]",167.884,49.132,93.086,159.719,278.761,FALSE,1,1.001,2050
"458","D[47]",159.725,47.444,85.926,152.489,268.629,FALSE,1,1.001,3000
"459","D[48]",173.455,50.972,94.679,165.976,291.872,FALSE,1,1,3000
"460","D[49]",183.042,52.436,102.159,176.584,303.139,FALSE,1,1.002,1702
"461","D[50]",151.776,45.691,81.958,146.008,258.255,FALSE,1,1.001,1148
"462","D[51]",144.851,46.323,73.378,138.569,255.21,FALSE,1,1.006,703
"463","D[52]",142.528,45.278,74.148,135.262,251.716,FALSE,1,1,3000
"464","D[53]",138.361,41.884,74.168,131.813,230.768,FALSE,1,1,3000
"465","D[54]",122.19,39.799,62.489,116.693,213.289,FALSE,1,1.001,1592
"466","D[55]",146.259,41.228,83.082,140.771,238.45,FALSE,1,1.001,3000
"467","D[56]",125.165,40.071,65.556,119.314,218.163,FALSE,1,1.001,2676
"468","D[57]",160.527,44.705,91.513,155.348,265.136,FALSE,1,1,3000
"469","D[58]",113.991,35.132,60.634,109.177,195.73,FALSE,1,1.001,2215
"470","D[59]",162.737,45.201,90.286,156.623,267.865,FALSE,1,1,3000
"471","D[60]",169.977,48.952,93.05,163.307,277.769,FALSE,1,1.001,2573
"472","D[61]",148.125,43.875,81.042,142.119,247.134,FALSE,1,1,3000
"473","D[62]",166.475,46.338,93.493,160.419,272.49,FALSE,1,1,3000
"474","D[63]",146.485,44.587,77.997,140.734,251.16,FALSE,1,1,3000
"475","D[64]",161.512,47.443,88.203,155.756,269.693,FALSE,1,1,3000
"476","D[65]",175.476,53.095,94.239,166.753,301.204,FALSE,1,1.001,3000
"477","D[66]",147.799,47.366,75.471,141.178,260.333,FALSE,1,1,3000
"478","D[67]",159.946,48.01,84.568,153.183,272.868,FALSE,1,1,2601
"479","D[68]",129.383,42.899,64.767,122.956,233.627,FALSE,1,1.001,3000
"480","D[69]",163.403,47.187,91.807,156.752,272.673,FALSE,1,1,3000
"481","D[70]",166.057,45.814,93.654,160.653,270.373,FALSE,1,1,3000
"482","D[71]",175.695,48.102,99.705,169.527,288.697,FALSE,1,1.001,1858
"483","D[72]",223.797,59.525,132.293,216.414,358.447,FALSE,1,1,3000
"484","D[73]",197.315,52.167,114.728,191.676,314.996,FALSE,1,1.001,3000
"485","D[74]",186.431,51.213,106.035,180.279,301.791,FALSE,1,1,3000
"486","D[75]",215.11,55.294,127.197,209.272,340.265,FALSE,1,1.002,3000
"487","D[76]",169.652,46.946,94.993,164.154,278.421,FALSE,1,1,3000
"488","D[77]",136.81,40.831,73.888,131.541,227.114,FALSE,1,1,3000
"489","D[78]",201.304,53.979,116.386,194.992,322.311,FALSE,1,1.001,1514
"490","D[79]",212.488,57.287,123.186,205.738,341.493,FALSE,1,1.002,1171
"491","D[80]",124.076,38.159,64.437,119.006,214.552,FALSE,1,1.001,3000
"492","D[81]",98.755,31.828,51.074,93.614,171.327,FALSE,1,1,3000
"493","D[82]",148.607,45.373,79.919,141.976,254.931,FALSE,1,1,3000
"494","D[83]",134.873,41.282,72.686,128.536,232.013,FALSE,1,1.001,1443
"495","D[84]",105.564,34.82,53.321,100.535,186.302,FALSE,1,1.001,2652
"496","D[85]",101.92,34.607,52.192,96.259,183.364,FALSE,1,1,3000
"497","D[86]",87.687,30.674,43.236,82.288,164.1,FALSE,1,1.001,3000
"498","D[87]",88.781,30.15,43.324,83.632,159.905,FALSE,1,1.001,1700
"499","D[88]",106.257,34.305,54.796,101.149,187.675,FALSE,1,1,2449
"500","D[89]",83.392,30.111,40.221,78.588,155.057,FALSE,1,1.001,2055
"501","D[90]",59.181,23.82,25.846,55.215,115.355,FALSE,1,1.004,794
"502","D[91]",82.594,28.876,39.272,77.836,149.847,FALSE,1,1,3000
"503","D[92]",71.407,27.223,33.097,66.188,133.283,FALSE,1,1.002,3000
"504","D[93]",36.869,22.57,7.019,32.573,94.352,FALSE,1,1.002,2592
"505","D[94]",46.491,24.546,12.907,41.74,108.573,FALSE,1,1.001,3000
"506","D[95]",32.307,17.062,8.635,29.279,73.505,FALSE,1,1,3000
"507","D[96]",52.571,22.457,20.897,48.242,106.434,FALSE,1,1.001,3000
"508","D[97]",54.879,23.358,21.155,51.14,109.155,FALSE,1,1.001,2480
"509","D[98]",63.505,26.763,23.266,59.167,128.152,FALSE,1,1,3000
"510","D[99]",84.534,31.839,36.185,79.304,161.283,FALSE,1,1,3000
"511","D[100]",72.703,29.385,28.668,68.965,142.574,FALSE,1,1.001,3000
"512","D[101]",83.398,34.592,31.982,77.733,162.71,FALSE,1,1.001,2214
"513","D[102]",30.699,29.152,1,23.739,100.171,FALSE,1,1.005,500
