Year,IPHC Regulatory Area,IPHC Statistical Area,Pacific halibut Net wt (t),Pacific halibut Net wt (000 lbs),"IPHC Stat Area, 1929-1975","IPHC Region 2, 1929-1975",POW,"Total Catch (US Tons, Round Weight)"
2017,4B,480/490/500,15.9,35.0535057,42+,Aleutian,0,23.31054957
2017,4BCDE,Bering Sea,926.6,2042.803672,4A,Bering Sea,0,1358.462593
2016,2A,9,7.7,16.9755971,0,0,0,11.28875671
2016,2A,10,36.7,80.9096641,0,0,0,53.80485341
2016,2A,20,27.1,59.7452833,0,0,0,39.73055933
2016,2A,30,10.8,23.8099284,0,0,0,15.83358084
2016,2A,40,29.6,65.2568408,0,0,0,43.39574008
2016,2A,50,179.3,395.2889039,0,0,0,262.8667634
2016,2B,060/061,60.7,133.8206161,0,0,0,88.99058861
2016,2B,070/071,42.8,94.3578644,0,0,0,62.74789444
2016,2B,80,46.4,102.2945072,0,0,0,68.02575472
2016,2B,81,5.6,12.3458888,0,0,0,8.21000488
2016,2B,90,62.9,138.6707867,0,0,0,92.21594767
2016,2B,91,141.8,312.6155414,0,0,0,207.8890521
2016,2B,92,18.5,40.7855255,0,0,0,27.12233755
2016,2B,100,255.8,563.9425634,0,0,0,375.0212943
2016,2B,102,328.5,724.2186555,0,0,0,481.6047506
2016,2B,103,23.4,51.5881782,0,0,0,34.30609182
2016,2B,110,11.6,25.5736268,0,0,0,17.00643868
2016,2B,112,454.8,1002.66254,0,0,0,666.769682
2016,2B,114,35.7,78.7050411,0,0,0,52.33878111
2016,2B,120,9.9,21.8257677,0,0,0,14.51411577
2016,2B,121,101.5,223.7692345,0,0,0,148.8063385
2016,2B,122,13.4,29.5419482,0,0,0,19.64536882
2016,2B,130,212.4,468.2619252,0,0,0,311.3937565
2016,2B,131,308.8,680.7875824,0,0,0,452.7231262
2016,2B,132,173.1,381.6202413,0,0,0,253.7771151
2016,2B,133,106.6,235.0128118,0,0,0,156.2833072
2016,2B,134,58.4,128.7499832,0,0,0,85.61862232
2016,2B,135,269.8,594.8072854,0,0,0,395.5463065
2016,2C,140,10.6,23.3690038,14-O,SE-O,0,15.54036638
2016,2C,141,2.9,6.3934067,14-I,SE-I,0,4.25160967
2016,2C,142,31.5,69.4456245,14-I,SE-I,0,46.18127745
2016,2C,143,56.9,125.4430487,14-I,SE-I,0,83.41951387
2016,2C,144,9,19.841607,14-I,SE-I,0,13.1946507
2016,2C,150,77.6,171.0787448,15-O,SE-O,0,113.7672105
2016,2C,151,131.6,290.1283868,15-I,SE-I,0,192.9351147
2016,2C,152,175.8,387.5727234,15-I,SE-I,0,257.7355103
2016,2C,153,29.2,64.3749916,15-I,SE-I,0,42.80931116
2016,2C,160,253.5,558.8719305,16-O,SE-O,0,371.6493281
2016,2C,161,61.8,136.2457014,16-I,SE-I,0,90.60326814
2016,2C,162,357.8,788.8141094,16-I,SE-I,0,524.5606689
2016,2C,163,25.9,57.0997357,16-I,SE-I,0,37.97127257
2016,2C,170,98.8,217.8167524,17-O,SE-O,0,144.8479432
2016,2C,171,55.7,122.7975011,17-I,SE-I,0,81.66022711
2016,2C,173,19,41.887837,17-I,SE-I,0,27.8553737
2016,2C,174,14.3,31.5261089,17-I,SE-I,0,20.96483389
2016,2C,181,150,330.69345,18S-O,SE-O,0,219.910845
2016,2C,182,133.7,294.7580951,183-I,SE-I,0,196.0138665
2016,2C,183,16.9,37.2581287,183-I,SE-I,0,24.77662187
2016,2C,184,46.3,102.0740449,183-I,SE-I,0,67.87914749
2016,3A,185,300.3,662.0482869,18W,Yakutat,0,440.2615117
2016,3A,190,162.4,358.0307752,19,Yakutat,0,238.0901415
2016,3A,200,302.6,667.1189198,20,Yakutat,0,443.633478
2016,3A,210,201.3,443.7906099,21,Yakutat,0,295.120354
2016,3A,220,257.9,568.5722717,22,Yakutat,0,378.1000462
2016,3A,230,110.7,244.0517661,23,Yakutat,POW-O,162.2942036
2016,3A,232,32.5,71.6502475,23,Yakutat,POW-I,47.64734975
2016,3A,240,319.4,704.1565862,24,Kodiak,POW-O,468.2634926
2016,3A,242,84.7,186.7315681,24,Kodiak,POW-I,124.1763238
2016,3A,250,489.6,1079.383421,25,Kodiak,0,717.7889981
2016,3A,260,383.1,844.5910713,26,Kodiak,0,561.6522981
2016,3A,261,143.6,316.5838628,26,Kodiak,0,210.5279823
2016,3A,270,247.4,545.4237302,27,Kodiak,0,362.706287
2016,3A,271,66.7,147.0483541,27,Kodiak,0,97.78702241
2016,3A,280,199.5,439.8222885,28,Kodiak,0,292.4814239
2016,3A,281,12.8,28.2191744,28,Kodiak,0,18.76572544
2016,3B,290,582.2,1283.531511,29,Chirikof,0,853.5472931
2016,3B,300,212.8,469.1437744,30,Chirikof,0,311.9801854
2016,3B,310,59.6,131.3955308,31,Chirikof,0,87.37790908
2016,3B,320,135.7,299.1673411,32,Shumagin,0,198.9460111
2016,3B,330,114.3,251.9884089,33,Shumagin,0,167.5720639
2016,3B,340,78.8,173.7242924,34,Shumagin,0,115.5264972
2016,4A,Bering Sea,293.8,647.7182374,4A,Bering Sea,0,430.7320417
2016,4A,350,103.2,227.5170936,35,Shumagin,0,151.2986614
2016,4A,360,157.6,347.4485848,36,Shumagin,0,231.0529945
2016,4A,370,18.2,40.1241386,37,Shumagin,0,26.68251586
2016,4A,380/395,37.8,83.3347494,38-39,Shumagin-Aleutian,0,55.41753294
2016,4B,400,37.9,83.5552117,40,Aleutian,0,55.56414017
2016,4B,410,79.8,175.9289154,41,Aleutian,0,116.9925695
2016,4B,420,32.6,71.8707098,42+,Aleutian,0,47.79395698
2016,4B,430,24.6,54.2337258,42+,Aleutian,0,36.06537858
2016,4B,440,53.4,117.7268682,42+,Aleutian,0,78.28826082
2016,4B,450/460/490,11,24.250853,42+,Aleutian,0,16.1267953
2016,4BCDE,Bering Sea,916,2019.434668,4A,Bering Sea,0,1342.922227
2015,2A,9,3.2,7.0547936,0,0,0,4.69143136
2015,2A,10,20.4,44.9743092,0,0,0,29.90787492
2015,2A,20,47.2,104.0582056,0,0,0,69.19861256
2015,2A,30,4.4,9.7003412,0,0,0,6.45071812
2015,2A,40,26.4,58.2020472,0,0,0,38.70430872
2015,2A,50,148.5,327.3865155,0,0,0,217.7117366
2015,2B,60,80,176.36984,0,0,0,117.285784
2015,2B,61,3.8,8.3775674,0,0,0,5.57107474
2015,2B,70,61.4,135.3638522,0,0,0,90.01683922
2015,2B,80,60,132.27738,0,0,0,87.964338
2015,2B,81,0.9,1.9841607,0,0,0,1.31946507
2015,2B,90,62.1,136.9070883,0,0,0,91.04308983
2015,2B,91,161,354.944303,0,0,0,236.0376403
2015,2B,92,13.3,29.3214859,0,0,0,19.49876159
2015,2B,100,222.9,491.4104667,0,0,0,326.7875157
2015,2B,102,399.4,880.5264262,0,0,0,585.5492766
2015,2B,103,19.8,43.6515354,0,0,0,29.02823154
2015,2B,110,21.2,46.7380076,0,0,0,31.08073276
2015,2B,112,436.2,961.6565526,0,0,0,639.5007373
2015,2B,114,32.4,71.4297852,0,0,0,47.50074252
2015,2B,120,14.3,31.5261089,0,0,0,20.96483389
2015,2B,121,90.5,199.5183815,0,0,0,132.6795432
2015,2B,122,13.7,30.2033351,0,0,0,20.08519051
2015,2B,130,185.8,409.6189534,0,0,0,272.3962333
2015,2B,131,252.2,556.0059206,0,0,0,369.7434341
2015,2B,132,175.7,387.3522611,0,0,0,257.5889031
2015,2B,133,96.8,213.4075064,0,0,0,141.9157986
2015,2B,134,44.2,97.4443366,0,0,0,64.80039566
2015,2B,135,221.2,487.6626076,0,0,0,324.2951928
2015,2C,140,9,19.841607,14-O,SE-O,0,13.1946507
2015,2C,141,2.9,6.3934067,14-I,SE-I,0,4.25160967
2015,2C,142,30.1,66.3591523,14-I,SE-I,0,44.12877623
2015,2C,143,59.7,131.6159931,14-I,SE-I,0,87.52451631
2015,2C,144,11.9,26.2350137,14-I,SE-I,0,17.44626037
2015,2C,150,66.8,147.2688164,15-O,SE-O,0,97.93362964
2015,2C,151,98,216.053054,15-I,SE-I,0,143.6750854
2015,2C,152,158.5,349.4327455,15-I,SE-I,0,232.3724596
2015,2C,153,25.1,55.3360373,15-I,SE-I,0,36.79841473
2015,2C,160,248.9,548.7306647,16-O,SE-O,0,364.9053955
2015,2C,161,56.5,124.5611995,16-I,SE-I,0,82.83308495
2015,2C,162,307.9,678.8034217,16-I,SE-I,0,451.4036612
2015,2C,163,35.4,78.0436542,16-I,SE-I,0,51.89895942
2015,2C,170,76.3,168.2127349,17-O,SE-O,0,111.8613165
2015,2C,171,63.3,139.5526359,17-I,SE-I,0,92.80237659
2015,2C,173,27.5,60.6271325,17-I,SE-I,0,40.31698825
2015,2C,174,17,37.478591,17-I,SE-I,0,24.9232291
2015,2C,181,155.8,343.4802634,18S-O,SE-O,0,228.4140643
2015,2C,182,109.6,241.6266808,183-I,SE-I,0,160.6815241
2015,2C,183,25,55.115575,183-I,SE-I,0,36.6518075
2015,2C,184,48.6,107.1446778,183-I,SE-I,0,71.25111378
2015,3A,185,295.2,650.8047096,18W,Yakutat,0,432.784543
2015,3A,190,175.4,386.6908742,19,Yakutat,0,257.1490814
2015,3A,200,295.2,650.8047096,20,Yakutat,0,432.784543
2015,3A,210,264.4,582.9023212,21,Yakutat,0,387.6295161
2015,3A,220,331.7,731.2734491,22,Yakutat,0,486.2961819
2015,3A,230,105.9,233.4695757,23,Yakutat,POW-O,155.2570566
2015,3A,232,29.4,64.8159162,23,Yakutat,POW-I,43.10252562
2015,3A,240,260.4,574.0838292,24,Kodiak,POW-O,381.7652269
2015,3A,242,68.8,151.6780624,24,Kodiak,POW-I,100.8657742
2015,3A,250,592.8,1306.900514,25,Kodiak,0,869.0876594
2015,3A,260,286.2,630.9631026,26,Kodiak,0,419.5898923
2015,3A,261,167.6,369.4948148,26,Kodiak,0,245.7137175
2015,3A,270,290.8,641.1043684,27,Kodiak,0,426.3338248
2015,3A,271,68.8,151.6780624,27,Kodiak,0,100.8657742
2015,3A,280,246.7,543.8804941,28,Kodiak,0,361.6800364
2015,3A,281,23.3,51.3677159,28,Kodiak,0,34.15948459
2015,3B,290,555.6,1224.888539,29,Chirikof,0,814.5497699
2015,3B,300,233.4,514.5590082,30,Chirikof,0,342.1812748
2015,3B,310,69.6,153.4417608,31,Chirikof,0,102.0386321
2015,3B,320,171.9,378.9746937,32,Shumagin,0,252.0178284
2015,3B,330,83.7,184.5269451,33,Shumagin,0,122.7102515
2015,3B,340,53.4,117.7268682,34,Shumagin,0,78.28826082
2015,4A,Bering Sea,360.8,795.4279784,4A,Bering Sea,0,528.9588858
2015,4A,350,42.9,94.5783267,35,Shumagin,0,62.89450167
2015,4A,360,116.7,257.2795041,36,Shumagin,0,171.0906374
2015,4A,370,32.5,71.6502475,37,Shumagin,0,47.64734975
2015,4A,380,42.3,93.2555529,38,Shumagin,0,62.01485829
2015,4A,390/395,10.9,24.0303907,39,Aleutian,0,15.98018807
2015,4B,400,51.2,112.8766976,40,Aleutian,0,75.06290176
2015,4B,410,36.9,81.3505887,41,Aleutian,0,54.09806787
2015,4B,420,27,59.524821,42+,Aleutian,0,39.5839521
2015,4B,430,15.9,35.0535057,42+,Aleutian,0,23.31054957
2015,4B,440,84.6,186.5111058,42+,Aleutian,0,124.0297166
2015,4B,450/470/490,31,68.343313,42+,Aleutian,0,45.4482413
2015,4BCDE,Bering Sea,775.1,1708.803287,4A,Bering Sea,0,1136.35264
2014,2A,006/007/009,0.6,1.3227738,0,0,0,0.87964338
2014,2A,10,17.3,38.1399779,0,0,0,25.36305079
2014,2A,20,46.3,102.0740449,0,0,0,67.87914749
2014,2A,30,1.1,2.4250853,0,0,0,1.61267953
2014,2A,40,17.4,38.3604402,0,0,0,25.50965802
2014,2A,50,148.6,327.6069778,0,0,0,217.8583438
2014,2B,060/061,52.1,114.8608583,0,0,0,76.38236683
2014,2B,70,44,97.003412,0,0,0,64.5071812
2014,2B,80,44.9,98.9875727,0,0,0,65.82664627
2014,2B,81,2.2,4.8501706,0,0,0,3.22535906
2014,2B,90,62.2,137.1275506,0,0,0,91.18969706
2014,2B,91,126.3,278.4438849,0,0,0,185.1649315
2014,2B,92,16.2,35.7148926,0,0,0,23.75037126
2014,2B,100,317,698.865491,0,0,0,464.7449191
2014,2B,102,345.2,761.0358596,0,0,0,506.088158
2014,2B,103,25.9,57.0997357,0,0,0,37.97127257
2014,2B,110,32.8,72.3116344,0,0,0,48.08717144
2014,2B,112,382.9,844.1501467,0,0,0,561.3590837
2014,2B,114,46.1,101.6331203,0,0,0,67.58593303
2014,2B,120,17,37.478591,0,0,0,24.9232291
2014,2B,121,43.8,96.5624874,0,0,0,64.21396674
2014,2B,122,11.3,24.9122399,0,0,0,16.56661699
2014,2B,130,195,429.901485,0,0,0,285.8840985
2014,2B,131,346.4,763.6814072,0,0,0,507.8474447
2014,2B,132,195,429.901485,0,0,0,285.8840985
2014,2B,133,86.7,191.1408141,0,0,0,127.1084684
2014,2B,134,17.9,39.4627517,0,0,0,26.24269417
2014,2B,135,209.1,460.9866693,0,0,0,306.5557179
2014,2C,140,14.9,32.8488827,14-O,SE-O,0,21.84447727
2014,2C,141,8.2,18.0779086,14-I,SE-I,0,12.02179286
2014,2C,142,28.7,63.2726801,14-I,SE-I,0,42.07627501
2014,2C,143,56.6,124.7816618,14-I,SE-I,0,82.97969218
2014,2C,144,8,17.636984,14-I,SE-I,0,11.7285784
2014,2C,150,58,127.868134,15-O,SE-O,0,85.0321934
2014,2C,151,80.7,177.9130761,15-I,SE-I,0,118.3120346
2014,2C,152,131.4,289.6874622,15-I,SE-I,0,192.6419002
2014,2C,153,37.7,83.1142871,15-I,SE-I,0,55.27092571
2014,2C,160,224.2,494.2764766,16-O,SE-O,0,328.6934097
2014,2C,161,61,134.482003,16-I,SE-I,0,89.4304103
2014,2C,162,271.2,597.8937576,16-I,SE-I,0,397.5988078
2014,2C,163,27.8,61.2885194,16-I,SE-I,0,40.75680994
2014,2C,170,80.3,177.0312269,17-O,SE-O,0,117.7256057
2014,2C,171,54.6,120.3724158,17-I,SE-I,0,80.04754758
2014,2C,173,21.1,46.5175453,17-I,SE-I,0,30.93412553
2014,2C,174,19.4,42.7696862,17-I,SE-I,0,28.44180262
2014,2C,181,134.8,297.1831804,18S-O,SE-O,0,197.626546
2014,2C,182,99.8,220.0213754,183-I,SE-I,0,146.3140155
2014,2C,183,17.4,38.3604402,183-I,SE-I,0,25.50965802
2014,2C,184,49.9,110.0106877,183-I,SE-I,0,73.15700777
2014,3A,185,291,641.545293,18W,Yakutat,0,426.6270393
2014,3A,190,156.4,344.8030372,19,Yakutat,0,229.2937077
2014,3A,200,315.1,694.6767073,20,Yakutat,0,461.9593817
2014,3A,210,195.2,430.3424096,21,Yakutat,0,286.177313
2014,3A,220,261.8,577.1703014,22,Yakutat,0,383.8177281
2014,3A,230,65.6,144.6232688,23,Yakutat,POW-O,96.17434288
2014,3A,232,30.8,67.9023884,23,Yakutat,POW-I,45.15502684
2014,3A,240,310.7,684.9763661,24,Kodiak,POW-O,455.5086636
2014,3A,242,64.6,142.4186458,24,Kodiak,POW-I,94.70827058
2014,3A,250,593.4,1308.223288,25,Kodiak,0,869.9673028
2014,3A,260,356.5,785.9480995,26,Kodiak,0,522.654775
2014,3A,261,125.9,277.5620357,26,Kodiak,0,184.5785026
2014,3A,270,275.1,606.4917873,27,Kodiak,0,403.3164897
2014,3A,271,50.7,111.7743861,27,Kodiak,0,74.32986561
2014,3A,280,241.6,532.6369168,28,Kodiak,0,354.2030677
2014,3A,281,14.5,31.9670335,28,Kodiak,0,21.25804835
2014,3B,290,624.2,1376.125677,29,Chirikof,0,915.1223297
2014,3B,300,191.1,421.3034553,30,Chirikof,0,280.1664165
2014,3B,310,123.7,272.7118651,31,Chirikof,0,181.3531435
2014,3B,320,133.9,295.1990197,32,Shumagin,0,196.307081
2014,3B,330,109.4,241.1857562,33,Shumagin,0,160.3883096
2014,3B,340,94.7,208.7777981,34,Shumagin,0,138.8370468
2014,4A,Bering Sea,247,544.541881,4A,Bering Sea,0,362.1198581
2014,4A,350,34.6,76.2799558,35,Shumagin,0,50.72610158
2014,4A,360,54.6,120.3724158,36,Shumagin,0,80.04754758
2014,4A,370,15.8,34.8330434,37,Shumagin,0,23.16394234
2014,4A,380,24.2,53.3518766,38,Shumagin,0,35.47894966
2014,4A,390/395,1.5,3.3069345,39,Aleutian,0,2.19910845
2014,4B,400,53.1,117.0654813,40,Aleutian,0,77.84843913
2014,4B,410,18.7,41.2264501,41,Aleutian,0,27.41555201
2014,4B,420,24.6,54.2337258,42+,Aleutian,0,36.06537858
2014,4B,430,35.7,78.7050411,42+,Aleutian,0,52.33878111
2014,4B,440,32.6,71.8707098,42+,Aleutian,0,47.79395698
2014,4B,450/460/480,2.6,5.7320198,42+,Aleutian,0,3.81178798
2014,4B,490,40.7,89.7281561,42+,Aleutian,0,59.66914261
2014,4BCDE,Bering Sea,850.7,1875.472786,4A,Bering Sea,0,1247.187706
2013,2A,008/009,2.5,5.5115575,0,0,0,3.66518075
2013,2A,10,13.6,29.9828728,0,0,0,19.93858328
2013,2A,20,48.1,106.0423663,0,0,0,70.51807763
2013,2A,30,3.7,8.1571051,0,0,0,5.42446751
2013,2A,40,26.7,58.8634341,0,0,0,39.14413041
2013,2A,50,144,317.465712,0,0,0,211.1144112
2013,2B,60,80.1,176.5903023,0,0,0,117.4323912
2013,2B,61,5.5,12.1254265,0,0,0,8.06339765
2013,2B,70,45.7,100.7512711,0,0,0,66.99950411
2013,2B,80,64.6,142.4186458,0,0,0,94.70827058
2013,2B,81,2.6,5.7320198,0,0,0,3.81178798
2013,2B,90,87.2,192.2431256,0,0,0,127.8415046
2013,2B,91,131.5,289.9079245,0,0,0,192.7885075
2013,2B,92,16.6,36.5967418,0,0,0,24.33680018
2013,2B,100,211.9,467.1596137,0,0,0,310.6607204
2013,2B,102,408,899.486184,0,0,0,598.1574984
2013,2B,103,6.2,13.6686626,0,0,0,9.08964826
2013,2B,110,50.7,111.7743861,0,0,0,74.32986561
2013,2B,112,544,1199.314912,0,0,0,797.5433312
2013,2B,114,20.8,45.8561584,0,0,0,30.49430384
2013,2B,120,41.1,90.6100053,0,0,0,60.25557153
2013,2B,121,109.2,240.7448316,0,0,0,160.0950952
2013,2B,122,12.1,26.6759383,0,0,0,17.73947483
2013,2B,130,187.2,412.7054256,0,0,0,274.4487346
2013,2B,131,249,548.951127,0,0,0,365.0520027
2013,2B,132,121.3,267.4207699,0,0,0,177.83457
2013,2B,133,103.8,228.8398674,0,0,0,152.1783047
2013,2B,134,22.6,49.8244798,0,0,0,33.13323398
2013,2B,135,178.1,392.6433563,0,0,0,261.1074766
2013,2C,140,35.2,77.6027296,14-O,SE-O,0,51.60574496
2013,2C,141,5.5,12.1254265,14-I,SE-I,0,8.06339765
2013,2C,142,21.3,46.9584699,14-I,SE-I,0,31.22733999
2013,2C,143,46.1,101.6331203,14-I,SE-I,0,67.58593303
2013,2C,144,2.9,6.3934067,14-I,SE-I,0,4.25160967
2013,2C,150,47.1,103.8377433,15-O,SE-O,0,69.05200533
2013,2C,151,87.9,193.7863617,15-I,SE-I,0,128.8677552
2013,2C,152,119.1,262.5705993,15-I,SE-I,0,174.6092109
2013,2C,153,16.1,35.4944303,15-I,SE-I,0,23.60376403
2013,2C,160,165.4,364.6446442,16-O,SE-O,0,242.4883584
2013,2C,161,56.2,123.8998126,16-I,SE-I,0,82.39326326
2013,2C,162,235.8,519.8501034,16-I,SE-I,0,345.6998483
2013,2C,163,32.5,71.6502475,16-I,SE-I,0,47.64734975
2013,2C,170,100.5,221.5646115,17-O,SE-O,0,147.3402662
2013,2C,171,45.8,100.9717334,17-I,SE-I,0,67.14611134
2013,2C,173,36.4,80.2482772,17-I,SE-I,0,53.36503172
2013,2C,174,10.6,23.3690038,17-I,SE-I,0,15.54036638
2013,2C,181,125.2,276.0187996,18S-O,SE-O,0,183.552252
2013,2C,182,80.7,177.9130761,183-I,SE-I,0,118.3120346
2013,2C,183,16.1,35.4944303,183-I,SE-I,0,23.60376403
2013,2C,184,34.7,76.5004181,183-I,SE-I,0,50.87270881
2013,3A,185,306.2,675.0555626,18W,Yakutat,0,448.9113383
2013,3A,190,306.1,674.8351003,19,Yakutat,0,448.764731
2013,3A,200,331.7,731.2734491,20,Yakutat,0,486.2961819
2013,3A,210,274.3,604.7280889,21,Yakutat,0,402.1436319
2013,3A,220,349.7,770.9566631,22,Yakutat,0,512.6854833
2013,3A,230,93.5,206.1322505,23,Yakutat,POW-O,137.0777601
2013,3A,232,33,72.752559,23,Yakutat,POW-I,48.3803859
2013,3A,240,504.1,1111.350454,24,Kodiak,POW-O,739.0470464
2013,3A,242,98.8,217.8167524,24,Kodiak,POW-I,144.8479432
2013,3A,250,1009.3,2225.125994,25,Kodiak,0,1479.706772
2013,3A,260,610.9,1346.804191,26,Kodiak,0,895.6235681
2013,3A,261,191.2,421.5239176,26,Kodiak,0,280.3130238
2013,3A,270,371.1,818.1355953,27,Kodiak,0,544.0594305
2013,3A,271,117.2,258.3818156,27,Kodiak,0,171.8236736
2013,3A,280,287,632.726801,28,Kodiak,0,420.7627501
2013,3A,281,38.4,84.6575232,28,Kodiak,0,56.29717632
2013,3B,290,826,1821.018598,29,Chirikof,0,1210.97572
2013,3B,300,284.9,628.0970927,30,Chirikof,0,417.6839983
2013,3B,310,159.3,351.1964439,31,Chirikof,0,233.5453174
2013,3B,320,245,540.132635,32,Shumagin,0,359.1877135
2013,3B,330,197,434.310731,33,Shumagin,0,288.8162431
2013,3B,340,106.1,233.9105003,34,Shumagin,0,155.550271
2013,4A,Bering Sea,360.1,793.8847423,4A,Bering Sea,0,527.9326352
2013,4A,350,40.7,89.7281561,35,Shumagin,0,59.66914261
2013,4A,360,88.7,195.5500601,36,Shumagin,0,130.040613
2013,4A,370,16.5,36.3762795,37,Shumagin,0,24.19019295
2013,4A,380,38.1,83.9961363,38,Shumagin,0,55.85735463
2013,4A,390/395,3.2,7.0547936,39,Aleutian,0,4.69143136
2013,4B,400,44,97.003412,40,Aleutian,0,64.5071812
2013,4B,410,21.7,47.8403191,41,Aleutian,0,31.81376891
2013,4B,420,34.2,75.3981066,42+,Aleutian,0,50.13967266
2013,4B,430,26.3,57.9815849,42+,Aleutian,0,38.55770149
2013,4B,440,43.8,96.5624874,42+,Aleutian,0,64.21396674
2013,4B,450/460/480,8.6,18.9597578,42+,Aleutian,0,12.60822178
2013,4B,490/500,54.7,120.5928781,42+,Aleutian,0,80.19415481
2013,4BCDE,Bering Sea,1119.6,2468.295911,4A,Bering Sea,0,1641.414547
2012,2A,008/009,3.9,8.5980297,0,0,0,5.71768197
2012,2A,10,10.6,23.3690038,0,0,0,15.54036638
2012,2A,20,41,90.389543,0,0,0,60.1089643
2012,2A,30,7.1,15.6528233,0,0,0,10.40911333
2012,2A,40,37.2,82.0119756,0,0,0,54.53788956
2012,2A,50,152.4,335.9845452,0,0,0,223.4294185
2012,2B,60,41.8,92.1532414,0,0,0,61.28182214
2012,2B,61,3.5,7.7161805,0,0,0,5.13125305
2012,2B,70,58.6,129.1909078,0,0,0,85.91183678
2012,2B,80,48.4,106.7037532,0,0,0,70.95789932
2012,2B,81,7.8,17.1960594,0,0,0,11.43536394
2012,2B,90,125.5,276.6801865,0,0,0,183.9920737
2012,2B,91,141.5,311.9541545,0,0,0,207.4492305
2012,2B,92,27.2,59.9657456,0,0,0,39.87716656
2012,2B,100,255.5,563.2811765,0,0,0,374.5814727
2012,2B,102,419,923.737037,0,0,0,614.2842937
2012,2B,103,12.9,28.4396367,0,0,0,18.91233267
2012,2B,110,26.7,58.8634341,0,0,0,39.14413041
2012,2B,112,470.4,1037.054659,0,0,0,689.6404099
2012,2B,114,15,33.069345,0,0,0,21.9910845
2012,2B,120,41.2,90.8304676,0,0,0,60.40217876
2012,2B,121,92.2,203.2662406,0,0,0,135.1718661
2012,2B,122,12.6,27.7782498,0,0,0,18.47251098
2012,2B,130,189,416.673747,0,0,0,277.0876647
2012,2B,131,269.6,594.3663608,0,0,0,395.2530921
2012,2B,132,99.1,218.4781393,0,0,0,145.2877649
2012,2B,133,86.4,190.4794272,0,0,0,126.6686467
2012,2B,134,29.1,64.1545293,0,0,0,42.66270393
2012,2B,135,191.5,422.1853045,0,0,0,280.7528455
2012,2C,140,22.5,49.6040175,14-O,SE-O,0,32.98662675
2012,2C,141,4.5,9.9208035,14-I,SE-I,0,6.59732535
2012,2C,142,36.4,80.2482772,14-I,SE-I,0,53.36503172
2012,2C,143,37.5,82.6733625,14-I,SE-I,0,54.97771125
2012,2C,144,4.2,9.2594166,14-I,SE-I,0,6.15750366
2012,2C,150,53.4,117.7268682,15-O,SE-O,0,78.28826082
2012,2C,151,66.6,146.8278918,15-I,SE-I,0,97.64041518
2012,2C,152,96.9,213.6279687,15-I,SE-I,0,142.0624059
2012,2C,153,19,41.887837,15-I,SE-I,0,27.8553737
2012,2C,160,152.7,336.6459321,16-O,SE-O,0,223.8692402
2012,2C,161,54.2,119.4905666,16-I,SE-I,0,79.46111866
2012,2C,162,220,485.01706,16-I,SE-I,0,322.535906
2012,2C,163,17,37.478591,16-I,SE-I,0,24.9232291
2012,2C,170,87.8,193.5658994,17-O,SE-O,0,128.7211479
2012,2C,171,41,90.389543,17-I,SE-I,0,60.1089643
2012,2C,173,21.1,46.5175453,17-I,SE-I,0,30.93412553
2012,2C,174,8.6,18.9597578,17-I,SE-I,0,12.60822178
2012,2C,181,107.1,236.1151233,18S-O,SE-O,0,157.0163433
2012,2C,182,69.4,153.0008362,183-I,SE-I,0,101.7454176
2012,2C,183,18.7,41.2264501,183-I,SE-I,0,27.41555201
2012,2C,184,29.3,64.5954539,183-I,SE-I,0,42.95591839
2012,3A,185,378.5,834.4498055,18W,Yakutat,0,554.9083656
2012,3A,190,250.6,552.4785238,19,Yakutat,0,367.3977184
2012,3A,200,270.1,595.4686723,20,Yakutat,0,395.9861282
2012,3A,210,262.7,579.1544621,21,Yakutat,0,385.1371932
2012,3A,220,370.9,817.6946707,22,Yakutat,0,543.7662161
2012,3A,230,153.5,338.4096305,23,Yakutat,POW-O,225.0420981
2012,3A,232,36.7,80.9096641,23,Yakutat,POW-I,53.80485341
2012,3A,240,502.8,1108.484444,24,Kodiak,POW-O,737.1411524
2012,3A,242,62.6,138.0093998,24,Kodiak,POW-I,91.77612598
2012,3A,250,1052,2319.263396,25,Kodiak,0,1542.30806
2012,3A,260,669.4,1475.774636,26,Kodiak,0,981.3887976
2012,3A,261,236,520.291028,26,Kodiak,0,345.9930628
2012,3A,270,425,936.964775,27,Kodiak,0,623.0807275
2012,3A,271,142,313.056466,27,Kodiak,0,208.1822666
2012,3A,280,446.9,985.2460187,28,Kodiak,0,655.1877109
2012,3A,281,63.2,139.3321736,28,Kodiak,0,92.65576936
2012,3B,290,871.5,1921.328945,29,Chirikof,0,1277.682009
2012,3B,300,407.7,898.8247971,30,Chirikof,0,597.7176767
2012,3B,310,256.2,564.8244126,31,Chirikof,0,375.6077233
2012,3B,320,378.3,834.0088809,32,Shumagin,0,554.6151511
2012,3B,330,223.3,492.2923159,33,Shumagin,0,327.3739446
2012,3B,340,100.3,221.1236869,34,Shumagin,0,147.0470517
2012,4A,Bering Sea,474.4,1045.873151,4A,Bering Sea,0,695.5046991
2012,4A,350,53.5,117.9473305,35,Shumagin,0,78.43486805
2012,4A,360,76.8,169.3150464,36,Shumagin,0,112.5943526
2012,4A,370,30.6,67.4614638,37,Shumagin,0,44.86181238
2012,4A,380,56.2,123.8998126,38,Shumagin,0,82.39326326
2012,4A,390,8.4,18.5188332,39,Aleutian,0,12.31500732
2012,4B,400,45,99.208035,40,Aleutian,0,65.9732535
