Year,IPHC Stat Area,Total Catch (000 LBS),CPUE (LBS),Effort (00 SKS),LOGS %,IPHC Regulatory Area,IPHC Region,IPHC Region 2,IPHC Region 3,POW,"Total Catch (US Tons, Round Weight)"
1937,22,849,106.1,80,78,3A,Yakutat,Yakutat,3A,0,564.585
1937,23,340,117.2,29,78,3A,Yakutat,Yakutat,3A,POW,226.1
1937,24,1387,119.6,116,82,3A,Kodiak,Kodiak,3A,POW,922.355
1937,25,3942,120.2,328,75,3A,Kodiak,Kodiak,3A,0,2621.43
1937,26,1865,124.3,150,84,3A,Kodiak,Kodiak,3A,0,1240.225
1937,27,2967,120.1,247,86,3A,Kodiak,Kodiak,3A,0,1973.055
1937,28,2568,121.4,212,79,3A,Kodiak,Kodiak,3A,0,1707.72
1937,29,2717,113.1,240,80,3A,Chirikof,Chirikof,3A,0,1806.805
1937,30,1472,162,91,83,3A,Chirikof,Chirikof,3A,0,978.88
1937,31,495,177.2,28,99,3A,Chirikof,Chirikof,3A,0,329.175
1937,32,317,149.2,21,70,3B,Shumagin,Shumagin,3B,0,210.805
1937,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1937,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1937,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1937,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1937,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1937,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,14-O,251,57,44,51,2,SE Alaska,SE-O,2C,0,166.915
1938,14-I,787,73.6,107,15,2,SE Alaska,SE-I,2C,0,523.355
1938,15-O,963,66,146,46,2,SE Alaska,SE-O,2C,0,640.395
1938,15-I,557,66.9,83,27,2,SE Alaska,SE-I,2C,0,370.405
1938,16-O,1148,89,129,38,2,SE Alaska,SE-O,2C,0,763.42
1938,16-I,1489,62.1,240,58,2,SE Alaska,SE-I,2C,0,990.185
1938,17-O,301,63.6,47,33,2,SE Alaska,SE-O,2C,0,200.165
1938,17-I,557,55.5,100,52,2,SE Alaska,SE-I,2C,0,370.405
1938,18-O,70,69.7,10,81,2,SE Alaska,SE-O,2C,0,46.55
1938,18-I,1031,72.8,142,43,2,SE Alaska,SE-I,2C,0,685.615
1938,18W,3104,85.3,364,65,3A,Yakutat,Yakutat,3A,0,2064.16
1938,19,1091,85.9,127,86,3A,Yakutat,Yakutat,3A,0,725.515
1938,20,1506,82.3,183,88,3A,Yakutat,Yakutat,3A,0,1001.49
1938,21,981,102.2,96,78,3A,Yakutat,Yakutat,3A,0,652.365
1938,22,772,105.8,73,85,3A,Yakutat,Yakutat,3A,0,513.38
1938,23,393,109.2,36,100,3A,Yakutat,Yakutat,3A,POW,261.345
1938,24,1635,119.3,137,89,3A,Kodiak,Kodiak,3A,POW,1087.275
1938,25,3744,132.3,283,82,3A,Kodiak,Kodiak,3A,0,2489.76
1938,26,2283,139.1,164,81,3A,Kodiak,Kodiak,3A,0,1518.195
1938,27,2698,125.5,215,92,3A,Kodiak,Kodiak,3A,0,1794.17
1938,28,2451,126.3,194,87,3A,Kodiak,Kodiak,3A,0,1629.915
1938,29,2572,119.1,216,75,3A,Chirikof,Chirikof,3A,0,1710.38
1938,30,1252,152.8,82,95,3A,Chirikof,Chirikof,3A,0,832.58
1938,31,641,167.6,38,93,3A,Chirikof,Chirikof,3A,0,426.265
1938,32,321,151.6,21,100,3B,Shumagin,Shumagin,3B,0,213.465
1938,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1938,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1938,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1938,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1938,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1938,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1938,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,14-O,248,67,37,51,2,SE Alaska,SE-O,2C,0,164.92
1939,14-I,660,69.5,95,12,2,SE Alaska,SE-I,2C,0,438.9
1939,15-O,992,67.5,147,41,2,SE Alaska,SE-O,2C,0,659.68
1939,15-I,420,61.7,68,28,2,SE Alaska,SE-I,2C,0,279.3
1939,16-O,846,66.1,128,40,2,SE Alaska,SE-O,2C,0,562.59
1939,16-I,1350,52.9,255,52,2,SE Alaska,SE-I,2C,0,897.75
1939,17-O,480,60.8,79,53,2,SE Alaska,SE-O,2C,0,319.2
1939,17-I,511,51.3,100,50,2,SE Alaska,SE-I,2C,0,339.815
1939,18-O,68,60.1,11,100,2,SE Alaska,SE-O,2C,0,45.22
1939,18-I,981,74.6,132,27,2,SE Alaska,SE-I,2C,0,652.365
1939,18W,3639,82.3,442,42,3A,Yakutat,Yakutat,3A,0,2419.935
1939,19,879,90.6,97,74,3A,Yakutat,Yakutat,3A,0,584.535
1939,20,1490,97.4,153,99,3A,Yakutat,Yakutat,3A,0,990.85
1939,21,922,112.4,82,71,3A,Yakutat,Yakutat,3A,0,613.13
1939,22,648,125,52,72,3A,Yakutat,Yakutat,3A,0,430.92
1939,23,379,138.9,27,100,3A,Yakutat,Yakutat,3A,POW,252.035
1939,24,1228,113.7,108,87,3A,Kodiak,Kodiak,3A,POW,816.62
1939,25,4455,125.1,356,76,3A,Kodiak,Kodiak,3A,0,2962.575
1939,26,2841,130.9,217,85,3A,Kodiak,Kodiak,3A,0,1889.265
1939,27,2801,115.3,243,93,3A,Kodiak,Kodiak,3A,0,1862.665
1939,28,1878,113.8,165,73,3A,Kodiak,Kodiak,3A,0,1248.87
1939,29,1976,109.2,181,78,3A,Chirikof,Chirikof,3A,0,1314.04
1939,30,1456,163,89,82,3A,Chirikof,Chirikof,3A,0,968.24
1939,31,443,166.7,27,95,3A,Chirikof,Chirikof,3A,0,294.595
1939,32,278,159.6,17,100,3B,Shumagin,Shumagin,3B,0,184.87
1939,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1939,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1939,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1939,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1939,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1939,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1939,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,14-O,215,67.2,32,81,2,SE Alaska,SE-O,2C,0,142.975
1940,14-I,873,52.6,166,9,2,SE Alaska,SE-I,2C,0,580.545
1940,15-O,909,71,128,59,2,SE Alaska,SE-O,2C,0,604.485
1940,15-I,795,58.8,135,13,2,SE Alaska,SE-I,2C,0,528.675
1940,16-O,868,74.8,116,40,2,SE Alaska,SE-O,2C,0,577.22
1940,16-I,1354,50.7,267,62,2,SE Alaska,SE-I,2C,0,900.41
1940,17-O,784,67,117,35,2,SE Alaska,SE-O,2C,0,521.36
1940,17-I,588,47.7,125,50,2,SE Alaska,SE-I,2C,0,391.02
1940,18-O,117,69.9,17,61,2,SE Alaska,SE-O,2C,0,77.805
1940,18-I,1113,71.6,155,51,2,SE Alaska,SE-I,2C,0,740.145
1940,18W,2244,79.6,282,43,3A,Yakutat,Yakutat,3A,0,1492.26
1940,19,1264,79.5,159,63,3A,Yakutat,Yakutat,3A,0,840.56
1940,20,1259,80.8,156,83,3A,Yakutat,Yakutat,3A,0,837.235
1940,21,837,105.9,79,83,3A,Yakutat,Yakutat,3A,0,556.605
1940,22,588,105,56,82,3A,Yakutat,Yakutat,3A,0,391.02
1940,23,442,107.8,41,100,3A,Yakutat,Yakutat,3A,POW,293.93
1940,24,1954,112.3,174,76,3A,Kodiak,Kodiak,3A,POW,1299.41
1940,25,4376,126.8,345,76,3A,Kodiak,Kodiak,3A,0,2910.04
1940,26,4331,137.5,315,79,3A,Kodiak,Kodiak,3A,0,2880.115
1940,27,2770,117.4,236,83,3A,Kodiak,Kodiak,3A,0,1842.05
1940,28,2432,139.8,174,78,3A,Kodiak,Kodiak,3A,0,1617.28
1940,29,2252,130,173,82,3A,Chirikof,Chirikof,3A,0,1497.58
1940,30,1339,187.3,71,76,3A,Chirikof,Chirikof,3A,0,890.435
1940,31,321,147.9,22,100,3A,Chirikof,Chirikof,3A,0,213.465
1940,32,569,166.9,34,100,3B,Shumagin,Shumagin,3B,0,378.385
1940,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1940,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1940,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1940,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1940,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1940,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1940,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1941,14-O,261,,,,2,SE Alaska,SE-O,2C,0,173.565
1941,14-I,918,,,,2,SE Alaska,SE-I,2C,0,610.47
1941,15-O,738,,,,2,SE Alaska,SE-O,2C,0,490.77
1941,15-I,685,,,,2,SE Alaska,SE-I,2C,0,455.525
1941,16-O,688,,,,2,SE Alaska,SE-O,2C,0,457.52
1941,16-I,1466,,,,2,SE Alaska,SE-I,2C,0,974.89
1941,17-O,705,,,,2,SE Alaska,SE-O,2C,0,468.825
1941,17-I,472,,,,2,SE Alaska,SE-I,2C,0,313.88
1941,18-O,115,,,,2,SE Alaska,SE-O,2C,0,76.475
1941,18-I,1206,,,,2,SE Alaska,SE-I,2C,0,801.99
1941,18W,1552,,,,3A,Yakutat,Yakutat,3A,0,1032.08
1941,19,1994,,,,3A,Yakutat,Yakutat,3A,0,1326.01
1941,20,1263,,,,3A,Yakutat,Yakutat,3A,0,839.895
1941,21,569,,,,3A,Yakutat,Yakutat,3A,0,378.385
1941,22,229,,,,3A,Yakutat,Yakutat,3A,0,152.285
1941,23,410,,,,3A,Yakutat,Yakutat,3A,POW,272.65
1941,24,1822,,,,3A,Kodiak,Kodiak,3A,POW,1211.63
1941,25,3749,,,,3A,Kodiak,Kodiak,3A,0,2493.085
1941,26,3651,,,,3A,Kodiak,Kodiak,3A,0,2427.915
1941,27,4006,,,,3A,Kodiak,Kodiak,3A,0,2663.99
1941,28,2592,,,,3A,Kodiak,Kodiak,3A,0,1723.68
1941,29,3978,,,,3A,Chirikof,Chirikof,3A,0,2645.37
1941,30,1205,,,,3A,Chirikof,Chirikof,3A,0,801.325
1941,31,402,,,,3A,Chirikof,Chirikof,3A,0,267.33
1941,32,519,,,,3B,Shumagin,Shumagin,3B,0,345.135
1941,33,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,34,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,35,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,36,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,37,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,38,,,,,3B,Shumagin,Shumagin,3B,0,0
1941,39,,,,,3B,Aleutian,Aleutian,3B,0,0
1941,40,,,,,3B,Aleutian,Aleutian,3B,0,0
1941,41,,,,,3B,Aleutian,Aleutian,3B,0,0
1941,42+,,,,,3C,Aleutian,Aleutian,3C,0,0
1941,4A,,,,,4,Bering Sea,Bering Sea,4,0,0
1941,4B,,,,,4,Bering Sea,Bering Sea,4,0,0
1941,4C,,,,,4,Bering Sea,Bering Sea,4,0,0
1941,4DE,,,,,4,Bering Sea,Bering Sea,4,0,0
1941,4DW,,,,,4,Bering Sea,Bering Sea,4,0,0
1941,4E,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,14-O,500,,,,2,SE Alaska,SE-O,2C,0,332.5
1942,14-I,541,,,,2,SE Alaska,SE-I,2C,0,359.765
1942,15-O,1379,,,,2,SE Alaska,SE-O,2C,0,917.035
1942,15-I,535,,,,2,SE Alaska,SE-I,2C,0,355.775
1942,16-O,1016,,,,2,SE Alaska,SE-O,2C,0,675.64
1942,16-I,1636,,,,2,SE Alaska,SE-I,2C,0,1087.94
1942,17-O,627,,,,2,SE Alaska,SE-O,2C,0,416.955
1942,17-I,616,,,,2,SE Alaska,SE-I,2C,0,409.64
1942,18-O,92,,,,2,SE Alaska,SE-O,2C,0,61.18
1942,18-I,1406,,,,2,SE Alaska,SE-I,2C,0,934.99
1942,18W,1318,,,,3A,Yakutat,Yakutat,3A,0,876.47
1942,19,1301,,,,3A,Yakutat,Yakutat,3A,0,865.165
1942,20,1433,,,,3A,Yakutat,Yakutat,3A,0,952.945
1942,21,564,,,,3A,Yakutat,Yakutat,3A,0,375.06
1942,22,535,,,,3A,Yakutat,Yakutat,3A,0,355.775
1942,23,249,,,,3A,Yakutat,Yakutat,3A,POW,165.585
1942,24,1847,,,,3A,Kodiak,Kodiak,3A,POW,1228.255
1942,25,4536,,,,3A,Kodiak,Kodiak,3A,0,3016.44
1942,26,3772,,,,3A,Kodiak,Kodiak,3A,0,2508.38
1942,27,2701,,,,3A,Kodiak,Kodiak,3A,0,1796.165
1942,28,3240,,,,3A,Kodiak,Kodiak,3A,0,2154.6
1942,29,3731,,,,3A,Chirikof,Chirikof,3A,0,2481.115
1942,30,1344,,,,3A,Chirikof,Chirikof,3A,0,893.76
1942,31,336,,,,3A,Chirikof,Chirikof,3A,0,223.44
1942,32,47,,,,3B,Shumagin,Shumagin,3B,0,31.255
1942,33,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,34,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,35,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,36,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,37,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,38,,,,,3B,Shumagin,Shumagin,3B,0,0
1942,39,,,,,3B,Aleutian,Aleutian,3B,0,0
1942,40,,,,,3B,Aleutian,Aleutian,3B,0,0
1942,41,,,,,3B,Aleutian,Aleutian,3B,0,0
1942,42+,,,,,3C,Aleutian,Aleutian,3C,0,0
1942,4A,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,4B,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,4C,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,4DE,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,4DW,,,,,4,Bering Sea,Bering Sea,4,0,0
1942,4E,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,14-O,315,,,,2,SE Alaska,SE-O,2C,0,209.475
1943,14-I,523,,,,2,SE Alaska,SE-I,2C,0,347.795
1943,15-O,861,,,,2,SE Alaska,SE-O,2C,0,572.565
1943,15-I,528,,,,2,SE Alaska,SE-I,2C,0,351.12
1943,16-O,895,,,,2,SE Alaska,SE-O,2C,0,595.175
1943,16-I,2077,,,,2,SE Alaska,SE-I,2C,0,1381.205
1943,17-O,512,,,,2,SE Alaska,SE-O,2C,0,340.48
1943,17-I,699,,,,2,SE Alaska,SE-I,2C,0,464.835
1943,18-O,180,,,,2,SE Alaska,SE-O,2C,0,119.7
1943,18-I,1563,,,,2,SE Alaska,SE-I,2C,0,1039.395
1943,18W,978,,,,3A,Yakutat,Yakutat,3A,0,650.37
1943,19,598,,,,3A,Yakutat,Yakutat,3A,0,397.67
1943,20,1768,,,,3A,Yakutat,Yakutat,3A,0,1175.72
1943,21,641,,,,3A,Yakutat,Yakutat,3A,0,426.265
1943,22,784,,,,3A,Yakutat,Yakutat,3A,0,521.36
1943,23,745,,,,3A,Yakutat,Yakutat,3A,POW,495.425
1943,24,1883,,,,3A,Kodiak,Kodiak,3A,POW,1252.195
1943,25,2982,,,,3A,Kodiak,Kodiak,3A,0,1983.03
1943,26,4467,,,,3A,Kodiak,Kodiak,3A,0,2970.555
1943,27,2232,,,,3A,Kodiak,Kodiak,3A,0,1484.28
1943,28,3433,,,,3A,Kodiak,Kodiak,3A,0,2282.945
1943,29,3441,,,,3A,Chirikof,Chirikof,3A,0,2288.265
1943,30,2117,,,,3A,Chirikof,Chirikof,3A,0,1407.805
1943,31,655,,,,3A,Chirikof,Chirikof,3A,0,435.575
1943,32,1614,,,,3B,Shumagin,Shumagin,3B,0,1073.31
1943,33,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,34,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,35,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,36,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,37,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,38,,,,,3B,Shumagin,Shumagin,3B,0,0
1943,39,,,,,3B,Aleutian,Aleutian,3B,0,0
1943,40,,,,,3B,Aleutian,Aleutian,3B,0,0
1943,41,,,,,3B,Aleutian,Aleutian,3B,0,0
1943,42+,,,,,3C,Aleutian,Aleutian,3C,0,0
1943,4A,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,4B,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,4C,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,4DE,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,4DW,,,,,4,Bering Sea,Bering Sea,4,0,0
1943,4E,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,14-O,449,,,,2,SE Alaska,SE-O,2C,0,298.585
1944,14-I,644,,,,2,SE Alaska,SE-I,2C,0,428.26
1944,15-O,1647,,,,2,SE Alaska,SE-O,2C,0,1095.255
1944,15-I,203,,,,2,SE Alaska,SE-I,2C,0,134.995
1944,16-O,1359,,,,2,SE Alaska,SE-O,2C,0,903.735
1944,16-I,2231,,,,2,SE Alaska,SE-I,2C,0,1483.615
1944,17-O,957,,,,2,SE Alaska,SE-O,2C,0,636.405
1944,17-I,815,,,,2,SE Alaska,SE-I,2C,0,541.975
1944,18-O,111,,,,2,SE Alaska,SE-O,2C,0,73.815
1944,18-I,1964,,,,2,SE Alaska,SE-I,2C,0,1306.06
1944,18W,929,,,,3A,Yakutat,Yakutat,3A,0,617.785
1944,19,499,,,,3A,Yakutat,Yakutat,3A,0,331.835
1944,20,888,,,,3A,Yakutat,Yakutat,3A,0,590.52
1944,21,565,,,,3A,Yakutat,Yakutat,3A,0,375.725
1944,22,991,,,,3A,Yakutat,Yakutat,3A,0,659.015
1944,23,264,,,,3A,Yakutat,Yakutat,3A,POW,175.56
1944,24,1689,,,,3A,Kodiak,Kodiak,3A,POW,1123.185
1944,25,3153,,,,3A,Kodiak,Kodiak,3A,0,2096.745
1944,26,4385,,,,3A,Kodiak,Kodiak,3A,0,2916.025
1944,27,3859,,,,3A,Kodiak,Kodiak,3A,0,2566.235
1944,28,3135,,,,3A,Kodiak,Kodiak,3A,0,2084.775
1944,29,2361,,,,3A,Chirikof,Chirikof,3A,0,1570.065
1944,30,1422,,,,3A,Chirikof,Chirikof,3A,0,945.63
1944,31,719,,,,3A,Chirikof,Chirikof,3A,0,478.135
1944,32,2132,,,,3B,Shumagin,Shumagin,3B,0,1417.78
1944,33,,,,,3B,Shumagin,Shumagin,3B,0,0
1944,34,95,,,,3B,Shumagin,Shumagin,3B,0,63.175
1944,35,,,,,3B,Shumagin,Shumagin,3B,0,0
1944,36,,,,,3B,Shumagin,Shumagin,3B,0,0
1944,37,,,,,3B,Shumagin,Shumagin,3B,0,0
1944,38,,,,,3B,Shumagin,Shumagin,3B,0,0
1944,39,,,,,3B,Aleutian,Aleutian,3B,0,0
1944,40,,,,,3B,Aleutian,Aleutian,3B,0,0
1944,41,,,,,3B,Aleutian,Aleutian,3B,0,0
1944,42+,,,,,3C,Aleutian,Aleutian,3C,0,0
1944,4A,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,4B,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,4C,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,4DE,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,4DW,,,,,4,Bering Sea,Bering Sea,4,0,0
1944,4E,,,,,4,Bering Sea,Bering Sea,4,0,0
1945,14-O,381,,,,2,SE Alaska,SE-O,2C,0,253.365
1945,14-I,980,,,,2,SE Alaska,SE-I,2C,0,651.7
1945,15-O,701,,,,2,SE Alaska,SE-O,2C,0,466.165
1945,15-I,214,,,,2,SE Alaska,SE-I,2C,0,142.31
1945,16-O,1026,,,,2,SE Alaska,SE-O,2C,0,682.29
1945,16-I,1931,,,,2,SE Alaska,SE-I,2C,0,1284.115
1945,17-O,582,,,,2,SE Alaska,SE-O,2C,0,387.03
1945,17-I,962,,,,2,SE Alaska,SE-I,2C,0,639.73
1945,18-O,253,,,,2,SE Alaska,SE-O,2C,0,168.245
1945,18-I,1458,,,,2,SE Alaska,SE-I,2C,0,969.57
1945,18W,1312,,,,3A,Yakutat,Yakutat,3A,0,872.48
1945,19,447,,,,3A,Yakutat,Yakutat,3A,0,297.255
1945,20,827,,,,3A,Yakutat,Yakutat,3A,0,549.955
1945,21,368,,,,3A,Yakutat,Yakutat,3A,0,244.72
1945,22,337,,,,3A,Yakutat,Yakutat,3A,0,224.105
1945,23,374,,,,3A,Yakutat,Yakutat,3A,POW,248.71
1945,24,1210,,,,3A,Kodiak,Kodiak,3A,POW,804.65
1945,25,4521,,,,3A,Kodiak,Kodiak,3A,0,3006.465
1945,26,5192,,,,3A,Kodiak,Kodiak,3A,0,3452.68
1945,27,2865,,,,3A,Kodiak,Kodiak,3A,0,1905.225
1945,28,2621,,,,3A,Kodiak,Kodiak,3A,0,1742.965
1945,29,3104,,,,3A,Chirikof,Chirikof,3A,0,2064.16
1945,30,2608,,,,3A,Chirikof,Chirikof,3A,0,1734.32
1945,31,610,,,,3A,Chirikof,Chirikof,3A,0,405.65
1945,32,2559,,,,3B,Shumagin,Shumagin,3B,0,1701.735
1945,33,411,,,,3B,Shumagin,Shumagin,3B,0,273.315
1945,34,228,,,,3B,Shumagin,Shumagin,3B,0,151.62
1945,35,,,,,3B,Shumagin,Shumagin,3B,0,0
1945,36,,,,,3B,Shumagin,Shumagin,3B,0,0
1945,37,,,,,3B,Shumagin,Shumagin,3B,0,0
1945,38,,,,,3B,Shumagin,Shumagin,3B,0,0
1945,39,,,,,3B,Aleutian,Aleutian,3B,0,0
1945,40,,,,,3B,Aleutian,Aleutian,3B,0,0
1945,41,,,,,3B,Aleutian,Aleutian,3B,0,0
1945,42+,,,,,3C,Aleutian,Aleutian,3C,0,0
1945,4A,,,,,4,Bering Sea,Bering Sea,4,0,0
1945,4B,5,,,,4,Bering Sea,Bering Sea,4,0,3.325
1945,4C,,,,,4,Bering Sea,Bering Sea,4,0,0
1945,4DE,,,,,4,Bering Sea,Bering Sea,4,0,0
1945,4DW,,,,,4,Bering Sea,Bering Sea,4,0,0
1945,4E,,,,,4,Bering Sea,Bering Sea,4,0,0
1946,14-O,618,,,,2,SE Alaska,SE-O,2C,0,410.97
1946,14-I,592,,,,2,SE Alaska,SE-I,2C,0,393.68
1946,15-O,1178,,,,2,SE Alaska,SE-O,2C,0,783.37
1946,15-I,617,,,,2,SE Alaska,SE-I,2C,0,410.305
1946,16-O,1179,,,,2,SE Alaska,SE-O,2C,0,784.035
1946,16-I,2115,,,,2,SE Alaska,SE-I,2C,0,1406.475
1946,17-O,864,,,,2,SE Alaska,SE-O,2C,0,574.56
1946,17-I,923,,,,2,SE Alaska,SE-I,2C,0,613.795
1946,18-O,198,,,,2,SE Alaska,SE-O,2C,0,131.67
1946,18-I,1611,,,,2,SE Alaska,SE-I,2C,0,1071.315
1946,18W,1173,,,,3A,Yakutat,Yakutat,3A,0,780.045
1946,19,1036,,,,3A,Yakutat,Yakutat,3A,0,688.94
1946,20,1956,,,,3A,Yakutat,Yakutat,3A,0,1300.74
1946,21,615,,,,3A,Yakutat,Yakutat,3A,0,408.975
1946,22,522,,,,3A,Yakutat,Yakutat,3A,0,347.13
1946,23,744,,,,3A,Yakutat,Yakutat,3A,POW,494.76
1946,24,1541,,,,3A,Kodiak,Kodiak,3A,POW,1024.765
1946,25,3790,,,,3A,Kodiak,Kodiak,3A,0,2520.35
1946,26,6315,,,,3A,Kodiak,Kodiak,3A,0,4199.475
1946,27,2273,,,,3A,Kodiak,Kodiak,3A,0,1511.545
1946,28,2430,,,,3A,Kodiak,Kodiak,3A,0,1615.95
1946,29,2245,,,,3A,Chirikof,Chirikof,3A,0,1492.925
1946,30,1742,,,,3A,Chirikof,Chirikof,3A,0,1158.43
1946,31,1160,,,,3A,Chirikof,Chirikof,3A,0,771.4
1946,32,2320,,,,3B,Shumagin,Shumagin,3B,0,1542.8
