"","matrix.nrow...length.years..","Year","mean_prop_nonPOP_to_allRF","nonPOP_RF_harv","mean_prop_YERF_to_nonPOP","YERF_GOA_harv","mean_prop_SEAK_to_GOA","YERF_SEAK_harv_full","YERF_SEAK_harv","lo_95","lo_75","lo_50","hi_95","hi_75","hi_50","var","cv","lo_95_full","lo_75_full","lo_50_full","hi_95_full","hi_75_full","hi_50_full","var_full","cv_full"
"1",NA,1960,0.390613809357247,0,0.0149890637968145,0,0.273679973249748,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
"2",NA,1961,0.390613809357247,6249.82094971595,0.0149890637968145,93.6789649339603,0.273679973249748,25.6380566171903,25.6380566171903,0.133005201088157,9.5359349160441,14.2057054298118,63.6912859427695,44.2149876868908,35.3840246837321,260.554640017608,0.62959939717943,0.133005201088157,9.5359349160441,14.2057054298118,63.6912859427695,44.2149876868908,35.3840246837321,260.554640017608,0.62959939717943
"3",NA,1962,0.390613809357247,19530.6904678624,0.0149890637968145,292.746765418626,0.273679973249748,80.1189269287197,80.1189269287197,0.415641253400489,29.7997966126378,44.392829468162,199.035268571155,138.171836521534,110.575077136663,2544.47890642195,0.62959939717943,0.415641253400489,29.7997966126378,44.392829468162,199.035268571155,138.171836521534,110.575077136663,2544.47890642195,0.62959939717943
"4",NA,1963,0.390613809357247,44662.0017342889,0.0149890637968145,669.441593288697,0.273679973249748,183.212757343519,183.212757343519,0.950471792626103,68.1449829019157,101.515746714614,455.145890757773,315.965828883982,252.858663393035,13305.770512701,0.62959939717943,0.950471792626103,68.1449829019157,101.515746714614,455.145890757773,315.965828883982,252.858663393035,13305.770512701,0.62959939717943
"5",NA,1964,0.390613809357247,94439.4819159203,0.0149890637968145,1415.55941937584,0.273679973249748,387.410264028209,387.410264028209,2.00980834234286,144.095128532613,214.658863323529,962.423099059703,668.121625189685,534.679150989705,59493.6826446421,0.62959939717943,2.00980834234286,144.095128532613,214.658863323529,962.423099059703,668.121625189685,534.679150989705,59493.6826446421,0.62959939717943
"6",NA,1965,0.390613809357247,146215.342346223,0.0149890637968145,2191.63109450062,0.273679973249748,599.805539316245,599.805539316245,3.11167330510756,223.094389352716,332.344254243627,1490.06559604183,1034.41516380827,827.813680478998,142609.859339165,0.62959939717943,3.11167330510756,223.094389352716,332.344254243627,1490.06559604183,1034.41516380827,827.813680478998,142609.859339165,0.62959939717943
"7",NA,1966,0.390613809357247,59363.924290877,0.0149890637968145,889.809648425222,0.273679973249748,243.523080778382,243.523080778382,1.26334990253585,90.5770778000449,134.932893025068,604.971679527396,419.976060543932,336.095158458429,23507.6310405966,0.62959939717943,1.26334990253585,90.5770778000449,134.932893025068,604.971679527396,419.976060543932,336.095158458429,23507.6310405966,0.62959939717943
"8",NA,1967,0.390613809357247,48510.7195978859,0.0149890637968145,727.130270882092,0.273679973249748,199.000993084093,199.000993084093,1.0323780580212,74.0173308224021,110.26379768961,494.367780782405,343.193970988916,274.648588093586,15697.8109468473,0.62959939717943,1.0323780580212,74.0173308224021,110.26379768961,494.367780782405,343.193970988916,274.648588093586,15697.8109468473,0.62959939717943
"9",NA,1968,0.390613809357247,39546.1326731371,0.0149890637968145,592.759505554942,0.273679973249748,162.22640562381,162.22640562381,0.841598722710378,60.3392241772013,89.8874889637238,403.010592508245,279.773098025532,223.894627687858,10432.0989729649,0.62959939717943,0.841598722710378,60.3392241772013,89.8874889637238,403.010592508245,279.773098025532,223.894627687858,10432.0989729649,0.62959939717943
"10",NA,1969,0.390613809357247,28954.6392324153,0.0149890637968145,434.002934668422,0.273679973249748,118.777911550366,118.777911550366,0.616196470991293,44.1787944741678,65.8132575431395,295.073766362108,204.842511079904,163.929763356645,5592.42253214428,0.62959939717943,0.616196470991293,44.1787944741678,65.8132575431395,295.073766362108,204.842511079904,163.929763356645,5592.42253214428,0.62959939717943
"11",NA,1970,0.390613809357247,24586.0534499448,0.0149890637968145,368.521923673114,0.273679973249748,100.857070212803,100.857070212803,0.523226666713179,37.5132355674462,55.88355823336,250.553955558649,173.93651103044,139.196551252871,4032.19292732454,0.62959939717943,0.523226666713179,37.5132355674462,55.88355823336,250.553955558649,173.93651103044,139.196551252871,4032.19292732454,0.62959939717943
"12",NA,1971,0.390613809357247,30875.2873330249,0.0149890637968145,462.791651579689,0.273679973249748,126.656806824536,126.656806824536,0.657070631850697,47.1093064730546,70.1788483930386,314.646894673395,218.430329483432,174.803716442265,6358.95389976446,0.62959939717943,0.657070631850697,47.1093064730546,70.1788483930386,314.646894673395,218.430329483432,174.803716442265,6358.95389976446,0.62959939717943
"13",NA,1972,0.390613809357247,31077.6252862719,0.0149890637968145,465.824508069426,0.273679973249748,127.486838907517,127.486838907517,0.661376675235926,47.4180323659616,70.6387581063287,316.708900055793,219.861789709795,175.949274241401,6442.5724708931,0.62959939717943,0.661376675235926,47.4180323659616,70.6387581063287,316.708900055793,219.861789709795,175.949274241401,6442.5724708931,0.62959939717943
"14",NA,1973,0.390613809357247,24955.5350522158,0.0149890637968145,374.060106981304,0.273679973249748,102.372760072441,53.1851082960992,0.275679146496488,20.5203479432914,29.933214857025,127.44734485715,91.3759445975959,73.1407633000898,1044.06695619545,0.607538951832458,0.531089767945009,38.0769881197641,56.7233817812387,254.319304769478,176.550445833755,141.288410562142,4154.2959476181,1.21187734864367
