"","matrix.nrow...length.years..","Year","mean_prop_nonPOP_to_allRF","nonPOP_RF_harv","mean_prop_YERF_to_nonPOP","YERF_GOA_harv","mean_prop_SEAK_to_GOA","YERF_SEAK_harv_full","YERF_SEAK_harv","lo_95","lo_75","lo_50","hi_95","hi_75","hi_50","var","cv","lo_95_full","lo_75_full","lo_50_full","hi_95_full","hi_75_full","hi_50_full","var_full","cv_full"
"15",NA,1974,0.390613809357247,21161.1125081195,0.0149890637968145,317.185265395773,0.273679973249748,86.8072549487293,42.0968439131947,0.218204350277436,16.2421759038994,23.6926070854447,100.87656405122,72.3254873475148,57.8920565357132,654.104789837481,0.607538951832458,0.450338985234362,32.2874836338608,48.0987428721642,215.650732791475,149.706421434351,119.805884576031,2987.03735015171,1.29828724213196
"16",NA,1975,0.390613809357247,24127.0431625691,0.0149890637968145,361.641789192245,0.273679973249748,98.9741151921246,575.776138122017,3.55054331740371,269.827628704623,310.463143055262,1148.00173292663,882.688737859875,841.089133188771,81724.7245407642,0.496504364229551,0.51345826597576,36.812880747456,54.8402379551992,245.87622867669,170.689196528511,136.597815790005,3883.0399875748,0.108226164885152
"17",NA,1976,0.390613809357247,21570.4757803259,0.0149890637968145,323.321237598947,0.273679973249748,88.4865476571552,46.7364395539883,0.242253182879636,18.032265647352,26.3038269854289,111.994415731393,80.2966553644743,64.2724810087099,806.231019496896,0.607538951832458,0.459050825905636,32.9120873708617,49.0292165778168,219.822512020726,152.602503127843,122.123538192816,3103.72410756786,1.19202655561895
"18",NA,1977,0.390613809357247,9201.84575255241,0.0149890637968145,137.927053033455,0.273679973249748,37.7478721846124,80.4892801327508,0.496339908475699,37.7199229985454,43.4004697967766,160.482220357026,123.393410021052,117.578090468725,1597.0636572106,0.496504364229551,0.195828545257134,14.0401145744511,20.9155928182656,93.7750687167623,65.0993844334475,52.0972264427844,564.824541885037,0.295269600287652
"19",NA,1978,0.390613809357247,3928.87181727706,0.0149890637968145,58.8901103186725,0.273679973249748,16.117043816689,10.5093109727903,0.064806026812196,4.92500864720891,5.66670533898749,20.9538159187684,16.1112102849656,15.3519166065931,27.2266762176421,0.496504364229551,0.083612057099056,5.99464628578468,8.93023914713334,40.0387307668477,27.7951993220178,22.2437248171196,102.967313140001,0.965551509282978
"20",NA,1979,0.390613809357247,4800.17498042934,0.0149890637968145,71.9501290175282,0.273679973249748,19.691309384833,2.91469171510981,0.017973546498695,1.36592036699935,1.57162530885981,5.81140988372093,4.46834347747093,4.25775812135981,2.09426383687033,0.496504364229551,0.102154644695759,7.32407481226767,10.910692055367,48.9180921683441,33.9593212929165,27.1767001583404,153.701391241486,4.25349839027399
"21",NA,1980,0.390613809357247,6503.17306646506,0.0149890637968145,97.4764759749707,0.273679973249748,26.6773593373097,9.41459107979132,0.0580553990192589,4.41198691312465,5.07642353284296,18.7711267605634,14.432959213615,13.7527586267397,21.8498803500088,0.496504364229551,0.138396899427268,9.92249787770324,14.7815692136728,66.2731714466745,46.0073527502481,36.8184045843489,282.107274006449,1.78404449165746
"22",NA,1981,0.390613809357247,6976.52278678227,0.0149890637968145,104.57154513101,0.273679973249748,28.6191376741395,46.1369698904425,0.284505208333333,21.6213009829812,24.8774267199612,91.9894345725516,70.7298914020704,67.3965130609237,524.740128093739,0.496504364229551,0.148470463972933,10.6447317083665,15.8574827072291,71.0970300228187,49.3561130145513,39.4983242688485,324.669651443648,0.390545626863241
"23",NA,1982,0.390613809357247,3781.13386230196,0.0149890637968145,56.6756566863398,0.273679973249748,15.5109922058294,3.66183804208162,0.0225808499673745,1.71605770051186,1.97449264155346,7.30109523419587,5.6137498336677,5.34918344260979,3.30555513092559,0.496504364229551,0.0804679804018333,5.76922870428804,8.59443402790438,38.5331483812681,26.7500122818343,21.4072907036271,95.3691180239591,2.66688783889895
"24",NA,1983,0.390613809357247,3072.83384179447,0.0149890637968145,46.0589024916679,0.273679973249748,12.6053992018324,16.6698471706421,0.102795184716949,7.8120384557681,8.98851620306584,33.2368991565673,25.555568188991,24.3511781382184,68.5029661980888,0.496504364229551,0.0653943347060112,4.68850928033412,6.98448367441201,31.3149353312666,21.7390724585444,17.3971749561889,62.9856789200453,0.476090251904454
"25",NA,1984,0.390613809357247,1241.35896772305,0.0149890637968145,18.6068087619486,0.273679973249748,5.09231092423327,1.13577188898645,0.00700377633517222,0.532260049112422,0.612417373874951,2.26454000163773,1.74118548652623,1.65912640409796,0.318000916312894,0.496504364229551,0.026417908681383,1.89405719282129,2.8215816052987,12.6505622492214,8.78211902620677,7.02808555776001,10.2791790882318,2.8228519469773
"26",NA,1985,0.390613809357247,5.23813118348068,0.0149890637968145,0.0785146824852755,0.273679973249748,0.0214878962022826,0.0875775914399193,0.000540050223434967,0.041041738726741,0.0472225444915624,0.174615132656404,0.134260085708047,0.127932638388276,0.00189074140400292,0.496504364229551,0.000111474984162011,0.00799230545150947,0.011906156863361,0.0533812590307836,0.0370576865550753,0.029656235688053,0.000183027522892775,0.154477489882699
"27",NA,1986,0.390613809357247,1.63667186120687,0.0149890637968145,0.0245321789420809,0.273679973249748,0.00671396607662672,0.287363971912235,0.00177203979564598,0.134668205197119,0.154948974112939,0.572955904028824,0.440540906229528,0.419778969711531,0.0203568593546213,0.496504364229551,3.4830737034961e-05,0.00249722295613905,0.00372011910943198,0.0166791555062628,0.0115787999005045,0.00926619146405235,1.78684504516138e-05,0.0147099476889829
"28",NA,1987,0.390613809357247,0,0.0149890637968145,0,0.273679973249748,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA
