year,mgmt_area,fishery,fishery_type,gear,whole_pounds
2001,SSEO,Y06A,Directed,Longline,2771.44
2001,SSEO,Y06A,Directed,Longline,79400.82
2001,CSEO,Y25A,Directed,Dinglebar troll,48.98
2001,CSEO,Y61A,Directed,Longline,92.86
2001,CSEO,Y61A,Directed,Longline,17890.81
2001,EYKT,Y61A,Directed,Longline,33223.05
2001,NSEI,Y61A,Directed,Longline,4203.06
2001,NSEO,Y61A,Research,Longline,11115.31
2001,SSEI,Y61A,Directed,Longline,797.96
2001,SSEO,Y61A,Directed,Longline,6477.06
2001,NSEI,B06B,Halibut Incidental,Longline,116.6
2001,NSEO,B06B,Halibut Incidental,Longline,14.4
2001,CSEO,B06B,Halibut Incidental,Longline,1417.04
2001,NSEI,B06B,Halibut Incidental,Longline,1662.67
2001,SSEI,B06B,Halibut Incidental,Longline,2842.85
2001,SSEO,B06B,Halibut Incidental,Longline,4057.41
2001,NSEI,B61B,Halibut Incidental,Longline,17
2001,SSEI,B61B,Halibut Incidental,Longline,3032.67
2001,SSEO,B61B,Halibut Incidental,Longline,900.42
2001,EYKT,I25B,Lingcod Incidental,Dinglebar troll,3539.76
2001,SSEO,I25B,Lingcod Incidental,Dinglebar troll,260.24
2001,NSEI,M06B,Misc Incidental,Longline,476
2001,EYKT,B06B,Halibut Incidental,Longline,2192.55
2001,EYKT,B61B,Research,Longline,41.94
2001,EYKT,B61B,Halibut Incidental,Longline,1817.35
2001,NSEI,B61B,Research,Longline,6.43
2001,EYKT,C06B,Sablefish Incidental,Longline,131.63
2002,SSEI,B05B,Halibut Incidental,Hand troll,166.32
2002,NSEI,B06B,Halibut Incidental,Longline,510.23
2002,SSEI,B06B,Halibut Incidental,Longline,4855.77
2002,SSEO,B06B,Halibut Incidental,Longline,16013.21
2002,SSEI,B61B,Halibut Incidental,Longline,105
2002,SSEI,B61B,Halibut Incidental,Longline,1036.74
2002,SSEO,B61B,Halibut Incidental,Longline,604.08
2002,SSEO,I25B,Lingcod Incidental,Dinglebar troll,47.96
2002,SSEI,Y05A,Directed,Hand troll,217.34
2002,SSEI,Y06A,Directed,Longline,4097.96
2002,SSEO,Y06A,Directed,Longline,46.94
2002,SSEO,Y06A,Directed,Longline,9705.1
2002,SSEO,Y26A,Directed,Mechanical jigs,239.8
2002,NSEI,M06B,Misc Incidental,Longline,10
2002,NSEO,M26B,Misc Incidental,Mechanical jigs,4.43
2002,SSEI,M26B,Misc Incidental,Mechanical jigs,97.35
2002,SSEO,M26B,Misc Incidental,Mechanical jigs,75.24
2002,CSEO,B06B,Halibut Incidental,Longline,172
2002,EYKT,B06B,Halibut Incidental,Longline,867
2002,NSEI,B06B,Halibut Incidental,Longline,13
2002,NSEO,B06B,Halibut Incidental,Longline,1287
2002,EYKT,B06B,Halibut Incidental,Longline,8372.5
2002,NSEI,B06B,Halibut Incidental,Longline,230
2002,NSEO,B06B,Halibut Incidental,Longline,60
2002,NSEO,B06B,Halibut Incidental,Longline,3860
2002,SSEO,B06B,Halibut Incidental,Longline,231.63
2002,NSEI,B61B,Halibut Incidental,Longline,12
2002,EYKT,C06B,Sablefish Incidental,Longline,1006.71
2002,NSEO,C06B,Sablefish Incidental,Longline,26
2002,NSEO,C61B,Sablefish Incidental,Longline,12
2002,NSEI,M06B,Misc Incidental,Longline,12
2002,NSEI,M61B,Misc Incidental,Longline,89.79
2002,CSEO,B06B,Halibut Incidental,Longline,147.96
2002,CSEO,B06B,Halibut Incidental,Longline,7955.73
2002,EYKT,B06B,Halibut Incidental,Longline,120
2002,EYKT,B06B,Halibut Incidental,Longline,35215.39
2002,NSEI,B06B,Halibut Incidental,Longline,1680.9
2002,NSEI,B06B,Halibut Incidental,Longline,6454.42
2002,NSEO,B06B,Halibut Incidental,Longline,737
2002,NSEO,B06B,Halibut Incidental,Longline,457
2002,NSEO,B06B,Halibut Incidental,Longline,15885.35
2002,SSEO,B06B,Halibut Incidental,Longline,302.1
2002,SSEO,B06B,Halibut Incidental,Longline,1317.8
2002,EYKT,B61B,Research,Longline,942.72
2002,EYKT,B61B,Halibut Incidental,Longline,3102.02
2002,NSEI,B61B,Research,Longline,176.76
2002,NSEI,B61B,Halibut Incidental,Longline,196.69
2002,NSEO,B61B,Research,Longline,206.22
2002,NSEO,B61B,Halibut Incidental,Longline,175.51
2002,CSEO,C06B,Sablefish Incidental,Longline,40
2002,EYKT,C06B,Sablefish Incidental,Longline,108
2002,NSEO,C06B,Sablefish Incidental,Longline,181
2002,NSEO,C06B,Sablefish Incidental,Longline,281
2002,NSEI,C61A,Sablefish Incidental,Longline,25
2002,EYKT,C61B,Sablefish Incidental,Longline,366
2002,NSEI,M06B,Misc Incidental,Longline,730.24
2002,CSEO,Y06A,Directed,Longline,37.24
2002,CSEO,Y06A,Directed,Longline,6114.08
2002,NSEI,Y06A,Directed,Longline,634.83
2002,SSEI,Y06A,Directed,Longline,2093.8
2002,SSEO,Y06A,Directed,Longline,1284.49
2002,SSEO,Y06A,Directed,Longline,25909.67
2002,NSEI,B06B,Halibut Incidental,Longline,996.5
2002,NSEI,C61A,Sablefish Incidental,Longline,176
2002,NSEI,C61A,Sablefish Incidental,Longline,391
2002,NSEI,M06B,Misc Incidental,Longline,74
2002,CSEO,B06B,Halibut Incidental,Longline,98.9
2002,NSEI,B06B,Halibut Incidental,Longline,314.49
2002,SSEI,B06B,Halibut Incidental,Longline,424.5
2002,SSEI,B06B,Halibut Incidental,Longline,98
2002,SSEI,B06B,Halibut Incidental,Longline,7868.09
2002,SSEO,B06B,Halibut Incidental,Longline,216.33
2002,SSEO,B06B,Halibut Incidental,Longline,53
2002,SSEO,B06B,Halibut Incidental,Longline,13477.3
2002,SSEI,B61B,Research,Longline,793.88
2002,SSEI,B61B,Halibut Incidental,Longline,1399.99
2002,CSEO,C06B,Sablefish Incidental,Longline,45.92
2002,CSEO,C06B,Sablefish Incidental,Longline,144.9
2002,SSEO,C06B,Sablefish Incidental,Longline,254.08
2002,SSEI,C61C,Sablefish Incidental,Longline,24.49
2002,SSEI,M06B,Misc Incidental,Longline,119.39
2002,SSEI,M61B,Misc Incidental,Longline,51.02
2002,SSEI,Y05A,Directed,Hand troll,139.8
2002,SSEI,Y06A,Directed,Longline,30620.15
2002,SSEO,Y06A,Directed,Longline,15047.91
2002,SSEI,B06B,Halibut Incidental,Longline,396
2002,SSEI,B06B,Halibut Incidental,Longline,21.43
2002,SSEI,B61B,Halibut Incidental,Longline,161.23
2002,CSEO,B06B,Halibut Incidental,Longline,240
2002,CSEO,B06B,Halibut Incidental,Longline,524
2002,EYKT,B06B,Halibut Incidental,Longline,4211.27
2002,NSEI,B06B,Halibut Incidental,Longline,1161.91
2002,NSEO,B06B,Halibut Incidental,Longline,43
2002,NSEO,B06B,Halibut Incidental,Longline,50
2002,NSEO,B06B,Halibut Incidental,Longline,5033.82
2002,EYKT,B61B,Halibut Incidental,Longline,41
2002,EYKT,B61B,Halibut Incidental,Longline,287
2002,NSEI,B61B,Halibut Incidental,Longline,185
2002,NSEO,B61B,Halibut Incidental,Longline,120
2002,NSEO,B61B,Halibut Incidental,Longline,250
2002,EYKT,C06B,Sablefish Incidental,Longline,259
2002,NSEO,C06B,Sablefish Incidental,Longline,47
2002,NSEO,C06B,Sablefish Incidental,Longline,237
2002,NSEO,M05B,Misc Incidental,Hand troll,10
2002,NSEI,M06B,Misc Incidental,Longline,52
2002,CSEO,B06B,Halibut Incidental,Longline,809.99
2002,EYKT,B06B,Halibut Incidental,Longline,286.31
2002,NSEI,B06B,Halibut Incidental,Longline,6800.51
2002,NSEO,B06B,Halibut Incidental,Longline,6
2002,SSEI,B06B,Halibut Incidental,Longline,425.67
2002,SSEI,B06B,Halibut Incidental,Longline,1089.02
2002,SSEO,B06B,Halibut Incidental,Longline,426
2002,SSEO,B06B,Halibut Incidental,Longline,3850.17
2002,NSEI,B61B,Halibut Incidental,Longline,778.1
2002,SSEI,B61B,Halibut Incidental,Longline,1271.9
2002,SSEO,B61B,Halibut Incidental,Longline,171
2002,CSEO,C06B,Sablefish Incidental,Longline,38.18
2002,SSEO,C06B,Sablefish Incidental,Longline,1165
2002,NSEI,C61A,Sablefish Incidental,Longline,709.5
2002,SSEO,B06B,Halibut Incidental,Longline,1686.73
2002,NSEI,B61B,Halibut Incidental,Longline,645.92
2002,SSEO,B61B,Halibut Incidental,Longline,1532
2002,CSEO,B61B,Halibut Incidental,Longline,1405.09
2002,EYKT,B61B,Halibut Incidental,Longline,88.57
2002,NSEO,B61B,Halibut Incidental,Longline,954
2002,EYKT,C61B,Sablefish Incidental,Longline,661.29
2002,NSEO,C61B,Sablefish Incidental,Longline,105.1
2002,CSEO,B05B,Halibut Incidental,Hand troll,108.16
2002,CSEO,B06B,Halibut Incidental,Longline,3403.48
2002,CSEO,B06B,Halibut Incidental,Longline,1037
2002,CSEO,B06B,Halibut Incidental,Longline,4604.27
2002,CSEO,B06B,Halibut Incidental,Longline,89741.82
2002,EYKT,B06B,Halibut Incidental,Longline,3229.54
2002,EYKT,B06B,Halibut Incidental,Longline,14903
2002,NSEI,B06B,Halibut Incidental,Longline,1249.45
2002,NSEO,B06B,Halibut Incidental,Longline,41.43
2002,NSEO,B06B,Halibut Incidental,Longline,2618.32
2002,NSEO,B06B,Halibut Incidental,Longline,14123.52
2002,SSEO,B06B,Halibut Incidental,Longline,334.69
2002,CSEO,B61B,Halibut Incidental,Longline,802.04
2002,CSEO,B61B,Halibut Incidental,Longline,398
2002,CSEO,B61B,Halibut Incidental,Longline,152.04
2002,CSEO,B61B,Research,Longline,1335.66
2002,CSEO,B61B,Halibut Incidental,Longline,10188.74
2002,EYKT,B61B,Research,Longline,659.78
2002,EYKT,B61B,Halibut Incidental,Longline,794.9
2002,NSEI,B61B,Research,Longline,920.27
2002,NSEI,B61B,Halibut Incidental,Longline,364.49
2002,NSEO,B61B,Halibut Incidental,Longline,609
2002,NSEO,B61B,Research,Longline,211.25
2002,NSEO,B61B,Halibut Incidental,Longline,2386.73
2002,SSEI,B61B,Research,Longline,557.9
2002,SSEO,B61B,Halibut Incidental,Longline,730
2002,CSEO,C06B,Sablefish Incidental,Longline,32.65
2002,CSEO,C06B,Sablefish Incidental,Longline,806.28
2002,EYKT,C06B,Sablefish Incidental,Longline,165.3
2002,NSEO,C06B,Sablefish Incidental,Longline,275.08
2002,SSEO,C06B,Sablefish Incidental,Longline,470.41
2002,CSEO,C61B,Sablefish Incidental,Longline,10.2
2002,EYKT,C61B,Sablefish Incidental,Longline,274.49
2002,SSEO,C61B,Sablefish Incidental,Longline,110.2
2002,CSEO,I25B,Lingcod Incidental,Dinglebar troll,1161.5
2002,EYKT,I25B,Lingcod Incidental,Dinglebar troll,196.82
2002,NSEO,I25B,Lingcod Incidental,Dinglebar troll,576.76
2002,CSEO,M05B,Misc Incidental,Hand troll,3.06
2002,NSEI,M06B,Misc Incidental,Longline,261.22
2002,CSEO,M26B,Research,Mechanical jigs,34.7
2002,CSEO,M26B,Misc Incidental,Mechanical jigs,2868.09
2002,NSEO,M26B,Research,Mechanical jigs,9.18
2002,NSEO,M26B,Misc Incidental,Mechanical jigs,525.47
2002,NSEI,M61B,Misc Incidental,Longline,903.46
2002,SSEI,M61B,Misc Incidental,Longline,37.68
2002,CSEO,Y06A,Directed,Longline,316.32
2002,CSEO,Y06A,Directed,Longline,140950.57
2002,NSEI,Y06A,Directed,Longline,11929.78
2002,SSEI,Y06A,Directed,Longline,10134.63
2002,SSEO,Y06A,Directed,Longline,171.43
2002,SSEO,Y06A,Directed,Longline,73067.99
2002,NSEI,Y26A,Directed,Mechanical jigs,32.65
2002,CSEO,Y61A,Directed,Longline,8872.46
2002,NSEI,Y61A,Directed,Longline,4318.55
2002,SSEI,Y61A,Directed,Longline,206.12
2002,SSEO,Y61A,Directed,Longline,236.53
2002,CSEO,B06B,Halibut Incidental,Longline,465.31
2002,NSEI,B06B,Halibut Incidental,Longline,4581.61
2002,SSEI,B06B,Halibut Incidental,Longline,88
2002,SSEI,B06B,Halibut Incidental,Longline,4419.6
2002,SSEO,B06B,Halibut Incidental,Longline,9701.63
2002,NSEI,B61B,Halibut Incidental,Longline,451.02
2002,SSEI,B61B,Halibut Incidental,Longline,2227.49
2002,SSEO,B61B,Halibut Incidental,Longline,277.55
2002,EYKT,I25B,Lingcod Incidental,Dinglebar troll,405.37
2002,SSEO,I25B,Lingcod Incidental,Dinglebar troll,1846.67
2002,NSEI,M06B,Misc Incidental,Longline,16.33
2002,CSEO,M26B,Misc Incidental,Mechanical jigs,41.5
2002,NSEI,M26B,Misc Incidental,Mechanical jigs,20.75
2002,SSEI,M26B,Misc Incidental,Mechanical jigs,42.21
2002,SSEO,M26B,Misc Incidental,Mechanical jigs,52.54
2002,NSEI,M61B,Misc Incidental,Longline,25.51
2002,EYKT,B06B,Halibut Incidental,Longline,3946.48
2002,EYKT,B61B,Research,Longline,21.73
2002,NSEO,B61B,Halibut Incidental,Longline,412.24
2002,EYKT,I25B,Lingcod Incidental,Dinglebar troll,77.55
2003,CSEO,M26B,Misc Incidental,Mechanical jigs,23.4
2003,NSEO,M26B,Misc Incidental,Mechanical jigs,332.28
2003,SSEO,M26B,Misc Incidental,Mechanical jigs,112.32
2003,EYKT,B06B,Halibut Incidental,Longline,652
2003,SSEI,B05B,Halibut Incidental,Hand troll,45
2003,CSEO,B06B,Halibut Incidental,Longline,18.37
2003,NSEI,B06B,Halibut Incidental,Longline,946.24
2003,SSEI,B06B,Halibut Incidental,Longline,40
2003,SSEI,B06B,Halibut Incidental,Longline,4807.47
2003,SSEO,B06B,Halibut Incidental,Longline,1323.49
2003,SSEO,B06B,Halibut Incidental,Longline,570.41
2003,SSEO,B06B,Halibut Incidental,Longline,20593.7
2003,SSEI,I05B,Lingcod Incidental,Hand troll,31
2003,SSEO,I05B,Lingcod Incidental,Hand troll,139
2003,SSEI,Y06A,Directed,Longline,6999.98
2003,SSEO,Y06A,Directed,Longline,9970.15
2003,SSEO,Y26A,Directed,Mechanical jigs,468
2003,NSEI,M06B,Misc Incidental,Longline,32
2003,EYKT,B06B,Halibut Incidental,Longline,1618
2003,NSEI,B06B,Halibut Incidental,Longline,10
2003,NSEO,B06B,Halibut Incidental,Longline,61
2003,NSEO,B06B,Halibut Incidental,Longline,897
2003,NSEO,C06B,Sablefish Incidental,Longline,5
2003,EYKT,B06B,Halibut Incidental,Longline,461
2003,EYKT,C61B,Sablefish Incidental,Longline,0.9
2003,EYKT,B06B,Halibut Incidental,Longline,28
2003,EYKT,B06B,Halibut Incidental,Longline,5254
2003,NSEI,B06B,Halibut Incidental,Longline,340
2003,NSEO,B06B,Halibut Incidental,Longline,3064
2003,SSEO,B06B,Halibut Incidental,Longline,152
2003,EYKT,C06B,Sablefish Incidental,Longline,914.75
2003,NSEO,C06B,Sablefish Incidental,Longline,2751.25
2003,CSEO,B06B,Halibut Incidental,Longline,22
2003,CSEO,B06B,Halibut Incidental,Longline,22.13
2003,CSEO,B06B,Halibut Incidental,Longline,4526.78
2003,EYKT,B06B,Halibut Incidental,Longline,6141.69
2003,EYKT,B06B,Halibut Incidental,Longline,36400.5
2003,NSEI,B06B,Halibut Incidental,Longline,534.96
2003,NSEI,B06B,Halibut Incidental,Longline,10608.41
2003,NSEO,B06B,Halibut Incidental,Longline,252.15
2003,NSEO,B06B,Halibut Incidental,Longline,5785.82
2003,SSEO,B06B,Halibut Incidental,Longline,14
2003,EYKT,B61B,Research,Longline,1664.33
2003,EYKT,B61B,Halibut Incidental,Longline,3860.92
2003,NSEI,B61B,Research,Longline,422.68
2003,NSEI,B61B,Halibut Incidental,Longline,131
2003,SSEI,B61B,Research,Longline,4.59
2003,EYKT,C06B,Sablefish Incidental,Longline,1133
2003,NSEO,C06B,Sablefish Incidental,Longline,170
2003,NSEI,M06B,Misc Incidental,Longline,475.52
2003,NSEI,M61B,Misc Incidental,Longline,1705.1
2003,NSEI,Y06A,Directed,Longline,7762.04
2003,SSEO,Y06A,Directed,Longline,11108.06
2003,NSEI,B06B,Halibut Incidental,Longline,1101.5
2003,SSEI,B05B,Halibut Incidental,Hand troll,105
2003,CSEO,B06B,Halibut Incidental,Longline,550.62
2003,NSEI,B06B,Halibut Incidental,Longline,143
2003,SSEI,B06B,Halibut Incidental,Longline,797.46
2003,SSEI,B06B,Halibut Incidental,Longline,1842
2003,SSEI,B06B,Halibut Incidental,Longline,10748.75
2003,SSEO,B06B,Halibut Incidental,Longline,22.96
2003,SSEO,B06B,Halibut Incidental,Longline,15958.47
2003,SSEI,B61B,Research,Longline,1774.49
2003,SSEI,B61B,Halibut Incidental,Longline,103.06
2003,SSEO,B61B,Halibut Incidental,Longline,438.78
2003,SSEO,C06B,Sablefish Incidental,Longline,92.86
2003,SSEI,C61C,Sablefish Incidental,Longline,29.59
2003,SSEI,M06B,Misc Incidental,Longline,3.06
2003,SSEI,M06B,Misc Incidental,Longline,232.65
2003,SSEI,Y06A,Directed,Longline,19132.98
2003,SSEO,Y06A,Directed,Longline,12847.45
2003,SSEI,B06B,Halibut Incidental,Longline,448.86
2003,SSEI,B06B,Halibut Incidental,Longline,54
2003,SSEI,B61B,Halibut Incidental,Longline,39
2003,CSEO,B06B,Halibut Incidental,Longline,125
2003,CSEO,B06B,Halibut Incidental,Longline,73
2003,EYKT,B06B,Halibut Incidental,Longline,1606.67
2003,EYKT,B06B,Halibut Incidental,Longline,9828.22
2003,NSEI,B06B,Halibut Incidental,Longline,1140.56
2003,NSEO,B06B,Halibut Incidental,Longline,364.33
2003,NSEO,B06B,Halibut Incidental,Longline,330
2003,NSEO,B06B,Halibut Incidental,Longline,13538.86
2003,NSEO,B61B,Halibut Incidental,Longline,512
2003,CSEO,C06B,Sablefish Incidental,Longline,83
2003,EYKT,C06B,Sablefish Incidental,Longline,87
2003,EYKT,C06B,Sablefish Incidental,Longline,66
2003,NSEO,C06B,Sablefish Incidental,Longline,2
2003,NSEO,C06B,Sablefish Incidental,Longline,443
2003,EYKT,C61B,Sablefish Incidental,Longline,298
2003,CSEO,B06B,Halibut Incidental,Longline,6
2003,EYKT,B06B,Halibut Incidental,Longline,625.53
2003,NSEI,B06B,Halibut Incidental,Longline,190.16
2003,NSEI,B06B,Halibut Incidental,Longline,90
2003,NSEI,B06B,Halibut Incidental,Longline,6560.77
2003,SSEI,B06B,Halibut Incidental,Longline,1932.73
2003,SSEO,B06B,Halibut Incidental,Longline,94
2003,SSEO,B06B,Halibut Incidental,Longline,1502.04
2003,SSEO,B06B,Halibut Incidental,Longline,7360.51
2003,EYKT,B61B,Halibut Incidental,Longline,644
2003,NSEI,B61B,Halibut Incidental,Longline,1277.68
2003,NSEO,B61B,Halibut Incidental,Longline,527.55
2003,NSEO,B61B,Halibut Incidental,Longline,390.2
2003,SSEO,B61B,Halibut Incidental,Longline,83.52
2003,EYKT,C06B,Sablefish Incidental,Longline,77
2003,NSEO,C06B,Sablefish Incidental,Longline,55.55
2003,SSEO,C06B,Sablefish Incidental,Longline,294
2003,NSEI,C61A,Sablefish Incidental,Longline,515.18
2003,CSEO,C61B,Sablefish Incidental,Longline,115
2003,EYKT,C61B,Sablefish Incidental,Longline,34
2003,NSEO,C61B,Sablefish Incidental,Longline,139.8
2003,SSEI,C61C,Sablefish Incidental,Longline,555.63
2003,SSEI,C61C,Sablefish Incidental,Longline,164.49
2003,SSEI,M06B,Misc Incidental,Longline,158.16
2003,SSEI,M61B,Misc Incidental,Longline,90.82
2003,CSEO,B06B,Halibut Incidental,Longline,912.59
2003,EYKT,B06B,Halibut Incidental,Longline,3.8
2003,CSEO,B61B,Halibut Incidental,Longline,161
2003,CSEO,C61B,Sablefish Incidental,Longline,35
2003,CSEO,B05B,Halibut Incidental,Longline,42.85
2003,CSEO,B05B,Halibut Incidental,Hand troll,24.49
2003,CSEO,B05B,Halibut Incidental,Longline,221.43
2003,CSEO,B06B,Halibut Incidental,Longline,6471.45
2003,CSEO,B06B,Halibut Incidental,Longline,1680
2003,CSEO,B06B,Halibut Incidental,Longline,8463.57
2003,CSEO,B06B,Halibut Incidental,Longline,88891.16
2003,EYKT,B06B,Halibut Incidental,Longline,1271.22
2003,EYKT,B06B,Halibut Incidental,Longline,32014.57
2003,NSEI,B06B,Halibut Incidental,Longline,3482.42
2003,NSEO,B06B,Halibut Incidental,Longline,1810.41
2003,NSEO,B06B,Halibut Incidental,Longline,926.65
2003,NSEO,B06B,Halibut Incidental,Longline,19898.76
2003,SSEI,B06B,Halibut Incidental,Longline,60.2
2003,SSEO,B06B,Halibut Incidental,Longline,113.26
2003,SSEO,B06B,Halibut Incidental,Longline,4525.8
2003,NSEO,B25B,Halibut Incidental,Dinglebar troll,338.77
2003,CSEO,B61B,Halibut Incidental,Longline,1010.26
2003,CSEO,B61B,Halibut Incidental,Longline,478
2003,CSEO,B61B,Halibut Incidental,Longline,235.02
2003,CSEO,B61B,Research,Longline,1262.46
2003,CSEO,B61B,Halibut Incidental,Longline,6780.05
2003,EYKT,B61B,Halibut Incidental,Longline,62.24
2003,EYKT,B61B,Research,Longline,911.39
2003,EYKT,B61B,Halibut Incidental,Longline,694.9
2003,NSEI,B61B,Research,Longline,369.71
2003,NSEI,B61B,Halibut Incidental,Longline,67.35
2003,NSEO,B61B,Research,Longline,602.56
2003,SSEI,B61B,Research,Longline,953.79
2003,SSEO,B61B,Research,Longline,419.8
2003,SSEO,B61B,Halibut Incidental,Longline,107.14
2003,CSEO,C06B,Sablefish Incidental,Longline,227.55
2003,CSEO,C06B,Sablefish Incidental,Longline,1347.57
2003,EYKT,C06B,Sablefish Incidental,Longline,39.79
2003,NSEO,C06B,Sablefish Incidental,Longline,174.23
2003,SSEO,C06B,Sablefish Incidental,Longline,550
2003,NSEI,C61A,Sablefish Incidental,Longline,19.24
2003,CSEO,C61B,Sablefish Incidental,Longline,75.51
2003,CSEO,C61B,Sablefish Incidental,Longline,244.9
2003,EYKT,C61B,Sablefish Incidental,Longline,5.1
2003,CSEO,I25B,Lingcod Incidental,Dinglebar troll,170.42
2003,CSEO,I25B,Lingcod Incidental,Dinglebar troll,1298.19
2003,EYKT,I25B,Lingcod Incidental,Dinglebar troll,15.31
2003,EYKT,I25B,Lingcod Incidental,Dinglebar troll,850
2003,NSEO,I25B,Lingcod Incidental,Dinglebar troll,486.53
2003,SSEO,I25B,Lingcod Incidental,Dinglebar troll,617.35
2003,CSEO,I26B,Lingcod Incidental,Mechanical jigs,306.25
2003,NSEO,I26B,Lingcod Incidental,Mechanical jigs,226.39
2003,SSEI,I26B,Lingcod Incidental,Mechanical jigs,57.5
2003,SSEO,I26B,Lingcod Incidental,Mechanical jigs,133.32
2003,NSEI,M06B,Misc Incidental,Longline,1235.73
2003,CSEO,M25B,Misc Incidental,Dinglebar troll,9.18
2003,CSEO,M26B,Misc Incidental,Mechanical jigs,394.45
2003,CSEO,M26B,Misc Incidental,Mechanical jigs,93.09
2003,CSEO,M26B,Misc Incidental,Mechanical jigs,3587.53
2003,NSEO,M26B,Misc Incidental,Mechanical jigs,109.41
2003,NSEO,M26B,Misc Incidental,Mechanical jigs,214.68
2003,NSEO,M26B,Misc Incidental,Mechanical jigs,1729.85
2003,SSEI,M26B,Misc Incidental,Mechanical jigs,2
2003,SSEI,M26B,Misc Incidental,Mechanical jigs,131
2003,SSEO,M26B,Misc Incidental,Mechanical jigs,2.08
2003,SSEO,M26B,Misc Incidental,Mechanical jigs,8
2003,SSEO,M26B,Misc Incidental,Mechanical jigs,531.25
2003,NSEI,M61B,Misc Incidental,Longline,362.24
2003,CSEO,Y05A,Directed,Hand troll,161.22
2003,CSEO,Y06A,Directed,Longline,2260.71
2003,CSEO,Y06A,Directed,Longline,136.73
2003,CSEO,Y06A,Directed,Longline,120914.42
2003,NSEI,Y06A,Directed,Longline,16539.19
2003,SSEI,Y06A,Directed,Longline,22732.63
2003,SSEO,Y06A,Directed,Longline,304.43
2003,SSEO,Y06A,Directed,Longline,45390.83
2003,CSEO,Y26A,Directed,Mechanical jigs,78.57
2003,CSEO,Y61A,Directed,Longline,4293.15
2003,EYKT,Y61A,Research,Longline,7930.61
2003,NSEI,Y61A,Directed,Longline,1790.81
2003,SSEI,B61B,Halibut Incidental,Longline,140
2003,SSEI,Y05A,Directed,Hand troll,121
2003,CSEO,B06B,Halibut Incidental,Longline,1086.75
2003,NSEI,B06B,Halibut Incidental,Longline,3065.31
2003,SSEI,B06B,Halibut Incidental,Longline,3799.5
2003,SSEO,B06B,Halibut Incidental,Longline,5899.83
2003,SSEI,B61B,Halibut Incidental,Longline,1725.51
2003,SSEO,B61B,Halibut Incidental,Longline,547.96
2003,EYKT,I25B,Lingcod Incidental,Dinglebar troll,1796.25
2003,SSEO,I25B,Lingcod Incidental,Dinglebar troll,463.96
2003,SSEI,S03A,Salmon Incidental,Longline,112.24
2003,CSEO,B06B,Halibut Incidental,Longline,846
2003,CSEO,B06B,Halibut Incidental,Longline,38.78
2003,CSEO,B06B,Halibut Incidental,Longline,847.96
2003,EYKT,B06B,Halibut Incidental,Longline,149.7
2004,SSEI,B05B,Halibut Incidental,Hand troll,135.71
2004,NSEI,B06B,Halibut Incidental,Longline,3245.92
2004,SSEI,B06B,Halibut Incidental,Longline,253.06
2004,SSEI,B06B,Halibut Incidental,Longline,6942.19
2004,SSEO,B06B,Halibut Incidental,Longline,1373.47
2004,SSEO,B06B,Halibut Incidental,Longline,22108.03
2004,SSEO,C06B,Sablefish Incidental,Longline,116.33
2004,SSEO,C06B,Sablefish Incidental,Longline,234.69
2004,SSEO,I26B,Lingcod Incidental,Mechanical jigs,2.04
2004,CSEO,M26B,Misc Incidental,Mechanical jigs,55.89
2004,SSEI,M26B,Misc Incidental,Mechanical jigs,3.06
2004,SSEI,M26B,Misc Incidental,Mechanical jigs,53.06
2004,SSEO,M26B,Misc Incidental,Mechanical jigs,97.16
2004,SSEI,Y06A,Directed,Longline,3190.81
2004,SSEO,Y06A,Directed,Longline,660.2
2004,SSEO,Y06A,Directed,Longline,14037.75
2004,SSEI,Y61A,Directed,Longline,2405.1
2004,SSEO,Y61A,Directed,Longline,2907.14
2004,EYKT,B06B,Halibut Incidental,Longline,799.5
2004,NSEI,B06B,Halibut Incidental,Longline,384.62
2004,EYKT,C06B,Sablefish Incidental,Longline,66.5
2004,NSEO,C06B,Sablefish Incidental,Longline,501.5
2004,NSEI,C61A,Sablefish Incidental,Longline,1791
2004,NSEI,B06B,Halibut Incidental,Longline,20
2004,EYKT,B06B,Halibut Incidental,Longline,7603.2
2004,NSEI,B06B,Halibut Incidental,Longline,34
2004,NSEI,B06B,Halibut Incidental,Longline,2721.63
2004,NSEO,B06B,Halibut Incidental,Longline,73
2004,NSEO,B06B,Halibut Incidental,Longline,4672.7
2004,EYKT,B61B,Research,Longline,2.7
2004,EYKT,C06B,Sablefish Incidental,Longline,1119
2004,NSEO,C06B,Sablefish Incidental,Longline,150
2004,SSEO,C06B,Sablefish Incidental,Longline,74
2004,CSEO,B06B,Halibut Incidental,Longline,4109.61
2004,EYKT,B06B,Halibut Incidental,Longline,30
2004,EYKT,B06B,Halibut Incidental,Longline,1486.73
2004,EYKT,B06B,Halibut Incidental,Longline,31225.42
2004,NSEI,B06B,Halibut Incidental,Longline,4039.08
2004,NSEO,B06B,Halibut Incidental,Longline,48.98
2004,NSEO,B06B,Halibut Incidental,Longline,6516.31
2004,SSEO,B06B,Halibut Incidental,Longline,765.31
2004,EYKT,B61B,Research,Longline,1213.37
2004,EYKT,B61B,Halibut Incidental,Longline,3979.44
2004,NSEI,B61B,Research,Longline,330.63
2004,NSEO,B61B,Research,Longline,144.88
2004,NSEO,B61B,Halibut Incidental,Longline,6.21
2004,SSEI,B61B,Research,Longline,0.46
