year,mgmt_area,fishery,fishery_type,gear,whole_pounds
1998,SSEI,S15B,Salmon Incidental,troll/salmon,5.697190545
1999,NSEI,Y06A,Directed,Longline,86.06115415
1999,NSEI,M06B,Misc Incidental,Longline,194.1272742
1999,NSEI,M61B,Misc Incidental,Longline,58.17322127
2000,NSEI,Y06A,Directed,Longline,548.9086326
2012,CSEO,S15B,Salmon Incidental,troll/salmon,23.12759761
1984,SSEI,S99S,Salmon Incidental,troll/salmon,15
1984,SSEI,S99S,Salmon Incidental,troll/salmon,41
1984,SSEI,S99S,Salmon Incidental,troll/salmon,57
1984,CSEO,S99S,Salmon Incidental,troll/salmon,49
1985,CSEO,S05B,Salmon Incidental,troll/salmon,13
1985,EYKT,S15B,Salmon Incidental,troll/salmon,9
1985,CSEO,S15B,Salmon Incidental,troll/salmon,200
1985,SSEI,S15B,Salmon Incidental,troll/salmon,9
1986,CSEO,S05B,Salmon Incidental,troll/salmon,12
1986,CSEO,S15B,Salmon Incidental,troll/salmon,9
1987,NSEI,S05B,Salmon Incidental,troll/salmon,32
1987,CSEO,S05B,Salmon Incidental,troll/salmon,5
1987,CSEO,S15B,Salmon Incidental,troll/salmon,112
1987,NSEI,S15B,Salmon Incidental,troll/salmon,13
1987,CSEO,S15B,Salmon Incidental,troll/salmon,148
1987,SSEI,S15B,Salmon Incidental,troll/salmon,7
1988,SEO,S04E,Salmon Incidental,troll/salmon,572
1988,SEO,S04T,Salmon Incidental,troll/salmon,593
1988,CSEO,S05B,Salmon Incidental,troll/salmon,10
1988,EYKT,S15B,Salmon Incidental,troll/salmon,34
1988,NSEI,S15B,Salmon Incidental,troll/salmon,13
1988,CSEO,S15B,Salmon Incidental,troll/salmon,113
1988,SSEO,S15B,Salmon Incidental,troll/salmon,7
1988,SEO,S15B,Salmon Incidental,troll/salmon,47
1989,SEO,S01E,Salmon Incidental,troll/salmon,109
1989,CSEO,S05B,Salmon Incidental,troll/salmon,22
1989,EYKT,S15B,Salmon Incidental,troll/salmon,12
1989,NSEI,S15B,Salmon Incidental,troll/salmon,6
1989,CSEO,S15B,Salmon Incidental,troll/salmon,98
1990,CSEO,S05B,Salmon Incidental,troll/salmon,61
1990,SSEI,S05B,Salmon Incidental,troll/salmon,3
1990,NSEI,S15B,Salmon Incidental,troll/salmon,16
1990,CSEO,S15B,Salmon Incidental,troll/salmon,109
1990,SSEI,S15B,Salmon Incidental,troll/salmon,9
1991,NSEI,S05B,Salmon Incidental,troll/salmon,9
1991,CSEO,S05B,Salmon Incidental,troll/salmon,15
1991,SSEI,S05B,Salmon Incidental,troll/salmon,4
1991,NSEI,S15B,Salmon Incidental,troll/salmon,82
1991,CSEO,S15B,Salmon Incidental,troll/salmon,622
1991,SSEI,S15B,Salmon Incidental,troll/salmon,13
1991,SSEO,S15B,Salmon Incidental,troll/salmon,6
1991,NSEI,S15B,Salmon Incidental,troll/salmon,10
1992,SSEI,S15B,Salmon Incidental,troll/salmon,5
1992,CSEO,S15B,Salmon Incidental,troll/salmon,12
1992,NSEI,S15B,Salmon Incidental,troll/salmon,10
1992,CSEO,S05B,Salmon Incidental,troll/salmon,36
1992,NSEI,S15B,Salmon Incidental,troll/salmon,8
1992,CSEO,S15B,Salmon Incidental,troll/salmon,378
1992,SEO,S15B,Salmon Incidental,troll/salmon,4
1992,NSEI,S15B,Salmon Incidental,troll/salmon,8
1992,CSEO,S15B,Salmon Incidental,troll/salmon,272
1993,SSEO,S15B,Salmon Incidental,troll/salmon,58
1993,NSEI,S15B,Salmon Incidental,troll/salmon,11
1993,CSEO,S15B,Salmon Incidental,troll/salmon,13
1993,CSEO,S05B,Salmon Incidental,troll/salmon,45
1993,CSEO,S15B,Salmon Incidental,troll/salmon,433
1993,SSEO,S15B,Salmon Incidental,troll/salmon,5
1993,CSEO,S15B,Salmon Incidental,troll/salmon,6
1993,CSEO,S15B,Salmon Incidental,troll/salmon,49
1994,CSEO,S05B,Salmon Incidental,troll/salmon,18
1994,EYKT,S15B,Salmon Incidental,troll/salmon,15
1994,CSEO,S15B,Salmon Incidental,troll/salmon,438
1994,SSEO,S15B,Salmon Incidental,troll/salmon,10
1995,SSEO,S15B,Salmon Incidental,troll/salmon,11
1995,CSEO,S05B,Salmon Incidental,troll/salmon,9
1995,CSEO,S15B,Salmon Incidental,troll/salmon,9
1995,NSEI,S15B,Salmon Incidental,troll/salmon,9
1995,CSEO,S05B,Salmon Incidental,troll/salmon,121
1995,CSEO,S15B,Salmon Incidental,troll/salmon,14
1995,EYKT,S15B,Salmon Incidental,troll/salmon,37
1995,NSEI,S15B,Salmon Incidental,troll/salmon,8
1995,CSEO,S15B,Salmon Incidental,troll/salmon,628
1995,SSEO,S15B,Salmon Incidental,troll/salmon,36
1995,EYKT,S15B,Salmon Incidental,troll/salmon,11
1996,NSEI,S05B,Salmon Incidental,troll/salmon,26
1996,CSEO,S05B,Salmon Incidental,troll/salmon,72
1996,CSEO,S15B,Salmon Incidental,troll/salmon,9
1996,EYKT,S15B,Salmon Incidental,troll/salmon,18
1996,CSEO,S15B,Salmon Incidental,troll/salmon,490
1996,SSEO,S15B,Salmon Incidental,troll/salmon,38
1996,CSEO,S15B,Salmon Incidental,troll/salmon,11
1997,SSEO,S15B,Salmon Incidental,troll/salmon,75
1997,CSEO,S15B,Salmon Incidental,troll/salmon,14
1997,NSEI,S15B,Salmon Incidental,troll/salmon,62
1997,SSEI,S15B,Salmon Incidental,troll/salmon,18
1997,CSEO,S15B,Salmon Incidental,troll/salmon,67
1997,CSEO,S15B,Salmon Incidental,troll/salmon,29
1997,CSEO,S15B,Salmon Incidental,troll/salmon,693
1997,EYKT,S15B,Salmon Incidental,troll/salmon,43
1997,CSEO,S15B,Salmon Incidental,troll/salmon,37
1997,EYKT,S05B,Salmon Incidental,troll/salmon,4
1997,CSEO,S15B,Salmon Incidental,troll/salmon,9
1997,EYKT,S15B,Salmon Incidental,troll/salmon,130
1997,NSEI,S15B,Salmon Incidental,troll/salmon,6
1997,CSEO,S15B,Salmon Incidental,troll/salmon,276
1998,SSEI,S05B,Salmon Incidental,troll/salmon,81
1998,CSEO,S15B,Salmon Incidental,troll/salmon,15
1998,SSEI,S15B,Salmon Incidental,troll/salmon,25
1998,SSEO,S15B,Salmon Incidental,troll/salmon,18
1998,CSEO,S15B,Salmon Incidental,troll/salmon,94
1998,EYKT,S15B,Salmon Incidental,troll/salmon,95
1998,NSEI,S15B,Salmon Incidental,troll/salmon,24
1998,CSEO,S15B,Salmon Incidental,troll/salmon,375
1998,CSEO,S15B,Salmon Incidental,troll/salmon,58
1998,CSEO,S15B,Salmon Incidental,troll/salmon,10
1998,CSEO,S15B,Salmon Incidental,troll/salmon,134
1998,SSEI,S15B,Salmon Incidental,troll/salmon,5
1998,CSEO,S05B,Salmon Incidental,troll/salmon,49
1998,CSEO,S15B,Salmon Incidental,troll/salmon,520
1998,CSEO,S15B,Salmon Incidental,troll/salmon,18
1999,SSEI,S05B,Salmon Incidental,troll/salmon,30
1999,CSEO,S15B,Salmon Incidental,troll/salmon,22
1999,NSEI,S15B,Salmon Incidental,troll/salmon,30
1999,CSEO,S15B,Salmon Incidental,troll/salmon,269
1999,CSEO,S15B,Salmon Incidental,troll/salmon,63
1999,CSEO,S05B,Salmon Incidental,troll/salmon,9
1999,NSEI,S15B,Salmon Incidental,troll/salmon,64
1999,CSEO,S15B,Salmon Incidental,troll/salmon,166
1999,CSEO,S15B,Salmon Incidental,troll/salmon,7
2000,SSEI,S15B,Salmon Incidental,troll/salmon,19
2000,CSEO,S15B,Salmon Incidental,troll/salmon,50
2000,CSEO,S05B,Salmon Incidental,troll/salmon,22
2000,SSEI,S05B,Salmon Incidental,troll/salmon,49
2000,CSEO,S05B,Salmon Incidental,troll/salmon,23
2000,EYKT,S15B,Salmon Incidental,troll/salmon,49
2000,NSEI,S15B,Salmon Incidental,troll/salmon,18
2000,CSEO,S15B,Salmon Incidental,troll/salmon,699
2000,SSEI,S15B,Salmon Incidental,troll/salmon,31
2000,CSEO,S15B,Salmon Incidental,troll/salmon,6
2001,CSEO,S15B,Salmon Incidental,troll/salmon,7
2001,CSEO,S05B,Salmon Incidental,troll/salmon,11
2001,CSEO,S15B,Salmon Incidental,troll/salmon,262.95
2001,EYKT,S15B,Salmon Incidental,troll/salmon,65.34
2001,NSEO,S15B,Salmon Incidental,troll/salmon,81.47
2001,CSEO,S15B,Salmon Incidental,troll/salmon,281
2001,SSEI,S15B,Salmon Incidental,troll/salmon,45.71
2001,SSEO,S15B,Salmon Incidental,troll/salmon,33
2001,NSEI,S15B,Salmon Incidental,troll/salmon,16
2001,NSEO,S15B,Salmon Incidental,troll/salmon,4
2002,NSEI,S15B,Salmon Incidental,troll/salmon,25.57
2002,NSEI,S15B,Salmon Incidental,troll/salmon,4
2002,CSEO,S15B,Salmon Incidental,troll/salmon,3.06
2002,CSEO,S15B,Salmon Incidental,troll/salmon,4.55
2002,CSEO,S05B,Salmon Incidental,troll/salmon,12.24
2002,NSEI,S05B,Salmon Incidental,troll/salmon,5.1
2002,SSEI,S05B,Salmon Incidental,troll/salmon,17.05
2002,CSEO,S15B,Salmon Incidental,troll/salmon,639.51
2002,EYKT,S15B,Salmon Incidental,troll/salmon,272.44
2002,NSEI,S15B,Salmon Incidental,troll/salmon,25
2002,NSEO,S15B,Salmon Incidental,troll/salmon,449.27
2002,CSEO,S15B,Salmon Incidental,troll/salmon,36.08
2002,CSEO,S15B,Salmon Incidental,troll/salmon,19.17
2003,NSEI,S15B,Salmon Incidental,troll/salmon,21
2003,NSEO,S05B,Salmon Incidental,troll/salmon,15.31
2003,CSEO,S15B,Salmon Incidental,troll/salmon,1900.16
2003,EYKT,S15B,Salmon Incidental,troll/salmon,177.84
2003,NSEI,S15B,Salmon Incidental,troll/salmon,78.27
2003,NSEO,S15B,Salmon Incidental,troll/salmon,123.13
2003,SSEI,S15B,Salmon Incidental,troll/salmon,15.21
2003,SSEO,S15B,Salmon Incidental,troll/salmon,34.68
2003,CSEO,S15B,Salmon Incidental,troll/salmon,43.87
2003,NSEI,S15B,Salmon Incidental,troll/salmon,15.3
2003,CSEO,S15B,Salmon Incidental,troll/salmon,148.52
2004,SSEI,S15B,Salmon Incidental,troll/salmon,14.28
2004,SSEO,S15B,Salmon Incidental,troll/salmon,70.41
2004,EYKT,S15B,Salmon Incidental,troll/salmon,157
2004,SSEI,S15B,Salmon Incidental,troll/salmon,6.12
2004,SSEI,S15B,Salmon Incidental,troll/salmon,5.1
2004,SSEI,S15B,Salmon Incidental,troll/salmon,3
2004,NSEI,S15B,Salmon Incidental,troll/salmon,12.5
2004,CSEO,S05B,Salmon Incidental,troll/salmon,74.86
2004,CSEO,S15B,Salmon Incidental,troll/salmon,1354.18
2004,EYKT,S15B,Salmon Incidental,troll/salmon,487.74
2004,NSEO,S15B,Salmon Incidental,troll/salmon,497.2
2004,SSEO,S15B,Salmon Incidental,troll/salmon,19.39
2004,CSEO,S15B,Salmon Incidental,troll/salmon,71.91
2004,NSEO,S15B,Salmon Incidental,troll/salmon,91
2004,SSEI,S15B,Salmon Incidental,troll/salmon,17.35
2004,EYKT,S15B,Salmon Incidental,troll/salmon,21
2005,SSEI,S05B,Salmon Incidental,troll/salmon,7.95
2005,SSEO,S15B,Salmon Incidental,troll/salmon,138.21
2005,NSEO,S05B,Salmon Incidental,troll/salmon,6
2005,NSEO,S15B,Salmon Incidental,troll/salmon,13
2005,NSEI,S15B,Salmon Incidental,troll/salmon,15.66
2005,NSEO,S15B,Salmon Incidental,troll/salmon,3
2005,SSEI,S15B,Salmon Incidental,troll/salmon,6
2005,SSEI,S05B,Salmon Incidental,troll/salmon,3
2005,CSEO,S15B,Salmon Incidental,troll/salmon,1332.35
2005,NSEI,S15B,Salmon Incidental,troll/salmon,101.65
2005,NSEO,S15B,Salmon Incidental,troll/salmon,145.03
2005,SSEI,S15B,Salmon Incidental,troll/salmon,21
2005,CSEO,S15B,Salmon Incidental,troll/salmon,38
2005,NSEI,S15B,Salmon Incidental,troll/salmon,6
2006,CSEO,S15B,Salmon Incidental,troll/salmon,7.14
2006,SSEO,S15B,Salmon Incidental,troll/salmon,151.38
2006,NSEI,S15B,Salmon Incidental,troll/salmon,6
2006,NSEO,S15B,Salmon Incidental,troll/salmon,4
2006,SSEI,S15B,Salmon Incidental,troll/salmon,8
2006,CSEO,S15B,Salmon Incidental,troll/salmon,2
2006,EYKT,S15B,Salmon Incidental,troll/salmon,98
2006,NSEI,S15B,Salmon Incidental,troll/salmon,6.5
2006,NSEO,S15B,Salmon Incidental,troll/salmon,14.5
2006,CSEO,S15B,Salmon Incidental,troll/salmon,14.14
2006,CSEO,S05B,Salmon Incidental,troll/salmon,4
2006,CSEO,S15B,Salmon Incidental,troll/salmon,699.22
2006,EYKT,S15B,Salmon Incidental,troll/salmon,54.14
2006,NSEI,S15B,Salmon Incidental,troll/salmon,13.49
2006,NSEO,S15B,Salmon Incidental,troll/salmon,74
2006,SSEI,S15B,Salmon Incidental,troll/salmon,16.3
2006,SSEO,S15B,Salmon Incidental,troll/salmon,48.9
2006,CSEO,S15B,Salmon Incidental,troll/salmon,10
2006,EYKT,S15B,Salmon Incidental,troll/salmon,82
2007,CSEO,S15B,Salmon Incidental,troll/salmon,6.12
2007,SSEO,S15B,Salmon Incidental,troll/salmon,76.52
2007,NSEI,S05B,Salmon Incidental,troll/salmon,7.95
2007,NSEI,S15B,Salmon Incidental,troll/salmon,8
2007,NSEO,S15B,Salmon Incidental,troll/salmon,38
2007,SSEI,S15B,Salmon Incidental,troll/salmon,6
2007,SSEI,S15B,Salmon Incidental,troll/salmon,17
2007,CSEO,S15B,Salmon Incidental,troll/salmon,93
2007,EYKT,S15B,Salmon Incidental,troll/salmon,218.85
2007,NSEI,S15B,Salmon Incidental,troll/salmon,4
2007,NSEO,S15B,Salmon Incidental,troll/salmon,11.15
2007,NSEI,S15B,Salmon Incidental,troll/salmon,7
2007,EYKT,S15B,Salmon Incidental,troll/salmon,29
2007,CSEO,S05B,Salmon Incidental,troll/salmon,24
2007,CSEO,S15B,Salmon Incidental,troll/salmon,805
2007,EYKT,S15B,Salmon Incidental,troll/salmon,112
2007,NSEI,S15B,Salmon Incidental,troll/salmon,19.5
2007,NSEO,S15B,Salmon Incidental,troll/salmon,18.5
2007,CSEO,S15B,Salmon Incidental,troll/salmon,14
2007,CSEO,S15B,Salmon Incidental,troll/salmon,12
2007,EYKT,S15B,Salmon Incidental,troll/salmon,53.4
2008,SSEI,S05B,Salmon Incidental,troll/salmon,4.08
2008,SSEO,S15B,Salmon Incidental,troll/salmon,47.37
2008,CSEO,S15B,Salmon Incidental,troll/salmon,0.21
2008,EYKT,S15B,Salmon Incidental,troll/salmon,6.79
2008,NSEI,S15B,Salmon Incidental,troll/salmon,13.2
2008,SSEI,S15B,Salmon Incidental,troll/salmon,88.03
2008,CSEO,S05B,Salmon Incidental,troll/salmon,8
2008,NSEI,S05B,Salmon Incidental,troll/salmon,7
2008,CSEO,S15B,Salmon Incidental,troll/salmon,605
2008,EYKT,S15B,Salmon Incidental,troll/salmon,33
2008,NSEO,S15B,Salmon Incidental,troll/salmon,12
2008,SSEI,S15B,Salmon Incidental,troll/salmon,8
2008,CSEO,S15B,Salmon Incidental,troll/salmon,14
2008,NSEI,S15B,Salmon Incidental,troll/salmon,9
2008,EYKT,S15B,Salmon Incidental,troll/salmon,24
2009,SSEI,S05B,Salmon Incidental,troll/salmon,19.39
2009,SSEI,S15B,Salmon Incidental,troll/salmon,30
2009,SSEO,S15B,Salmon Incidental,troll/salmon,13
2009,EYKT,S15B,Salmon Incidental,troll/salmon,16
2009,NSEI,S15B,Salmon Incidental,troll/salmon,4
2009,CSEO,S15B,Salmon Incidental,troll/salmon,9
2009,SSEI,S15B,Salmon Incidental,troll/salmon,45.65
2009,CSEO,S15B,Salmon Incidental,troll/salmon,222.61
2009,EYKT,S15B,Salmon Incidental,troll/salmon,42
2009,NSEI,S15B,Salmon Incidental,troll/salmon,59
2009,NSEO,S15B,Salmon Incidental,troll/salmon,278.75
2009,NSEI,S15B,Salmon Incidental,troll/salmon,10
2009,EYKT,S15B,Salmon Incidental,troll/salmon,239.9
2009,NSEO,S15B,Salmon Incidental,troll/salmon,5.1
2010,SSEO,S15B,Salmon Incidental,troll/salmon,64.38
2010,NSEI,S15B,Salmon Incidental,troll/salmon,232
2010,NSEO,S15B,Salmon Incidental,troll/salmon,54
2010,NSEO,S15B,Salmon Incidental,troll/salmon,10
2010,SSEI,S15B,Salmon Incidental,troll/salmon,24
2010,SSEI,S15B,Salmon Incidental,troll/salmon,11.36
2010,SSEI,S15B,Salmon Incidental,troll/salmon,103
2010,NSEI,S15B,Salmon Incidental,troll/salmon,4
2010,CSEO,S15B,Salmon Incidental,troll/salmon,985.23
2010,EYKT,S15B,Salmon Incidental,troll/salmon,126
2010,NSEI,S15B,Salmon Incidental,troll/salmon,10
2010,NSEO,S15B,Salmon Incidental,troll/salmon,141
2010,SSEO,S15B,Salmon Incidental,troll/salmon,89
2010,CSEO,S15B,Salmon Incidental,troll/salmon,2
2010,NSEI,S15B,Salmon Incidental,troll/salmon,6
2010,CSEO,S15B,Salmon Incidental,troll/salmon,2.04
2010,EYKT,S15B,Salmon Incidental,troll/salmon,22.96
2011,SSEO,S15B,Salmon Incidental,troll/salmon,782.29
2011,NSEI,S05B,Salmon Incidental,troll/salmon,8
2011,EYKT,S15B,Salmon Incidental,troll/salmon,11
2011,NSEI,S15B,Salmon Incidental,troll/salmon,20
2011,SSEI,S03A,Salmon Incidental,troll/salmon,1408
2011,SSEI,S15B,Salmon Incidental,troll/salmon,5
2011,SSEO,S15B,Salmon Incidental,troll/salmon,68
2011,CSEO,S05B,Salmon Incidental,troll/salmon,22
2011,CSEO,S15B,Salmon Incidental,troll/salmon,415
2011,EYKT,S15B,Salmon Incidental,troll/salmon,66
2011,NSEI,S15B,Salmon Incidental,troll/salmon,27
2011,NSEO,S15B,Salmon Incidental,troll/salmon,70
2011,SSEO,S15B,Salmon Incidental,troll/salmon,100
2011,CSEO,S15B,Salmon Incidental,troll/salmon,11
2011,CSEO,S15B,Salmon Incidental,troll/salmon,41
2011,NSEI,S15B,Salmon Incidental,troll/salmon,4
2011,EYKT,S15B,Salmon Incidental,troll/salmon,18
2012,NSEO,S15B,Salmon Incidental,troll/salmon,12
2012,SSEI,S15B,Salmon Incidental,troll/salmon,18.14
2012,SSEO,S15B,Salmon Incidental,troll/salmon,224
2012,NSEO,S15B,Salmon Incidental,troll/salmon,37
2012,SSEI,S05B,Salmon Incidental,troll/salmon,50
2012,NSEO,S15B,Salmon Incidental,troll/salmon,18.5
2012,SSEI,S05B,Salmon Incidental,troll/salmon,3.41
2012,SSEI,S15B,Salmon Incidental,troll/salmon,38.7
2012,SSEO,S15B,Salmon Incidental,troll/salmon,29.3
2012,NSEI,S15B,Salmon Incidental,troll/salmon,19.5
2012,CSEO,S05B,Salmon Incidental,troll/salmon,10.82
2012,CSEO,S15B,Salmon Incidental,troll/salmon,722.95
2012,EYKT,S15B,Salmon Incidental,troll/salmon,89
2012,NSEI,S15B,Salmon Incidental,troll/salmon,21.25
2012,NSEO,S15B,Salmon Incidental,troll/salmon,160.75
2012,SSEI,S15B,Salmon Incidental,troll/salmon,12
2012,SSEO,S15B,Salmon Incidental,troll/salmon,5
2012,CSEO,S15B,Salmon Incidental,troll/salmon,23
2012,NSEI,S15B,Salmon Incidental,troll/salmon,6.12
2013,NSEI,S15B,Salmon Incidental,troll/salmon,9
2013,SSEI,S15B,Salmon Incidental,troll/salmon,173
2013,SSEO,S15B,Salmon Incidental,troll/salmon,15
2013,CSEO,S15B,Salmon Incidental,troll/salmon,13
2013,NSEO,S15B,Salmon Incidental,troll/salmon,1
2013,SSEI,S15B,Salmon Incidental,troll/salmon,61
2013,SSEI,S15B,Salmon Incidental,troll/salmon,5
2013,SSEI,S15B,Salmon Incidental,troll/salmon,29
2013,NSEI,S15B,Salmon Incidental,troll/salmon,11
2013,CSEO,S05B,Salmon Incidental,troll/salmon,48
2013,CSEO,S15B,Salmon Incidental,troll/salmon,514.83
2013,NSEO,S15B,Salmon Incidental,troll/salmon,11
2013,CSEO,S15B,Salmon Incidental,troll/salmon,49
2014,SSEI,S15B,Salmon Incidental,troll/salmon,88.65
2014,SSEO,S15B,Salmon Incidental,troll/salmon,43
2014,NSEO,S15B,Salmon Incidental,troll/salmon,57.04
2014,NSEI,S15B,Salmon Incidental,troll/salmon,3.58
2014,NSEO,S15B,Salmon Incidental,troll/salmon,2
2014,SSEI,S15B,Salmon Incidental,troll/salmon,11.22
2014,CSEO,S15B,Salmon Incidental,troll/salmon,14
2014,CSEO,S05B,Salmon Incidental,troll/salmon,19
2014,SSEI,S05B,Salmon Incidental,troll/salmon,76.14
2014,CSEO,S05B,Salmon Incidental,troll/salmon,10
2014,CSEO,S15B,Salmon Incidental,troll/salmon,367.5
2014,EYKT,S15B,Salmon Incidental,troll/salmon,17.92
2014,NSEI,S15B,Salmon Incidental,troll/salmon,11.59
2014,NSEO,S15B,Salmon Incidental,troll/salmon,41.75
2014,CSEO,S15B,Salmon Incidental,troll/salmon,25
2014,NSEI,S15B,Salmon Incidental,troll/salmon,7
2014,EYKT,S15B,Salmon Incidental,troll/salmon,20
2015,SSEI,S15B,Salmon Incidental,troll/salmon,11.22
2015,SSEO,S15B,Salmon Incidental,troll/salmon,18
2015,SSEI,S15B,Salmon Incidental,troll/salmon,12
2015,NSEO,S15B,Salmon Incidental,troll/salmon,9
2015,NSEO,S05B,Salmon Incidental,troll/salmon,9
2015,NSEI,S15B,Salmon Incidental,troll/salmon,6
2015,SSEI,S15B,Salmon Incidental,troll/salmon,25
2015,SSEI,S15B,Salmon Incidental,troll/salmon,17
2015,CSEO,S05B,Salmon Incidental,troll/salmon,29
2015,CSEO,S15B,Salmon Incidental,troll/salmon,1112.8
2015,EYKT,S15B,Salmon Incidental,troll/salmon,11
2015,NSEI,S15B,Salmon Incidental,troll/salmon,69
2015,SEO,S15B,Salmon Incidental,troll/salmon,91.67
2015,CSEO,S15B,Salmon Incidental,troll/salmon,58
2015,NSEI,S15B,Salmon Incidental,troll/salmon,9
2015,EYKT,S15B,Salmon Incidental,troll/salmon,720
2016,CSEO,S15B,Salmon Incidental,troll/salmon,104
2016,NSEI,S15B,Salmon Incidental,troll/salmon,12
2016,SSEI,S15B,Salmon Incidental,troll/salmon,56
2016,SSEO,S15B,Salmon Incidental,troll/salmon,79.3601
2016,CSEO,S15B,Salmon Incidental,troll/salmon,352.34
2016,EYKT,S15B,Salmon Incidental,troll/salmon,47.96
2016,NSEO,S15B,Salmon Incidental,troll/salmon,48
2016,SSEI,S15B,Salmon Incidental,troll/salmon,60
2016,CSEO,S15B,Salmon Incidental,troll/salmon,5
2016,CSEO,S15B,Salmon Incidental,troll/salmon,4.55
2016,EYKT,S15B,Salmon Incidental,troll/salmon,50
2016,NSEO,S15B,Salmon Incidental,troll/salmon,75
2016,NSEO,S15B,Salmon Incidental,troll/salmon,102.4091
2016,NSEI,S15B,Salmon Incidental,troll/salmon,7
2016,SSEI,S15B,Salmon Incidental,troll/salmon,8
2016,SSEI,S15B,Salmon Incidental,troll/salmon,25.3877
2016,NSEO,S15B,Salmon Incidental,troll/salmon,12.5
2016,NSEI,S15B,Salmon Incidental,troll/salmon,48
2016,NSEI,S15B,Salmon Incidental,troll/salmon,15
2016,CSEO,S05B,Salmon Incidental,troll/salmon,7
2016,CSEO,S15B,Salmon Incidental,troll/salmon,1518.9355
2016,EYKT,S15B,Salmon Incidental,troll/salmon,499
2016,NSEI,S15B,Salmon Incidental,troll/salmon,92
2016,NSEO,S15B,Salmon Incidental,troll/salmon,462.9545
2016,CSEO,S15B,Salmon Incidental,troll/salmon,182
2016,NSEI,S15B,Salmon Incidental,troll/salmon,5
2016,CSEO,S15B,Salmon Incidental,troll/salmon,26.14
2017,SSEO,S15B,Salmon Incidental,troll/salmon,88.7755
2017,SSEI,S15B,Salmon Incidental,troll/salmon,27
2017,CSEO,S15B,Salmon Incidental,troll/salmon,13.64
2017,NSEO,S15B,Salmon Incidental,troll/salmon,10.2
2017,NSEO,S05B,Salmon Incidental,troll/salmon,10
2017,EYKT,S15B,Salmon Incidental,troll/salmon,6
2017,NSEO,S15B,Salmon Incidental,troll/salmon,8.68
2017,SSEI,S15B,Salmon Incidental,troll/salmon,6
2017,NSEI,S05B,Salmon Incidental,troll/salmon,119.99
2017,NSEO,S05B,Salmon Incidental,troll/salmon,54
2017,EYKT,S15B,Salmon Incidental,troll/salmon,10
2017,NSEO,S15B,Salmon Incidental,troll/salmon,48.8182
2017,NSEI,S05B,Salmon Incidental,troll/salmon,33.75
2017,CSEO,S05B,Salmon Incidental,troll/salmon,16
2017,CSEO,S15B,Salmon Incidental,troll/salmon,1326.4829
2017,EYKT,S15B,Salmon Incidental,troll/salmon,286
2017,NSEI,S15B,Salmon Incidental,troll/salmon,20
2017,NSEO,S15B,Salmon Incidental,troll/salmon,120
2017,CSEO,S15B,Salmon Incidental,troll/salmon,21.0408
2018,SSEI,S15B,Salmon Incidental,troll/salmon,71.2894
2018,SSEO,S15B,Salmon Incidental,troll/salmon,74.1948
2018,CSEO,S15B,Salmon Incidental,troll/salmon,525.01
2018,EYKT,S15B,Salmon Incidental,troll/salmon,575.74
2018,NSEO,S15B,Salmon Incidental,troll/salmon,128.62
2018,SSEO,S15B,Salmon Incidental,troll/salmon,30.61
2018,EYKT,S15B,Salmon Incidental,troll/salmon,12.5
2018,NSEO,S15B,Salmon Incidental,troll/salmon,67.46
2018,NSEI,S05B,Salmon Incidental,troll/salmon,45
2018,NSEO,S05B,Salmon Incidental,troll/salmon,6
2018,CSEO,S15B,Salmon Incidental,troll/salmon,45.4546
2018,NSEI,S15B,Salmon Incidental,troll/salmon,5
2018,NSEO,S15B,Salmon Incidental,troll/salmon,112
2018,SSEO,S15B,Salmon Incidental,troll/salmon,21
2018,NSEI,S05B,Salmon Incidental,troll/salmon,62
2018,NSEI,S05B,Salmon Incidental,troll/salmon,10
2018,SSEI,S15B,Salmon Incidental,troll/salmon,10.2041
2018,SSEI,S05B,Salmon Incidental,troll/salmon,1
2018,EYKT,S15B,Salmon Incidental,troll/salmon,24.35
2018,NSEO,S15B,Salmon Incidental,troll/salmon,57
2018,NSEI,S15B,Salmon Incidental,troll/salmon,7
2018,SSEI,S15B,Salmon Incidental,troll/salmon,13.27
2018,SSEO,S15B,Salmon Incidental,troll/salmon,10
2018,CSEO,S05B,Salmon Incidental,troll/salmon,9
2018,CSEO,S15B,Salmon Incidental,troll/salmon,1108.1328
2018,EYKT,S15B,Salmon Incidental,troll/salmon,327.8571
2018,NSEI,S15B,Salmon Incidental,troll/salmon,13.2041
2018,NSEO,S15B,Salmon Incidental,troll/salmon,247
2019,SSEI,S15B,Salmon Incidental,troll/salmon,12.7551
2019,SSEO,S15B,Salmon Incidental,troll/salmon,58.9981
2019,NSEO,S05B,Salmon Incidental,troll/salmon,7
2019,CSEO,S15B,Salmon Incidental,troll/salmon,246.45
2019,EYKT,S15B,Salmon Incidental,troll/salmon,46.98
2019,NSEI,S15B,Salmon Incidental,troll/salmon,49.56
2019,NSEO,S15B,Salmon Incidental,troll/salmon,23
2019,NSEO,S15B,Salmon Incidental,troll/salmon,14
2019,NSEO,S05B,Salmon Incidental,troll/salmon,54.55
2019,CSEO,S15B,Salmon Incidental,troll/salmon,15
2019,NSEO,S15B,Salmon Incidental,troll/salmon,25
2019,SSEO,S15B,Salmon Incidental,troll/salmon,7
2019,SSEO,S15B,Salmon Incidental,troll/salmon,20.4082
2019,CSEO,S15B,Salmon Incidental,troll/salmon,28
