"","year.landed","mgmt.area","permit.fishery","gear.description","round.lbs"
"1153",1998,"SSEO","","Other/unspecified/missing",31223
"1154",1998,"SSEO","B06B","Longline",564293
"1155",1998,"SSEO","B61B","Longline",374782
"1156",1999,"CSEO","","Longline",16602
"1157",1999,"CSEO","","Mechanical jigs",7295
"1158",1999,"CSEO","","Other/unspecified/missing",2274
"1159",1999,"CSEO","B05B","Hand troll",30
"1160",1999,"CSEO","B06B","Longline",999732
"1161",1999,"CSEO","B25B","Dinglebar troll",2728
"1162",1999,"CSEO","B61B","Longline",415222
"1163",1999,"CSEO","S15B","Power gurdy troll",433
"1164",1999,"EYKT","","Longline",91249
"1165",1999,"EYKT","","Other/unspecified/missing",33714
"1166",1999,"EYKT","B06B","Longline",1328723
"1167",1999,"EYKT","B25B","Dinglebar troll",1571
"1168",1999,"EYKT","B61B","Longline",718030
"1169",1999,"NSEI","","Hand troll",223
"1170",1999,"NSEI","","Longline",27968
"1171",1999,"NSEI","","Mechanical jigs",2206
"1172",1999,"NSEI","","Other/unspecified/missing",6
"1173",1999,"NSEI","B05B","Hand troll",1593
"1174",1999,"NSEI","B06B","Longline",2847890
"1175",1999,"NSEI","B26B","Mechanical jigs",174
"1176",1999,"NSEI","B61B","Longline",1934987
"1177",1999,"NSEI","S05B","Hand troll",464
"1178",1999,"NSEI","S15B","Power gurdy troll",21
"1179",1999,"NSEO","","Longline",17093
"1180",1999,"NSEO","","Mechanical jigs",9103
"1181",1999,"NSEO","B06B","Longline",724643
"1182",1999,"NSEO","B25B","Dinglebar troll",3784
"1183",1999,"NSEO","B26B","Mechanical jigs",678
"1184",1999,"NSEO","B61B","Longline",377044
"1185",1999,"NSEO","S15B","Power gurdy troll",40
"1186",1999,"SSEI","","Longline",745
"1187",1999,"SSEI","","Mechanical jigs",31139
"1188",1999,"SSEI","","Other/unspecified/missing",3669
"1189",1999,"SSEI","B05B","Hand troll",1146
"1190",1999,"SSEI","B06B","Longline",929030
"1191",1999,"SSEI","B26B","Mechanical jigs",16
"1192",1999,"SSEI","B61B","Longline",611024
"1193",1999,"SSEO","","Mechanical jigs",15806
"1194",1999,"SSEO","B06B","Longline",473501
"1195",1999,"SSEO","B26B","Mechanical jigs",201
"1196",1999,"SSEO","B61B","Longline",633940
"1197",2000,"CSEO","","Longline",23851
"1198",2000,"CSEO","","Mechanical jigs",59
"1199",2000,"CSEO","","Other/unspecified/missing",739
"1200",2000,"CSEO","B05B","Hand troll",799
"1201",2000,"CSEO","B06B","Longline",948587
"1202",2000,"CSEO","B25B","Dinglebar troll",2609
"1203",2000,"CSEO","B26B","Mechanical jigs",386
"1204",2000,"CSEO","B61B","Longline",457636
"1205",2000,"CSEO","S15B","Power gurdy troll",237
"1206",2000,"EYKT","","Longline",61411
"1207",2000,"EYKT","","Other/unspecified/missing",11487
"1208",2000,"EYKT","B06B","Longline",1168566
"1209",2000,"EYKT","B25B","Dinglebar troll",299
"1210",2000,"EYKT","B61B","Longline",536281
"1211",2000,"NSEI","","Longline",31381
"1212",2000,"NSEI","","Mechanical jigs",4413
"1213",2000,"NSEI","","Other/unspecified/missing",10027
"1214",2000,"NSEI","B05B","Hand troll",2093
"1215",2000,"NSEI","B06B","Longline",2176679
"1216",2000,"NSEI","B25B","Dinglebar troll",207
"1217",2000,"NSEI","B26B","Mechanical jigs",267
"1218",2000,"NSEI","B61B","Longline",1317482
"1219",2000,"NSEO","","Longline",735
"1220",2000,"NSEO","B05B","Hand troll",673
"1221",2000,"NSEO","B06B","Longline",627218
"1222",2000,"NSEO","B25B","Dinglebar troll",5855
"1223",2000,"NSEO","B26B","Mechanical jigs",234
"1224",2000,"NSEO","B61B","Longline",223468
"1225",2000,"SSEI","","Longline",2954
"1226",2000,"SSEI","","Mechanical jigs",60795
"1227",2000,"SSEI","","Other/unspecified/missing",1187
"1228",2000,"SSEI","B05B","Hand troll",2468
"1229",2000,"SSEI","B06B","Longline",796949
"1230",2000,"SSEI","B26B","Mechanical jigs",4473
"1231",2000,"SSEI","B61B","Longline",482841
"1232",2000,"SSEO","","Other/unspecified/missing",1369
"1233",2000,"SSEO","B05B","Hand troll",230
"1234",2000,"SSEO","B06B","Longline",617163
"1235",2000,"SSEO","B26B","Mechanical jigs",91
"1236",2000,"SSEO","B61B","Longline",480474
"1237",2001,"CSEO","","Longline",7635
"1238",2001,"CSEO","","Mechanical jigs",10577
"1239",2001,"CSEO","","Other/unspecified/missing",5140
"1240",2001,"CSEO","B05B","Hand troll",1763
"1241",2001,"CSEO","B06B","Longline",1440435
"1242",2001,"CSEO","B25B","Dinglebar troll",1810
"1243",2001,"CSEO","B26B","Mechanical jigs",243
"1244",2001,"CSEO","B61B","Longline",369594
"1245",2001,"CSEO","S15B","Power gurdy troll",153
"1246",2001,"EYKT","","Longline",87
"1247",2001,"EYKT","","Other/unspecified/missing",2920
"1248",2001,"EYKT","B06B","Longline",1478241
"1249",2001,"EYKT","B61B","Longline",396870
"1250",2001,"NSEI","","Longline",12029
"1251",2001,"NSEI","","Mechanical jigs",5255
"1252",2001,"NSEI","","Other/unspecified/missing",13391
"1253",2001,"NSEI","B05B","Hand troll",1379
"1254",2001,"NSEI","B06B","Longline",2361296
"1255",2001,"NSEI","B26B","Mechanical jigs",248
"1256",2001,"NSEI","B61B","Longline",813658
"1257",2001,"NSEI","S15B","Power gurdy troll",2746
"1258",2001,"NSEO","","Longline",6
"1259",2001,"NSEO","","Mechanical jigs",3469
"1260",2001,"NSEO","","Other/unspecified/missing",2453
"1261",2001,"NSEO","B05B","Hand troll",17
"1262",2001,"NSEO","B06B","Longline",796049
"1263",2001,"NSEO","B25B","Dinglebar troll",5971
"1264",2001,"NSEO","B26B","Mechanical jigs",468
"1265",2001,"NSEO","B61B","Longline",190680
"1266",2001,"SSEI","","Longline",2306
"1267",2001,"SSEI","","Mechanical jigs",62157
"1268",2001,"SSEI","","Other/unspecified/missing",948
"1269",2001,"SSEI","B05B","Hand troll",2090
"1270",2001,"SSEI","B06B","Longline",756432
"1271",2001,"SSEI","B26B","Mechanical jigs",37
"1272",2001,"SSEI","B61B","Longline",307757
"1273",2001,"SSEO","","Longline",55089
"1274",2001,"SSEO","","Other/unspecified/missing",68
"1275",2001,"SSEO","B06B","Longline",858313
"1276",2001,"SSEO","B26B","Mechanical jigs",146
"1277",2001,"SSEO","B61B","Longline",215832
"1278",2002,"CSEO","","Longline",14673
"1279",2002,"CSEO","","Mechanical jigs",5956
"1280",2002,"CSEO","","Other/unspecified/missing",12
"1281",2002,"CSEO","B05B","Hand troll",1608
"1282",2002,"CSEO","B06B","Longline",1684492
"1283",2002,"CSEO","B26B","Mechanical jigs",270
"1284",2002,"CSEO","B61B","Longline",172512
"1285",2002,"CSEO","S15B","Power gurdy troll",348
"1286",2002,"EYKT","","Longline",48833
"1287",2002,"EYKT","B06B","Longline",1863487
"1288",2002,"EYKT","B25B","Dinglebar troll",1141
"1289",2002,"EYKT","B26B","Mechanical jigs",1182
"1290",2002,"EYKT","B61B","Longline",199306
"1291",2002,"NSEI","","Longline",27324
"1292",2002,"NSEI","","Mechanical jigs",864
"1293",2002,"NSEI","","Other/unspecified/missing",102
"1294",2002,"NSEI","B05B","Hand troll",1735
"1295",2002,"NSEI","B06B","Longline",2942477
"1296",2002,"NSEI","B26B","Mechanical jigs",400
"1297",2002,"NSEI","B61B","Longline",339168
"1298",2002,"NSEI","S15B","Power gurdy troll",95
"1299",2002,"NSEO","","Hand troll",3247
"1300",2002,"NSEO","","Longline",7124
"1301",2002,"NSEO","","Mechanical jigs",4201
"1302",2002,"NSEO","","Other/unspecified/missing",162
"1303",2002,"NSEO","B06B","Longline",1092806
"1304",2002,"NSEO","B25B","Dinglebar troll",2340
"1305",2002,"NSEO","B26B","Mechanical jigs",128
"1306",2002,"NSEO","B61B","Longline",67791
"1307",2002,"NSEO","S15B","Power gurdy troll",24
"1308",2002,"SSEI","","Longline",402
"1309",2002,"SSEI","","Mechanical jigs",45964
"1310",2002,"SSEI","","Other/unspecified/missing",6607
"1311",2002,"SSEI","B05B","Hand troll",2103
"1312",2002,"SSEI","B06B","Longline",873826
"1313",2002,"SSEI","B26B","Mechanical jigs",89
"1314",2002,"SSEI","B61B","Longline",168476
"1315",2002,"SSEO","","Longline",17888
"1316",2002,"SSEO","","Mechanical jigs",10456
"1317",2002,"SSEO","B06B","Longline",1015403
"1318",2002,"SSEO","B26B","Mechanical jigs",127
"1319",2002,"SSEO","B61B","Longline",207274
"1320",2003,"CSEO","","Longline",4277
"1321",2003,"CSEO","","Mechanical jigs",3415
"1322",2003,"CSEO","B05B","Hand troll",2856
"1323",2003,"CSEO","B06B","Longline",1510384
"1324",2003,"CSEO","B25B","Dinglebar troll",75
"1325",2003,"CSEO","B26B","Mechanical jigs",181
"1326",2003,"CSEO","B61B","Longline",164826
"1327",2003,"CSEO","S15B","Power gurdy troll",485
"1328",2003,"EYKT","","Longline",39545
"1329",2003,"EYKT","","Mechanical jigs",901
"1330",2003,"EYKT","","Other/unspecified/missing",5767
"1331",2003,"EYKT","B06B","Longline",2096446
"1332",2003,"EYKT","B26B","Mechanical jigs",1391
"1333",2003,"EYKT","B61B","Longline",166757
"1334",2003,"EYKT","S15B","Power gurdy troll",684
"1335",2003,"NSEI","","Longline",13199
"1336",2003,"NSEI","","Mechanical jigs",508
"1337",2003,"NSEI","B05B","Hand troll",1564
"1338",2003,"NSEI","B06B","Longline",3623223
"1339",2003,"NSEI","B26B","Mechanical jigs",107
"1340",2003,"NSEI","B61B","Longline",250410
"1341",2003,"NSEI","S15B","Power gurdy troll",294
"1342",2003,"NSEO","","Hand troll",3114
"1343",2003,"NSEO","B06B","Longline",898029
"1344",2003,"NSEO","B25B","Dinglebar troll",1307
"1345",2003,"NSEO","B26B","Mechanical jigs",363
"1346",2003,"NSEO","B61B","Longline",29924
"1347",2003,"NSEO","S15B","Power gurdy troll",480
"1348",2003,"SSEI","","Longline",1463
"1349",2003,"SSEI","","Mechanical jigs",71823
"1350",2003,"SSEI","","Other/unspecified/missing",465
"1351",2003,"SSEI","B05B","Hand troll",2232
"1352",2003,"SSEI","B06B","Longline",800794
"1353",2003,"SSEI","B61B","Longline",85396
"1354",2003,"SSEI","S15B","Power gurdy troll",1702
"1355",2003,"SSEO","","Longline",14520
"1356",2003,"SSEO","","Other/unspecified/missing",4518
"1357",2003,"SSEO","B06B","Longline",959128
"1358",2003,"SSEO","B61B","Longline",74354
"1359",2003,"SSEO","S15B","Power gurdy troll",548
"1360",2004,"CSEO","","Longline",850
"1361",2004,"CSEO","","Mechanical jigs",1775
"1362",2004,"CSEO","B05B","Hand troll",4744
"1363",2004,"CSEO","B06B","Longline",1800485
"1364",2004,"CSEO","B61B","Longline",123216
"1365",2004,"CSEO","B61Z","Longline",23154
"1366",2004,"CSEO","S15B","Power gurdy troll",347
"1367",2004,"EYKT","","Longline",3083
"1368",2004,"EYKT","B06B","Longline",2322031
"1369",2004,"EYKT","B61B","Longline",264899
"1370",2004,"EYKT","S15B","Power gurdy troll",126
"1371",2004,"NSEI","","Longline",33638
"1372",2004,"NSEI","","Mechanical jigs",10169
"1373",2004,"NSEI","","Other/unspecified/missing",1688
"1374",2004,"NSEI","B05B","Hand troll",2364
"1375",2004,"NSEI","B06B","Longline",4700147
"1376",2004,"NSEI","B26B","Mechanical jigs",171
"1377",2004,"NSEI","B61B","Longline",204763
"1378",2004,"NSEI","S15B","Power gurdy troll",42
"1379",2004,"NSEO","","Other/unspecified/missing",5738
"1380",2004,"NSEO","B06B","Longline",940710
"1381",2004,"NSEO","B26B","Mechanical jigs",21
"1382",2004,"NSEO","B61B","Longline",12875
"1383",2004,"NSEO","B61Z","Longline",1432
"1384",2004,"NSEO","S15B","Power gurdy troll",128
"1385",2004,"SSEI","","Longline",912
"1386",2004,"SSEI","","Mechanical jigs",88751
"1387",2004,"SSEI","","Other/unspecified/missing",4205
"1388",2004,"SSEI","B05B","Hand troll",2685
"1389",2004,"SSEI","B06B","Longline",849284
"1390",2004,"SSEI","B06Z","Longline",7986
"1391",2004,"SSEI","B61B","Longline",102931
"1392",2004,"SSEI","S15B","Power gurdy troll",261
"1393",2004,"SSEO","","Longline",25659
"1394",2004,"SSEO","B06B","Longline",1346291
"1395",2004,"SSEO","B61B","Longline",112887
"1396",2004,"SSEO","S15B","Power gurdy troll",47
"1397",2005,"CSEO","","Longline",16857
"1398",2005,"CSEO","","Mechanical jigs",8955
"1399",2005,"CSEO","","Other/unspecified/missing",23887
"1400",2005,"CSEO","B05B","Hand troll",4341
"1401",2005,"CSEO","B06B","Longline",1708227
"1402",2005,"CSEO","B25B","Dinglebar troll",162
"1403",2005,"CSEO","B61B","Longline",148571
"1404",2005,"CSEO","B61Z","Longline",16660
"1405",2005,"CSEO","S15B","Power gurdy troll",337
"1406",2005,"EYKT","","Longline",131087
"1407",2005,"EYKT","","Mechanical jigs",10465
"1408",2005,"EYKT","","Other/unspecified/missing",114836
"1409",2005,"EYKT","B06B","Longline",2138194
"1410",2005,"EYKT","B61B","Longline",215680
"1411",2005,"EYKT","S15B","Power gurdy troll",75
"1412",2005,"NSEI","","Longline",24495
"1413",2005,"NSEI","","Mechanical jigs",3019
"1414",2005,"NSEI","","Other/unspecified/missing",19539
"1415",2005,"NSEI","B05B","Hand troll",2500
"1416",2005,"NSEI","B06B","Longline",5001520
"1417",2005,"NSEI","B26B","Mechanical jigs",25
"1418",2005,"NSEI","B61B","Longline",256189
"1419",2005,"NSEI","S15B","Power gurdy troll",984
"1420",2005,"NSEO","","Longline",47898
"1421",2005,"NSEO","B06B","Longline",1068718
"1422",2005,"NSEO","B61B","Longline",58267
"1423",2005,"NSEO","S15B","Power gurdy troll",153
"1424",2005,"SSEI","","Longline",3735
"1425",2005,"SSEI","","Mechanical jigs",45727
"1426",2005,"SSEI","","Other/unspecified/missing",406
"1427",2005,"SSEI","B05B","Hand troll",1055
"1428",2005,"SSEI","B06B","Longline",843448
"1429",2005,"SSEI","B61B","Longline",104869
"1430",2005,"SSEI","S15B","Power gurdy troll",45
"1431",2005,"SSEO","","Longline",24414
"1432",2005,"SSEO","","Mechanical jigs",12937
"1433",2005,"SSEO","","Other/unspecified/missing",14240
"1434",2005,"SSEO","B06B","Longline",1342166
"1435",2005,"SSEO","B61B","Longline",75993
"1436",2005,"SSEO","S15B","Power gurdy troll",354
"1437",2006,"CSEO","","Longline",41357
"1438",2006,"CSEO","","Other/unspecified/missing",7251
"1439",2006,"CSEO","B05B","Hand troll",3887
"1440",2006,"CSEO","B06B","Longline",1758966
"1441",2006,"CSEO","B25B","Dinglebar troll",270
"1442",2006,"CSEO","B61B","Longline",211836
"1443",2006,"CSEO","C06B","Longline",1308
"1444",2006,"CSEO","C61B","Longline",0
"1445",2006,"CSEO","S05B","Hand troll",32
"1446",2006,"CSEO","S15B","Power gurdy troll",3962
"1447",2006,"EYKT","","Longline",55416
"1448",2006,"EYKT","","Other/unspecified/missing",169774
"1449",2006,"EYKT","B06B","Longline",1793907
"1450",2006,"EYKT","B61B","Longline",135777
"1451",2006,"EYKT","C61B","Longline",0
"1452",2006,"EYKT","S15B","Power gurdy troll",8426
"1453",2006,"NSEI","","Hand troll",116
"1454",2006,"NSEI","","Longline",27465
"1455",2006,"NSEI","","Other/unspecified/missing",1716
"1456",2006,"NSEI","B05B","Hand troll",1682
"1457",2006,"NSEI","B06B","Longline",4560441
"1458",2006,"NSEI","B61B","Longline",116029
"1459",2006,"NSEI","C06B","Longline",1308
"1460",2006,"NSEI","C61A","Longline",0
"1461",2006,"NSEI","S05B","Hand troll",2457
"1462",2006,"NSEI","S15B","Power gurdy troll",4272
"1463",2006,"NSEO","","Longline",23764
"1464",2006,"NSEO","","Other/unspecified/missing",680
"1465",2006,"NSEO","B06B","Longline",984875
"1466",2006,"NSEO","B61B","Longline",36489
"1467",2006,"NSEO","C61B","Longline",395
"1468",2006,"NSEO","S05B","Hand troll",763
"1469",2006,"NSEO","S15B","Power gurdy troll",3563
"1470",2006,"SSEI","9998","Other/unspecified/missing",34871
"1471",2006,"SSEI","B05B","Hand troll",2768
"1472",2006,"SSEI","B06B","Longline",1301031
"1473",2006,"SSEI","B61B","Longline",79622
"1474",2006,"SSEI","S05B","Hand troll",494
"1475",2006,"SSEI","S15B","Power gurdy troll",3797
"1476",2006,"SSEO","","Longline",20422
"1477",2006,"SSEO","B06B","Longline",1322937
"1478",2006,"SSEO","B61B","Longline",108121
"1479",2006,"SSEO","C61B","Longline",350
"1480",2006,"SSEO","S15B","Power gurdy troll",1396
"1481",2007,"CSEO","","Longline",40471
"1482",2007,"CSEO","B05B","Hand troll",578
"1483",2007,"CSEO","B06B","Longline",1344310
"1484",2007,"CSEO","B25B","Dinglebar troll",269
"1485",2007,"CSEO","B61B","Longline",160195
"1486",2007,"CSEO","C61B","Longline",1100
"1487",2007,"CSEO","I25B","Dinglebar troll",158
"1488",2007,"CSEO","S05B","Hand troll",74
"1489",2007,"CSEO","S15B","Power gurdy troll",5461
"1490",2007,"EYKT","","Longline",242525
"1491",2007,"EYKT","","Other/unspecified/missing",86859
"1492",2007,"EYKT","B06B","Longline",2085869
"1493",2007,"EYKT","B61B","Longline",156141
"1494",2007,"EYKT","C61B","Longline",0
"1495",2007,"EYKT","S15B","Power gurdy troll",14841
"1496",2007,"NSEI","","Longline",6510
"1497",2007,"NSEI","B05B","Hand troll",1138
"1498",2007,"NSEI","B06B","Longline",3666729
"1499",2007,"NSEI","B61B","Longline",74341
"1500",2007,"NSEI","C61A","Longline",0
"1501",2007,"NSEI","S05B","Hand troll",366
"1502",2007,"NSEI","S15B","Power gurdy troll",2404
"1503",2007,"NSEO","","Longline",53291
"1504",2007,"NSEO","B06B","Longline",732972
"1505",2007,"NSEO","B61B","Longline",30161
"1506",2007,"NSEO","C61B","Longline",0
"1507",2007,"NSEO","S05B","Hand troll",134
"1508",2007,"NSEO","S15B","Power gurdy troll",2224
"1509",2007,"SSEI","9999","Other/unspecified/missing",39334
"1510",2007,"SSEI","B05B","Hand troll",2734
"1511",2007,"SSEI","B06B","Longline",1039531
"1512",2007,"SSEI","B61B","Longline",13941
"1513",2007,"SSEI","S05B","Hand troll",347
"1514",2007,"SSEI","S15B","Power gurdy troll",3150
"1515",2007,"SSEO","","Longline",42008
"1516",2007,"SSEO","B05B","Hand troll",254
"1517",2007,"SSEO","B06B","Longline",1272943
"1518",2007,"SSEO","B61B","Longline",62238
"1519",2007,"SSEO","S15B","Power gurdy troll",2479
"1520",2008,"CSEO","","Longline",14448
"1521",2008,"CSEO","","Other/unspecified/missing",10188
"1522",2008,"CSEO","B05B","Hand troll",351
"1523",2008,"CSEO","B06B","Longline",1008228
"1524",2008,"CSEO","B61B","Longline",115425
"1525",2008,"CSEO","C06B","Longline",743
"1526",2008,"CSEO","C61B","Longline",90
"1527",2008,"CSEO","I25B","Dinglebar troll",283
"1528",2008,"CSEO","S05B","Hand troll",10
"1529",2008,"CSEO","S15B","Power gurdy troll",5280
"1530",2008,"EYKT","","Longline",117246
"1531",2008,"EYKT","","Other/unspecified/missing",21384
"1532",2008,"EYKT","B06B","Longline",2007381
"1533",2008,"EYKT","B61B","Longline",159020
"1534",2008,"EYKT","C61B","Longline",0
"1535",2008,"EYKT","S15B","Power gurdy troll",4978
"1536",2008,"NSEI","B05B","Hand troll",928
"1537",2008,"NSEI","B06B","Longline",2812810
"1538",2008,"NSEI","B61B","Longline",45426
"1539",2008,"NSEI","S05B","Hand troll",77
"1540",2008,"NSEI","S15B","Power gurdy troll",720
"1541",2008,"NSEO","","Longline",24488
"1542",2008,"NSEO","B06B","Longline",575961
"1543",2008,"NSEO","B61B","Longline",23601
"1544",2008,"NSEO","C06B","Longline",36
"1545",2008,"NSEO","C61B","Longline",0
"1546",2008,"NSEO","S15B","Power gurdy troll",1201
"1547",2008,"SSEI","9999","Other/unspecified/missing",41010
"1548",2008,"SSEI","B06B","Longline",868916
"1549",2008,"SSEI","B61B","Longline",9204
"1550",2008,"SSEI","S05B","Hand troll",103
"1551",2008,"SSEI","S15B","Power gurdy troll",2788
"1552",2008,"SSEO","","Longline",34921
"1553",2008,"SSEO","","Other/unspecified/missing",2207
"1554",2008,"SSEO","B06B","Longline",717991
"1555",2008,"SSEO","B61B","Longline",41701
"1556",2008,"SSEO","C61B","Longline",120
"1557",2008,"SSEO","S15B","Power gurdy troll",430
"1558",2009,"CSEO","B06B","Longline",1042531
"1559",2009,"CSEO","B25B","Dinglebar troll",35
"1560",2009,"CSEO","B61B","Longline",68793
"1561",2009,"CSEO","C61B","Longline",275
"1562",2009,"CSEO","I25B","Dinglebar troll",524
"1563",2009,"CSEO","M6AB","Longline",0
"1564",2009,"CSEO","S15B","Power gurdy troll",4342
"1565",2009,"EYKT","B06B","Longline",2390120
"1566",2009,"EYKT","B61B","Longline",114631
"1567",2009,"EYKT","C61B","Longline",300
"1568",2009,"EYKT","S15B","Power gurdy troll",4301
"1569",2009,"NSEI","B05B","Hand troll",841
"1570",2009,"NSEI","B06B","Longline",2994515
"1571",2009,"NSEI","B61B","Longline",50789
"1572",2009,"NSEI","C61A","Longline",20
"1573",2009,"NSEI","S15B","Power gurdy troll",1176
"1574",2009,"NSEO","B06B","Longline",624527
"1575",2009,"NSEO","B61B","Longline",22553
"1576",2009,"NSEO","C61B","Longline",88
"1577",2009,"NSEO","I25B","Dinglebar troll",34
"1578",2009,"NSEO","S15B","Power gurdy troll",1235
"1579",2009,"SSEI","9999","Longline",39194
"1580",2009,"SSEI","B06B","Longline",962495
"1581",2009,"SSEI","B26B","Mechanical jigs",388
"1582",2009,"SSEI","B61B","Longline",12872
"1583",2009,"SSEI","S05B","Hand troll",151
"1584",2009,"SSEI","S15B","Power gurdy troll",3129
"1585",2009,"SSEO","B06B","Longline",732188
"1586",2009,"SSEO","B61B","Longline",84350
"1587",2009,"SSEO","C61B","Longline",325
"1588",2009,"SSEO","M6AB","Longline",0
"1589",2009,"SSEO","S15B","Power gurdy troll",521
"1590",2010,"CSEO","B05B","Hand troll",213
"1591",2010,"CSEO","B06B","Longline",948624
"1592",2010,"CSEO","B61B","Longline",53640
"1593",2010,"CSEO","C61B","Longline",8
"1594",2010,"CSEO","S15B","Power gurdy troll",3642
"1595",2010,"EYKT","B06B","Longline",2289244
"1596",2010,"EYKT","B61B","Longline",255551
"1597",2010,"EYKT","C61B","Longline",839
"1598",2010,"EYKT","S15B","Power gurdy troll",2973
"1599",2010,"NSEI","B05B","Hand troll",784
"1600",2010,"NSEI","B06B","Longline",2793375
"1601",2010,"NSEI","B61B","Longline",72462
"1602",2010,"NSEI","S05B","Hand troll",256
"1603",2010,"NSEI","S15B","Power gurdy troll",4132
"1604",2010,"NSEO","B06B","Longline",553028
"1605",2010,"NSEO","B61B","Longline",30827
"1606",2010,"NSEO","C61B","Longline",11
"1607",2010,"NSEO","S15B","Power gurdy troll",1549
"1608",2010,"SSEI","9999","Longline",59883
"1609",2010,"SSEI","B05B","Hand troll",314
"1610",2010,"SSEI","B06B","Longline",889375
"1611",2010,"SSEI","B26B","Mechanical jigs",97
"1612",2010,"SSEI","B61B","Longline",13638
"1613",2010,"SSEI","S05B","Hand troll",390
"1614",2010,"SSEI","S15B","Power gurdy troll",3463
"1615",2010,"SSEO","B06B","Longline",631448
"1616",2010,"SSEO","B61B","Longline",39883
"1617",2010,"SSEO","C61B","Longline",75
"1618",2010,"SSEO","S15B","Power gurdy troll",663
"1619",2011,"CSEO","B05B","Hand troll",84
"1620",2011,"CSEO","B06B","Longline",481428
"1621",2011,"CSEO","B61B","Longline",39168
"1622",2011,"CSEO","C61B","Longline",996
"1623",2011,"CSEO","I25B","Dinglebar troll",88
"1624",2011,"CSEO","S15B","Power gurdy troll",3910
"1625",2011,"EYKT","B06B","Longline",1719140
"1626",2011,"EYKT","B61B","Longline",269696
"1627",2011,"EYKT","C61B","Longline",7325
"1628",2011,"EYKT","S15B","Power gurdy troll",6137
"1629",2011,"NSEI","B05B","Hand troll",992
"1630",2011,"NSEI","B06B","Longline",1469782
"1631",2011,"NSEI","B61B","Longline",32414
"1632",2011,"NSEI","C61A","Longline",0
"1633",2011,"NSEI","M06G","Longline",1709
"1634",2011,"NSEI","S05B","Hand troll",51
"1635",2011,"NSEI","S15B","Power gurdy troll",4788
"1636",2011,"NSEO","B06B","Longline",308400
"1637",2011,"NSEO","B61B","Longline",13404
"1638",2011,"NSEO","I25B","Dinglebar troll",86
"1639",2011,"NSEO","S05B","Hand troll",79
"1640",2011,"NSEO","S15B","Power gurdy troll",315
"1641",2011,"SSEI","9999","Longline",82598
"1642",2011,"SSEI","B05B","Hand troll",34
"1643",2011,"SSEI","B06B","Longline",533601
"1644",2011,"SSEI","B61B","Longline",7289
"1645",2011,"SSEI","S05B","Hand troll",84
"1646",2011,"SSEI","S15B","Power gurdy troll",3283
"1647",2011,"SSEO","B06B","Longline",277190
"1648",2011,"SSEO","B61B","Longline",7484
"1649",2011,"SSEO","C61B","Longline",45
"1650",2011,"SSEO","S15B","Power gurdy troll",2143
"1651",2012,"CSEO","B05B","Hand troll",105
"1652",2012,"CSEO","B06B","Longline",528336
"1653",2012,"CSEO","B61B","Longline",46829
"1654",2012,"CSEO","C61B","Longline",510
"1655",2012,"CSEO","S15B","Power gurdy troll",4722
"1656",2012,"CSEO","Y61A","Longline",70
"1657",2012,"EYKT","B06B","Longline",1543161
"1658",2012,"EYKT","B61B","Longline",205528
"1659",2012,"EYKT","C61B","Longline",6116
"1660",2012,"EYKT","S15B","Power gurdy troll",1924
"1661",2012,"NSEI","B05B","Hand troll",1521
"1662",2012,"NSEI","B06B","Longline",1627772
"1663",2012,"NSEI","B61B","Longline",26273
"1664",2012,"NSEI","S05B","Hand troll",150
"1665",2012,"NSEI","S15B","Power gurdy troll",2086
"1666",2012,"NSEO","B06B","Longline",366183
"1667",2012,"NSEO","B61B","Longline",30336
"1668",2012,"NSEO","I25B","Dinglebar troll",494
"1669",2012,"NSEO","S15B","Power gurdy troll",1053
"1670",2012,"NSEO","Y61A","Longline",30
"1671",2012,"SSEI","9999","Longline",65316
"1672",2012,"SSEI","B05B","Hand troll",195
"1673",2012,"SSEI","B06B","Longline",593773
"1674",2012,"SSEI","B61B","Longline",8221
"1675",2012,"SSEI","S05B","Hand troll",551
"1676",2012,"SSEI","S15B","Power gurdy troll",1804
"1677",2012,"SSEO","B06B","Longline",308796
"1678",2012,"SSEO","B61B","Longline",2513
"1679",2012,"SSEO","C61B","Longline",130
"1680",2012,"SSEO","S05B","Hand troll",20
"1681",2012,"SSEO","S15B","Power gurdy troll",1461
"1682",2013,"CSEO","B06B","Longline",553991
"1683",2013,"CSEO","B61B","Longline",65328
"1684",2013,"CSEO","C61B","Longline",40
"1685",2013,"CSEO","I25B","Dinglebar troll",64
"1686",2013,"CSEO","M6AB","Longline",0
"1687",2013,"CSEO","S15B","Power gurdy troll",3078
"1688",2013,"EYKT","B06B","Longline",1419301
"1689",2013,"EYKT","B61B","Longline",236002
"1690",2013,"EYKT","C61B","Longline",98
"1691",2013,"EYKT","I25B","Dinglebar troll",122
"1692",2013,"EYKT","S15B","Power gurdy troll",911
"1693",2013,"NSEI","B05B","Hand troll",2138
"1694",2013,"NSEI","B06B","Longline",1908912
"1695",2013,"NSEI","B26B","Mechanical jigs",313
"1696",2013,"NSEI","B61B","Longline",20662
"1697",2013,"NSEI","M06B","Longline",486
"1698",2013,"NSEI","S05B","Hand troll",67
"1699",2013,"NSEI","S15B","Power gurdy troll",2166
"1700",2013,"NSEO","B06B","Longline",371727
"1701",2013,"NSEO","B61B","Longline",16790
"1702",2013,"NSEO","I25B","Dinglebar troll",212
"1703",2013,"NSEO","S15B","Power gurdy troll",349
