Year,"IPHC
Regulatory Area","IPHC 
Statistical Area",Net wt (lb),Unique vessels
2003,3A ,280,1551295,100
2003,3A ,281,90710,18
2003,3B ,290,5828653,214
2003,3B ,300,3448673,105
2003,3B ,310,2209055,82
2003,3B ,320,2884591,103
2003,3B ,330,1877556,67
2003,3B ,340,717459,51
2003,4A ,350,424917,40
2003,4A ,360,506877,40
2003,4A ,370,296924,25
2003,4A ,380,1063297,40
2003,4A ,390/395,37326,4
2003,4A ,Bering Sea,2617861,96
2003,4B ,400,981728,22
2003,4B ,410,188791,15
2003,4B ,420,182473,15
2003,4B ,430,46982,13
2003,4B ,440,260120,13
2003,4B ,450/460/470,32033,4
2003,4B ,480,29898,4
2003,4B ,490/500,113513,6
2003,4B ,Bering Sea,1982779,47
2003,4CDE,Bering Sea,3195520,268
2002,2A ,009,15416,10
2002,2A ,010,19950,14
2002,2A ,020,203218,113
2002,2A ,030,20803,27
2002,2A ,040,128085,36
2002,2A ,050,450369,102
2002,2B ,060,294103,26
2002,2B ,070,296030,20
2002,2B ,080,581466,31
2002,2B ,081,16734,6
2002,2B ,090,276881,28
2002,2B ,091,409568,41
2002,2B ,092,41360,12
2002,2B ,100,989853,40
2002,2B ,102,2088629,83
2002,2B ,103,30631,8
2002,2B ,110,169822,23
2002,2B ,112,1814569,77
2002,2B ,114,57589,17
2002,2B ,120,240718,19
2002,2B ,121,366283,29
2002,2B ,122,31468,8
2002,2B ,130,871320,55
2002,2B ,131,1458374,44
2002,2B ,132,706628,53
2002,2B ,133,465179,43
2002,2B ,134,54912,12
2002,2B ,135,724506,45
2002,2C ,140,251431,25
2002,2C ,141,57974,16
2002,2C ,142,129696,26
2002,2C ,143,158541,61
2002,2C ,144,23830,13
2002,2C ,150,543485,45
2002,2C ,151,774293,72
2002,2C ,152,517325,94
2002,2C ,153,93377,34
2002,2C ,160,1404005,168
2002,2C ,161,381824,72
2002,2C ,162,939798,138
2002,2C ,163,153269,33
2002,2C ,170,821136,177
2002,2C ,171,259696,75
2002,2C ,173,127336,37
2002,2C ,174,31473,22
2002,2C ,181,1031712,138
2002,2C ,182,432491,81
2002,2C ,183,72121,24
2002,2C ,184,247696,29
2002,3A ,185,1785388,159
2002,3A ,190,747749,64
2002,3A ,200,1345184,69
2002,3A ,210,692190,45
2002,3A ,220,1067910,53
2002,3A ,230,769757,54
2002,3A ,232,99402,31
2002,3A ,240,3909076,133
2002,3A ,242,325027,52
2002,3A ,250,3468856,143
2002,3A ,260,2642566,150
2002,3A ,261,790801,101
2002,3A ,270,2545533,187
2002,3A ,271,375233,53
2002,3A ,280,1929503,101
2002,3A ,281,128603,23
2002,3B ,290,6601763,210
2002,3B ,300,3446576,98
2002,3B ,310,1817785,68
2002,3B ,320,2943252,94
2002,3B ,330,1622774,50
2002,3B ,340,565467,42
2002,4A ,350,541557,37
2002,4A ,360,613699,48
2002,4A ,370,360770,22
2002,4A ,380/390,1209285,36
2002,4A ,Bering Sea,2276719,99
2002,4B ,400,404652,15
2002,4B ,410,223780,17
2002,4B ,420,54691,14
2002,4B ,430,154360,16
2002,4B ,440,476331,20
2002,4B ,450,69893,9
2002,4B ,460,26380,6
2002,4B ,470,3331,3
2002,4B ,480,39885,7
2002,4B ,490,198297,12
2002,4B ,500,41361,4
2002,4B ,Bering Sea,2336902,53
2002,4CDE,Bering Sea,3458469,267
2001,2A ,009,9454,10
2001,2A ,010,9878,16
2001,2A ,020,145136,154
2001,2A ,030,14168,20
2001,2A ,040,122566,41
2001,2A ,050,362857,114
2001,2B ,060,278386,21
2001,2B ,070,216032,20
2001,2B ,080,519613,37
2001,2B ,081,26720,8
2001,2B ,090,197387,29
2001,2B ,091,222856,43
2001,2B ,092,30774,15
2001,2B ,100,1094789,39
2001,2B ,102,1358509,79
2001,2B ,103,40742,12
2001,2B ,110,139783,16
2001,2B ,112,1300376,68
2001,2B ,114,82685,18
2001,2B ,120,169431,18
2001,2B ,121,277375,28
2001,2B ,122,22950,11
2001,2B ,130,914107,57
2001,2B ,131,1515660,52
2001,2B ,132,698573,59
2001,2B ,133,234681,45
2001,2B ,134,63466,16
2001,2B ,135,802634,51
2001,2C ,140,307740,25
2001,2C ,141,58020,17
2001,2C ,142,140205,33
2001,2C ,143,205596,63
2001,2C ,144,24064,10
2001,2C ,150,541802,53
2001,2C ,151,711317,104
2001,2C ,152,522499,96
2001,2C ,153,72702,39
2001,2C ,160,1321036,176
2001,2C ,161,325260,77
2001,2C ,162,884777,145
2001,2C ,163,150175,37
2001,2C ,170,810209,172
2001,2C ,171,285997,87
2001,2C ,173,167809,45
2001,2C ,174,29923,20
2001,2C ,181,875698,130
2001,2C ,182,481134,92
2001,2C ,183,101420,34
2001,2C ,184,254693,37
2001,3A ,185,1373072,145
2001,3A ,190,729900,60
2001,3A ,200,1200562,74
2001,3A ,210,590915,46
2001,3A ,220,954140,42
2001,3A ,230,683275,48
2001,3A ,232,117722,42
2001,3A ,240,3556569,142
2001,3A ,242,338953,50
2001,3A ,250,3209681,135
2001,3A ,260,2294188,161
2001,3A ,261,932885,141
2001,3A ,270,2151563,172
2001,3A ,271,417215,57
2001,3A ,280,2395341,112
2001,3A ,281,155058,18
2001,3B ,290,6832826,224
2001,3B ,300,3018636,91
2001,3B ,310,1477539,53
2001,3B ,320,2608913,82
2001,3B ,330,1197164,42
2001,3B ,340,855898,43
2001,4A ,350,708003,41
2001,4A ,360,1166036,50
2001,4A ,370,146035,14
2001,4A ,380/390,490333,16
2001,4A ,Bering Sea,2411365,91
2001,4B ,400,560388,19
2001,4B ,410,431502,19
2001,4B ,420,132905,17
2001,4B ,430,256385,20
2001,4B ,440,386852,20
2001,4B ,450/460,46695,6
2001,4B ,470/480,64163,7
2001,4B ,490,417562,9
2001,4B ,500,70546,3
2001,4B ,Bering Sea,2023692,52
2001,4CDE,Bering Sea,3918872,279
2000,2A ,009,8660,12
2000,2A ,010,9594,12
2000,2A ,020,84496,117
2000,2A ,030,46177,39
2000,2A ,040,94060,35
2000,2A ,050,239589,88
2000,2B ,060/061,353102,18
2000,2B ,070,160654,17
2000,2B ,080,649715,44
2000,2B ,081,47365,14
2000,2B ,090,206292,26
2000,2B ,091,254441,49
2000,2B ,092,40792,10
2000,2B ,100,1137117,39
2000,2B ,102,1341671,81
2000,2B ,103,11378,5
2000,2B ,110,48512,8
2000,2B ,112,1133517,67
2000,2B ,114,71715,18
2000,2B ,120,204110,14
2000,2B ,121,239322,29
2000,2B ,122,29674,9
2000,2B ,130,700663,49
2000,2B ,131,1722484,49
2000,2B ,132,843549,61
2000,2B ,133,408829,48
2000,2B ,134,132173,18
2000,2B ,135,892719,46
2000,2C ,140,207518,21
2000,2C ,141,103099,24
2000,2C ,142,189844,34
2000,2C ,143,185989,68
2000,2C ,144,50158,23
2000,2C ,150,406886,44
2000,2C ,151,622247,100
2000,2C ,152,575217,114
2000,2C ,153,98104,38
2000,2C ,160,1293537,183
2000,2C ,161,395981,104
2000,2C ,162,1094114,164
2000,2C ,163,169400,42
2000,2C ,170,757569,187
2000,2C ,171,397674,112
2000,2C ,173,135214,47
2000,2C ,174,19799,13
2000,2C ,181,623187,111
2000,2C ,182,458511,97
2000,2C ,183,133316,36
2000,2C ,184,348644,42
2000,3A ,185,1138157,149
2000,3A ,190,814836,66
2000,3A ,200,917290,84
2000,3A ,210,464903,53
2000,3A ,220,846836,49
2000,3A ,230,575113,59
2000,3A ,232,105991,41
2000,3A ,240,2491682,149
2000,3A ,242,353178,53
2000,3A ,250,2656134,145
2000,3A ,260,1924080,152
2000,3A ,261,707043,128
2000,3A ,270,2089523,186
2000,3A ,271,577042,60
2000,3A ,280,2424421,120
2000,3A ,281,66020,20
2000,3B ,290,6820981,217
2000,3B ,300,1769913,67
2000,3B ,310,1343024,47
2000,3B ,320,2560729,87
2000,3B ,330,1417535,51
2000,3B ,340,974336,36
2000,4A ,350,578245,30
2000,4A ,360,1515407,58
2000,4A ,370,125903,9
2000,4A ,380,262813,9
2000,4A ,Bering Sea,2477804,92
2000,4B ,400,297063,11
2000,4B ,410,626364,19
2000,4B ,420,161091,16
2000,4B ,430,292310,20
2000,4B ,440,562426,20
2000,4B ,450/460,28008,5
2000,4B ,480,119316,3
2000,4B ,490/500,253919,6
2000,4B ,Bering Sea,2219443,59
2000,4CDE,Bering Sea,3951866,286
1999,2A ,009,6670,9
1999,2A ,010,11653,10
1999,2A ,020,92532,119
1999,2A ,030,45657,26
1999,2A ,040,57167,23
1999,2A ,050,217556,71
1999,2B ,060/061,240257,14
1999,2B ,070,150975,18
1999,2B ,080,996859,49
1999,2B ,081,88869,19
1999,2B ,090,283385,35
1999,2B ,091,335646,67
1999,2B ,092,67615,13
1999,2B ,100,1481757,40
1999,2B ,102,1447776,72
1999,2B ,103,18039,7
1999,2B ,110,129183,19
1999,2B ,112,1317260,83
1999,2B ,114,72799,14
1999,2B ,120,154288,12
1999,2B ,121,348876,34
1999,2B ,122,32243,7
1999,2B ,130,789006,42
1999,2B ,131,1697825,56
1999,2B ,132,829604,65
1999,2B ,133,715310,61
1999,2B ,134,122661,26
1999,2B ,135,893563,53
1999,2C ,140,133016,17
1999,2C ,141,127822,22
1999,2C ,142,188063,34
1999,2C ,143,151405,70
1999,2C ,144,118318,23
1999,2C ,150,559669,46
1999,2C ,151,558304,93
1999,2C ,152,787837,117
1999,2C ,153,115636,48
1999,2C ,160,1350077,173
1999,2C ,161,608750,110
1999,2C ,162,1546490,199
1999,2C ,163,232963,50
1999,2C ,170,799701,179
1999,2C ,171,580013,143
1999,2C ,173,251075,55
1999,2C ,174,61384,29
1999,2C ,181,732352,130
1999,2C ,182,428541,103
1999,2C ,183,185820,40
1999,2C ,184,360445,47
1999,3A ,185,1677195,182
1999,3A ,190,1012496,94
1999,3A ,200,1625753,108
1999,3A ,210,583305,59
1999,3A ,220,957631,40
1999,3A ,230,783088,53
1999,3A ,232,181843,35
1999,3A ,240,3686308,163
1999,3A ,242,495077,65
1999,3A ,250,2858967,147
1999,3A ,260,2898803,175
1999,3A ,261,932686,155
1999,3A ,270,3109420,208
1999,3A ,271,729960,64
1999,3A ,280,2662960,122
1999,3A ,281,137964,17
1999,3B ,290,6293193,211
1999,3B ,300,1944337,62
1999,3B ,310,1033537,43
1999,3B ,320,2343467,77
1999,3B ,330,884012,39
1999,3B ,340,663088,37
1999,4A ,350,551302,33
1999,4A ,360,1211461,49
1999,4A ,370,92502,4
1999,4A ,380/390,97392,3
1999,4A ,Bering Sea,2266408,87
1999,4B ,400,181745,12
1999,4B ,410,467211,18
1999,4B ,420,193948,17
1999,4B ,430,100004,17
1999,4B ,440,96238,10
1999,4B ,450/460/470/480,135908,5
1999,4B ,490/500,267976,5
1999,4B ,Bering Sea,2009076,57
1999,4CDE,Bering Sea,3916826,235
1998,2A ,007/009,5135,6
1998,2A ,010,14315,14
1998,2A ,020,94622,158
1998,2A ,030,37533,18
1998,2A ,040,14132,16
1998,2A ,050,294327,75
1998,2B ,060,198252,17
1998,2B ,061,15968,3
1998,2B ,070,69488,15
1998,2B ,080,758772,46
1998,2B ,081,166524,29
1998,2B ,090,347434,52
1998,2B ,091,559430,75
1998,2B ,092,92843,11
1998,2B ,100,1400756,47
1998,2B ,102,1486580,71
1998,2B ,103,12883,8
1998,2B ,110,146124,15
1998,2B ,112,1713203,87
1998,2B ,114,133211,18
1998,2B ,120,24819,8
1998,2B ,121,376294,36
1998,2B ,122,26329,8
1998,2B ,130,651570,46
1998,2B ,131,1459179,50
1998,2B ,132,1113993,76
1998,2B ,133,762908,67
1998,2B ,134,301679,36
1998,2B ,135,1076394,50
1998,2C ,140,52019,9
1998,2C ,141,45957,16
1998,2C ,142,195414,32
1998,2C ,143,143295,48
1998,2C ,144,55443,12
1998,2C ,150,497627,55
1998,2C ,151,649208,85
1998,2C ,152,693233,111
1998,2C ,153,104387,44
1998,2C ,160,1531317,182
1998,2C ,161,534682,80
1998,2C ,162,1626219,188
1998,2C ,163,319909,54
1998,2C ,170,741773,183
1998,2C ,171,442164,103
1998,2C ,173,311238,65
1998,2C ,174,71533,24
1998,2C ,181,755319,115
1998,2C ,182,439088,98
1998,2C ,183,104320,29
1998,2C ,184,355966,44
1998,3A ,185,1734043,182
1998,3A ,190,1246400,97
1998,3A ,200,1492610,105
1998,3A ,210,911337,68
1998,3A ,220,1096562,35
1998,3A ,230,900325,42
1998,3A ,232,96655,36
1998,3A ,240,2971660,148
1998,3A ,242,386353,59
1998,3A ,250,2465548,158
1998,3A ,260,2457203,169
1998,3A ,261,1032518,147
1998,3A ,270,3347081,205
1998,3A ,271,759841,74
1998,3A ,280,3444733,106
1998,3A ,281,196322,24
1998,3B ,290,4966493,198
1998,3B ,300,1500247,57
1998,3B ,310,946393,32
1998,3B ,320,1846326,74
1998,3B ,330,841202,37
1998,3B ,340,358352,36
1998,4A ,350,593243,35
1998,4A ,360,781475,33
1998,4A ,370,39000,4
1998,4A ,380,160052,4
1998,4A ,Bering Sea,1646831,82
1998,4B ,400,153774,14
1998,4B ,410,462890,17
1998,4B ,420,151998,9
1998,4B ,430,74378,11
1998,4B ,440,243059,12
1998,4B ,450/460/470/480,57019,4
1998,4B ,490,208314,5
1998,4B ,Bering Sea,1436678,50
1998,4CDE,Bering Sea,2752042,219
1997,2A ,009,16056,12
1997,2A ,010,21446,31
1997,2A ,020,99980,185
1997,2A ,030,22988,17
1997,2A ,040,7339,18
1997,2A ,050,226962,77
1997,2B ,060/061,240856,18
1997,2B ,070,53445,12
1997,2B ,080,693987,43
1997,2B ,081,88415,22
1997,2B ,090,200171,35
1997,2B ,091,563490,73
1997,2B ,092,73456,10
1997,2B ,100,1144510,46
1997,2B ,102,1333233,70
1997,2B ,103,26402,9
1997,2B ,110,217555,26
1997,2B ,112,1485913,76
1997,2B ,114,103371,13
1997,2B ,120,135161,14
1997,2B ,121,238858,30
1997,2B ,122,55804,10
1997,2B ,130,659791,55
1997,2B ,131,1623867,71
1997,2B ,132,1332538,81
1997,2B ,133,619329,67
1997,2B ,134,232584,25
1997,2B ,135,1199631,63
1997,2C ,140,59804,15
1997,2C ,141,37351,12
1997,2C ,142,223015,42
1997,2C ,143,266554,75
1997,2C ,144,55987,23
1997,2C ,150,336140,47
1997,2C ,151,589588,116
1997,2C ,152,643125,114
1997,2C ,153,157322,45
1997,2C ,160,1536578,221
1997,2C ,161,530430,90
1997,2C ,162,1654324,198
1997,2C ,163,211268,37
1997,2C ,170,882971,216
1997,2C ,171,422023,130
1997,2C ,173,274260,60
1997,2C ,174,35138,23
1997,2C ,181,817113,142
1997,2C ,182,590386,128
1997,2C ,183,63929,31
1997,2C ,184,365429,45
1997,3A ,185,2059264,234
1997,3A ,190,1221880,87
1997,3A ,200,1281551,98
1997,3A ,210,1184137,75
1997,3A ,220,1019182,45
1997,3A ,230,896697,45
1997,3A ,232,150091,40
1997,3A ,240,3054627,175
1997,3A ,242,454764,68
1997,3A ,250,1910357,153
1997,3A ,260,2116401,175
1997,3A ,261,1136245,206
1997,3A ,270,2616351,213
1997,3A ,271,703602,77
1997,3A ,280,4157439,143
1997,3A ,281,281610,39
1997,3B ,290,4105341,214
1997,3B ,300,890787,57
1997,3B ,310,827962,41
1997,3B ,320,1487083,86
1997,3B ,330,794360,50
1997,3B ,340,613976,46
1997,4A ,350,417951,35
1997,4A ,360,574730,39
1997,4A ,370,17825,4
1997,4A ,380,61807,4
1997,4A ,Bering Sea,1715243,101
1997,4B ,400,68472,6
1997,4B ,410,298751,18
1997,4B ,420,125260,14
1997,4B ,430,137460,16
1997,4B ,440,195692,12
1997,4B ,450/460,10925,4
1997,4B ,480/490,199081,4
1997,4B ,Bering Sea,2176605,70
1997,4CDE,Bering Sea,2465262,259
1996,2A ,009,7489,7
1996,2A ,010,11070,15
1996,2A ,020,75734,124
1996,2A ,030,24521,15
1996,2A ,040,8605,16
1996,2A ,050,168135,52
1996,2B ,060/061,157948,15
1996,2B ,070,43121,11
1996,2B ,080,435871,46
1996,2B ,081,80174,22
1996,2B ,090,265192,42
1996,2B ,091,459414,73
1996,2B ,092,49095,15
1996,2B ,100,1005416,47
1996,2B ,102,1050035,72
1996,2B ,103,31729,8
1996,2B ,110,204466,19
1996,2B ,112,1131611,73
1996,2B ,114,124087,17
1996,2B ,120,82424,16
1996,2B ,121,168726,30
1996,2B ,122,10419,6
1996,2B ,130,859116,57
1996,2B ,131,1186678,64
1996,2B ,132,786046,61
1996,2B ,133,548728,54
1996,2B ,134,135800,26
1996,2B ,135,639998,48
1996,2C ,140,106099,25
1996,2C ,141,34659,13
1996,2C ,142,129902,33
1996,2C ,143,289592,86
1996,2C ,144,47866,19
1996,2C ,150,356946,48
1996,2C ,151,548171,105
1996,2C ,152,554883,112
1996,2C ,153,121991,48
1996,2C ,160,1322250,216
1996,2C ,161,436103,81
1996,2C ,162,1345862,195
1996,2C ,163,82510,26
1996,2C ,170,1023447,222
1996,2C ,171,332985,112
1996,2C ,173,201515,53
1996,2C ,174,45891,22
1996,2C ,181,801108,131
1996,2C ,182,594989,144
1996,2C ,183,37987,22
1996,2C ,184,323810,41
1996,3A ,185,1795005,228
1996,3A ,190,636396,72
1996,3A ,200,894282,95
1996,3A ,210,875879,60
1996,3A ,220,760073,42
1996,3A ,230,722057,55
1996,3A ,232,81659,34
1996,3A ,240,2130135,177
1996,3A ,242,406739,69
1996,3A ,250,1921185,166
1996,3A ,260,1935369,185
1996,3A ,261,858100,199
1996,3A ,270,2429403,218
1996,3A ,271,504406,57
1996,3A ,280,3050524,145
1996,3A ,281,294694,47
1996,3B ,290,1497730,172
1996,3B ,300,431297,37
1996,3B ,310,263181,26
1996,3B ,320,647685,84
1996,3B ,330,321939,44
1996,3B ,340,218258,39
1996,4A ,350,242618,35
1996,4A ,360,350069,34
1996,4A ,370,21687,3
1996,4A ,380/390,33130,3
1996,4A ,Bering Sea,1045622,99
1996,4B ,400,159870,11
1996,4B ,410,150122,16
1996,4B ,420,254551,13
1996,4B ,430,115976,12
1996,4B ,440,103171,9
1996,4B ,450/460/490,125155,4
1996,4B ,Bering Sea,1156374,59
1996,4CDE,Bering Sea,1513488,191
1995,2A ,009,12217,8
1995,2A ,010,11586,11
1995,2A ,020,63953,86
1995,2A ,030,18519,15
1995,2A ,040,9752,17
1995,2A ,050,167427,73
1995,2B ,060,113811,15
1995,2B ,070,51539,13
1995,2B ,080,555431,46
1995,2B ,081,46645,16
1995,2B ,090,357743,50
1995,2B ,091,367066,71
1995,2B ,092,53486,19
1995,2B ,100,732714,37
1995,2B ,102,1506839,80
1995,2B ,103,24615,9
1995,2B ,110,229790,35
1995,2B ,112,1132675,94
1995,2B ,114,69504,16
1995,2B ,120,179460,23
1995,2B ,121,205300,38
1995,2B ,122,23597,8
1995,2B ,130,837663,57
1995,2B ,131,1245082,53
1995,2B ,132,753464,70
1995,2B ,133,492856,55
1995,2B ,134,96454,21
1995,2B ,135,436314,34
1995,2C ,140,36815,13
1995,2C ,141,51839,19
1995,2C ,142,140184,41
1995,2C ,143,247136,87
1995,2C ,144,82222,24
1995,2C ,150,258504,60
1995,2C ,151,463167,102
1995,2C ,152,329237,92
1995,2C ,153,243072,72
1995,2C ,160,1094711,188
1995,2C ,161,441354,100
1995,2C ,162,1249030,202
1995,2C ,163,66317,22
1995,2C ,170,1055705,273
1995,2C ,171,252187,104
1995,2C ,173,143384,45
1995,2C ,174,34318,17
1995,2C ,181,663258,143
1995,2C ,182,578492,152
1995,2C ,183,26847,23
1995,2C ,184,307311,46
1995,3A ,185,1453321,217
1995,3A ,190,562583,68
1995,3A ,200,619876,92
1995,3A ,210,617387,56
1995,3A ,220,436269,42
1995,3A ,230,591462,68
1995,3A ,232,92196,38
1995,3A ,240,1568776,167
1995,3A ,242,261075,75
1995,3A ,250,2114382,181
1995,3A ,260,2090921,197
1995,3A ,261,915348,245
1995,3A ,270,2759766,247
1995,3A ,271,502954,87
1995,3A ,280,3218604,135
1995,3A ,281,330252,41
1995,3B ,290,1347162,166
1995,3B ,300,368649,38
1995,3B ,310,284656,37
1995,3B ,320,516374,76
1995,3B ,330,359231,45
1995,3B ,340,239376,45
1995,4A ,350,304682,37
1995,4A ,360,385856,44
1995,4A ,370,32110,4
1995,4A ,380,85037,5
1995,4A ,Bering Sea,809003,90
1995,4B ,400,97060,10
1995,4B ,410,100720,17
1995,4B ,420,270815,20
1995,4B ,430,108127,13
1995,4B ,440,73063,7
1995,4B ,450/470,52550,3
1995,4B ,Bering Sea,977958,62
1995,4CDE,Bering Sea,1437654,179
1994,2A ,007/009,1001,3
1994,2A ,010,4023,9
1994,2A ,020,50695,93
1994,2A ,030,3578,9
1994,2A ,040,22842,37
1994,2A ,050,280107,132
1994,2B ,060,165581,15
1994,2B ,070,53983,13
1994,2B ,080,475621,34
1994,2B ,081,43191,17
1994,2B ,090,272442,41
1994,2B ,091,450497,74
1994,2B ,092,34152,13
1994,2B ,100,925675,43
1994,2B ,102,1352516,75
1994,2B ,103,31423,12
1994,2B ,110,257031,33
1994,2B ,112,1256329,78
1994,2B ,114,72539,15
1994,2B ,120,144499,14
1994,2B ,121,177984,30
1994,2B ,122,23826,8
1994,2B ,130,958474,61
1994,2B ,131,1378538,62
1994,2B ,132,680428,71
1994,2B ,133,437083,59
1994,2B ,134,166104,26
1994,2B ,135,539828,33
1994,2C ,140,265862,30
1994,2C ,141,249853,45
1994,2C ,142,75827,27
1994,2C ,143,214488,87
1994,2C ,144,115793,29
1994,2C ,150,993986,87
1994,2C ,151,794013,138
1994,2C ,152,372214,95
1994,2C ,153,166385,54
1994,2C ,160,1864347,206
1994,2C ,161,417470,60
1994,2C ,162,1098163,220
1994,2C ,163,125873,22
1994,2C ,170,1373193,226
1994,2C ,171,219671,73
1994,2C ,173,229647,62
1994,2C ,174,44519,12
1994,2C ,181,778149,95
1994,2C ,182,658197,167
1994,2C ,183,39400,26
1994,2C ,184,281492,37
1994,3A ,185,872216,73
1994,3A ,190,971769,56
1994,3A ,200,985994,85
1994,3A ,210,938919,60
1994,3A ,220,736343,52
1994,3A ,230,1317957,100
1994,3A ,232,150930,52
1994,3A ,240,1738960,128
1994,3A ,242,213380,75
1994,3A ,250,3842512,228
1994,3A ,260,4133052,292
1994,3A ,261,1159777,325
1994,3A ,270,2991665,330
1994,3A ,271,439710,86
1994,3A ,280,3486950,189
1994,3A ,281,563889,71
1994,3B ,290,683530,54
1994,3B ,300,599704,55
1994,3B ,310,405304,53
1994,3B ,320,862595,101
1994,3B ,330,823236,77
1994,3B ,340,371855,40
1994,4A ,350,506938,43
1994,4A ,360,414648,55
1994,4A ,370/380/390,45617,4
1994,4A ,Bering Sea,836259,88
1994,4B ,400/410,202656,15
1994,4B ,420,139121,11
1994,4B ,430,97928,5
1994,4B ,440,124487,7
1994,4B ,450/460/480,121602,4
1994,4B ,490,113359,4
1994,4B ,Bering Sea,1217955,57
1994,4CDE,Bering Sea,1546009,171
1993,2A ,009,8882,6
1993,2A ,010,6247,10
1993,2A ,020,104769,93
1993,2A ,030,30381,15
1993,2A ,040,24268,16
1993,2A ,050,329796,217
1993,2B ,060,165618,24
1993,2B ,070,136297,21
1993,2B ,080,415741,33
1993,2B ,081,44448,16
1993,2B ,090,341996,47
1993,2B ,091,671246,105
1993,2B ,092,48511,13
1993,2B ,100,721116,33
1993,2B ,102,1402917,89
1993,2B ,103,15814,8
1993,2B ,110,540551,45
1993,2B ,112,1318324,88
1993,2B ,114,43679,10
1993,2B ,120,296491,19
1993,2B ,121,198930,41
1993,2B ,122,38249,12
1993,2B ,130,1009197,63
1993,2B ,131,1285794,55
1993,2B ,132,805887,59
1993,2B ,133,467050,66
1993,2B ,134,157864,33
1993,2B ,135,432323,25
1993,2C ,140,393466,27
1993,2C ,141,354074,37
1993,2C ,142,124065,40
1993,2C ,143,218770,87
1993,2C ,144,40250,25
1993,2C ,150,891846,76
1993,2C ,151,1188860,149
1993,2C ,152,384746,113
1993,2C ,153,141281,47
1993,2C ,160,1579597,186
1993,2C ,161,441908,67
1993,2C ,162,1439124,265
1993,2C ,163,258661,36
1993,2C ,170,1412673,229
1993,2C ,171/174,280746,91
1993,2C ,173,265164,67
1993,2C ,181,858055,111
1993,2C ,182,711677,173
1993,2C ,183,116105,60
1993,2C ,184,188448,31
1993,3A ,185,814616,76
1993,3A ,190,926968,52
1993,3A ,200,1087171,79
1993,3A ,210,730907,28
1993,3A ,220,634633,38
1993,3A ,230,1186911,80
1993,3A ,232,140750,43
1993,3A ,240,1662440,111
1993,3A ,242,213288,78
1993,3A ,250,3059094,155
1993,3A ,260,3531605,239
1993,3A ,261,1257442,318
1993,3A ,270,3644693,306
1993,3A ,271,317463,40
1993,3A ,280,3224234,145
1993,3A ,281,174559,39
1993,3B ,290,2101406,88
1993,3B ,300,1261713,61
1993,3B ,310,1288593,61
1993,3B ,320,1839971,130
1993,3B ,330,706582,54
1993,3B ,340,609576,49
1993,4A ,350,537184,48
1993,4A ,360,423031,32
1993,4A ,370,57909,4
1993,4A ,380/390,54006,3
1993,4A ,Bering Sea,1488611,84
1993,4B ,400,74343,5
1993,4B ,410,185923,10
1993,4B ,420,175359,7
1993,4B ,430,90979,4
1993,4B ,440/450/460,163732,6
1993,4B ,Bering Sea,1272028,50
1993,4CDE,Bering Sea,1731413,118
1992,2A ,008/009,21810,17
1992,2A ,010,10985,6
1992,2A ,020,68582,66
1992,2A ,030,25075,14
1992,2A ,040,20142,11
1992,2A ,050,288266,172
1992,2B ,060,149186,33
1992,2B ,061,2829,8
1992,2B ,070/071,122165,22
1992,2B ,080,301762,40
1992,2B ,081,83119,21
1992,2B ,090,313557,50
1992,2B ,091,513298,113
1992,2B ,092,54761,22
1992,2B ,100,318404,22
1992,2B ,102,1001927,94
1992,2B ,103,31760,15
1992,2B ,110,392245,41
1992,2B ,112,954207,97
1992,2B ,114,57819,20
1992,2B ,120,70500,12
1992,2B ,121,231007,48
1992,2B ,122,45131,17
1992,2B ,130,482894,48
1992,2B ,131,799765,47
1992,2B ,132,808923,83
1992,2B ,133,344856,65
1992,2B ,134,149933,36
1992,2B ,135,395625,36
1992,2C ,140,136886,18
1992,2C ,141,134391,29
1992,2C ,142,56517,28
1992,2C ,143,200517,103
1992,2C ,144,61439,31
1992,2C ,150,449639,58
1992,2C ,151,1009041,185
1992,2C ,152,464358,157
1992,2C ,153,192459,93
1992,2C ,160,1157908,199
1992,2C ,161,504780,90
1992,2C ,162,1515103,298
1992,2C ,163,131128,36
1992,2C ,170,1217119,267
1992,2C ,171,308512,132
1992,2C ,173,270896,79
1992,2C ,174,53467,17
1992,2C ,181,617940,113
1992,2C ,182,933480,266
1992,2C ,183,110058,65
1992,2C ,184,293550,45
1992,3A ,185,987591,107
1992,3A ,190,1009008,62
1992,3A ,200,1275070,108
1992,3A ,210,680651,26
1992,3A ,220,742646,47
1992,3A ,230,866209,80
1992,3A ,232,139705,79
1992,3A ,240,2179465,170
1992,3A ,242,255844,93
1992,3A ,250,3747134,186
1992,3A ,260,3918773,292
1992,3A ,261,1437927,465
1992,3A ,270,4504327,404
1992,3A ,271,453774,81
1992,3A ,280,4250363,197
1992,3A ,281,276814,53
1992,3B ,290,1589935,71
1992,3B ,300,2394888,119
1992,3B ,310,1219586,77
1992,3B ,320,1515354,129
1992,3B ,330,1097908,76
1992,3B ,340,768868,58
1992,4A ,350,483446,55
1992,4A ,360,456990,45
1992,4A ,370,143758,12
1992,4A ,380/390,117168,7
1992,4A ,Bering Sea,1468511,113
1992,4B ,400,72106,8
1992,4B ,410,283076,19
1992,4B ,420,270762,6
1992,4B ,430,162438,4
1992,4B ,440/460/490,105686,5
1992,4B ,Bering Sea,1354510,57
1992,4CDE,Bering Sea,1528110,117
1991,2A ,009,4182,5
