"","Subd","Above_Bmsy_now","Above_Bmsy_future","Pop_inc_future"
"1","EYKT",0.742333333333333,0.597666666666667,0.476
"2","NSEO",0.464333333333333,0.563,0.625333333333333
"3","CSEO",0.686666666666667,0.605666666666667,0.537666666666667
"4","SSEO",0.859666666666667,0.638333333333333,0.394333333333333
"5","SEO",0.732333333333333,0.584666666666667,0.476
