Filename,Frame,Time (HMS),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect_Number,Dive_Type,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Check ID,Comment,Event Time HH:MM:SS
SL_2018NSEO_Dive_28_14-30-37.000.avi,32631,14:48:46,53326,,,671,830,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_28_14-30-37.000.avi,45782,14:56:04,53764,,,684,839,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_28_14-30-37.000.avi,46067,14:56:14,53774,,,681,834,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_28_14-30-37.000.avi,70711,15:09:55,54595,,,681,839,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_28_14-30-37.000.avi,71453,15:10:20,54620,,,684,832,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_28_14-30-37.000.avi,78021,15:13:59,54839,,,687,839,QC,EricaEbert,75,N/A,2018,28,41,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,END,
SL_2018NSEO_Dive_29_16-17-19.000.avi,348,16:17:34,58654,,,682,842,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,START,
SL_2018NSEO_Dive_29_16-17-19.000.avi,12236,16:24:10,59050,,,672,822,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Bad,going over drop-off,BDO,BDO,1,AD,Passing,,,
SL_2018NSEO_Dive_29_16-17-19.000.avi,12561,16:24:21,59061,,,662,822,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_29_16-17-19.000.avi,14773,16:25:34,59134,,,593,808,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_29_16-17-19.000.avi,16635,16:26:36,59196,,,677,852,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_29_16-17-19.000.avi,72472,16:57:38,61058,,,706,844,QC,EricaEbert,70,N/A,2018,29,40,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,END,
SL_2018NSEO_Dive_30_14-03-00.000.avi,238,14:03:09,50589,,,706,872,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,START,
SL_2018NSEO_Dive_30_14-03-00.000.avi,742,14:03:26,50606,,,703,861,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,1637,14:03:56,50636,,,714,869,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,2205,14:04:15,50655,,,694,852,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,2424,14:04:22,50662,,,699,847,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,2729,14:04:32,50672,,,682,850,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,2875,14:04:37,50677,,,699,859,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,3092,14:04:44,50684,,,681,840,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,4216,14:05:22,50722,,,687,847,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,9518,14:08:18,50898,,,687,839,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,9763,14:08:26,50906,,,701,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,11446,14:09:23,50963,,,703,845,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,11607,14:09:28,50968,,,682,845,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,12786,14:10:07,51007,,,708,874,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,13044,14:10:16,51016,,,696,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,14201,14:10:54,51054,,,703,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,14484,14:11:04,51064,,,682,840,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,14895,14:11:17,51077,,,682,842,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,15272,14:11:30,51090,,,699,850,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,37695,14:23:57,51837,,,676,845,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,38823,14:24:35,51875,,,711,864,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,46861,14:29:03,52143,,,699,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,47213,14:29:15,52155,,,692,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,55032,14:33:35,52415,,,701,862,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,55642,14:33:56,52436,,,703,859,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,56144,14:34:12,52452,,,676,839,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,57511,14:34:58,52498,,,692,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,59325,14:35:58,52558,,,701,845,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,60416,14:36:35,52595,,,689,852,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,61780,14:37:20,52640,,,708,872,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,62194,14:37:34,52654,,,703,842,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,66328,14:39:52,52792,,,701,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,lost bottom visual,BLB,BLB,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,66751,14:40:06,52806,,,691,852,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,69365,14:41:33,52893,,,701,852,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,69769,14:41:47,52907,,,701,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,71545,14:42:46,52966,,,684,842,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,72154,14:43:06,52986,,,704,850,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,85054,14:50:16,53416,,,697,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,85375,14:50:27,53427,,,713,859,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,86099,14:50:51,53451,,,689,844,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,86782,14:51:14,53474,,,703,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,88958,14:52:26,53546,,,701,855,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,89089,14:52:31,53551,,,704,857,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,91047,14:53:36,53616,,,694,857,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,92238,14:54:16,53656,,,711,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,94095,14:55:17,53717,,,713,861,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,94310,14:55:25,53725,,,674,835,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,94718,14:55:38,53738,,,667,839,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,96169,14:56:27,53787,,,703,872,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,96588,14:56:41,53801,,,671,842,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,97263,14:57:03,53823,,,669,824,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,98409,14:57:41,53861,,,694,839,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,98662,14:57:50,53870,,,681,849,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,99093,14:58:04,53884,,,699,861,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,99700,14:58:24,53904,,,703,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,100199,14:58:41,53921,,,689,827,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,poor visibility,BPV,BPV,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,100465,14:58:50,53930,,,692,854,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,101870,14:59:37,53977,,,692,847,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Bad,loitering in same area,BLA,BLA,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,103556,15:00:33,54033,,,692,847,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,,
SL_2018NSEO_Dive_30_14-03-00.000.avi,103910,15:00:45,54045,,,687,847,QC,EricaEbert,,N/A,2018,30,39,Line,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,,END,
