Filename,Frame,Time (HMS),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,Dive Type,Family,Genus,Species,Code,Number,Stage,Activity,Check ID
SL_2018NSEO_Dive_01_13-04-18.000.avi,26953,13:19:17,,44.332,4.242,4907.191,9.458,,,779.048,-232.62,-4839.37,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,19,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,27238,13:19:27,815.191,121.831,0.499,6059.536,26.12,41.911,34.085,-1396.758,2272.88,-5440.686,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,20,AD,Attracted,
SL_2018NSEO_Dive_01_13-04-18.000.avi,27342,13:19:30,,37.835,2.163,4373.931,24.211,,,1787.243,-172.494,-3988.393,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,21,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,27809,13:19:46,702.879,18.813,2.025,2739.597,24.53,10.337,14.806,-1077.107,365.427,-2492.327,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,21,AD,Fish moving quickly into frame,
SL_2018NSEO_Dive_01_13-04-18.000.avi,29469,13:20:41,,14.347,0.191,2665.268,15.779,,,-520.218,491.683,-2567.347,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,silvergray,157,157,22,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,30706,13:21:23,,13.103,0.814,2654.602,8.867,,,-379.749,-165.648,-2622.072,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,23,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,33274,13:22:48,,18.48,1.835,3032.322,19.591,,,-990.077,-245.668,-2855.587,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,24,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,33598,13:22:59,,31.744,3.232,4208.55,9.443,,,82.037,664.688,-4154.919,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,25,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,34036,13:23:14,,26.819,2.392,4034.89,2.143,,,63.431,116.613,-4032.705,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,26,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,34434,13:23:27,,35.553,1.157,4405.362,11.516,,,122.969,849.067,-4321.016,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,27,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,34808,13:23:39,,66.645,5.658,5780.677,21.478,,,2081.029,359.286,-5381.12,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,28,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,34879,13:23:42,,60.301,0.689,5798.148,9.32,,,938.814,-8.749,-5721.632,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,tiger,148,148,29,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,34990,13:23:45,673.877,237.825,0.958,7306.833,19.522,47.234,11.655,2106.32,1235.165,-6886.769,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,30,AD,Fish milling/hovering,
SL_2018NSEO_Dive_01_13-04-18.000.avi,35144,13:23:50,619.579,254.237,1.226,8519.646,26.31,38.092,11.962,-2617.789,2721.542,-7637.065,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,31,AD,Fish milling/hovering,
SL_2018NSEO_Dive_01_13-04-18.000.avi,35674,13:24:08,683.489,39.494,1.505,3382.054,27.89,35.055,2.058,-1390.507,754.539,-2989.222,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,32,AD,Fish moving slowly into frame,
SL_2018NSEO_Dive_01_13-04-18.000.avi,35781,13:24:12,,5.97,1.83,1677.393,26.144,,,-580.197,-465.451,-1503.454,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,33,AD,Fish moving slowly into frame,
SL_2018NSEO_Dive_01_13-04-18.000.avi,37278,13:25:02,,62.841,1.298,5526.035,20.021,,,918.872,1627.643,-5200.338,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,34,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,37739,13:25:17,448.036,162.387,4.143,7498.135,22.287,30.177,10.028,-816.394,2723.921,-6937.996,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,35,AD,Attracted,
SL_2018NSEO_Dive_01_13-04-18.000.avi,40852,13:27:01,,62.889,4.159,5552.755,20.236,,,789.243,1724.728,-5218.764,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,36,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,41208,13:27:13,,74.468,1.031,6269.259,11.012,,,861.731,800.472,-6157.944,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,37,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,41773,13:27:31,,82.957,0.284,6602.678,21.686,,,-73.186,2407.774,-6147.57,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,38,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,42244,13:27:47,,33.26,3.899,4032.003,31.228,,,-1454.419,1484.093,-3455.313,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,dusky,172,172,39,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,42244,13:27:47,,84.155,4.179,6411.662,24.723,,,-2473.362,1006.624,-5829.116,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,40,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,43255,13:28:21,,8.789,2.578,2110.479,12.222,,,-329.307,-312.354,-2061.095,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,41,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,44894,13:29:15,,64.433,1.876,5857,11.83,,,1180.762,-246.893,-5731.43,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,42,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,45157,13:29:24,581.637,71.295,1.529,5138.4,11.384,25.622,24.555,-984.395,244.155,-5037.311,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,43,AD,Fish actively swimming in frame,
SL_2018NSEO_Dive_01_13-04-18.000.avi,45157,13:29:24,,38.331,0.827,4772.097,3.834,,,253.583,169.706,-4762.332,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,44,AD,Fish resting on bottom,
SL_2018NSEO_Dive_01_13-04-18.000.avi,46682,13:30:15,,17.707,2.828,3109.772,9.88,,,-533.464,-4.747,-3063.67,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,45,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,47320,13:30:36,,33.545,1.682,4088.926,16.718,,,-1041.594,526.635,-3918.808,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,46,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,47320,13:30:36,,52.773,1.764,5072.15,18.198,,,-1071.619,1142.294,-4824.262,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,47,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,48561,13:31:18,,41.388,0.298,4525.371,17.034,,,1186.912,568.674,-4329.761,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,48,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,48798,13:31:26,,18.227,1.144,3244.701,4.919,,,-247.455,110.903,-3233.35,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,49,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,49171,13:31:38,184.486,28.221,1.23,3005.711,24.935,22.443,9.546,1265.426,-66.308,-2725.545,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,50,JV,Fish actively swimming in frame,
SL_2018NSEO_Dive_01_13-04-18.000.avi,54823,13:34:46,654.816,150.133,1.897,5792.184,25.831,55.636,4.91,-1002.704,2316.019,-5213.447,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,yelloweye,145,145,51,AD,Fish chasing other fish,
SL_2018NSEO_Dive_01_13-04-18.000.avi,55170,13:34:58,630.798,33.357,1.952,2383.897,4.009,77.925,27.139,-158.397,-51.837,-2378.064,1,KelliiWood,110,N/A,2018,1,70,Line,greenling,lingcod,130,130,52,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,55486,13:35:09,,73.911,3.877,5887.638,27.637,,,1845.633,1986.794,-5225.951,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,quillback,147,147,53,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,56576,13:35:45,,36.438,3.103,4346.505,26.133,,,-1896.909,238.865,-3903.433,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,54,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,56967,13:35:58,,28.926,0.673,3902.654,28.342,,,-1829.635,274.205,-3436.271,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,55,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,57739,13:36:24,,80.291,1.38,6410.178,20.636,,,-402.452,2192.743,-6010.017,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,quillback,147,147,56,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,59210,13:37:13,,6.007,0.773,1737.984,18.776,,,-30.442,-566.847,-1642.664,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,57,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,60179,13:37:45,,41.098,3.623,4600.225,29.669,,,-2161.087,697.381,-4000.679,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,58,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,60379,13:37:52,,80.11,0.402,6466.458,14.035,,,524.284,1446.308,-6280.796,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,tiger,148,148,59,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,60560,13:37:58,,46.87,3.263,4706.157,21.637,,,1259.116,1172.045,-4380.508,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,quillback,147,147,60,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,62592,13:39:05,,57.001,4.867,5462.636,30.305,,,-2636.197,781.655,-4720.156,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,61,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,62635,13:39:07,,72.006,2.78,5919.582,30.249,,,2590.869,1450.772,-5120.948,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,62,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,64580,13:40:12,,17.385,0.528,2946.831,15.166,,,372.377,-689.371,-2840.76,1,KelliiWood,110,N/A,2018,1,70,Line,octopus,octopus,870,870,63,,,
SL_2018NSEO_Dive_01_13-04-18.000.avi,64595,13:40:12,,38.039,0.733,4381.094,17.281,,,-1233.155,394.925,-4185.373,1,KelliiWood,110,N/A,2018,1,70,Line,rockfish,rosethorn,150,150,64,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,399,14:26:17,766.589,146.22,0.714,6371.747,25.11,42.306,20.079,781.954,2588.372,-5769.578,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,yelloweye,145,145,1,AD,Fish moving slowly into frame,
SL_2018NSEO_Dive_02_14-25-52.000.avi,3659,14:28:06,,7.989,0.663,2013.538,12.837,,,421.959,-158.495,-1962.439,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,2,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,4672,14:28:40,,31.53,2.338,3954.575,16.091,,,-764.395,766.408,-3803.548,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,3,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,5802,14:29:17,,90.34,1.418,6742.22,33.803,,,2968.9,2264.266,-5613.935,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,4,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,7840,14:30:25,,96.87,0.069,7023.789,20.834,,,478.661,2418.674,-6576.816,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,5,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,8168,14:30:36,,64.201,0.599,5491.071,23.766,,,1749.193,1330.101,-5032.198,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,6,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,11876,14:32:40,673.498,70.825,0.401,5784.283,30.614,3.355,19.135,2185.097,1975.36,-4978.076,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,yelloweye,145,145,7,AD,Fish moving quickly into frame,
SL_2018NSEO_Dive_02_14-25-52.000.avi,11895,14:32:40,557.27,47.931,2.999,4302.591,30.439,10.385,5.423,1927.805,1017.409,-3709.546,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,yelloweye,145,145,8,AD,Fish moving quickly into frame,
SL_2018NSEO_Dive_02_14-25-52.000.avi,13211,14:33:24,,65.916,3.056,5728.917,20.888,,,-645.097,1911.1,-5362.093,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,9,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,13831,14:33:45,,12.943,0.822,2601.015,28.637,,,-1231.906,-201.982,-2281.86,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,10,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,15370,14:34:36,,69.96,0.911,5724.131,27.029,,,1911.932,1738.204,-5107.724,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,11,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,16132,14:35:02,,58.039,0.882,5549.313,13.107,,,343.479,1183.369,-5410.779,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,12,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,19434,14:36:52,,36.67,0.973,4484.347,11.554,,,-83.488,872.168,-4397.923,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,quillback,147,147,13,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,22563,14:38:36,,60.231,1.663,5366.905,21.76,,,1066.749,1654.323,-4992.888,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,tiger,148,148,14,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,24670,14:39:46,,70.226,1.591,5780.408,23.458,,,-1376.226,1817.358,-5311.904,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,15,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,25392,14:40:10,309.141,34.579,0.736,2549.357,14.412,63.463,19.106,-634.365,-14.334,-2469.128,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,yelloweye,145,145,16,JV,Fish resting on bottom,
SL_2018NSEO_Dive_02_14-25-52.000.avi,44306,14:50:41,341.347,133.836,3.119,5269.182,18.628,59.981,22.536,568.116,1584.274,-4993.155,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,17,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,44977,14:51:03,,69.892,5.412,6099.285,33.413,,,-2960.014,1561.603,-5099.117,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,silvergray,157,157,18,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,46342,14:51:49,425.451,98.421,3.217,7823.192,21.569,14.191,5.157,-998.007,2697.227,-7275.389,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,yelloweye,145,145,19,AD,Fish milling/hovering,
SL_2018NSEO_Dive_02_14-25-52.000.avi,47531,14:52:28,,27.66,0.049,3774.211,17.03,,,-1088.616,173.45,-3609.64,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,20,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,49134,14:53:22,,25.298,0.804,3596.219,14.334,,,-805.289,362.219,-3486.129,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,21,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,54304,14:56:14,,23.181,0.72,3518.679,12.47,,,-169.514,723.293,-3439.363,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,22,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,54837,14:56:32,,35.3,2.029,4118.547,22.371,,,-1358.84,762.314,-3812.462,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,23,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,58446,14:58:32,,30.503,1.731,3915.07,14.65,,,629.921,744.906,-3791.581,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,greenstripe,135,135,24,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,61517,15:00:15,,72.331,0.777,5862.804,26.53,,,-1543.505,2089.048,-5256.038,1,KelliiWood,120,N/A,2018,2,68,Line,rockfish,rosethorn,150,150,25,,,
SL_2018NSEO_Dive_02_14-25-52.000.avi,63941,15:01:35,545.884,110.607,4.438,5686.051,31.863,42.836,14.984,-2557.433,1571.369,-4829.236,1,KelliiWood,120,N/A,2018,2,68,Line,greenling,lingcod,130,130,26,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,5652,55:52.4,,61.884,1.641,5447.493,21.89,,,-1702.385,1082.09,-5060.251,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,1,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,6036,56:05.2,,33.309,0.605,4007.101,19.448,,,-956.918,910.676,-3783.099,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,2,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,6174,56:09.8,,59.689,0.326,5319.865,26.224,,,-1756.667,1537.99,-4780.133,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,3,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,8778,57:36.6,,18.188,0.452,2997.258,29.897,,,-1271.149,-798.035,-2594.393,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,4,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,9105,57:47.5,,59.04,0.929,5421.885,21.501,,,-1908.157,529.519,-5047.314,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,5,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,9338,57:55.3,,103.745,5.261,7268.411,26.357,,,-3143.837,694.588,-6516.413,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,6,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,14664,00:52.8,447.081,55.356,1.198,5498.102,30.467,2.164,22.657,1677.98,2226.252,-4738.915,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,7,AD,Fish actively swimming in frame,
SL_2018NSEO_Dive_03_15-52-41.000.avi,15070,01:06.3,,49.12,2.973,4950.696,33.782,,,2063.225,1801.506,-4123.963,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,8,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,15500,01:20.7,,13.964,1.645,2618.562,19.744,,,860.666,-216.834,-2463.555,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,9,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,16215,01:44.5,,69.915,2.083,5863.994,21.69,,,-2030.111,731.188,-5452.563,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,10,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,16707,02:00.9,,23.392,1.426,3443.573,20.715,,,-1210.537,-151.276,-3220.235,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,11,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,17099,02:14.0,,81.91,6.664,6683.108,33.953,,,-3357.478,1603.003,-5551.726,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,rosethorn,150,150,12,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,19391,03:30.4,,54.366,6.279,5065.291,25.86,,,1870.38,1153.008,-4563.927,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,13,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,21885,04:53.5,,95.082,0.091,6737.854,30.39,,,2571.652,2207.931,-5823.257,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,14,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,22428,05:11.6,,74.761,4.024,6013.674,29.778,,,2582.698,1473.661,-5227.071,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,15,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,22872,05:26.4,252.908,73.06,2.699,5412.682,13.062,24.623,23.33,496.207,1118.111,-5272.64,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,yelloweye,145,145,16,JV,Fish milling/hovering,
SL_2018NSEO_Dive_03_15-52-41.000.avi,22943,05:28.8,,53.789,4.173,5168.069,24.294,,,2075.846,436.502,-4712.671,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,17,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,23102,05:34.1,393.678,108.444,1.131,4810.981,15.896,50.717,16.801,1224.776,485.932,-4627.022,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,yelloweye,145,145,18,SU,Fish milling/hovering,
SL_2018NSEO_Dive_03_15-52-41.000.avi,24269,06:13.0,,57.825,0.129,5393.501,21.811,,,-476.572,1921.234,-5017.13,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,19,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,24269,06:13.0,,85.812,0.632,6717.803,23.505,,,-7.457,2648.142,-6173.829,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,20,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,24537,06:21.9,,37.223,0.557,4211.256,30.634,,,1393.121,1613.858,-3631.715,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,21,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,24833,06:31.8,,15.635,1.913,2890.236,11.395,,,152.223,536.098,-2836,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,22,,,
SL_2018NSEO_Dive_03_15-52-41.000.avi,24833,06:31.8,,83.489,1.599,6597.897,19.346,,,-246.078,2140.391,-6236.219,1,KelliiWood,75,N/A,2018,3,71,Line,rockfish,quillback,147,147,23,,,
