"","Year","SEdist","cpue","upper","lower","cv","CPUE","no.stations"
"27","2017","CSEO",0.109354373280106,0.186997812626506,0.0425925624413604,0.0736761480536455,"Bootstrap index",17
"28","2017","NSEO",0.0538365513537561,0.107673102707512,0,0.0549352564834246,"Bootstrap index",5
"29","2016","EYKT",0.0724474565262077,0.122576277771108,0.0313427828236814,0.046547701503789,"Bootstrap index",28
"30","2016","SSEO",0.0577169379729701,0.0851139442500177,0.0302888930735495,0.0279719648859531,"Bootstrap index",31
"31","2016","CSEO",0.154022122458074,0.242456017807995,0.0733510486138958,0.0862780455071933,"Bootstrap index",17
"32","2016","NSEO",0.0599933192292076,0.123089681260628,0.0133954600109444,0.0559664394131041,"Bootstrap index",6
"33","2015","EYKT",0.069452215509383,0.104346371479239,0.0368468723777426,0.0344385199497433,"Bootstrap index",27
"34","2015","SSEO",0.0832122593204837,0.117081756708211,0.0520973164095448,0.0331553266829929,"Bootstrap index",30
"35","2015","CSEO",0.112562461782065,0.174312176566939,0.0537509148618626,0.0615108478087123,"Bootstrap index",16
"36","2015","NSEO",0.0723740317220791,0.147447519013641,0.0196562419118474,0.0651996311743845,"Bootstrap index",4
"37","2014","EYKT",0.0695278044655585,0.124311239701873,0.0257260187112865,0.0502985821380545,"Bootstrap index",27
"38","2014","SSEO",0.11333136791126,0.156505337267591,0.0734415524682936,0.0423794820404579,"Bootstrap index",32
"39","2014","CSEO",0.125293028274205,0.201321985869838,0.0564562054657515,0.0739111124510648,"Bootstrap index",16
"40","2014","NSEO",0.0713903419885358,0.124949991646605,0.0178306923304665,0.0546527037327238,"Bootstrap index",5
"41","2013","EYKT",0.0545199949187814,0.0854609318447103,0.0270915124381014,0.02978031602378,"Bootstrap index",27
"42","2013","SSEO",0.0609345935804545,0.0941936128540435,0.0297160719615166,0.0328967045370035,"Bootstrap index",31
"43","2013","CSEO",0.0976043594306862,0.147620336760439,0.0528363032067196,0.0483592007927139,"Bootstrap index",17
"44","2013","NSEO",0.141660319484727,0.226216046473143,0.0555894018011347,0.0870544105469432,"Bootstrap index",6
"45","2012","EYKT",0.093825480813901,0.146739557206349,0.0459594720709603,0.0514184107833617,"Bootstrap index",28
"46","2012","SSEO",0.0837369341488276,0.14796939508108,0.0314085366226773,0.0594698257440832,"Bootstrap index",31
"47","2012","CSEO",0.156292614690197,0.232773354920793,0.0900042786689402,0.0728413654346187,"Bootstrap index",15
"48","2012","NSEO",0.0789319948784751,0.178464473304541,0.00936802711363713,0.0862736970361754,"Bootstrap index",6
"49","2011","EYKT",0.0621305880002811,0.0988495761373444,0.0299465043120526,0.0351546284822917,"Bootstrap index",28
"50","2011","SSEO",0.0781347713816765,0.115092744565344,0.0452219682770951,0.0356483552491063,"Bootstrap index",30
"51","2011","CSEO",0.100051507344814,0.189749817658101,0.0354971249312443,0.0787003534320695,"Bootstrap index",18
"52","2011","NSEO",0.0695867222276824,0.138143513738257,0.0215399769735066,0.0594916003901788,"Bootstrap index",5
"53","2010","EYKT",0.0976361339990048,0.16989589565663,0.0483694251562224,0.062003301275718,"Bootstrap index",26
"54","2010","SSEO",0.0916653755449574,0.13199338035777,0.0555220118329652,0.0390160043493902,"Bootstrap index",32
"55","2010","CSEO",0.173739604988426,0.319118085951383,0.0661792390729109,0.129050432080853,"Bootstrap index",17
"56","2010","NSEO",0.041702977761468,0.0762231031033449,0.0122240275145164,0.032652589586137,"Bootstrap index",6
"57","2009","EYKT",0.0833622895392365,0.134400729317077,0.0380067554203745,0.049180598926889,"Bootstrap index",27
"58","2009","SSEO",0.082963629284489,0.128648358685094,0.0417677452005561,0.0443268436145602,"Bootstrap index",31
"59","2009","CSEO",0.105506527693762,0.181520193132793,0.0446346864050015,0.069839544248873,"Bootstrap index",18
"60","2009","NSEO",0.0622118651477554,0.148241485657172,0.00677464551674187,0.0721769592553217,"Bootstrap index",5
"61","2008","EYKT",0.0673651895021551,0.123555801920908,0.025611003142678,0.0499718361113419,"Bootstrap index",28
"62","2008","SSEO",0.0500477684473518,0.0704812567636968,0.031160541408245,0.0200615894670672,"Bootstrap index",31
"63","2008","CSEO",0.088805321784198,0.141560490332911,0.0443397313132363,0.0496024280712623,"Bootstrap index",18
"64","2008","NSEO",0.0927882201112726,0.196625747204391,0.0130209906447623,0.0936758962038924,"Bootstrap index",5
"65","2007","EYKT",0.0398050397972181,0.0705578809250967,0.0127758998664909,0.0294806025809213,"Bootstrap index",28
"66","2007","SSEO",0.105090675504452,0.157758266615879,0.0557224174939513,0.052059106694861,"Bootstrap index",31
"67","2007","CSEO",0.0895987134395474,0.160563745386871,0.034463746822753,0.0643367339612846,"Bootstrap index",18
"68","2007","NSEO",0.0235567811066565,0.0414618128660646,0.00692571757836682,0.0176204567794376,"Bootstrap index",6
"69","2006","EYKT",0.0430151516809643,0.0724781052399948,0.0177634573527992,0.0279156366771406,"Bootstrap index",28
"70","2006","SSEO",0.0956384849239607,0.142040151525214,0.0509059265595205,0.0464970535539252,"Bootstrap index",30
"71","2006","CSEO",0.108010749533009,0.158761535254815,0.0671336163011975,0.0467489382416418,"Bootstrap index",18
"72","2006","NSEO",0.122348229101947,0.265467198940897,0.021071531777391,0.124691666920156,"Bootstrap index",6
"73","2005","EYKT",0.0453391814018166,0.078485951263388,0.0184205002533743,0.0306456382704152,"Bootstrap index",28
"74","2005","SSEO",0.148790707178046,0.2224529747209,0.0869685538236274,0.0691247045394247,"Bootstrap index",31
"75","2005","CSEO",0.145359790778492,0.211529279361097,0.0877458490866701,0.0631548113645033,"Bootstrap index",18
"76","2005","NSEO",0.0594467386972511,0.127892298154477,0.00567759342982741,0.0623544411860455,"Bootstrap index",5
"77","2004","EYKT",0.0732108152552733,0.12328403066694,0.0329784227550571,0.0460742897509608,"Bootstrap index",27
"78","2004","SSEO",0.0762572326238348,0.121694232130562,0.0403826040902505,0.0414855245103631,"Bootstrap index",31
"79","2004","CSEO",0.091291186083999,0.144610575377897,0.0433007467764631,0.0516886880619563,"Bootstrap index",18
"80","2004","NSEO",0.0727807086622904,0.178528607610972,0.0114029878044277,0.0852681733706857,"Bootstrap index",6
"81","2003","EYKT",0.0522802934551578,0.0840238849009868,0.0246797937865329,0.0302775975073744,"Bootstrap index",27
"82","2003","SSEO",0.151673233605064,0.238389021450701,0.0756333248953185,0.0830386206915215,"Bootstrap index",31
"83","2003","CSEO",0.0933086955517027,0.152648363887295,0.0437594666270869,0.0555555598266368,"Bootstrap index",17
"84","2003","NSEO",0.0959721632024337,0.18273000584207,0.0274936139950269,0.0792022407382871,"Bootstrap index",6
"85","2002","EYKT",0.0314811825592929,0.0518482930863859,0.0142850037910206,0.0191649435180435,"Bootstrap index",28
"86","2002","SSEO",0.157922946976368,0.248419091698694,0.0799345172204214,0.0859615175909555,"Bootstrap index",30
"87","2002","CSEO",0.0806108584148704,0.135812922224324,0.0394918582772273,0.0491433999730085,"Bootstrap index",18
"88","2002","NSEO",0.0679502078811034,0.16314961729392,0.0105185332802742,0.0778730020477784,"Bootstrap index",6
"89","2001","EYKT",0.0594644388916659,0.0975217804072586,0.025750269234048,0.0366181179455156,"Bootstrap index",28
"90","2001","SSEO",0.128531239179278,0.228820108038947,0.0575912947448622,0.0873616394357577,"Bootstrap index",30
"91","2001","CSEO",0.091502685335703,0.148610634300789,0.0425579544743783,0.0541085101155159,"Bootstrap index",16
"92","2001","NSEO",0.0356828521440295,0.0737771780905251,0.00372374479502158,0.0357415475997467,"Bootstrap index",6
"93","2000","EYKT",0.0740425453938162,0.115054132377601,0.0357668436349763,0.0404526983380736,"Bootstrap index",27
"94","2000","SSEO",0.182053027275538,0.267186216098674,0.112100018305035,0.0791256111192036,"Bootstrap index",30
"95","2000","CSEO",0.0831746755456534,0.126306716060677,0.0475366286286916,0.0401888201183597,"Bootstrap index",18
"96","2000","NSEO",0.0559198249329424,0.119305987866645,0.0108171033955958,0.0553514716689028,"Bootstrap index",4
"97","1999","EYKT",0.102016060988024,0.166458109447169,0.0460507384468538,0.0614323321430181,"Bootstrap index",27
"98","1999","SSEO",0.101197018878206,0.153730811531428,0.0541173383826788,0.0508232005860966,"Bootstrap index",31
"99","1999","CSEO",0.12416564070121,0.192405589463406,0.0639491820220803,0.0655389833884315,"Bootstrap index",18
"100","1999","NSEO",0.0630363875628272,0.116645456535131,0.0155840533667282,0.0515619403920423,"Bootstrap index",6
"101","1998","EYKT",0.139908664121794,0.217378600086872,0.0623687881152164,0.079086638761049,"Bootstrap index",28
"102","1998","SSEO",0.129519755398008,0.192341535915325,0.0694136747457819,0.0627182965150732,"Bootstrap index",30
"103","1998","CSEO",0.224673678514737,0.365946130333865,0.110482635056876,0.130338517998464,"Bootstrap index",17
"104","1998","NSEO",0.149108383088031,0.236432102052311,0.0540464049666963,0.0930539270844974,"Bootstrap index",6
"105","2023","NSEO",0.0460370105178136,0.199550347214313,0.0106209102965934,1.66728176927451,"Tweedie index",6
"106","2022","NSEO",0.0919049767029633,0.366016759581267,0.0230768797375161,1.49127823493298,"Tweedie index",4
"107","2021","NSEO",0.270284146969316,0.58614292777539,0.124634311259531,0.584308743867858,"Tweedie index",7
"108","2020","NSEO",0.0709891057793217,0.244711035742999,0.0205934853900103,1.22358161901428,"Tweedie index",6
"109","2019","NSEO",0.142781527905186,0.341798263923977,0.059645021238241,0.696927463022201,"Tweedie index",7
"110","2018","NSEO",0.0767749918856924,0.27812968338709,0.0211929892101611,1.31132994322675,"Tweedie index",5
"111","2017","NSEO",0.0633792191006168,0.268072348926442,0.0149844824723277,1.61482843060016,"Tweedie index",5
"112","2016","NSEO",0.0544724698813654,0.193092771943339,0.0153669655529466,1.27238862460131,"Tweedie index",6
"113","2015","NSEO",0.0608739911600123,0.249406994178809,0.0148578142804309,1.54855135523496,"Tweedie index",4
"114","2014","NSEO",0.0612027946960295,0.202321831877152,0.0185139786638485,1.15288066404488,"Tweedie index",5
"115","2013","NSEO",0.131198576630251,0.344575632113691,0.0499543928983479,0.8131835762395,"Tweedie index",6
"116","2012","NSEO",0.0666179270712646,0.208901427036628,0.0212442215940162,1.06790699005956,"Tweedie index",6
"117","2011","NSEO",0.0539393448260597,0.190853833023334,0.0152444039198776,1.26915231023651,"Tweedie index",5
"118","2010","NSEO",0.0363072397260791,0.148127038521245,0.00889922373178288,1.53991049221578,"Tweedie index",6
"119","2009","NSEO",0.0561193677199289,0.22574059020345,0.0139513387045112,1.51125386274876,"Tweedie index",5
"120","2008","NSEO",0.0811157210331644,0.253928378768618,0.0259118741695496,1.06522296500822,"Tweedie index",5
"121","2007","NSEO",0.0207147652973219,0.115286733246224,0.00372203712639403,2.28271878999105,"Tweedie index",6
"122","2006","NSEO",0.115544307968113,0.317858882604649,0.0420013025731154,0.875484817012225,"Tweedie index",6
"123","2005","NSEO",0.0418957385618775,0.161364976295667,0.0108775333405005,1.42579223847959,"Tweedie index",5
"124","2004","NSEO",0.0544492730702888,0.182290788186285,0.0162637035441045,1.17395061409695,"Tweedie index",6
"125","2003","NSEO",0.0777872254918971,0.227008899566096,0.0266546926631194,0.959165680036649,"Tweedie index",6
"126","2002","NSEO",0.065977978158864,0.214224617420039,0.0203202304868457,1.12345545739687,"Tweedie index",6
"127","2001","NSEO",0.0305305442397587,0.137540594456143,0.00677701107270609,1.75250806824842,"Tweedie index",6
"128","2000","NSEO",0.0853152110765931,0.399046969509034,0.0182401717020905,1.83866249918073,"Tweedie index",4
"129","1999","NSEO",0.0556454362870571,0.190794628520883,0.0162290448299388,1.21437804473878,"Tweedie index",6
"130","1998","NSEO",0.133475713884992,0.335898376814156,0.0530391553721774,0.758275258612139,"Tweedie index",6
"131","2023","EYKT",0.0322468107382961,0.0548910888838332,0.0189440002728339,0.351108801569716,"Tweedie index",27
"132","2022","EYKT",0.0540681302721685,0.0991457852441946,0.0294854965738381,0.416859754028056,"Tweedie index",18
"133","2021","EYKT",0.043124004239346,0.0731333299392482,0.025428621166026,0.347942245035329,"Tweedie index",23
"134","2020","EYKT",0.0320178122629312,0.0546678621468146,0.0187521564196386,0.353710142621248,"Tweedie index",28
"135","2019","EYKT",0.0264058520430332,0.050132016971764,0.013908656867153,0.449259597646476,"Tweedie index",23
"136","2018","EYKT",0.0288130843171523,0.0507617161330675,0.0163547234236731,0.380879595782277,"Tweedie index",26
"137","2017","EYKT",0.0510137178546609,0.0819233717265648,0.0317662634545971,0.302954334361261,"Tweedie index",28
"138","2016","EYKT",0.0269958247983366,0.0472754484015828,0.0154154974978108,0.375606667970667,"Tweedie index",28
"139","2015","EYKT",0.0255157914714797,0.0454308786287734,0.0143306850773451,0.390250233459421,"Tweedie index",27
"140","2014","EYKT",0.0261911439652507,0.0467792852964663,0.0146640979626148,0.393036313315125,"Tweedie index",27
"141","2013","EYKT",0.0201454057626895,0.0374296169822226,0.0108426803708988,0.428986425568664,"Tweedie index",27
"142","2012","EYKT",0.0331395630653282,0.0567927938941878,0.0193374997927907,0.356873003760369,"Tweedie index",28
"143","2011","EYKT",0.0243819422860225,0.0438292173921663,0.0135635346695737,0.398804879406438,"Tweedie index",28
"144","2010","EYKT",0.0360385258089312,0.0608769646588619,0.0213344300222422,0.344609529557604,"Tweedie index",26
"145","2009","EYKT",0.0341615129829468,0.0584366925755768,0.0199704828909463,0.355300123925247,"Tweedie index",27
"146","2008","EYKT",0.0221108625735309,0.0399668846429717,0.01223238308697,0.403783932220184,"Tweedie index",28
"147","2007","EYKT",0.0145788350202187,0.0287472345590572,0.00739349136732147,0.485923584401258,"Tweedie index",28
"148","2006","EYKT",0.0147150768739856,0.0288902629205677,0.00749503346517315,0.481655181551993,"Tweedie index",28
"149","2005","EYKT",0.0176538634020681,0.0332667913046625,0.00936846869794742,0.442195783070502,"Tweedie index",28
"150","2004","EYKT",0.0262165645075416,0.0464481628181251,0.0147973184056676,0.385855253932368,"Tweedie index",27
"151","2003","EYKT",0.0187834589149464,0.0350975814094298,0.0100524969140662,0.434268325348263,"Tweedie index",27
"152","2002","EYKT",0.0107462250872981,0.0223371574794212,0.00516992163095358,0.53930251311334,"Tweedie index",28
"153","2001","EYKT",0.0234194641723999,0.0424096679960772,0.012932695020698,0.405436343117907,"Tweedie index",28
"154","2000","EYKT",0.0273301010122057,0.0479366785014096,0.0155816891092152,0.376994169908135,"Tweedie index",27
"155","1999","EYKT",0.0365092454330221,0.0616938031504308,0.0216054925133812,0.344906576658931,"Tweedie index",27
"156","1998","EYKT",0.051527572992253,0.0824522024830752,0.0322015749551017,0.300078459890509,"Tweedie index",28
"157","2023","CSEO",0.218289174549232,0.340889526139884,0.139781835672568,0.280820961103139,"Tweedie index",20
"158","2022","CSEO",0.178166947600773,0.288422084558207,0.110059052052133,0.309415237905092,"Tweedie index",20
"159","2021","CSEO",0.149103390219466,0.246908643458188,0.0900406752212507,0.327977965808699,"Tweedie index",19
"160","2020","CSEO",0.124703822628167,0.206394244486918,0.0753463034627544,0.327537761622313,"Tweedie index",22
"161","2019","CSEO",0.0921324434654285,0.163866050320972,0.0518007672869627,0.389296127169689,"Tweedie index",18
"162","2018","CSEO",0.0919996266386915,0.161315205494157,0.0524682795755741,0.37671663129508,"Tweedie index",20
"163","2017","CSEO",0.0827815311630953,0.156356489536069,0.0438279339862365,0.444392350197155,"Tweedie index",17
"164","2016","CSEO",0.11305063593972,0.20051943008335,0.0637366976410349,0.386856709900638,"Tweedie index",17
"165","2015","CSEO",0.0830430528829607,0.158698856692246,0.0434543056948133,0.455521570936902,"Tweedie index",16
"166","2014","CSEO",0.10114021574544,0.187933923662938,0.0544305309103249,0.429076145813001,"Tweedie index",16
"167","2013","CSEO",0.0831835595332426,0.1596472641398,0.0433424563452666,0.459608274974094,"Tweedie index",17
"168","2012","CSEO",0.119372328298384,0.216940618499729,0.0656850379699412,0.408672141995347,"Tweedie index",15
"169","2011","CSEO",0.077777888655258,0.146168311155636,0.0413865352609054,0.439652089320083,"Tweedie index",18
"170","2010","CSEO",0.141042604969344,0.244573115766927,0.0813377069436206,0.367018571516334,"Tweedie index",17
"171","2009","CSEO",0.0971690991495244,0.176383892613116,0.0535300230063526,0.407613089742115,"Tweedie index",18
"172","2008","CSEO",0.0760587516761654,0.146322540306393,0.0395354925797707,0.461904692634115,"Tweedie index",18
"173","2007","CSEO",0.0717050236744788,0.13814480064407,0.0372189933764131,0.463285370849399,"Tweedie index",18
"174","2006","CSEO",0.0912246331221678,0.166941844948119,0.0498492974655955,0.415004200261079,"Tweedie index",18
"175","2005","CSEO",0.11394760220902,0.199226729832966,0.0651722590641882,0.374203256456041,"Tweedie index",18
"176","2004","CSEO",0.073475814581977,0.140142593448541,0.0385228729941223,0.453664782390292,"Tweedie index",18
"177","2003","CSEO",0.0719949927953183,0.139434081328337,0.0371736876538272,0.468359575538453,"Tweedie index",17
"178","2002","CSEO",0.0649465448551792,0.127523760526877,0.0330766099682013,0.481759390058663,"Tweedie index",18
"179","2001","CSEO",0.0797773887994633,0.157397649744447,0.040435367198901,0.486480330536377,"Tweedie index",16
"180","2000","CSEO",0.0692390852324715,0.133786844382456,0.0358335002664741,0.466122269909141,"Tweedie index",18
"181","1999","CSEO",0.0909023665774462,0.164372495299316,0.0502714291362029,0.404115599450732,"Tweedie index",18
"182","1998","CSEO",0.161346708638644,0.269169103094997,0.0967152622243418,0.334132612205417,"Tweedie index",17
"183","2023","SSEO",0.180088335264735,0.258282120770081,0.125567377260674,0.217098418368958,"Tweedie index",33
"184","2022","SSEO",0.176475102401472,0.289369925282878,0.107625081414958,0.319860482711539,"Tweedie index",16
"185","2021","SSEO",0.0842456719188046,0.131564917539001,0.0539454846307864,0.2808408108241,"Tweedie index",34
"186","2020","SSEO",0.0941959500708492,0.147966287574882,0.0599655310353015,0.28541745936842,"Tweedie index",32
"187","2019","SSEO",0.0852250749995041,0.134950888621994,0.0538219013067496,0.29173229605711,"Tweedie index",32
"188","2018","SSEO",0.0722341681495032,0.114838046592646,0.0454359439494755,0.294901149515317,"Tweedie index",35
"189","2017","SSEO",0.0871102459822334,0.139058496705969,0.0545683660821531,0.298175318746838,"Tweedie index",31
"190","2016","SSEO",0.0500299378453636,0.0866476562069253,0.028887044270805,0.365958063697207,"Tweedie index",31
"191","2015","SSEO",0.0736176636412936,0.120462531411153,0.0449895941627279,0.318163233202523,"Tweedie index",30
"192","2014","SSEO",0.0962756894894403,0.150106843561913,0.0617494057347494,0.279567741129379,"Tweedie index",32
"193","2013","SSEO",0.0566115996881248,0.0961248369101875,0.0333407402526249,0.348985344344114,"Tweedie index",31
"194","2012","SSEO",0.0704515149666013,0.116302642396865,0.0426767256426758,0.325409094836359,"Tweedie index",31
"195","2011","SSEO",0.0617117469334404,0.103051321485728,0.0369557581083949,0.334940887323076,"Tweedie index",30
"196","2010","SSEO",0.0742990514258196,0.119780422589721,0.0460872396625715,0.306069662338223,"Tweedie index",32
"197","2009","SSEO",0.0696112406614898,0.114151838406144,0.0424498185407326,0.319923889600312,"Tweedie index",31
"198","2008","SSEO",0.0440648800197945,0.0776539540102394,0.0250046977762762,0.381132025950782,"Tweedie index",31
"199","2007","SSEO",0.08767563389326,0.139724789686356,0.055015411337102,0.296827941138487,"Tweedie index",31
"200","2006","SSEO",0.0769646133453907,0.124282002822833,0.0476621841687703,0.307397045347958,"Tweedie index",30
"201","2005","SSEO",0.125896708477261,0.191298800792759,0.0828545769222011,0.259745044594675,"Tweedie index",31
"202","2004","SSEO",0.0687573826844261,0.113167483401579,0.0417750535004534,0.322947871074299,"Tweedie index",31
"203","2003","SSEO",0.128668052130461,0.193726827211811,0.0854577957906991,0.252816351860929,"Tweedie index",31
"204","2002","SSEO",0.138926065304282,0.20876267590336,0.0924516393431568,0.251344520720852,"Tweedie index",30
"205","2001","SSEO",0.114927126408184,0.177305700149899,0.0744941892633809,0.271383161187574,"Tweedie index",30
"206","2000","SSEO",0.150911064517864,0.22299052047367,0.102130571943321,0.238814351307138,"Tweedie index",30
"207","1999","SSEO",0.0846606167365389,0.135070629364541,0.0530642380207398,0.297718198680718,"Tweedie index",31
"208","1998","SSEO",0.0987098568506621,0.154120442944567,0.0632209177012471,0.280674027203459,"Tweedie index",30
