"","model","iter","harv_hist","Hmax","runtime","iterations","param_not_conv","div_trans","over_max_treedepth","r_e_1","K_e_1","Bterm_e_1","q_e_1","rbias_1","r_wi_bnds_1","Kbias_1","K_wi_bnds_1","SSbias_1","SS_wi_bnds_1","qbias_1","q_wi_bnds_1","MSYbias_1","MSYS_wi_bnds_1","Bmsybias_1","Bmsy_wi_bnds_1","Fmsybias_1","Fmsy_wi_bnds_1","r_e_2","K_e_2","Bterm_e_2","q_e_2","rbias_2","r_wi_bnds_2","Kbias_2","K_wi_bnds_2","SSbias_2","SS_wi_bnds_2","qbias_2","q_wi_bnds_2","MSYbias_2","MSYS_wi_bnds_2","Bmsybias_2","Bmsy_wi_bnds_2","Fmsybias_2","Fmsy_wi_bnds_2","r_e_3","K_e_3","Bterm_e_3","q_e_3","rbias_3","r_wi_bnds_3","Kbias_3","K_wi_bnds_3","SSbias_3","SS_wi_bnds_3","qbias_3","q_wi_bnds_3","MSYbias_3","MSYS_wi_bnds_3","Bmsybias_3","Bmsy_wi_bnds_3","Fmsybias_3","Fmsy_wi_bnds_3"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","ko_estI",9,"Harv1",8,24.216485218207,2000,0,6,0,0.0719422271256042,165246.049061982,28110.3983713919,3.53747941505429e-05,0.486774653219913,"FALSE",-0.0790865665374566,"TRUE",0.128185849656808,"TRUE",0.0598134091040754,"FALSE",0.369876521448341,"FALSE",-0.0790865665374564,"TRUE",0.486774653219913,"FALSE",0.0719422271256042,148207.50545457,23187.7156937901,8.19053423794227e-05,0.442832455129481,"FALSE",-0.250743658941207,"FALSE",0.172145968527034,"TRUE",0.152953865175806,"FALSE",0.0866905575700008,"TRUE",-0.250743658941207,"FALSE",0.442832455129481,"FALSE",0.0719422271256042,95996.5751624037,13774.7252194384,6.28580042542348e-05,0.447301883106066,"FALSE",-0.117595271719498,"TRUE",-0.0542129004427485,"TRUE",0.203014281804738,"FALSE",0.277185136228798,"FALSE",-0.117595271719498,"TRUE",0.447301883106066,"FALSE"
"10","ko_estI",10,"Harv1",8,97.2290853341421,7000,0,9,0,0.0738786307542187,173714.556014235,32394.762198724,2.1779762448284e-05,0.468195604472411,"FALSE",-0.125180480710625,"TRUE",0.0803709726612275,"TRUE",0.0510343342661767,"FALSE",0.286810113670369,"FALSE",-0.125180480710625,"TRUE",0.468195604472411,"FALSE",0.0738786307542187,148292.20252544,13461.8219936389,8.5104498168843e-05,0.507274994084499,"FALSE",-0.230167544642417,"FALSE",-0.0781551620607845,"TRUE",0.501213637584238,"FALSE",0.162270527153033,"FALSE",-0.230167544642417,"FALSE",0.507274994084499,"FALSE",0.0738786307542187,99515.2567482122,16436.5541370572,0.000102804739991938,0.465869500988409,"FALSE",-0.216195847736632,"FALSE",0.0728170873894328,"TRUE",0.19666513406187,"FALSE",0.148868333085556,"FALSE",-0.216195847736631,"FALSE",0.46586950098841,"FALSE"
"11","ko_estI",11,"Harv1",8,17.2046055992444,2000,0,2,0,0.0712762114112255,148042.826728842,18007.5038215982,5.56108298247888e-05,0.360489271692945,"FALSE",-0.113497088881402,"TRUE",-0.0826512124597923,"TRUE",0.204311869331229,"FALSE",0.209353532745258,"FALSE",-0.113497088881402,"TRUE",0.360489271692945,"FALSE",0.0712762114112255,113524.523252781,10961.7370040983,9.04053267559656e-05,0.455996088020045,"FALSE",-0.220610448102904,"FALSE",-0.085644844127265,"TRUE",0.417280245895802,"FALSE",0.137182807447086,"TRUE",-0.220610448102904,"FALSE",0.455996088020045,"FALSE",0.0712762114112255,133498.385276299,17537.7018270342,6.89804383529615e-05,0.406233661917981,"FALSE",-0.2823541232203,"FALSE",0.099951908951664,"TRUE",0.240467950651252,"FALSE",0.0153880568529277,"TRUE",-0.2823541232203,"FALSE",0.406233661917981,"FALSE"
"12","ko_estI",12,"Harv1",8,25.0028529683749,2000,0,44,997,0.0756590169200112,134076.325092783,10885.1018477656,0.00012681315535784,0.484126358620761,"FALSE",-0.128023925572957,"TRUE",-0.268919660354977,"FALSE",0.523560023562157,"FALSE",0.298322466224974,"FALSE",-0.128023925572956,"TRUE",0.484126358620761,"FALSE",0.0756590169200112,74845.733666278,12787.6174100957,3.59486863987235e-05,0.552473401043224,"FALSE",-0.278507535774191,"FALSE",0.159683102908826,"TRUE",0.235636360784194,"FALSE",0.120912105233622,"TRUE",-0.278507535774191,"FALSE",0.552473401043224,"FALSE",0.0756590169200112,83492.1889331366,13500.4431324458,4.00117096120919e-05,0.508362095415062,"FALSE",-0.171514697104743,"FALSE",0.121354267122951,"TRUE",0.095678759127665,"FALSE",0.252029884173054,"FALSE",-0.171514697104743,"FALSE",0.508362095415062,"FALSE"
