"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv1",8,0.0493276819474588,143919.465411454,2390.03919877064,0.0166067820773076,57567.7861645818,0.0415169551932691,0.0514259656785966,162120.76167576,2806.82845471805,0.0173131955815238,64848.3046703041,0.0432829889538096,0.0498344487531344,187684.704386629,3148.85975860031,0.0167773914709303,75073.8817546517,0.0419434786773258,22165.0535025521,0.154010115582239,6.88612689377153,0.193260528454279,2,1.2551818494685e-05,15061.2811036213,0.0929016182007813,10.2215866996192,0.0255942272946819,2,9.50485363788903e-05,20280.8733927596,0.108058211024917,9.20655274990303,0.0398635124572767,1,1.90717277047224e-05,9.75946323895717,0.528665390197761,5,7.50602679275817,0.172359466939924,5,0.154010115582239,17.7690648299935,0.161299516690748,8,10.2730651811775,0.0300962918887259,11,0.0929016182007813,11.386604375665,0,0,9.32361877822133,0.0067955974459275,1,0.108058211024917
"2",2,"Harv1",8,0.0504342831301381,146320.83971519,2484.43029577463,0.0169793332283393,58528.3358860761,0.0424483330708481,0.0522026929055838,148824.073839933,2615.53704158149,0.0175746905328947,59529.6295359731,0.0439367263322367,0.0497876311061204,189380.467077717,3174.3252660311,0.0167616297235577,75752.1868310869,0.0419040743088942,25205.9729212,0.172265092042,5.8219914933683,0.0908906294599937,4,3.52483766386285e-05,18541.5947041711,0.12458733473533,8.29810719574525,0.15842639360129,6,9.48837447888218e-05,27783.5217498995,0.146707430700854,7.07955396122826,0.185330602860703,5,3.14424594468437e-05,11.1781083423252,0.273977996637558,5,6.00245133551513,0.0544100185528946,3,0.172265092042,11.5423904714784,0.10662730399264,9,8.67503207739845,0.202109981601594,9,0.12458733473533,11.0251866479936,0.442958030844409,4,7.00452216479089,0.0982660446498561,5,0.146707430700854
"3",3,"Harv1",8,0.0480019821810444,141614.108602516,2288.55036152222,0.0161604686433168,56645.6434410065,0.0404011716082919,0.0518915410727228,119480.431964621,2087.3156634133,0.0174699373704254,47792.1727858484,0.0436748434260634,0.0500730168526607,139696.466410533,2354.96229669579,0.016857708410284,55878.586564213,0.0421442710257099,14667.6322694355,0.103574653784001,9.74980128154374,0.0927571129714761,1,5.63917152141221e-05,13022.0512787067,0.108988987272515,9.63189301454387,0.0920067692539538,3,9.14298884221353e-05,20876.6968613681,0.149443270812711,9.44190146185992,0.4053491198878,11,8.42163746920414e-05,14.5632740380053,0.131025413016475,1,9.79479750540258,0.0655126659362837,2,0.103574653784001,15.2732720714562,0.35840388696832,2,10.1286006112973,0.161020460781442,3,0.108988987272515,12.5437894075994,0.666853255993344,9,9.96179136315186,0.429638728983069,11,0.149443270812711
"4",4,"Harv1",8,0.0482220630441947,137685.266532935,2235.25994410077,0.0162345616229466,55074.1066131741,0.0405864040573666,0.0490579473751484,146252.775215544,2415.5068214728,0.016515972554455,58501.1100862175,0.0412899313861376,0.0497923067706858,100071.345968172,1677.51637146873,0.0167632038446078,40028.5383872688,0.0419080096115194,18504.2312238253,0.134395144010554,6.62300493175222,0.0244948455959998,1,3.43296139151789e-05,24004.8900011736,0.164132885449837,5.94695958242489,0.108962966066134,8,8.85774087766185e-05,17217.8499724645,0.17205574488766,5.51860452646637,0.111659380461597,10,7.9919044286944e-05,9.34830384453701,0.0374571894834757,9,7.61804349975678,0.0659833650584361,1,0.134395144010554,9.39542998243148,0.0179586687572759,8,6.25790153905844,0.17148251670068,9,0.164132885449837,10.3790134209699,0.721281015472385,12,5.43201745205293,0.100798005458493,9,0.17205574488766
"5",5,"Harv1",8,0.050436881141876,132078.967150301,2242.72831899084,0.0169802078815373,52831.5868601203,0.0424505197038432,0.048955120439667,144658.559048548,2384.16900448919,0.0164813545784667,57863.4236194193,0.0412033864461668,0.0494113229400824,116953.846090473,1945.52031368233,0.0166349408652821,46781.5384361893,0.0415873521632053,16285.6306116205,0.123302225653295,7.13651370164696,0.00325024847159775,4,9.76985356467776e-05,14529.4098022991,0.100439337277118,10.4550107830271,0,0,1.28987885499373e-05,14726.7637888062,0.125919448407142,7.20460244323776,0.0286003803791092,5,5.7096606825944e-05,8.97157455313099,0.409666485134867,2,7.90759973638068,0.109462886770634,4,0.123302225653295,12.3705033915989,0.223852448180944,7,11.5408339740153,0.0384471380620329,6,0.100439337277118,12.0308307092861,0.997318593250417,6,7.81496606708347,0.0547633489329738,7,0.125919448407142
"6",6,"Harv1",8,0.0505330173436922,114236.55457329,1943.4577625836,0.0170125733382194,45694.621829316,0.0425314333455485,0.0500541433975753,129152.743821032,2176.39866111442,0.0168513544251934,51661.0975284129,0.0421283860629834,0.0473499034934506,133803.503867239,2132.95338398506,0.0159409381842601,53521.4015468955,0.0398523454606502,19165.8263769699,0.167773147995931,6.63749445867429,0.18043574122399,4,8.06052146246657e-05,20332.9615190701,0.157433445992023,6.24270951301267,0.0348561346968723,1,7.54676759592257e-05,16154.1028961775,0.120730043902331,8.22979578560361,0.114313650405475,1,3.98590763122775e-05,8.07416230864744,0.381184086766855,6,7.36678470346073,0.131955544776212,4,0.167773147995931,8.16471735725828,0.323070992634873,15,6.58317749349748,0,0,0.157433445992023,10.3801109225915,0.225197127062291,4,8.83817669391225,0.109176157176619,4,0.120730043902331
"7",7,"Harv1",8,0.0499634691203538,152505.335933529,2565.26599338113,0.01682082779385,61002.1343734115,0.0420520694846249,0.0480857818954919,126336.567173712,2045.2223678052,0.0161886808669816,50534.6268694848,0.040471702167454,0.0499311442902671,150675.388262607,2532.84502493476,0.0168099452348538,60270.1553050429,0.0420248630871345,20442.0603106127,0.134041607039393,7.38887298106954,0.124458015631906,3,7.41488750465214e-05,16556.7172350633,0.131052454609582,7.48423293072131,0.0865968474564626,2,7.44726283405908e-05,27776.0413505879,0.184343585710083,5.20272667615417,0.0990392119096572,4,3.58910275483504e-05,10.542380887958,0.783531078865002,16,8.59475428483133,0.232650088869695,4,0.134041607039393,12.2611784364873,0.421786382661755,2,8.0444102709066,0.0819510330514303,4,0.131052454609582,8.28104791863202,0.378489284117502,16,5.29149008056762,0.172223996934212,4,0.184343585710083
"8",8,"Harv1",8,0.051719250069568,118138.75422813,2057.02412599556,0.0174119334458477,47255.501691252,0.0435298336146192,0.0510048023488074,138083.327258937,2371.08482868884,0.0171714056704509,55233.3309035748,0.0429285141761273,0.0501788752873793,113417.913694866,1916.00816962125,0.0168933469784675,45367.1654779464,0.0422333674461686,15979.2169371778,0.135258045013082,6.48884537035771,0,0,9.24870534660295e-05,16012.5417917353,0.11596289073849,7.81930800212415,0.022712450239415,5,1.5328044781927e-05,13718.1258523384,0.120952020764947,9.49252712938639,0.160498750772894,4,4.24903082475066e-05,10.3424187503641,0.0564410284697923,12,6.7243090331953,0.0607560689473712,8,0.135258045013082,8.64755211451866,0.395059648865005,2,9.17965682218896,0.0779014074485607,1,0.11596289073849,11.2891347037931,0.553351726984509,5,9.86015203210103,0.216178452374794,5,0.120952020764947
"9",9,"Harv1",8,0.0491079752162715,106468.823738396,1760.22937187212,0.01653281505389,42587.5294953585,0.0413320376347251,0.0507397288758798,188299.472769722,3216.56273201301,0.0170821653650972,75319.7891078889,0.0427054134127429,0.0510218780829382,194769.917661324,3345.59295403785,0.0171771544302613,77907.9670645297,0.0429428860756533,13585.352330861,0.127599346492654,8.02228658333031,0.0614724391700953,2,7.7596821396146e-05,21788.0513631073,0.115709571793399,9.29593986264764,0.112546572195384,5,2.73797672614455e-05,22976.7121176161,0.117968485038686,9.34450208326917,0.127626236789002,2,1.13628470385447e-05,9.98890294926568,0.196954914010776,2,8.30040259325692,0.0216755105168576,1,0.127599346492654,12.5411507106247,0.25445377468593,9,10.6644592934357,0.216414851533182,5,0.115709571793399,12.4721164422541,0.60777845383495,3,10.897076271261,0.261892586955643,2,0.117968485038686
"10",10,"Harv1",8,0.0479743067667968,107623.329036869,1738.24067804647,0.0161511513684081,43049.3316147476,0.0403778784210203,0.0501454605082237,101418.194058351,1712.15183777709,0.016882097474463,40567.2776233405,0.0422052436861575,0.0508692067073198,155180.992675014,2657.59176969263,0.0171257556990775,62072.3970700055,0.0428143892476938,20213.8831783339,0.187820645943865,4.93996533914085,0.115648126881604,1,4.57775268470869e-05,14196.4220199119,0.139979045690204,8.67354041628373,0.33436606341084,5,9.78654884267598e-05,14324.9993917704,0.0923115591982991,10.4686374454565,0.058687804470091,4,9.97673612623476e-05,7.42150103845151,0,0,5.22277360662712,0.146415236604877,6,0.187820645943865,9.72201735296934,0.562144826709371,6,9.41556005519516,0.369293662071808,6,0.139979045690204,13.8524484913935,0.0955852352163969,1,11.9375737197458,0.175991601057241,1,0.0923115591982991
