"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv1",3,0.0515582808506306,140131.54450804,2432.36707536555,0.0173577411417598,56052.617803216,0.0433943528543995,0.0493510794813237,107275.235047564,1782.34146557228,0.0166146591501945,42910.0940190256,0.0415366478754863,0.0509649158067598,170780.86740803,2930.25425760015,0.0171579773663942,68312.3469632119,0.0428949434159856,56637.3626696481,0.404172828241386,1.64462610714882,0,0,2.14446410979144e-05,60490.0870199271,0.563877459630892,0.892576459491278,0.0165220006403768,3,5.4322086549364e-05,96276.6856663829,0.563743978629401,1.54349866462154,0.29844451498643,11,2.27623260230757e-05,2.40381134571605,0.227562886993015,3,1.50577416904311,0,0,0.404172828241386,1.43621103640188,0.168034368487228,18,0.967925884275909,0.0857693581252972,2,0.563877459630892,2.15530525975434,0.258614053447346,4,1.77100180374217,0.596239815482417,11,0.563743978629401
"2",2,"Harv1",3,0.0497982831585636,183250.403194688,3072.23256790698,0.0167652158704557,73300.1612778753,0.0419130396761391,0.0511062695055334,152839.14282918,2629.68393791608,0.0172055658598867,61135.6571316719,0.0430139146497167,0.0495014347234373,199330.333154649,3321.89544097419,0.0166652781260187,79732.1332618594,0.0416631953150468,77176.2595965107,0.421151922457259,1.46303975079026,0.0373139261339657,8,9.37041541282088e-05,84188.9549849107,0.55083372902061,1.2190823769839,0.06170431322653,3,3.21125912643038e-05,65945.4015178081,0.330834752915629,2.22569585180339,0,0,5.97332049813122e-05,2.4547991944261,0.404654624164807,8,1.585753909626,0.102036961014699,7,0.421151922457259,3.00206875627028,1.34552749144418,13,1.27144995525413,0.0243052694464502,13,0.55083372902061,3.14056818489229,0,0,2.08782322651757,0.0421841993803317,3,0.330834752915629
"3",3,"Harv1",3,0.0483581582208396,191236.267681234,3113.39906347357,0.0162803797690886,76494.5070724934,0.0407009494227216,0.049063965365529,141051.209182478,2329.88367387303,0.0165179985863067,56420.4836729914,0.0412949964657668,0.0503843604313208,145027.123903856,2460.02637825271,0.0169625261263787,58010.8495615423,0.0424063153159467,101605.385848901,0.531308140871399,1.44054802428485,0.25267098644153,24,5.17559348326176e-05,72348.2886515847,0.512922144169551,1.47515813394491,0.137019104110181,3,6.99537445581518e-05,73672.8618480657,0.507993676389159,1.03204890120799,0.0322679919272001,1,4.42833149130456e-05,2.42072501400471,0.727785510747652,9,1.85269043956606,0.363010362799706,25,0.531308140871399,2.18956021997164,0.249566370134389,3,1.61556184069306,0.209137853313517,3,0.512922144169551,2.38893873723608,0.258746105667378,1,1.11250379004309,0,0,0.507993676389159
"4",4,"Harv1",3,0.0473709332044757,137534.29686185,2193.39945571326,0.0159480180999252,55013.7187447399,0.039870045249813,0.050759653018554,126300.545921549,2158.33399885047,0.017088873077327,50520.2183686197,0.0427221826933175,0.0481257610817396,159223.68124593,2579.7644323208,0.0162021403608688,63689.4724983722,0.0405053509021721,47948.8510056189,0.348631956535049,1.99203845680648,0.0127448067163378,7,9.48302445258014e-05,45392.0604040744,0.359397182909007,1.7824369459601,0,0,7.80369525332935e-05,64364.3637353029,0.404238636059973,1.49891267440172,0.01015705113313,11,7.36776312906295e-05,3.61845326520952,0.541146907239037,3,2.20525285626133,0.0653779783701552,5,0.348631956535049,2.2510679190916,0.00898495442865346,3,2.10448388284169,0.0123650843630067,3,0.359397182909007,2.58511724853358,0.50277755287544,9,1.54639329501768,0.148969689141611,13,0.404238636059973
"5",5,"Harv1",3,0.0505125067936165,185027.157980949,3146.51045746258,0.0170056682045917,74010.8631923795,0.0425141705114792,0.0491246585630026,165677.999169566,2740.05427537487,0.0165384317115667,66271.1996678263,0.0413460792789168,0.0500815738947681,194591.317977756,3280.92428320376,0.0168605892457073,77836.5271911025,0.0421514731142682,75107.0764431894,0.405924607299664,1.69327345718457,0.0155687150944499,1,9.34958425862715e-05,73321.6463147162,0.442555117047702,1.67432383595876,0.18353569824619,4,2.59166648238897e-05,127706.043722608,0.656278219654208,1.22115525270521,0.261848853704241,14,6.54260843782686e-05,3.30398602759499,0.400692345988616,1,1.93391422017983,0.0794347762176646,3,0.405924607299664,3.06785003063846,0.582594965834426,1,1.81285612932173,0.206889911659115,4,0.442555117047702,1.72045830621604,0.83907056872034,21,1.30028302705922,0.257876875919507,17,0.656278219654208
"6",6,"Harv1",3,0.0496746074254238,149652.687786147,2502.72852962674,0.0167235788855535,59861.0751144588,0.0418089472138838,0.0478858294280181,185261.349496432,2986.6657177823,0.0161213643639135,74104.5397985727,0.0403034109097838,0.0491888636856035,149012.861563824,2467.66001649564,0.0165600471704163,59605.1446255296,0.0414001179260407,74569.9433820043,0.498286696250751,1.81966118896521,0.223045251145122,5,1.05190304946154e-05,100026.255759505,0.53991971898829,1.59542317474544,0.18579932980572,12,9.87172042019665e-05,86200.9336992811,0.578479822443783,1.09124722340646,0.209744322482224,16,2.11933232471347e-05,2.95348515074598,0.249649789368121,8,1.99729478124722,0.265206205758563,5,0.498286696250751,3.90701041244358,0.86556556598368,14,1.62672709999261,0.18018741382944,13,0.53991971898829,2.43221320601872,0.766648270501293,7,0.9713247487485,0.175425253740945,7,0.578479822443783
"7",7,"Harv1",3,0.0501934437491617,105761.637887917,1787.1867702151,0.0168982516336321,42304.655155167,0.0422456290840802,0.0505977097152683,147875.462286174,2518.96280030135,0.0170343528355405,59150.1849144697,0.0425858820888512,0.0509264192165603,101185.188745148,1734.8217818961,0.0171450170070398,40474.0754980594,0.0428625425175994,50619.3948730362,0.478617728355161,1.70122186344116,0.180330047664392,12,3.07552471966483e-05,102395.626737878,0.692445015250184,0.810056977870683,0.14259837928071,3,9.29706739191897e-05,48369.535934253,0.478029803908155,1.36249664486517,0.129343807878572,16,2.93627564050257e-05,4.00892457942653,0.741092859594089,10,1.94429504260582,0.173338041207975,10,0.478617728355161,1.86569947609762,0.50862402912312,12,0.880773836700771,0.157092269298146,3,0.692445015250184,3.00656310870736,0.160596428708591,12,1.49219114301626,0.152199336579049,9,0.478029803908155
"8",8,"Harv1",3,0.0481800043322268,152616.524859332,2475.5013897428,0.0162204020306746,61046.6099437326,0.0405510050766864,0.0497668137359628,101345.191476867,1698.00030327488,0.0167546212951057,40538.0765907466,0.0418865532377643,0.0501372090691823,168311.398616061,2840.98187679543,0.0168793195241403,67324.5594464242,0.0421982988103507,80978.4216345274,0.530600612936025,1.19171300942009,0.16292426617816,11,6.82549826707691e-05,48160.9628826859,0.475217049579302,1.41416145895781,0,0,9.92619508993812e-05,79129.5315669729,0.470137686559645,1.38899769144903,0.123157847854179,8,2.5453936830163e-05,1.69843064443363,0.228318999556111,10,1.16498054035462,0.200785776750596,11,0.530600612936025,3.00473425828784,0.113302240536156,4,1.48611021402772,0.0199514626762779,1,0.475217049579302,2.53908413983158,0.341781766147744,9,1.78936964937459,0.043554532427296,9,0.470137686559645
"9",9,"Harv1",3,0.0496591245324312,159788.337373175,2671.39996676334,0.0167183663756665,63915.3349492699,0.0417959159391663,0.0504022525610835,125675.448332913,2132.53009563188,0.0169685497360059,50270.1793331653,0.0424213743400148,0.0496025744742112,180465.846112929,3013.65837330437,0.0166993280901391,72186.3384451717,0.0417483202253479,67612.2283442084,0.423136190386065,1.67235963457049,0,0,9.0944189906586e-05,59672.9865081398,0.474818170929191,1.16034054510153,0.0062689526813983,9,5.34616336249746e-05,85578.5996897532,0.474209394924517,1.5753716715316,0.0217799223512415,4,8.5409211399965e-05,2.70866241154074,0.341424099791026,4,2.0532542957998,0,0,0.423136190386065,1.44248037410092,0.0993717603155096,9,1.36164609516448,0.0547187130462573,10,0.474818170929191,3.49823945165549,0.577084388413776,4,1.8535226861716,0.0914539575654827,3,0.474209394924517
"10",10,"Harv1",3,0.0489844701506403,163318.747398444,2693.327929215,0.0164912355263427,65327.4989593774,0.0412280888158567,0.0504795409279608,188477.949099615,3203.10166794286,0.0169945698329407,75391.1796398461,0.0424864245823518,0.050605020121695,164595.218026079,2804.17811075807,0.0170368139754447,65838.0872104317,0.0425920349386117,61983.6880322756,0.379525859827078,1.64976792523678,0.00565545016769984,1,2.24944278877229e-05,114032.024601333,0.605015202818578,1.41763858004942,0.295260241193984,9,3.18392937793396e-05,67112.7949437159,0.407744500408768,1.56622473404899,0.0109504354495436,2,8.32515284535475e-05,2.6669133209274,0.365470316990783,4,1.91268557292983,0.074112959015037,10,0.379525859827078,2.3618364299604,0.777723389132546,21,1.40306209126837,0.357906160315003,11,0.605015202818578,2.85923288218089,0,0,1.6797336276138,0,0,0.407744500408768
