Row number,Year,Stlkey,Vessel code,Station,Setno,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
"2,020",2016,20161284,KSU,4033,128,3A,190,Fairweather,Standard Grid,14-Aug-16,Y,,58.653,-139.3685,139,58.6817,-139.3993,136,58.6673,-139.384,138,58.667,-139.383,10,1,224,7,6,6,101,6.08,695,,,,,,,,,,,
"2,021",2016,20161285,KSU,4020,129,3A,190,Fairweather,Standard Grid,15-Aug-16,Y,,58.3185,-139.3893,174,58.349,-139.4108,139,58.3337,-139.4,150,58.333,-139.4,82,5,1990,46,6,6,100,6.08,507,,,,,,,,,,,
"2,022",2016,20161286,KSU,4027,130,3A,190,Fairweather,Standard Grid,15-Aug-16,Y,,58.4847,-139.3723,95,58.5142,-139.3927,94,58.4993,-139.3825,93,58.5,-139.383,82,49,1877,422,6,6,101,6.08,641,,,,,,,,,,,
"2,023",2016,20161287,KSU,4028,131,3A,190,Fairweather,Standard Grid,15-Aug-16,Y,,58.4843,-139.6895,136,58.5152,-139.7095,130,58.4997,-139.6995,136,58.5,-139.7,48,11,1051,99,6,6,99,5.96,741,,,,,,,,,,,
"2,024",2015,20150001,WFL,4175,1,3A,250,Seward,Standard Grid,25-May-15,Y,,59.3233,-150.2157,90,59.3368,-150.1623,88,59.33,-150.189,87,59.333,-150.183,2,0,27,0,7,7,100,6.96,429,59.324,-150.22099,163,6.5405,149,8.068,,,6.1807,,
"2,025",2015,20150002,WFL,4174,2,3A,250,Seward,Standard Grid,25-May-15,Y,,59.3368,-149.8252,107,59.3212,-149.8865,104,59.329,-149.8558,105,59.333,-149.85,2,0,31,0,7,7,100,6.96,515,59.31917,-149.8895,187,6.5232,171,8.061,,,6.0481,,
"2,026",2015,20150003,WFL,4166,3,3A,250,Seward,Standard Grid,25-May-15,Y,,59.1758,-149.8295,72,59.1558,-149.8805,76,59.1658,-149.855,74,59.167,-149.85,4,8,71,61,7,7,100,6.96,632,59.15583,-149.88333,137,6.503,124,8.055,,,5.9999,,
"2,027",2015,20150004,WFL,4165,4,3A,250,Seward,Standard Grid,26-May-15,N,SF,59.173,-149.5008,77,59.1592,-149.5625,95,59.166,-149.5317,86,59.167,-149.533,5,3,65,25,7,7,100,6.96,426,59.1755,-149.49683,137,6.5009,124,8.062,,,6.1037,,
"2,028",2015,20150005,WFL,4158,5,3A,250,Seward,Standard Grid,26-May-15,Y,,59.011,-149.5077,129,58.993,-149.5593,129,59.002,-149.5335,128,59,-149.533,15,9,246,77,7,7,100,6.96,518,59.0105,-149.504,234,5.6559,219,7.78,,,3.0888,,
"2,029",2015,20150006,WFL,4157,6,3A,250,Seward,Standard Grid,26-May-15,N,DO,58.9925,-149.232,121,59.0043,-149.1775,113,58.9985,-149.2048,119,59,-149.2,14,14,183,122,7,7,99,6.89,655,59.0035,-149.17616,208,5.3668,193,7.741,,,2.6374,,
"2,030",2015,20150007,WFL,4152,7,3A,250,Seward,Standard Grid,27-May-15,Y,,58.828,-149.2402,115,58.8385,-149.1823,112,58.8333,-149.2113,114,58.833,-149.2,91,28,1572,235,7,7,100,6.89,477,58.84083,-149.18584,207,5.7404,192,7.814,,,3.1608,,
"2,031",2015,20150008,WFL,4151,8,3A,250,Seward,Standard Grid,27-May-15,Y,,58.8265,-148.9198,135,58.8363,-148.8622,146,58.8315,-148.891,138,58.833,-148.883,143,46,2396,419,7,7,99,6.89,647,58.83517,-148.858,267,4.7198,252,7.667,,,1.7067,,
"2,032",2015,20150009,WFL,4148,9,3A,250,Seward,Standard Grid,27-May-15,Y,,58.6617,-148.9162,83,58.6777,-148.8647,104,58.6697,-148.8903,93,58.667,-148.883,34,45,470,368,7,7,100,6.96,736,58.67683,-148.86549,194,5.6658,174,7.821,,,3.6063,,
"2,033",2015,20150010,WFL,4147,10,3A,250,Seward,Standard Grid,28-May-15,Y,,58.6587,-148.591,127,58.6732,-148.5362,131,58.6658,-148.5635,130,58.667,-148.567,28,18,444,157,7,7,100,6.96,443,58.67467,-148.53967,243,5.1138,227,7.71,,,2.3035,,
"2,034",2015,20150011,WFL,4150,11,3A,250,Seward,Standard Grid,28-May-15,Y,,58.7937,-148.5872,149,58.8042,-148.5337,162,58.799,-148.5603,153,58.833,-148.567,69,26,1265,228,7,7,100,6.96,580,58.80333,-148.52499,302,4.4052,279,7.619,,,1.12,,
"2,035",2015,20150012,WFL,4149,12,3A,240,Seward,Standard Grid,28-May-15,Y,,58.8393,-148.2288,153,58.8257,-148.2877,151,58.8325,-148.2582,152,58.833,-148.25,45,65,705,557,7,7,100,6.96,712,58.83667,-148.22533,282,4.7068,267,7.648,,,1.8153,,
"2,036",2015,20150013,WFL,4154,13,3A,240,Seward,Standard Grid,29-May-15,Y,,58.9935,-148.2702,134,59.0028,-148.2127,100,58.9982,-148.2413,124,59,-148.233,74,21,1549,162,7,7,99,6.89,473,59.00134,-148.21266,190,4.7078,175,7.654,,,1.6583,,
"2,037",2015,20150014,WFL,4155,14,3A,250,Seward,Standard Grid,29-May-15,N,DO,58.9973,-148.5908,134,59.0112,-148.5383,133,59.0043,-148.5647,133,59,-148.567,11,20,171,148,7,7,99,6.89,562,59.01117,-148.53166,247,4.6171,227,7.639,,,1.5051,,
"2,038",2015,20150015,WFL,4162,15,3A,250,Seward,Standard Grid,29-May-15,Y,,59.1587,-148.5707,88,59.1732,-148.5163,78,59.166,-148.5435,84,59.167,-148.55,6,6,88,45,7,7,99,6.96,660,59.17167,-148.51717,146,6.6294,131,8.027,,,5.6758,,
"2,039",2015,20150016,WFL,4156,16,3A,250,Seward,Standard Grid,30-May-15,Y,,58.9897,-148.924,115,59.0023,-148.8685,119,58.996,-148.8962,116,59,-148.883,19,19,344,160,7,7,100,6.96,466,59.00233,-148.8685,219,4.6825,204,7.648,,,1.6284,,
"2,040",2015,20150017,WFL,4163,17,3A,250,Seward,Standard Grid,30-May-15,Y,,59.158,-148.9162,93,59.1735,-148.8612,95,59.1658,-148.8887,97,59.167,-148.883,16,12,278,98,7,7,100,6.96,576,59.17183,-148.855,176,6.2892,160,7.967,,,5.2939,,
"2,041",2015,20150018,WFL,4164,18,3A,250,Seward,Standard Grid,30-May-15,Y,,59.1633,-149.2265,80,59.1745,-149.1718,97,59.169,-149.1992,87,59.167,-149.2,28,18,616,158,7,7,99,6.96,653,59.17283,-149.16884,176,6.223,164,7.938,,,5.0872,,
"2,042",2015,20150019,VNI,4239,1,3A,250,Gore Pt.,Standard Grid,25-May-15,Y,,59.3465,-150.5373,154,59.3127,-150.538,122,59.3295,-150.5377,156,59.333,-150.517,2,3,32,27,7,7,100,7.03,429,59.34383,-150.53799,285,6.5199,279,8.038,,,5.8265,,
"2,043",2015,20150020,CLD,4356,1,3A,260,Shelikof,Standard Grid,28-May-15,Y,,59,-151.8318,82,58.9998,-151.763,72,59,-151.7973,73,59,-151.8,6,18,95,132,7,7,97,6.82,488,59.47883,-152.14833,48,7.3145,35,8.085,,,7.0889,,
"2,044",2015,20150021,CLD,4357,2,3A,261,Shelikof,Standard Grid,28-May-15,Y,,59.0005,-152.0818,84,58.9998,-152.1468,69,59.0002,-152.1143,77,59,-152.117,32,72,651,575,7,7,97,6.75,569,58.999,-152.07184,150,6.9259,137,8.087,,,6.6395,,
"2,045",2015,20150022,CLD,4361,3,3A,261,Shelikof,Standard Grid,28-May-15,Y,,59.1462,-152.1335,82,59.1815,-152.1335,72,59.1638,-152.1335,78,59.167,-152.133,14,136,195,976,7,7,98,6.82,683,59.14433,-152.13133,146,6.9492,137,8.091,,,6.716,,
"2,046",2015,20150023,CLD,4353,4,3A,261,Shelikof,Standard Grid,29-May-15,Y,,58.816,-152.434,84,58.848,-152.434,102,58.832,-152.434,97,58.833,-152.433,5,12,97,102,7,7,99,6.96,469,58.81816,-152.43851,159,7.1589,146,7.999,,,10.232,,
"2,047",2015,20150024,CLD,4358,5,3A,261,Shelikof,Standard Grid,29-May-15,Y,,58.9843,-152.45,79,59.0178,-152.4497,79,59.001,-152.4498,80,59,-152.45,9,28,187,205,7,7,99,6.96,538,58.98483,-152.4525,144,6.7951,131,8.049,,,6.6348,,
"2,048",2015,20150025,CLD,4362,6,3A,261,Shelikof,Standard Grid,29-May-15,Y,,59.1505,-152.4495,64,59.1853,-152.45,46,59.1678,-152.4497,55,59.167,-152.45,2,31,26,208,7,7,99,6.96,644,59.14734,-152.44701,121,6.6807,107,8.044,,,6.5593,,
"2,049",2015,20150026,CLD,4373,7,3A,261,Shelikof,Standard Grid,30-May-15,Y,,59.5157,-152.8163,26,59.4797,-152.8165,32,59.4977,-152.8163,28,59.5,-152.817,29,59,494,458,7,7,99,6.96,398,59.51633,-152.82249,49,6.7503,36,8.039,,,7.0428,,
"2,050",2015,20150027,CLD,4368,8,3A,261,Shelikof,Standard Grid,30-May-15,Y,,59.3512,-152.7998,41,59.3175,-152.8002,46,59.3343,-152.8,43,59.333,-152.8,1,24,15,138,7,7,99,6.96,497,59.351,-152.79834,77,6.8081,63,8.04,,,6.8504,,
"2,051",2015,20150028,CLD,4367,9,3A,261,Shelikof,Standard Grid,30-May-15,Y,,59.3333,-152.5002,35,59.3333,-152.4317,40,59.3333,-152.4658,38,59.333,-152.467,13,78,311,520,7,7,99,6.89,581,59.33467,-152.505,68,7.0044,54,8.066,,,6.8237,,
"2,052",2015,20150029,CLD,4375,10,3A,261,Shelikof,Standard Grid,31-May-15,Y,,59.8333,-152.1498,25,59.8332,-152.2188,33,59.8333,-152.1843,27,59.833,-152.183,39,221,743,1666,7,7,99,6.96,481,59.832,-152.14816,44,7.7586,36,8.131,,,7.3988,,
"2,053",2015,20150030,CLD,4374,11,3A,261,Shelikof,Standard Grid,31-May-15,Y,,59.6842,-152.5003,44,59.6492,-152.4998,43,59.6667,-152.5002,43,59.667,-152.5,48,44,901,349,7,7,99,6.96,613,59.683,-152.494,84,6.9043,71,8.033,,,6.9453,,
"2,054",2015,20150031,CLD,4372,12,3A,261,Shelikof,Standard Grid,31-May-15,Y,,59.5175,-152.4835,29,59.4825,-152.4825,31,59.5,-152.483,29,59.5,-152.483,14,118,195,858,7,7,98,6.89,700,59.5265,-152.48267,57,6.8213,43,8.045,,,6.9348,,
"2,055",2015,20150032,CLD,4366,13,3A,261,Shelikof,Standard Grid,1-Jun-15,Y,,59.3513,-152.1133,36,59.3142,-152.113,40,59.3327,-152.1132,37,59.333,-152.15,12,178,268,1159,7,7,98,6.89,514,59.31767,-152.11234,82,7.3389,72,8.058,,,6.8271,,
"2,056",2015,20150033,CLD,4371,14,3A,261,Shelikof,Standard Grid,1-Jun-15,Y,,59.5173,-152.151,22,59.4822,-152.149,24,59.4997,-152.15,23,59.5,-152.15,22,130,362,1011,7,7,99,6.96,535,,,,,,,,,,,
"2,057",2015,20150034,CLD,4370,15,3A,261,Shelikof,Standard Grid,1-Jun-15,Y,,59.4997,-151.867,35,59.5005,-151.8033,43,59.5002,-151.8352,39,59.5,-151.833,42,59,792,431,7,7,99,6.89,612,59.49933,-151.8735,69,6.6182,56,8.065,,,6.908,,
"2,058",2015,20150035,WFL,4183,19,3A,250,Seward,Standard Grid,2-Jun-15,Y,,59.5068,-150.2077,68,59.486,-150.1597,72,59.4965,-150.1837,71,59.5,-150.183,11,13,226,108,7,7,100,6.96,436,,,,,,,,,,,
"2,059",2015,20150036,WFL,4182,20,3A,250,Seward,Standard Grid,2-Jun-15,Y,,59.5022,-149.8925,111,59.492,-149.8307,112,59.497,-149.8617,111,59.5,-149.867,7,2,147,16,7,7,100,6.96,539,,,,,,,,,,,
"2,060",2015,20150037,WFL,4181,21,3A,250,Seward,Standard Grid,2-Jun-15,Y,,59.5045,-149.5628,53,59.4875,-149.5055,58,59.496,-149.5342,56,59.5,-149.533,6,11,143,86,7,7,100,6.96,627,,,,,,,,,,,
"2,061",2015,20150038,WFL,4173,22,3A,250,Seward,Standard Grid,3-Jun-15,Y,,59.3228,-149.5115,72,59.3445,-149.5558,63,59.3337,-149.5337,68,59.333,-149.533,64,26,1255,215,7,7,99,6.96,429,59.344,-149.55833,113,6.5861,101,8.002,,,6.0306,,
"2,062",2015,20150039,WFL,4172,23,3A,250,Seward,Standard Grid,3-Jun-15,Y,,59.3275,-149.1828,105,59.3477,-149.2323,93,59.3375,-149.2077,100,59.333,-149.2,9,11,164,92,7,7,100,6.96,504,59.34817,-149.23416,170,6.5037,157,7.956,,,5.3802,,
"2,063",2015,20150040,WFL,4180,24,3A,240,Seward,Standard Grid,3-Jun-15,Y,,59.4863,-149.17,119,59.5043,-149.2217,131,59.4953,-149.1958,124,59.5,-149.2,12,5,186,41,7,7,100,6.89,628,59.50117,-149.22934,227,6.1505,209,7.85,,,4.2119,,
"2,064",2015,20150041,WFL,4189,25,3A,250,Seward,Standard Grid,5-Jun-15,Y,,59.6508,-149.5157,153,59.6793,-149.545,143,59.6652,-149.5303,156,59.667,-149.533,10,10,163,87,7,7,99,6.96,427,59.68117,-149.54167,249,6.2547,233,7.886,,,4.4576,,
"2,065",2015,20150042,WFL,4194,26,3A,250,Seward,Standard Grid,5-Jun-15,Y,,59.8185,-149.5273,97,59.8497,-149.5438,54,59.8342,-149.5357,79,59.833,-149.533,13,33,341,248,7,7,100,6.96,548,,,,,,,,,,,
"2,066",2015,20150043,WFL,4193,27,3A,250,Seward,Standard Grid,5-Jun-15,Y,,59.8452,-149.2167,68,59.8148,-149.194,75,59.83,-149.2053,70,59.833,-149.2,13,12,232,90,7,7,100,6.96,669,59.85183,-149.543,119,7.2933,104,8.118,,,6.5349,,
"2,067",2015,20150044,WFL,4192,28,3A,240,Seward,Standard Grid,6-Jun-15,Y,,59.8437,-148.8573,95,59.8187,-148.9022,90,59.8312,-148.8797,92,59.833,-148.867,1,2,12,17,7,7,99,6.96,413,59.81717,-148.9075,159,6.5655,145,7.968,,,5.3235,,
"2,068",2015,20150045,WFL,4191,29,3A,240,Seward,Standard Grid,6-Jun-15,Y,,59.8493,-148.5262,73,59.8155,-148.5677,74,59.8325,-148.5468,74,59.833,-148.533,2,2,28,18,7,7,99,6.96,492,59.81483,-148.57283,137,7.1495,123,8.067,,,6.1324,,
"2,069",2015,20150046,WFL,4186,30,3A,240,Seward,Standard Grid,6-Jun-15,Y,,59.6852,-148.5157,106,59.6567,-148.5505,115,59.6708,-148.533,113,59.667,-148.533,0,0,0,0,7,7,99,6.96,622,59.6585,-148.554,212,5.5768,197,7.764,,,2.9784,,
"2,070",2015,20150047,WFL,4179,31,3A,250,Seward,Standard Grid,7-Jun-15,Y,,59.5168,-148.8362,83,59.4967,-148.885,99,59.5068,-148.8607,90,59.5,-148.867,5,3,97,17,7,7,99,6.89,397,59.49417,-148.886,177,6.2318,163,7.92,,,4.726,,
"2,071",2015,20150048,WFL,4187,32,3A,250,Seward,Standard Grid,7-Jun-15,Y,,59.6497,-148.8838,99,59.6705,-148.8338,101,59.66,-148.8588,99,59.667,-148.867,0,2,0,17,7,7,100,6.96,482,59.64833,-148.88516,177,5.7188,163,7.81,,,3.5822,,
"2,072",2015,20150049,WFL,4188,33,3A,250,Seward,Standard Grid,7-Jun-15,Y,,59.6748,-149.1722,118,59.6517,-149.2222,114,59.6633,-149.1972,115,59.667,-149.2,23,0,615,0,7,7,99,6.96,584,59.67117,-149.174,214,6.3721,199,7.927,,,4.6015,,
"2,073",2015,20150071,VNI,4236,2,3A,260,Gore Pt.,Standard Grid,25-May-15,Y,,59.1663,-150.5295,61,59.1658,-150.4675,71,59.166,-150.4985,66,59.167,-150.5,1,32,12,236,7,7,99,6.89,563,59.16883,-150.53467,110,6.6371,106,8.097,,,6.3747,,
"2,074",2015,20150072,VNI,4235,3,3A,250,Gore Pt.,Standard Grid,25-May-15,Y,,59.1677,-150.2148,68,59.1653,-150.1535,70,59.1665,-150.1842,68,59.167,-150.183,12,30,195,229,7,7,100,6.96,702,59.16717,-150.22783,130,6.4202,125,8.093,,,6.4092,,
"2,075",2015,20150073,VNI,4229,4,3A,250,Gore Pt.,Standard Grid,26-May-15,Y,,59.0005,-149.8283,123,59.0002,-149.8943,120,59.0003,-149.8613,121,59,-149.85,6,7,86,57,7,7,100,7.03,409,58.99717,-149.82567,227,5.5325,221,7.786,,,2.8139,,
"2,076",2015,20150074,VNI,4230,5,3A,250,Gore Pt.,Standard Grid,26-May-15,Y,,58.999,-150.1538,105,59.0005,-150.2198,103,58.9997,-150.1868,104,59,-150.183,18,16,322,131,7,7,100,7.03,520,59.00033,-150.14583,194,5.9157,188,7.848,,,3.4553,,
"2,077",2015,20150075,VNI,4224,6,3A,260,Gore Pt.,Standard Grid,26-May-15,Y,,58.8337,-150.2048,83,58.8298,-150.1408,93,58.8318,-150.1728,86,58.833,-150.167,68,84,1016,759,7,7,99,6.96,641,58.83667,-150.20351,150,6.1677,145,7.934,,,4.4982,,
"2,078",2015,20150076,VNI,4223,7,3A,250,Gore Pt.,Standard Grid,27-May-15,Y,,58.834,-149.8685,130,58.8363,-149.8053,133,58.8352,-149.837,131,58.833,-149.85,141,53,2202,474,7,7,99,6.96,428,58.83417,-149.87183,240,5.5103,233,7.768,,,2.7679,,
"2,079",2015,20150077,VNI,4222,8,3A,250,Gore Pt.,Standard Grid,27-May-15,Y,,58.8322,-149.564,124,58.8338,-149.5005,120,58.833,-149.5323,122,58.833,-149.533,53,28,979,217,7,7,100,6.96,546,58.8305,-149.56351,227,5.4682,220,7.754,,,2.6953,,
"2,080",2015,20150078,VNI,4216,9,3A,250,Gore Pt.,Standard Grid,27-May-15,Y,,58.6672,-149.5065,71,58.6673,-149.5713,76,58.6672,-149.539,73,58.667,-149.533,22,70,324,497,7,7,100,6.96,647,58.667,-149.50101,124,6.56,122,8.067,,,6.1014,,
"2,081",2015,20150079,VNI,4210,10,3A,250,Gore Pt.,Standard Grid,28-May-15,Y,,58.5007,-149.4998,73,58.4973,-149.568,79,58.499,-149.5338,76,58.5,-149.533,21,46,324,356,7,7,100,7.03,424,58.50083,-149.49767,135,6.5442,131,8.048,,,5.878,,
"2,082",2015,20150080,VNI,4203,11,3A,250,Gore Pt.,Standard Grid,28-May-15,Y,,58.3347,-149.556,82,58.3333,-149.4952,86,58.334,-149.5257,83,58.333,-149.533,43,92,610,673,7,7,98,6.89,545,58.33267,-149.4915,159,6.2845,153,7.986,,,5.4357,,
"2,083",2015,20150081,VNI,4202,12,3A,250,Gore Pt.,Standard Grid,28-May-15,Y,,58.3328,-149.2463,86,58.335,-149.1847,83,58.334,-149.2155,83,58.333,-149.217,14,108,210,755,7,7,99,6.89,670,58.3295,-149.24567,157,6.3248,153,7.951,,,4.8686,,
"2,084",2015,20150082,VNI,4201,13,3A,250,Gore Pt.,Standard Grid,29-May-15,Y,,58.3323,-148.928,67,58.3355,-148.8667,68,58.334,-148.8973,68,58.333,-148.9,36,127,514,905,7,7,100,7.03,416,58.33467,-148.92833,124,6.3662,121,7.973,,,5.1755,,
"2,085",2015,20150083,VNI,4200,14,3A,250,Gore Pt.,Standard Grid,29-May-15,Y,,58.3368,-148.6193,80,58.337,-148.5557,137,58.3368,-148.5875,95,58.333,-148.583,108,92,1775,702,7,7,99,6.96,546,58.339,-148.616,146,5.7929,143,7.864,,,3.8078,,
"2,086",2015,20150084,VNI,4207,15,3A,250,Gore Pt.,Standard Grid,29-May-15,Y,,58.4992,-148.542,90,58.4995,-148.6072,65,58.4993,-148.5745,71,58.5,-148.567,97,159,1521,1151,7,7,100,7.03,658,58.49533,-148.54449,223,4.8983,212,7.684,,,2.0006,,
"2,087",2015,20150085,VNI,4208,16,3A,250,Gore Pt.,Standard Grid,30-May-15,N,DO,58.5002,-148.8563,61,58.5015,-148.9188,60,58.5008,-148.8877,60,58.5,-148.883,32,127,518,876,7,7,99,6.96,421,58.502,-148.855,112,6.4612,108,8.039,,,5.8949,,
"2,088",2015,20150086,VNI,4209,17,3A,250,Gore Pt.,Standard Grid,30-May-15,Y,,58.5003,-149.1887,64,58.4985,-149.2548,66,58.4993,-149.2217,66,58.5,-149.217,10,39,147,304,7,7,99,6.89,509,58.502,-149.1835,108,6.5862,105,8.049,,,6.0749,,
"2,089",2015,20150087,VNI,4215,18,3A,250,Gore Pt.,Standard Grid,30-May-15,Y,,58.6667,-149.2453,75,58.6678,-149.1812,75,58.6672,-149.2132,73,58.667,-149.217,51,143,747,1084,7,7,99,6.96,613,58.66483,-149.23599,141,6.3311,137,8.002,,,5.5239,,
"2,090",2015,20150095,VNI,4237,19,3A,260,Gore Pt.,Standard Grid,2-Jun-15,Y,,59.1665,-150.8527,43,59.1667,-150.7815,68,59.1667,-150.817,71,59.167,-150.833,13,21,233,157,7,7,99,6.96,392,59.16617,-150.77916,132,6.6567,126,8.052,,,6.2958,,
"2,091",2015,20150096,VNI,4232,20,3A,260,Gore Pt.,Standard Grid,2-Jun-15,Y,,59.0015,-150.8575,88,59.0007,-150.7907,84,59.001,-150.8242,88,59,-150.833,34,69,581,524,7,7,100,6.96,498,59.003,-150.85983,165,6.2906,159,7.969,,,5.4074,,
"2,092",2015,20150097,VNI,4231,21,3A,260,Gore Pt.,Standard Grid,2-Jun-15,Y,,58.9972,-150.5302,63,59.0005,-150.464,65,58.9988,-150.497,64,59,-150.5,15,80,239,568,7,7,100,7.03,616,58.99833,-150.536,117,6.3001,113,7.986,,,5.3723,,
"2,093",2015,20150098,VNI,4225,22,3A,260,Gore Pt.,Standard Grid,3-Jun-15,Y,,58.8325,-150.4713,83,58.8333,-150.5505,102,58.833,-150.511,93,58.833,-150.5,29,68,446,530,7,7,99,6.96,400,58.82983,-150.46417,148,6.2562,142,7.974,,,5.2912,,
"2,094",2015,20150099,VNI,4226,23,3A,260,Gore Pt.,Standard Grid,3-Jun-15,Y,,58.8332,-150.7852,94,58.8338,-150.846,101,58.8335,-150.8157,96,58.833,-150.817,21,76,294,620,7,7,100,7.03,511,58.83484,-150.78433,170,6.2509,165,7.946,,,5.1042,,
"2,095",2015,20150100,VNI,4220,24,3A,260,Gore Pt.,Standard Grid,3-Jun-15,Y,,58.6652,-150.8388,108,58.666,-150.769,113,58.6657,-150.8038,111,58.667,-150.817,35,66,517,518,7,7,100,7.03,623,58.66717,-150.84383,199,6.2434,194,7.926,,,4.8929,,
"2,096",2015,20150101,VNI,4238,25,3A,260,Gore Pt.,Standard Grid,5-Jun-15,Y,,59.1678,-151.1232,31,59.1673,-151.1887,32,59.1675,-151.156,31,59.167,-151.15,64,69,1258,578,7,7,99,6.96,425,59.16667,-151.19234,55,7.339,50,8.144,,,6.8915,,
"2,097",2015,20150102,VNI,4233,26,3A,260,Gore Pt.,Standard Grid,5-Jun-15,Y,,58.9978,-151.1232,85,59.0017,-151.1885,87,58.9997,-151.1558,83,59,-151.15,50,26,863,199,7,7,100,7.03,542,58.99817,-151.12267,155,6.6589,150,8.035,,,6.2495,,
"2,098",2015,20150103,VNI,4234,27,3A,260,Gore Pt.,Standard Grid,5-Jun-15,Y,,59.0018,-151.4937,65,59.0022,-151.4163,76,59.002,-151.455,70,59,-151.467,31,59,487,437,7,7,100,7.03,616,59.00233,-151.41917,137,6.7043,134,8.046,,,6.365,,
"2,099",2015,20150104,VNI,4228,28,3A,260,Gore Pt.,Standard Grid,6-Jun-15,Y,,58.834,-151.5,59,58.8328,-151.4447,56,58.8333,-151.4723,59,58.833,-151.467,12,90,179,657,7,7,100,7.03,425,58.83233,-151.49617,101,6.6181,100,9.016,,,6.2166,,
"2,100",2015,20150105,VNI,4227,29,3A,260,Gore Pt.,Standard Grid,6-Jun-15,Y,,58.8365,-151.1607,78,58.8368,-151.0932,87,58.8367,-151.127,82,58.833,-151.133,83,103,1304,819,7,7,100,7.03,553,58.83433,-151.1665,132,6.4114,128,8.002,,,5.9424,,
"2,101",2015,20150106,VNI,4221,30,3A,260,Gore Pt.,Standard Grid,6-Jun-15,Y,,58.6697,-151.1097,102,58.6695,-151.1697,107,58.6695,-151.1397,103,58.667,-151.133,61,57,1093,434,7,7,100,7.03,728,58.67117,-151.17017,196,6.2886,190,7.925,,,5.1989,,
"2,102",2015,20150189,WFL,4190,34,3A,240,Seward,Standard Grid,11-Jun-15,Y,,59.8497,-148.1832,40,59.8233,-148.2167,55,59.8365,-148.2,45,59.833,-148.2,3,42,58,267,7,7,100,6.96,434,59.85167,-148.17467,73,6.768,62,8.064,,,6.0588,,
"2,103",2015,20150190,WFL,4185,35,3A,240,Seward,Standard Grid,11-Jun-15,Y,,59.65,-148.233,104,59.676,-148.1932,47,59.663,-148.2132,71,59.667,-148.217,0,0,0,0,7,7,100,6.96,495,59.67583,-148.19633,90,7.3643,76,8.115,,,6.1892,,
"2,104",2015,20150191,WFL,4184,36,3A,240,Seward,Standard Grid,11-Jun-15,Y,,59.6487,-147.9067,38,59.6745,-147.8683,39,59.6617,-147.8875,39,59.667,-147.883,21,38,325,305,7,7,100,6.96,600,59.67517,-147.87199,73,7.5332,59,8.119,,,6.1639,,
"2,105",2015,20150192,WFL,4176,37,3A,240,Seward,Standard Grid,12-Jun-15,Y,,59.495,-147.8543,58,59.5058,-147.9192,69,59.5003,-147.8867,61,59.5,-147.883,4,3,58,20,7,7,99,6.96,407,59.49667,-147.85851,108,6.7773,95,8.034,,,5.8842,,
"2,106",2015,20150193,WFL,4177,38,3A,240,Seward,Standard Grid,12-Jun-15,Y,,59.4967,-148.1777,114,59.5047,-148.2455,114,59.5007,-148.2117,114,59.5,-148.217,4,4,64,30,7,7,100,7.03,516,59.49783,-148.185,208,5.7969,194,7.805,,,3.4693,,
"2,107",2015,20150194,WFL,4169,39,3A,240,Seward,Standard Grid,12-Jun-15,Y,,59.3315,-148.1942,87,59.3417,-148.2587,87,59.3367,-148.2265,87,59.333,-148.217,21,11,317,92,7,7,100,6.96,598,59.32967,-148.192,159,5.5828,145,7.8,,,3.5145,,
"2,108",2015,20150195,WFL,4178,40,3A,240,Seward,Standard Grid,13-Jun-15,Y,,59.5102,-148.5755,51,59.4887,-148.5252,56,59.4993,-148.5503,53,59.5,-148.55,10,69,148,449,7,7,100,6.96,401,59.51167,-148.58067,93,6.7966,82,8.026,,,5.7834,,
"2,109",2015,20150196,WFL,4170,41,3A,240,Seward,Standard Grid,13-Jun-15,Y,,59.3477,-148.5747,48,59.326,-148.5282,50,59.3368,-148.5515,49,59.333,-148.55,50,104,949,815,7,7,100,6.96,503,59.348,-148.5715,91,6.8684,79,8.04,,,5.8418,,
"2,110",2015,20150197,WFL,4171,42,3A,250,Seward,Standard Grid,13-Jun-15,Y,,59.3253,-148.8547,83,59.347,-148.9052,99,59.3362,-148.88,92,59.333,-148.883,27,12,458,107,7,7,100,7.03,621,59.34566,-148.89999,181,6.1757,167,7.892,,,4.4542,,
"2,111",2015,20150198,WFL,4161,43,3A,240,Seward,Standard Grid,14-Jun-15,Y,,59.177,-148.2478,66,59.153,-148.2018,69,59.165,-148.2248,67,59.167,-148.233,105,93,1897,750,7,7,100,7.03,413,59.17767,-148.25517,124,6.563,111,7.959,,,5.3535,,
