Row number,Year,Stlkey,Vessel code,Station,Setno,Gear,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
726,2021,20210048,BDP,3105,5,Fixed Hook,2C,171,Sitka,Standard Grid,31-May-21,Y,,57.5382,-134.6325,61,57.4985,-134.635,250,57.5183,-134.6338,145,57.517,-134.633,17,21,449,128,8,8,99,7.95,503,57.5355,-134.63029,95,5.4874,85,7.834,32.259,,4.9138,,
727,2021,20210049,BDP,3231,6,Fixed Hook,2C,171,Sitka,Standard Grid,31-May-21,N,GI,57.3547,-134.6645,305,57.318,-134.664,294,57.3363,-134.6643,319,57.333,-134.667,1,0,46,0,8,0,99,0.3,577,,,,,,,,,,,
728,2021,20210050,BDP,3096,7,Fixed Hook,2C,161,Sitka,Standard Grid,31-May-21,Y,,57.1892,-134.666,88,57.1475,-134.6645,98,57.1683,-134.6652,159,57.167,-134.667,13,5,314,24,8,8,98,7.87,702,57.1913,-134.6628,117,6.0323,107,7.891,32.154,,5.1559,,
729,2021,20210051,BDP,3094,8,Fixed Hook,2C,162,Sitka,Standard Grid,1-Jun-21,N,DO,57.1668,-133.7857,180,57.1667,-133.711,177,57.1668,-133.7483,179,57.167,-133.75,125,45,"2,081",316,8,8,99,7.95,472,57.1702,-133.7162,324,5.4066,313,7.64,33.366,,2.5671,,
730,2021,20210052,BDP,3100,9,Fixed Hook,2C,163,Sitka,Standard Grid,1-Jun-21,Y,,57.3543,-133.7492,236,57.3152,-133.7502,214,57.3348,-133.7497,194,57.333,-133.75,171,31,"2,860",262,8,8,99,7.95,592,57.3168,-133.748,393,5.3974,239,7.651,33.208,,2.8611,,
731,2021,20210053,BDP,3099,10,Fixed Hook,2C,163,Sitka,Standard Grid,1-Jun-21,Y,,57.3333,-133.403,62,57.3333,-133.4745,86,57.3333,-133.4387,76,57.333,-133.433,11,10,466,63,8,8,99,7.95,719,,,,,,,,,,,
732,2021,20210054,BDP,3234,11,Fixed Hook,2C,173,Sitka,Standard Grid,2-Jun-21,Y,,57.6828,-134.0222,65,57.6522,-133.9762,107,57.6675,-133.9992,91,57.666,-134.061,19,21,698,152,8,8,98,7.87,462,57.6815,-134.0235,84,5.3159,74,7.739,32.092,,4.3967,,
733,2021,20210055,BDP,3104,12,Fixed Hook,2C,163,Sitka,Standard Grid,2-Jun-21,Y,,57.4995,-133.7837,147,57.501,-133.712,128,57.5003,-133.7478,126,57.5,-133.75,62,45,779,265,8,8,99,7.95,590,57.4977,-133.7793,296,5.3941,280,7.625,33.269,,2.6707,,
734,2021,20210056,BDP,3107,13,Fixed Hook,2C,173,Sitka,Standard Grid,2-Jun-21,Y,,57.6673,-133.712,175,57.6667,-133.782,188,57.667,-133.747,181,57.667,-133.75,41,35,684,268,8,8,99,7.95,725,57.6695,-133.7847,342,5.7092,26,7.97,31.059,,5.7038,,
735,2021,20210057,BDP,3236,14,Fixed Hook,2C,173,Sitka,Standard Grid,3-Jun-21,Y,,57.8132,-133.7402,45,57.8507,-133.7683,73,57.8318,-133.7543,77,57.833,-133.75,1,0,60,0,8,8,99,7.95,448,57.8522,-133.76849,97,5.6453,96,7.63,32.402,,3.3312,,
736,2021,20210058,BDP,3238,15,Fixed Hook,2C,173,Sitka,Standard Grid,3-Jun-21,Y,,57.9832,-133.7348,78,58.0195,-133.765,108,58.0013,-133.7498,94,58,-133.752,6,0,182,0,8,8,99,7.95,570,57.9858,-133.7347,141,5.769,130,7.567,32.547,,2.7488,,
737,2021,20210059,BDP,3112,16,Fixed Hook,2C,173,Sitka,Standard Grid,3-Jun-21,Y,,57.983,-134.0515,126,58.0172,-134.081,122,58,-134.0663,124,58,-134.067,3,2,61,16,8,8,98,7.87,666,57.9857,-134.054,229,5.8246,217,7.576,32.778,,2.4337,,
738,2021,20210061,PRE,4326,1,Fixed Hook,3A,270,Albatross,Standard Grid,1-Jun-21,Y,,57.482,-151.3832,50,57.5177,-151.3835,45,57.4998,-151.3833,47,57.5,-151.383,30,41,460,272,8,8,98,7.87,505,,,,,,,,,,,
739,2021,20210062,PRE,4327,2,Fixed Hook,3A,270,Albatross,Standard Grid,1-Jun-21,Y,,57.4822,-151.7017,50,57.5197,-151.6972,82,57.501,-151.6995,60,57.5,-151.7,55,62,693,452,8,8,101,8.11,683,,,,,,,,,,,
740,2021,20210063,PRE,4329,3,Fixed Hook,3A,270,Albatross,Standard Grid,1-Jun-21,Y,,57.6848,-151.719,34,57.6508,-151.719,37,57.6678,-151.719,36,57.667,-151.717,21,45,315,316,8,8,99,7.95,785,,,,,,,,,,,
741,2021,20210064,PRE,4325,4,Fixed Hook,3A,270,Albatross,Standard Grid,2-Jun-21,Y,,57.5173,-151.0865,44,57.479,-151.0798,46,57.4982,-151.0832,45,57.5,-151.083,42,83,708,573,8,8,97,7.79,478,,,,,,,,,,,
742,2021,20210065,PRE,4320,5,Fixed Hook,3A,270,Albatross,Standard Grid,2-Jun-21,Y,,57.3147,-151.0678,50,57.3485,-151.0667,51,57.3315,-151.0672,50,57.333,-151.067,83,86,"1,230",633,8,8,98,7.87,608,57.5125,-151.089,79,5.6614,68,8.054,32.109,,7.1247,,
743,2021,20210066,PRE,4316,6,Fixed Hook,3A,270,Albatross,Standard Grid,3-Jun-21,Y,,57.1822,-151.6813,37,57.1438,-151.6823,45,57.163,-151.6818,42,57.167,-151.683,55,30,"1,032",217,8,8,97,7.79,751,57.3532,-151.0697,93,5.1327,81,7.96,32.515,,5.5923,,
744,2021,20210067,PRE,4321,7,Fixed Hook,3A,270,Albatross,Standard Grid,3-Jun-21,Y,,57.3508,-151.3865,77,57.3125,-151.3813,74,57.3317,-151.3838,74,57.333,-151.383,183,113,"2,396",906,8,8,98,7.87,528,57.1815,-151.6825,137,5.3589,127,7.849,32.74,,4.924,,
745,2021,20210068,PRE,4322,8,Fixed Hook,3A,270,Albatross,Standard Grid,3-Jun-21,Y,,57.3498,-151.681,35,57.3132,-151.6842,35,57.3315,-151.6825,34,57.333,-151.683,38,11,935,89,8,8,99,7.95,650,57.3492,-151.38651,139,5.4573,49,8.072,32.016,,7.0991,,
746,2021,20210069,PRE,4324,9,Fixed Hook,3A,270,Albatross,Standard Grid,4-Jun-21,Y,,57.3042,-152.2623,37,57.2803,-152.3212,37,57.2922,-152.2918,37,57.333,-152.3,17,20,285,153,8,8,98,7.87,486,57.3455,-151.681,60,5.4903,57,8.078,32.028,,7.1073,,
747,2021,20210070,PRE,4323,10,Fixed Hook,3A,270,Albatross,Standard Grid,4-Jun-21,Y,,57.3323,-151.9692,40,57.3322,-152.0422,41,57.3322,-152.0057,40,57.333,-152,29,23,499,155,8,8,99,7.95,558,57.3042,-152.2623,64,5.3346,58,8.065,32.002,,7.0258,,
748,2021,20210071,PRE,4317,11,Fixed Hook,3A,270,Albatross,Standard Grid,4-Jun-21,Y,,57.1843,-151.9863,40,57.1475,-151.9827,39,57.166,-151.9845,39,57.167,-151.983,7,12,138,86,8,8,98,7.87,634,57.3308,-152.0448,71,5.3457,62,8.07,32.007,,7.0274,,
749,2021,20210072,KSU,4243,1,Fixed Hook,3A,270,Portlock,Standard Grid,30-May-21,Y,,57.5002,-150.8043,53,57.5,-150.7325,56,57.5002,-150.7685,54,57.5,-150.767,71,86,957,551,8,8,100,8.03,575,57.4997,-150.8062,93,5.4447,79,8.25,32.338,,6.4084,,
750,2021,20210073,KSU,4240,2,Fixed Hook,3A,270,Portlock,Standard Grid,30-May-21,Y,,57.3535,-150.7665,82,57.3113,-150.7673,96,57.3325,-150.767,88,57.333,-150.767,51,33,662,262,8,8,101,8.11,678,57.3537,-150.76981,146,5.3848,132,7.962,33.374,,3.3546,,
751,2021,20210074,KSU,4376,3,Fixed Hook,3A,270,Portlock,Standard Grid,30-May-21,Y,,57.3332,-150.4872,299,57.3207,-150.4117,309,57.3268,-150.4495,305,57.333,-150.45,2,0,27,0,8,8,99,7.95,836,,,,,,,,,,,
752,2021,20210075,KSU,4242,4,Fixed Hook,3A,270,Portlock,Standard Grid,31-May-21,Y,,57.5198,-150.4667,75,57.479,-150.4675,97,57.4995,-150.467,86,57.5,-150.467,76,38,916,305,8,8,100,8.03,588,57.5188,-150.4705,134,5.3652,121,8.13,32.707,,5.2946,,
753,2021,20210076,KSU,4241,5,Fixed Hook,3A,260,Portlock,Standard Grid,31-May-21,Y,,57.5207,-150.1507,208,57.4827,-150.149,290,57.5017,-150.1498,244,57.5,-150.15,76,33,901,268,8,8,100,8.03,718,57.5187,-150.15829,375,4.042,350,7.76,34.023,,0.7157,,
754,2021,20210077,KSU,4245,6,Fixed Hook,3A,260,Portlock,Standard Grid,31-May-21,Y,,57.6857,-150.1492,100,57.6443,-150.161,136,57.665,-150.155,116,57.667,-150.15,96,60,"1,043",455,8,8,100,8.03,821,57.6823,-150.1432,183,5.1721,173,7.892,33.529,,2.7007,,
755,2021,20210078,KSU,4260,7,Fixed Hook,3A,260,Portlock,Standard Grid,1-Jun-21,Y,,57.98,-149.8497,135,58.0213,-149.8502,127,58.0007,-149.8498,127,58,-149.85,17,18,224,153,8,8,100,8.03,503,58.0307,-149.8493,232,5.3358,148,7.962,33.397,,3.2371,,
756,2021,20210079,KSU,4259,8,Fixed Hook,3A,260,Portlock,Standard Grid,1-Jun-21,Y,,57.9797,-149.5337,73,58.0173,-149.534,90,57.9985,-149.5338,80,58,-149.533,36,34,444,252,8,8,100,8.03,594,57.9808,-149.5372,135,5.3443,120,8.003,33.309,,3.6564,,
757,2021,20210080,KSU,4198,9,Fixed Hook,3A,260,Gore Pt.,Standard Grid,2-Jun-21,Y,,58.1667,-149.4965,58,58.1667,-149.5757,61,58.1667,-149.5362,60,58.167,-149.533,4,13,59,73,8,8,99,7.95,469,,,,,,,,,,,
758,2021,20210081,KSU,4199,10,Fixed Hook,3A,260,Gore Pt.,Standard Grid,2-Jun-21,Y,,58.1668,-149.8117,75,58.1672,-149.8897,77,58.167,-149.8507,76,58.167,-149.85,38,37,472,280,8,8,100,8.03,600,58.1645,-149.813,139,5.4985,129,8.065,33.079,,4.3921,,
759,2021,20210082,KSU,4204,11,Fixed Hook,3A,260,Gore Pt.,Standard Grid,2-Jun-21,Y,,58.3132,-149.85,41,58.3532,-149.8502,46,58.3332,-149.8502,43,58.333,-149.85,8,40,87,265,8,8,100,8.03,716,58.3137,-149.8548,73,5.4055,61,8.148,32.657,,5.2808,,
760,2021,20210083,KSU,4269,12,Fixed Hook,3A,260,Portlock,Standard Grid,3-Jun-21,Y,,58.1663,-150.129,81,58.1667,-150.2075,79,58.1665,-150.1683,80,58.167,-150.167,40,8,605,67,8,8,100,8.03,491,58.1642,-150.13251,146,5.4221,138,8.092,32.922,,4.8045,,
761,2021,20210084,KSU,4205,13,Fixed Hook,3A,260,Gore Pt.,Standard Grid,3-Jun-21,Y,,58.3333,-150.1278,29,58.3333,-150.205,29,58.3333,-150.1663,29,58.333,-150.167,7,37,97,274,8,4,100,3.51,561,58.3267,-150.12399,53,6.2751,40,8.392,32.19,,7.2235,,
762,2021,20210085,KSU,4206,14,Fixed Hook,3A,260,Gore Pt.,Standard Grid,3-Jun-21,Y,,58.3333,-150.4438,30,58.3333,-150.5203,32,58.3333,-150.482,31,58.333,-150.483,3,30,42,189,8,8,100,8.03,674,58.3308,-150.44321,51,6.4061,40,8.397,32.11,,7.3525,,
763,2021,20210086,KSU,4217,15,Fixed Hook,3A,250,Gore Pt.,Standard Grid,4-Jun-21,Y,,58.6873,-149.8502,89,58.6477,-149.8497,76,58.6675,-149.8498,82,58.667,-149.85,45,20,678,152,8,8,100,8.03,494,58.687,-149.8418,165,5.5004,151,8.037,32.999,,4.3377,,
764,2021,20210087,KSU,4211,16,Fixed Hook,3A,260,Gore Pt.,Standard Grid,4-Jun-21,Y,,58.5207,-149.8502,80,58.481,-149.8502,73,58.5008,-149.8502,76,58.5,-149.85,49,43,637,315,8,8,99,7.95,626,58.5195,-149.84731,146,5.5158,134,8.057,32.961,,4.4207,,
765,2021,20210088,KSU,4212,17,Fixed Hook,3A,260,Gore Pt.,Standard Grid,4-Jun-21,Y,,58.5002,-150.1275,52,58.5002,-150.2067,49,58.5002,-150.1672,50,58.5,-150.167,23,51,436,305,8,8,100,8.03,726,58.4982,-150.12621,93,5.4566,81,8.186,32.533,,5.7422,,
766,2021,20210089,KSU,4235,18,Fixed Hook,3A,250,Gore Pt.,Standard Grid,7-Jun-21,Y,,59.1668,-150.144,71,59.1668,-150.2218,70,59.1668,-150.1828,67,59.167,-150.183,12,13,167,91,8,8,99,7.95,482,59.1648,-150.1463,130,5.3964,116,8.107,32.479,,5.8564,,
767,2021,20210090,KSU,4236,19,Fixed Hook,3A,260,Gore Pt.,Standard Grid,7-Jun-21,Y,,59.1668,-150.461,72,59.1668,-150.5393,59,59.1668,-150.5002,65,59.167,-150.5,13,20,220,129,8,8,100,8.03,634,59.1645,-150.4633,134,5.4661,120,8.123,32.513,,5.8151,,
768,2021,20210091,KSU,4231,20,Fixed Hook,3A,260,Gore Pt.,Standard Grid,7-Jun-21,Y,,59.0202,-150.5003,63,58.979,-150.5,67,58.9995,-150.5002,65,59,-150.5,16,53,204,377,8,8,99,7.95,754,58.9793,-150.4958,121,5.4065,108,8.089,32.678,,5.1602,,
769,2021,20210092,KSU,4225,21,Fixed Hook,3A,260,Gore Pt.,Standard Grid,8-Jun-21,Y,,58.8537,-150.4993,80,58.8133,-150.5008,99,58.8335,-150.5,91,58.833,-150.5,53,11,826,96,8,8,100,8.03,530,58.815,-150.5058,185,5.5927,174,7.951,33.106,,3.7626,,
770,2021,20210093,KSU,4226,22,Fixed Hook,3A,260,Gore Pt.,Standard Grid,8-Jun-21,Y,,58.8127,-150.8168,102,58.8528,-150.8175,84,58.8328,-150.8172,95,58.833,-150.817,31,35,407,263,8,8,99,7.95,664,58.8115,-150.82021,190,5.5372,177,7.983,32.995,,4.1005,,
771,2021,20210094,KSU,4232,23,Fixed Hook,3A,260,Gore Pt.,Standard Grid,8-Jun-21,Y,,58.9815,-150.8205,86,59.018,-150.847,87,58.9998,-150.8337,87,59,-150.833,17,10,314,80,8,8,99,7.95,774,58.9807,-150.8192,157,5.3382,134,8.142,32.413,,6.0499,,
772,2021,20210095,KSU,4239,24,Fixed Hook,3A,250,Gore Pt.,Standard Grid,9-Jun-21,Y,,59.3132,-150.5217,112,59.3445,-150.563,121,59.3288,-150.5423,145,59.333,-150.517,54,21,940,179,8,8,100,8.03,784,,,,,,,,,,,
773,2021,20210096,KSU,4551,25,Fixed Hook,3A,260,Gore Pt.,Standard Grid,9-Jun-21,Y,,59.2995,-150.7932,62,59.3327,-150.8332,118,59.316,-150.8132,95,59.333,-150.833,39,19,842,150,8,8,99,7.95,437,,,,,,,,,,,
774,2021,20210097,KSU,4237,26,Fixed Hook,3A,260,Gore Pt.,Standard Grid,9-Jun-21,Y,,59.1667,-150.795,103,59.1667,-150.8722,41,59.1667,-150.8337,68,59.167,-150.833,25,31,442,249,8,8,100,8.03,824,,,,,,,,,,,
775,2021,20210098,KSU,4228,27,Fixed Hook,3A,260,Gore Pt.,Standard Grid,10-Jun-21,Y,,58.8333,-151.505,56,58.8333,-151.4253,54,58.8333,-151.4652,57,58.833,-151.467,27,45,439,324,8,8,99,7.95,532,58.8345,-151.5085,102,5.6678,89,8.189,32.387,,6.0675,,
776,2021,20210099,KSU,4227,28,Fixed Hook,3A,260,Gore Pt.,Standard Grid,10-Jun-21,Y,,58.8335,-151.1722,70,58.8447,-151.1023,87,58.839,-151.1372,78,58.833,-151.133,47,49,814,328,8,8,99,7.95,718,58.8333,-151.1778,135,5.4016,127,8.138,32.464,,5.8463,,
777,2021,20210100,KSU,4233,29,Fixed Hook,3A,260,Gore Pt.,Standard Grid,10-Jun-21,Y,,59.0002,-151.19,86,58.9963,-151.1275,83,58.9982,-151.1588,84,59,-151.15,68,22,"1,197",170,8,8,101,8.11,824,58.9993,-151.1907,155,5.5424,143,8.208,32.176,,6.3877,,
778,2021,20210101,KSU,4555,30,Fixed Hook,3A,260,Portlock,Standard Grid,11-Jun-21,Y,,58.8525,-151.7797,52,58.8137,-151.751,76,58.833,-151.7653,61,58.833,-151.767,30,42,472,330,8,8,100,8.03,489,58.8562,-151.789,106,6.2184,102,8.25,32.291,,6.2693,,
779,2021,20210102,KSU,4283,31,Fixed Hook,3A,260,Portlock,Standard Grid,11-Jun-21,Y,,58.6667,-151.805,71,58.6668,-151.7253,78,58.6668,-151.7652,70,58.667,-151.767,70,84,"1,136",614,8,8,99,7.95,640,58.6668,-151.81,126,5.4748,114,8.087,32.703,,5.1845,,
780,2021,20210103,KSU,4282,32,Fixed Hook,3A,260,Portlock,Standard Grid,11-Jun-21,Y,,58.6668,-151.4887,99,58.6667,-151.4112,100,58.6668,-151.4498,100,58.667,-151.45,29,29,449,204,8,8,100,8.03,743,58.6647,-151.4922,179,5.5007,169,8.016,32.874,,4.4653,,
781,2021,20210104,KSU,4234,33,Fixed Hook,3A,260,Gore Pt.,Standard Grid,12-Jun-21,Y,,59.0002,-151.5052,62,59.0003,-151.4265,75,59.0003,-151.4658,69,59,-151.467,24,37,357,282,8,8,100,8.03,521,58.999,-151.4247,135,5.9599,123,8.289,32.021,,6.619,,
782,2021,20210105,KSU,4550,34,Fixed Hook,3A,260,Gore Pt.,Standard Grid,12-Jun-21,Y,,59.1782,-151.4983,21,59.1808,-151.4102,62,59.1795,-151.4542,43,59.167,-151.467,51,68,"1,211",478,8,8,100,8.03,663,59.1802,-151.4055,102,6.6114,87,8.367,31.844,,6.7838,,
783,2021,20210106,KSU,4238,35,Fixed Hook,3A,260,Gore Pt.,Standard Grid,12-Jun-21,Y,,59.1662,-151.1912,30,59.167,-151.1147,29,59.1667,-151.1528,28,59.167,-151.15,60,57,"1,336",445,8,8,99,7.95,803,59.1655,-151.1897,51,6.9605,45,8.401,31.686,,6.9012,,
784,2021,20210133,STW,3068,14,Fixed Hook,2C,150,Ommaney,Standard Grid,7-Jun-21,Y,,55.9825,-134.6335,141,56.0183,-134.6333,238,56.0005,-134.6333,206,56,-134.633,76,13,"2,372",106,8,8,99,7.95,511,56.019,-134.6322,437,8.1719,35,8.147,31.776,,6.4408,,
785,2021,20210134,STW,3069,15,Fixed Hook,2C,150,Ommaney,Standard Grid,7-Jun-21,Y,,55.9822,-134.9162,192,56.0193,-134.9172,210,56.0008,-134.9167,202,56,-134.917,37,22,921,168,8,8,99,7.95,641,56.0187,-134.9153,375,5.9439,230,7.685,33.807,,2.3278,,
786,2021,20210135,STW,3063,16,Fixed Hook,2C,150,Ommaney,Standard Grid,7-Jun-21,Y,,55.8142,-134.9168,106,55.8547,-134.9167,102,55.8345,-134.9168,103,55.833,-134.917,33,16,946,111,8,8,99,7.95,729,55.8158,-134.91949,192,6.1537,154,7.81,33.149,,3.6502,,
787,2021,20210136,STW,3215,17,Fixed Hook,2C,160,Ommaney,Standard Grid,8-Jun-21,Y,,55.982,-135.5167,324,56.0172,-135.5163,329,55.9995,-135.5165,328,56,-135.515,0,0,0,0,8,8,100,8.03,472,,,,,,,,,,,
788,2021,20210137,STW,3070,18,Fixed Hook,2C,160,Ommaney,Standard Grid,8-Jun-21,Y,,56.0175,-135.2168,212,55.9867,-135.2167,175,56.002,-135.2168,202,56,-135.217,46,11,"1,311",92,8,8,100,8.03,604,55.987,-135.218,534,5.0075,322,7.591,33.965,,1.3587,,
789,2021,20210138,STW,3064,19,Fixed Hook,2C,150,Ommaney,Standard Grid,8-Jun-21,Y,,55.851,-135.2167,115,55.8175,-135.2168,206,55.8343,-135.2168,135,55.833,-135.217,34,16,786,124,8,8,100,8.03,734,55.8532,-135.21651,342,5.8741,179,7.711,33.623,,2.6358,,
790,2021,20210139,STW,3058,20,Fixed Hook,2C,150,Ommaney,Standard Grid,9-Jun-21,Y,,55.6845,-134.9167,109,55.6503,-134.9165,113,55.6675,-134.9165,110,55.667,-134.917,139,37,"4,218",335,8,8,100,8.03,646,55.6502,-134.91701,207,5.8801,193,7.693,33.687,,2.4941,,
791,2021,20210140,STW,3054,21,Fixed Hook,2C,150,Ommaney,Standard Grid,9-Jun-21,Y,,55.4997,-134.9317,150,55.5005,-134.8667,168,55.5,-134.8992,161,55.5,-134.9,58,9,"1,379",76,8,8,100,8.03,812,55.4997,-134.9335,271,5.4905,253,7.64,33.863,,1.8755,,
792,2021,20210141,STW,3050,22,Fixed Hook,2C,150,Ommaney,Standard Grid,9-Jun-21,Y,,55.3537,-134.6002,109,55.3183,-134.5995,118,55.336,-134.5998,112,55.333,-134.6,59,17,"1,480",127,8,8,100,8.03,"1,431",55.3537,-134.6002,208,5.8443,173,7.687,33.696,,2.3642,,
793,2021,20210142,STW,3208,23,Fixed Hook,2C,150,Ommaney,Standard Grid,10-Jun-21,Y,,55.1487,-134.2222,260,55.1857,-134.2222,225,55.1672,-134.2222,252,55.167,-134.3,1,0,12,0,8,8,99,7.95,578,,,,,,,,,,,
794,2021,20210143,STW,3076,24,Fixed Hook,2C,152,Ommaney,Standard Grid,11-Jun-21,Y,,56.3512,-133.7335,103,56.31,-133.7333,144,56.3307,-133.7335,104,56.333,-133.733,22,4,716,27,8,8,99,7.95,449,56.3105,-133.73599,223,6.5277,210,7.804,32.764,,3.8362,,
795,2021,20210144,STW,3223,25,Fixed Hook,2C,152,Ommaney,Standard Grid,11-Jun-21,Y,,56.691,-133.1733,13,56.6625,-133.127,10,56.6768,-133.1502,15,56.666,-133.137,17,11,510,88,8,8,100,8.03,484,56.6628,-133.1282,22,9.6091,13,7.875,27.091,,5.3457,,
796,2021,20210224,BDP,4013,17,Fixed Hook,3A,185,Fairweather,Standard Grid,6-Jun-21,Y,,58.3333,-137.1393,91,58.3335,-137.2158,100,58.3335,-137.1777,94,58.333,-137.167,2,7,26,39,8,8,98,7.87,417,58.3375,-137.1442,174,6.046,164,7.891,32.714,,4.9691,,
797,2021,20210225,BDP,4014,18,Fixed Hook,3A,185,Fairweather,Standard Grid,6-Jun-21,Y,,58.3333,-137.442,102,58.3335,-137.518,103,58.3335,-137.48,102,58.333,-137.483,1,3,19,21,8,8,99,7.95,535,58.3343,-137.44479,190,5.9582,179,7.772,32.984,,3.9059,,
798,2021,20210226,BDP,4021,19,Fixed Hook,3A,185,Fairweather,Standard Grid,6-Jun-21,Y,,58.4613,-137.4767,83,58.4905,-137.5287,77,58.476,-137.5027,78,58.5,-137.467,1,4,13,28,8,8,98,7.87,646,,,,,,,,,,,
799,2021,20210227,BDP,4024,20,Fixed Hook,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.5012,-138.473,63,58.501,-138.401,64,58.5012,-138.437,63,58.5,-138.433,13,59,138,408,8,8,98,7.87,434,58.5035,-138.47031,117,5.7696,108,7.898,32.494,,5.5298,,
800,2021,20210228,BDP,4023,21,Fixed Hook,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.4995,-138.1455,72,58.5,-138.0703,77,58.4998,-138.1078,74,58.5,-138.117,0,2,0,13,8,8,99,7.95,529,58.4983,-138.14169,134,5.7763,123,7.879,32.416,,5.3988,,
801,2021,20210229,BDP,4029,22,Fixed Hook,3A,190,Fairweather,Standard Grid,7-Jun-21,Y,,58.667,-138.1492,49,58.6667,-138.075,52,58.6668,-138.1122,51,58.667,-138.1,6,0,232,0,8,8,98,7.87,645,58.6633,-138.07851,99,5.7867,89,7.856,32.175,,5.1023,,
802,2021,20210230,BDP,4025,23,Fixed Hook,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.5003,-138.7825,51,58.5,-138.7108,49,58.5002,-138.7467,52,58.5,-138.75,37,98,593,677,8,8,99,7.95,426,58.5003,-138.7825,88,5.7912,78,7.912,32.431,,5.66,,
803,2021,20210231,BDP,4031,24,Fixed Hook,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.6668,-138.7762,55,58.6665,-138.702,56,58.6667,-138.7392,55,58.667,-138.733,8,23,203,131,8,8,100,8.03,528,58.665,-138.7793,104,5.7984,93,7.921,32.387,,5.7363,,
804,2021,20210232,BDP,4030,25,Fixed Hook,3A,190,Fairweather,Standard Grid,8-Jun-21,Y,,58.6668,-138.4568,71,58.6665,-138.384,74,58.6667,-138.4205,73,58.667,-138.417,0,0,0,0,8,8,99,7.95,631,58.6657,-138.46201,130,5.8052,119,7.914,32.469,,5.8286,,
805,2021,20210233,BDP,4027,26,Fixed Hook,3A,190,Fairweather,Standard Grid,9-Jun-21,N,DS,58.4995,-139.3513,81,58.5002,-139.4282,99,58.4998,-139.3897,93,58.5,-139.383,74,63,"1,774",440,8,8,99,7.95,449,58.5018,-139.3532,157,5.9008,147,7.885,32.71,,5.384,,
806,2021,20210234,BDP,4033,27,Fixed Hook,3A,190,Fairweather,Standard Grid,9-Jun-21,Y,,58.6672,-139.423,138,58.6667,-139.3513,138,58.6668,-139.3872,138,58.667,-139.383,37,8,725,61,8,8,99,7.95,577,58.6685,-139.4222,254,5.0633,242,7.581,33.924,,1.5696,,
807,2021,20210235,BDP,4032,28,Fixed Hook,3A,190,Fairweather,Standard Grid,9-Jun-21,Y,,58.6672,-139.0922,93,58.6672,-139.0163,68,58.6672,-139.0543,78,58.667,-139.067,19,57,276,414,8,8,99,7.95,678,58.6683,-139.0903,172,6.1369,161,7.725,33.33,,3.3507,,
808,2021,20210236,BDP,4035,29,Fixed Hook,3A,200,Fairweather,Standard Grid,10-Jun-21,Y,,58.6672,-139.9755,105,58.6667,-140.0503,106,58.667,-140.0128,105,58.667,-140.017,69,48,"1,855",303,8,8,100,8.03,477,,,,,,,,,,,
809,2021,20210237,BDP,4034,30,Fixed Hook,3A,190,Fairweather,Standard Grid,10-Jun-21,N,DS,58.6668,-139.6687,104,58.6667,-139.7448,102,58.6668,-139.7068,103,58.667,-139.7,6,20,88,134,8,8,100,8.03,553,58.6633,-139.74429,190,6.0541,179,7.68,33.588,,2.8134,,
810,2021,20210238,BDP,4028,31,Fixed Hook,3A,190,Fairweather,Standard Grid,10-Jun-21,N,DS,58.5,-139.6682,143,58.5,-139.7418,126,58.5,-139.705,135,58.5,-139.7,8,2,166,17,8,8,99,7.95,675,58.498,-139.7473,227,4.8501,214,7.565,33.946,,1.4287,,
811,2021,20210239,BDP,4043,32,Fixed Hook,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.9995,-138.452,35,59.0003,-138.3783,35,59,-138.4152,35,59,-138.4,6,9,157,65,8,8,99,7.95,444,58.9987,-138.3765,62,7.4124,52,8.146,31.868,,6.6908,,
812,2021,20210240,BDP,4037,33,Fixed Hook,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.8542,-138.4005,39,58.8138,-138.4,42,58.834,-138.4003,40,58.833,-138.4,39,4,915,26,8,8,99,7.95,550,58.8135,-138.39819,79,5.9727,69,7.911,32.073,,5.6404,,
813,2021,20210241,BDP,4036,34,Fixed Hook,3A,190,Fairweather,Standard Grid,11-Jun-21,Y,,58.8502,-138.0828,21,58.8107,-138.0832,36,58.8305,-138.083,29,58.833,-138.083,29,4,"1,058",27,8,8,99,7.95,644,58.808,-138.08549,69,6.7079,60,7.999,32.136,,5.9399,,
