Row number,Year,Stlkey,Vessel code,Station,Setno,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
179,2021,20210340,PRE,4328,49,3A,270,Albatross,Standard Grid,22-Jun-21,Y,,57.5252,-152.0843,34,57.5023,-152.0328,23,57.5137,-152.0585,30,57.5,-152.017,59,45,1415.00,331.00,8,8,99,7.95,622,57.6683,-152.045,110,6.7528,34,7.045,32.083,,6.8951,,
180,2021,20210341,BDP,4050,38,3A,200,Fairweather,Standard Grid,15-Jun-21,Y,,59.34,-139.3818,14,59.3187,-139.3163,16,59.3293,-139.349,14,59.333,-139.35,3,30,37.00,185.00,8,8,99,7.95,425,,,,,,,,,,,
181,2021,20210342,BDP,4049,39,3A,200,Fairweather,Standard Grid,15-Jun-21,Y,,59.1845,-139.3502,54,59.1453,-139.3507,56,59.1648,-139.3505,54,59.167,-139.35,0,1,0.00,6.00,8,8,100,8.03,533,59.1872,-139.3535,97,5.8562,88,7.925,32.261,,6.0293,,
182,2021,20210343,BDP,4048,40,3A,190,Fairweather,Standard Grid,15-Jun-21,Y,,59.182,-139.0328,29,59.1418,-139.035,34,59.162,-139.0338,30,59.167,-139.033,6,18,84.00,96.00,8,8,100,8.03,618,59.1837,-139.02921,53,8.0974,28,8.2,31.769,,6.7003,,
183,2021,20210344,BDP,4045,41,3A,190,Fairweather,Standard Grid,16-Jun-21,Y,,58.9797,-139.034,60,59.0193,-139.0332,55,58.9995,-139.0337,57,59,-139.033,9,20,291.00,130.00,8,8,98,7.87,463,,,,,,,,,,,
184,2021,20210345,BDP,4046,42,3A,190,Fairweather,Standard Grid,16-Jun-21,Y,,58.9797,-139.3672,62,59.019,-139.3667,61,58.9993,-139.367,61,59,-139.367,2,24,30.00,140.00,8,8,99,7.95,548,,,,,,,,,,,
185,2021,20210346,BDP,4040,43,3A,190,Fairweather,Standard Grid,16-Jun-21,Y,,58.8167,-139.3672,78,58.8545,-139.3668,71,58.8357,-139.367,74,58.833,-139.367,24,47,787.00,352.00,8,8,99,7.95,611,,,,,,,,,,,
186,2021,20210347,BDP,4042,44,3A,200,Fairweather,Standard Grid,17-Jun-21,Y,,58.8123,-140.0165,98,58.8518,-140.017,95,58.832,-140.0168,96,58.833,-140.017,19,61,609.00,461.00,8,8,99,7.95,442,,,,,,,,,,,
187,2021,20210348,BDP,4041,45,3A,200,Fairweather,Standard Grid,17-Jun-21,Y,,58.8097,-139.7007,92,58.8475,-139.6998,88,58.8287,-139.7003,90,58.833,-139.7,32,67,818.00,540.00,8,8,99,7.95,552,58.8128,-139.7025,165,5.904,154,7.811,33.05,,4.6564,,
188,2021,20210349,BDP,4047,46,3A,200,Fairweather,Standard Grid,17-Jun-21,Y,,58.9793,-139.684,69,59.019,-139.6835,67,58.9992,-139.6838,67,59,-139.683,33,51,1187.00,356.00,8,8,100,8.03,674,59.0165,-139.679,123,5.7804,113,7.834,32.615,,5.0213,,
189,2021,20210350,BDP,4020,47,3A,190,Fairweather,Standard Grid,18-Jun-21,N,DS,58.35,-139.3593,130,58.35,-139.4353,143,58.35,-139.3973,136,58.333,-139.4,76,20,1424.00,177.00,8,8,99,7.95,484,58.3528,-139.4398,278,5.7696,268,7.625,33.831,,2.2522,,
190,2021,20210351,BDP,4019,48,3A,190,Fairweather,Standard Grid,18-Jun-21,Y,,58.3347,-139.047,58,58.3335,-139.1243,68,58.3342,-139.0857,62,58.333,-139.083,69,83,1711.00,593.00,8,8,99,7.95,559,,,,,,,,,,,
191,2021,20210352,BDP,4026,49,3A,190,Fairweather,Standard Grid,18-Jun-21,Y,,58.477,-139.0667,49,58.5148,-139.067,60,58.496,-139.0668,55,58.5,-139.067,6,60,73.00,398.00,8,8,99,7.95,684,58.514,-139.06171,110,5.9125,99,7.918,32.282,,5.9529,,
192,2021,20210353,BDP,4017,50,3A,190,Fairweather,Standard Grid,19-Jun-21,Y,,58.3137,-138.4347,72,58.3527,-138.4333,72,58.3332,-138.434,72,58.333,-138.433,0,0,0.00,0.00,8,8,99,7.95,476,58.3102,-138.43381,123,5.8788,113,7.852,32.479,,5.2559,,
193,2021,20210354,BDP,4018,51,3A,190,Fairweather,Standard Grid,19-Jun-21,Y,,58.3535,-138.7665,57,58.3143,-138.7668,74,58.334,-138.7667,67,58.333,-138.767,12,24,323.00,146.00,8,8,100,8.03,571,58.3135,-138.7675,135,5.8982,125,7.809,32.785,,4.6573,,
194,2021,20210355,BDP,4012,52,3A,190,Fairweather,Standard Grid,19-Jun-21,Y,,58.1498,-138.7668,160,58.1907,-138.7672,96,58.1702,-138.767,105,58.167,-138.767,41,56,954.00,415.00,8,8,100,8.03,657,58.1552,-138.7742,223,6.1949,210,7.667,33.629,,2.7349,,
195,2021,20210356,BDP,4011,53,3A,185,Fairweather,Standard Grid,20-Jun-21,Y,,58.147,-138.4503,92,58.1865,-138.4502,87,58.1667,-138.4503,89,58.167,-138.45,89,42,2251.00,351.00,8,8,99,7.95,527,58.1888,-138.4537,159,6.0815,148,7.779,33.078,,4.1058,,
196,2021,20210357,BDP,4010,54,3A,185,Fairweather,Standard Grid,20-Jun-21,N,DS,58.1475,-138.1327,80,58.1867,-138.1338,79,58.1672,-138.1332,80,58.167,-138.133,9,13,223.00,89.00,8,8,100,8.03,640,,,,,,,,,,,
197,2021,20210358,BDP,4501,55,3A,185,Fairweather,Standard Grid,20-Jun-21,N,DS,58.0005,-138.1578,238,58.0048,-138.0885,225,58.0027,-138.1232,174,58,-138.133,36,1,994.00,11.00,8,8,99,7.95,736,,,,,,,,,,,
198,2021,20210359,BDP,3116,56,2C,181,Sitka,Standard Grid,21-Jun-21,Y,,58.1573,-136.5547,80,58.1277,-136.6013,150,58.1425,-136.578,151,58.167,-136.6,49,4,1871.00,30.00,8,8,99,7.95,548,58.1577,-136.54919,157,6.6714,153,7.853,32.561,,4.344,,
199,2021,20210360,BDP,3239,57,2C,182,Sitka,Standard Grid,21-Jun-21,Y,,58.3337,-136,21,58.3348,-135.9218,20,58.3342,-135.961,25,58.333,-135.966,82,42,2644.00,300.00,8,8,99,7.95,711,,,,,,,,,,,
200,2021,20210418,BDP,4008,58,3A,185,Fairweather,Standard Grid,25-Jun-21,Y,,58.1462,-137.4997,78,58.1872,-137.5,78,58.1667,-137.4998,78,58.167,-137.5,21,83,479.00,580.00,8,8,99,7.95,499,,,,,,,,,,,
201,2021,20210419,BDP,4009,59,3A,185,Fairweather,Standard Grid,25-Jun-21,Y,,58.1455,-137.817,85,58.1863,-137.8167,80,58.1658,-137.8168,83,58.167,-137.817,17,13,350.00,108.00,8,8,98,7.87,593,58.1865,-137.81531,152,6.051,142,7.744,33.104,,3.7209,,
202,2021,20210420,BDP,4005,60,3A,185,Fairweather,Standard Grid,25-Jun-21,Y,,57.9818,-137.833,105,58.0222,-137.8333,95,58.002,-137.8332,99,58,-137.833,38,50,765.00,378.00,8,8,99,7.95,659,,,,,,,,,,,
203,2021,20210421,BDP,4016,61,3A,185,Fairweather,Standard Grid,26-Jun-21,Y,,58.3147,-138.117,73,58.3523,-138.1167,71,58.3335,-138.1168,71,58.333,-138.117,6,25,117.00,174.00,8,8,99,7.95,439,58.3532,-138.1203,126,5.9218,117,7.855,32.698,,4.9871,,
204,2021,20210422,BDP,4015,62,3A,185,Fairweather,Standard Grid,26-Jun-21,Y,,58.3172,-137.8002,95,58.3553,-137.8,97,58.3362,-137.8002,95,58.333,-137.8,18,3,448.00,26.00,8,8,99,7.95,530,58.3572,-137.8055,179,6.043,168,7.759,33.086,,3.7903,,
205,2021,20210423,BDP,4022,63,3A,185,Fairweather,Standard Grid,26-Jun-21,Y,,58.4758,-137.7835,89,58.5148,-137.7833,82,58.4953,-137.7835,84,58.5,-137.783,0,0,0.00,0.00,8,8,99,7.95,682,58.5122,-137.7897,152,5.9168,143,7.863,32.694,,4.8427,,
206,2021,20210424,BDP,4004,64,3A,185,Fairweather,Standard Grid,27-Jun-21,Y,,57.979,-137.5163,92,58.0177,-137.5167,86,57.9983,-137.5165,91,58,-137.517,27,4,617.00,34.00,8,8,99,7.95,482,,,,,,,,,,,
207,2021,20210425,BDP,4003,65,3A,185,Fairweather,Standard Grid,27-Jun-21,N,DS,57.9988,-137.1655,157,58,-137.2417,88,57.9995,-137.2037,111,58,-137.2,156,10,2695.00,85.00,8,8,99,7.95,563,57.9943,-137.2365,166,6.071,157,7.812,33.031,,3.9784,,
208,2021,20210426,BDP,4001,66,3A,185,Fairweather,Standard Grid,27-Jun-21,N,DS,57.833,-137.1807,203,57.8335,-137.2538,125,57.8332,-137.2172,164,57.833,-137.217,4,2,56.00,16.00,8,8,99,7.95,665,57.8292,-137.2507,214,5.7307,204,7.702,33.62,,2.5347,,
209,2021,20210427,BDP,4002,67,3A,185,Fairweather,Standard Grid,28-Jun-21,N,DS,57.9997,-136.9353,235,58.0002,-136.8647,219,57.9998,-136.9,227,58,-136.9,1,0,18.00,0.00,8,8,99,7.95,448,58,-136.8748,404,4.6038,391,7.577,34.016,,0.958,,
210,2021,20210428,BDP,4006,68,3A,185,Fairweather,Standard Grid,28-Jun-21,N,DS,58.1668,-136.8852,103,58.1667,-136.963,106,58.1668,-136.9242,107,58.167,-136.917,32,4,729.00,34.00,8,8,99,7.95,542,58.1622,-136.9572,198,5.6976,186,7.715,33.669,,2.5476,,
211,2021,20210429,BDP,4007,69,3A,185,Fairweather,Standard Grid,28-Jun-21,N,DS,58.1662,-137.1483,67,58.1665,-137.2232,68,58.1663,-137.1857,66,58.167,-137.183,104,62,2392.00,527.00,8,8,99,7.95,655,,,,,,,,,,,
212,2021,20210430,BDP,3115,70,2C,182,Sitka,Standard Grid,29-Jun-21,Y,,58.1667,-135.3722,84,58.1668,-135.2975,95,58.1668,-135.3348,95,58.167,-135.333,31,36,537.00,272.00,8,8,99,7.95,489,58.1662,-135.295,154,5.4496,152,7.739,32.919,,3.1066,,
213,2021,20210431,BDP,3114,71,2C,171,Sitka,Standard Grid,29-Jun-21,Y,,58.167,-135.0668,89,58.1653,-134.9963,221,58.1662,-135.0317,106,58.167,-135.017,21,23,414.00,168.00,8,8,98,7.87,619,58.1668,-135.0675,170,5.3575,163,7.708,33.063,,2.9068,,
214,2021,20210432,BDP,3122,72,2C,171,Sitka,Standard Grid,29-Jun-21,Y,,58.3578,-135.0368,305,58.3157,-135.0335,321,58.3367,-135.0352,313,58.333,-135.033,5,1,95.00,8.00,8,8,98,7.87,731,,,,,,,,,,,
215,2021,20210433,BDP,3242,73,2C,183,Sitka,Standard Grid,30-Jun-21,Y,,58.98,-135.3652,57,59.0178,-135.3652,68,58.9988,-135.3652,60,58.999,-135.372,11,6,301.00,45.00,8,8,98,7.87,862,,,,,,,,,,,
216,2021,20210434,BDP,3243,74,2C,183,Sitka,Standard Grid,30-Jun-21,Y,,59.3133,-135.3755,244,59.3515,-135.3668,100,59.3325,-135.3712,142,59.333,-135.372,2,2,173.00,19.00,8,8,98,7.87,422,58.3153,-135.3777,440,4.647,429,7.575,32.302,,3.3792,,
217,2021,20210435,BDP,3121,75,2C,173,Sitka,Standard Grid,3-Jul-21,Y,,58.3133,-134.7183,46,58.3517,-134.7175,44,58.3325,-134.7178,41,58.333,-134.717,11,1,312.00,7.00,8,8,99,7.95,479,58.35,-134.71581,79,5.219,69,7.916,31.646,,5.0256,,
218,2021,20210436,BDP,3123,76,2C,183,Sitka,Standard Grid,3-Jul-21,Y,,58.4795,-135.0183,159,58.515,-135.0437,184,58.4973,-135.031,159,58.5,-135.033,34,33,600.00,277.00,8,8,98,7.87,607,,,,,,,,,,,
219,2021,20210437,BDP,3124,77,2C,183,Sitka,Standard Grid,3-Jul-21,Y,,58.6397,-135.049,178,58.6783,-135.0497,155,58.659,-135.0493,164,58.667,-135.05,36,27,599.00,210.00,8,8,99,7.95,739,58.637,-135.0472,329,5.2855,318,7.647,33.785,,1.5368,,
220,2021,20210438,BDP,3228,78,2C,161,Sitka,Standard Grid,4-Jul-21,Y,,57.0167,-134.6658,320,56.9917,-134.6675,320,57.0042,-134.6667,320,57,-134.667,1,1,12.00,10.00,5,5,100,5.02,417,,,,,,,,,,,
221,2021,20210439,BDP,3224,79,2C,161,Sitka,Standard Grid,4-Jul-21,Y,,56.8483,-134.6495,370,56.8245,-134.6503,386,56.8365,-134.6498,378,56.833,-134.655,5,0,279.00,0.00,5,5,100,5.02,543,,,,,,,,,,,
222,2021,20210440,BDP,3237,80,2C,171,Sitka,Standard Grid,5-Jul-21,Y,,57.8497,-134.9485,107,57.8667,-135.015,66,57.8582,-134.9818,72,57.849,-134.945,37,34,814.00,235.00,8,8,99,7.95,423,,,,,,,,,,,
223,2021,20210441,BDP,3240,81,2C,184,Sitka,Standard Grid,6-Jul-21,Y,,58.6472,-136.0238,88,58.6843,-136.0273,93,58.6658,-136.0255,85,58.666,-135.964,14,28,379.00,210.00,8,8,99,7.95,412,58.687,-136.02721,172,5.6794,161,8.036,31.267,,5.8702,,
224,2021,20210442,BDP,3241,82,2C,184,Sitka,Standard Grid,6-Jul-21,Y,,58.6783,-136.3035,100,58.6513,-136.252,77,58.6648,-136.2777,67,58.666,-136.283,27,23,886.00,158.00,8,8,99,7.95,517,58.6778,-136.30231,183,5.0118,173,7.984,31.246,,5.9977,,
225,2021,20210443,BDP,3111,83,2C,181,Sitka,Standard Grid,7-Jul-21,Y,,57.8325,-136.91,242,57.8383,-136.8407,98,57.8353,-136.8753,187,57.833,-136.883,64,18,1088.00,166.00,8,8,99,7.95,463,57.8332,-136.8347,179,6.2135,170,7.819,33.794,,2.6942,,
226,2021,20210444,BDP,3110,84,2C,181,Sitka,Standard Grid,7-Jul-21,Y,,57.81,-136.5807,62,57.81,-136.65,72,57.81,-136.6153,65,57.833,-136.567,120,106,2532.00,873.00,8,8,99,7.95,565,57.8108,-136.65331,132,5.9741,122,7.936,32.846,,4.3184,,
227,2021,20210445,BDP,3108,85,2C,170,Sitka,Standard Grid,7-Jul-21,Y,,57.6525,-136.5505,97,57.6915,-136.5513,82,57.672,-136.551,89,57.667,-136.55,165,106,2687.00,933.00,8,8,100,8.03,683,,,,,,,,,,,
228,2021,20210446,BDP,3235,86,2C,170,Sitka,Standard Grid,8-Jul-21,Y,,57.6878,-136.2833,35,57.6653,-136.345,35,57.6767,-136.3142,31,57.667,-136.233,35,27,1704.00,172.00,8,8,99,7.95,420,57.6667,-136.3438,68,7.1732,59,8.112,32.125,,5.6168,,
229,2021,20210447,BDP,3233,87,2C,170,Sitka,Standard Grid,8-Jul-21,Y,,57.525,-136.4875,101,57.4863,-136.4823,106,57.5057,-136.4848,103,57.5,-136.55,120,28,2536.00,248.00,8,8,99,7.95,555,57.5275,-136.4825,185,6.1036,175,7.853,33.624,,2.8795,,
230,2021,20210448,BDP,3106,88,2C,170,Sitka,Standard Grid,8-Jul-21,Y,,57.5167,-136.2333,48,57.4767,-136.2333,55,57.4967,-136.2333,47,57.5,-136.233,80,37,2488.00,257.00,8,8,99,7.95,665,57.5172,-136.23421,88,6.5321,73,8.06,32.366,,5.2582,,
231,2021,20210473,KSU,4222,54,3A,250,Gore Pt.,Standard Grid,25-Jun-21,Y,,58.8335,-149.572,125,58.8335,-149.492,120,58.8335,-149.532,122,58.833,-149.533,15,0,301.00,0.00,8,8,100,8.03,505,58.8323,-149.58099,229,5.3367,214,7.731,33.664,,1.9175,,
232,2021,20210474,KSU,4216,55,3A,250,Gore Pt.,Standard Grid,25-Jun-21,Y,,58.6667,-149.5725,75,58.6657,-149.4958,67,58.6662,-149.5342,71,58.667,-149.533,7,36,89.00,250.00,8,8,101,8.11,647,58.6695,-149.5708,141,5.5356,129,7.986,32.845,,4.4997,,
233,2021,20210475,KSU,4215,56,3A,250,Gore Pt.,Standard Grid,25-Jun-21,Y,,58.6667,-149.2555,74,58.6665,-149.1832,75,58.6665,-149.2193,73,58.667,-149.217,10,43,177.00,277.00,8,8,100,8.03,732,58.6647,-149.25349,139,5.4457,128,8.023,32.686,,4.9716,,
234,2021,20210476,KSU,4208,57,3A,250,Gore Pt.,Standard Grid,26-Jun-21,Y,,58.5007,-148.9203,61,58.5,-148.841,62,58.5003,-148.8807,61,58.5,-148.883,52,61,901.00,439.00,8,8,100,8.03,510,58.4995,-148.9283,112,5.6017,98,8.072,32.567,,5.4252,,
235,2021,20210477,KSU,4207,58,3A,250,Gore Pt.,Standard Grid,26-Jun-21,Y,,58.5,-148.6048,66,58.4997,-148.5267,140,58.4998,-148.5658,80,58.5,-148.567,58,30,899.00,251.00,8,8,100,8.03,676,58.5025,-148.6078,121,5.5379,109,8.055,32.797,,5.1396,,
236,2021,20210478,KSU,4200,59,3A,250,Gore Pt.,Standard Grid,26-Jun-21,Y,,58.3533,-148.5835,84,58.3115,-148.5832,133,58.3323,-148.5833,102,58.333,-148.583,113,32,1997.00,219.00,8,8,99,7.95,765,58.3548,-148.5793,159,5.5434,146,8.054,33.022,,5.4163,,
237,2021,20210479,KSU,4196,60,3A,250,Gore Pt.,Standard Grid,27-Jun-21,Y,,58.1667,-148.9383,69,58.1668,-148.8628,89,58.1667,-148.9005,74,58.167,-148.9,58,38,881.00,255.00,8,8,100,8.03,510,58.1657,-148.9442,124,5.7051,111,7.957,33.155,,4.0669,,
238,2021,20210480,KSU,4549,61,3A,250,Gore Pt.,Standard Grid,27-Jun-21,N,DS,58.0198,-148.8998,126,57.9777,-148.8997,270,57.9987,-148.8997,147,58,-148.902,74,12,1280.00,95.00,8,8,99,7.95,692,58.0183,-148.90829,355,5.1525,311,7.772,33.769,,1.964,,
239,2021,20210481,KSU,4195,62,3A,250,Gore Pt.,Standard Grid,27-Jun-21,Y,,58.0198,-149.2167,80,57.978,-149.216,80,57.999,-149.2163,75,58,-149.217,209,87,3021.00,699.00,8,8,100,8.03,816,58.0187,-149.2117,146,5.6213,136,7.961,33.121,,4.0105,,
240,2021,20210482,KSU,4244,63,3A,260,Portlock,Standard Grid,28-Jun-21,Y,,57.6467,-149.8332,279,57.6872,-149.8333,199,57.6668,-149.8332,229,57.667,-149.833,6,2,79.00,21.00,8,8,99,7.95,472,,,,,,,,,,,
241,2021,20210483,KSU,4251,64,3A,260,Portlock,Standard Grid,28-Jun-21,N,DS,57.8135,-149.8333,144,57.8538,-149.8343,139,57.8337,-149.8338,141,57.833,-149.833,14,4,224.00,41.00,8,8,100,8.03,600,57.8112,-149.8362,260,5.2388,244,7.79,33.758,,2.2046,,
242,2021,20210484,KSU,4250,65,3A,260,Portlock,Standard Grid,28-Jun-21,N,DS,57.8333,-149.5705,156,57.8333,-149.4913,296,57.8333,-149.5308,218,57.833,-149.533,9,2,117.00,21.00,8,8,100,8.03,791,57.8333,-149.5643,274,4.9764,260,7.768,33.831,,1.8266,,
243,2021,20210485,KSU,4197,66,3A,250,Gore Pt.,Standard Grid,29-Jun-21,Y,,58.1468,-149.2167,64,58.1882,-149.2165,66,58.1675,-149.2167,64,58.167,-149.217,94,47,1717.00,340.00,8,8,100,8.03,509,58.145,-149.2115,115,5.5903,102,7.967,33.124,,4.0666,,
244,2021,20210486,KSU,4202,67,3A,250,Gore Pt.,Standard Grid,29-Jun-21,Y,,58.3132,-149.2167,86,58.353,-149.2167,85,58.3332,-149.2167,85,58.333,-149.217,72,63,1098.00,502.00,8,8,100,8.03,673,58.3518,-149.2182,155,5.5699,142,8,33.026,,4.3867,,
245,2021,20210487,KSU,4201,68,3A,250,Gore Pt.,Standard Grid,29-Jun-21,Y,,58.3147,-148.9153,70,58.351,-148.8833,69,58.3328,-148.8993,69,58.333,-148.9,72,78,1163.00,515.00,8,8,99,7.95,797,58.3508,-148.8782,128,5.5958,114,8.033,32.885,,4.8426,,
246,2021,20210488,KSU,4203,69,3A,250,Gore Pt.,Standard Grid,30-Jun-21,Y,,58.3133,-149.5335,80,58.3535,-149.5342,86,58.3335,-149.5338,83,58.333,-149.533,9,30,120.00,221.00,8,8,100,8.03,522,58.3143,-149.53101,143,5.4583,129,7.982,32.868,,4.5262,,
247,2021,20210489,KSU,4210,70,3A,250,Gore Pt.,Standard Grid,30-Jun-21,Y,,58.4802,-149.5498,82,58.5195,-149.534,74,58.4998,-149.542,78,58.5,-149.533,4,33,66.00,205.00,8,8,101,8.11,682,58.521,-149.53481,134,5.5054,121,8.056,32.662,,5.2139,,
248,2021,20210490,KSU,4209,71,3A,250,Gore Pt.,Standard Grid,30-Jun-21,Y,,58.483,-149.234,68,58.5185,-149.198,58,58.5007,-149.216,66,58.5,-149.217,28,64,473.00,409.00,8,8,99,7.95,778,58.5208,-149.196,108,5.6361,95,8.088,32.481,,5.518,,
249,2021,20210491,KSU,4213,72,3A,260,Gore Pt.,Standard Grid,3-Jul-21,Y,,58.5207,-150.483,52,58.4818,-150.4835,44,58.5013,-150.4832,47,58.5,-150.483,3,48,42.00,284.00,8,8,100,8.03,418,58.5245,-150.4817,99,6.5977,85,8.163,32.381,,5.8341,,
250,2021,20210492,KSU,4214,73,3A,260,Gore Pt.,Standard Grid,4-Jul-21,Y,,58.5202,-150.7997,66,58.4795,-150.8,48,58.4998,-150.7998,55,58.5,-150.8,15,75,259.00,521.00,8,8,100,8.03,555,58.5225,-150.797,124,5.9737,113,8.105,32.53,,5.486,,
251,2021,20210493,KSU,4275,74,3A,260,Portlock,Standard Grid,4-Jul-21,Y,,58.3535,-150.8,35,58.3135,-150.8002,36,58.3335,-150.8,35,58.333,-150.8,5,24,87.00,151.00,8,8,100,8.03,668,58.3543,-150.7962,67,7.625,52,8.281,32.187,,6.5028,,
252,2021,20210494,KSU,4270,75,3A,260,Portlock,Standard Grid,4-Jul-21,Y,,58.1465,-150.4842,72,58.1868,-150.4833,58,58.1667,-150.4837,62,58.167,-150.483,85,105,1406.00,874.00,8,8,100,8.03,761,58.1883,-150.483,104,6.5185,93,8.174,32.394,,5.8413,,
253,2021,20210495,KSU,4262,76,3A,260,Portlock,Standard Grid,5-Jul-21,Y,,58,-150.504,86,58,-150.428,91,58,-150.466,88,58,-150.467,63,66,874.00,588.00,8,8,100,8.03,485,58.0025,-150.509,157,5.4504,145,7.92,33.127,,3.8614,,
254,2021,20210496,KSU,4261,77,3A,260,Portlock,Standard Grid,5-Jul-21,Y,,58,-150.1875,113,58,-150.1132,132,58,-150.1503,122,58,-150.15,52,9,856.00,82.00,8,8,100,8.03,612,58.0008,-150.18581,208,5.5043,193,7.801,33.645,,2.3231,,
255,2021,20210497,KSU,4252,78,3A,260,Portlock,Standard Grid,5-Jul-21,Y,,57.8533,-150.15,105,57.8128,-150.15,111,57.833,-150.15,108,57.833,-150.15,37,26,497.00,232.00,8,8,100,8.03,725,57.8538,-150.1468,194,5.4905,180,7.843,33.454,,2.8221,,
256,2021,20210498,KSU,4247,79,3A,270,Portlock,Standard Grid,6-Jul-21,Y,,57.6567,-150.8157,45,57.6733,-150.757,47,57.665,-150.7863,45,57.667,-150.783,127,117,2585.00,945.00,8,8,100,8.03,521,57.6737,-150.7607,84,6.44,74,8.204,32.211,,6.1491,,
257,2021,20210499,KSU,4246,80,3A,260,Portlock,Standard Grid,6-Jul-21,Y,,57.6667,-150.5043,50,57.6658,-150.4367,58,57.6663,-150.4705,50,57.667,-150.467,59,83,929.00,511.00,8,8,100,8.03,669,57.6687,-150.5025,93,6.1638,81,8.147,32.469,,5.5234,,
258,2021,20210500,KSU,4253,81,3A,260,Portlock,Standard Grid,6-Jul-21,Y,,57.8133,-150.4668,48,57.8518,-150.4672,51,57.8325,-150.467,49,57.833,-150.467,287,77,4660.00,637.00,8,8,100,8.03,869,57.8507,-150.464,93,5.8037,82,8.095,32.558,,5.3251,,
259,2021,20210501,KSU,4254,82,3A,260,Portlock,Standard Grid,7-Jul-21,Y,,57.8328,-150.8205,43,57.8333,-150.7498,46,57.833,-150.7852,44,57.833,-150.783,85,146,1446.00,1030.00,8,8,100,8.03,531,57.8357,-150.7518,86,6.2414,75,8.149,32.36,,5.6062,,
260,2021,20210502,KSU,4263,83,3A,260,Portlock,Standard Grid,7-Jul-21,Y,,57.98,-150.7832,63,58.0185,-150.7835,77,57.9992,-150.7833,70,58,-150.783,16,28,213.00,220.00,8,8,100,8.03,675,57.978,-150.7787,115,5.6339,103,8.071,32.689,,5.2165,,
261,2021,20210503,KSU,4264,84,3A,260,Portlock,Standard Grid,7-Jul-21,Y,,57.9802,-151.1002,43,58.0207,-151.1002,46,58.0005,-151.1002,44,58,-151.1,76,145,1216.00,1085.00,8,8,100,8.03,803,58.022,-151.0992,84,6.1737,72,8.14,32.39,,5.648,,
262,2021,20210504,KSU,4271,85,3A,260,Portlock,Standard Grid,8-Jul-21,Y,,58.1665,-150.7623,58,58.1667,-150.8352,62,58.1665,-150.7988,59,58.167,-150.8,0,0,0.00,0.00,8,8,100,8.03,504,58.1683,-150.76601,104,6.4183,93,8.177,32.466,,5.8948,,
263,2021,20210505,KSU,4272,86,3A,260,Portlock,Standard Grid,8-Jul-21,Y,,58.1667,-151.0792,67,58.1667,-151.1532,75,58.1667,-151.1162,77,58.167,-151.117,73,35,1094.00,289.00,8,8,100,8.03,629,58.168,-151.07581,128,5.8445,112,8.08,32.548,,5.3045,,
264,2021,20210506,KSU,4276,87,3A,260,Portlock,Standard Grid,8-Jul-21,Y,,58.3133,-151.1173,70,58.3543,-151.1167,62,58.3338,-151.117,67,58.333,-151.117,33,46,497.00,335.00,8,8,100,8.03,717,58.3115,-151.118,128,5.9751,111,8.105,32.449,,5.4585,,
265,2021,20210520,STW,3071,41,2C,152,Ommaney,Standard Grid,23-Jun-21,Y,,56.167,-133.7003,46,56.1663,-133.7638,203,56.1667,-133.7322,146,56.167,-133.733,14,3,471.00,21.00,8,8,99,7.95,439,56.1695,-133.70129,108,7.0347,103,7.816,32.279,,4.1197,,
266,2021,20210521,STW,3217,42,2C,152,Ommaney,Standard Grid,23-Jun-21,Y,,56.1335,-134.0472,24,56.1692,-134.0335,21,56.1513,-134.0403,27,56.167,-134.033,24,30,480.00,197.00,8,8,100,8.03,538,56.1673,-134.03281,42,8.0705,29,7.949,31.087,,5.2661,,
267,2021,20210522,STW,3066,43,2C,152,Ommaney,Standard Grid,24-Jun-21,Y,,56.0005,-134.0688,69,56.0002,-134.0065,76,56.0003,-134.0377,57,56,-134.033,60,43,1534.00,334.00,8,8,99,7.95,465,,,,,,,,,,,
268,2021,20210523,STW,3061,44,2C,151,Ommaney,Standard Grid,24-Jun-21,Y,,55.8105,-134.0333,184,55.8512,-134.0343,178,55.8308,-134.0338,166,55.833,-134.033,66,6,1379.00,56.00,8,8,100,8.03,563,,,,,,,,,,,
269,2021,20210524,STW,3216,45,2C,151,Ommaney,Standard Grid,25-Jun-21,Y,,56.023,-133.3845,16,56.004,-133.4438,27,56.0135,-133.4142,31,56,-133.433,5,0,452.00,0.00,8,8,99,7.95,511,56.0247,-133.383,22,7.9217,21,7.965,31.095,,5.2442,,
270,2021,20210525,STW,3059,46,2C,151,Ommaney,Standard Grid,25-Jun-21,Y,,55.8565,-133.4332,46,55.8203,-133.4333,41,55.8383,-133.4333,41,55.833,-133.433,14,5,380.00,50.00,8,8,100,8.03,610,55.8563,-133.431,88,7.4532,76,7.94,31.791,,5.0007,,
