Row number,Year,Stlkey,Vessel code,Station,Setno,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
96,2022,20220154,PEN,4035,39,3A,200,Fairweather,Standard Grid,16-Jun-22,Y,,58.6857,-140.0175,102,58.6503,-140.0163,104,58.668,-140.0168,103,58.667,-140.017,63,135,"1,350",874,8,8,100,8.03,631,,,,,,,,,,,
97,2022,20220155,PEN,4051,40,3A,200,Yakutat,Standard Grid,16-Jun-22,Y,,58.8145,-140.3322,100,58.8513,-140.3368,99,58.8328,-140.3345,99,58.833,-140.333,61,134,"1,370",918,8,8,99,7.95,765,,,,,,,,,,,
98,2022,20220174,DEV,4589,1,3A,270,Albatross,Standard Grid,6-Jun-22,Y,,57.666,-152.3627,55,57.6668,-152.292,49,57.6665,-152.3273,33,57.666,-152.328,28,23,738,160,8,8,100,8.03,468,57.6652,-152.3613,102,5.7368,97,7.965,32.084,,,,
99,2022,20220175,DEV,4330,2,3A,270,Albatross,Standard Grid,6-Jun-22,Y,,57.6653,-152.0593,52,57.6663,-151.9903,111,57.6658,-152.0248,85,57.667,-152.017,48,32,696,237,8,8,99,7.95,593,57.6632,-152.06081,97,6.1981,92,8.113,32.168,,,,
100,2022,20220176,DEV,4328,3,3A,270,Albatross,Standard Grid,6-Jun-22,Y,,57.5272,-152.016,28,57.4872,-152.0175,26,57.5072,-152.0167,26,57.5,-152.017,58,71,"1,632",534,8,8,99,7.95,714,57.5295,-152.017,60,6.3004,57,8.141,32.163,,,,
101,2022,20220177,DEV,4327,4,3A,270,Albatross,Standard Grid,7-Jun-22,Y,,57.5,-151.7318,52,57.4983,-151.6627,65,57.4992,-151.6973,60,57.5,-151.7,70,115,914,864,8,8,99,7.95,479,57.499,-151.7303,93,5.7662,89,8.084,32.295,,,,
102,2022,20220178,DEV,4326,5,3A,270,Albatross,Standard Grid,7-Jun-22,Y,,57.4995,-151.4232,82,57.4993,-151.3583,45,57.4993,-151.3908,54,57.5,-151.383,68,93,932,684,8,8,99,7.95,591,57.4993,-151.4267,154,6.1051,148,8.117,32.336,,,,
103,2022,20220179,DEV,4325,6,3A,270,Albatross,Standard Grid,7-Jun-22,Y,,57.4998,-151.1327,44,57.4998,-151.0665,44,57.4998,-151.0995,44,57.5,-151.083,56,126,"1,087",923,8,8,100,8.03,701,57.5002,-151.1438,79,6.6713,75,8.192,32.223,,,,
104,2022,20220180,DEV,4321,7,3A,270,Albatross,Standard Grid,8-Jun-22,Y,,57.3472,-151.3832,74,57.3068,-151.3803,76,57.327,-151.3817,73,57.333,-151.383,116,143,"1,635","1,142",8,8,100,8.03,475,57.3458,-151.3815,135,5.5328,133,7.991,32.55,,,,
105,2022,20220181,DEV,4315,8,3A,270,Albatross,Standard Grid,8-Jun-22,Y,,57.191,-151.367,69,57.1537,-151.3647,71,57.1723,-151.3658,70,57.167,-151.367,72,93,"1,030",707,8,8,99,7.95,575,57.1905,-151.36749,124,5.5149,120,7.965,32.594,,,,
106,2022,20220182,DEV,4314,9,3A,270,Albatross,Standard Grid,8-Jun-22,Y,,57.1675,-151.042,265,57.1685,-151.1098,132,57.168,-151.076,196,57.167,-151.067,36,32,432,277,8,8,99,7.95,673,,,,,,,,,,,
107,2022,20220183,DEV,4317,10,3A,270,Albatross,Standard Grid,9-Jun-22,Y,,57.1808,-151.979,37,57.142,-151.9853,41,57.1615,-151.9822,38,57.167,-151.983,36,34,845,227,8,8,99,7.95,421,57.1805,-151.9805,71,6.3197,67,8.188,32.255,,,,
108,2022,20220184,DEV,4310,11,3A,280,Albatross,Standard Grid,9-Jun-22,Y,,57.0247,-151.9848,46,56.9858,-151.983,45,57.0052,-151.9838,45,57,-151.983,35,47,491,331,8,8,99,7.95,516,57.0253,-151.9857,84,6.0656,79,8.146,32.285,,,,
109,2022,20220185,DEV,4309,12,3A,270,Albatross,Standard Grid,9-Jun-22,Y,,57.0005,-151.6345,45,57.004,-151.7042,38,57.0022,-151.6693,41,57,-151.667,113,150,"1,937","1,082",8,8,99,7.95,622,56.9998,-151.63969,84,5.803,79,8.107,32.317,,,,
110,2022,20220186,DEV,4302,13,3A,280,Albatross,Standard Grid,10-Jun-22,N,DS,56.8343,-151.6357,223,56.8328,-151.6997,120,56.8337,-151.6677,166,56.833,-151.667,30,41,376,320,8,8,100,8.03,430,56.834,-151.6425,388,4.4089,381,7.56,33.931,,,,
111,2022,20220187,DEV,4303,14,3A,280,Albatross,Standard Grid,10-Jun-22,Y,,56.8338,-151.925,43,56.8338,-151.9942,45,56.8338,-151.9597,42,56.833,-151.967,108,133,"1,684","1,021",8,8,99,7.95,544,56.8342,-151.92349,75,5.5106,70,8.03,32.514,,,,
112,2022,20220188,DEV,4295,15,3A,280,Albatross,Standard Grid,10-Jun-22,Y,,56.6997,-151.9047,35,56.6608,-151.9012,51,56.6802,-151.903,41,56.667,-151.95,117,141,"1,805","1,127",8,8,99,7.95,667,56.7007,-151.9053,68,5.5633,63,8.009,32.564,,,,
113,2022,20220189,DEV,4583,16,3A,280,Albatross,Standard Grid,11-Jun-22,N,DS,56.5,-151.9467,304,56.501,-152.019,210,56.5005,-151.9828,251,56.5,-151.948,4,1,55,10,8,8,98,7.87,431,,,,,,,,,,,
114,2022,20220190,DEV,4289,17,3A,280,Albatross,Standard Grid,11-Jun-22,N,DS,56.5002,-152.2143,61,56.5,-152.2867,167,56.5002,-152.2505,119,56.5,-152.25,35,40,441,242,8,8,99,7.95,538,56.5002,-152.2155,115,5.46,110,7.91,32.808,,,,
115,2022,20220191,DEV,4290,18,3A,280,Albatross,Standard Grid,11-Jun-22,Y,,56.4997,-152.5033,164,56.5002,-152.574,132,56.4998,-152.5387,153,56.5,-152.55,29,13,398,96,8,8,99,7.95,647,56.5003,-152.4998,300,5.4786,166,7.873,32.955,,,,
116,2022,20220192,DEV,4324,19,3A,270,Albatross,Standard Grid,14-Jun-22,Y,,57.3522,-152.302,14,57.3157,-152.2985,27,57.3338,-152.3003,20,57.333,-152.3,60,19,"1,828",154,8,8,99,7.95,437,57.3158,-152.3098,46,7.7605,41,8.248,32.044,,,,
117,2022,20220193,DEV,4318,20,3A,280,Albatross,Standard Grid,14-Jun-22,Y,,57.1925,-152.3018,44,57.1542,-152.2993,42,57.1733,-152.3005,43,57.167,-152.3,18,55,310,317,8,8,99,7.95,543,57.194,-152.30521,84,6.3677,79,8.174,32.254,,,,
118,2022,20220194,DEV,4319,21,3A,280,Albatross,Standard Grid,14-Jun-22,Y,,57.1663,-152.5535,55,57.1665,-152.6267,48,57.1663,-152.59,52,57.167,-152.6,24,61,366,341,8,8,99,7.95,647,57.1665,-152.5538,102,5.5037,97,7.911,32.758,,,,
119,2022,20220195,DEV,4312,22,3A,280,Albatross,Standard Grid,15-Jun-22,Y,,56.9997,-152.6065,87,56.999,-152.5393,77,56.9993,-152.573,83,57,-152.583,18,21,225,183,8,8,99,7.95,417,56.9983,-152.60629,157,5.5372,152,7.661,33.359,,,,
120,2022,20220196,DEV,4311,23,3A,280,Albatross,Standard Grid,15-Jun-22,Y,,57.0132,-152.2837,40,56.9717,-152.2838,40,56.9925,-152.2837,40,57,-152.283,90,171,"1,491","1,143",8,8,99,7.95,546,57.0125,-152.2877,77,5.7655,72,8.054,32.429,,,,
121,2022,20220197,DEV,4304,24,3A,280,Albatross,Standard Grid,15-Jun-22,Y,,56.8603,-152.2665,48,56.8205,-152.2647,54,56.8403,-152.2655,51,56.833,-152.267,90,142,"1,259",923,8,8,99,7.95,746,56.863,-152.26669,90,5.6242,85,7.999,32.548,,,,
122,2022,20220198,DEV,4305,25,3A,280,Albatross,Standard Grid,16-Jun-22,Y,,56.8508,-152.5808,80,56.8127,-152.5825,70,56.8318,-152.5817,75,56.833,-152.583,19,46,255,344,8,8,99,7.95,410,56.8492,-152.5815,143,5.4674,137,7.767,32.942,,,,
123,2022,20220199,DEV,4297,26,3A,280,Albatross,Standard Grid,16-Jun-22,Y,,56.6928,-152.5677,75,56.6527,-152.5655,76,56.6727,-152.5665,75,56.667,-152.567,13,21,179,164,8,8,99,7.95,491,56.6928,-152.569,137,5.5902,131,7.88,32.789,,,,
124,2022,20220200,DEV,4298,27,3A,280,Albatross,Standard Grid,16-Jun-22,Y,,56.6662,-152.8213,37,56.6665,-152.8915,39,56.6663,-152.8565,37,56.667,-152.867,52,100,907,678,8,8,100,8.03,586,56.6662,-152.819,71,6.2733,67,8.151,32.28,,,,
125,2022,20220201,DEV,4291,28,3A,280,Albatross,Standard Grid,17-Jun-22,Y,,56.5173,-152.8512,33,56.4782,-152.8505,29,56.4978,-152.8508,29,56.5,-152.85,107,286,"1,856","2,278",8,8,99,7.95,518,,,,,,,,,,,
126,2022,20220202,DEV,4286,29,3A,280,Albatross,Standard Grid,17-Jun-22,Y,,56.3617,-152.8343,53,56.3213,-152.8313,63,56.3415,-152.8328,66,56.333,-152.833,43,137,568,955,8,8,99,7.95,613,,,,,,,,,,,
127,2022,20220203,DEV,4287,30,3A,280,Albatross,Standard Grid,17-Jun-22,Y,,56.3322,-153.0823,53,56.3337,-153.1547,46,56.333,-153.1185,55,56.333,-153.133,51,86,678,649,8,8,99,7.95,693,,,,,,,,,,,
128,2022,20220204,DEV,4292,31,3A,280,Albatross,Standard Grid,18-Jun-22,Y,,56.4792,-153.1458,32,56.5148,-153.1485,46,56.497,-153.1472,39,56.5,-153.15,27,36,414,249,8,8,100,8.03,430,56.514,-153.1465,82,6.7052,77,8.15,32.284,,,,
129,2022,20220205,DEV,4299,32,3A,280,Albatross,Standard Grid,18-Jun-22,Y,,56.6468,-153.1655,84,56.6837,-153.1668,82,56.6653,-153.1662,82,56.667,-153.167,21,15,303,139,8,8,99,7.95,514,56.6465,-153.16701,152,5.1616,95,7.965,32.43,,,,
130,2022,20220206,DEV,4307,33,3A,280,Albatross,Standard Grid,18-Jun-22,Y,,56.8063,-153.1835,68,56.8435,-153.1837,43,56.8248,-153.1837,51,56.833,-153.183,54,88,855,677,8,8,99,7.95,620,56.8053,-153.186,130,5.5821,124,8.021,32.364,,,,
131,2022,20220207,DEV,4301,34,3A,280,Albatross,Standard Grid,19-Jun-22,Y,,56.6843,-153.75,68,56.6455,-153.7507,47,56.6648,-153.7503,47,56.667,-153.767,43,81,860,570,8,8,98,7.87,413,56.6822,-153.75031,119,6.1049,114,8.11,32.269,,,,
132,2022,20220208,DEV,4294,35,3A,280,Albatross,Standard Grid,19-Jun-22,Y,,56.519,-153.7508,32,56.4812,-153.7508,49,56.5002,-153.7508,38,56.5,-153.75,95,46,"2,429",316,8,8,99,7.95,528,56.519,-153.7523,59,6.7273,55,8.2,32.198,,,,
133,2022,20220214,PEN,4515,41,3A,200,Yakutat,Standard Grid,19-Jun-22,Y,,59.8552,-139.6505,32,59.8185,-139.6507,24,59.8368,-139.6507,35,59.833,-139.652,33,24,"1,028",136,8,8,100,8.03,443,59.8543,-139.6507,59,6.2518,49,8.176,31.278,,6.4086,,
134,2022,20220215,PEN,4079,42,3A,200,Yakutat,Standard Grid,19-Jun-22,Y,,59.6842,-139.9833,69,59.6488,-139.9827,77,59.6665,-139.983,76,59.667,-139.983,18,16,553,119,8,8,99,7.95,581,59.6853,-139.976,130,6.3928,113,8.113,31.725,,6.0514,,
135,2022,20220216,PEN,4072,43,3A,200,Yakutat,Standard Grid,20-Jun-22,Y,,59.481,-140.0005,79,59.5192,-140.0007,35,59.5,-140.0007,58,59.5,-140,8,42,97,235,8,8,99,7.95,444,59.5207,-140.0103,75,6.1567,64,8.053,31.961,,5.8522,,
136,2022,20220217,PEN,4065,44,3A,200,Yakutat,Standard Grid,20-Jun-22,Y,,59.3522,-139.999,93,59.3163,-140.0005,86,59.3342,-139.9997,89,59.333,-140,2,0,50,0,8,8,99,7.95,528,59.3568,-140.002,168,6.0198,156,7.873,33.042,,4.0721,,
137,2022,20220218,PEN,4064,45,3A,200,Yakutat,Standard Grid,21-Jun-22,Y,,59.316,-139.6647,91,59.3538,-139.6688,80,59.3348,-139.6668,85,59.333,-139.667,2,4,25,28,8,8,101,8.11,487,59.3118,-139.66451,166,6.0166,154,7.82,33.062,,3.7192,,
138,2022,20220219,PEN,4050,46,3A,200,Fairweather,Standard Grid,21-Jun-22,Y,,59.3358,-139.3498,11,59.2988,-139.352,32,59.3173,-139.351,21,59.333,-139.35,3,120,37,698,8,8,99,7.95,604,59.3352,-139.3597,20,12.1575,9,8.366,30.429,,6.3488,,
139,2022,20220220,PEN,4057,47,3A,200,Yakutat,Standard Grid,21-Jun-22,Y,,59.146,-139.6827,67,59.1867,-139.6845,75,59.1663,-139.6835,72,59.167,-139.683,12,67,221,457,8,8,100,8.03,701,59.1865,-139.6745,139,6.0402,127,7.968,32.373,,5.395,,
140,2022,20220221,PEN,4046,48,3A,190,Fairweather,Standard Grid,22-Jun-22,Y,,58.9832,-139.3673,61,59.0217,-139.3653,60,59.0023,-139.3663,59,59,-139.367,4,20,102,140,8,8,100,8.03,491,59.0192,-139.3703,110,6.3602,98,8.002,32.127,,5.5503,,
141,2022,20220222,PEN,4040,49,3A,190,Fairweather,Standard Grid,22-Jun-22,Y,,58.8547,-139.3662,70,58.817,-139.3682,78,58.8358,-139.3672,74,58.833,-139.367,12,33,351,214,8,8,99,7.95,577,58.8592,-139.3703,128,6.1858,115,8.016,32.32,,5.8386,,
142,2022,20220223,PEN,4041,50,3A,200,Fairweather,Standard Grid,22-Jun-22,Y,,58.814,-139.7007,91,58.8502,-139.7008,87,58.8322,-139.7008,89,58.833,-139.7,15,26,394,178,8,8,100,8.03,693,58.8103,-139.6925,165,6.223,153,7.961,32.55,,5.1878,,
143,2022,20220224,PEN,4053,51,3A,200,Yakutat,Standard Grid,23-Jun-22,Y,,58.9832,-140.0187,77,59.0218,-140.017,71,59.0025,-140.0178,73,59,-140.017,14,120,305,752,8,8,99,7.95,470,58.9812,-140.0278,143,6.0406,131,7.91,32.786,,4.5705,,
144,2022,20220225,PEN,4058,52,3A,200,Yakutat,Standard Grid,23-Jun-22,Y,,59.1482,-139.9993,64,59.1822,-140.0018,65,59.1652,-140.0005,63,59.167,-140,16,202,378,"1,211",8,8,100,8.03,601,59.1442,-140.0015,117,6.0379,105,7.952,32.382,,5.2179,,
145,2022,20220226,PEN,4054,53,3A,200,Yakutat,Standard Grid,23-Jun-22,Y,,59.0198,-140.3333,82,58.9827,-140.3338,89,59.0012,-140.3337,86,59,-140.333,38,155,815,"1,110",8,8,100,8.03,719,59.0213,-140.326,148,5.9754,136,7.954,32.534,,5.2402,,
146,2022,20220227,PEN,4055,54,3A,200,Yakutat,Standard Grid,24-Jun-22,Y,,58.9793,-140.6505,100,59.017,-140.6525,96,58.9982,-140.6515,97,59,-140.65,31,106,663,734,8,8,100,8.03,502,59.0218,-140.66029,177,6.1148,165,7.8,33.267,,3.3952,,
147,2022,20220228,PEN,4059,55,3A,200,Yakutat,Standard Grid,24-Jun-22,Y,,59.1468,-140.3337,70,59.184,-140.332,69,59.1655,-140.3328,69,59.167,-140.333,19,194,554,"1,146",8,8,100,8.03,641,59.1443,-140.3438,128,5.8378,116,8.01,32.475,,5.8419,,
148,2022,20220229,PEN,4060,56,3A,200,Yakutat,Standard Grid,24-Jun-22,Y,,59.1505,-140.6503,82,59.1907,-140.6507,85,59.1705,-140.6505,82,59.167,-140.65,29,182,659,"1,182",8,8,100,8.03,753,59.1498,-140.6438,150,6.0377,138,7.946,32.728,,5.3162,,
149,2022,20220230,PEN,4068,57,3A,200,Yakutat,Standard Grid,25-Jun-22,Y,,59.3142,-140.9815,86,59.3518,-140.984,87,59.333,-140.9828,86,59.333,-140.983,19,201,333,"1,281",8,8,101,8.11,517,59.3123,-140.9758,159,5.8969,146,7.923,32.77,,5.209,,
150,2022,20220231,PEN,4066,58,3A,200,Yakutat,Standard Grid,25-Jun-22,Y,,59.3173,-140.3328,68,59.355,-140.3332,76,59.3362,-140.333,72,59.333,-140.333,23,100,592,616,8,8,101,8.11,644,59.3157,-140.34129,128,5.6105,115,8.014,32.452,,6.2261,,
151,2022,20220247,VNI,3121,28,2C,173,Sitka,Standard Grid,15-Jun-22,Y,,58.3158,-134.7175,46,58.358,-134.7183,20,58.3368,-134.7178,39,58.333,-134.717,5,4,101,34,8,8,99,7.95,428,58.318,-134.7197,77,5.2549,62,8.104,31.43,,5.1717,,
152,2022,20220248,VNI,3242,29,2C,183,Sitka,Standard Grid,16-Jun-22,Y,,58.9805,-135.3642,56,59.0195,-135.3688,62,59,-135.3665,59,58.999,-135.372,7,5,166,24,8,8,99,7.95,925,59.023,-135.36369,135,4.2226,132,8.19,31.85,,4.4059,,
153,2022,20220249,VNI,3243,30,2C,183,Sitka,Standard Grid,16-Jun-22,Y,,59.3128,-135.3737,166,59.3473,-135.3687,123,59.3302,-135.3712,175,59.333,-135.372,20,1,657,7,8,8,99,7.95,482,59.3443,-135.3622,128,4.5681,120,8.108,32.211,,3.8814,,
154,2022,20220250,VNI,3124,31,2C,183,Sitka,Standard Grid,17-Jun-22,Y,,58.6873,-135.0495,147,58.6453,-135.0495,174,58.6663,-135.0495,160,58.667,-135.05,22,31,337,233,8,8,100,8.03,457,58.6807,-135.043,274,5.3519,255,7.938,33.601,,1.733,,
155,2022,20220251,VNI,3123,32,2C,183,Sitka,Standard Grid,17-Jun-22,Y,,58.5112,-135.0373,125,58.471,-135.027,170,58.4912,-135.0322,150,58.5,-135.033,61,46,"1,146",322,8,8,99,7.95,599,58.5152,-135.0388,247,5.2998,236,7.827,33.511,,1.9129,,
156,2022,20220252,VNI,3122,33,2C,171,Sitka,Standard Grid,18-Jun-22,Y,,58.3518,-135.0473,172,58.312,-135.0373,190,58.3318,-135.0423,178,58.333,-135.033,18,16,352,115,8,8,99,7.95,516,,,,,,,,,,,
157,2022,20220253,VNI,3115,34,2C,182,Sitka,Standard Grid,18-Jun-22,Y,,58.1662,-135.2997,109,58.167,-135.3732,82,58.1667,-135.3365,94,58.167,-135.333,37,93,719,684,8,8,99,7.95,647,58.1647,-135.29179,168,5.3288,162,7.879,32.85,,3.0248,,
158,2022,20220254,VNI,3114,35,2C,171,Sitka,Standard Grid,19-Jun-22,Y,,58.1468,-135.0145,133,58.1857,-135.021,145,58.1663,-135.0178,106,58.167,-135.017,24,68,683,440,8,8,98,7.87,558,58.1838,-135.0208,166,5.0638,156,7.887,32.595,,3.2926,,
159,2022,20220255,VNI,3237,36,2C,171,Sitka,Standard Grid,19-Jun-22,Y,,57.8375,-134.9457,68,57.862,-135.0038,68,57.8498,-134.9747,61,57.849,-134.945,57,79,"1,361",451,8,8,99,7.95,659,57.8395,-134.9418,210,5.317,195,7.833,33.484,,2.0364,,
160,2022,20220256,VNI,3105,37,2C,171,Sitka,Standard Grid,20-Jun-22,Y,,57.5372,-134.6363,63,57.4983,-134.6277,200,57.5177,-134.632,126,57.517,-134.633,27,28,551,185,8,8,99,7.95,521,57.4943,-134.62219,311,5.2479,305,7.831,33.766,,1.7253,,
161,2022,20220257,VNI,3231,38,2C,171,Sitka,Standard Grid,20-Jun-22,N,GI,57.348,-134.6652,297,57.3098,-134.6663,228,57.329,-134.6657,310,57.333,-134.667,1,0,35,0,8,1,99,0.8,569,,,,,,,,,,,
162,2022,20220258,VNI,3096,39,2C,161,Sitka,Standard Grid,20-Jun-22,Y,,57.186,-134.6647,125,57.145,-134.6632,110,57.1655,-134.664,157,57.167,-134.667,39,22,955,151,8,8,99,7.95,726,57.189,-134.6635,157,5.5113,142,7.984,32.526,,3.8606,,
163,2022,20220310,VNI,3239,40,2C,182,Sitka,Standard Grid,24-Jun-22,Y,,58.3115,-135.9655,12,58.2703,-135.9647,35,58.2908,-135.9652,25,58.333,-135.966,56,130,"1,288",781,8,8,99,7.95,534,58.2698,-135.9818,66,7.0993,52,8.159,31.682,,4.889,,
164,2022,20220311,VNI,3116,41,2C,181,Sitka,Standard Grid,24-Jun-22,Y,,58.1503,-136.6295,66,58.149,-136.5585,85,58.1497,-136.594,145,58.167,-136.6,57,19,"2,258",142,8,8,99,7.95,688,58.1482,-136.5582,157,6.3117,147,7.995,33.02,,3.6144,,
165,2022,20220312,VNI,3110,42,2C,181,Sitka,Standard Grid,25-Jun-22,Y,,57.8342,-136.533,40,57.8328,-136.6032,58,57.8335,-136.5682,51,57.833,-136.567,120,272,"1,917","2,097",8,8,100,8.03,487,57.8317,-136.53081,75,7.2038,62,8.258,32.038,,5.6295,,
166,2022,20220313,VNI,3111,43,2C,181,Sitka,Standard Grid,25-Jun-22,Y,,57.8352,-136.844,98,57.8342,-136.914,243,57.8347,-136.879,194,57.833,-136.883,38,5,645,49,8,8,99,7.95,639,57.8333,-136.8425,179,6.0182,163,8.031,33.143,,3.4842,,
167,2022,20220314,VNI,3108,44,2C,170,Sitka,Standard Grid,25-Jun-22,Y,,57.6673,-136.5795,93,57.6672,-136.5042,81,57.6672,-136.5418,86,57.667,-136.55,80,59,"1,170",468,8,8,99,7.95,768,57.6658,-136.5815,172,6.0358,161,8.06,33.056,,3.632,,
168,2022,20220315,VNI,3235,45,2C,170,Sitka,Standard Grid,26-Jun-22,N,MS,57.6848,-136.3605,41,57.645,-136.3625,53,57.665,-136.3615,44,57.667,-136.233,67,224,"1,255","1,488",8,8,98,7.87,454,57.6408,-136.362,99,6.7292,85,8.129,32.261,,5.0311,,
169,2022,20220316,VNI,3233,46,2C,170,Sitka,Standard Grid,26-Jun-22,N,DS,57.5032,-136.4982,104,57.5017,-136.5668,365,57.5025,-136.5325,231,57.5,-136.55,37,14,671,121,8,8,98,7.87,592,,,,,,,,,,,
170,2022,20220317,VNI,3232,47,2C,170,Sitka,Standard Grid,27-Jun-22,Y,,57.5102,-135.9363,93,57.4843,-135.8823,56,57.4973,-135.9093,72,57.5,-135.917,18,34,594,238,8,8,99,7.95,444,57.486,-135.8848,106,6.3637,92,8.084,32.015,,4.8163,,
171,2022,20220318,VNI,3106,48,2C,170,Sitka,Standard Grid,27-Jun-22,Y,,57.517,-136.2295,47,57.4753,-136.2298,55,57.4962,-136.2297,46,57.5,-136.233,72,131,"2,014",930,8,8,100,8.03,590,57.475,-136.22569,101,6.6055,87,8.084,32.366,,4.9542,,
172,2022,20220319,VNI,3102,49,2C,170,Sitka,Standard Grid,28-Jun-22,Y,,57.3493,-135.9135,112,57.3088,-135.9172,21,57.3292,-135.9153,42,57.333,-135.917,30,25,"1,373",164,8,8,99,7.95,441,57.3073,-135.92149,37,7.9116,24,8.182,31.822,,5.5738,,
173,2022,20220320,VNI,3103,50,2C,170,Sitka,Standard Grid,28-Jun-22,Y,,57.3492,-136.2123,92,57.31,-136.2102,98,57.3297,-136.2113,95,57.333,-136.217,60,47,"1,052",374,8,8,99,7.95,570,57.3087,-136.2058,181,5.9346,166,7.968,33.232,,3.2404,,
174,2022,20220321,VNI,3230,51,2C,170,Sitka,Standard Grid,29-Jun-22,Y,,57.1682,-135.594,41,57.2065,-135.5782,42,57.1873,-135.586,44,57.166,-135.593,0,1,0,4,8,8,99,7.95,400,57.1715,-135.59621,77,7.0261,64,8.159,31.208,,5.3006,,
175,2022,20220322,VNI,3226,52,2C,170,Sitka,Standard Grid,29-Jun-22,Y,,57.0148,-135.5713,14,56.9747,-135.5668,31,56.9948,-135.569,19,57,-135.561,22,8,"1,094",44,8,8,99,7.95,536,56.9765,-135.56599,53,7.5376,41,8.192,32.107,,5.3592,,
176,2022,20220435,PEN,4034,59,3A,190,Fairweather,Standard Grid,28-Jun-22,Y,,58.6835,-139.7072,102,58.6465,-139.6892,104,58.665,-139.6982,103,58.667,-139.7,12,10,189,63,8,8,100,8.03,549,,,,,,,,,,,
177,2022,20220436,PEN,4027,60,3A,190,Fairweather,Standard Grid,28-Jun-22,Y,,58.5162,-139.396,94,58.4842,-139.3665,93,58.5002,-139.3813,92,58.5,-139.383,17,34,596,227,8,8,100,8.03,699,,,,,,,,,,,
178,2022,20220437,PEN,4019,61,3A,190,Fairweather,Standard Grid,29-Jun-22,Y,,58.3523,-139.0855,57,58.3167,-139.0777,60,58.3345,-139.0815,59,58.333,-139.083,31,52,802,327,8,8,100,8.03,461,58.3183,-139.0697,110,6.3271,99,8.024,32.384,,5.745,,
179,2022,20220438,PEN,4018,62,3A,190,Fairweather,Standard Grid,29-Jun-22,Y,,58.3507,-138.7668,59,58.3143,-138.7618,72,58.3325,-138.7643,65,58.333,-138.767,15,40,425,235,8,5,101,5.47,607,58.3135,-138.77,134,6.1976,122,7.97,32.485,,5.2196,,
180,2022,20220439,PEN,4025,63,3A,190,Fairweather,Standard Grid,30-Jun-22,Y,,58.5157,-138.7505,55,58.4782,-138.7483,54,58.4968,-138.7495,54,58.5,-138.75,32,90,790,565,8,8,100,8.03,483,58.5183,-138.74451,95,6.3553,83,7.995,32.304,,5.4286,,
181,2022,20220440,PEN,4024,64,3A,190,Fairweather,Standard Grid,30-Jun-22,Y,,58.4993,-138.468,63,58.4998,-138.3997,63,58.4995,-138.4338,62,58.5,-138.433,7,47,83,355,8,8,99,7.95,628,58.5003,-138.478,117,6.2431,105,7.975,32.3,,5.2903,,
182,2022,20220441,PEN,4030,65,3A,190,Fairweather,Standard Grid,30-Jun-22,Y,,58.6472,-138.4153,70,58.6852,-138.4168,72,58.6662,-138.4162,71,58.667,-138.417,0,0,0,0,8,8,101,8.11,770,58.6428,-138.4175,130,6.229,117,7.962,32.4,,5.2502,,
183,2022,20220442,PEN,4038,66,3A,190,Fairweather,Standard Grid,1-Jul-22,Y,,58.8512,-138.731,69,58.8147,-138.735,66,58.833,-138.733,67,58.833,-138.733,5,156,63,924,8,8,100,8.03,493,58.815,-138.72929,112,6.2356,100,7.978,32.304,,5.3917,,
184,2022,20220443,PEN,4043,67,3A,190,Fairweather,Standard Grid,1-Jul-22,Y,,58.9997,-138.4385,34,59.0015,-138.3623,33,59.0005,-138.4003,33,59,-138.4,5,43,163,224,8,8,99,7.95,579,58.9968,-138.4465,64,6.1372,52,7.995,31.911,,5.4175,,
185,2022,20220444,PEN,4037,68,3A,190,Fairweather,Standard Grid,1-Jul-22,Y,,58.851,-138.4003,38,58.813,-138.4002,42,58.832,-138.4003,38,58.833,-138.4,61,34,"1,661",213,8,8,100,8.03,701,58.856,-138.401,68,6.7369,57,8.061,31.972,,5.4086,,
186,2022,20220445,PEN,4029,69,3A,190,Fairweather,Standard Grid,2-Jul-22,Y,,58.6628,-138.0728,56,58.6618,-138.0007,53,58.6623,-138.0368,55,58.667,-138.1,3,16,40,92,8,8,99,7.95,465,58.6578,-137.99519,93,6.4882,81,8.014,32.152,,5.4582,,
187,2022,20220446,PEN,4023,70,3A,190,Fairweather,Standard Grid,2-Jul-22,Y,,58.5178,-138.1178,74,58.4813,-138.1138,73,58.4995,-138.1158,73,58.5,-138.117,2,1,22,6,8,8,99,7.95,581,58.5202,-138.1217,135,6.2254,123,7.938,32.4,,4.9981,,
188,2022,20220447,PEN,4022,71,3A,185,Fairweather,Standard Grid,2-Jul-22,Y,,58.483,-137.7822,88,58.5173,-137.7895,80,58.5002,-137.7858,84,58.5,-137.783,2,0,27,0,8,8,99,7.95,741,58.4793,-137.7885,163,6.0975,150,7.854,32.77,,4.4577,,
