"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","pe_med_1","pe_absmed_1","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","pe_med_2","pe_absmed_2","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","pe_med_3","pe_absmed_3","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv5",8,0.0515363556081487,196767.15855021,3413.98098472469,0.017350359734211,78706.8634200841,0.0433758993355276,0.0496781971646122,153740.715445019,2571.28078303576,0.0167247874162216,61496.2861780077,0.0418119685405539,0.0509457162583823,105997.282546014,1818.01383292964,0.0171515135979117,42398.9130184054,0.0428787839947793,0.00215135353794591,0.0324315157508698,120900.402980659,0.614433851011819,2.80404124929104,1.33733171420971,24,8.22682463657111e-05,-0.00650694943206438,0.0383731803807425,87769.7462107576,0.570894612768638,2.51077964962592,0.991461805849391,24,7.54650116036646e-05,0.00406150712930178,0.0355730355272108,62981.6767734291,0.59418199467603,3.385677316387,1.08710021483065,24,1.12927915318869e-05,3.72885854725964,1.71694562948195,15,3.04414242019926,1.35925290087604,24,0.614433851011819,4.47539582139745,1.80043472762084,24,2.62100244761287,1.01270847431606,21,0.570894612768638,6.04302411962789,1.23674700076181,24,3.65851246718208,1.05468097439537,24,0.59418199467603
"2",2,"Harv5",8,0.0517310479256708,154727.843217552,2694.72547123348,0.0174159053419017,61891.1372870207,0.0435397633547541,0.049599066328464,125827.014166862,2101.07798276892,0.0166981470289253,50330.8056667447,0.0417453675723132,0.0487597562592273,119730.337685905,1965.44326952539,0.0164155827797082,47892.1350743622,0.0410389569492704,0.0111645418813264,0.034710357382125,121718.379491542,0.78666112679153,2.40857913282693,1.65606201191043,24,5.58277159766294e-05,0.00513908878937703,0.0376832318338384,68441.8885403747,0.543936363693829,2.86036551378355,0.796315924948432,24,7.5274242379237e-05,-0.00560852012711632,0.0330171943765863,78113.7112786045,0.652413688864089,2.66858682278215,1.32217942257296,24,7.60230586002581e-05,3.63540863176228,1.30099543571738,27,2.02901976367277,1.30234540014832,24,0.78666112679153,3.99522682460929,1.08575555453579,23,3.29083494664279,0.926939952196717,23,0.543936363693829,4.22850372317356,2.21240559576171,22,2.73535939931961,1.2916577744248,23,0.652413688864089
"3",3,"Harv5",8,0.0509033017373293,150993.884750642,2587.61756846556,0.0171372342180537,60397.5539002568,0.0428430855451344,0.0492679439087374,183935.119910166,3050.87123067686,0.0165866705182073,73574.0479640663,0.0414666762955182,0.0505431817321115,162716.60963539,2768.78506591285,0.0170159953069145,65086.6438541561,0.0425399882672864,-0.0145896242588342,0.0344211921228837,85344.7637743989,0.5652200015606,4.8434641806974,2.30284283333309,24,8.73518494958989e-05,-0.0192359911750845,0.0437907719095499,83884.6014496387,0.45605538241206,3.93386524823817,1.25011580255483,22,5.60093787242658e-05,-0.00484081112574583,0.045788175670264,88437.5229339446,0.543506425878171,3.04144410969461,1.1965508434465,24,1.09997303783894e-05,6.17548417304666,3.16381739919732,19,4.4425286857726,2.13374898671816,24,0.5652200015606,4.51187919259214,1.36432849776587,14,4.33973162825913,1.43398260039032,22,0.45605538241206,3.94283693567701,1.46817888488798,24,3.11863868342194,1.2761946045792,24,0.543506425878171
"4",4,"Harv5",8,0.0508124943620603,102337.156911381,1750.64723289982,0.0171066627775853,40934.8627645522,0.0427666569439632,0.0488154420142187,120524.143683724,1980.73356071833,0.0164343300867261,48209.6574734896,0.0410858252168153,0.0485619089969225,188839.182606898,3087.32707930029,0.016348975020333,75535.6730427593,0.0408724375508326,0.00846726010943541,0.0250896163514734,68251.0981752183,0.66692392318775,2.50499184184216,1.25495874603708,24,8.59790963470005e-05,-0.0131635390229482,0.0241373571217918,57423.3029658466,0.476446471310637,3.30105650411657,1.04922319429401,23,4.97229198296554e-05,0.000560918107153498,0.0337900412778636,143694.51202181,0.760935892848758,3.02721435326636,2.03915142516859,24,1.14242851105519e-05,4.27483215437173,1.41822628262187,25,2.70868627601806,1.16995877628944,23,0.66692392318775,5.07763543971192,2.01432994129849,23,3.88717396680955,1.27708707473418,23,0.476446471310637,3.20660769504406,3.16643891889727,24,3.33946814746272,2.30179330994875,24,0.760935892848758
"5",5,"Harv5",8,0.0487179592862099,197022.011433728,3231.45874789027,0.0164015113051327,78808.8045734912,0.0410037782628317,0.0483110443504971,178957.357769832,2910.65521936877,0.0162645182944215,71582.9431079328,0.0406612957360539,0.050285646741508,139850.907679647,2367.57698208596,0.0169292929260731,55940.3630718589,0.0423232323151828,-0.00189835445430773,0.0316322487189397,119828.906787932,0.608200606195915,2.65658215370985,1.2239354824915,24,6.50277103530243e-05,0.00593673780763724,0.0388885937073164,122509.728392469,0.684574973162245,2.93693468497121,1.6895215055172,23,4.33413982298225e-05,-0.0191395159465909,0.0368832742202018,67826.9565313674,0.484994753746875,3.96839022121315,1.3050536141059,24,6.82618030672893e-05,4.62393624769598,1.69232303030477,23,2.68476166714231,1.26049079266899,24,0.608200606195915,3.31065473374291,1.90016098655642,22,3.01831394668678,1.95874188049613,23,0.684574973162245,4.82979790181636,1.05684638083188,23,4.47131493679931,1.39239691681609,24,0.484994753746875
"6",6,"Harv5",8,0.0491024796232653,145943.624828942,2412.58893850055,0.0165309648936588,58377.4499315768,0.0413274122341469,0.052044206060047,140582.246496342,2463.18848843154,0.0175213339509099,56232.8985985368,0.0438033348772747,0.0497381273049445,189865.696313791,3179.29418291634,0.0167449636487358,75946.2785255164,0.0418624091218395,-0.0159118995659943,0.0349276797337561,66095.7807176836,0.452885700181514,4.3155983873042,1.27784578818111,24,9.68781247711741e-05,-0.0114752669882014,0.0346227730456853,64059.1411043545,0.45567020517076,3.18048821105081,0.868685876625968,24,5.83788600214757e-05,-0.00531901672639192,0.0301717315020082,126660.386328633,0.667105163216535,2.9601110590795,1.64181053442284,21,6.62792611820623e-05,5.84811975576896,1.42165097795305,24,4.98299572667985,1.56799453408235,24,0.452885700181514,4.32300414388332,0.898440772055967,24,3.50656436786444,0.719600075617155,24,0.45567020517076,3.81128127895648,1.73906964366355,20,3.1259118049995,1.84396143734908,21,0.667105163216535
"7",7,"Harv5",8,0.0500846346938699,143288.83306589,2416.08181071027,0.0168616197020689,57315.5332263559,0.0421540492551723,0.0482847918929936,122102.896310389,1984.86561874133,0.0162556800757268,48841.1585241556,0.0406392001893171,0.0475303498084366,178126.173582859,2850.3194002866,0.016001687696731,71250.4694331437,0.0400042192418274,0.00867925884536497,0.034720303742894,113482.023606043,0.79198093234425,2.08489638932138,1.44317911860015,23,7.69350060401484e-05,-0.00530260479795208,0.0323467567807232,69835.0729857502,0.571936252914324,2.99889883629844,1.23170149293945,23,5.99834451708011e-05,0.00839582001508618,0.036140108653816,120722.824360228,0.677737706548054,3.91766526721044,1.67729315618101,24,9.26571647357196e-05,2.78294687720816,1.54655423835257,23,2.23307131764592,1.31782403107878,25,0.79198093234425,4.72482183970836,1.14753885515747,23,3.23945023867312,1.2401304424723,24,0.571936252914324,4.10138754446422,3.2102154608379,19,4.31968852297328,1.74074959605442,24,0.677737706548054
"8",8,"Harv5",8,0.0523435849000431,186145.519651473,3280.27935262202,0.0176221235878458,74458.207860589,0.0440553089696144,0.0499454976763013,161449.099471793,2714.73068229934,0.0168147774820735,64579.639788717,0.0420369437051837,0.0486550455675503,171445.638081059,2808.336234027,0.0163803306135979,68578.2552324235,0.0409508265339948,0.00216344477745581,0.0276975543383927,138127.323298943,0.742039472975575,2.6014570564048,1.67242329607879,24,4.6717771445401e-05,0.00273994121767916,0.0289936000755039,103923.257402002,0.643690536162818,2.38186301604548,1.16522901684188,23,2.30824639718048e-05,-0.00619544834656745,0.0315464213627292,111662.042360011,0.65129707357861,2.53458190362816,1.30206285015693,24,7.94226398598403e-05,3.59017789741725,1.35981476422504,23,2.69929957926366,1.54476096887138,23,0.742039472975575,5.27268275320274,1.90585206881867,23,2.37937931868704,1.27385242387083,24,0.643690536162818,4.83407873789394,2.19889262534815,22,2.65552100069216,1.28385154821535,23,0.65129707357861
"9",9,"Harv5",8,0.0509351776914549,144732.533209026,2481.86850896738,0.0171479656573343,57893.0132836103,0.0428699141433358,0.0508204729853148,141518.791229464,2421.29437237018,0.0171093488810557,56607.5164917856,0.0427733722026391,0.0512250071727891,193462.074710988,3336.35802201651,0.0172455403830476,77384.829884395,0.0431138509576191,-0.000607111386649246,0.0337892683015599,86795.1995277443,0.599693777226941,2.17520505967518,0.904150715706705,24,7.69397457130253e-05,-0.0256892720870147,0.0336604229953117,52571.7153212977,0.371482224124257,3.76727350886018,0.770957366080029,23,2.450167438481e-05,-0.013215152862783,0.0376134302438422,95300.9889401337,0.492608120131574,3.70443538526903,0.937882949673073,24,4.87218803027645e-05,2.6850832966722,1.13061329191394,21,2.49432302131488,0.962865129451052,24,0.599693777226941,4.84042722287395,1.25454720260793,17,4.23997379940892,0.913124675834431,23,0.371482224124257,4.50648797223726,0.690806518298059,20,3.76129692598033,0.794296522761318,24,0.492608120131574
"10",10,"Harv5",8,0.049463528832976,144128.034845926,2400.09449757227,0.016652516633131,57651.2139383703,0.0416312915828276,0.0495510969545784,145876.191533171,2433.50626804901,0.0166819975382731,58350.4766132683,0.0417049938456828,0.050035435652707,129933.289648034,2188.73357007813,0.0168450562285232,51973.3158592135,0.0421126405713081,-0.00494164503385545,0.0359564839169011,74922.6192261778,0.519833766596976,2.4663707479076,0.780074298973141,24,3.83893029903993e-05,-0.0198821477812485,0.0325024688291634,68910.5398838772,0.472390587933657,3.72999014976407,1.23440282776745,23,4.58621625276282e-05,-0.00361376968284595,0.0248052787317921,64006.0239380984,0.492606814708374,2.40388960433622,0.672130028608546,15,3.13183812750503e-05,3.61023561614798,1.02734604001321,26,2.80590215564249,1.12845132764304,18,0.519833766596976,4.85527150584739,1.03982299697163,25,3.73919567471327,1.29171299563656,24,0.472390587933657,4.17522847313954,1.01864436593806,19,2.67173339081462,0.725078731222098,14,0.492606814708374
