"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","pe_med_1","pe_absmed_1","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","pe_med_2","pe_absmed_2","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","pe_med_3","pe_absmed_3","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv4",3,0.0527807610300152,190380.407101475,3382.92740723827,0.0177693044086997,76152.1628405899,0.0444232610217492,0.0495913015661369,129275.65779537,2158.32600104803,0.0166955329244152,51710.2631181479,0.0417388323110381,0.0521844798977586,155390.560626984,2729.98821620291,0.0175685588956479,62156.2242507935,0.0439213972391198,-0.00707431819230273,0.0264266885213533,129847.421193951,0.682041934728824,1.2844888102119,0.558117167983271,16,7.43675466626883e-05,-0.0114064934517659,0.0454032473381246,80181.3802602602,0.620235716666623,0.945494193544908,0.204739528081408,17,6.3876877122093e-05,-0.00711624150884951,0.0317756788352587,93585.9781818273,0.602262954739453,1.03008888946091,0.191036276596817,6,2.55440705362707e-05,1.99067256801438,0.772648080424248,11,1.59114433807167,0.588492136635788,15,0.682041934728824,1.33225657596929,0.577014916542455,6,1.26920742069222,0.478098543406643,24,0.620235716666623,2.38208010545522,0.448466616221131,7,1.0069584771851,0.258097885034661,6,0.602262954739453
"2",2,"Harv4",3,0.0501377254195996,109146.891115233,1842.34422384169,0.0168794933599768,43658.7564460933,0.0421987333999421,0.0486945066783853,114832.879207097,1882.52609040153,0.0163936156909073,45933.1516828388,0.0409840392272683,0.0497702569612236,103766.771242954,1738.6932421432,0.0167557805000246,41506.7084971815,0.0418894512500615,0.0201592381045526,0.0390735795648665,120962.967556145,1.10825847919422,0.990731598574808,0.888019608291371,15,8.84822313440964e-05,-0.00966533239543392,0.0386566812173662,79863.1977467312,0.69547326774504,1.00752526552901,0.396180156498189,23,9.30216085445136e-05,0.00338832213977512,0.0340669959901177,65036.7659487579,0.626759078746745,0.8975637274727,0.0962175806101987,12,2.73923701024614e-05,1.26751515556147,1.14177351262786,21,1.07048673567595,1.02360575833738,15,1.10825847919422,3.17429051851809,0.959268568606742,17,1.28461659742928,0.440290321197045,23,0.69547326774504,1.53986400896701,0.281709673702784,13,0.974919328172997,0.121447722386365,3,0.626759078746745
"3",3,"Harv4",3,0.0504897396664738,117041.261028498,1989.46774892625,0.0169980033660252,46816.5044113994,0.0424950084150631,0.0497974759074823,155839.306232519,2612.63725745664,0.0167649440992663,62335.7224930078,0.0419123602481658,0.0501376185855954,192879.007267766,3255.69298517478,0.0168794573929709,77151.6029071063,0.0421986434824273,0.00127642241436029,0.0380484324967784,88356.4299338269,0.754916934057238,1.63630508548544,0.990191352374173,15,5.94255991303362e-05,0.0239840339091894,0.0388064932716284,116510.613894054,0.747633037586902,1.17039852698788,0.235214559854996,15,9.32244284520857e-05,0.00293142162201078,0.0291327333625375,127544.035277968,0.66126447395545,0.840140184860716,0.154256678695325,6,4.39832334546372e-05,2.67672899426531,1.25959467479263,21,1.92561364150496,1.06703097746889,16,0.754916934057238,1.96876498023696,0.424847208758246,31,1.52103201985166,0.254046772304274,15,0.747633037586902,1.52664731644478,0.514051581012188,19,0.990587507528956,0.278602453138414,6,0.66126447395545
"4",4,"Harv4",3,0.0485964221195202,193559.337873012,3166.74579902984,0.0163605942954167,77423.7351492047,0.0409014857385418,0.0480763257419871,112429.922120646,1819.73420479532,0.0161854973344428,44971.9688482583,0.040463743336107,0.0494259298955046,116149.860108271,1932.71723465169,0.0166398584798128,46459.9440433085,0.041599646199532,0.00368783257246389,0.028665006751021,126870.490043019,0.655460446585403,1.26454415192072,0.305248733856737,22,7.27105422643945e-05,-0.0170718759180419,0.038578734092719,60363.4762787969,0.53689867555029,1.45950520691546,0.320505088101952,18,1.10066691902466e-05,-0.00707661348709381,0.0286075067141238,65612.1975282718,0.564892609143999,1.29178765484209,0.216336767425724,19,4.08318339777179e-05,2.05096439622434,0.261972669352243,20,1.38824641637649,0.364735995644333,20,0.655460446585403,3.04743771402608,0.918140480315363,21,1.79473463715996,0.551613023919386,19,0.53689867555029,2.68835364479727,0.653816667792715,3,1.58151121524474,0.261349422907527,19,0.564892609143999
"5",5,"Harv4",3,0.0489525478753295,114844.087185338,1892.68665728444,0.0164804884924548,45937.6348741353,0.0412012212311371,0.0501110020660017,110495.342710055,1864.1113044133,0.0168704966082128,44198.1370840222,0.042176241520532,0.0518825828145151,141142.658866011,2465.32773714943,0.0174669214605757,56457.0635464042,0.0436673036514392,0.00630920248716578,0.0385549290068681,94292.0386331178,0.821043912177621,1.00857044985295,0.423020542518162,21,8.44951829011552e-05,-0.0134313115164819,0.0375126403869504,56884.0919848861,0.514809860666729,1.85632901852185,0.42537500490722,17,6.24351730756462e-05,0.000720941865805895,0.0429919760923219,74978.8856664891,0.531227669004507,2.49578182357949,0.628149933649696,15,3.35455480613746e-05,2.17189294754126,0.71534606520509,21,1.04217809165019,0.505518840520055,21,0.821043912177621,2.76686694071661,0.916657887069299,14,2.0276663969748,0.421336197161955,19,0.514809860666729,3.77151298754833,0.416230730374859,15,2.87413422947088,0.689122477296332,15,0.531227669004507
"6",6,"Harv4",3,0.0514899100547899,123709.942004643,2144.47760876884,0.0173347232568288,49483.9768018574,0.043336808142072,0.050012081753839,179292.154521681,3018.77676073145,0.0168371938459047,71716.8618086725,0.0420929846147618,0.0512008927838175,154714.288981631,2666.87548426021,0.0172374219719087,61885.7155926526,0.0430935549297718,0.000738385490052275,0.0289123234191645,59764.0926853034,0.483098542581648,1.06997105529663,0,0,8.21306575508788e-05,-0.00322664753092191,0.0311917050501067,100588.092220861,0.561028966879289,1.3109991446358,0.296537462573941,11,8.99106086255051e-05,-0.0066760691027019,0.0341590484144836,99097.6400492591,0.640520282267041,0.927080630153297,0.234334229177137,6,7.52070633322001e-05,1.75197408393538,0.0849414217592565,17,1.30935839839995,0,0,0.483098542581648,2.4029303226385,0.319756512344692,14,1.51395918973888,0.358287402960805,13,0.561028966879289,1.94986050214203,0.654842562224211,6,0.938723169625744,0.278622670522263,8,0.640520282267041
"7",7,"Harv4",3,0.0504209381177314,182068.398385309,3090.58201589605,0.0169748404627337,72827.3593541235,0.0424371011568342,0.0503697353422566,195835.464959964,3320.89995196739,0.0169576024069302,78334.1859839857,0.0423940060173256,0.0492653723482814,175325.288344175,2907.91100374931,0.0165858047701647,70130.1153376698,0.0414645119254117,-0.00609106914298452,0.033758975498516,120043.065335681,0.659329495949295,1.88909820783672,0.649010747536649,17,5.81760444515385e-05,0.00814070472997063,0.0337076039889713,124661.587310364,0.636562878617767,1.36294084842926,0.149112222290367,15,5.65676055545919e-05,0.00385999203291687,0.0434412288851155,99187.8892101829,0.565736352963931,1.1224618562619,0.132516833213179,2,2.46375634754077e-05,2.96472360414948,0.878248615953903,14,1.98738007962852,0.596225004154357,12,0.659329495949295,2.23624539492791,0.64187504748766,14,1.49923863528185,0.217063675356432,11,0.636562878617767,2.30832907780409,0.631702152752655,1,1.17148767265729,0,0,0.565736352963931
"8",8,"Harv4",3,0.050455181453981,139731.381903403,2373.52880143595,0.0169863689108635,55892.552761361,0.0424659222771588,0.0499737645238608,176123.224804178,2963.14889151077,0.0168242938704157,70449.2899216712,0.0420607346760392,0.0481296980974966,128667.756100185,2084.86358637412,0.0162034658065442,51467.1024400741,0.0405086645163604,-0.00256911773357757,0.0321153029692496,100364.282202287,0.718265867231385,0.948245001530425,0.399357885603462,18,8.07164677092806e-05,0.0047951089138157,0.0356300960781701,148427.501665876,0.842748035251484,0.888867693702649,0.591839537717909,19,9.18780592922121e-05,0.00737470863731038,0.0228791604190947,104130.512585754,0.809297649557784,0.401495486968925,0.134227003469792,23,8.31724772369489e-05,1.65831457934001,0.874319221524768,23,1.15352386842137,0.451218511843993,18,0.718265867231385,1.51029168479876,0.9851933859325,22,1.08187501081022,0.576648670807559,17,0.842748035251484,0.945317279900832,0,0,0.60141456507663,0.145533403701496,15,0.809297649557784
"9",9,"Harv4",3,0.0515067796529854,121628.363337368,2109.0847900863,0.0173404026183942,48651.3453349471,0.0433510065459856,0.0499419023479085,141304.647340439,2375.83516532298,0.0168135670697297,56521.8589361757,0.0420339176743243,0.0479770459783585,115137.100662105,1859.70291918321,0.0161520735582957,46054.8402648419,0.0403801838957392,0.0156367471292697,0.0279549312922151,89500.4879118393,0.735852110938848,1.11983035660487,0.402563593185331,12,6.91100319288671e-05,-0.00507054216504177,0.0366375158239126,80824.2624881346,0.571985875973408,1.06283714059859,0.110847518703092,14,4.86879871762358e-05,-0.000902571895218373,0.0293408270563477,80098.9688582723,0.695683393082308,1.0098901127346,0.398247173349786,18,3.70124339079484e-05,1.80997247964426,0.869674538502166,15,1.23366736765884,0.422842263540077,15,0.735852110938848,1.71663167561577,0.46774401872666,6,1.14268151195441,0.150547054945887,12,0.571985875973408,1.75245123003696,0.570016549240867,22,1.28054404767135,0.42979332454141,17,0.695683393082308
"10",10,"Harv4",3,0.0491549262838398,129611.607198603,2144.8934579166,0.0165486217189637,51844.6428794414,0.0413715542974093,0.0516496806813586,124101.933510974,2157.94796501561,0.0173885120397805,49640.7734043896,0.0434712800994512,0.0492795206474377,165298.847504891,2742.40176527567,0.0165905679723177,66119.5390019566,0.0414764199307941,-0.00505084263325621,0.0360739022669131,106034.58071638,0.818094791108511,1.17662574545762,0.76629165930991,23,3.71622996963561e-05,-0.019124570412506,0.0336783520620817,72646.342883114,0.585376398480448,2.05237005017922,0.717034265827003,15,9.09008186287247e-05,0.00336536743926191,0.0261204395697595,130607.573153371,0.790129968386538,0.533555567477014,0.211708212049613,34,7.72670703264885e-05,2.09812144333296,1.53442193077736,22,1.32216371550174,0.757886898521507,23,0.818094791108511,2.31798774389725,0.463454684664795,13,2.33368819013428,0.81149920377773,13,0.585376398480448,1.25232275661346,0.325451620876609,12,0.66716918015828,0.283190416781135,34,0.790129968386538
