"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","pe_med_1","pe_absmed_1","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","pe_med_2","pe_absmed_2","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","pe_med_3","pe_absmed_3","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv_mix",3,0.0513204597004282,149164.42760732,2577.2146020366,0.0172776756722534,59665.7710429281,0.0431941891806334,0.0509454729819459,124256.637692451,2131.17923413828,0.0171514316958518,49702.6550769806,0.0428785792396294,0.0527324652243032,129302.781587467,2295.51810282194,0.0177530450206838,51721.1126349866,0.0443826125517095,-0.00967846350653684,0.0358466848080744,56364.115732899,0.377865665675191,2.36420475190457,0.271217468046064,9,9.88572048046626e-05,0.00109248894063203,0.0380317713092183,51387.4684231244,0.4135591416075,1.57080535228814,0.0219263028999864,1,5.79314400441945e-05,0.0027694092423599,0.0303338242726575,100687.551344521,0.778695942255589,0.819617309933015,0.416928615702869,13,3.80676032835618e-05,3.87057351595761,0.684503463945484,10,2.52261500515039,0.280448483195238,7,0.377865665675191,2.38899870415412,0.479243048836964,8,1.86846850885783,0.0951245230197683,2,0.4135591416075,1.47481676709485,1.12919351608883,10,0.838133999472073,0.433659292273074,26,0.778695942255589
"2",2,"Harv_mix",3,0.04891016848909,167469.343403354,2757.58720935264,0.016466220941172,66987.7373613417,0.04116555235293,0.0491787565799118,167213.359614834,2768.49214856435,0.016556644486669,66885.3438459337,0.0413916112166725,0.0488927830821069,187634.227517992,3088.52842047879,0.0164603679261164,75053.6910071969,0.0411509198152911,-0.00392185951461839,0.0407922113889737,100946.687716655,0.602777115292808,1.55334107722762,0.539095568889899,17,8.09871281427331e-05,0.00675673320033611,0.0324435837180855,140757.8705339,0.84178603227713,1.30092148071419,0.704391340238691,20,7.44332507881336e-05,0.000200960088584078,0.037728496834087,89949.8940551307,0.47938958283347,1.54682854755112,0.0347525067347642,2,2.29192700982094e-05,3.21483075570047,0.917276812792714,13,1.87026308553958,0.885333669518293,17,0.602777115292808,2.09801870514543,0.694071559748148,20,1.23593604676545,0.675369704071204,20,0.84178603227713,2.40588571741767,0.0019597893555702,20,1.7388327403854,0.0521313351458227,2,0.47938958283347
"3",3,"Harv_mix",3,0.0490123146393999,184222.572948784,3039.78477826652,0.0165006097223038,73689.0291795135,0.0412515243057595,0.0471010692079195,107743.877265602,1708.5124400553,0.0158571650047789,43097.5509062409,0.0396429125119471,0.0484306120111778,141946.29364647,2314.40198896543,0.0163047722452667,56778.5174585879,0.0407619306131667,-0.0047848008954289,0.0353286949586233,71345.8262031648,0.387280587070076,1.70666585249646,0.0482391403573565,1,4.84869019244798e-05,-0.000164320347561012,0.0325005679393159,74608.1871197446,0.692458717963397,1.0450911588246,0.383837200466553,13,1.91270895674825e-05,-0.00139323045323235,0.0290796470676607,124076.914222524,0.874111687139565,0.937963254547391,0.473879853393932,29,2.69019394577481e-05,4.05168015627226,0,0,1.67678556910816,0,0,0.387280587070076,2.1481508252697,0.622929725564788,13,1.05856394634682,0.396277793312101,13,0.692458717963397,1.97934765477663,1.02237580095476,28,0.997981616230264,0.683422623569273,29,0.874111687139565
"4",4,"Harv_mix",3,0.0486143571153873,165161.836915649,2703.14306081198,0.016366632336455,66064.7347662598,0.0409165808411375,0.0504566031238792,125544.905429706,2132.61216718536,0.0169868475338446,50217.9621718824,0.0424671188346116,0.0488249871096063,176285.241637379,2897.69633886916,0.016437543562664,70514.0966549516,0.04109385890666,-0.0162822932301646,0.0371618958063597,84787.883369668,0.513362438642351,1.53213739935479,0.268504366844458,5,4.54573442856781e-05,0.00480839589050216,0.035608796278731,83275.810003912,0.663314928780914,1.02004212087196,0.291043751577122,15,6.73209785460494e-05,0.00527490022152853,0.028003866193694,103539.270184514,0.587339412096083,0.993477880389346,0.114941018194692,14,4.89307686244138e-05,2.33069812155619,0.356980229821749,5,1.52667858560045,0.278398039498742,5,0.513362438642351,1.95797111222392,0.659389495904126,16,1.07642455194178,0.19633103024439,15,0.663314928780914,1.55501981369197,0.162089223385032,9,1.1185132214916,0.16008038264289,14,0.587339412096083
"5",5,"Harv_mix",3,0.0495645211331535,190844.030492008,3184.522150787,0.016686516956161,76337.6121968031,0.0417162923904026,0.05031792721896,172231.602901593,2917.63100548782,0.0169401605531991,68892.6411606371,0.0423504013829979,0.0524923086383206,180502.012418583,3189.86645404262,0.017672193297465,72200.8049674332,0.0441804832436624,0.0163495530618316,0.0290711557680231,163260.366483156,0.855464884399373,0.711407899208268,0.373842813195362,8,8.08820152422413e-05,0.00348690957699553,0.0369849361757404,100617.875235107,0.584201003416293,1.73205760804209,0.546077661531488,10,6.90871707908809e-05,-0.0191419939026535,0.0346253768058882,109634.045844435,0.607384063897272,1.41542352055933,0.467089753950382,12,5.31941662775353e-05,2.23370203767785,0.652238961451591,9,0.812050769333485,0.550617619556682,18,0.855464884399373,3.26430219616573,1.40037062629135,8,1.78223027627318,0.748231730599235,10,0.584201003416293,2.42634220837676,0.755049202563733,9,1.55314480010154,0.486162463906414,12,0.607384063897272
"6",6,"Harv_mix",3,0.0500636322319567,156265.043187886,2633.77682117154,0.0168545489601587,62506.0172751546,0.0421363724003967,0.0493010135903661,112978.357402608,1875.19261442497,0.0165978038408061,45191.3429610431,0.0414945096020152,0.0490042937052341,128657.589922659,2122.5812588644,0.0164979093743351,51463.0359690636,0.0412447734358378,-0.0134488826139272,0.0385766164828954,70136.5732712129,0.44883085711552,2.1952351396773,0.303883945360539,8,4.24240619596094e-05,-0.00201864459351099,0.0291438294067259,61239.6641735225,0.542047747740657,1.34212175439902,0.139278833523033,17,6.33375994069502e-05,-0.00149909511678141,0.0398810291229254,70095.3959847747,0.544821304572172,0.835464200111013,0,0,6.96472648787312e-05,4.98370385272989,1.08084366991077,5,2.26037521919554,0.34730470383586,8,0.44883085711552,2.50965848114091,0.0411308731110883,19,1.41004111750976,0.20523626242097,5,0.542047747740657,1.16305535655494,0.196692680815115,37,0.828854531548904,0,0,0.544821304572172
"7",7,"Harv_mix",3,0.0486131370865803,157333.448179998,2574.95407776575,0.0163662215984733,62933.379271999,0.0409155539961832,0.0517067716662943,133069.340605289,2316.43547656714,0.0174077324350631,53227.7362421155,0.0435193310876577,0.0505822718028471,132663.168897852,2259.14172816195,0.0170291554689263,53065.2675591409,0.0425728886723157,0.0172686582139744,0.0342316143792631,130052.493873703,0.826604230556976,1.24026111362665,0.578874941376725,22,4.23348946240731e-05,0.0220166256790761,0.0415748387343225,105113.210848503,0.78991306615316,0.665104318241917,0.0924246149890772,13,2.71735111717135e-05,-0.0101051322866037,0.0398647604348869,76835.343488831,0.579176150601321,0.936410960412356,0.121523046033836,25,9.36249599792063e-05,2.19656327639181,1.01309437555404,14,1.60585170867796,0.783299553536877,22,0.826604230556976,1.21210840599898,0.00861408737466793,11,0.925776676601323,0.189955041958011,13,0.78991306615316,2.12399244364726,0.642479400978282,17,1.07401961795112,0.126455003494671,25,0.579176150601321
"8",8,"Harv_mix",3,0.0526736460448194,184738.726075739,3276.01668536741,0.0177332428070567,73895.4904302955,0.0443331070176417,0.0512675942647421,185379.670048133,3199.63046295454,0.0172598778610609,74151.868019253,0.0431496946526523,0.0505518461676144,109830.275434069,1869.19182524135,0.0170189122976698,43932.1101736277,0.0425472807441746,-0.00034078062217334,0.0297116111984686,90029.4310089951,0.487333830439456,1.4567222836765,0.0737906418122087,5,4.59741046675481e-05,-0.00990405097843043,0.0308090094978783,84485.2370005079,0.45574165159843,1.60655377468858,0.0695284036445665,10,2.97864516777918e-05,-0.0051796471842604,0.0191553352240084,54515.5452449209,0.496361727487849,1.40328686061764,0.121344018925218,12,6.22778776311316e-05,2.43894433322228,0.371067434565945,22,1.53626423918408,0.11179325982556,11,0.487333830439456,3.09116702132929,0.500005095174605,13,1.53104895909746,0.10155176751463,10,0.45574165159843,2.43230832222769,0.117883267829502,19,1.55081583266105,0.257473377880722,12,0.496361727487849
"9",9,"Harv_mix",3,0.0517914251892978,111247.332813218,1939.73431589048,0.0174362321040744,44498.9331252873,0.0435905802601859,0.0507334662888749,175708.156218752,3001.10532124916,0.0170800569867278,70283.2624875009,0.0427001424668195,0.0492243714577031,103083.792864345,1708.30475004908,0.0165720013067152,41233.517145738,0.0414300032667879,-0.0165191963027282,0.0407608259401069,41524.2354488041,0.373260503409303,1.6790940666536,0,0,3.07645620056428e-05,-0.00833108869704389,0.0242812366453995,82375.9340683899,0.468822482923524,1.58747444292334,0.212223682254811,15,1.15112407342531e-05,0.00784836601916956,0.0384612272326555,53729.080247316,0.521217533371339,1.15205005079599,0.0737068697858608,3,5.68177798204124e-05,3.13255321040916,0.220013349704039,1,1.89683461396906,0,0,0.373260503409303,2.32922147511948,0.330218612533723,19,1.65595395609505,0.272575452477253,15,0.468822482923524,1.95329814314251,0.0180501733679364,16,1.18813750859569,0.213238716640789,3,0.521217533371339
"10",10,"Harv_mix",3,0.0496312348894706,111575.318407267,1864.30942657759,0.0167089769779779,44630.1273629069,0.0417724424449448,0.0503685559207083,153056.145971641,2595.40449577343,0.0169572053398909,61222.4583886564,0.0423930133497272,0.0501517386254251,133230.149513111,2249.4859667682,0.0168842110812676,53292.0598052442,0.042210527703169,-0.0115423584365944,0.0250200457840753,40848.3401840356,0.366105521966183,2.17615620445155,0.162808325076865,10,8.92776096868329e-05,0.00430590544148302,0.0347024081364105,92810.1522485033,0.606379780826963,0.907015070766714,0.141782148597017,15,9.25730749266222e-05,0.0129978953188348,0.0389416111919136,88639.7275937865,0.66531282834794,0.877597152606624,0.196941807093573,15,5.29773541656323e-05,2.37365508998887,0.359573241654372,21,2.31226151675617,0.233536506921854,8,0.366105521966183,1.83456459528165,0.703250606909325,14,1.00017623703427,0.325440901895046,2,0.606379780826963,1.51127035959348,0.244461390049029,8,1.03809793933274,0.234255092035471,2,0.66531282834794
