"","Seconds","Dive","x","y","Family"
"20239",42114,8,473259.2,6266109.36,"Good"
"20240",42115,8,473259.2,6266109.36,"Good"
"20241",42116,8,473248.29,6266110.54,"Good"
"20242",42117,8,473248.29,6266110.54,"Good"
"20243",42118,8,473246.98,6266112.18,"Good"
"20244",42119,8,473246.98,6266112.18,"Good"
"20245",42120,8,473246.98,6266112.18,"Good"
"20246",42121,8,473246.98,6266112.18,"Good"
"20247",42122,8,473246.98,6266112.18,"Good"
"20248",42123,8,473246.98,6266112.18,"Good"
"20249",42124,8,473246.98,6266112.18,"Good"
"20250",42125,8,473246.98,6266112.18,"Good"
"20251",42126,8,473245.56,6266111.36,"Good"
"20252",42127,8,473245.56,6266111.36,"Good"
"20253",42128,8,473245.56,6266111.36,"Good"
"20254",42129,8,473232.19,6266101.88,"Good"
"20255",42130,8,473232.19,6266101.88,"Good"
"20256",42131,8,473232.19,6266101.88,"Good"
"20257",42132,8,473232.19,6266101.88,"Good"
"20258",42133,8,473232.19,6266101.88,"Good"
"20259",42134,8,473232.19,6266101.88,"Good"
"20260",42135,8,473232.19,6266101.88,"Good"
"20261",42136,8,473238.84,6266117.63,"Good"
"20262",42137,8,473238.84,6266117.63,"Good"
"20263",42138,8,473238.84,6266117.63,"Good"
"20264",42139,8,473238.84,6266117.63,"Good"
"20265",42140,8,473238.84,6266117.63,"Good"
"20266",42141,8,473238.84,6266117.63,"Good"
"20267",42142,8,473238.84,6266117.63,"Good"
"20268",42143,8,473238.84,6266117.63,"Good"
"20269",42144,8,473237.21,6266118.7,"Good"
"20270",42145,8,473237.21,6266118.7,"Good"
"20271",42146,8,473236.46,6266119.44,"Good"
"20272",42147,8,473236.46,6266119.44,"Good"
"20273",42148,8,473236.46,6266119.44,"Good"
"20274",42149,8,473236.7,6266119.73,"Good"
"20275",42150,8,473236.7,6266119.73,"Good"
"20276",42151,8,473236.7,6266119.73,"Good"
"20277",42152,8,473236.7,6266119.73,"Good"
"20278",42153,8,473236.7,6266119.73,"Good"
"20279",42154,8,473236.13,6266119.7,"Bad"
"20280",42155,8,473236.13,6266119.7,"Bad"
"20281",42156,8,473236.13,6266119.7,"Bad"
"20282",42157,8,473234.31,6266123.02,"Bad"
"20283",42158,8,473234.31,6266123.02,"Bad"
"20284",42159,8,473234.31,6266123.02,"Bad"
"20285",42160,8,473234.31,6266123.02,"Bad"
"20286",42161,8,473234.31,6266123.02,"Bad"
"20287",42162,8,473234.31,6266123.02,"Bad"
"20288",42163,8,473234.31,6266123.02,"Bad"
"20289",42164,8,473231.98,6266125.56,"Bad"
"20290",42165,8,473231.98,6266125.56,"Bad"
"20291",42166,8,473231.98,6266125.56,"Bad"
"20292",42167,8,473232.56,6266125.6,"Bad"
"20293",42168,8,473232.56,6266125.6,"Bad"
"20294",42169,8,473232.56,6266125.6,"Bad"
"20295",42170,8,473229.99,6266127.77,"Bad"
"20296",42171,8,473229.99,6266127.77,"Good"
"20297",42172,8,473229.99,6266127.77,"Good"
"20298",42173,8,473229.76,6266128.24,"Good"
"20299",42174,8,473229.76,6266128.24,"Good"
"20300",42175,8,473228.88,6266129.44,"Good"
"20301",42176,8,473228.88,6266129.44,"Good"
"20302",42177,8,473228.88,6266129.44,"Good"
"20303",42178,8,473228.98,6266128.83,"Good"
"20304",42179,8,473228.98,6266128.83,"Good"
"20305",42180,8,473228.98,6266128.83,"Good"
"20306",42181,8,473227.98,6266130.29,"Good"
"20307",42182,8,473227.98,6266130.29,"Good"
"20308",42183,8,473227.98,6266130.29,"Good"
"20309",42184,8,473226.99,6266130.79,"Good"
"20310",42185,8,473226.99,6266130.79,"Good"
"20311",42186,8,473226.99,6266130.79,"Good"
"20312",42187,8,473225.44,6266132.12,"Good"
"20313",42188,8,473225.44,6266132.12,"Good"
"20314",42189,8,473225.44,6266132.12,"Good"
"20315",42190,8,473225.44,6266132.12,"Good"
"20316",42191,8,473224.8,6266133.51,"Good"
"20317",42192,8,473224.8,6266133.51,"Good"
"20318",42193,8,473224.8,6266133.51,"Good"
"20319",42194,8,473224.8,6266133.51,"Good"
"20320",42195,8,473224.8,6266133.51,"Good"
"20321",42196,8,473224.8,6266133.51,"Good"
"20322",42197,8,473224.8,6266133.51,"Good"
"20323",42198,8,473222.98,6266136.2,"Good"
"20324",42199,8,473222.98,6266136.2,"Good"
"20325",42200,8,473222.98,6266136.2,"Good"
"20326",42201,8,473220.92,6266138.29,"Good"
"20327",42202,8,473220.92,6266138.29,"Good"
"20328",42203,8,473220.92,6266138.29,"Good"
"20329",42204,8,473222.18,6266138.41,"Good"
"20330",42205,8,473222.18,6266138.41,"Good"
"20331",42206,8,473220.86,6266141.35,"Good"
"20332",42207,8,473220.86,6266141.35,"Good"
"20333",42208,8,473220.86,6266141.35,"Good"
"20334",42209,8,473219.09,6266138.93,"Good"
"20335",42210,8,473219.09,6266138.93,"Good"
"20336",42211,8,473219.09,6266138.93,"Good"
"20337",42212,8,473219.09,6266138.93,"Good"
"20338",42213,8,473219.09,6266138.93,"Good"
"20339",42214,8,473219.09,6266138.93,"Good"
"20340",42215,8,473219.09,6266138.93,"Good"
"20341",42216,8,473219.09,6266138.93,"Good"
"20342",42217,8,473219.09,6266138.93,"Good"
"20343",42218,8,473219.09,6266138.93,"Good"
"20344",42219,8,473219.09,6266138.93,"Good"
"20345",42220,8,473219.09,6266138.93,"Good"
"20346",42221,8,473219.09,6266138.93,"Good"
"20347",42222,8,473216.41,6266143.06,"Good"
"20348",42223,8,473216.41,6266143.06,"Good"
"20349",42224,8,473216.41,6266143.06,"Good"
"20350",42225,8,473216.41,6266143.06,"Good"
"20351",42226,8,473216.93,6266145.87,"Good"
"20352",42227,8,473216.93,6266145.87,"Good"
"20353",42228,8,473216.93,6266145.87,"Good"
"20354",42229,8,473216.93,6266145.87,"Good"
"20355",42230,8,473216.93,6266145.87,"Good"
"20356",42231,8,473216.93,6266145.87,"Good"
"20357",42232,8,473216.93,6266145.87,"Good"
"20358",42233,8,473216.93,6266145.87,"Good"
"20359",42234,8,473216.93,6266145.87,"Good"
"20360",42235,8,473216.93,6266145.87,"Good"
"20361",42236,8,473213.42,6266148.05,"Good"
"20362",42237,8,473213.42,6266148.05,"Good"
"20363",42238,8,473213.42,6266148.05,"Good"
"20364",42239,8,473212.94,6266150.24,"Good"
"20365",42240,8,473212.94,6266150.24,"Good"
"20366",42241,8,473212.94,6266150.24,"Good"
"20367",42242,8,473211.09,6266150.99,"Good"
"20368",42243,8,473211.09,6266150.99,"Good"
"20369",42244,8,473211.94,6266151.53,"Good"
"20370",42245,8,473211.94,6266151.53,"Good"
"20371",42246,8,473211.94,6266151.53,"Good"
"20372",42247,8,473211.94,6266151.53,"Good"
"20373",42248,8,473211.94,6266151.53,"Good"
"20374",42249,8,473211.94,6266151.53,"Good"
"20375",42250,8,473211.94,6266151.53,"Good"
"20376",42251,8,473211.94,6266151.53,"Good"
"20377",42252,8,473211.94,6266151.53,"Good"
"20378",42253,8,473211.94,6266151.53,"Good"
"20379",42254,8,473211.94,6266151.53,"Good"
"20380",42255,8,473211.94,6266151.53,"Good"
"20381",42256,8,473208.36,6266155.18,"Good"
"20382",42257,8,473208.36,6266155.18,"Good"
"20383",42258,8,473208.36,6266155.18,"Good"
"20384",42259,8,473208.36,6266155.18,"Good"
"20385",42260,8,473208.36,6266155.18,"Good"
"20386",42261,8,473208.36,6266155.18,"Good"
"20387",42262,8,473208.36,6266155.18,"Good"
"20388",42263,8,473206.51,6266158.7,"Good"
"20389",42264,8,473206.51,6266158.7,"Good"
"20390",42265,8,473206.51,6266158.7,"Good"
"20391",42266,8,473205.25,6266158.24,"Good"
"20392",42267,8,473205.25,6266158.24,"Good"
"20393",42268,8,473205.25,6266158.24,"Good"
"20394",42269,8,473204.64,6266159.79,"Good"
"20395",42270,8,473204.64,6266159.79,"Good"
"20396",42271,8,473204.64,6266159.79,"Good"
"20397",42272,8,473202.56,6266159.79,"Good"
"20398",42273,8,473202.56,6266159.79,"Good"
"20399",42274,8,473202.56,6266159.79,"Good"
"20400",42275,8,473205.35,6266163.13,"Good"
"20401",42276,8,473205.35,6266163.13,"Good"
"20402",42277,8,473205.35,6266163.13,"Good"
"20403",42278,8,473205.35,6266163.13,"Good"
"20404",42279,8,473205.35,6266163.13,"Good"
"20405",42280,8,473205.35,6266163.13,"Good"
"20406",42281,8,473205.35,6266163.13,"Good"
"20407",42282,8,473205.35,6266163.13,"Good"
"20408",42283,8,473205.35,6266163.13,"Good"
"20409",42284,8,473205.35,6266163.13,"Good"
"20410",42285,8,473205.35,6266163.13,"Good"
"20411",42286,8,473205.35,6266163.13,"Good"
"20412",42287,8,473205.35,6266163.13,"Good"
"20413",42288,8,473198.93,6266173.25,"Good"
"20414",42289,8,473198.93,6266173.25,"Good"
"20415",42290,8,473198.93,6266173.25,"Good"
"20416",42291,8,473198.93,6266173.25,"Good"
"20417",42292,8,473198.93,6266173.25,"Good"
"20418",42293,8,473198.93,6266173.25,"Good"
"20419",42294,8,473198.93,6266173.25,"Good"
"20420",42295,8,473198.93,6266173.25,"Good"
"20421",42296,8,473200.31,6266169.75,"Good"
"20422",42297,8,473200.31,6266169.75,"Good"
"20423",42298,8,473198.75,6266166.48,"Good"
"20424",42299,8,473198.75,6266166.48,"Good"
"20425",42300,8,473198.75,6266166.48,"Good"
"20426",42301,8,473201.25,6266171.58,"Good"
"20427",42302,8,473201.25,6266171.58,"Good"
"20428",42303,8,473201.25,6266171.58,"Good"
"20429",42304,8,473199.74,6266168.41,"Good"
"20430",42305,8,473199.74,6266168.41,"Good"
"20431",42306,8,473199.74,6266168.41,"Good"
"20432",42307,8,473198.03,6266170.7,"Good"
"20433",42308,8,473198.03,6266170.7,"Good"
"20434",42309,8,473198.03,6266170.7,"Good"
"20435",42310,8,473198.03,6266170.7,"Good"
"20436",42311,8,473196.91,6266168.02,"Good"
"20437",42312,8,473196.91,6266168.02,"Good"
"20438",42313,8,473196.91,6266168.02,"Good"
"20439",42314,8,473196.91,6266168.02,"Good"
"20440",42315,8,473196.91,6266168.02,"Good"
"20441",42316,8,473196.91,6266168.02,"Good"
"20442",42317,8,473196.91,6266168.02,"Good"
"20443",42318,8,473196.91,6266168.02,"Good"
"20444",42319,8,473193.78,6266169.56,"Good"
"20445",42320,8,473193.78,6266169.56,"Good"
"20446",42321,8,473193.78,6266169.56,"Good"
"20447",42322,8,473192.06,6266170.32,"Good"
"20448",42323,8,473192.06,6266170.32,"Good"
"20449",42324,8,473190.4,6266171.35,"Good"
"20450",42325,8,473190.4,6266171.35,"Good"
"20451",42326,8,473190.4,6266171.35,"Good"
"20452",42327,8,473189.85,6266172.54,"Good"
"20453",42328,8,473189.85,6266172.54,"Good"
"20454",42329,8,473189.85,6266172.54,"Good"
"20455",42330,8,473189.85,6266172.54,"Good"
"20456",42331,8,473189.85,6266172.54,"Good"
"20457",42332,8,473189.85,6266172.54,"Good"
"20458",42333,8,473189.85,6266172.54,"Good"
"20459",42334,8,473189.85,6266172.54,"Good"
"20460",42335,8,473186.05,6266175.14,"Good"
"20461",42336,8,473186.05,6266175.14,"Good"
"20462",42337,8,473186.05,6266175.14,"Good"
"20463",42338,8,473186.84,6266174.42,"Good"
"20464",42339,8,473186.84,6266174.42,"Good"
"20465",42340,8,473186.84,6266174.42,"Good"
"20466",42341,8,473184.2,6266176.2,"Good"
"20467",42342,8,473184.2,6266176.2,"Good"
"20468",42343,8,473184.94,6266177.03,"Good"
"20469",42344,8,473184.94,6266177.03,"Good"
"20470",42345,8,473184.94,6266177.03,"Good"
"20471",42346,8,473184.38,6266174.99,"Good"
"20472",42347,8,473184.38,6266174.99,"Good"
"20473",42348,8,473184.38,6266174.99,"Good"
"20474",42349,8,473184.68,6266178.09,"Good"
"20475",42350,8,473184.68,6266178.09,"Good"
"20476",42351,8,473184.68,6266178.09,"Good"
"20477",42352,8,473183.98,6266175.26,"Good"
"20478",42353,8,473183.98,6266175.26,"Good"
"20479",42354,8,473183.98,6266175.26,"Good"
"20480",42355,8,473182.55,6266178.82,"Good"
"20481",42356,8,473182.55,6266178.82,"Good"
"20482",42357,8,473182.55,6266178.82,"Good"
"20483",42358,8,473186.2,6266177.65,"Good"
"20484",42359,8,473186.2,6266177.65,"Good"
"20485",42360,8,473182.72,6266176.72,"Good"
"20486",42361,8,473182.72,6266176.72,"Good"
"20487",42362,8,473182.72,6266176.72,"Good"
"20488",42363,8,473182.72,6266176.72,"Good"
"20489",42364,8,473182.72,6266176.72,"Good"
"20490",42365,8,473182.72,6266176.72,"Good"
"20491",42366,8,473182.72,6266176.72,"Good"
"20492",42367,8,473182.72,6266176.72,"Good"
"20493",42368,8,473179.91,6266179.39,"Good"
"20494",42369,8,473179.91,6266179.39,"Good"
"20495",42370,8,473179.91,6266179.39,"Good"
"20496",42371,8,473180.26,6266180.8,"Good"
"20497",42372,8,473180.26,6266180.8,"Good"
"20498",42373,8,473180.26,6266180.8,"Good"
"20499",42374,8,473179.75,6266181.21,"Good"
"20500",42375,8,473179.75,6266181.21,"Good"
"20501",42376,8,473176.58,6266182.99,"Good"
"20502",42377,8,473176.58,6266182.99,"Good"
"20503",42378,8,473176.58,6266182.99,"Good"
"20504",42379,8,473177.53,6266182.1,"Good"
"20505",42380,8,473177.53,6266182.1,"Good"
"20506",42381,8,473177.53,6266182.1,"Good"
"20507",42382,8,473177.53,6266182.1,"Good"
"20508",42383,8,473177.53,6266182.1,"Good"
"20509",42384,8,473174.29,6266184.58,"Good"
"20510",42385,8,473174.29,6266184.58,"Good"
"20511",42386,8,473174.29,6266184.58,"Good"
"20512",42387,8,473174.94,6266184.97,"Good"
"20513",42388,8,473174.94,6266184.97,"Good"
"20514",42389,8,473174.94,6266184.97,"Good"
"20515",42390,8,473172.33,6266185,"Good"
"20516",42391,8,473172.33,6266185,"Good"
"20517",42392,8,473172.33,6266185,"Good"
"20518",42393,8,473172.33,6266185,"Good"
"20519",42394,8,473172.33,6266185,"Good"
"20520",42395,8,473172.33,6266185,"Good"
"20521",42396,8,473172.33,6266185,"Good"
"20522",42397,8,473170.04,6266187.48,"Good"
"20523",42398,8,473170.04,6266187.48,"Good"
"20524",42399,8,473170.04,6266187.48,"Good"
"20525",42400,8,473170.04,6266187.48,"Good"
"20526",42401,8,473170.04,6266187.48,"Good"
"20527",42402,8,473170.04,6266187.48,"Good"
"20528",42403,8,473170.04,6266187.48,"Good"
"20529",42404,8,473170.04,6266187.48,"Good"
"20530",42405,8,473166.1,6266190.05,"Good"
"20531",42406,8,473166.1,6266190.05,"Good"
"20532",42407,8,473164.93,6266190.81,"Good"
"20533",42408,8,473164.93,6266190.81,"Good"
"20534",42409,8,473164.93,6266190.81,"Good"
"20535",42410,8,473163.58,6266193.11,"Good"
"20536",42411,8,473163.58,6266193.11,"Good"
"20537",42412,8,473163.58,6266193.11,"Good"
"20538",42413,8,473164.41,6266193.31,"Good"
"20539",42414,8,473164.41,6266193.31,"Good"
"20540",42415,8,473164.41,6266193.31,"Good"
"20541",42416,8,473159.24,6266192.38,"Good"
"20542",42417,8,473159.24,6266192.38,"Good"
"20543",42418,8,473160.71,6266196.01,"Good"
"20544",42419,8,473160.71,6266196.01,"Good"
"20545",42420,8,473160.71,6266196.01,"Good"
"20546",42421,8,473161,6266197.11,"Good"
"20547",42422,8,473161,6266197.11,"Good"
"20548",42423,8,473161,6266197.11,"Good"
"20549",42424,8,473159.36,6266199.58,"Good"
"20550",42425,8,473159.36,6266199.58,"Good"
"20551",42426,8,473159.36,6266199.58,"Good"
"20552",42427,8,473159.76,6266199.81,"Good"
"20553",42428,8,473159.76,6266199.81,"Good"
"20554",42429,8,473158.58,6266201.16,"Good"
"20555",42430,8,473158.58,6266201.16,"Good"
"20556",42431,8,473158.58,6266201.16,"Good"
"20557",42432,8,473157.69,6266201.94,"Good"
"20558",42433,8,473157.69,6266201.94,"Good"
"20559",42434,8,473157.69,6266201.94,"Good"
"20560",42435,8,473157.18,6266203.08,"Good"
"20561",42436,8,473157.18,6266203.08,"Good"
"20562",42437,8,473157.18,6266203.08,"Good"
"20563",42438,8,473157.09,6266204.47,"Good"
"20564",42439,8,473157.09,6266204.47,"Good"
"20565",42440,8,473158.32,6266203.27,"Good"
"20566",42441,8,473158.32,6266203.27,"Good"
"20567",42442,8,473158.32,6266203.27,"Good"
"20568",42443,8,473156.03,6266203.93,"Good"
"20569",42444,8,473156.03,6266203.93,"Good"
"20570",42445,8,473156.03,6266203.93,"Good"
"20571",42446,8,473156.03,6266203.93,"Good"
"20572",42447,8,473156.03,6266203.93,"Good"
"20573",42448,8,473156.03,6266203.93,"Good"
"20574",42449,8,473156.03,6266203.93,"Good"
"20575",42450,8,473156.03,6266203.93,"Good"
"20576",42451,8,473156.03,6266203.93,"Good"
"20577",42452,8,473156.03,6266203.93,"Good"
"20578",42453,8,473154.91,6266207.12,"Good"
"20579",42454,8,473154.91,6266207.12,"Good"
"20580",42455,8,473154.91,6266207.12,"Good"
"20581",42456,8,473155.37,6266207,"Good"
"20582",42457,8,473155.37,6266207,"Good"
"20583",42458,8,473155.37,6266207,"Good"
"20584",42459,8,473155.49,6266209.01,"Good"
"20585",42460,8,473155.49,6266209.01,"Good"
"20586",42461,8,473155.49,6266209.01,"Good"
"20587",42462,8,473155.22,6266208.57,"Good"
"20588",42463,8,473155.22,6266208.57,"Good"
"20589",42464,8,473155.21,6266211.01,"Good"
"20590",42465,8,473155.21,6266211.01,"Good"
"20591",42466,8,473155.21,6266211.01,"Good"
"20592",42467,8,473156.11,6266209.06,"Good"
"20593",42468,8,473156.11,6266209.06,"Good"
"20594",42469,8,473156.11,6266209.06,"Good"
"20595",42470,8,473155.84,6266208.96,"Good"
"20596",42471,8,473155.84,6266208.96,"Good"
"20597",42472,8,473155.84,6266208.96,"Good"
"20598",42473,8,473153.17,6266210.25,"Good"
"20599",42474,8,473153.17,6266210.25,"Good"
"20600",42475,8,473153.17,6266210.25,"Good"
"20601",42476,8,473153.17,6266210.25,"Good"
"20602",42477,8,473153.17,6266210.25,"Good"
"20603",42478,8,473153.17,6266210.25,"Good"
"20604",42479,8,473153.17,6266210.25,"Good"
"20605",42480,8,473150.91,6266211.53,"Good"
"20606",42481,8,473150.91,6266211.53,"Good"
"20607",42482,8,473150.91,6266211.53,"Good"
"20608",42483,8,473151.28,6266212.74,"Good"
"20609",42484,8,473151.28,6266212.74,"Good"
"20610",42485,8,473151.28,6266212.74,"Good"
"20611",42486,8,473150.3,6266212.1,"Good"
"20612",42487,8,473150.3,6266212.1,"Good"
"20613",42488,8,473150.3,6266212.1,"Good"
"20614",42489,8,473150.3,6266212.1,"Good"
"20615",42490,8,473150.3,6266212.1,"Good"
"20616",42491,8,473149.16,6266213.25,"Good"
"20617",42492,8,473149.16,6266213.25,"Good"
"20618",42493,8,473149.16,6266213.25,"Good"
"20619",42494,8,473145.84,6266213.81,"Good"
"20620",42495,8,473145.84,6266213.81,"Good"
"20621",42496,8,473147.09,6266214.96,"Good"
"20622",42497,8,473147.09,6266214.96,"Good"
"20623",42498,8,473147.09,6266214.96,"Good"
"20624",42499,8,473145.01,6266215.23,"Good"
"20625",42500,8,473145.01,6266215.23,"Good"
"20626",42501,8,473145.01,6266215.23,"Good"
"20627",42502,8,473144.29,6266218.08,"Good"
"20628",42503,8,473144.29,6266218.08,"Good"
"20629",42504,8,473144.29,6266218.08,"Good"
"20630",42505,8,473144.29,6266218.08,"Good"
"20631",42506,8,473144.29,6266218.08,"Good"
"20632",42507,8,473141.77,6266219.35,"Good"
"20633",42508,8,473141.77,6266219.35,"Good"
"20634",42509,8,473141.77,6266219.35,"Good"
"20635",42510,8,473141.77,6266219.35,"Good"
"20636",42511,8,473141.77,6266219.35,"Good"
"20637",42512,8,473141.77,6266219.35,"Good"
"20638",42513,8,473141.77,6266219.35,"Good"
"20639",42514,8,473141.77,6266219.35,"Good"
"20640",42515,8,473141.77,6266219.35,"Good"
"20641",42516,8,473138.23,6266221.75,"Good"
"20642",42517,8,473138.23,6266221.75,"Good"
"20643",42518,8,473138.23,6266221.75,"Good"
"20644",42519,8,473138.89,6266225.12,"Good"
"20645",42520,8,473138.89,6266225.12,"Good"
"20646",42521,8,473138.89,6266225.12,"Good"
"20647",42522,8,473138.89,6266225.12,"Good"
"20648",42523,8,473138.89,6266225.12,"Good"
"20649",42524,8,473138.89,6266225.12,"Good"
"20650",42525,8,473138.89,6266225.12,"Good"
"20651",42526,8,473138.89,6266225.12,"Good"
"20652",42527,8,473138.89,6266225.12,"Good"
"20653",42528,8,473134.85,6266226.04,"Good"
"20654",42529,8,473134.85,6266226.04,"Good"
"20655",42530,8,473134.85,6266226.04,"Good"
"20656",42531,8,473134.25,6266226.65,"Good"
"20657",42532,8,473134.25,6266226.65,"Good"
"20658",42533,8,473134.25,6266226.65,"Good"
"20659",42534,8,473134.25,6266226.65,"Good"
"20660",42535,8,473134.25,6266226.65,"Good"
"20661",42536,8,473134.25,6266226.65,"Good"
"20662",42537,8,473134.25,6266226.65,"Good"
"20663",42538,8,473134.25,6266226.65,"Good"
"20664",42539,8,473134.25,6266226.65,"Good"
"20665",42540,8,473134.25,6266226.65,"Good"
"20666",42541,8,473134.25,6266226.65,"Good"
"20667",42542,8,473134.25,6266226.65,"Good"
"20668",42543,8,473130.75,6266227.29,"Good"
"20669",42544,8,473130.75,6266227.29,"Good"
"20670",42545,8,473130.75,6266227.29,"Good"
"20671",42546,8,473132.79,6266226.71,"Good"
"20672",42547,8,473132.79,6266226.71,"Good"
"20673",42548,8,473132.79,6266226.71,"Good"
"20674",42549,8,473132.79,6266226.71,"Good"
"20675",42550,8,473132.79,6266226.71,"Good"
"20676",42551,8,473132.79,6266226.71,"Good"
"20677",42552,8,473132.79,6266226.71,"Good"
"20678",42553,8,473132.79,6266226.71,"Good"
"20679",42554,8,473132.79,6266226.71,"Good"
"20680",42555,8,473132.79,6266226.71,"Good"
"20681",42556,8,473132.79,6266226.71,"Good"
"20682",42557,8,473132.79,6266226.71,"Good"
"20683",42558,8,473129.83,6266229.89,"Good"
"20684",42559,8,473129.83,6266229.89,"Good"
"20685",42560,8,473129.83,6266229.89,"Good"
"20686",42561,8,473130.36,6266232.15,"Good"
"20687",42562,8,473130.36,6266232.15,"Good"
"20688",42563,8,473130.36,6266232.15,"Good"
"20689",42564,8,473130.45,6266232.7,"Good"
"20690",42565,8,473130.45,6266232.7,"Good"
"20691",42566,8,473127.74,6266230.66,"Good"
"20692",42567,8,473127.74,6266230.66,"Good"
"20693",42568,8,473127.74,6266230.66,"Good"
"20694",42569,8,473127.73,6266232.55,"Good"
"20695",42570,8,473127.73,6266232.55,"Good"
"20696",42571,8,473127.73,6266232.55,"Good"
"20697",42572,8,473127.73,6266232.55,"Good"
"20698",42573,8,473127.73,6266232.55,"Good"
"20699",42574,8,473127.73,6266232.55,"Good"
"20700",42575,8,473127.73,6266232.55,"Good"
"20701",42576,8,473127.73,6266232.55,"Good"
"20702",42577,8,473128.13,6266235.66,"Good"
"20703",42578,8,473128.13,6266235.66,"Good"
"20704",42579,8,473128.13,6266235.66,"Good"
"20705",42580,8,473127.43,6266235.18,"Good"
"20706",42581,8,473127.43,6266235.18,"Good"
"20707",42582,8,473125.44,6266231.21,"Good"
"20708",42583,8,473125.44,6266231.21,"Good"
"20709",42584,8,473125.44,6266231.21,"Good"
"20710",42585,8,473125.75,6266237.26,"Good"
"20711",42586,8,473125.75,6266237.26,"Good"
"20712",42587,8,473125.75,6266237.26,"Good"
"20713",42588,8,473125.75,6266237.26,"Good"
"20714",42589,8,473125.75,6266237.26,"Good"
"20715",42590,8,473125.75,6266237.26,"Good"
"20716",42591,8,473125.75,6266237.26,"Good"
"20717",42592,8,473125.75,6266237.26,"Good"
"20718",42593,8,473125.75,6266237.26,"Good"
"20719",42594,8,473125.75,6266237.26,"Good"
"20720",42595,8,473122.82,6266236.01,"Good"
"20721",42596,8,473122.82,6266236.01,"Good"
"20722",42597,8,473122.82,6266236.01,"Good"
"20723",42598,8,473122.82,6266236.01,"Good"
"20724",42599,8,473122.82,6266236.01,"Good"
"20725",42600,8,473122.82,6266236.01,"Good"
"20726",42601,8,473122.82,6266236.01,"Good"
"20727",42602,8,473124.08,6266239.28,"Good"
"20728",42603,8,473124.08,6266239.28,"Good"
"20729",42604,8,473124.08,6266239.28,"Good"
"20730",42605,8,473122.06,6266237.22,"Good"
"20731",42606,8,473122.06,6266237.22,"Good"
"20732",42607,8,473122.06,6266237.22,"Good"
"20733",42608,8,473122.29,6266240.8,"Good"
"20734",42609,8,473122.29,6266240.8,"Good"
"20735",42610,8,473122.29,6266240.8,"Good"
"20736",42611,8,473122.29,6266240.8,"Good"
"20737",42612,8,473122.29,6266240.8,"Good"
"20738",42613,8,473122.29,6266240.8,"Good"
"20739",42614,8,473122.29,6266240.8,"Good"
"20740",42615,8,473122.29,6266240.8,"Good"
"20741",42616,8,473121.02,6266242.87,"Good"
"20742",42617,8,473121.02,6266242.87,"Good"
"20743",42618,8,473119.31,6266242.85,"Good"
"20744",42619,8,473119.31,6266242.85,"Good"
"20745",42620,8,473119.31,6266242.85,"Good"
"20746",42621,8,473117.7,6266241.22,"Good"
"20747",42622,8,473117.7,6266241.22,"Good"
"20748",42623,8,473117.7,6266241.22,"Good"
"20749",42624,8,473119.2,6266243.75,"Good"
"20750",42625,8,473119.2,6266243.75,"Good"
"20751",42626,8,473119.2,6266243.75,"Good"
"20752",42627,8,473117.68,6266246.8,"Good"
"20753",42628,8,473117.68,6266246.8,"Good"
"20754",42629,8,473117.82,6266246.15,"Good"
"20755",42630,8,473117.82,6266246.15,"Good"
"20756",42631,8,473117.82,6266246.15,"Good"
"20757",42632,8,473116.11,6266247.6,"Good"
"20758",42633,8,473116.11,6266247.6,"Good"
"20759",42634,8,473116.11,6266247.6,"Good"
"20760",42635,8,473114.97,6266249.77,"Good"
"20761",42636,8,473114.97,6266249.77,"Good"
"20762",42637,8,473114.97,6266249.77,"Good"
"20763",42638,8,473114.97,6266249.77,"Good"
"20764",42639,8,473114.97,6266249.77,"Good"
"20765",42640,8,473114.97,6266249.77,"Good"
"20766",42641,8,473114.97,6266249.77,"Good"
"20767",42642,8,473114.97,6266249.77,"Good"
"20768",42643,8,473114.97,6266249.77,"Good"
"20769",42644,8,473114.97,6266249.77,"Good"
"20770",42645,8,473114.97,6266249.77,"Good"
"20771",42646,8,473114.97,6266249.77,"Good"
"20772",42647,8,473111.88,6266254.28,"Good"
"20773",42648,8,473111.88,6266254.28,"Good"
"20774",42649,8,473111.88,6266254.28,"Good"
"20775",42650,8,473110.92,6266253.23,"Good"
"20776",42651,8,473110.92,6266253.23,"Good"
"20777",42652,8,473110.92,6266253.23,"Good"
"20778",42653,8,473110.92,6266253.23,"Good"
"20779",42654,8,473110.92,6266253.23,"Good"
"20780",42655,8,473110.59,6266254.61,"Good"
"20781",42656,8,473110.59,6266254.61,"Good"
"20782",42657,8,473110.59,6266254.61,"Good"
"20783",42658,8,473110.59,6266254.61,"Good"
"20784",42659,8,473110.59,6266254.61,"Good"
"20785",42660,8,473110.59,6266254.61,"Good"
"20786",42661,8,473110.59,6266254.61,"Good"
"20787",42662,8,473109.76,6266255.77,"Good"
"20788",42663,8,473109.76,6266255.77,"Good"
"20789",42664,8,473109.76,6266255.77,"Good"
"20790",42665,8,473109.76,6266255.77,"Good"
"20791",42666,8,473109.76,6266255.77,"Good"
"20792",42667,8,473109.76,6266255.77,"Good"
"20793",42668,8,473109.76,6266255.77,"Good"
"20794",42669,8,473109.76,6266255.77,"Good"
"20795",42670,8,473110,6266256.13,"Good"
"20796",42671,8,473110,6266256.13,"Good"
"20797",42672,8,473107.95,6266257.01,"Good"
