"","Full.Model.Code","Key_function","Formula","CvM_pvalue","P_a.hat","se.P_a.hat","Delta.AIC","Model","CoveredArea","Det.Prob","Nhat","Nhat.se","Nhat.cv","Nhat.lcl","Nhat.ucl","Dhat","Dhat.se","Dhat.cv","Dhat.lcl","Dhat.ucl","Unique.Mods"
"1","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.132652016659242,0.625073182335474,0.0981470420775014,0,"out.list.2[[1]]",0.186157460115196,0.625073182335474,467214.238116894,127430.243369694,0.272744777392275,273482.979789314,798181.826405853,1057.04578759478,288.303718030981,0.272744777392275,618.739773278992,1805.84123621234,"Half-normal ~Depth + Stage"
"2","\texttt{out.list.2[[1]]}","Half-normal","~Depth",0.74665971279182,0.695612637134732,0.050080275333247,0,"out.list.2[[1]]",0.195697628221574,0.695612637134732,529245.103097199,92323.4340564812,0.174443624544081,373615.674360363,749701.895221346,1197.38711107964,208.876547639098,0.174443624544081,845.284331132042,1696.15813398494,"Half-normal ~Depth"
"3","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.139595826379811,0.642610921837756,0.0804537832089603,0,"out.list.2[[1]]",0.195948638393527,0.642610921837756,347509.843928742,80236.4440651872,0.230889701304806,219952.388742203,549041.964572252,786.22136635462,181.530416437075,0.230889701304806,497.629838783265,1242.17639043496,"Half-normal ~Depth + Stage"
"4","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.109200342388966,0.638702479251708,0.0453246552871586,0,"out.list.2[[1]]",0.202914063579265,0.638702479251708,542261.340739397,91094.5934686865,0.167990204399368,387755.858158704,758331.190808568,1226.83561253257,206.09636531377,0.167990204399368,877.275697191638,1715.68142716871,"Half-normal ~Stage"
"5","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.783435905957392,0.736426402974152,0.058044776051514,0,"out.list.2[[1]]",0.193213980121019,0.736426402974152,490807.802986088,95659.330009297,0.194901811722028,332791.776517314,723852.920865363,1110.42489363368,216.423823550446,0.194901811722028,752.92257130614,1637.67629155059,"Half-normal ~Stage"
"6","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.282527904304385,0.7498614131241,0.0617234629562774,0,"out.list.2[[1]]",0.190368673930828,0.7498614131241,473736.895286956,86119.6498597503,0.181787930635179,329871.553684783,680345.557078803,1071.80293051347,194.840836786765,0.181787930635179,746.315732318514,1539.24334180725,"Half-normal ~Stage"
"7","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.207277213988494,0.780500599186403,0.0601952702947632,0,"out.list.2[[1]]",0.191590412562357,0.780500599186403,399033.193987762,76778.5897615605,0.192411535978421,271718.973359321,586000.63122391,902.79003164652,173.707216655114,0.192411535978421,614.748808505251,1325.79328331201,"Half-normal ~Depth + Stage"
"8","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.229635375148681,0.752319063313676,0.0566882420912201,0,"out.list.2[[1]]",0.201295772241355,0.752319063313676,502011.881349872,93087.6248258957,0.185429126847735,346776.744759917,726738.262656325,1135.77348721691,210.605486031438,0.185429126847735,784.562770950039,1644.20421415458,"Half-normal ~Stage"
"9","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.941019367069349,0.671267516730082,0.0496262409377726,0,"out.list.2[[1]]",0.175511276518952,0.671267516730082,483962.067030186,106486.543103798,0.22003076347956,312039.370666047,750608.110201573,1094.93680323571,240.919780777823,0.22003076347956,705.971426846261,1698.2083941212,"Uniform with cosine adjustment term of order 1 NA"
"10","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.126139046903496,0.832896001238528,0.0693888114632339,0,"out.list.2[[1]]",0.192762987476893,0.832896001238528,415704.562589072,71884.4584463364,0.172921985745427,294676.519993682,586440.627712983,940.508060156272,162.634521371802,0.172921985745427,666.688959261723,1326.78875048186,"Half-normal ~Stage"
"11","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.0886254152430078,0.686042331506849,0.0679256525778248,0,"out.list.2[[1]]",0.206570810596632,0.686042331506849,474073.838158316,83042.5337872612,0.175167931877163,334532.546723404,671821.041711618,1072.56524470207,187.879035717786,0.175167931877163,756.860965437565,1519.95710794484,"Half-normal ~Depth + Stage"
"12","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.420521193968871,0.735819091239565,0.052637930585223,0,"out.list.2[[1]]",0.194982771539871,0.735819091239565,539129.414299976,82295.8800415181,0.15264587288077,397617.332210463,731005.672583672,1219.74980610854,186.189773849588,0.15264587288077,899.586724458061,1653.85898774586,"Half-normal ~Stage"
"13","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.579598088465129,0.80235692632929,0.0650938451829919,0,"out.list.2[[1]]",0.209837311508914,0.80235692632929,448919.076068108,76927.793675636,0.171362273907836,319168.406396427,631416.934818835,1015.65401825364,174.044782071575,0.171362273907836,722.100466960241,1428.54510140008,"Half-normal ~Stage"
"14","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.553809263083693,0.501698724205611,0.132443283828848,0,"out.list.2[[1]]",0.194600205610674,0.501698724205611,706253.440132436,208742.501698285,0.295563164491123,399013.203313343,1250068.71340846,1597.85846183809,472.268103389784,0.295563164491123,902.744803876341,2828.20975884268,"Hazard-rate ~Stage"
"15","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.178069687621747,0.702445690144085,0.0640422948665606,0,"out.list.2[[1]]",0.18495823235556,0.702445690144085,411643.461221805,84849.2597632196,0.206123181238874,273141.03577402,620376.717421765,931.320048013133,191.966651048008,0.206123181238874,617.966144285113,1403.56723398589,"Half-normal ~Depth + Stage"
"16","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.749924121111721,0.839148942162627,0.0722456916819678,0,"out.list.2[[1]]",0.191888331672429,0.839148942162627,414487.653138771,88225.4856763529,0.212854315462118,271373.899294743,633074.938492488,937.754871354686,199.605171213468,0.212854315462118,613.968097951908,1432.29624093323,"Half-normal ~Stage"
"17","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.445412191662308,0.770280200021114,0.068310525056438,0,"out.list.2[[1]]",0.194204292865056,0.770280200021114,410704.545426401,83065.7003042948,0.202251718977336,274701.477245625,614041.92407412,929.195804132129,187.931448652251,0.202251718977336,621.496554854355,1389.23512233964,"Uniform with cosine adjustment term of order 1 NA"
"18","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.475694452514898,0.805680703855575,0.0710733267364945,0,"out.list.2[[1]]",0.189929552536129,0.805680703855575,355280.910659028,70785.3603571422,0.199237724947954,238966.050780412,528211.120644486,803.802965291919,160.147874111181,0.199237724947954,540.647173711339,1195.04778426354,"Half-normal ~Depth + Stage"
"19","\texttt{out.list.2[[1]]}","Half-normal","~Depth",0.0314288628800495,0.757307596863155,0.0613474445671005,0,"out.list.2[[1]]",0.191128408805798,0.757307596863155,293154.081253515,51297.7684423613,0.174985687468563,206681.722397619,415805.105350632,663.244527722884,116.058299643351,0.174985687468563,467.605706781944,940.735532467494,"Half-normal ~Depth"
"20","\texttt{out.list.2[[1]]}","Half-normal","~1",0.367182310133156,0.763021527347146,0.0618686792069317,0,"out.list.2[[1]]",0.196282185652467,0.763021527347146,433832.344437459,83991.4417672277,0.193603457289792,295000.265003509,638001.132229027,981.521141261219,190.025886351194,0.193603457289792,667.421414035089,1443.44147563128,"Half-normal ~1"
"21","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.179756713882219,0.682854496550671,0.0561229613912875,0,"out.list.2[[1]]",0.208184848972293,0.682854496550671,345118.273240131,65842.508674839,0.190782447004845,235949.754027132,504796.553043042,780.810572941473,148.964951753029,0.190782447004845,533.822972912062,1142.07364941865,"Half-normal ~Depth + Stage"
"22","\texttt{out.list.2[[1]]}","Half-normal","~Depth",0.0600324657096504,0.701481489891663,0.0660955886231431,0,"out.list.2[[1]]",0.171943211542887,0.701481489891663,395771.735127284,83077.264395319,0.209912070574217,260686.812001419,600856.119736539,895.411165446345,187.957611754115,0.209912070574217,589.789167424026,1359.40298582927,"Half-normal ~Depth"
"23","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.389968561438061,0.442819681461717,0.0909567815736937,0,"out.list.2[[1]]",0.206978801591002,0.442819681461717,689613.132956846,185758.723466442,0.269366568861539,408501.540787579,1164172.53220068,1560.21070804716,420.268605127697,0.269366568861539,924.211630741129,2633.87450724136,"Hazard-rate ~Stage"
"24","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.177209172132362,0.767496846090211,0.0606935441123699,0,"out.list.2[[1]]",0.184322041809053,0.767496846090211,409298.066335969,75207.9890146484,0.183748703452009,283726.996861939,590444.014701499,926.01372474201,170.153821300109,0.183748703452009,641.916282493075,1335.84618710746,"Half-normal ~Depth + Stage"
"25","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.931295271747349,0.548384062705936,0.0911890245161485,0,"out.list.2[[1]]",0.208035062342243,0.548384062705936,716758.14311556,164939.177552318,0.230118316947709,457099.07570185,1123918.78048242,1621.62475818,373.165560073117,0.230118316947709,1034.16080475532,2542.80267077472,"Hazard-rate ~Stage"
"26","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.124341303401495,0.684226655912553,0.0315541195611094,0,"out.list.2[[1]]",0.191372120436088,0.684226655912553,391562.957695574,78655.6086105178,0.200876020227811,261662.536662667,585951.477023885,885.889044560123,177.953865634656,0.200876020227811,591.996689282052,1325.68207471467,"Uniform with simple polynomial adjustment term of order 2 NA"
"27","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.402470675496214,0.820015720042729,0.0646736632255719,0,"out.list.2[[1]]",0.199955514684422,0.820015720042729,487916.247055489,92201.7070847548,0.18897035636993,334790.374894715,711078.579291829,1103.88291189025,208.601147250576,0.18897035636993,757.444287092116,1608.77506627111,"Half-normal ~Stage"
"28","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.562257187844652,0.702774680757297,0.0553022808820128,0,"out.list.2[[1]]",0.197404410574419,0.702774680757297,449229.661235804,83729.0633822632,0.186383648737551,309825.737633981,651357.405214814,1016.35669962852,189.432270095618,0.186383648737551,700.9632073167,1473.65928781632,"Half-normal ~Stage"
"29","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.809839980273365,0.553622396919625,0.125453889605482,0,"out.list.2[[1]]",0.185404963686143,0.553622396919625,611470.634985021,168900.231576724,0.276219693822029,357822.00854251,1044922.69486706,1383.41772621045,382.127220761819,0.276219693822029,809.552055526041,2364.07849517435,"Hazard-rate ~Stage"
"30","\texttt{out.list.2[[1]]}","Half-normal","~1",0.344419705727173,0.722580300994207,0.049657847830688,0,"out.list.2[[1]]",0.194668745613955,0.722580300994207,593884.137389679,101731.451387236,0.171298482283732,421779.265400585,836215.522135988,1343.6292701124,230.161654722253,0.171298482283732,954.251731675532,1891.89032157463,"Half-normal ~1"
"31","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.499506940809016,0.432698890655802,0.0866077097371332,0,"out.list.2[[1]]",0.208684075987514,0.432698890655802,690186.22865741,161948.837527996,0.234645130261478,436960.113790393,1090161.35613889,1561.50730465477,366.400084904969,0.234645130261478,988.597542512201,2466.42840755405,"Hazard-rate ~Stage"
"32","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment terms of order 1,2,3",NA,0.741789939089741,0.455692826662757,0.0557333052248126,0,"out.list.2[[1]]",0.181915882261385,0.455692826662757,629160.526925994,100334.58186112,0.159473739319508,459753.759529844,860989.084780065,1423.44010616741,227.001316427874,0.159473739319508,1040.16687676435,1947.93910583725,"Uniform with cosine adjustment terms of order 1,2,3 NA"
"33","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.338116201634218,0.83034729244614,0.0685768577446904,0,"out.list.2[[1]]",0.19172891266144,0.83034729244614,366478.76681187,72091.0081156168,0.19671264652728,247623.702024895,542382.1929229,829.13748147482,163.101828315875,0.19671264652728,560.234619965826,1227.10903376222,"Half-normal ~Depth + Stage"
"34","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.604918490191748,0.661286845803859,0.0497750638897351,0,"out.list.2[[1]]",0.174616578886077,0.661286845803859,432539.081562318,77267.8662758369,0.178637883995933,302880.351046236,617702.853395772,978.595207154565,174.814177094654,0.178637883995933,685.249663000535,1397.51776786374,"Uniform with cosine adjustment term of order 1 NA"
"35","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.432650184920041,0.800097287167138,0.0754887899654774,0,"out.list.2[[1]]",0.20119964702607,0.800097287167138,381651.573482272,62366.7823289946,0.163412878820193,276094.047472971,527566.330656779,863.465098376181,141.101317486413,0.163412878820193,624.647166228442,1193.58898338638,"Uniform with cosine adjustment term of order 1 NA"
"36","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.584533246783383,0.66078129895452,0.0601392250622448,0,"out.list.2[[1]]",0.193679446618181,0.66078129895452,431708.901391261,74796.2432687273,0.173256198859191,305979.462374293,609101.585100725,976.716971473442,169.22226983875,0.173256198859191,692.261227091161,1378.05788484327,"Half-normal ~Depth + Stage"
"37","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.583900338183727,0.432821107392668,0.0838841897677722,0,"out.list.2[[1]]",0.203145411472269,0.432821107392668,698749.677668782,183227.999992956,0.26222266120287,419327.471175283,1164367.10114357,1580.88162368503,414.542986409402,0.26222266120287,948.704685916929,2634.31470846961,"Hazard-rate ~Stage"
"38","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.147960970872806,0.73048231305514,0.05674773084435,0,"out.list.2[[1]]",0.192806988657351,0.73048231305514,448772.08038286,83071.7115628712,0.185108912060662,310246.313098478,649149.954820682,1015.32144883,187.945048784777,0.185108912060662,701.914735516919,1468.66505615539,"Half-normal ~Stage"
"39","\texttt{out.list.2[[1]]}","Half-normal","~1",0.531560636737872,0.683072367883576,0.0490989006078338,0,"out.list.2[[1]]",0.209146195072536,0.683072367883576,516680.480959231,118249.913587618,0.228864681259265,327322.477484531,815583.217675232,1168.96036416116,267.533741148457,0.228864681259265,740.548591593962,1845.21089971772,"Half-normal ~1"
"40","\texttt{out.list.2[[1]]}","Half-normal","~Depth",0.159478444846359,0.762575636389229,0.0616611559401812,0,"out.list.2[[1]]",0.195308181562647,0.762575636389229,388767.724548257,55949.2765455232,0.143914407016518,292041.104436434,517531.064478379,879.564987665739,126.582073632405,0.143914407016518,660.726480625417,1170.8847612633,"Half-normal ~Depth"
"41","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.178848959307042,0.846276684620075,0.0741170012739234,0,"out.list.2[[1]]",0.196024837567657,0.846276684620075,532879.221730295,95151.7454657738,0.178561560641846,373499.156129884,760270.164715279,1205.60909893732,215.275442230257,0.178561560641846,845.020715225981,1720.06824596217,"Half-normal ~Depth + Stage"
"42","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.0993957789002535,0.738375103683247,0.0676317557041659,0,"out.list.2[[1]]",0.197745521612791,0.738375103683246,514620.981973964,96179.7161659707,0.186894276632578,354645.098290843,746759.947801835,1164.30086419449,217.601167796314,0.186894276632578,802.364475771137,1689.50214434804,"Half-normal ~Depth + Stage"
"43","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.221264103324007,0.802925480132398,0.0857954858168676,0,"out.list.2[[1]]",0.194416895562364,0.802925480132398,379417.906629833,75431.062809267,0.198807334844264,255931.909347928,562485.343223302,858.41155346116,170.658513143138,0.198807334844264,579.03146911296,1272.59127426086,"Half-normal ~Depth + Stage"
"44","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.574421267825356,0.513343281532749,0.118259152199567,0,"out.list.2[[1]]",0.192218264108109,0.513343281532749,443460.487988104,131469.529601058,0.296462781154439,249580.794861762,787950.068496146,1003.3042714663,297.442374663027,0.296462781154439,564.662431813941,1782.69246266096,"Hazard-rate ~Stage"
"45","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.285141714248374,0.679643412273312,0.047203591114498,0,"out.list.2[[1]]",0.194306370662489,0.679643412273312,575681.886270166,95617.125396425,0.16609368416284,412933.270194869,802574.309459685,1302.44770649359,216.328338000961,0.16609368416284,934.238167861696,1815.77898067802,"Half-normal ~Depth + Stage"
"46","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.0837448460083013,0.571861349464693,0.0483890772465722,0,"out.list.2[[1]]",0.199804190754665,0.571861349464693,456466.530095378,73665.7695454575,0.161382630901909,331160.72394906,629186.005552292,1032.72970609814,166.664636980673,0.161382630901909,749.232407124571,1423.49775011831,"Half-normal ~Depth + Stage"
"47","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.286983902638923,0.77505850290808,0.0601473478967189,0,"out.list.2[[1]]",0.188321429413495,0.77505850290808,387612.712328962,85633.8334901414,0.22092627709657,249463.930725055,602265.883979054,876.951837848331,193.741704728827,0.22092627709657,564.398033314604,1362.59249769017,"Half-normal ~Depth + Stage"
"48","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.26274537965715,0.515371105942442,0.132189395534707,0,"out.list.2[[1]]",0.190704588558402,0.515371105942442,494690.699440029,161490.291578666,0.326446993568843,263489.488914999,928761.481606619,1119.20972723988,365.362650630465,0.326446993568843,596.130065418549,2101.27032037697,"Hazard-rate ~Stage"
"49","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.194473338429108,0.869075485597964,0.0630355139181272,0,"out.list.2[[1]]",0.198492874158234,0.869075485597964,392022.758312111,65909.2452738136,0.168126068898632,280213.617374523,548445.305672745,886.929317448215,149.115939533515,0.168126068898632,633.967460123355,1240.8264834225,"Half-normal ~Depth + Stage"
"50","\texttt{out.list.2[[1]]}","Half-normal","~Depth + Stage",0.0418053963358245,0.75963160533555,0.0790300539610487,0,"out.list.2[[1]]",0.183260236557027,0.75963160533555,419107.016803737,91065.1116006746,0.217283672068224,271978.260275631,645826.219184275,948.205920370445,206.02966425492,0.217283672068224,615.335430487853,1461.14529227212,"Half-normal ~Depth + Stage"
"51","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.0617905807832108,0.701549794727974,0.0545010645820037,0,"out.list.2[[1]]",0.20096035444136,0.701549794727974,454591.573976505,86023.3704274264,0.189232214919743,311677.456595519,663036.401117141,1028.48772392875,194.623010016802,0.189232214919743,705.152616731943,1500.08235546864,"Half-normal ~Stage"
"52","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.581525576012319,0.519526587188811,0.116552262995785,0,"out.list.2[[1]]",0.180526576838635,0.519526587188811,673921.60873508,196415.342429198,0.291451319980466,383062.478156458,1185629.91840348,1524.70952202507,444.37860278099,0.291451319980466,866.657190399226,2682.42062987214,"Hazard-rate ~Stage"
"53","\texttt{out.list.2[[1]]}","Half-normal","~Depth",0.786775966742996,0.727628562903154,0.0618502011709783,0,"out.list.2[[1]]",0.18789909880846,0.727628562903154,391176.902673466,69499.1146103075,0.177666713283227,274700.547076466,557040.642305717,885.015616908294,157.237815860424,0.177666713283227,621.494450399243,1260.27294639303,"Half-normal ~Depth"
