"","Full.Model.Code","Key_function","Formula","CvM_pvalue","P_a.hat","se.P_a.hat","Delta.AIC","Model","CoveredArea","Det.Prob","Nhat","Nhat.se","Nhat.cv","Nhat.lcl","Nhat.ucl","Dhat","Dhat.se","Dhat.cv","Dhat.lcl","Dhat.ucl","Unique.Mods"
"1","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.277015858283302,0.74643456739254,0.0420704161013265,0,"out.list.2[[1]]",0.168142517254961,0.74643456739254,2157187.7655692,346841.616450819,0.160784157033869,1561461.79125661,2980193.99640674,1298.72833568284,208.814940668765,0.160784157033869,940.073324055754,1794.21673474217,"Hazard-rate ~1"
"2","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.224452841164274,0.674882684986461,0.0589986231025193,0,"out.list.2[[1]]",0.151055131348857,0.674882684986461,1759663.47352028,327556.086786219,0.186147005785675,1214205.98680349,2550156.7062711,1059.40004426266,197.204146168705,0.186147005785675,731.009022759478,1535.31409167436,"Uniform with cosine adjustment term of order 1 NA"
"3","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.845603409700685,0.706735284883804,0.035842301264022,0,"out.list.2[[1]]",0.147616455190655,0.706735284883804,2133452.03817854,330812.343115204,0.155059657866806,1561371.26072037,2915141.14145293,1284.43831317191,199.164565391453,0.155059657866806,940.018820421654,1755.05186119984,"Uniform with simple polynomial adjustment term of order 2 NA"
"4","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.728496456300287,0.770675796536705,0.0463442140560012,0,"out.list.2[[1]]",0.141739104141966,0.770675796536705,2037572.2973451,373267.1334919,0.18319209285396,1410325.58696249,2943788.94156631,1226.71420670988,224.724342860867,0.18319209285396,849.0822317655,1772.29918215913,"Uniform with simple polynomial adjustment term of order 2 NA"
"5","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.916032970318491,0.831074225688437,0.0509587619868725,0,"out.list.2[[1]]",0.16373449194557,0.831074225688437,1562426.55603648,292243.617533233,0.187044707096242,1073241.86337609,2274582.11081036,940.654157758266,175.944381416757,0.187044707096242,646.142000828468,1369.40524431689,"Hazard-rate ~1"
"6","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.463322780439983,0.864949004420323,0.0340994701229832,0,"out.list.2[[1]]",0.177769642726814,0.864949004420323,1425920.98647097,254285.480023846,0.178330694643313,994877.677988753,2043719.24774588,858.471394624304,153.091800134766,0.178330694643313,598.963081269569,1230.41495950986,"Hazard-rate ~Stage"
"7","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.714293693259149,0.74040828553236,0.0599914285531304,0,"out.list.2[[1]]",0.154354985343066,0.74040828553236,2092860.07736094,381015.614469548,0.182054987139896,1455093.24468631,3010159.87766165,1260.00004657492,229.389292275465,0.182054987139896,876.034463989352,1812.25760244531,"Uniform with cosine adjustment term of order 1 NA"
"8","\texttt{out.list.2[[1]]}","Hazard-rate","~Stage",0.698484974701664,0.730336311747861,0.0452442366940568,0,"out.list.2[[1]]",0.138266983074611,0.730336311747861,2171211.761315,347132.524750212,0.159879626177029,1575238.28065409,2992665.02748722,1307.17143968393,208.990081125955,0.159879626177029,948.367417612337,1801.72488108803,"Hazard-rate ~Stage"
"9","\texttt{out.list.2[[1]]}","Half-normal","~1",0.365203283597949,0.82017717507364,0.064343725307113,0,"out.list.2[[1]]",0.154093050008878,0.82017717507364,2142232.02014604,322386.463459277,0.150490918083327,1587185.68308793,2891380.68534653,1289.72427462134,194.091790162118,0.150490918083327,955.560314923498,1740.74695084078,"Half-normal ~1"
"10","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.451810286686311,0.816207186799316,0.0543279716371647,0,"out.list.2[[1]]",0.160092647677243,0.816207186799316,1868594.92723514,328611.358658221,0.175860136334872,1313421.42752402,2658436.14921917,1124.98189478335,197.839469390862,0.175860136334872,790.74137719688,1600.50340109522,"Uniform with simple polynomial adjustment term of order 2 NA"
"11","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.471873464980845,0.874046513913541,0.0416917179839186,0,"out.list.2[[1]]",0.160518420847949,0.874046513913541,1977091.09513911,298446.276686692,0.150952213289744,1458594.76108462,2679900.75294917,1190.301682805,179.678673501922,0.150952213289744,878.14254129116,1613.42610051124,"Hazard-rate ~1"
"12","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.530275572559444,0.814828287718825,0.0450465629628744,0,"out.list.2[[1]]",0.148106535522985,0.814828287718825,1761729.72194898,294963.713300109,0.167428470795051,1258089.2813642,2466988.36018456,1060.64402284707,177.582006803196,0.167428470795051,757.42882682974,1485.24284177277,"Hazard-rate ~1"
"13","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.815007015317165,0.714799651068499,0.0334524825803344,0,"out.list.2[[1]]",0.125559717524611,0.714799651068499,2128299.83316369,322274.562348076,0.151423477710384,1568507.75501386,2887878.72764108,1281.33644380716,194.024420438336,0.151423477710384,944.315325113704,1738.63860785134,"Uniform with simple polynomial adjustment term of order 2 NA"
"14","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.668076398556789,0.751372207448137,0.0382386224866451,0,"out.list.2[[1]]",0.169123330593213,0.751372207448137,2078299.37574209,336416.673032468,0.161871132214695,1500268.3552503,2879037.12698744,1251.23382043473,202.53863517909,0.161871132214695,903.232001956831,1733.31554905926,"Uniform with simple polynomial adjustment term of order 2 NA"
"15","\texttt{out.list.2[[1]]}","Hazard-rate","~1",0.88645801710428,0.860078248958743,0.0439081916287745,0,"out.list.2[[1]]",0.164436865154298,0.860078248958743,1550266.67085831,291052.801730703,0.187743700617365,1062427.15857569,2262109.67159017,933.333335856902,175.227454383325,0.187743700617365,639.631040683736,1361.8962502048,"Hazard-rate ~1"
