"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"597","D[3,4]",15.392,10.19,1.668,13.127,40.745,FALSE,1,1.001,3000
"598","D[4,4]",5.765,3.842,1.463,4.795,15.612,FALSE,1,1.004,1376
"599","D[1,5]",12.238,8.438,2.916,10.187,33.711,FALSE,1,1.003,1395
"600","D[2,5]",8.078,6.583,1,6.203,26.746,FALSE,1,1.001,3000
"601","D[3,5]",16.547,11.761,1.237,14.032,45.698,FALSE,1,1.002,1737
"602","D[4,5]",8.154,5.251,2.045,6.91,21.741,FALSE,1,1.003,1949
"603","D[1,6]",8.652,7.036,1,6.82,27.164,FALSE,1,1.002,3000
"604","D[2,6]",6.934,6.641,1,5.087,25.229,FALSE,1,1.015,1013
"605","D[3,6]",30.228,20.084,3.283,26.165,79.805,FALSE,1,1.005,778
"606","D[4,6]",8.024,5.896,1.437,6.584,22.487,FALSE,1,1,3000
"607","D[1,7]",19.387,13.335,4.572,15.894,54.101,FALSE,1,1.002,3000
"608","D[2,7]",14.201,13.064,1,10.803,50.086,FALSE,1,1,3000
"609","D[3,7]",29.642,20.55,2.651,25.252,82.507,FALSE,1,1,3000
"610","D[4,7]",11.792,9.499,1,9.501,36.816,FALSE,1,1.008,682
"611","D[1,8]",7.783,6.362,1,6.069,25.55,FALSE,1,1.001,3000
"612","D[2,8]",12.175,10.832,1,8.882,42.993,FALSE,1,1.001,3000
"613","D[3,8]",39.237,23.669,7.31,34.748,96.229,FALSE,1,1.001,3000
"614","D[4,8]",12.152,10.661,1,9.7,39.503,FALSE,1,1.002,1976
"615","D[1,9]",17.026,12.328,2.911,13.848,48.716,FALSE,1,1.004,2955
"616","D[2,9]",15.076,15.268,1,11.06,52.321,FALSE,1,1.008,2566
"617","D[3,9]",50.202,29.078,11.256,44.886,120.526,FALSE,1,1.001,2307
"618","D[4,9]",6.743,9.33,1,2.233,32.7,FALSE,1,1.001,3000
"619","D[1,10]",13.13,12.609,1,9.642,46.2,FALSE,1,1.001,3000
"620","D[2,10]",9.836,12.357,1,5.456,42.51,FALSE,1,1,3000
"621","D[3,10]",21.175,23.639,1,13.987,80.659,FALSE,1,1,3000
"622","D[4,10]",3.603,8.444,1,1,30.461,FALSE,1,1.003,2272
"623","D[1,11]",16.318,15.183,1,12.164,54.975,FALSE,1,1.001,3000
"624","D[2,11]",12.413,14.198,1,7.836,49.489,FALSE,1,1.001,3000
"625","D[3,11]",45.129,30.784,4.187,38.543,121.173,FALSE,1,1,3000
"626","D[4,11]",4.518,10.275,1,1,37.739,FALSE,1,1.002,3000
"627","D[1,12]",6.786,11.279,1,1,40.121,FALSE,1,1.009,1019
"628","D[2,12]",8.312,12.269,1,3.111,41.658,FALSE,1,1.007,937
"629","D[3,12]",14.274,16.842,1,8.267,58.581,FALSE,1,1,3000
"630","D[4,12]",10.453,13.474,1,5.537,47.085,FALSE,1,1.003,2103
"631","D[1,13]",7.185,13.963,1,1,47.957,FALSE,1,1.008,1626
"632","D[2,13]",5.31,10.231,1,1,32.739,FALSE,1,1,3000
"633","D[3,13]",8.455,16.058,1,1,55.425,FALSE,1,1.001,3000
"634","D[4,13]",5.86,11.993,1,1,41.685,FALSE,1,1.006,3000
"635","D[1,14]",12.322,14.232,1,7.771,52.396,FALSE,1,1,2506
"636","D[2,14]",2.005,5.017,1,1,15.983,FALSE,1,1.006,3000
"637","D[3,14]",6.142,16.164,1,1,53.135,FALSE,1,1.006,1654
"638","D[4,14]",15.77,25.759,1,1.65,90.506,FALSE,1,1.006,1763
"639","D[1,15]",11.977,15.42,1,6.493,53.413,FALSE,1,1.01,507
"640","D[2,15]",4.282,10.024,1,1,34.66,FALSE,1,1.004,3000
"641","D[3,15]",4.503,14.992,1,1,48.915,FALSE,1,1.02,1376
"642","D[4,15]",6.431,15.675,1,1,49.77,FALSE,1,1.007,2959
"643","D[1,16]",9.506,10.933,1,5.795,38.736,FALSE,1,1.001,3000
"644","D[2,16]",19.01,22.457,1,12.534,75.779,FALSE,1,1.001,3000
"645","D[3,16]",29.338,27.147,1,22.731,99.273,FALSE,1,1.003,1308
"646","D[4,16]",9.377,8.768,1,6.859,31.958,FALSE,1,1,3000
"647","D[1,17]",15.95,18.126,1,10.182,64.462,FALSE,1,1,3000
"648","D[2,17]",41.003,35.787,1.624,31.167,131.331,FALSE,1,1.003,2690
"649","D[3,17]",56.297,38.846,3.195,48.346,155.605,FALSE,1,1,3000
"650","D[4,17]",18.747,15.937,1,14.895,59.736,FALSE,1,1.002,1761
"651","D[1,18]",28.95,30.837,1,20.259,107.466,FALSE,1,1.002,3000
"652","D[2,18]",17.602,19.578,1,11.993,71.872,FALSE,1,1,3000
"653","D[3,18]",24.767,28.622,1,15.33,100.094,FALSE,1,1,3000
"654","D[4,18]",15.165,13.198,1,11.925,50.094,FALSE,1,1.001,2345
"655","D[1,19]",56.962,27.975,12.791,52.946,123.985,FALSE,1,1.001,2756
"656","D[2,19]",30.036,14.921,8.55,27.548,65.891,FALSE,1,1.001,3000
"657","D[3,19]",159.114,77.288,47.015,148.062,343.841,FALSE,1,1.001,1725
"658","D[4,19]",28.115,10.287,11.757,26.967,52.062,FALSE,1,1.001,3000
"659","D[1,20]",3.433,6.47,1,1,22.381,FALSE,1,1.005,3000
"660","D[2,20]",1.248,1.278,1,1,4.571,FALSE,1,1.017,1768
"661","D[3,20]",41.593,38.934,1,32.454,140.156,FALSE,1,1.008,545
"662","D[4,20]",10.809,7.596,1,9.475,29.12,FALSE,1,1,3000
"663","D[1,21]",3.624,5.135,1,1,18.726,FALSE,1,1.001,3000
"664","D[2,21]",1.009,0.169,1,1,1,FALSE,1,1.136,2744
"665","D[3,21]",1.076,0.816,1,1,1,FALSE,1,1.041,3000
"666","D[4,21]",26.965,17.906,2.869,23.437,70.693,FALSE,1,1.001,3000
"667","D[1,22]",1.856,3.637,1,1,12.144,FALSE,1,1.004,3000
"668","D[2,22]",1.545,2.639,1,1,9.026,FALSE,1,1.016,851
"669","D[3,22]",1.658,2.84,1,1,10.813,FALSE,1,1.007,1948
"670","D[4,22]",4.136,5.897,1,1,20.573,FALSE,1,1.005,1207
"671","D[1,23]",1,0,1,1,1,FALSE,1,NA,1
"672","D[2,23]",1.143,1.218,1,1,1.737,FALSE,1,1.023,3000
"673","D[3,23]",1.134,1.389,1,1,1,FALSE,1,1.051,3000
"674","D[4,23]",2.629,3.42,1,1,12.464,FALSE,1,1.007,2095
"675","D[1,24]",1.001,0.046,1,1,1,FALSE,1,1.291,3000
"676","D[2,24]",4.868,7.728,1,1,26.787,FALSE,1,1.004,2458
"677","D[3,24]",1.125,1.423,1,1,1,FALSE,1,1.026,3000
"678","D[4,24]",1.7,2.417,1,1,9.469,FALSE,1,1.001,3000
"679","D[1,25]",1.96,3.984,1,1,13.339,FALSE,1,1.002,3000
"680","D[2,25]",6.203,12.795,1,1,42.798,FALSE,1,1.002,1763
"681","D[3,25]",55.372,45.227,1,45.014,168.498,FALSE,1,1,3000
"682","D[4,25]",10.021,13.345,1,3.901,46.888,FALSE,1,1,3000
"683","D[1,26]",2.312,5.225,1,1,18.541,FALSE,1,1.001,3000
"684","D[2,26]",6.505,9.924,1,1,35.496,FALSE,1,1,3000
"685","D[3,26]",13.675,14.618,1,9.264,50.854,FALSE,1,1,3000
"686","D[4,26]",1.933,3.313,1,1,13.126,FALSE,1,1.003,2662
"687","D[1,27]",1.007,0.31,1,1,1,FALSE,1,1.249,3000
"688","D[2,27]",29.851,35.709,1,19.199,123.018,FALSE,1,1.003,1333
"689","D[3,27]",25.823,20.612,1,22.973,75.442,FALSE,1,1,3000
"690","D[4,27]",1.339,2.29,1,1,5.266,FALSE,1,1,3000
"691","D[1,28]",8.742,20.692,1,1,69.445,FALSE,1,1.001,3000
"692","D[2,28]",10.106,16.241,1,1,57.672,FALSE,1,1.002,3000
"693","D[3,28]",74.243,50.703,1,65.375,194.085,FALSE,1,1.001,3000
"694","D[4,28]",6.219,10.148,1,1,37.02,FALSE,1,1.001,3000
"695","D[1,29]",24.397,26.194,1,16.824,89.512,FALSE,1,1.005,3000
"696","D[2,29]",4.006,7.585,1,1,26.119,FALSE,1,1,3000
"697","D[3,29]",25.211,23.019,1,20.297,81.86,FALSE,1,1,3000
"698","D[4,29]",1.021,0.364,1,1,1,FALSE,1,1.204,1910
"699","D[1,30]",48.063,43.66,1,38.17,157.178,FALSE,1,1.001,3000
"700","D[2,30]",2.117,2.911,1,1,11.663,FALSE,1,1.003,2820
"701","D[3,30]",13.547,13.777,1,9.567,48.965,FALSE,1,1,3000
"702","D[4,30]",3.769,5.375,1,1,19.472,FALSE,1,1,3000
"703","D[1,31]",7.885,14.403,1,1,50.299,FALSE,1,1.001,3000
"704","D[2,31]",1.154,1.043,1,1,2.65,FALSE,1,1.042,2062
"705","D[3,31]",32.926,20.085,1.443,29.573,81.09,FALSE,1,1.001,1621
"706","D[4,31]",12.75,9.01,1,11.47,34.143,FALSE,1,1.005,595
"707","D[1,32]",1.107,1.155,1,1,1,FALSE,1,1.004,3000
"708","D[2,32]",1.182,0.873,1,1,3.348,FALSE,1,1.039,3000
"709","D[3,32]",1.954,3.395,1,1,11.964,FALSE,1,1.005,3000
"710","D[4,32]",1.087,0.43,1,1,2.261,FALSE,1,1.002,3000
"711","D[1,33]",1.122,1.359,1,1,1,FALSE,1,1.067,1211
"712","D[2,33]",1.008,0.183,1,1,1,FALSE,1,1.109,2292
"713","D[3,33]",1.234,1.294,1,1,4.342,FALSE,1,1.005,3000
"714","D[4,33]",1.001,0.073,1,1,1,FALSE,1,1.291,3000
"715","D[1,34]",2.031,4.447,1,1,14.53,FALSE,1,1.019,3000
"716","D[2,34]",8.284,7.757,1,6.233,29.034,FALSE,1,1,3000
"717","D[3,34]",1.004,0.106,1,1,1,FALSE,1,1.144,3000
"718","D[4,34]",1,0.009,1,1,1,FALSE,1,1.291,3000
"719","D[1,35]",1.36,1.693,1,1,6.029,FALSE,1,1.011,3000
"720","D[2,35]",1.083,0.684,1,1,1.904,FALSE,1,1.037,3000
"721","D[3,35]",3.714,5.099,1,1,18.176,FALSE,1,1,2744
"722","D[4,35]",2.664,1.819,1,2.133,7.253,FALSE,1,1,3000
"723","D[1,36]",5.466,6.672,1,2.194,23.917,FALSE,1,1.013,1145
"724","D[2,36]",1.001,0.052,1,1,1,FALSE,1,1.291,3000
"725","D[3,36]",1.003,0.066,1,1,1,FALSE,1,1.088,3000
"726","D[4,36]",1.337,0.83,1,1,3.91,FALSE,1,1,3000
"727","D[1,37]",3.016,4.825,1,1,17.572,FALSE,1,1.001,3000
"728","D[2,37]",3.29,5.717,1,1,20.552,FALSE,1,1.015,1186
"729","D[3,37]",1.403,1.966,1,1,7.008,FALSE,1,1.008,3000
"730","D[4,37]",5.943,6.942,1,3.395,25.405,FALSE,1,1.01,1117
"731","D[1,38]",43.441,22.929,8.699,39.603,99.352,FALSE,1,1.001,2054
"732","D[2,38]",1,0,1,1,1,FALSE,1,NA,1
"733","D[3,38]",1.003,0.134,1,1,1,FALSE,1,1.291,1738
"734","D[4,38]",1.001,0.02,1,1,1,FALSE,1,1.14,3000
"735","D[1,39]",54.052,46.46,1,43.425,169.381,FALSE,1,1.008,1180
"736","D[2,39]",1.783,2.398,1,1,8.9,FALSE,1,1.002,3000
"737","D[3,39]",1.673,1.792,1,1,7.525,FALSE,1,1.003,1740
"738","D[4,39]",1.688,1.952,1,1,8.158,FALSE,1,1,3000
"739","D[1,40]",12.098,14.264,1,6.808,49.001,FALSE,1,1.003,3000
"740","D[2,40]",2.841,3.475,1,1,12.501,FALSE,1,1.003,3000
"741","D[3,40]",1.331,1.626,1,1,6.055,FALSE,1,1.051,569
"742","D[4,40]",1.009,0.132,1,1,1,FALSE,1,1.075,1632
"743","D[1,41]",2.109,4.005,1,1,14.057,FALSE,1,1.01,3000
"744","D[2,41]",1,0,1,1,1,FALSE,1,NA,1
"745","D[3,41]",4.728,8.291,1,1,29.856,FALSE,1,1.006,933
"746","D[4,41]",1.005,0.128,1,1,1,FALSE,1,1.049,3000
"747","D[1,42]",30.386,31.344,1,22.477,112.094,FALSE,1,1,3000
"748","D[2,42]",1.599,2.743,1,1,8.508,FALSE,1,1.021,3000
"749","D[3,42]",2.002,2.852,1,1,11.067,FALSE,1,1,3000
"750","D[4,42]",5.133,4.009,1,4.254,14.885,FALSE,1,1.001,2179
"751","D[1,43]",40.103,67.369,1,14.416,209.766,FALSE,1,1.01,1765
"752","D[2,43]",3.234,7.248,1,1,21.15,FALSE,1,1.008,3000
"753","D[3,43]",10.525,24.806,1,1,75.894,FALSE,1,1.007,2973
"754","D[4,43]",3.68,8.065,1,1,27.137,FALSE,1,1.001,3000
"755","C[1,1]",15.466,8.983,6.396,13.08,39.333,FALSE,1,1.002,3000
"756","C[2,1]",10.551,4.36,6.076,9.372,22.698,FALSE,1,1.001,1850
"757","C[3,1]",72.185,7.387,58.912,71.873,87.93,FALSE,1,1,3000
"758","C[4,1]",8.98,1.685,6.868,8.606,13.448,FALSE,1,1,3000
"759","C[1,2]",16.128,9.247,5.629,13.839,39.052,FALSE,1,1.003,1515
"760","C[2,2]",8.457,4.626,3.534,7.219,21.079,FALSE,1,1.002,3000
"761","C[3,2]",87.852,9.067,71.266,87.353,106.691,FALSE,1,1,3000
"762","C[4,2]",11.515,1.752,9.042,11.217,15.844,FALSE,1,1,3000
"763","C[1,3]",13.616,6.592,5.965,11.967,30.826,FALSE,1,1,3000
"764","C[2,3]",8.679,4.65,3.994,7.423,21.098,FALSE,1,1.002,3000
"765","C[3,3]",97.281,10.472,78.163,96.506,119.397,FALSE,1,1.001,2875
"766","C[4,3]",9.52,1.959,6.961,9.127,14.494,FALSE,1,1,3000
"767","C[1,4]",17.894,7.511,9.066,16.083,37.076,FALSE,1,1.002,1384
"768","C[2,4]",7.896,3.211,4.722,6.959,16.678,FALSE,1,1.001,1870
"769","C[3,4]",146.745,16.602,117.079,145.465,182.605,FALSE,1,1.001,3000
"770","C[4,4]",12.116,3.886,7.564,11.205,21.93,FALSE,1,1.004,1112
"771","C[1,5]",14.509,8.439,5.245,12.455,35.954,FALSE,1,1.003,1407
"772","C[2,5]",22.362,6.751,14.528,20.666,41.356,FALSE,1,1,3000
"773","C[3,5]",353.032,36.024,286.918,350.722,431.142,FALSE,1,1.001,1995
"774","C[4,5]",22.429,5.486,15.368,21.295,35.955,FALSE,1,1.002,1826
"775","C[1,6]",79.7,9.875,64.212,78.397,102.94,FALSE,1,1,3000
"776","C[2,6]",43.202,7.536,32.718,42.058,61.804,FALSE,1,1.01,1388
"777","C[3,6]",341.16,36.635,276.785,339.757,422.186,FALSE,1,1.005,620
"778","C[4,6]",45.469,7.053,35.038,44.506,61.579,FALSE,1,1,3000
"779","C[1,7]",42.658,13.472,26.684,39.402,77.64,FALSE,1,1.002,3000
"780","C[2,7]",42.275,13.384,26.711,38.737,78.617,FALSE,1,1,3000
"781","C[3,7]",311.193,35.591,249.616,308.328,386.955,FALSE,1,1,3000
"782","C[4,7]",100.928,13.221,80.001,99.393,131.342,FALSE,1,1.003,1157
"783","C[1,8]",114.952,12.201,92.928,113.827,141.237,FALSE,1,1,3000
"784","C[2,8]",119.211,15.108,95.454,117.296,154.938,FALSE,1,1,3000
"785","C[3,8]",250.534,32.126,195.922,247.767,323.22,FALSE,1,1.002,3000
"786","C[4,8]",316.738,32.883,256.204,315.422,385.379,FALSE,1,1,3000
"787","C[1,9]",121.8,16.175,95.666,119.721,156.573,FALSE,1,1.002,3000
"788","C[2,9]",79.93,16.581,59.216,76.691,118.225,FALSE,1,1.005,2224
"789","C[3,9]",254.93,35.529,194.85,251.84,338.172,FALSE,1,1,3000
"790","C[4,9]",253.408,26.285,206.234,252.081,309.135,FALSE,1,1,3000
"791","C[1,10]",70.261,13.796,51.239,67.763,104.391,FALSE,1,1,3000
"792","C[2,10]",47.836,12.837,33.84,44.538,80.906,FALSE,1,1,3000
"793","C[3,10]",190.446,28.804,146.708,186.404,257.171,FALSE,1,1,3000
"794","C[4,10]",159.245,17.463,129.683,157.759,199.053,FALSE,1,1.001,3000
"795","C[1,11]",46.824,15.522,28.981,43.11,85.997,FALSE,1,1.001,3000
"796","C[2,11]",47.527,14.523,32.206,43.325,84.382,FALSE,1,1.001,3000
"797","C[3,11]",146.765,32.336,99.974,141.016,228.003,FALSE,1,1,3000
"798","C[4,11]",146.919,17.55,118.778,145.071,188.987,FALSE,1,1,3000
"799","C[1,12]",208.795,23.294,169.292,206.935,263.151,FALSE,1,1,3000
"800","C[2,12]",45.804,12.846,32.956,42.236,80.593,FALSE,1,1.008,1026
"801","C[3,12]",138.913,20.682,107.218,135.629,187.561,FALSE,1,1,3000
"802","C[4,12]",124.953,17.325,98.572,122.451,165.597,FALSE,1,1.002,3000
"803","C[1,13]",82.953,15.813,63.694,79.797,124.927,FALSE,1,1.005,1062
"804","C[2,13]",68.15,12.01,52.892,65.975,96.781,FALSE,1,1.001,3000
"805","C[3,13]",179.001,23.189,142.297,176.067,232.273,FALSE,1,1,3000
"806","C[4,13]",175.938,20.839,141.691,173.837,224.113,FALSE,1,1,3000
"807","C[1,14]",133.986,18.949,105.356,131.143,178.031,FALSE,1,1.001,2040
"808","C[2,14]",83.759,9.606,68.547,82.768,105.436,FALSE,1,1,3000
"809","C[3,14]",221.97,26.853,178.799,218.547,282.269,FALSE,1,1.001,3000
"810","C[4,14]",126.151,28.047,94.244,119.253,201.311,FALSE,1,1.003,3000
"811","C[1,15]",139.786,19.95,109.176,136.754,187.802,FALSE,1,1.005,501
"812","C[2,15]",77.407,12.357,61.282,75.269,107.932,FALSE,1,1.002,3000
"813","C[3,15]",267.313,30.129,216.93,264.771,331.474,FALSE,1,1.004,1430
"814","C[4,15]",133.449,19.91,106.386,130.07,180.204,FALSE,1,1.002,2427
"815","C[1,16]",88.583,13.551,68.019,86.387,120.752,FALSE,1,1,3000
"816","C[2,16]",39.023,22.622,18.791,32.311,96.542,FALSE,1,1.001,3000
"817","C[3,16]",174.494,30.93,128.495,169.488,244.826,FALSE,1,1.001,2540
"818","C[4,16]",48.184,9.575,34.906,46.343,72.126,FALSE,1,1,3000
"819","C[1,17]",141.981,22.317,109.671,138.257,196.209,FALSE,1,1,3000
"820","C[2,17]",56.906,35.796,17.73,47.136,148.79,FALSE,1,1.003,2422
"821","C[3,17]",268.203,44.875,199.481,261.287,375.178,FALSE,1,1,3000
"822","C[4,17]",100.827,18.24,73.83,97.861,145.72,FALSE,1,1.002,1869
"823","C[1,18]",130.213,32.459,89.635,122.676,211.476,FALSE,1,1.002,3000
"824","C[2,18]",32.851,19.607,14.739,27.244,89.949,FALSE,1,1,3000
"825","C[3,18]",228.405,35.586,173.61,222.989,311.352,FALSE,1,1,3000
"826","C[4,18]",81.655,14.764,60.433,79.121,117.731,FALSE,1,1,2294
"827","C[1,19]",160.593,30.02,110.789,157.258,229.208,FALSE,1,1.001,2231
"828","C[2,19]",47.013,15.047,25.174,44.448,83.186,FALSE,1,1.001,3000
"829","C[3,19]",338.515,79.573,217.085,327.716,526.606,FALSE,1,1.001,2169
"830","C[4,19]",99.97,12.389,78.533,98.98,127.735,FALSE,1,1.001,2492
"831","C[1,20]",116.347,13.174,93.921,115.315,144.551,FALSE,1,1.001,3000
"832","C[2,20]",23.035,2.5,19.029,22.755,28.582,FALSE,1,1.003,1074
"833","C[3,20]",205.44,41.781,148.416,197.597,306.626,FALSE,1,1.005,747
"834","C[4,20]",93.029,11.313,72.991,92.403,117.218,FALSE,1,1,3000
"835","C[1,21]",90.822,10.032,73.622,90.139,113.016,FALSE,1,1.001,3000
"836","C[2,21]",25.426,2.453,21.003,25.279,30.718,FALSE,1,1,3000
"837","C[3,21]",128.135,12.632,105.18,127.424,154.953,FALSE,1,1.001,1801
"838","C[4,21]",116.434,19.993,85.377,113.729,161.578,FALSE,1,1,3000
"839","C[1,22]",89.026,9.391,72.579,88.464,108.597,FALSE,1,1,3000
"840","C[2,22]",33.431,4.091,27.213,32.93,43.133,FALSE,1,1.003,1374
"841","C[3,22]",141.802,14.399,116.334,141.076,172.593,FALSE,1,1,2675
"842","C[4,22]",96.895,10.868,77.96,95.977,120.932,FALSE,1,1.001,1522
"843","C[1,23]",38.436,3.618,31.684,38.273,45.944,FALSE,1,1.001,1885
"844","C[2,23]",29.476,3.068,24.172,29.235,35.74,FALSE,1,1.001,3000
"845","C[3,23]",151.879,15.049,124.573,151.209,184.3,FALSE,1,1,3000
"846","C[4,23]",98.985,9.972,81.047,98.564,120.407,FALSE,1,1,3000
"847","C[1,24]",55.632,5.459,45.807,55.416,66.963,FALSE,1,1.002,836
"848","C[2,24]",36.156,8.328,26.863,33.888,58.778,FALSE,1,1.004,1891
"849","C[3,24]",141.721,14.055,116.817,141.004,171.287,FALSE,1,1,3000
"850","C[4,24]",79.952,8.232,65.129,79.492,96.973,FALSE,1,1,3000
"851","C[1,25]",137.959,14.316,112.332,137.245,168.139,FALSE,1,1,3000
"852","C[2,25]",33.085,13.145,23.4,29.191,69.53,FALSE,1,1.002,1858
"853","C[3,25]",187.83,46.9,123.309,178.797,302.697,FALSE,1,1,3000
"854","C[4,25]",84.399,15.191,63.846,81.271,122.51,FALSE,1,1,3000
"855","C[1,26]",100.696,11,81.902,99.886,125.297,FALSE,1,1,3000
"856","C[2,26]",39.4,10.462,28.435,36.186,69.107,FALSE,1,1,3000
"857","C[3,26]",106.364,17.239,80.451,103.395,147.036,FALSE,1,1,3000
"858","C[4,26]",70.603,7.595,57.768,70.101,87.041,FALSE,1,1,3000
"859","C[1,27]",44.462,4.376,36.551,44.316,53.864,FALSE,1,1.003,1287
"860","C[2,27]",72.961,35.761,38.695,62.284,166.41,FALSE,1,1.003,1531
"861","C[3,27]",138.767,23.236,102.621,136.12,192.341,FALSE,1,1.002,1138
"862","C[4,27]",82.013,8.34,66.967,81.696,99.714,FALSE,1,1,3000
"863","C[1,28]",65.366,21.346,48.055,59.438,124.979,FALSE,1,1.001,3000
"864","C[2,28]",45.879,16.627,30.889,40.303,95.506,FALSE,1,1.001,3000
"865","C[3,28]",185.709,51.925,109.058,177.685,310.908,FALSE,1,1.001,3000
"866","C[4,28]",70.955,11.896,54.862,68.344,102.641,FALSE,1,1.001,1894
"867","C[1,29]",95.146,27.084,62.229,88.517,162.368,FALSE,1,1.005,3000
"868","C[2,29]",32.875,8.035,24.953,30.847,55.255,FALSE,1,1,3000
"869","C[3,29]",114.724,24.798,80.205,110.365,172.974,FALSE,1,1,3000
"870","C[4,29]",71.688,7.241,58.933,71.332,87.395,FALSE,1,1,3000
"871","C[1,30]",147.467,44.616,90.86,137.881,257.796,FALSE,1,1.001,3000
"872","C[2,30]",19.859,3.386,15.701,19.187,29.305,FALSE,1,1.002,1972
"873","C[3,30]",82.902,15.382,61.22,80.211,119.454,FALSE,1,1,3000
"874","C[4,30]",71.621,8.717,57.249,70.489,91.897,FALSE,1,1,2803
"875","C[1,31]",68.812,15.444,51.912,64.566,112.367,FALSE,1,1.001,1996
"876","C[2,31]",22.107,2.317,18.238,21.933,26.903,FALSE,1,1.002,3000
"877","C[3,31]",97.953,21.159,65.238,95.002,149.041,FALSE,1,1.001,1624
"878","C[4,31]",81.826,11.362,63.135,80.744,107.037,FALSE,1,1.002,978
"879","C[1,32]",48.686,4.963,39.795,48.413,59.162,FALSE,1,1.002,1114
"880","C[2,32]",12.851,1.452,10.639,12.694,16.001,FALSE,1,1.004,3000
"881","C[3,32]",53.061,6.196,42.735,52.482,67.038,FALSE,1,1.001,3000
"882","C[4,32]",41.434,4.072,34.179,41.207,49.837,FALSE,1,1,3000
"883","C[1,33]",75.135,7.598,61.313,74.721,91.561,FALSE,1,1,3000
"884","C[2,33]",14.219,1.343,11.835,14.146,16.954,FALSE,1,1,3000
"885","C[3,33]",77.196,7.603,63.576,76.618,93.13,FALSE,1,1.001,2772
"886","C[4,33]",56.308,5.522,46.099,56.243,67.554,FALSE,1,1,3000
"887","C[1,34]",76.397,8.661,62.068,75.649,95.785,FALSE,1,1.001,3000
"888","C[2,34]",20.123,7.849,11.511,18.139,41.054,FALSE,1,1,3000
"889","C[3,34]",84.167,8.374,68.774,83.894,102.071,FALSE,1,1,3000
"890","C[4,34]",78.15,7.819,63.963,77.715,94.41,FALSE,1,1.001,1501
"891","C[1,35]",58.941,6.113,47.889,58.664,72.045,FALSE,1,1,3000
"892","C[2,35]",15.302,1.564,12.704,15.204,18.481,FALSE,1,1.001,3000
"893","C[3,35]",47.022,6.67,37.1,45.983,64.204,FALSE,1,1,2951
"894","C[4,35]",20.465,2.521,16.259,20.246,26.131,FALSE,1,1,3000
"895","C[1,36]",62.135,8.737,48.649,60.723,82.672,FALSE,1,1.008,1278
"896","C[2,36]",18.318,1.787,15.067,18.212,22.151,FALSE,1,1,3000
"897","C[3,36]",50.83,4.882,41.94,50.645,60.841,FALSE,1,1.001,1372
"898","C[4,36]",21.386,2.173,17.516,21.307,25.999,FALSE,1,1,3000
"899","C[1,37]",64.668,7.74,52.688,63.707,82.471,FALSE,1,1,3000
"900","C[2,37]",19.097,5.92,14.091,17.404,36.521,FALSE,1,1.012,1293
"901","C[3,37]",56.202,5.828,46.231,55.787,68.918,FALSE,1,1.001,1625
"902","C[4,37]",27.25,7.273,19.409,25.184,46.858,FALSE,1,1.009,1213
"903","C[1,38]",108.435,23.817,71.517,104.749,166.112,FALSE,1,1.001,2992
"904","C[2,38]",17.914,1.707,14.876,17.77,21.53,FALSE,1,1,3000
"905","C[3,38]",65.961,6.434,54.346,65.708,79.886,FALSE,1,1.001,3000
"906","C[4,38]",25.285,2.419,20.841,25.197,30.268,FALSE,1,1,3000
"907","C[1,39]",84.871,46.511,32.108,74.004,201.09,FALSE,1,1.007,1197
"908","C[2,39]",19.555,2.969,15.652,19.089,26.877,FALSE,1,1,3000
"909","C[3,39]",99.949,10.149,81.601,99.696,121.433,FALSE,1,1,3000
"910","C[4,39]",30.12,3.485,24.345,29.747,38.124,FALSE,1,1,3000
"911","C[1,40]",44.132,14.496,28.512,39.346,82.137,FALSE,1,1.004,2669
"912","C[2,40]",21.696,3.936,16.793,20.758,32.081,FALSE,1,1.002,3000
"913","C[3,40]",58.606,5.986,47.726,58.364,71.308,FALSE,1,1,3000
"914","C[4,40]",80.222,8.003,65.752,79.689,96.963,FALSE,1,1.001,1904
"915","C[1,41]",33.16,5.038,26.57,32.35,46.171,FALSE,1,1.008,1170
"916","C[2,41]",18.913,1.765,15.752,18.828,22.659,FALSE,1,1.004,497
"917","C[3,41]",42.39,8.974,32.26,40.123,67.589,FALSE,1,1.003,1582
"918","C[4,41]",20.274,1.942,16.727,20.146,24.437,FALSE,1,1.001,1771
"919","C[1,42]",75.403,31.46,41.194,67.313,157.398,FALSE,1,1,3000
"920","C[2,42]",21.464,3.375,17.332,21.001,28.275,FALSE,1,1.01,1973
"921","C[3,42]",33.418,4.334,26.806,32.83,43.69,FALSE,1,1,3000
"922","C[4,42]",16.201,4.147,10.872,15.418,26.307,FALSE,1,1.001,2180
"923","C[1,43]",78.047,67.506,33.466,52.439,249.01,FALSE,1,1.01,1777
"924","C[2,43]",15.415,7.324,11.103,13.517,32.556,FALSE,1,1.006,3000
"925","C[3,43]",41.358,25.065,26.648,33.646,106.888,FALSE,1,1.007,2708
"926","C[4,43]",18.74,8.224,13.53,16.543,42.013,FALSE,1,1.001,3000
"927","FC[1,44]",44.225,1.973,40.555,44.222,48.141,FALSE,1,1,3000
"928","FC[2,44]",19.531,0.871,17.91,19.529,21.26,FALSE,1,1,3000
"929","FC[3,44]",53.5,2.387,49.06,53.496,58.237,FALSE,1,1,3000
