"(t = net lb / 2204.623)
Original mortality values in pounds converted to the values below in tonnes",,,,,
,,,,,
Year1,"IPHC
Regulatory Area","IPHC 
Statistical Area","Pacific halibut
Net wt (t)",Unique vessels,
2021,2A,008,1.9,3,
2021,2A,009,13.3,19,
2021,2A,010,38.9,31,
2021,2A,020,33.4,54,
2021,2A,030,5.9,12,
2021,2A,040,17.6,24,
2021,2A,050,179.4,111,
2021,2B,060,64.9,15,
2021,2B,070,42.3,11,
2021,2B,080,79.1,30,
2021,2B,090,59.0,30,
2021,2B,091,236.3,47,
2021,2B,092,2.3,9,
2021,2B,100,141.1,34,
2021,2B,102,264.5,40,
2021,2B,103,5.3,6,
2021,2B,110,11.7,14,
2021,2B,112,288.4,52,
2021,2B,114,28.8,12,
2021,2B,120,10.1,12,
2021,2B,121,33.6,14,
2021,2B,122,6.6,9,
2021,2B,130,97.5,28,
2021,2B,131,241.8,33,
2021,2B,132,166.7,43,
2021,2B,133,204.9,41,
2021,2B,134,32.0,18,
2021,2B,135,282.5,51,
2021,2C,140,6.9,5,
2021,2C,141,0.2,3,
2021,2C,142,28.5,15,
2021,2C,143,15.3,28,
2021,2C,144,11.2,7,
2021,2C,150,47.3,24,
2021,2C,151,142.3,48,
2021,2C,152,100.6,57,
2021,2C,153,14.6,18,
2021,2C,160,175.6,77,
2021,2C,161,94.3,44,
2021,2C,162,339.0,86,
2021,2C,163,31.4,18,
2021,2C,170,96.9,83,
2021,2C,171,47.6,43,
2021,2C,173,19.6,16,
2021,2C,174,11.4,18,
2021,2C,181,201.8,64,
2021,2C,182,80.7,44,
2021,2C,183,3.4,3,
2021,2C,184,35.8,10,
2021,3A,185,473.2,97,
2021,3A,190,196.3,40,
2021,3A,200,457.0,56,
2021,3A,210,252.8,44,
2021,3A,220,256.2,45,
2021,3A,230,200.9,48,
2021,3A,232,137.2,36,
2021,3A,240,209.8,59,
2021,3A,242,345.5,55,
2021,3A,250,229.8,72,
2021,3A,260,196.2,63,
2021,3A,261,171.2,58,
2021,3A,270,368.9,92,
2021,3A,271,131.6,39,
2021,3A,280,253.4,48,
2021,3A,281,48.6,18,
2021,3B,290,624.0,110,
2021,3B,300,129.2,29,
2021,3B,310,51.8,21,
2021,3B,320,112.5,25,
2021,3B,330,87.2,14,
2021,3B,340,74.8,15,
2021,4A,350,121.5,30,
2021,4A,360,194.7,31,
2021,4A,370,55.2,14,
