"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"182138","MSY[2]",17.576,17.542,0.262,13.3,60.805,FALSE,1,1,3000,39
"182238","MSY[3]",9.646,12.082,0.415,4.913,44.858,FALSE,1,1,3000,39
"182338","MSY[4]",9.503,11.327,0.342,5.048,41.786,FALSE,1,1.002,2887,39
"182438","Bmsy[1]",3817.414,2023.806,1656.325,3200.965,9302.304,FALSE,1,1.013,222,39
"182538","Bmsy[2]",2213.023,1655.458,652.397,1629.417,6933.467,FALSE,1,1,3000,39
"182638","Bmsy[3]",5442.69,2413.743,2672.672,4800.258,11721.746,FALSE,1,1.019,172,39
"182738","Bmsy[4]",4224.525,2235.742,1827.609,3563.784,10024.258,FALSE,1,1.013,343,39
"182838","Fmsy[1]",0.004,0.005,0,0.002,0.019,FALSE,1,1.006,1524,39
"182938","Fmsy[2]",0.011,0.013,0,0.007,0.047,FALSE,1,1.016,741,39
"183038","Fmsy[3]",0.002,0.002,0,0.001,0.008,FALSE,1,1.001,3000,39
"183138","Fmsy[4]",0.003,0.003,0,0.001,0.013,FALSE,1,1.002,2266,39
"183238","Hmsy[1]",0.004,0.005,0,0.002,0.019,FALSE,1,1.006,1524,39
"183338","Hmsy[2]",0.011,0.013,0,0.007,0.047,FALSE,1,1.016,741,39
"183438","Hmsy[3]",0.002,0.002,0,0.001,0.008,FALSE,1,1.001,3000,39
"183538","Hmsy[4]",0.003,0.003,0,0.001,0.013,FALSE,1,1.002,2266,39
"183638","Stock.Status[1]",0.336,0.152,0.103,0.319,0.679,FALSE,1,1.01,204,39
"183738","Stock.Status[2]",0.409,0.261,0.079,0.355,1.05,FALSE,1,1.003,1691,39
"183838","Stock.Status[3]",0.17,0.066,0.065,0.162,0.315,FALSE,1,1.006,517,39
"183938","Stock.Status[4]",0.462,0.204,0.148,0.442,0.892,FALSE,1,1.008,248,39
"184038","Proj1_biomass",3832.094,448.787,2979.599,3814.709,4729.844,FALSE,1,1,3000,39
"184138","Bmsyseo",15697.652,3468.54,10099.132,15242.314,23549.87,FALSE,1,1.003,624,39
"184238","Fmsyseo",0.003,0.003,0,0.003,0.01,FALSE,1,1,3000,39
"184338","Fmsyseo2",0.003,0.003,0,0.003,0.01,FALSE,1,1,3000,39
"184438","Stock.Status.SEO",0.268,0.064,0.159,0.263,0.409,FALSE,1,1.002,982,39
"185738","deviance",4427.951,26.773,4378.613,4427.308,4483.967,FALSE,1,1.001,1273,39
"1156","r[1]",0.006,0.008,0,0.003,0.028,FALSE,1,1,3000,40
"277","r[2]",0.033,0.041,0,0.019,0.168,FALSE,1,1.006,588,40
"339","r[3]",0.01,0.009,0,0.008,0.032,FALSE,1,1.001,2174,40
"439","r[4]",0.004,0.006,0,0.002,0.02,FALSE,1,1.003,1592,40
"539","K[1]",9933.591,5613.705,4527.288,8067.328,26085.955,FALSE,1,1.028,122,40
"639","K[2]",6308.12,5826.076,1411.633,4389.029,20881.349,FALSE,1,1.046,198,40
"739","K[3]",13034.919,5658.401,6907.666,11364.711,28331.918,FALSE,1,1.007,707,40
"839","K[4]",10090.356,5020.386,5026.208,8544.624,23848.577,FALSE,1,1.043,98,40
"939","phi[1]",0.667,0.271,0.198,0.659,1.124,FALSE,1,1.018,117,40
"1039","phi[2]",0.48,0.301,0.067,0.422,1.092,FALSE,1,1.007,271,40
"1157","phi[3]",0.701,0.251,0.253,0.701,1.123,FALSE,1,1.001,1685,40
"1241","phi[4]",0.713,0.26,0.243,0.72,1.13,FALSE,1,1.019,115,40
"1339","bigphi",0.733,0.212,0.285,0.74,1.108,FALSE,1,1.001,1220,40
"1439","R.hyp",0.028,0.038,0.001,0.014,0.151,FALSE,1,1.001,3000,40
"1539","Kseo",39366.986,8724.279,25798.373,38114.916,60204.862,FALSE,1,1.001,1222,40
"1646","sigma",0.031,0.021,0.007,0.025,0.078,FALSE,1,1,2641,40
"1739","eta",136.2,252.954,0.399,41.352,951.318,FALSE,1,1.003,1539,40
"1865","rB1",1.511,3.287,0.012,0.485,9.788,FALSE,1,1.033,658,40
"1939","rB2",134.689,250.422,0.367,40.768,940.01,FALSE,1,1.003,1570,40
"2039","pi[1]",0.252,0.116,0.104,0.225,0.544,FALSE,1,1.024,122,40
"2141","pi[2]",0.156,0.116,0.035,0.12,0.453,FALSE,1,1.021,196,40
"2239","pi[3]",0.333,0.116,0.159,0.314,0.619,FALSE,1,1.007,363,40
"2339","pi[4]",0.259,0.108,0.11,0.234,0.524,FALSE,1,1.043,69,40
"2439","phiTau",1.824,8.174,0.506,1.166,6.25,FALSE,1,1.27,3000,40
"162739","qsCPUE[1]",2.25,0.321,1.69,2.235,2.959,FALSE,1,1.002,1652,40
"162839","qsCPUE[2]",9.951,2.134,6.515,9.677,14.933,FALSE,1,1.001,1906,40
"162939","qsCPUE[3]",5.501,0.543,4.559,5.48,6.688,FALSE,1,1,3000,40
"163039","qsCPUE[4]",4.176,0.495,3.27,4.153,5.212,FALSE,1,1.001,2073,40
"163139","Tau1",0.599,0.15,0.356,0.58,0.926,FALSE,1,1.001,1761,40
"163239","Tau2",0,0,0,0,0,FALSE,1,NA,1,40
"163339","Tau3",0.142,0.062,0.021,0.144,0.259,FALSE,1,1.001,1459,40
"182039","MSY[1]",16.365,18.712,0.387,9.651,67.89,FALSE,1,1.003,1044,40
"182139","MSY[2]",40.145,32.481,0.635,35.237,113.096,FALSE,1,1.005,3000,40
"182239","MSY[3]",39.174,32.311,0.775,33.324,115.544,FALSE,1,1,2960,40
"182339","MSY[4]",12.808,15.174,0.361,7.145,55.271,FALSE,1,1,3000,40
"182439","Bmsy[1]",3973.436,2245.482,1810.915,3226.931,10434.382,FALSE,1,1.028,122,40
"182539","Bmsy[2]",2523.248,2330.43,564.653,1755.611,8352.539,FALSE,1,1.046,198,40
"182639","Bmsy[3]",5213.968,2263.36,2763.066,4545.884,11332.767,FALSE,1,1.007,707,40
"182739","Bmsy[4]",4036.142,2008.155,2010.483,3417.849,9539.431,FALSE,1,1.043,98,40
"182839","Fmsy[1]",0.005,0.007,0,0.003,0.023,FALSE,1,1,3000,40
"182939","Fmsy[2]",0.028,0.034,0,0.016,0.141,FALSE,1,1.006,588,40
"183039","Fmsy[3]",0.008,0.007,0,0.007,0.027,FALSE,1,1.001,2174,40
"183139","Fmsy[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.003,1592,40
"183239","Hmsy[1]",0.005,0.007,0,0.003,0.023,FALSE,1,1,3000,40
"183339","Hmsy[2]",0.028,0.034,0,0.016,0.141,FALSE,1,1.006,588,40
"183439","Hmsy[3]",0.008,0.007,0,0.007,0.027,FALSE,1,1.001,2174,40
"183539","Hmsy[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.003,1592,40
"183639","Stock.Status[1]",0.564,0.242,0.165,0.557,1.06,FALSE,1,1.015,130,40
"183739","Stock.Status[2]",0.844,0.578,0.136,0.692,2.196,FALSE,1,1.007,261,40
"183839","Stock.Status[3]",0.41,0.148,0.156,0.405,0.71,FALSE,1,1.001,1351,40
"183939","Stock.Status[4]",0.708,0.271,0.247,0.701,1.21,FALSE,1,1.017,133,40
"184039","Proj1_biomass",7171.425,657.354,5970.669,7134.666,8619.103,FALSE,1,1,3000,40
"184139","Bmsyseo",15746.794,3489.712,10319.349,15245.966,24081.945,FALSE,1,1.001,1222,40
"184239","Fmsyseo",0.007,0.005,0.001,0.006,0.019,FALSE,1,1.001,3000,40
"184339","Fmsyseo2",0.007,0.005,0.001,0.006,0.019,FALSE,1,1.001,3000,40
"184439","Stock.Status.SEO",0.486,0.111,0.297,0.477,0.725,FALSE,1,1.001,1856,40
"185739","deviance",4551.911,26.405,4502.422,4551.641,4603.59,FALSE,1,1.002,2863,40
"1158","r[1]",0.019,0.016,0,0.015,0.056,FALSE,1,1.005,769,41
"278","r[2]",0.013,0.012,0,0.009,0.044,FALSE,1,1.002,3000,41
"340","r[3]",0.016,0.01,0.001,0.015,0.04,FALSE,1,1,3000,41
"440","r[4]",0.009,0.009,0,0.006,0.035,FALSE,1,1.002,3000,41
"540","K[1]",10050.442,4976.847,4750.658,8538.962,22907.526,FALSE,1,1.038,110,41
"640","K[2]",5573.983,3836.06,2201.666,4213.72,16254.095,FALSE,1,1.009,698,41
"740","K[3]",11850.022,5137.789,6450.759,10341.714,26020.778,FALSE,1,1.009,768,41
"840","K[4]",10798.392,4803.14,5781.965,9306.375,24110.708,FALSE,1,1.003,1041,41
"940","phi[1]",0.616,0.275,0.166,0.597,1.113,FALSE,1,1.009,265,41
"1040","phi[2]",0.611,0.288,0.132,0.606,1.111,FALSE,1,1.002,924,41
"1159","phi[3]",0.717,0.252,0.25,0.72,1.129,FALSE,1,1.001,3000,41
"1242","phi[4]",0.747,0.249,0.269,0.764,1.13,FALSE,1,1.002,1171,41
"1340","bigphi",0.734,0.218,0.276,0.745,1.109,FALSE,1,1,3000,41
"1440","R.hyp",0.023,0.026,0.001,0.017,0.105,FALSE,1,1,3000,41
"1540","Kseo",38272.838,8320.041,25639.333,37097.535,56560.248,FALSE,1,1.009,238,41
"1647","sigma",0.046,0.021,0.009,0.047,0.08,FALSE,1,1,3000,41
"1740","eta",232.684,319.854,1.49,107.453,1279.799,FALSE,1,1.003,2297,41
"1866","rB1",3.838,6.293,0.033,1.49,23.441,FALSE,1,1.001,3000,41
"1940","rB2",228.847,314.852,1.35,106.119,1271.491,FALSE,1,1.003,2291,41
"2040","pi[1]",0.262,0.103,0.118,0.239,0.504,FALSE,1,1.025,151,41
"2142","pi[2]",0.145,0.085,0.054,0.117,0.382,FALSE,1,1.009,343,41
"2240","pi[3]",0.31,0.105,0.158,0.289,0.558,FALSE,1,1.005,752,41
"2340","pi[4]",0.283,0.099,0.146,0.262,0.534,FALSE,1,1,3000,41
"2440","phiTau",1.686,1.987,0.504,1.141,6.297,FALSE,1,1.007,3000,41
"162740","qsCPUE[1]",1.889,0.256,1.437,1.873,2.443,FALSE,1,1.001,2226,41
"162840","qsCPUE[2]",6.061,1.195,4.046,5.92,8.614,FALSE,1,1,3000,41
"162940","qsCPUE[3]",5.399,0.531,4.465,5.378,6.523,FALSE,1,1,3000,41
"163040","qsCPUE[4]",2.923,0.341,2.319,2.896,3.669,FALSE,1,1.001,2117,41
"163140","Tau1",0.394,0.123,0.215,0.376,0.692,FALSE,1,1,3000,41
"163240","Tau2",0,0,0,0,0,FALSE,1,NA,1,41
"163340","Tau3",0.113,0.06,0.016,0.109,0.234,FALSE,1,1,3000,41
"182040","MSY[1]",53.929,37.904,1.208,48.911,140.808,FALSE,1,1.001,2870,41
"182140","MSY[2]",18.989,16.694,0.311,15.244,59.5,FALSE,1,1.003,1197,41
"182240","MSY[3]",58.429,33.837,2.584,57.257,132.787,FALSE,1,1.001,3000,41
"182340","MSY[4]",28.875,27.062,0.602,20.896,98.86,FALSE,1,1.001,2585,41
"182440","Bmsy[1]",4020.177,1990.739,1900.263,3415.585,9163.01,FALSE,1,1.038,110,41
"182540","Bmsy[2]",2229.593,1534.424,880.666,1685.488,6501.638,FALSE,1,1.009,698,41
"182640","Bmsy[3]",4740.009,2055.116,2580.304,4136.686,10408.311,FALSE,1,1.009,768,41
"182740","Bmsy[4]",4319.357,1921.256,2312.786,3722.55,9644.283,FALSE,1,1.003,1041,41
"182840","Fmsy[1]",0.016,0.013,0,0.013,0.047,FALSE,1,1.005,769,41
"182940","Fmsy[2]",0.011,0.01,0,0.008,0.037,FALSE,1,1.002,3000,41
"183040","Fmsy[3]",0.014,0.009,0.001,0.013,0.034,FALSE,1,1,3000,41
"183140","Fmsy[4]",0.008,0.008,0,0.005,0.029,FALSE,1,1.002,3000,41
"183240","Hmsy[1]",0.016,0.013,0,0.013,0.047,FALSE,1,1.005,769,41
"183340","Hmsy[2]",0.011,0.01,0,0.008,0.037,FALSE,1,1.002,3000,41
"183440","Hmsy[3]",0.014,0.009,0.001,0.013,0.034,FALSE,1,1,3000,41
"183540","Hmsy[4]",0.008,0.008,0,0.005,0.029,FALSE,1,1.002,3000,41
"183640","Stock.Status[1]",0.705,0.298,0.24,0.673,1.344,FALSE,1,1.009,241,41
"183740","Stock.Status[2]",0.737,0.355,0.173,0.716,1.48,FALSE,1,1.001,1338,41
"183840","Stock.Status[3]",0.427,0.153,0.16,0.422,0.744,FALSE,1,1.001,1488,41
"183940","Stock.Status[4]",0.907,0.312,0.339,0.911,1.495,FALSE,1,1.002,1005,41
"184040","Proj1_biomass",8672.345,954.129,7017.966,8597.851,10799.5,FALSE,1,1.001,3000,41
"184140","Bmsyseo",15309.135,3328.016,10255.733,14839.014,22624.099,FALSE,1,1.009,238,41
"184240","Fmsyseo",0.011,0.007,0.001,0.01,0.028,FALSE,1,1.002,2875,41
"184340","Fmsyseo2",0.011,0.007,0.001,0.01,0.028,FALSE,1,1.002,2875,41
"184440","Stock.Status.SEO",0.6,0.144,0.363,0.588,0.909,FALSE,1,1.008,261,41
"185740","deviance",4511.449,27.066,4459.097,4510.459,4563.666,FALSE,1,1.001,1273,41
"1160","r[1]",0.005,0.006,0,0.002,0.019,FALSE,1,1.005,1153,42
"279","r[2]",0.004,0.005,0,0.002,0.016,FALSE,1,1.002,1746,42
"341","r[3]",0.007,0.006,0,0.006,0.023,FALSE,1,1.002,950,42
"441","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.001,3000,42
"541","K[1]",9648.355,5439.547,4257.713,7886.743,24939.283,FALSE,1,1.055,63,42
"641","K[2]",6705.653,4775.828,2090.599,5134.119,19467.911,FALSE,1,1.046,80,42
"741","K[3]",13105.644,5676.51,6784.087,11517.915,27998.329,FALSE,1,1.042,72,42
"841","K[4]",10118.433,4997.626,4742.254,8560.6,23173.776,FALSE,1,1.009,752,42
"941","phi[1]",0.663,0.272,0.181,0.661,1.119,FALSE,1,1.026,84,42
"1041","phi[2]",0.522,0.289,0.112,0.473,1.098,FALSE,1,1.023,92,42
"1161","phi[3]",0.697,0.247,0.253,0.702,1.116,FALSE,1,1.038,61,42
"1243","phi[4]",0.693,0.264,0.229,0.696,1.128,FALSE,1,1.001,1278,42
"1341","bigphi",0.732,0.213,0.285,0.745,1.1,FALSE,1,1.002,834,42
"1441","R.hyp",0.015,0.027,0,0.007,0.113,FALSE,1,1.005,1780,42
"1541","Kseo",39578.085,8664.553,26188.423,38380.44,60108.549,FALSE,1,1.002,1122,42
"1648","sigma",0.053,0.018,0.016,0.054,0.081,FALSE,1,1,3000,42
"1741","eta",211.517,319.003,0.652,85.922,1237.081,FALSE,1,1.003,1880,42
"1867","rB1",1.343,2.78,0.012,0.425,8.606,FALSE,1,1.008,1668,42
"1941","rB2",210.174,317.08,0.597,85.339,1232.835,FALSE,1,1.003,1889,42
"2041","pi[1]",0.243,0.112,0.103,0.214,0.538,FALSE,1,1.05,54,42
"2143","pi[2]",0.168,0.104,0.051,0.137,0.438,FALSE,1,1.048,59,42
"2241","pi[3]",0.332,0.112,0.159,0.315,0.596,FALSE,1,1.051,55,42
"2341","pi[4]",0.256,0.105,0.114,0.233,0.507,FALSE,1,1.006,1050,42
"2441","phiTau",1.769,2.923,0.515,1.157,6.548,FALSE,1,1.138,1961,42
"162741","qsCPUE[1]",2.128,0.273,1.63,2.111,2.714,FALSE,1,1.002,877,42
"162841","qsCPUE[2]",10.381,1.941,7.087,10.209,14.643,FALSE,1,1,3000,42
"162941","qsCPUE[3]",5.838,0.564,4.812,5.807,7.029,FALSE,1,1,3000,42
"163041","qsCPUE[4]",3.854,0.432,3.086,3.833,4.758,FALSE,1,1.001,1320,42
"163141","Tau1",0.373,0.127,0.18,0.353,0.684,FALSE,1,1,3000,42
"163241","Tau2",0,0,0,0,0,FALSE,1,NA,1,42
"163341","Tau3",0.148,0.066,0.023,0.148,0.278,FALSE,1,1,3000,42
"182041","MSY[1]",12.827,14.931,0.305,7.496,53.773,FALSE,1,1.002,1915,42
"182141","MSY[2]",6.856,9.081,0.19,3.677,30.618,FALSE,1,1.001,1487,42
"182241","MSY[3]",29.524,26.659,0.645,23.433,95.472,FALSE,1,1.008,809,42
"182341","MSY[4]",11.995,14.47,0.357,6.316,51.058,FALSE,1,1.004,1229,42
"182441","Bmsy[1]",3859.342,2175.819,1703.085,3154.697,9975.713,FALSE,1,1.055,63,42
"182541","Bmsy[2]",2682.261,1910.331,836.24,2053.648,7787.164,FALSE,1,1.046,80,42
"182641","Bmsy[3]",5242.258,2270.604,2713.635,4607.166,11199.332,FALSE,1,1.042,72,42
"182741","Bmsy[4]",4047.373,1999.05,1896.901,3424.24,9269.511,FALSE,1,1.009,752,42
"182841","Fmsy[1]",0.004,0.005,0,0.002,0.016,FALSE,1,1.005,1153,42
"182941","Fmsy[2]",0.003,0.004,0,0.002,0.014,FALSE,1,1.002,1746,42
"183041","Fmsy[3]",0.006,0.005,0,0.005,0.019,FALSE,1,1.002,950,42
"183141","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.001,3000,42
"183241","Hmsy[1]",0.004,0.005,0,0.002,0.016,FALSE,1,1.005,1153,42
"183341","Hmsy[2]",0.003,0.004,0,0.002,0.014,FALSE,1,1.002,1746,42
"183441","Hmsy[3]",0.006,0.005,0,0.005,0.019,FALSE,1,1.002,950,42
"183541","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.001,3000,42
"183641","Stock.Status[1]",0.337,0.155,0.094,0.323,0.681,FALSE,1,1.02,108,42
"183741","Stock.Status[2]",0.257,0.155,0.055,0.224,0.612,FALSE,1,1.021,108,42
"183841","Stock.Status[3]",0.194,0.071,0.075,0.188,0.351,FALSE,1,1.034,70,42
"183941","Stock.Status[4]",0.487,0.194,0.169,0.478,0.885,FALSE,1,1.001,3000,42
"184041","Proj1_biomass",3862.485,462.505,3030.292,3838.571,4841.594,FALSE,1,1.002,1348,42
"184141","Bmsyseo",15831.234,3465.821,10475.369,15352.176,24043.42,FALSE,1,1.002,1122,42
"184241","Fmsyseo",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,3000,42
"184341","Fmsyseo2",0.004,0.003,0,0.003,0.013,FALSE,1,1.001,3000,42
"184441","Stock.Status.SEO",0.268,0.063,0.161,0.263,0.406,FALSE,1,1.001,2544,42
"185741","deviance",4450.433,27.532,4397.917,4449.881,4507.918,FALSE,1,1,3000,42
"1162","r[1]",0.012,0.014,0,0.008,0.05,FALSE,1,1.005,1559,43
"280","r[2]",0.01,0.014,0,0.006,0.043,FALSE,1,1.002,3000,43
"342","r[3]",0.007,0.008,0,0.004,0.028,FALSE,1,1.003,1512,43
"442","r[4]",0.008,0.01,0,0.005,0.035,FALSE,1,1.002,1338,43
"542","K[1]",10489.354,4821.898,5251.53,9077.115,23017.707,FALSE,1,1.002,3000,43
"642","K[2]",5542.54,3922.33,2071.151,4180.309,16022.174,FALSE,1,1.004,1037,43
"742","K[3]",13997.441,5007.694,8349.759,12665.265,27147.698,FALSE,1,1.002,3000,43
"842","K[4]",10609.279,4759.462,5615.493,9150.543,23362.043,FALSE,1,1,3000,43
"942","phi[1]",0.669,0.256,0.219,0.664,1.119,FALSE,1,1,3000,43
"1042","phi[2]",0.602,0.291,0.129,0.591,1.116,FALSE,1,1.003,623,43
"1163","phi[3]",0.788,0.223,0.346,0.805,1.13,FALSE,1,1,3000,43
"1244","phi[4]",0.713,0.25,0.252,0.718,1.126,FALSE,1,1,3000,43
"1342","bigphi",0.742,0.21,0.306,0.752,1.108,FALSE,1,1.002,721,43
"1442","R.hyp",0.019,0.026,0.001,0.011,0.103,FALSE,1,1.003,1874,43
"1542","Kseo",40638.614,8514.311,27084.069,39592.506,59899.792,FALSE,1,1.001,3000,43
"1649","sigma",0.039,0.022,0.008,0.037,0.079,FALSE,1,1.002,819,43
"1742","eta",225.872,332.953,1.06,95.593,1329.105,FALSE,1,1.001,3000,43
"1868","rB1",2.392,4.437,0.017,0.757,15.125,FALSE,1,1.021,858,43
"1942","rB2",223.479,329.949,0.974,93.726,1316.422,FALSE,1,1.001,3000,43
"2042","pi[1]",0.258,0.093,0.127,0.24,0.478,FALSE,1,1.001,1385,43
"2144","pi[2]",0.135,0.079,0.049,0.108,0.351,FALSE,1,1.003,1077,43
"2242","pi[3]",0.346,0.095,0.19,0.334,0.575,FALSE,1,1.001,3000,43
"2342","pi[4]",0.261,0.092,0.131,0.243,0.489,FALSE,1,1.001,3000,43
"2442","phiTau",1.702,2.481,0.502,1.128,6.336,FALSE,1,1.009,3000,43
"162742","qsCPUE[1]",1.846,0.242,1.415,1.828,2.344,FALSE,1,1.001,2898,43
"162842","qsCPUE[2]",11.617,2.309,7.793,11.427,16.538,FALSE,1,1,3000,43
"162942","qsCPUE[3]",4.927,0.456,4.073,4.91,5.872,FALSE,1,1,3000,43
"163042","qsCPUE[4]",3.662,0.411,2.918,3.626,4.53,FALSE,1,1,3000,43
"163142","Tau1",0.288,0.103,0.125,0.274,0.526,FALSE,1,1.002,1070,43
"163242","Tau2",0,0,0,0,0,FALSE,1,NA,1,43
"163342","Tau3",0.168,0.06,0.039,0.169,0.279,FALSE,1,1,3000,43
"182042","MSY[1]",36.714,35.562,0.543,26.98,123.777,FALSE,1,1.001,2576,43
"182142","MSY[2]",14.628,15.655,0.245,9.624,55.722,FALSE,1,1.001,2651,43
"182242","MSY[3]",29.012,29.687,0.634,19.924,108.334,FALSE,1,1.003,1069,43
"182342","MSY[4]",26.258,27.659,0.507,17.537,99.578,FALSE,1,1.001,1291,43
"182442","Bmsy[1]",4195.742,1928.759,2100.612,3630.846,9207.083,FALSE,1,1.002,3000,43
"182542","Bmsy[2]",2217.016,1568.932,828.461,1672.124,6408.869,FALSE,1,1.004,1037,43
"182642","Bmsy[3]",5598.976,2003.078,3339.904,5066.106,10859.079,FALSE,1,1.002,3000,43
"182742","Bmsy[4]",4243.712,1903.785,2246.197,3660.217,9344.817,FALSE,1,1,3000,43
"182842","Fmsy[1]",0.01,0.012,0,0.007,0.042,FALSE,1,1.005,1559,43
"182942","Fmsy[2]",0.009,0.012,0,0.005,0.037,FALSE,1,1.002,3000,43
"183042","Fmsy[3]",0.006,0.006,0,0.004,0.023,FALSE,1,1.003,1512,43
"183142","Fmsy[4]",0.007,0.008,0,0.004,0.029,FALSE,1,1.002,1338,43
"183242","Hmsy[1]",0.01,0.012,0,0.007,0.042,FALSE,1,1.005,1559,43
"183342","Hmsy[2]",0.009,0.012,0,0.005,0.037,FALSE,1,1.002,3000,43
"183442","Hmsy[3]",0.006,0.006,0,0.004,0.023,FALSE,1,1.003,1512,43
"183542","Hmsy[4]",0.007,0.008,0,0.004,0.029,FALSE,1,1.002,1338,43
"183642","Stock.Status[1]",0.873,0.339,0.318,0.842,1.621,FALSE,1,1.001,1171,43
"183742","Stock.Status[2]",0.718,0.365,0.166,0.681,1.501,FALSE,1,1.002,1020,43
"183842","Stock.Status[3]",0.656,0.2,0.299,0.651,1.055,FALSE,1,1,3000,43
"183942","Stock.Status[4]",0.931,0.323,0.358,0.93,1.559,FALSE,1,1,3000,43
"184042","Proj1_biomass",11074.736,1098.428,9275.151,10969.847,13598.197,FALSE,1,1.001,1835,43
"184142","Bmsyseo",16255.446,3405.724,10833.628,15837.003,23959.917,FALSE,1,1.001,3000,43
"184242","Fmsyseo",0.007,0.006,0.001,0.005,0.024,FALSE,1,1.003,997,43
"184342","Fmsyseo2",0.007,0.006,0.001,0.005,0.024,FALSE,1,1.003,997,43
"184442","Stock.Status.SEO",0.711,0.162,0.445,0.691,1.065,FALSE,1,1.002,1728,43
"185742","deviance",4579.865,26.719,4529.519,4579.806,4634.119,FALSE,1,1,2172,43
"1164","r[1]",0.012,0.018,0,0.007,0.06,FALSE,1,1.013,2659,44
"281","r[2]",0.015,0.021,0,0.009,0.07,FALSE,1,1,3000,44
"343","r[3]",0.016,0.017,0,0.012,0.06,FALSE,1,1.003,3000,44
"443","r[4]",0.013,0.018,0,0.007,0.06,FALSE,1,1.005,3000,44
"543","K[1]",10346.548,4743.467,5769.707,8896.106,23602.154,FALSE,1,1.013,1180,44
"643","K[2]",5605.772,3955.046,2194.707,4197.115,16960.142,FALSE,1,1.005,3000,44
"743","K[3]",13997.579,5187.952,8009.266,12661.11,27082.393,FALSE,1,1.004,1934,44
"843","K[4]",10503.69,4136.495,6079.028,9305.027,21256.793,FALSE,1,1.004,3000,44
"943","phi[1]",0.743,0.246,0.27,0.759,1.128,FALSE,1,1.001,3000,44
"1043","phi[2]",0.61,0.289,0.134,0.594,1.113,FALSE,1,1,3000,44
"1165","phi[3]",0.752,0.234,0.313,0.759,1.13,FALSE,1,1,3000,44
"1245","phi[4]",0.767,0.233,0.313,0.785,1.13,FALSE,1,1.001,3000,44
"1343","bigphi",0.74,0.216,0.294,0.745,1.116,FALSE,1,1,3000,44
"1443","R.hyp",0.023,0.029,0.001,0.014,0.114,FALSE,1,1,3000,44
"1543","Kseo",40453.588,8754.047,26567.684,39335.776,61072.431,FALSE,1,1,3000,44
"1650","sigma",0.03,0.021,0.007,0.023,0.077,FALSE,1,1,3000,44
"1743","eta",231.955,339.888,1.016,93.894,1332.277,FALSE,1,1.001,2550,44
"1869","rB1",3.516,8.419,0.021,1.075,22.109,FALSE,1,1.067,3000,44
"1943","rB2",228.439,334.941,0.938,92.782,1321.648,FALSE,1,1.001,2576,44
"2043","pi[1]",0.256,0.087,0.132,0.24,0.471,FALSE,1,1.002,1405,44
"2145","pi[2]",0.136,0.079,0.052,0.111,0.36,FALSE,1,1.002,2602,44
"2243","pi[3]",0.347,0.093,0.193,0.337,0.558,FALSE,1,1,3000,44
"2343","pi[4]",0.261,0.079,0.143,0.249,0.449,FALSE,1,1.002,3000,44
"2443","phiTau",1.607,2.038,0.491,1.127,5.578,FALSE,1,1.078,1444,44
"162743","qsCPUE[1]",2.032,0.277,1.523,2.018,2.607,FALSE,1,1.003,566,44
"162843","qsCPUE[2]",10.893,2.184,7.153,10.641,15.715,FALSE,1,1,3000,44
"162943","qsCPUE[3]",4.959,0.478,4.099,4.93,5.998,FALSE,1,1.002,1082,44
"163043","qsCPUE[4]",4.347,0.486,3.476,4.311,5.382,FALSE,1,1.004,866,44
"163143","Tau1",0.448,0.126,0.262,0.426,0.769,FALSE,1,1.001,1740,44
"163243","Tau2",0,0,0,0,0,FALSE,1,NA,1,44
"163343","Tau3",0.112,0.058,0.016,0.111,0.229,FALSE,1,1.002,1093,44
"182043","MSY[1]",35.256,41.745,0.547,22.869,142.808,FALSE,1,1.005,3000,44
"182143","MSY[2]",19.967,20.203,0.295,14.076,72.947,FALSE,1,1.002,1240,44
"182243","MSY[3]",65.458,53.122,1.215,56.269,191.531,FALSE,1,1,3000,44
"182343","MSY[4]",36.904,41.634,0.601,24.142,145.911,FALSE,1,1.002,3000,44
"182443","Bmsy[1]",4138.619,1897.387,2307.883,3558.442,9440.861,FALSE,1,1.013,1180,44
"182543","Bmsy[2]",2242.309,1582.018,877.883,1678.846,6784.057,FALSE,1,1.005,3000,44
"182643","Bmsy[3]",5599.031,2075.181,3203.706,5064.444,10832.957,FALSE,1,1.004,1934,44
"182743","Bmsy[4]",4201.476,1654.598,2431.611,3722.011,8502.717,FALSE,1,1.004,3000,44
"182843","Fmsy[1]",0.01,0.015,0,0.006,0.05,FALSE,1,1.013,2659,44
"182943","Fmsy[2]",0.013,0.018,0,0.008,0.059,FALSE,1,1,3000,44
"183043","Fmsy[3]",0.014,0.015,0,0.01,0.05,FALSE,1,1.003,3000,44
"183143","Fmsy[4]",0.011,0.015,0,0.006,0.05,FALSE,1,1.005,3000,44
"183243","Hmsy[1]",0.01,0.015,0,0.006,0.05,FALSE,1,1.013,2659,44
"183343","Hmsy[2]",0.013,0.018,0,0.008,0.059,FALSE,1,1,3000,44
