"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"1438","R.hyp",0.031,0.04,0.001,0.015,0.158,FALSE,1,1,3000,89
"1538","Kseo",40011.716,8728.346,26191.233,38969.813,59843.631,FALSE,1,1,3000,89
"1645","sigma",0.048,0.021,0.009,0.049,0.08,FALSE,1,1,3000,89
"1738","eta",94.525,208.375,0.31,25.08,728.766,FALSE,1,1.003,2327,89
"1864","rB1",1.054,2.537,0.008,0.35,7.004,FALSE,1,1.022,1500,89
"1938","rB2",93.471,206.427,0.272,24.636,722.483,FALSE,1,1.003,2335,89
"2038","pi[1]",0.247,0.115,0.099,0.217,0.537,FALSE,1,1.001,2015,89
"2140","pi[2]",0.122,0.101,0.029,0.085,0.425,FALSE,1,1.022,225,89
"2238","pi[3]",0.361,0.119,0.182,0.344,0.629,FALSE,1,1.006,327,89
"2338","pi[4]",0.269,0.113,0.118,0.242,0.556,FALSE,1,1.016,270,89
"2438","phiTau",1.764,2.463,0.515,1.181,6.76,FALSE,1,1.028,3000,89
"162738","qsCPUE[1]",2.631,0.376,1.976,2.607,3.416,FALSE,1,1.001,3000,89
"162838","qsCPUE[2]",14.238,3.184,8.906,13.902,21.264,FALSE,1,1,3000,89
"162938","qsCPUE[3]",4.283,0.428,3.483,4.273,5.174,FALSE,1,1,3000,89
"163038","qsCPUE[4]",3.188,0.378,2.497,3.17,3.998,FALSE,1,1,3000,89
"163138","Tau1",0.563,0.147,0.338,0.54,0.911,FALSE,1,1,3000,89
"163238","Tau2",0,0,0,0,0,FALSE,1,NA,1,89
"163338","Tau3",0.183,0.066,0.046,0.185,0.309,FALSE,1,1.002,1022,89
"182038","MSY[1]",17.181,19.745,0.343,9.772,68.028,FALSE,1,1.002,1271,89
"182138","MSY[2]",40.216,27.724,1.681,36.741,112.403,FALSE,1,1.01,536,89
"182238","MSY[3]",21.138,22.369,0.55,13.462,79.8,FALSE,1,1.002,2352,89
"182338","MSY[4]",14.263,16.812,0.365,7.686,59.9,FALSE,1,1.002,1472,89
"182438","Bmsy[1]",3970.133,2252.773,1709.247,3204.917,10027.169,FALSE,1,1.003,2998,89
"182538","Bmsy[2]",1989.956,1913.49,459.927,1278.763,7861.737,FALSE,1,1.02,286,89
"182638","Bmsy[3]",5743.994,2364.562,3100.538,5042.607,11842.109,FALSE,1,1.003,619,89
"182738","Bmsy[4]",4300.604,2213.721,2011.71,3633.125,10315.678,FALSE,1,1.022,278,89
"182838","Fmsy[1]",0.005,0.006,0,0.003,0.023,FALSE,1,1,2897,89
"182938","Fmsy[2]",0.033,0.03,0.001,0.024,0.122,FALSE,1,1.002,1764,89
"183038","Fmsy[3]",0.004,0.005,0,0.002,0.016,FALSE,1,1.003,961,89
"183138","Fmsy[4]",0.004,0.005,0,0.002,0.019,FALSE,1,1.005,642,89
"183238","Hmsy[1]",0.005,0.006,0,0.003,0.023,FALSE,1,1,2897,89
"183338","Hmsy[2]",0.033,0.03,0.001,0.024,0.122,FALSE,1,1.002,1764,89
"183438","Hmsy[3]",0.004,0.005,0,0.002,0.016,FALSE,1,1.003,961,89
"183538","Hmsy[4]",0.004,0.005,0,0.002,0.019,FALSE,1,1.005,642,89
"183638","Stock.Status[1]",0.385,0.181,0.11,0.367,0.773,FALSE,1,1,3000,89
"183738","Stock.Status[2]",0.698,0.484,0.094,0.585,1.88,FALSE,1,1.002,902,89
"183838","Stock.Status[3]",0.347,0.124,0.143,0.342,0.601,FALSE,1,1.005,364,89
"183938","Stock.Status[4]",0.663,0.265,0.219,0.651,1.199,FALSE,1,1.003,871,89
"184038","Proj1_biomass",6014.273,613.161,4954.904,5973.985,7333.922,FALSE,1,1.001,3000,89
"184138","Bmsyseo",16004.686,3491.338,10476.493,15587.925,23937.453,FALSE,1,1,3000,89
"184238","Fmsyseo",0.006,0.004,0.001,0.005,0.016,FALSE,1,1.005,579,89
"184338","Fmsyseo2",0.006,0.004,0.001,0.005,0.016,FALSE,1,1.005,579,89
"184438","Stock.Status.SEO",0.399,0.093,0.25,0.392,0.607,FALSE,1,1,3000,89
"185738","deviance",4514.791,27.726,4462.431,4514.246,4570.312,FALSE,1,1,2707,89
"1156","r[1]",0.004,0.005,0,0.002,0.019,FALSE,1,1,3000,90
"277","r[2]",0.006,0.007,0,0.003,0.025,FALSE,1,1.003,3000,90
"339","r[3]",0.002,0.003,0,0.001,0.01,FALSE,1,1.002,1941,90
"439","r[4]",0.003,0.004,0,0.002,0.013,FALSE,1,1.007,1556,90
"539","K[1]",9531.716,5540.322,4049.664,7643.761,23585.886,FALSE,1,1.003,842,90
"639","K[2]",6204.687,4796.005,1871.408,4596.929,19330.569,FALSE,1,1.015,663,90
"739","K[3]",12253.486,5921.903,6038.309,10457.851,27755.478,FALSE,1,1.024,206,90
"839","K[4]",11041.495,6188.152,4314.067,9358.956,27650.86,FALSE,1,1.004,458,90
"939","phi[1]",0.636,0.278,0.181,0.625,1.121,FALSE,1,1.004,543,90
"1039","phi[2]",0.516,0.291,0.095,0.465,1.094,FALSE,1,1.006,522,90
"1157","phi[3]",0.698,0.255,0.249,0.693,1.127,FALSE,1,1.009,225,90
"1241","phi[4]",0.573,0.274,0.168,0.528,1.11,FALSE,1,1.008,245,90
"1339","bigphi",0.727,0.211,0.283,0.736,1.104,FALSE,1,1.001,2043,90
"1439","R.hyp",0.014,0.027,0,0.005,0.102,FALSE,1,1.008,2690,90
"1539","Kseo",39031.383,8649.768,25323.293,37890.936,58837.816,FALSE,1,1.001,2914,90
"1646","sigma",0.036,0.022,0.007,0.032,0.08,FALSE,1,1,3000,90
"1739","eta",200.108,315.855,0.553,80.113,1242.737,FALSE,1,1,3000,90
"1865","rB1",0.906,1.732,0.012,0.329,5.661,FALSE,1,1.002,3000,90
"1939","rB2",199.203,314.673,0.498,79.741,1237.733,FALSE,1,1,3000,90
"2039","pi[1]",0.244,0.117,0.095,0.21,0.531,FALSE,1,1.008,387,90
"2141","pi[2]",0.16,0.109,0.043,0.125,0.47,FALSE,1,1.009,956,90
"2239","pi[3]",0.316,0.126,0.14,0.287,0.614,FALSE,1,1.016,147,90
"2339","pi[4]",0.28,0.128,0.107,0.255,0.581,FALSE,1,1.007,339,90
"2439","phiTau",1.722,2.595,0.524,1.179,6.245,FALSE,1,1.043,3000,90
"162739","qsCPUE[1]",2.129,0.261,1.662,2.108,2.678,FALSE,1,1.001,1653,90
"162839","qsCPUE[2]",10.004,1.9,6.879,9.837,14.211,FALSE,1,1.002,3000,90
"162939","qsCPUE[3]",4.746,0.408,3.985,4.736,5.593,FALSE,1,1.001,3000,90
"163039","qsCPUE[4]",4.052,0.426,3.299,4.028,4.937,FALSE,1,1,3000,90
"163139","Tau1",0.363,0.114,0.191,0.347,0.628,FALSE,1,1,3000,90
"163239","Tau2",0,0,0,0,0,FALSE,1,NA,1,90
"163339","Tau3",0.142,0.061,0.024,0.144,0.257,FALSE,1,1,3000,90
"182039","MSY[1]",12.095,14.882,0.316,6.726,52.887,FALSE,1,1.002,2818,90
"182139","MSY[2]",9.504,12.978,0.185,5.119,42.471,FALSE,1,1.007,3000,90
"182239","MSY[3]",8.952,10.901,0.39,4.982,40.205,FALSE,1,1.01,625,90
"182339","MSY[4]",9.711,12.153,0.328,5.178,43.679,FALSE,1,1,3000,90
"182439","Bmsy[1]",3812.686,2216.129,1619.866,3057.504,9434.354,FALSE,1,1.003,842,90
"182539","Bmsy[2]",2481.875,1918.402,748.563,1838.772,7732.228,FALSE,1,1.015,663,90
"182639","Bmsy[3]",4901.394,2368.761,2415.324,4183.14,11102.191,FALSE,1,1.024,206,90
"182739","Bmsy[4]",4416.598,2475.261,1725.627,3743.582,11060.344,FALSE,1,1.004,458,90
"182839","Fmsy[1]",0.004,0.004,0,0.002,0.016,FALSE,1,1,3000,90
"182939","Fmsy[2]",0.005,0.006,0,0.003,0.021,FALSE,1,1.003,3000,90
"183039","Fmsy[3]",0.002,0.002,0,0.001,0.009,FALSE,1,1.002,1941,90
"183139","Fmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.007,1556,90
"183239","Hmsy[1]",0.004,0.004,0,0.002,0.016,FALSE,1,1,3000,90
"183339","Hmsy[2]",0.005,0.006,0,0.003,0.021,FALSE,1,1.003,3000,90
"183439","Hmsy[3]",0.002,0.002,0,0.001,0.009,FALSE,1,1.002,1941,90
"183539","Hmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.007,1556,90
"183639","Stock.Status[1]",0.203,0.101,0.055,0.19,0.428,FALSE,1,1.002,1075,90
"183739","Stock.Status[2]",0.247,0.152,0.047,0.213,0.601,FALSE,1,1.003,996,90
"183839","Stock.Status[3]",0.119,0.047,0.042,0.116,0.216,FALSE,1,1.012,185,90
"183939","Stock.Status[4]",0.326,0.156,0.099,0.301,0.656,FALSE,1,1.008,248,90
"184039","Proj1_biomass",2535.848,273.853,2030.011,2526.047,3083.492,FALSE,1,1,3000,90
"184139","Bmsyseo",15612.553,3459.907,10129.317,15156.374,23535.126,FALSE,1,1.001,2914,90
"184239","Fmsyseo",0.003,0.002,0,0.002,0.009,FALSE,1,1.002,2268,90
"184339","Fmsyseo2",0.003,0.002,0,0.002,0.009,FALSE,1,1.002,2268,90
"184439","Stock.Status.SEO",0.176,0.042,0.105,0.173,0.27,FALSE,1,1.001,1887,90
"185739","deviance",4375.679,26.316,4326.235,4375.169,4428.711,FALSE,1,1,3000,90
"1158","r[1]",0.007,0.01,0,0.003,0.035,FALSE,1,1,3000,91
"278","r[2]",0.043,0.044,0.001,0.028,0.172,FALSE,1,1.008,284,91
"340","r[3]",0.009,0.01,0,0.005,0.035,FALSE,1,1.001,3000,91
"440","r[4]",0.006,0.009,0,0.003,0.033,FALSE,1,1,3000,91
"540","K[1]",10510.973,4459.222,5762.176,9206.279,22242.642,FALSE,1,1.001,2544,91
"640","K[2]",6203.53,4513.121,2048.069,4604.764,18719.681,FALSE,1,1.013,258,91
"740","K[3]",14443.305,5190.637,8671.295,12879.641,27784.098,FALSE,1,1.009,666,91
"840","K[4]",10812.78,4570.807,6007.76,9470.361,23349.232,FALSE,1,1.005,655,91
"940","phi[1]",0.764,0.242,0.295,0.78,1.133,FALSE,1,1,2651,91
"1040","phi[2]",0.488,0.288,0.082,0.436,1.084,FALSE,1,1.002,699,91
"1159","phi[3]",0.784,0.224,0.347,0.798,1.133,FALSE,1,1.002,941,91
"1242","phi[4]",0.758,0.238,0.297,0.773,1.129,FALSE,1,1.002,1023,91
"1340","bigphi",0.736,0.21,0.299,0.747,1.104,FALSE,1,1,3000,91
"1440","R.hyp",0.031,0.039,0.001,0.017,0.153,FALSE,1,1.003,724,91
"1540","Kseo",41970.588,8558.167,28992.923,40903.121,61976.244,FALSE,1,1.001,2739,91
"1647","sigma",0.031,0.02,0.007,0.025,0.077,FALSE,1,1,3000,91
"1740","eta",117.502,243.409,0.36,28.476,889.418,FALSE,1,1.01,500,91
"1866","rB1",1.632,4.296,0.009,0.409,12.552,FALSE,1,1.012,1100,91
"1940","rB2",115.87,240.224,0.313,27.887,881.653,FALSE,1,1.01,498,91
"2040","pi[1]",0.251,0.085,0.131,0.233,0.457,FALSE,1,1,3000,91
"2142","pi[2]",0.146,0.09,0.047,0.117,0.383,FALSE,1,1.012,214,91
"2240","pi[3]",0.345,0.093,0.198,0.333,0.556,FALSE,1,1.004,1021,91
"2340","pi[4]",0.258,0.087,0.135,0.242,0.473,FALSE,1,1.006,434,91
"2440","phiTau",1.599,1.719,0.512,1.152,5.42,FALSE,1,1.011,3000,91
"162740","qsCPUE[1]",2.167,0.298,1.653,2.137,2.825,FALSE,1,1,3000,91
"162840","qsCPUE[2]",11.316,2.474,7.469,11.011,16.959,FALSE,1,1.001,2232,91
"162940","qsCPUE[3]",5.323,0.506,4.408,5.299,6.38,FALSE,1,1.001,1749,91
"163040","qsCPUE[4]",4.795,0.564,3.801,4.754,6.006,FALSE,1,1,3000,91
"163140","Tau1",0.481,0.139,0.274,0.46,0.817,FALSE,1,1,3000,91
"163240","Tau2",0,0,0,0,0,FALSE,1,NA,1,91
"163340","Tau3",0.137,0.062,0.02,0.137,0.257,FALSE,1,1.001,1340,91
"182040","MSY[1]",20.786,25.038,0.419,11.689,91.42,FALSE,1,1,3000,91
"182140","MSY[2]",58.662,38.809,1.174,56.042,143.878,FALSE,1,1.003,595,91
"182240","MSY[3]",36.561,37.514,0.728,25.283,137.068,FALSE,1,1.001,3000,91
"182340","MSY[4]",19.787,24.409,0.42,9.974,86.694,FALSE,1,1,3000,91
"182440","Bmsy[1]",4204.389,1783.689,2304.87,3682.511,8897.057,FALSE,1,1.001,2544,91
"182540","Bmsy[2]",2481.412,1805.248,819.228,1841.906,7487.873,FALSE,1,1.013,258,91
"182640","Bmsy[3]",5777.322,2076.255,3468.518,5151.857,11113.639,FALSE,1,1.009,666,91
"182740","Bmsy[4]",4325.112,1828.323,2403.104,3788.145,9339.693,FALSE,1,1.005,655,91
"182840","Fmsy[1]",0.006,0.008,0,0.003,0.029,FALSE,1,1,3000,91
"182940","Fmsy[2]",0.037,0.037,0,0.024,0.145,FALSE,1,1.008,284,91
"183040","Fmsy[3]",0.007,0.008,0,0.005,0.029,FALSE,1,1.001,3000,91
"183140","Fmsy[4]",0.005,0.007,0,0.002,0.028,FALSE,1,1,3000,91
"183240","Hmsy[1]",0.006,0.008,0,0.003,0.029,FALSE,1,1,3000,91
"183340","Hmsy[2]",0.037,0.037,0,0.024,0.145,FALSE,1,1.008,284,91
"183440","Hmsy[3]",0.007,0.008,0,0.005,0.029,FALSE,1,1.001,3000,91
"183540","Hmsy[4]",0.005,0.007,0,0.002,0.028,FALSE,1,1,3000,91
"183640","Stock.Status[1]",0.863,0.296,0.335,0.854,1.433,FALSE,1,1,3000,91
"183740","Stock.Status[2]",1.147,0.598,0.25,1.059,2.284,FALSE,1,1.009,230,91
"183840","Stock.Status[3]",0.762,0.227,0.355,0.764,1.217,FALSE,1,1.002,935,91
"183940","Stock.Status[4]",0.951,0.308,0.381,0.952,1.529,FALSE,1,1.003,666,91
"184040","Proj1_biomass",12825.203,1083.754,10739.838,12789.087,15081.509,FALSE,1,1.002,1026,91
"184140","Bmsyseo",16788.235,3423.267,11597.169,16361.249,24790.498,FALSE,1,1.001,2739,91
"184240","Fmsyseo",0.009,0.007,0.001,0.007,0.026,FALSE,1,1.001,3000,91
"184340","Fmsyseo2",0.009,0.007,0.001,0.007,0.026,FALSE,1,1.001,3000,91
"184440","Stock.Status.SEO",0.795,0.167,0.509,0.782,1.154,FALSE,1,1,3000,91
"185740","deviance",4658.28,27.022,4607.698,4657.365,4713.44,FALSE,1,1,3000,91
"1160","r[1]",0.011,0.01,0,0.008,0.036,FALSE,1,1.005,1306,92
"279","r[2]",0.013,0.014,0,0.01,0.05,FALSE,1,1.003,1769,92
"341","r[3]",0.008,0.007,0,0.006,0.023,FALSE,1,1,3000,92
"441","r[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1.003,1078,92
"541","K[1]",8938.248,4692.107,4003.835,7549.152,21678.264,FALSE,1,1.007,448,92
"641","K[2]",6367.434,4801.395,2004.522,4665.919,19064.558,FALSE,1,1.005,668,92
"741","K[3]",12567.914,5524.107,6706.816,10919.886,26917.481,FALSE,1,1.004,569,92
"841","K[4]",10337.049,5511.861,4869.585,8343.506,24802.19,FALSE,1,1.005,595,92
"941","phi[1]",0.622,0.269,0.183,0.6,1.111,FALSE,1,1.005,436,92
"1041","phi[2]",0.524,0.296,0.096,0.481,1.096,FALSE,1,1.002,809,92
"1161","phi[3]",0.691,0.246,0.253,0.688,1.121,FALSE,1,1.005,395,92
"1243","phi[4]",0.673,0.272,0.21,0.676,1.125,FALSE,1,1.003,661,92
"1341","bigphi",0.724,0.214,0.269,0.734,1.093,FALSE,1,1.001,2477,92
"1441","R.hyp",0.02,0.028,0.001,0.011,0.118,FALSE,1,1.004,1951,92
"1541","Kseo",38210.645,8098.953,25137.421,37258.989,56136.133,FALSE,1,1.002,1369,92
"1648","sigma",0.025,0.019,0.007,0.018,0.075,FALSE,1,1,3000,92
"1741","eta",204.831,319.422,0.851,80.45,1267.61,FALSE,1,1.002,2005,92
"1867","rB1",1.921,3.229,0.017,0.737,12.123,FALSE,1,1.006,929,92
"1941","rB2",202.909,316.926,0.753,79.866,1256.102,FALSE,1,1.002,2033,92
"2041","pi[1]",0.235,0.105,0.098,0.21,0.5,FALSE,1,1.006,469,92
"2143","pi[2]",0.164,0.104,0.051,0.13,0.449,FALSE,1,1.005,467,92
"2241","pi[3]",0.331,0.119,0.161,0.309,0.615,FALSE,1,1.007,291,92
"2341","pi[4]",0.27,0.119,0.116,0.24,0.556,FALSE,1,1.004,739,92
"2441","phiTau",1.698,1.912,0.518,1.169,6.051,FALSE,1,1.016,3000,92
"162741","qsCPUE[1]",2.062,0.27,1.558,2.04,2.651,FALSE,1,1,3000,92
"162841","qsCPUE[2]",9.964,2.016,6.678,9.733,14.657,FALSE,1,1.002,1274,92
"162941","qsCPUE[3]",4.978,0.478,4.104,4.956,5.983,FALSE,1,1,3000,92
"163041","qsCPUE[4]",3.926,0.446,3.132,3.902,4.862,FALSE,1,1,3000,92
"163141","Tau1",0.278,0.11,0.102,0.265,0.54,FALSE,1,1.001,3000,92
"163241","Tau2",0,0,0,0,0,FALSE,1,NA,1,92
"163341","Tau3",0.205,0.055,0.091,0.205,0.312,FALSE,1,1,2232,92
"182041","MSY[1]",26.551,22.484,0.611,21.824,82.591,FALSE,1,1.005,665,92
"182141","MSY[2]",21.371,20.177,0.328,16.592,70.199,FALSE,1,1.004,847,92
"182241","MSY[3]",29.606,24.931,0.731,24.56,88.945,FALSE,1,1,3000,92
"182341","MSY[4]",12.49,13.744,0.376,7.947,50.134,FALSE,1,1.004,1113,92
"182441","Bmsy[1]",3575.299,1876.843,1601.534,3019.661,8671.306,FALSE,1,1.007,448,92
"182541","Bmsy[2]",2546.974,1920.558,801.809,1866.368,7625.823,FALSE,1,1.005,668,92
"182641","Bmsy[3]",5027.166,2209.643,2682.726,4367.954,10766.992,FALSE,1,1.004,569,92
"182741","Bmsy[4]",4134.82,2204.744,1947.834,3337.402,9920.876,FALSE,1,1.005,595,92
"182841","Fmsy[1]",0.009,0.009,0,0.007,0.03,FALSE,1,1.005,1306,92
"182941","Fmsy[2]",0.011,0.012,0,0.008,0.042,FALSE,1,1.003,1769,92
"183041","Fmsy[3]",0.006,0.005,0,0.005,0.02,FALSE,1,1,3000,92
"183141","Fmsy[4]",0.004,0.004,0,0.002,0.015,FALSE,1,1.003,1078,92
"183241","Hmsy[1]",0.009,0.009,0,0.007,0.03,FALSE,1,1.005,1306,92
"183341","Hmsy[2]",0.011,0.012,0,0.008,0.042,FALSE,1,1.003,1769,92
"183441","Hmsy[3]",0.006,0.005,0,0.005,0.02,FALSE,1,1,3000,92
"183541","Hmsy[4]",0.004,0.004,0,0.002,0.015,FALSE,1,1.003,1078,92
"183641","Stock.Status[1]",0.548,0.243,0.173,0.521,1.071,FALSE,1,1.004,579,92
"183741","Stock.Status[2]",0.548,0.32,0.112,0.494,1.317,FALSE,1,1.002,860,92
"183841","Stock.Status[3]",0.361,0.128,0.138,0.358,0.615,FALSE,1,1.005,394,92
"183941","Stock.Status[4]",0.615,0.253,0.2,0.608,1.096,FALSE,1,1.003,652,92
"184041","Proj1_biomass",6126.374,531.082,5135.375,6099.047,7224.054,FALSE,1,1.002,2067,92
"184141","Bmsyseo",15284.258,3239.581,10054.968,14903.596,22454.453,FALSE,1,1.002,1369,92
"184241","Fmsyseo",0.006,0.004,0.001,0.005,0.016,FALSE,1,1.001,3000,92
"184341","Fmsyseo2",0.006,0.004,0.001,0.005,0.016,FALSE,1,1.001,3000,92
"184441","Stock.Status.SEO",0.423,0.095,0.267,0.414,0.641,FALSE,1,1,2572,92
"185741","deviance",4505.319,27.029,4452.832,4504.139,4560.681,FALSE,1,1,3000,92
"1162","r[1]",0.008,0.008,0,0.007,0.028,FALSE,1,1.008,571,93
"280","r[2]",0.01,0.01,0,0.007,0.034,FALSE,1,1.016,3000,93
"342","r[3]",0.008,0.006,0,0.007,0.022,FALSE,1,1.001,2661,93
"442","r[4]",0.014,0.01,0,0.012,0.039,FALSE,1,1.002,982,93
"542","K[1]",10060.415,5739.92,4218.759,8388.097,26229.787,FALSE,1,1.082,42,93
"642","K[2]",5200.093,3855.987,1893.157,3707.35,16551.46,FALSE,1,1.017,302,93
"742","K[3]",12407.131,6132.172,5892.623,10597.038,28972.521,FALSE,1,1.021,167,93
"842","K[4]",10419.252,6716.935,4096.309,8164.573,28293.474,FALSE,1,1.045,1700,93
"942","phi[1]",0.591,0.278,0.16,0.558,1.114,FALSE,1,1.036,62,93
"1042","phi[2]",0.598,0.304,0.119,0.588,1.117,FALSE,1,1.001,1932,93
"1163","phi[3]",0.63,0.263,0.201,0.61,1.112,FALSE,1,1.012,182,93
"1244","phi[4]",0.561,0.283,0.121,0.528,1.102,FALSE,1,1.004,616,93
"1342","bigphi",0.72,0.212,0.292,0.728,1.092,FALSE,1,1.001,1333,93
"1442","R.hyp",0.019,0.024,0.001,0.013,0.094,FALSE,1,1.003,1199,93
"1542","Kseo",38086.89,8737.484,24818.915,36690.556,58240.35,FALSE,1,1.006,451,93
"1649","sigma",0.027,0.019,0.007,0.021,0.076,FALSE,1,1,3000,93
"1742","eta",264.231,363.138,1.09,118.347,1393.84,FALSE,1,1.013,351,93
"1868","rB1",2.977,4.556,0.029,1.254,16.353,FALSE,1,1.005,748,93
"1942","rB2",261.253,359.411,1.025,117.135,1386.501,FALSE,1,1.013,350,93
"2042","pi[1]",0.265,0.126,0.097,0.238,0.579,FALSE,1,1.062,42,93
"2144","pi[2]",0.138,0.091,0.047,0.102,0.385,FALSE,1,1.019,259,93
"2242","pi[3]",0.328,0.132,0.136,0.307,0.622,FALSE,1,1.024,116,93
"2342","pi[4]",0.27,0.134,0.099,0.233,0.603,FALSE,1,1.017,2227,93
"2442","phiTau",1.738,2.459,0.521,1.168,6.281,FALSE,1,1.036,3000,93
"162742","qsCPUE[1]",1.617,0.213,1.246,1.602,2.074,FALSE,1,1,3000,93
"162842","qsCPUE[2]",8.152,1.531,5.479,8.045,11.341,FALSE,1,1.003,686,93
"162942","qsCPUE[3]",5.775,0.524,4.83,5.736,6.898,FALSE,1,1,3000,93
"163042","qsCPUE[4]",4.211,0.504,3.351,4.168,5.301,FALSE,1,1,3000,93
"163142","Tau1",0.421,0.125,0.236,0.402,0.72,FALSE,1,1,3000,93
"163242","Tau2",0,0,0,0,0,FALSE,1,NA,1,93
"163342","Tau3",0.077,0.048,0.013,0.068,0.187,FALSE,1,1,3000,93
"182042","MSY[1]",24.56,21.504,0.56,19.677,78.564,FALSE,1,1.013,348,93
"182142","MSY[2]",13.5,13.041,0.274,10.206,48.471,FALSE,1,1.004,3000,93
"182242","MSY[3]",30.304,24.959,0.826,25.737,95.14,FALSE,1,1.001,2347,93
"182342","MSY[4]",42.02,30.219,1.336,37.502,115.232,FALSE,1,1.013,953,93
"182442","Bmsy[1]",4024.166,2295.968,1687.503,3355.239,10491.915,FALSE,1,1.082,42,93
"182542","Bmsy[2]",2080.037,1542.395,757.263,1482.94,6620.584,FALSE,1,1.017,302,93
"182642","Bmsy[3]",4962.852,2452.869,2357.049,4238.815,11589.008,FALSE,1,1.021,167,93
"182742","Bmsy[4]",4167.701,2686.774,1638.524,3265.829,11317.39,FALSE,1,1.045,1700,93
"182842","Fmsy[1]",0.007,0.006,0,0.006,0.024,FALSE,1,1.008,571,93
"182942","Fmsy[2]",0.008,0.009,0,0.006,0.029,FALSE,1,1.016,3000,93
"183042","Fmsy[3]",0.007,0.005,0,0.006,0.018,FALSE,1,1.001,2661,93
"183142","Fmsy[4]",0.012,0.009,0,0.01,0.033,FALSE,1,1.002,982,93
"183242","Hmsy[1]",0.007,0.006,0,0.006,0.024,FALSE,1,1.008,571,93
"183342","Hmsy[2]",0.008,0.009,0,0.006,0.029,FALSE,1,1.016,3000,93
"183442","Hmsy[3]",0.007,0.005,0,0.006,0.018,FALSE,1,1.001,2661,93
"183542","Hmsy[4]",0.012,0.009,0,0.01,0.033,FALSE,1,1.002,982,93
"183642","Stock.Status[1]",0.444,0.209,0.123,0.419,0.88,FALSE,1,1.036,61,93
"183742","Stock.Status[2]",0.623,0.322,0.135,0.603,1.268,FALSE,1,1.003,3000,93
"183842","Stock.Status[3]",0.164,0.067,0.058,0.158,0.301,FALSE,1,1.011,204,93
"183942","Stock.Status[4]",0.568,0.269,0.15,0.537,1.139,FALSE,1,1.007,463,93
"184042","Proj1_biomass",4624.522,463.249,3732.309,4604.327,5589.106,FALSE,1,1,3000,93
"184142","Bmsyseo",15234.756,3494.994,9927.566,14676.222,23296.14,FALSE,1,1.006,451,93
"184242","Fmsyseo",0.007,0.004,0.001,0.007,0.017,FALSE,1,1,3000,93
"184342","Fmsyseo2",0.007,0.004,0.001,0.007,0.017,FALSE,1,1,3000,93
"184442","Stock.Status.SEO",0.331,0.077,0.197,0.326,0.499,FALSE,1,1.002,802,93
"185742","deviance",4420.92,27.013,4369.309,4420.194,4475.78,FALSE,1,1.001,3000,93
"1164","r[1]",0.01,0.011,0,0.007,0.039,FALSE,1,1.004,866,94
"281","r[2]",0.007,0.008,0,0.004,0.029,FALSE,1,1.002,3000,94
"343","r[3]",0.004,0.004,0,0.002,0.016,FALSE,1,1.001,2928,94
"443","r[4]",0.003,0.004,0,0.001,0.013,FALSE,1,1.007,1907,94
"543","K[1]",9716.653,5445.579,3993.374,8105.205,24558.106,FALSE,1,1.03,236,94
"643","K[2]",5291.425,3925.251,1734.221,3972.907,16393.489,FALSE,1,1.054,117,94
"743","K[3]",13703.006,6380.709,6765.635,11784.976,30230.116,FALSE,1,1.044,85,94
"843","K[4]",10483.626,5480.939,4877.735,8725.91,25455.931,FALSE,1,1.025,134,94
"943","phi[1]",0.588,0.274,0.152,0.56,1.107,FALSE,1,1.007,379,94
"1043","phi[2]",0.553,0.291,0.105,0.519,1.104,FALSE,1,1.005,708,94
"1165","phi[3]",0.695,0.257,0.242,0.696,1.127,FALSE,1,1.024,99,94
"1245","phi[4]",0.702,0.263,0.218,0.714,1.128,FALSE,1,1.018,116,94
"1343","bigphi",0.724,0.212,0.281,0.731,1.099,FALSE,1,1,3000,94
"1443","R.hyp",0.017,0.03,0,0.008,0.118,FALSE,1,1,3000,94
"1543","Kseo",39194.71,8781.816,25089.791,37991.422,58799.493,FALSE,1,1.008,320,94
"1650","sigma",0.048,0.02,0.01,0.048,0.08,FALSE,1,1,3000,94
"1743","eta",179.752,290.561,0.511,64.32,1167.844,FALSE,1,1,3000,94
"1869","rB1",1.107,2.246,0.009,0.4,6.963,FALSE,1,1.025,2625,94
"1943","rB2",178.645,289.059,0.465,63.982,1156.313,FALSE,1,1,3000,94
"2043","pi[1]",0.247,0.114,0.098,0.22,0.532,FALSE,1,1.028,188,94
"2145","pi[2]",0.135,0.088,0.043,0.106,0.384,FALSE,1,1.042,121,94
"2243","pi[3]",0.35,0.129,0.152,0.327,0.649,FALSE,1,1.036,90,94
"2343","pi[4]",0.268,0.112,0.117,0.241,0.538,FALSE,1,1.034,70,94
"2443","phiTau",1.659,2.254,0.507,1.161,5.798,FALSE,1,1.108,1794,94
"162743","qsCPUE[1]",2.056,0.278,1.581,2.031,2.663,FALSE,1,1.001,3000,94
"162843","qsCPUE[2]",11.776,2.231,8.025,11.583,16.559,FALSE,1,1.001,1778,94
"162943","qsCPUE[3]",5.449,0.501,4.541,5.43,6.491,FALSE,1,1,2431,94
"163043","qsCPUE[4]",3.141,0.375,2.48,3.118,3.944,FALSE,1,1,2377,94
