"","Subd","Above_Bmsy_now","Above_Bmsy_future","Pop_inc_future"
"1","EYKT",0.701,0.566666666666667,0.476666666666667
"2","NSEO",0.447333333333333,0.539333333333333,0.622666666666667
"3","CSEO",0.629333333333333,0.571666666666667,0.531666666666667
"4","SSEO",0.828,0.603666666666667,0.379666666666667
"5","SEO",0.641666666666667,0.538,0.474666666666667
