"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"303","B[1,24]",5759.657,745.716,4374.262,5720.065,7308.83,FALSE,1,1.001,1932
"304","B[2,24]",1521.13,325.76,969.194,1487.594,2205.284,FALSE,1,1,3000
"305","B[3,24]",7202.359,741.362,5764.373,7168.469,8730.402,FALSE,1,1,3000
"306","B[4,24]",7027.103,899.601,5472.432,6965.941,8995.905,FALSE,1,1,3000
"307","B[1,25]",5645.24,720.713,4288.909,5619.17,7120.54,FALSE,1,1.001,2457
"308","B[2,25]",1486.973,315.001,957.282,1452.258,2164.266,FALSE,1,1,3000
"309","B[3,25]",6997.428,707.101,5661.841,6962.342,8477.431,FALSE,1,1,3000
"310","B[4,25]",6856.791,863.304,5340.613,6778.83,8740.177,FALSE,1,1,3000
"311","B[1,26]",5413.595,693.087,4104.893,5396.886,6849.343,FALSE,1,1.002,1182
"312","B[2,26]",1445.818,300.959,938.673,1414.753,2102.189,FALSE,1,1,3000
"313","B[3,26]",6702.622,661.306,5447.212,6675.806,8051.881,FALSE,1,1,3000
"314","B[4,26]",6638.799,822.036,5205.381,6583.523,8403.135,FALSE,1,1.001,3000
"315","B[1,27]",5138.195,653.528,3912.61,5120.895,6502.369,FALSE,1,1.001,1633
"316","B[2,27]",1375.491,283.749,891.718,1343.597,1988.693,FALSE,1,1,3000
"317","B[3,27]",6388.234,619.093,5241.728,6361.538,7647.927,FALSE,1,1,3000
"318","B[4,27]",6332.766,777.261,4964.972,6273.862,8022.506,FALSE,1,1,3000
"319","B[1,28]",4927.617,620.91,3764.757,4913.594,6201.045,FALSE,1,1,2992
"320","B[2,28]",1274.896,269.438,814.562,1244.532,1878.886,FALSE,1,1,3000
"321","B[3,28]",6052.429,574.622,4977.417,6030.145,7223.886,FALSE,1,1,3000
"322","B[4,28]",6027.108,735.117,4740.866,5975.604,7629.535,FALSE,1,1,3000
"323","B[1,29]",4771.205,597.08,3625.416,4751.502,5992.63,FALSE,1,1.001,1464
"324","B[2,29]",1222.13,260.129,779.189,1200.549,1789.848,FALSE,1,1,3000
"325","B[3,29]",5764.918,549.981,4751.582,5749.51,6900.539,FALSE,1,1,3000
"326","B[4,29]",5824.297,708.928,4570.47,5777.367,7332.079,FALSE,1,1,3000
"327","B[1,30]",4672.322,582.825,3589.614,4661.185,5890.581,FALSE,1,1.001,2373
"328","B[2,30]",1204.043,253.655,764.992,1181.59,1760.511,FALSE,1,1,3000
"329","B[3,30]",5652.731,530.089,4670.936,5639.12,6744.193,FALSE,1,1,2783
"330","B[4,30]",5728.843,692.879,4509.753,5680.338,7171.179,FALSE,1,1,3000
"331","B[1,31]",4484.581,568.689,3424.809,4468.661,5656.276,FALSE,1,1,3000
"332","B[2,31]",1188.49,246.14,767.639,1163.741,1732.342,FALSE,1,1,2738
"333","B[3,31]",5528.214,507.436,4584.95,5508.92,6573.424,FALSE,1,1.001,1691
"334","B[4,31]",5586.474,670.594,4397.952,5533.298,6987.822,FALSE,1,1,3000
"335","B[1,32]",4354.188,550.487,3310.952,4334.028,5507.163,FALSE,1,1,2765
"336","B[2,32]",1164.343,237.773,761.879,1138.786,1685.908,FALSE,1,1,3000
"337","B[3,32]",5359.767,478.009,4449.251,5348.556,6315.303,FALSE,1,1.001,2163
"338","B[4,32]",5407.153,646.152,4216.562,5366.419,6768.809,FALSE,1,1,3000
"339","B[1,33]",4276.49,532.936,3282.28,4253.702,5389.211,FALSE,1,1.001,1585
"340","B[2,33]",1157.212,229.406,767.918,1129.865,1657.574,FALSE,1,1,3000
"341","B[3,33]",5274.377,441.751,4413.443,5267.582,6168.78,FALSE,1,1,3000
"342","B[4,33]",5308.374,622.727,4207.743,5275.126,6635.471,FALSE,1,1,3000
"343","B[1,34]",4251.449,525.908,3277.026,4234.599,5350.017,FALSE,1,1.001,1135
"344","B[2,34]",1170.316,227.433,787.588,1144.702,1677.976,FALSE,1,1,3000
"345","B[3,34]",5264.955,443.24,4433.967,5262.187,6158.206,FALSE,1,1.001,3000
"346","B[4,34]",5292.315,602.87,4190.861,5264.29,6564.518,FALSE,1,1,3000
"347","B[1,35]",4298.812,534.599,3286.984,4284.463,5434.614,FALSE,1,1.002,713
"348","B[2,35]",1197.685,229.391,810.73,1173.644,1686.385,FALSE,1,1,3000
"349","B[3,35]",5338.649,447.673,4503.996,5323.599,6294.171,FALSE,1,1,3000
"350","B[4,35]",5347.145,609.213,4251.573,5319.043,6650.329,FALSE,1,1.001,3000
"351","B[1,36]",4309.239,526.157,3312.514,4291.962,5411.833,FALSE,1,1.002,919
"352","B[2,36]",1214.993,228.163,826.389,1194.915,1709.745,FALSE,1,1,3000
"353","B[3,36]",5382.89,434.063,4559.145,5371.367,6286.446,FALSE,1,1,3000
"354","B[4,36]",5393.597,606.711,4306.64,5364.391,6643.092,FALSE,1,1.001,3000
"355","B[1,37]",4340.882,531.975,3341.257,4328.113,5433.824,FALSE,1,1.001,1860
"356","B[2,37]",1235.373,224.936,854.494,1216.381,1729.527,FALSE,1,1.001,2623
"357","B[3,37]",5453.057,426.592,4659.157,5431.254,6353.794,FALSE,1,1,2071
"358","B[4,37]",5468.74,607.327,4359.072,5433.522,6741.761,FALSE,1,1,3000
"359","B[1,38]",4366.011,536.516,3379.619,4346.479,5503.198,FALSE,1,1.001,2000
"360","B[2,38]",1255.83,233.879,862.826,1235.198,1763.738,FALSE,1,1.001,2405
"361","B[3,38]",5515.45,446.956,4719.239,5480.43,6424.863,FALSE,1,1.001,1555
"362","B[4,38]",5533.064,604.419,4464.062,5486.949,6812.971,FALSE,1,1.001,3000
"363","B[1,39]",4400.725,560.328,3372.575,4373.973,5607.633,FALSE,1,1.001,1902
"364","B[2,39]",1292.864,243.636,875.612,1272.196,1811.875,FALSE,1,1,2529
"365","B[3,39]",5634.605,454.4,4794.207,5610.142,6567.995,FALSE,1,1.001,1258
"366","B[4,39]",5667.018,599.54,4611.235,5627.579,6914.502,FALSE,1,1.001,3000
"367","B[1,40]",4465.993,593.246,3406.559,4443.1,5707.021,FALSE,1,1.001,1179
"368","B[2,40]",1330.905,258.682,885.568,1313.081,1896.962,FALSE,1,1,3000
"369","B[3,40]",5729.533,504.459,4821.19,5696.683,6774.292,FALSE,1,1,3000
"370","B[4,40]",5805.268,614.87,4717.299,5762.878,7068.226,FALSE,1,1.002,3000
"371","B[1,41]",4588.707,642.177,3435.891,4556.774,5968.957,FALSE,1,1.001,1241
"372","B[2,41]",1371.044,272.924,899.443,1347.457,1956.147,FALSE,1,1,2804
"373","B[3,41]",5886.832,556.489,4886.802,5855.847,7046.178,FALSE,1,1,3000
"374","B[4,41]",5912.09,627.886,4792.41,5875.868,7237.122,FALSE,1,1,3000
"375","B[1,42]",4632.379,681.986,3423.522,4594.609,6097.613,FALSE,1,1.002,834
"376","B[2,42]",1387.475,285.687,897.922,1360.819,2015.776,FALSE,1,1,3000
"377","B[3,42]",5944.325,601.626,4880.039,5907.043,7210.634,FALSE,1,1,3000
"378","B[4,42]",5967.298,676.689,4766.9,5935.634,7344.952,FALSE,1,1,3000
"379","B[1,43]",4602.012,724.013,3344.959,4551.904,6151.035,FALSE,1,1.002,857
"380","B[2,43]",1392.119,296.475,886.206,1365.146,2034.643,FALSE,1,1,3000
"381","B[3,43]",5972.486,650.96,4819.976,5922.467,7389.092,FALSE,1,1,3000
"382","B[4,43]",5988.534,731.584,4683.573,5951.869,7522.971,FALSE,1,1,3000
"383","B[1,44]",4574.815,770.651,3220.237,4510.94,6194.822,FALSE,1,1.002,1027
"384","B[2,44]",1404.588,310.855,879.491,1374.608,2098.459,FALSE,1,1,3000
"385","B[3,44]",6000.999,722.13,4734.87,5942.482,7569.86,FALSE,1,1,3000
"386","B[4,44]",6013.938,789.666,4609.397,5967.189,7677.586,FALSE,1,1,3000
"387","B[1,45]",4587.796,812.964,3160.542,4510.881,6361.461,FALSE,1,1.002,1040
"388","B[2,45]",1414.259,323.98,870.436,1389.653,2132.382,FALSE,1,1,3000
"389","B[3,45]",6024.576,793.026,4646.394,5960.897,7752.313,FALSE,1,1,3000
"390","B[4,45]",6014.795,843.856,4530.747,5954.935,7828.727,FALSE,1,1,3000
"391","B[1,46]",4597.507,858.837,3116.371,4508.349,6468.679,FALSE,1,1.002,1089
"392","B[2,46]",1422.509,336.32,848.901,1393.002,2154.51,FALSE,1,1,3000
"393","B[3,46]",6042.33,857.067,4554.502,5971.411,7938.294,FALSE,1,1,3000
"394","B[4,46]",6010.676,895.58,4430.396,5943.738,7962.155,FALSE,1,1,3000
"395","B[1,47]",4600.065,898.191,3055.652,4526.207,6588.172,FALSE,1,1.002,833
"396","B[2,47]",1429.597,352.178,836.828,1398.578,2235.616,FALSE,1,1,3000
"397","B[3,47]",6052.289,919.535,4452.339,5941.442,8047.785,FALSE,1,1,3000
"398","B[4,47]",5999.22,947.711,4356.306,5912.926,8042.194,FALSE,1,1,3000
"399","B[1,48]",4608.554,940.925,3007.732,4517.182,6649.398,FALSE,1,1.001,1365
"400","B[2,48]",1438.428,369.639,825.633,1402.637,2262.325,FALSE,1,1,3000
"401","B[3,48]",6069.769,984.794,4405.549,5962.681,8197.904,FALSE,1,1,3000
"402","B[4,48]",5995.271,1002.116,4295.247,5906.485,8173.389,FALSE,1,1,3000
"403","B[1,49]",4607.83,978.053,2954.53,4511.809,6761.592,FALSE,1,1.001,1460
"404","B[2,49]",1443.786,382.612,811.569,1400.708,2299.72,FALSE,1,1,3000
"405","B[3,49]",6075.085,1042.964,4355.016,5949.499,8272.837,FALSE,1,1,3000
"406","B[4,49]",5980.027,1049.989,4193.896,5873.321,8200.309,FALSE,1,1,3000
"407","B[1,50]",4617.614,1021.749,2907.383,4519.679,6872.693,FALSE,1,1.001,1634
"408","B[2,50]",1452.335,397.571,798.702,1401.479,2340.616,FALSE,1,1,3000
"409","B[3,50]",6094.213,1108.38,4266.277,5986.329,8565.656,FALSE,1,1,3000
"410","B[4,50]",5977.557,1100.858,4129.846,5884.027,8345.749,FALSE,1,1,3000
"411","B[1,51]",4624.604,1058.692,2870.259,4524.626,6932.867,FALSE,1,1.001,1615
"412","B[2,51]",1460.063,410.314,780.376,1415.831,2359.751,FALSE,1,1,3000
"413","B[3,51]",6109.568,1158.636,4164.979,5967.555,8684.022,FALSE,1,1,3000
"414","B[4,51]",5971.994,1141.639,4075.528,5864.048,8505.562,FALSE,1,1,3000
"415","B[1,52]",4631.741,1106.141,2814.918,4532.917,7029.817,FALSE,1,1.001,1941
"416","B[2,52]",1467.719,425.567,773.66,1421.605,2438.013,FALSE,1,1,3000
"417","B[3,52]",6123.888,1214.405,4103.273,6008.561,8753.778,FALSE,1,1,3000
"418","B[4,52]",5966.751,1193.903,3984.6,5847.127,8637.649,FALSE,1,1,3000
"419","B[1,53]",4636.539,1141.579,2765.438,4506.339,7136.135,FALSE,1,1.001,2186
"420","B[2,53]",1474.78,439.392,744.904,1424.902,2449.85,FALSE,1,1,3000
"421","B[3,53]",6137.754,1273.904,4051.154,6004.797,8984.282,FALSE,1,1,3000
"422","B[4,53]",5958.608,1233.029,3920.626,5854.931,8712.158,FALSE,1,1,3000
"423","B[1,54]",4639.721,1171.733,2711.317,4499.619,7202.449,FALSE,1,1,2406
"424","B[2,54]",1482.495,456.642,734.491,1432.411,2535.472,FALSE,1,1,3000
"425","B[3,54]",6149.476,1321.202,3967.572,6011.452,9132.699,FALSE,1,1,3000
"426","B[4,54]",5950.723,1269.263,3837.756,5823.385,8865.76,FALSE,1,1,3000
"427","B[1,55]",4646.753,1204.121,2657.087,4512.012,7282.234,FALSE,1,1.001,1960
"428","B[2,55]",1490.298,469.781,718.394,1439.144,2546.673,FALSE,1,1,3000
"429","B[3,55]",6167.149,1374.704,3920.852,6012.832,9280.75,FALSE,1,1,3000
"430","B[4,55]",5947.719,1308.343,3808.84,5813.462,8872.687,FALSE,1,1,3000
"431","B[1,56]",4649.181,1231.785,2614.946,4515.93,7340.092,FALSE,1,1.001,1522
"432","B[2,56]",1497.339,485.421,698.467,1446.35,2610.43,FALSE,1,1,3000
"433","B[3,56]",6179.829,1429.038,3827.879,6042.999,9395.035,FALSE,1,1,3000
"434","B[4,56]",5938.485,1343.326,3741.174,5796.686,9019.016,FALSE,1,1,3000
"435","B[1,57]",4650.678,1265.599,2572.41,4507.871,7410.346,FALSE,1,1.001,1696
"436","B[2,57]",1503.996,501.517,679.093,1451.124,2643.955,FALSE,1,1,3000
"437","B[3,57]",6187.354,1473.661,3719.908,6042.313,9463.453,FALSE,1,1,3000
"438","B[4,57]",5927.207,1381.127,3679.423,5786.826,9111.124,FALSE,1,1,3000
"439","B[1,58]",4656.333,1306.471,2508.784,4507.714,7459.065,FALSE,1,1,2469
"440","B[2,58]",1511.461,518.968,669.428,1454.618,2707.386,FALSE,1,1,3000
"441","B[3,58]",6199.23,1518.925,3706.987,6043.946,9560.811,FALSE,1,1,3000
"442","B[4,58]",5919.957,1415.454,3614.036,5797.752,9111.216,FALSE,1,1,3000
"443","B[1,59]",4651.862,1332.798,2485,4511.287,7514.958,FALSE,1,1,2379
"444","B[2,59]",1515.945,532.718,656.888,1449.209,2739.521,FALSE,1,1,3000
"445","B[3,59]",6201.381,1562.336,3638.646,6047.878,9676.922,FALSE,1,1,3000
"446","B[4,59]",5903.435,1447.37,3550.367,5752.846,9237.054,FALSE,1,1,3000
"447","B[1,60]",4656.7,1371.474,2433.77,4501.336,7668.694,FALSE,1,1,2298
"448","B[2,60]",1522.856,548.928,647.66,1452.368,2789.02,FALSE,1,1,3000
"449","B[3,60]",6214.125,1615.117,3564.753,6051.572,9757.846,FALSE,1,1,3000
"450","B[4,60]",5896.883,1487.745,3463.031,5729.827,9223.059,FALSE,1,1,3000
"451","B[1,61]",4663.877,1412.779,2379.872,4518.393,7755.006,FALSE,1,1,2296
"452","B[2,61]",1531.218,567.72,629.36,1458.493,2841.729,FALSE,1,1,3000
"453","B[3,61]",6230.257,1672.572,3468.215,6041.47,9914.699,FALSE,1,1,3000
"454","B[4,61]",5892.765,1526.593,3402.446,5742.36,9314.411,FALSE,1,1,3000
"455","B[1,62]",4662.563,1441.809,2320.634,4508.309,7852.488,FALSE,1,1,2188
"456","B[2,62]",1536.724,582.252,610.509,1466.938,2921.204,FALSE,1,1,3000
"457","B[3,62]",6235.718,1717.259,3455.473,6030.655,9979.982,FALSE,1,1,3000
"458","B[4,62]",5878.851,1557.823,3338.768,5710.862,9295.867,FALSE,1,1,3000
"459","B[1,63]",4668.098,1483.501,2318.647,4503.458,7962.884,FALSE,1,1,2742
"460","B[2,63]",1544.714,602.488,585.311,1466.119,2924.406,FALSE,1,1,3000
"461","B[3,63]",6249.379,1773.317,3394.234,6029.334,10183.377,FALSE,1,1,3000
"462","B[4,63]",5874.58,1606.401,3245.13,5673.841,9482.625,FALSE,1,1,3000
"463","B[1,64]",4676.256,1517.127,2259.055,4507.823,8161.596,FALSE,1,1,2508
"464","B[2,64]",1553.725,620.459,566.051,1474.457,3018.557,FALSE,1,1,3000
"465","B[3,64]",6266.855,1817.036,3332.61,6071.695,10432.297,FALSE,1,1,3000
"466","B[4,64]",5873.397,1641.647,3213.942,5705.529,9600.654,FALSE,1,1,3000
"467","B[1,65]",4674.274,1544.298,2203.916,4502.731,8145.358,FALSE,1,1,2520
"468","B[2,65]",1560.471,639.47,553.541,1487.157,3099.859,FALSE,1,1,3000
"469","B[3,65]",6272.425,1862.063,3255.618,6065.729,10412.056,FALSE,1,1,3000
"470","B[4,65]",5861.048,1677.336,3148.735,5680.39,9673.274,FALSE,1,1,3000
"471","B[1,66]",4674.091,1577.862,2163.194,4509.18,8127.131,FALSE,1,1,2237
"472","B[2,66]",1565.928,656.897,534.083,1487.144,3148.285,FALSE,1,1,3000
"473","B[3,66]",6277.491,1904.526,3171.793,6053.571,10471.606,FALSE,1,1,3000
"474","B[4,66]",5848.461,1711.708,3091.342,5667.943,9785.244,FALSE,1,1,3000
"475","B[1,67]",4683.653,1608.783,2129.606,4527.524,8275.823,FALSE,1,1,2161
"476","B[2,67]",1574.267,669.715,518.915,1503.643,3176.279,FALSE,1,1,3000
"477","B[3,67]",6298.163,1948.155,3089.454,6120.783,10636.43,FALSE,1,1,3000
"478","B[4,67]",5849.071,1743.256,3049.646,5670.311,9774.444,FALSE,1,1,3000
"479","B[1,68]",4682.084,1635.498,2056.452,4506.886,8240.206,FALSE,1,1.001,1899
"480","B[2,68]",1579.813,683.702,498.671,1508.158,3186.76,FALSE,1,1,3000
"481","B[3,68]",6301.011,1977.911,3064.38,6127.489,10615.651,FALSE,1,1,3000
"482","B[4,68]",5833.981,1763.326,3012.782,5666.642,9852.284,FALSE,1,1,3000
"483","B[1,69]",4678.113,1669.495,2033.592,4504.417,8385.607,FALSE,1,1.001,2102
"484","B[2,69]",1584.381,700.282,484.061,1505.67,3228.685,FALSE,1,1,3000
"485","B[3,69]",6302.977,2024.002,2973.162,6123.8,10765.115,FALSE,1,1,3000
"486","B[4,69]",5818.181,1798.037,2950.824,5628.33,9947.709,FALSE,1,1,3000
"487","B[1,70]",4672.618,1696.973,1994.804,4497.053,8418.812,FALSE,1,1.001,1836
"488","B[2,70]",1589.502,718.258,468.264,1508.087,3295.183,FALSE,1,1,3000
"489","B[3,70]",6301.109,2054.875,2955.111,6092.038,10823.318,FALSE,1,1,3000
"490","B[4,70]",5801.096,1826.965,2874.574,5565.568,9872.646,FALSE,1,1,3000
"491","B[1,71]",4672.074,1734.853,1938.603,4495.156,8453.148,FALSE,1,1.001,1575
"492","B[2,71]",1595.31,737.233,448.577,1498.319,3305.59,FALSE,1,1,3000
"493","B[3,71]",6307.645,2107.709,2896.558,6111.851,10972.354,FALSE,1,1,3000
"494","B[4,71]",5789.238,1864.113,2809.465,5540.9,9993.347,FALSE,1,1,3000
"495","B[1,72]",4679.551,1769.499,1884.994,4504.517,8567.177,FALSE,1,1.001,1592
"496","B[2,72]",1604.818,760.292,431.057,1512.123,3398.612,FALSE,1,1,3000
"497","B[3,72]",6326.72,2159.022,2828.25,6135.402,11107.703,FALSE,1,1,3000
"498","B[4,72]",5788.588,1898.6,2786.732,5536.617,10037.273,FALSE,1,1,3000
"499","B[1,73]",4675.059,1795.365,1873.971,4486.248,8619.611,FALSE,1,1.001,1956
"500","B[2,73]",1609.638,779.145,425.582,1512.49,3403.839,FALSE,1,1,3000
"501","B[3,73]",6327.658,2199.948,2787.466,6103.071,11155.713,FALSE,1,1,3000
"502","B[4,73]",5773.12,1928.366,2760.514,5506.77,10085.742,FALSE,1,1,3000
"503","B[1,74]",4673.068,1823.997,1797.084,4491.224,8672.787,FALSE,1,1.001,1856
"504","B[2,74]",1615.938,798.345,403.096,1513.633,3483.314,FALSE,1,1,3000
"505","B[3,74]",6332.848,2246.032,2717.511,6105.405,11187.235,FALSE,1,1,3000
"506","B[4,74]",5763.834,1971.588,2636.03,5507.607,10247.113,FALSE,1,1,3000
"507","B[1,75]",4664.029,1844.227,1767.518,4494.434,8726.221,FALSE,1,1.001,2292
"508","B[2,75]",1619.033,813.888,385.474,1508.519,3532.841,FALSE,1,1,3000
"509","B[3,75]",6325.404,2269.448,2626.651,6122.983,11256.476,FALSE,1,1,3000
"510","B[4,75]",5741.597,1987.337,2577.01,5498.222,10192.479,FALSE,1,1,3000
"511","B[1,76]",4671.907,1877.676,1685.547,4488.364,8680.601,FALSE,1,1.001,3000
"512","B[2,76]",1627.407,830.95,376.707,1524.627,3505.702,FALSE,1,1,3000
"513","B[3,76]",6341.057,2317.428,2591.551,6150.035,11391.199,FALSE,1,1,3000
"514","B[4,76]",5739.431,2018.808,2554.358,5486.115,10296.651,FALSE,1,1,3000
"515","B[1,77]",4666.959,1904.959,1631.906,4490.968,8753.681,FALSE,1,1,3000
"516","B[2,77]",1630.918,840.875,348.588,1533.934,3567.643,FALSE,1,1,3000
"517","B[3,77]",6339.873,2354.634,2509.093,6143.308,11451.893,FALSE,1,1,3000
"518","B[4,77]",5723.651,2045.818,2498.787,5466.794,10432.294,FALSE,1,1,3000
"519","B[1,78]",4662.124,1926.275,1613.002,4471.57,8746.97,FALSE,1,1,3000
"520","B[2,78]",1634.907,855.902,333.718,1537.822,3592.521,FALSE,1,1,3000
"521","B[3,78]",6338.997,2380.157,2468.993,6128.667,11602.93,FALSE,1,1,3000
"522","B[4,78]",5708.08,2067.99,2405.119,5506.105,10231.105,FALSE,1,1,3000
"523","B[1,79]",4660.021,1946.92,1527.608,4477.684,8765.252,FALSE,1,1,3000
"524","B[2,79]",1640.556,872.176,309.162,1554.798,3654.976,FALSE,1,1,3000
"525","B[3,79]",6344.115,2415.341,2437.147,6175.367,11638.751,FALSE,1,1,3000
"526","B[4,79]",5695.6,2089.223,2371.004,5469.621,10297.876,FALSE,1,1,3000
"527","B[1,80]",4656.259,1978.093,1499.185,4473.791,8837.842,FALSE,1,1,3000
"528","B[2,80]",1645.47,889.1,291.522,1550.542,3671.26,FALSE,1,1,3000
"529","B[3,80]",6344.851,2455.437,2326.702,6190.642,11743.12,FALSE,1,1,3000
"530","B[4,80]",5681.253,2123.94,2290.359,5450.888,10328.351,FALSE,1,1,3000
"531","B[1,81]",4650.98,2002.577,1446.747,4494.019,8793.516,FALSE,1,1,3000
"532","B[2,81]",1650.85,909.761,269.179,1553.712,3729.169,FALSE,1,1,3000
"533","B[3,81]",6346.26,2499.863,2280.462,6120.725,11846.569,FALSE,1,1,3000
"534","B[4,81]",5667.994,2157.204,2237.106,5420.293,10329.139,FALSE,1,1,3000
"535","B[1,82]",4642.141,2018.879,1393.681,4499.369,8900.56,FALSE,1,1,3000
"536","B[2,82]",1654.312,925.167,250.679,1550.308,3795.191,FALSE,1,1,3000
"537","B[3,82]",6339.668,2519.241,2238.303,6147.836,11808.399,FALSE,1,1,3000
"538","B[4,82]",5648.509,2174.789,2172.418,5389.393,10425.792,FALSE,1,1,3000
"539","B[1,83]",4641.209,2053.875,1357.891,4488.232,9049.791,FALSE,1,1,3000
"540","B[2,83]",1658.626,940.695,229.212,1553.304,3854.848,FALSE,1,1,3000
"541","B[3,83]",6342.861,2555.521,2165.776,6183.457,11918.618,FALSE,1,1,3000
"542","B[4,83]",5634.647,2197.753,2159.96,5364.173,10513.316,FALSE,1,1,3000
"543","B[1,84]",4637.27,2079.725,1299.118,4465.258,9131.9,FALSE,1,1,3000
"544","B[2,84]",1663.162,961.442,220.495,1559.526,3970.556,FALSE,1,1.001,3000
"545","B[3,84]",6342.254,2584.534,2094.207,6152.585,11904.16,FALSE,1,1,3000
"546","B[4,84]",5620.773,2225.015,2114.446,5352.97,10574.798,FALSE,1,1,3000
"547","B[1,85]",4638.344,2108.056,1266.058,4472.204,9247.323,FALSE,1,1,3000
"548","B[2,85]",1668.656,972.214,207.727,1572.629,3972.139,FALSE,1,1,3000
"549","B[3,85]",6348.838,2613.458,2074.023,6193.306,11915.855,FALSE,1,1,3000
"550","B[4,85]",5611.716,2245.719,2039.158,5362.115,10566.42,FALSE,1,1,3000
"551","B[1,86]",4639.521,2139.565,1199.017,4449.955,9269.15,FALSE,1,1,3000
"552","B[2,86]",1675.806,996.6,183.297,1568.584,4036.748,FALSE,1,1,3000
"553","B[3,86]",6355.793,2655.903,2020.519,6210.993,12056.211,FALSE,1,1,3000
"554","B[4,86]",5601.861,2267.777,2000.26,5364.195,10646.6,FALSE,1,1,3000
"555","B[1,87]",4630.575,2160.039,1151.265,4461.046,9348.486,FALSE,1,1,3000
"556","B[2,87]",1680.126,1018.532,164.646,1573.33,4093.012,FALSE,1,1.001,3000
"557","B[3,87]",6351.891,2685.506,1968.125,6216.278,12191.454,FALSE,1,1,3000
"558","B[4,87]",5582.832,2287.76,1955.135,5356.448,10707.08,FALSE,1,1,3000
"559","B[1,88]",4626.737,2188.254,1097.608,4450.712,9410.895,FALSE,1,1,3000
"560","B[2,88]",1684.045,1031.406,147.722,1581.494,4107.838,FALSE,1,1,3000
"561","B[3,88]",6349.857,2714.281,1909.349,6216.062,12229.396,FALSE,1,1,3000
"562","B[4,88]",5569.441,2320.888,1911.341,5357.827,10877.164,FALSE,1,1,3000
"563","B[1,89]",4629.028,2220.403,1069.851,4469.549,9527.264,FALSE,1,1,3000
"564","B[2,89]",1691.071,1050.694,131.039,1575.316,4103.779,FALSE,1,1.001,3000
"565","B[3,89]",6359.573,2757.877,1862.509,6248.582,12453.918,FALSE,1,1,3000
"566","B[4,89]",5564.978,2358.726,1866.253,5329.462,10902.616,FALSE,1,1,3000
"567","B[1,90]",4619.819,2237.552,1026.076,4488.718,9600.935,FALSE,1,1,3000
"568","B[2,90]",1693.828,1064.026,116.349,1571.458,4146.444,FALSE,1,1.001,3000
"569","B[3,90]",6356.714,2793.502,1774.701,6235.147,12446.645,FALSE,1,1,3000
"570","B[4,90]",5545.787,2376.088,1837.334,5302.337,11006.628,FALSE,1,1,3000
"571","B[1,91]",4615.856,2266.834,995.042,4473.962,9546.338,FALSE,1,1,3000
"572","B[2,91]",1698.39,1078.579,95.328,1585.031,4285.01,FALSE,1,1.001,3000
"573","B[3,91]",6358.168,2828.557,1752.431,6257.243,12506.513,FALSE,1,1,3000
"574","B[4,91]",5533.917,2399.336,1776.132,5283.919,10944.434,FALSE,1,1,3000
"575","B[1,92]",4612.718,2289.355,946.342,4465.63,9586.847,FALSE,1,1,3000
"576","B[2,92]",1703.724,1091.61,76.063,1590.327,4203.985,FALSE,1,1.001,3000
"577","B[3,92]",6362.32,2867.402,1687.923,6237.271,12526.927,FALSE,1,1,3000
"578","B[4,92]",5523.683,2429.171,1745.358,5270.239,11164.369,FALSE,1,1,3000
"579","B[1,93]",4604.01,2311.632,895.151,4452.749,9538.13,FALSE,1,1,3000
"580","B[2,93]",1706.686,1105.339,57.933,1591.628,4272.604,FALSE,1,1.001,3000
"581","B[3,93]",6358.589,2905.302,1650.204,6237.962,12642.228,FALSE,1,1,3000
"582","B[4,93]",5505.27,2451.96,1690.99,5255.183,11024.892,FALSE,1,1,3000
"583","D[1,1]",14.846,13.322,1,11.078,49.895,FALSE,1,1.004,3000
"584","D[2,1]",6.931,5.605,1,5.464,21.488,FALSE,1,1.004,688
"585","D[3,1]",4.532,4.903,1,2.577,17.583,FALSE,1,1.005,1377
"586","D[4,1]",2.993,2.061,1,2.437,8.285,FALSE,1,1,3000
"587","D[1,2]",17.151,12.564,2.922,13.834,50.962,FALSE,1,1.002,1390
"588","D[2,2]",8.295,6.404,1.659,6.64,24.33,FALSE,1,1.008,3000
"589","D[3,2]",5.34,5.31,1,3.558,20.547,FALSE,1,1,3000
"590","D[4,2]",2.653,1.98,1,2.041,7.988,FALSE,1,1.002,1913
"591","D[1,3]",12.867,8.989,2.717,10.605,36.676,FALSE,1,1.002,1814
"592","D[2,3]",7.877,6.352,1.486,6.186,24.029,FALSE,1,1.003,3000
"593","D[3,3]",9.181,6.646,1,7.852,25.159,FALSE,1,1.001,2157
"594","D[4,3]",3.795,2.471,1,3.24,10.022,FALSE,1,1,3000
"595","D[1,4]",15.412,10.325,3.641,12.586,41.391,FALSE,1,1,3000
"596","D[2,4]",5.065,3.845,1,3.992,14.849,FALSE,1,1.002,1667
"597","D[3,4]",23.772,14.896,4.447,20.633,60.344,FALSE,1,1,3000
"598","D[4,4]",7.724,4.933,2.046,6.449,20.291,FALSE,1,1,3000
"599","D[1,5]",17.006,11.489,4.197,14.106,46.018,FALSE,1,1,3000
"600","D[2,5]",11.468,9.355,1.429,9.007,36.955,FALSE,1,1.002,1841
"601","D[3,5]",24.848,15.686,4.219,21.674,63.583,FALSE,1,1.001,3000
"602","D[4,5]",11.249,7.396,2.989,9.608,30.865,FALSE,1,1.004,3000
"603","D[1,6]",12.406,9.481,1.48,9.958,36.599,FALSE,1,1.005,3000
