"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","pe_med_1","pe_absmed_1","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","pe_med_2","pe_absmed_2","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","pe_med_3","pe_absmed_3","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv5",3,0.048601856472716,141108.910669573,2308.88380376439,0.0163624238384986,56443.5642678291,0.0409060595962466,0.0510796136772688,104061.540332623,1789.50383548459,0.0171965918413721,41624.6161330491,0.0429914796034302,0.0506363417849806,157379.500148818,2682.90480770965,0.0170473588057701,62951.8000595272,0.0426183970144254,0.00760955174450354,0.0353245801594211,98473.9145983164,0.697857521052711,0.450422371524694,0,0,2.79413202824071e-05,-0.00408986455644983,0.0315052430846058,73480.1946113582,0.706122496135323,0.897164476506689,0.339630515730167,21,7.60263888142072e-05,0.00786635260443771,0.0369967599063547,182178.880922951,1.15757694458734,0.968155119794431,0.892224452952221,24,9.88004926801659e-05,1.34967231781091,0,0,0.613602877658672,0.0993056481407124,6,0.697857521052711,1.39655454995914,1.1211053649739,15,1.14634296066146,0.484637289113107,21,0.706122496135323,1.97652112069852,0.994298702173818,28,1.14664417310527,1.10379128964698,24,1.15757694458734
"2",2,"Harv5",3,0.0492250012317021,155309.463664889,2573.82156371514,0.0165722133280214,62123.7854659557,0.0414305333200536,0.0511141348914789,194499.251781963,3346.98471650041,0.0172082138405984,77799.7007127851,0.0430205346014961,0.0511594195978671,130934.545956552,2255.14584999731,0.0172234595043056,52373.8183826208,0.043058648760764,-0.000309279995267002,0.0321391103260918,114003.000459941,0.73403769332386,1.03372453207684,0.385654555068551,21,4.77520994073711e-05,-0.0186341124614362,0.0332054109101127,113068.937504798,0.581333534545164,1.0340641042558,0.147487498702416,21,9.76003055460751e-05,-0.0115457194008296,0.0333386207585842,84379.3147550428,0.644438899899209,1.12510781605732,0.369502143147188,20,3.53760504582897e-05,1.9702855831867,0.605428719036949,22,1.06169198977854,0.361728564184387,21,0.73403769332386,1.72107150808639,0.281744118262574,30,1.15732398426087,0.167476377387137,25,0.581333534545164,2.01979617049396,0.245415094570213,4,1.21976029143679,0.478037502581687,22,0.644438899899209
"3",3,"Harv5",3,0.0505669180246024,181870.547193103,3096.1617269113,0.0170239864271367,72748.218877241,0.0425599660678417,0.051692514904927,188873.461424373,3286.95214133655,0.0174029327177481,75549.3845697492,0.0435073317943702,0.0506010907006129,107104.989723302,1824.58609776297,0.0170354910866118,42841.995889321,0.0425887277165296,-0.0131257071837313,0.0348939396286995,119861.999299431,0.659051183104248,1.42634134896766,0.410283119017784,24,5.43413845193572e-05,0.00177021241751372,0.0335630935673798,150503.019417405,0.796845773262158,0.703461120573329,0.31541459241306,23,3.84722939110361e-05,-0.00117459771649807,0.0276207382124885,72109.5430760618,0.673260351943932,1.06856674957286,0.194282425821454,23,4.46961304964498e-05,2.05967341662345,0.903758639075194,17,1.57973584852825,0.350511816723248,23,0.659051183104248,1.54496591331108,0.135175331383761,14,0.785483237312465,0.410456896701399,24,0.796845773262158,2.20232137780906,0.707851979319241,21,1.1686805027574,0.107722211184695,10,0.673260351943932
"4",4,"Harv5",3,0.0479390744778348,121377.948019654,1958.9538998974,0.0161392899769586,48551.1792078614,0.0403482249423965,0.0482976440436777,101149.543561041,1644.69227757555,0.0162600069132592,40459.8174244165,0.040650017283148,0.0503776935854053,133313.438203186,2261.03345954694,0.0169602816491827,53325.3752812743,0.0424007041229567,-0.00723081585188506,0.0234580227739944,68674.5939056496,0.56579135688247,1.2143113254009,0.197955684504487,20,2.15723050269298e-05,0.00559433102103668,0.0284222004141352,95352.4202561519,0.942687597978225,0.680529712857587,0.453659660983259,31,1.46305304183625e-05,-0.00352853700782508,0.0362910093972854,90353.5559549428,0.677752799513228,0.855370148358892,0.257482312183511,6,7.78530513145961e-05,2.31134109610459,0.664807685297224,25,1.46867415474508,0.357108973521037,19,0.56579135688247,1.2131096854637,0.541222915217806,15,0.910160736983212,0.532413631317904,32,0.942687597978225,2.02741931332078,0.270376154371904,15,1.02420373673572,0.289454175711185,5,0.677752799513228
"5",5,"Harv5",3,0.0513254713796602,169166.312133893,2923.08610066673,0.0172793629168503,67666.5248535573,0.0431984072921259,0.0488392630295025,156367.221078835,2571.04453527671,0.0164423497299378,62546.8884315342,0.0411058743248445,0.0515459229009688,135884.60823521,2358.08451261374,0.0173535806831926,54353.8432940841,0.0433839517079816,-0.00488052882483099,0.0409085285165089,123100.178284508,0.727687308020733,0.758932553209622,0.272718716820571,22,8.30070973839611e-05,-0.00793719404239209,0.031812471569136,100879.679925529,0.645145953413524,0.860124742109818,0.176253392287224,9,8.74405913450755e-05,-0.00498128956805354,0.0306267860698259,111855.054278349,0.823162061774742,0.781703455301665,0.431820297038867,26,8.70436407765374e-05,1.79861082567688,0.62987452788051,4,0.851659125679258,0.333872942591266,30,0.727687308020733,1.48817967504006,0.304091984335782,18,1.29411168819591,0.316506037233427,19,0.645145953413524,1.21571582891266,0.547487329230311,17,0.848374487795423,0.478468296685703,25,0.823162061774742
"6",6,"Harv5",3,0.0502012849438787,133837.556443177,2261.97401606465,0.0169008914700636,53535.0225772709,0.0422522286751591,0.0492915424208962,169347.478612326,2810.2562516295,0.0165946152529545,67738.9914449304,0.0414865381323863,0.0529216302220029,122425.913042389,2181.22941159235,0.017816729786913,48970.3652169555,0.0445418244672826,-0.00505111638858517,0.0317118443431031,96965.3147568163,0.724500038208516,0.690708063453338,0.224918056571389,22,4.73548158048652e-05,0.00141665918313278,0.0396360854074314,144410.018002587,0.852743832892686,0.746768841292466,0.447368830690464,23,7.72478137840517e-05,0.0114823116924943,0.0263630920579883,89048.3828867762,0.727365479038282,0.75501710212959,0.169007205595007,16,6.48784643644467e-05,2.04497116913337,0.597280418237875,31,0.933757689906211,0.252330919496285,29,0.724500038208516,1.55512901288024,0.253349731811581,22,0.76297163602618,0.522742792247654,23,0.852743832892686,1.54777406099482,0.361228523007441,21,0.851197443914534,0.26619387293411,19,0.727365479038282
"7",7,"Harv5",3,0.0499188556182818,191769.282263704,3222.83775709965,0.0168058080994843,76707.7129054815,0.0420145202487109,0.0491199528212696,112137.156771496,1854.39505665105,0.0165368474646614,44854.8627085984,0.0413421186616535,0.0497663025078176,123440.348706208,2068.17504962209,0.0167544491837463,49376.1394824833,0.0418861229593657,-0.0153820844630881,0.0267038471795291,111206.164945284,0.579895610144502,0.862873024821328,0.0802718893504985,25,8.70039116451517e-05,-0.00685275120406181,0.0386546307781188,80640.8668769625,0.719127086852095,1.31356011584268,0.663743746363142,20,6.24056986998767e-05,0.00584421595949274,0.0418206060505465,105705.150617867,0.856325761598812,0.475165410407265,0.142594799560983,19,1.29117901390418e-05,1.73695143081935,1.06778494760436,38,1.17050680738667,0.183203116919632,31,0.579895610144502,2.15543590636549,0.53017705291823,21,1.4543110574529,0.800823447610688,23,0.719127086852095,1.39655609879543,0.912308852289378,28,0.618745696075445,0.192986561769019,19,0.856325761598812
"8",8,"Harv5",3,0.049502624524562,101438.199495897,1690.53643943435,0.0166656786874725,40575.2797983587,0.0416641967186813,0.0519976112490448,104838.920524344,1835.2731580517,0.0175056472240722,41935.5682097375,0.0437641180601805,0.0527736201301931,191539.09990564,3403.0560983399,0.0177669003353173,76615.639962256,0.0444172508382934,0.00441233161136515,0.0326223872946645,87760.4496850683,0.865161744995467,0.682425714512177,0.4555703669926,23,3.40189326810651e-05,-0.00860964613350973,0.0306836580286315,69966.0509148449,0.667367143470336,1.14837222523915,0.43375303506886,23,5.17421479639597e-05,-0.0102940817350516,0.0406710361905194,110471.871183881,0.57675885100381,1.04525654754318,0.125441436894271,24,8.19329197378829e-05,1.578685217563,0.589728551159483,21,0.700468311090421,0.390288889210663,23,0.865161744995467,2.09462120050131,0.413683179019991,15,1.26988699940582,0.710395547321691,23,0.667367143470336,1.72709853687013,0.201677099258034,9,1.59603195638917,0.167326300881015,20,0.57675885100381
"9",9,"Harv5",3,0.0512051771693075,113398.576504551,1954.86267942768,0.0172388643639563,45359.4306018203,0.0430971609098908,0.0493438776590413,113231.989275664,1881.03636627906,0.0166122345665028,45292.7957102656,0.0415305864162569,0.0508920923865185,176144.866202958,3017.97109850235,0.0171334604496788,70457.9464811832,0.042833651124197,-0.0166924987806686,0.0448263207906698,69435.0272776886,0.61230951408726,0.89370666122743,0.129078980170343,11,7.69826659816317e-05,0.00470986218705198,0.0406045986156422,96253.079142997,0.85005200172425,1.14120386762418,0.460494292629497,16,2.40969641227275e-05,-0.000969619259950401,0.0359933683900824,100810.91541491,0.572318215046661,0.963881633279425,0.00235413915341412,3,1.04159777192399e-05,1.61810663794962,0,0,1.0617027874833,0.0882166080031348,11,0.61230951408726,1.81377644258416,0.809675994125451,23,1.21637988429777,0.31507495113474,12,0.85005200172425,2.55939393746,0.33624370942688,3,1.03129234595758,0.071344364122846,2,0.572318215046661
"10",10,"Harv5",3,0.0494383932046413,116474.252939224,1938.60380316424,0.016644054408967,46589.7011756897,0.0416101360224176,0.0496566742142756,106831.327476539,1785.9571447522,0.0167175414453632,42732.5309906155,0.041793853613408,0.0507554553997475,180609.30557549,3086.15426593248,0.0170874598963704,72243.722230196,0.0427186497409259,-0.0104528618516832,0.0284929206660996,89724.5962566679,0.770338456718721,1.00209139119467,0.542287992502741,24,4.40866653434932e-05,-0.00223415843773534,0.0422161776114726,104750.603227397,0.980523276287113,0.594486305219189,0.534377526874363,20,6.41504791425541e-05,0.00221194264081402,0.0367012191437051,127412.369309148,0.705458497297046,0.642810561337859,0.129336500479864,3,7.35118851484731e-05,1.20834631961444,0.548964189555221,28,1.19644431465478,0.357402250025098,24,0.770338456718721,1.54622372412426,1.32493248391712,21,0.713195949063761,0.608178591939541,20,0.980523276287113,2.07001582442178,0.535082844735788,25,0.679979172138706,0.176163656197826,25,0.705458497297046
