"","iter","harv_hist","Hmax","r_1","K_1","MSY_t_1","HMSYs_t_1","Bmsy_t_1","Fmsy_t_1","r_2","K_2","MSY_t_2","HMSYs_t_2","Bmsy_t_2","Fmsy_t_2","r_3","K_3","MSY_t_3","HMSYs_t_3","Bmsy_t_3","Fmsy_t_3","pe_med_1","pe_absmed_1","true_term_bio1","true_ss1","true_tot_cont1","true_reb_cont1","true_reb_len1","q1","pe_med_2","pe_absmed_2","true_term_bio2","true_ss2","true_tot_cont2","true_reb_cont2","true_reb_len2","q2","pe_med_3","pe_absmed_3","true_term_bio3","true_ss3","true_tot_cont3","true_reb_cont3","true_reb_len3","q3","obs_tot_bio_cont1","obs_reb_bio_cont1","obs_reb_bio_len1","obs_tot_ind_cont1","obs_reb_ind_cont1","obs_reb_ind_len1","Depl_1","obs_tot_bio_cont2","obs_reb_bio_cont2","obs_reb_bio_len2","obs_tot_ind_cont2","obs_reb_ind_cont2","obs_reb_ind_len2","Depl_2","obs_tot_bio_cont3","obs_reb_bio_cont3","obs_reb_bio_len3","obs_tot_ind_cont3","obs_reb_ind_cont3","obs_reb_ind_len3","Depl_3"
"1",1,"Harv2",3,0.0472768831823075,197085.391310975,3136.88104982377,0.015916354981756,78834.15652439,0.03979088745439,0.0502981806180174,149853.526637889,2537.5465833679,0.0169335126126174,59941.4106551558,0.0423337815315436,0.0512504295198902,152675.602049567,2634.2799732096,0.0172540991346762,61070.2408198267,0.0431352478366905,-0.00849713669368799,0.038903012256727,90603.5063691192,0.459717007772325,1.23916831510475,0.0293837577185557,1,7.76668502064422e-05,-0.00672880564892064,0.0272338123156159,81228.188974823,0.542050566291344,0.844846333879698,0,0,6.96978560136631e-05,-0.00986519773771048,0.0228503499411809,82535.0996418581,0.540591283308401,1.07135951667142,0.11975889931047,10,1.06252092379145e-05,2.81386316089733,0.230375257530504,1,1.64099330268276,0.161238874324287,4,0.459717007772325,1.80127131257865,0.355607202376599,6,0.818507813238598,0,0,0.542050566291344,2.04529994019505,0.424603588607795,8,1.259733392578,0.345506487059341,10,0.540591283308401
"2",2,"Harv2",3,0.0504007501383077,123583.262390457,2096.96622482849,0.0169680439265569,49433.3049561828,0.0424201098163923,0.0495762401823435,157562.80971691,2629.79613875217,0.0166904623208806,63025.123886764,0.0417261558022015,0.0500853823460757,164268.253836781,2769.87017270287,0.0168618714085502,65707.3015347123,0.0421546785213754,0.00453743918337859,0.0281355520355853,85690.552958385,0.693383159668084,0.641078417621101,0.0874083187260346,1,5.13821954932064e-05,0.00751840077658452,0.0404888840763393,105542.872695157,0.669846348162892,0.859504474644391,0.0234352047532432,7,5.97978839580901e-05,0.00176819239138369,0.0342495586123319,98731.209322041,0.601036457233798,0.932556382894787,0.0603395647612446,4,8.94031470431946e-05,1.58781056288572,0.0145603532214023,26,0.938094379074658,0.117878219289939,1,0.693383159668084,1.77466397629097,0.58549827181094,7,0.990485928404916,0.0380951850220546,8,0.669846348162892,1.63587641945818,0.0612556443696996,2,1.04904034589828,0.0767536803410764,4,0.601036457233798
"3",3,"Harv2",3,0.0515266526596903,144633.449614048,2508.96991800714,0.0173470931150594,57853.3798456192,0.0433677327876484,0.0499013975047448,134170.006820932,2254.04680411314,0.0167999306068566,53668.0027283728,0.0419998265171415,0.0511369627932885,128338.69883325,2209.46609483585,0.0172158991397179,51335.4795332998,0.0430397478492947,0.00537409816818067,0.0375878884903348,88855.6538102341,0.614350650194295,1.34530561900848,0.0999702076172393,12,3.6322806077078e-05,-0.00753022769778271,0.0403597626962871,73579.6889483194,0.548406388966809,1.15650975636747,0.119559729465034,3,5.59620483592153e-05,-0.00375573278024493,0.0347148155760999,55450.5209433703,0.432063917177602,1.55502219301853,0,0,2.09950470016338e-05,2.4017572039835,0.541397017985184,13,1.41740269233678,0.0837674925738938,13,0.614350650194295,2.05805151453142,0.536037672024323,2,1.42179617327558,0.241481134350157,2,0.548406388966809,2.77131996543425,0.361726548848804,6,1.8595729687997,0,0,0.432063917177602
"4",4,"Harv2",3,0.0482965972979079,198832.969437353,3232.95538888159,0.0162596545131828,79533.1877749413,0.0406491362829569,0.0512027487909802,132715.235836804,2287.75144907833,0.017238046819971,53086.0943347216,0.0430951170499276,0.0505185127542295,188903.352594934,3212.80969612041,0.0170076901864714,75561.3410379738,0.0425192254661784,-0.0179596622372406,0.0371259593314253,90355.118728483,0.454427246065705,1.27407669327344,0,0,6.54420651891269e-05,-0.0077903406839886,0.0286122648005989,75283.3560302023,0.567254811066124,1.25690999624999,0.202029451086198,7,5.59498994611204e-05,-0.00382925266636052,0.0368943479068708,104826.431539767,0.554920969372872,1.11818260059919,0.138515873528614,4,5.60687558748759e-05,2.1254482662925,0.0405919881743427,5,1.5443371080146,0.0790675200627381,1,0.454427246065705,1.92990245549751,0.503064186686677,11,1.46226563555489,0.353258129142467,7,0.567254811066124,2.72285067990641,0.594679150740943,6,1.29512540769755,0.0519732342716317,3,0.554920969372872
"5",5,"Harv2",3,0.0506653818707941,185330.625157803,3161.20958829573,0.0170571355144572,74132.2500631213,0.0426428387861431,0.0526051976023747,134009.824926034,2373.34063810385,0.0177101987814238,53603.9299704134,0.0442754969535594,0.0493561063087824,155118.878325447,2577.50980570865,0.0166163514946318,62047.551330179,0.0415408787365795,-0.00157216283353052,0.0294784035130812,116249.120737931,0.627252622921594,1.06169581808542,0.211340724458879,7,7.49288209853694e-05,-0.0103859016164646,0.0246654170001355,58562.1823110368,0.4369991703471,1.60179610889677,0,0,7.11290116026066e-05,0.00359367652931042,0.0378536150126363,112610.582888652,0.725963107162166,0.899472119211841,0.230194757055791,8,3.92162403091788e-05,1.83593913328524,0.714046660176049,4,1.23580531571628,0.285073111465851,3,0.627252622921594,3.1649598556254,0,0,2.24338817456552,0.0983895580288429,1,0.4369991703471,2.12491124802297,0.841084999361368,10,1.04806331039094,0.24294665943515,9,0.725963107162166
"6",6,"Harv2",3,0.0507253143374412,194982.386892661,3329.77515884149,0.0170773125301545,77992.9547570646,0.0426932813253863,0.0500553456296651,116050.914791413,1955.66206771889,0.0168517591716873,46420.3659165651,0.0421293979292182,0.050751896741202,134396.945661865,2296.34140264895,0.0170862618293901,53758.7782647461,0.0427156545734753,0.00944832912224631,0.0283842466654727,118009.322314839,0.605230678501253,0.91108782498419,0,0,3.55013412819244e-05,-0.00958200441109032,0.0295889175289737,63568.8411952966,0.54776682553131,1.17670149954341,0.148234979200039,6,3.89903020439669e-05,0.00801344166613605,0.038009566686432,93415.0297851204,0.695068100878923,0.61188421583707,0.0418261175264328,7,1.61303833522834e-05,1.91175874710218,0,0,0.986714104727267,0.0277039545788111,3,0.605230678501253,1.94491746219437,0.189915052554976,2,1.31248480529273,0.214273979501939,6,0.54776682553131,1.34235717581697,0,0,0.738013134223983,0.0448831559775857,7,0.695068100878923
"7",7,"Harv2",3,0.0509931197506981,175560.723640956,3013.9339087824,0.0171674725774444,70224.2894563824,0.0429186814436109,0.0497476249212023,122582.522430457,2053.03183864113,0.0167481611402298,49033.0089721829,0.0418704028505745,0.0497497862546298,127649.166015908,2137.98168448626,0.0167488887802042,51059.6664063632,0.0418722219505104,0.000581706634487065,0.0345463529111651,85723.8764076635,0.48828618742185,1.13730927335281,0,0,9.05596685688943e-05,0.0148844812388986,0.033860227542137,108579.347670207,0.885765323778564,0.572184202284562,0.321402462703251,10,8.32577717979439e-05,0.0119228471557269,0.028664145036822,80925.0972147948,0.633964950501201,0.577374268418811,0,0,7.74169366806746e-05,2.05959126683316,0.449776097998118,4,1.30558494278731,0,0,0.48828618742185,1.56843593786522,0.184290425697989,8,0.760131455468808,0.523115012742697,9,0.885765323778564,1.12295144421479,0.185276057743007,44,0.618383486187378,0.0441666704477206,26,0.633964950501201
"8",8,"Harv2",3,0.0511900851311545,153614.449664019,2647.3581588025,0.0172337834402475,61445.7798656076,0.0430844586006187,0.0499111067227022,156863.869540393,2635.81486861547,0.0168031993367136,62745.5478161573,0.0420079983417841,0.048518527288684,190749.883721583,3115.77918289451,0.0163343700247927,76299.953488633,0.0408359250619818,0.00456203074938237,0.0287642282788973,81666.1940707968,0.531630938687178,1.02512828117094,0,0,6.13514273194596e-05,0.0129845163689448,0.0326318811253229,76864.8269566724,0.490009759302025,1.31896852414804,0,0,5.16143199172802e-05,-0.0239460062624813,0.0450755366014155,67388.1810986165,0.35328032596327,1.83061333028766,0,0,5.59363477048464e-05,1.41457629106151,0.00586703500100174,3,1.15008262628215,0.0487520887846451,5,0.531630938687178,1.61382286424411,0.0414815637231607,3,1.58728177875421,0,0,0.490009759302025,2.77034992656425,0.0445544120847631,2,1.86768205091463,0,0,0.35328032596327
"9",9,"Harv2",3,0.0498640627015484,162094.124779105,2721.13264986088,0.0167873613776509,64837.6499116421,0.0419684034441273,0.0494240146346855,197804.251406342,3291.30720660834,0.0166392136832647,79121.7005625367,0.0415980342081618,0.0487987425279941,116031.251382083,1906.24354730715,0.0164287079954867,46412.5005528331,0.0410717699887169,-0.00862650961096934,0.0290665092360811,70634.1497472198,0.435760085959173,1.61350869309664,0.00624951348101895,5,5.49485081667081e-05,0.00124411911921953,0.0352573424659315,130914.735243969,0.661839845772759,0.636094031056947,0.00246180408735069,8,2.11808533431031e-05,-0.0100755884886087,0.0325777450015478,53303.4993923907,0.459389162466809,1.44681990707098,0.124042547816451,5,2.85155230411328e-05,2.69627848416733,0.0842981783311727,5,1.68548501769538,0.0314315262168847,5,0.435760085959173,1.4718727330894,0.230364127989543,6,0.892495076992615,0.06871002840865,8,0.661839845772759,2.13968033136188,0.132655963655346,6,1.56097896665761,0.171156519799524,5,0.459389162466809
"10",10,"Harv2",3,0.0496395828136136,172270.980197936,2878.9559981902,0.0167117874112188,68908.3920791745,0.041779468528047,0.0483139529720095,146134.67422314,2376.95318091279,0.0162654975182913,58453.869689256,0.0406637437957282,0.0508074272654318,137852.85607446,2357.96715839087,0.0171049568760275,55141.1424297839,0.0427623921900689,-0.0100647855389959,0.0399769255614121,67044.6868747205,0.389181548730305,1.58240343085652,0.00502376666719389,3,9.50043608364649e-05,0.016119099567832,0.0362209556942079,117964.544263254,0.807231718894646,0.473157716584644,0.163854328745549,10,6.63138131471351e-05,-0.0091670897993015,0.0348103455242603,79371.1081720791,0.575766875146987,0.869055961794374,0.0207815282096862,11,3.02960716420785e-05,2.89577255744012,0.186533887079142,4,1.73128577939061,0.00549415418543933,3,0.389181548730305,1.09690992403001,0.0381551286868988,39,0.60239527846477,0.244937650369336,9,0.807231718894646,1.62383886576472,0.17504196450024,20,1.16452607200317,0.160031005084992,19,0.575766875146987
