,model_name,variable,year,pred,pred_lci,pred_uci
1,22.2,tot_biomass_pred,1994,22930.2046,17722.17105,29668.72861
2,22.2,tot_biomass_pred,1995,23535.34893,18536.67532,29881.98474
3,22.2,tot_biomass_pred,1996,23440.44119,18592.24574,29552.87331
4,22.2,tot_biomass_pred,1997,23368.39879,18846.64847,28975.02242
5,22.2,tot_biomass_pred,1998,23237.55722,18957.20347,28484.37356
6,22.2,tot_biomass_pred,1999,21545.42667,17780.22476,26107.96077
7,22.2,tot_biomass_pred,2000,20646.69082,16846.26854,25304.46673
8,22.2,tot_biomass_pred,2001,19521.25443,15741.51141,24208.56324
9,22.2,tot_biomass_pred,2002,18967.64896,15266.80816,23565.61393
10,22.2,tot_biomass_pred,2003,19144.81107,15517.9106,23619.40342
11,22.2,tot_biomass_pred,2004,18295.82314,14848.91893,22542.86294
12,22.2,tot_biomass_pred,2005,18155.52462,14835.52647,22218.49525
13,22.2,tot_biomass_pred,2006,16854.26436,13706.70142,20724.62355
14,22.2,tot_biomass_pred,2007,15813.78601,12794.97343,19544.84934
15,22.2,tot_biomass_pred,2008,15145.91197,12197.96498,18806.30497
16,22.2,tot_biomass_pred,2009,15690.37592,12747.20941,19313.08168
17,22.2,tot_biomass_pred,2010,16046.96559,13031.41448,19760.33415
18,22.2,tot_biomass_pred,2011,15905.46804,12925.22192,19572.88742
19,22.2,tot_biomass_pred,2012,15996.91915,13088.3247,19551.88523
20,22.2,tot_biomass_pred,2013,15868.51436,12974.33822,19408.29225
21,22.2,tot_biomass_pred,2014,16514.98352,13527.46306,20162.29352
22,22.2,tot_biomass_pred,2015,16570.17428,13625.73375,20150.89101
23,22.2,tot_biomass_pred,2016,16807.81703,13846.34611,20402.69044
24,22.2,tot_biomass_pred,2017,17735.89706,14653.86695,21466.14582
25,22.2,tot_biomass_pred,2018,18352.97885,15213.45359,22140.39243
26,22.2,tot_biomass_pred,2019,19252.10644,15850.80784,23383.26262
27,22.2,tot_biomass_pred,2020,21074.02338,17291.38882,25684.1406
28,22.2,tot_biomass_pred,2021,22747.61105,18532.18865,27921.89407
29,22.2,tot_biomass_pred,2022,24673.92844,19833.18262,30696.16996
30,22.2,tot_biomass_pred,2023,26279.78844,20611.53709,33506.83055
31,22.2,tot_biomass_pred,2024,26279.78844,19770.73986,34931.78734
