"","Seconds","DIVE_NO","ROV_X","ROV_Y","Family"
"36567",34190,15,558057.54,6148661.48,"Good"
"36568",34191,15,558059.07,6148651.48,"Good"
"36569",34192,15,558059.07,6148651.48,"Good"
"36570",34193,15,558059.07,6148651.48,"Good"
"36571",34194,15,558059.07,6148651.48,"Good"
"36572",34195,15,558059.07,6148651.48,"Good"
"36573",34196,15,558059.07,6148651.48,"Good"
"36574",34197,15,558058.43,6148649.08,"Good"
"36575",34198,15,558058.43,6148649.08,"Good"
"36576",34199,15,558058.43,6148649.08,"Good"
"36577",34200,15,558057.92,6148646.49,"Good"
"36578",34201,15,558057.92,6148646.49,"Good"
"36579",34202,15,558057.92,6148646.49,"Good"
"36580",34203,15,558057.92,6148646.49,"Good"
"36581",34204,15,558057.92,6148646.49,"Good"
"36582",34205,15,558057.74,6148644.02,"Good"
"36583",34206,15,558057.74,6148644.02,"Good"
"36584",34207,15,558057.74,6148644.02,"Good"
"36585",34208,15,558057.74,6148644.02,"Good"
"36586",34209,15,558057.74,6148644.02,"Good"
"36587",34210,15,558057.74,6148644.02,"Good"
"36588",34211,15,558057.74,6148644.02,"Good"
"36589",34212,15,558057.74,6148644.02,"Good"
"36590",34213,15,558057.74,6148644.02,"Good"
"36591",34214,15,558057.74,6148644.02,"Good"
"36592",34215,15,558057.74,6148644.02,"Good"
"36593",34216,15,558057.74,6148644.02,"Good"
"36594",34217,15,558057.74,6148644.02,"Good"
"36595",34218,15,558057.74,6148644.02,"Good"
"36596",34219,15,558057.74,6148644.02,"Good"
"36597",34220,15,558057.74,6148644.02,"Good"
"36598",34221,15,558057.74,6148644.02,"Good"
"36599",34222,15,558057.74,6148644.02,"Good"
"36600",34223,15,558057.74,6148644.02,"Good"
"36601",34224,15,558057.74,6148644.02,"Good"
"36602",34225,15,558057.74,6148644.02,"Good"
"36603",34226,15,558057.74,6148644.02,"Good"
"36604",34227,15,558057.74,6148644.02,"Good"
"36605",34228,15,558057.74,6148644.02,"Good"
"36606",34229,15,558057.74,6148644.02,"Good"
"36607",34230,15,558057.74,6148644.02,"Good"
"36608",34231,15,558057.74,6148644.02,"Good"
"36609",34232,15,558057.98,6148634.61,"Good"
"36610",34233,15,558057.98,6148634.61,"Good"
"36611",34234,15,558057.98,6148634.61,"Good"
"36612",34235,15,558058.14,6148633.83,"Good"
"36613",34236,15,558058.14,6148633.83,"Good"
"36614",34237,15,558058.14,6148633.83,"Good"
"36615",34238,15,558057.72,6148632.31,"Good"
"36616",34239,15,558057.72,6148632.31,"Good"
"36617",34240,15,558057.72,6148632.31,"Good"
"36618",34241,15,558057.72,6148632.31,"Good"
"36619",34242,15,558057.72,6148632.31,"Good"
"36620",34243,15,558057.72,6148632.31,"Good"
"36621",34244,15,558057.72,6148632.31,"Good"
"36622",34245,15,558057.29,6148628.43,"Good"
"36623",34246,15,558057.29,6148628.43,"Good"
"36624",34247,15,558057.29,6148628.43,"Good"
"36625",34248,15,558057.29,6148628.43,"Good"
"36626",34249,15,558057.29,6148628.43,"Good"
"36627",34250,15,558057.29,6148628.43,"Good"
"36628",34251,15,558057.29,6148628.43,"Good"
"36629",34252,15,558057.29,6148628.43,"Good"
"36630",34253,15,558057.29,6148628.43,"Good"
"36631",34254,15,558057.29,6148628.43,"Good"
"36632",34255,15,558057.29,6148628.43,"Good"
"36633",34256,15,558057.29,6148628.43,"Good"
"36634",34257,15,558057.29,6148628.43,"Good"
"36635",34258,15,558057.29,6148628.43,"Good"
"36636",34259,15,558057.47,6148624.58,"Good"
"36637",34260,15,558057.47,6148624.58,"Good"
"36638",34261,15,558057.47,6148624.58,"Good"
"36639",34262,15,558057.42,6148622.91,"Good"
"36640",34263,15,558057.42,6148622.91,"Good"
"36641",34264,15,558057.42,6148622.91,"Good"
"36642",34265,15,558056.76,6148622.32,"Good"
"36643",34266,15,558056.76,6148622.32,"Good"
"36644",34267,15,558056.76,6148622.32,"Good"
"36645",34268,15,558056.76,6148622.32,"Good"
"36646",34269,15,558056.76,6148622.32,"Good"
"36647",34270,15,558056.76,6148622.32,"Good"
"36648",34271,15,558056.76,6148622.32,"Good"
"36649",34272,15,558056.76,6148622.32,"Good"
"36650",34273,15,558056.76,6148622.32,"Good"
"36651",34274,15,558056.76,6148622.32,"Good"
"36652",34275,15,558056.76,6148622.32,"Good"
"36653",34276,15,558056.76,6148622.32,"Good"
"36654",34277,15,558056.76,6148622.32,"Good"
"36655",34278,15,558056.76,6148622.32,"Good"
"36656",34279,15,558056.76,6148622.32,"Good"
"36657",34280,15,558056.76,6148622.32,"Good"
"36658",34281,15,558057.74,6148615.22,"Good"
"36659",34282,15,558057.74,6148615.22,"Good"
"36660",34283,15,558057.74,6148615.22,"Good"
"36661",34284,15,558057.55,6148614.53,"Good"
"36662",34285,15,558057.55,6148614.53,"Good"
"36663",34286,15,558057.55,6148614.53,"Good"
"36664",34287,15,558057.81,6148613.61,"Good"
"36665",34288,15,558057.81,6148613.61,"Good"
"36666",34289,15,558057.81,6148613.61,"Good"
"36667",34290,15,558057.77,6148611.98,"Good"
"36668",34291,15,558057.77,6148611.98,"Good"
"36669",34292,15,558057.77,6148611.98,"Good"
"36670",34293,15,558060.21,6148614.14,"Good"
"36671",34294,15,558060.21,6148614.14,"Good"
"36672",34295,15,558060.21,6148614.14,"Good"
"36673",34296,15,558060.21,6148614.14,"Good"
"36674",34297,15,558060.21,6148614.14,"Good"
"36675",34298,15,558060.21,6148614.14,"Good"
"36676",34299,15,558060.21,6148614.14,"Good"
"36677",34300,15,558060.21,6148614.14,"Good"
"36678",34301,15,558060.21,6148614.14,"Good"
"36679",34302,15,558060.21,6148614.14,"Good"
"36680",34303,15,558057.48,6148607.43,"Good"
"36681",34304,15,558057.48,6148607.43,"Good"
"36682",34305,15,558057.48,6148607.43,"Good"
"36683",34306,15,558057.51,6148607.21,"Good"
"36684",34307,15,558057.51,6148607.21,"Good"
"36685",34308,15,558057.51,6148607.21,"Good"
"36686",34309,15,558057.89,6148606.58,"Good"
"36687",34310,15,558057.89,6148606.58,"Good"
"36688",34311,15,558057.89,6148606.58,"Good"
"36689",34312,15,558057.8,6148605.13,"Good"
"36690",34313,15,558057.8,6148605.13,"Good"
"36691",34314,15,558057.8,6148605.13,"Good"
"36692",34315,15,558057.8,6148605.13,"Good"
"36693",34316,15,558057.8,6148605.13,"Good"
"36694",34317,15,558057.8,6148605.13,"Good"
"36695",34318,15,558057.8,6148605.13,"Good"
"36696",34319,15,558057.8,6148605.13,"Good"
"36697",34320,15,558057.8,6148605.13,"Good"
"36698",34321,15,558057.8,6148605.13,"Good"
"36699",34322,15,558057.8,6148605.13,"Good"
"36700",34323,15,558057.8,6148605.13,"Good"
"36701",34324,15,558057.8,6148605.13,"Good"
"36702",34325,15,558057.76,6148600.54,"Good"
"36703",34326,15,558057.76,6148600.54,"Good"
"36704",34327,15,558057.76,6148600.54,"Good"
"36705",34328,15,558058.13,6148598.97,"Good"
"36706",34329,15,558058.13,6148598.97,"Good"
"36707",34330,15,558058.13,6148598.97,"Good"
"36708",34331,15,558058.13,6148598.97,"Good"
"36709",34332,15,558058.13,6148598.97,"Good"
"36710",34333,15,558058.13,6148598.97,"Good"
"36711",34334,15,558058.13,6148598.97,"Good"
"36712",34335,15,558058.13,6148598.97,"Good"
"36713",34336,15,558058.13,6148598.97,"Good"
"36714",34337,15,558058.13,6148598.97,"Good"
"36715",34338,15,558058.13,6148598.97,"Good"
"36716",34339,15,558058.13,6148598.97,"Good"
"36717",34340,15,558058.26,6148595.28,"Good"
"36718",34341,15,558058.26,6148595.28,"Good"
"36719",34342,15,558058.26,6148595.28,"Good"
"36720",34343,15,558058.26,6148595.28,"Good"
"36721",34344,15,558058.48,6148593.71,"Good"
"36722",34345,15,558058.48,6148593.71,"Good"
"36723",34346,15,558058.48,6148593.71,"Good"
"36724",34347,15,558058.48,6148593.71,"Good"
"36725",34348,15,558058.48,6148593.71,"Good"
"36726",34349,15,558058.48,6148593.71,"Good"
"36727",34350,15,558058.48,6148593.71,"Good"
"36728",34351,15,558058.48,6148593.71,"Good"
"36729",34352,15,558058.48,6148593.71,"Good"
"36730",34353,15,558061.59,6148588.23,"Good"
"36731",34354,15,558061.59,6148588.23,"Good"
"36732",34355,15,558061.59,6148588.23,"Good"
"36733",34356,15,558060.07,6148586.84,"Good"
"36734",34357,15,558060.07,6148586.84,"Good"
"36735",34358,15,558060.07,6148586.84,"Good"
"36736",34359,15,558062,6148585.98,"Good"
"36737",34360,15,558062,6148585.98,"Good"
"36738",34361,15,558062,6148585.98,"Good"
"36739",34362,15,558061.49,6148584.18,"Good"
"36740",34363,15,558061.49,6148584.18,"Good"
"36741",34364,15,558061.49,6148584.18,"Good"
"36742",34365,15,558062.49,6148583.1,"Good"
"36743",34366,15,558062.49,6148583.1,"Good"
"36744",34367,15,558062.49,6148583.1,"Good"
"36745",34368,15,558061.3,6148580.79,"Good"
"36746",34369,15,558061.3,6148580.79,"Good"
"36747",34370,15,558061.3,6148580.79,"Good"
"36748",34371,15,558061.3,6148580.79,"Good"
"36749",34372,15,558061.3,6148580.79,"Good"
"36750",34373,15,558061.3,6148580.79,"Good"
"36751",34374,15,558061.3,6148580.79,"Good"
"36752",34375,15,558061.3,6148580.79,"Good"
"36753",34376,15,558061.3,6148580.79,"Good"
"36754",34377,15,558061.3,6148580.79,"Good"
"36755",34378,15,558061.3,6148580.79,"Good"
"36756",34379,15,558061.3,6148580.79,"Good"
"36757",34380,15,558063.21,6148574.67,"Good"
"36758",34381,15,558063.21,6148574.67,"Good"
"36759",34382,15,558063.21,6148574.67,"Good"
"36760",34383,15,558063.21,6148574.67,"Good"
"36761",34384,15,558063.21,6148574.67,"Good"
"36762",34385,15,558064.42,6148574.35,"Good"
"36763",34386,15,558064.42,6148574.35,"Good"
"36764",34387,15,558064.42,6148574.35,"Good"
"36765",34388,15,558064.42,6148574.35,"Good"
"36766",34389,15,558064.42,6148574.35,"Good"
"36767",34390,15,558064.42,6148574.35,"Good"
"36768",34391,15,558064.42,6148574.35,"Good"
"36769",34392,15,558064.42,6148574.35,"Good"
"36770",34393,15,558064.42,6148574.35,"Good"
"36771",34394,15,558064.42,6148574.35,"Good"
"36772",34395,15,558065.07,6148571.28,"Good"
"36773",34396,15,558065.07,6148571.28,"Good"
"36774",34397,15,558065.07,6148571.28,"Good"
"36775",34398,15,558065.07,6148571.28,"Good"
"36776",34399,15,558065.07,6148571.28,"Good"
"36777",34400,15,558065.07,6148571.28,"Good"
"36778",34401,15,558065.07,6148571.28,"Good"
"36779",34402,15,558065.07,6148571.28,"Good"
"36780",34403,15,558065.07,6148571.28,"Good"
"36781",34404,15,558065.07,6148571.28,"Good"
"36782",34405,15,558065.07,6148571.28,"Good"
"36783",34406,15,558065.07,6148571.28,"Good"
"36784",34407,15,558065.07,6148571.28,"Good"
"36785",34408,15,558065.07,6148571.28,"Good"
"36786",34409,15,558065.07,6148571.28,"Good"
"36787",34410,15,558065.07,6148571.28,"Good"
"36788",34411,15,558065.07,6148571.28,"Good"
"36789",34412,15,558065.07,6148571.28,"Good"
"36790",34413,15,558065.07,6148571.28,"Good"
"36791",34414,15,558066.29,6148560.05,"Good"
"36792",34415,15,558066.29,6148560.05,"Good"
"36793",34416,15,558066.29,6148560.05,"Good"
"36794",34417,15,558065.9,6148558.43,"Good"
"36795",34418,15,558065.9,6148558.43,"Good"
"36796",34419,15,558065.9,6148558.43,"Good"
"36797",34420,15,558065.9,6148558.43,"Good"
"36798",34421,15,558065.9,6148558.43,"Good"
"36799",34422,15,558065.9,6148558.43,"Good"
"36800",34423,15,558065.9,6148558.43,"Good"
"36801",34424,15,558065.9,6148558.43,"Good"
"36802",34425,15,558065.9,6148558.43,"Good"
"36803",34426,15,558065.9,6148558.43,"Good"
"36804",34427,15,558065.9,6148558.43,"Good"
"36805",34428,15,558065.9,6148558.43,"Good"
"36806",34429,15,558066.27,6148553.69,"Good"
"36807",34430,15,558066.27,6148553.69,"Good"
"36808",34431,15,558066.27,6148553.69,"Good"
"36809",34432,15,558067.1,6148553.19,"Good"
"36810",34433,15,558067.1,6148553.19,"Good"
"36811",34434,15,558067.1,6148553.19,"Good"
"36812",34435,15,558065.99,6148551.07,"Good"
"36813",34436,15,558065.99,6148551.07,"Good"
"36814",34437,15,558065.99,6148551.07,"Good"
"36815",34438,15,558065.99,6148551.07,"Good"
"36816",34439,15,558065.99,6148551.07,"Good"
"36817",34440,15,558067.15,6148549.56,"Good"
"36818",34441,15,558067.15,6148549.56,"Good"
"36819",34442,15,558067.15,6148549.56,"Good"
"36820",34443,15,558066.74,6148549.4,"Good"
"36821",34444,15,558066.74,6148549.4,"Good"
"36822",34445,15,558066.74,6148549.4,"Good"
"36823",34446,15,558066.74,6148549.4,"Good"
"36824",34447,15,558065.4,6148546.74,"Good"
"36825",34448,15,558065.4,6148546.74,"Good"
"36826",34449,15,558065.4,6148546.74,"Good"
"36827",34450,15,558065.4,6148546.74,"Good"
"36828",34451,15,558067.03,6148547.01,"Good"
"36829",34452,15,558067.03,6148547.01,"Good"
"36830",34453,15,558067.03,6148547.01,"Good"
"36831",34454,15,558065.75,6148545.19,"Good"
"36832",34455,15,558065.75,6148545.19,"Good"
"36833",34456,15,558065.75,6148545.19,"Good"
"36834",34457,15,558065.75,6148545.19,"Good"
"36835",34458,15,558065.75,6148545.19,"Good"
"36836",34459,15,558065.75,6148545.19,"Good"
"36837",34460,15,558065.75,6148545.19,"Good"
"36838",34461,15,558065.75,6148545.19,"Good"
"36839",34462,15,558065.75,6148545.19,"Good"
"36840",34463,15,558065.75,6148545.19,"Good"
"36841",34464,15,558065.75,6148545.19,"Good"
"36842",34465,15,558065.75,6148545.19,"Good"
"36843",34466,15,558065.96,6148540.21,"Good"
"36844",34467,15,558065.96,6148540.21,"Good"
"36845",34468,15,558065.96,6148540.21,"Good"
"36846",34469,15,558066.33,6148538.55,"Good"
"36847",34470,15,558066.33,6148538.55,"Good"
"36848",34471,15,558066.33,6148538.55,"Good"
"36849",34472,15,558066.33,6148538.55,"Good"
"36850",34473,15,558066.33,6148538.55,"Good"
"36851",34474,15,558066.33,6148538.55,"Good"
"36852",34475,15,558066.33,6148538.55,"Good"
"36853",34476,15,558066.33,6148538.55,"Good"
"36854",34477,15,558065.66,6148536.35,"Good"
"36855",34478,15,558065.66,6148536.35,"Good"
"36856",34479,15,558065.66,6148536.35,"Good"
"36857",34480,15,558065.66,6148536.35,"Good"
"36858",34481,15,558065.66,6148536.35,"Good"
"36859",34482,15,558065.66,6148536.35,"Good"
"36860",34483,15,558065.66,6148536.35,"Good"
"36861",34484,15,558065.66,6148536.35,"Good"
"36862",34485,15,558065.66,6148536.35,"Good"
"36863",34486,15,558065.66,6148536.35,"Good"
"36864",34487,15,558065.66,6148536.35,"Good"
"36865",34488,15,558065.66,6148536.35,"Good"
"36866",34489,15,558065.73,6148532.37,"Good"
"36867",34490,15,558065.73,6148532.37,"Good"
"36868",34491,15,558065.73,6148532.37,"Good"
"36869",34492,15,558065.64,6148530.36,"Good"
"36870",34493,15,558065.64,6148530.36,"Good"
"36871",34494,15,558065.64,6148530.36,"Good"
"36872",34495,15,558066.63,6148529.09,"Good"
"36873",34496,15,558066.63,6148529.09,"Good"
"36874",34497,15,558066.63,6148529.09,"Good"
"36875",34498,15,558066.63,6148529.09,"Good"
"36876",34499,15,558066.63,6148529.09,"Good"
"36877",34500,15,558066.93,6148528.17,"Good"
"36878",34501,15,558066.93,6148528.17,"Good"
"36879",34502,15,558066.93,6148528.17,"Good"
"36880",34503,15,558066.93,6148528.17,"Good"
"36881",34504,15,558066.93,6148528.17,"Good"
"36882",34505,15,558066.93,6148528.17,"Good"
"36883",34506,15,558066.93,6148528.17,"Good"
"36884",34507,15,558066.93,6148528.17,"Good"
"36885",34508,15,558066.93,6148528.17,"Good"
"36886",34509,15,558066.93,6148528.17,"Good"
"36887",34510,15,558066.93,6148528.17,"Good"
"36888",34511,15,558066.93,6148528.17,"Good"
"36889",34512,15,558066.93,6148528.17,"Good"
"36890",34513,15,558066.93,6148528.17,"Good"
"36891",34514,15,558066.93,6148528.17,"Good"
"36892",34515,15,558066.93,6148528.17,"Good"
"36893",34516,15,558066.93,6148528.17,"Good"
"36894",34517,15,558066.93,6148528.17,"Good"
"36895",34518,15,558066.93,6148528.17,"Good"
"36896",34519,15,558066.93,6148528.17,"Good"
"36897",34520,15,558066.93,6148528.17,"Good"
"36898",34521,15,558066.93,6148528.17,"Good"
"36899",34522,15,558066.93,6148528.17,"Good"
"36900",34523,15,558066.93,6148528.17,"Good"
"36901",34524,15,558069.21,6148526.99,"Good"
"36902",34525,15,558069.21,6148526.99,"Good"
"36903",34526,15,558069.21,6148526.99,"Good"
"36904",34527,15,558069.21,6148526.99,"Good"
"36905",34528,15,558069.21,6148526.99,"Good"
"36906",34529,15,558069.21,6148526.99,"Good"
"36907",34530,15,558069.21,6148526.99,"Good"
"36908",34531,15,558066.02,6148513.63,"Good"
"36909",34532,15,558066.02,6148513.63,"Good"
"36910",34533,15,558066.02,6148513.63,"Good"
"36911",34534,15,558066.02,6148513.63,"Good"
"36912",34535,15,558066.02,6148513.63,"Good"
"36913",34536,15,558066.02,6148513.63,"Good"
"36914",34537,15,558066.02,6148513.63,"Good"
"36915",34538,15,558066.02,6148513.63,"Good"
"36916",34539,15,558066.02,6148513.63,"Good"
"36917",34540,15,558066.02,6148513.63,"Good"
"36918",34541,15,558066.02,6148513.63,"Good"
"36919",34542,15,558066.02,6148513.63,"Good"
"36920",34543,15,558066.02,6148513.63,"Good"
"36921",34544,15,558066.02,6148513.63,"Good"
"36922",34545,15,558066.23,6148507.47,"Good"
"36923",34546,15,558066.23,6148507.47,"Good"
"36924",34547,15,558066.23,6148507.47,"Good"
"36925",34548,15,558065.92,6148506.36,"Good"
"36926",34549,15,558065.92,6148506.36,"Good"
"36927",34550,15,558065.92,6148506.36,"Good"
"36928",34551,15,558065.96,6148505.78,"Good"
"36929",34552,15,558065.96,6148505.78,"Good"
"36930",34553,15,558065.96,6148505.78,"Good"
"36931",34554,15,558065.96,6148505.78,"Good"
"36932",34555,15,558065.96,6148505.78,"Good"
"36933",34556,15,558065.96,6148505.78,"Good"
"36934",34557,15,558065.96,6148505.78,"Good"
"36935",34558,15,558065.96,6148505.78,"Good"
"36936",34559,15,558065.96,6148505.78,"Good"
"36937",34560,15,558065.96,6148505.78,"Good"
"36938",34561,15,558065.96,6148505.78,"Good"
"36939",34562,15,558065.96,6148505.78,"Good"
"36940",34563,15,558065.96,6148505.78,"Good"
"36941",34564,15,558066.46,6148501.57,"Good"
"36942",34565,15,558066.46,6148501.57,"Good"
"36943",34566,15,558066.46,6148501.57,"Good"
"36944",34567,15,558065.87,6148499.03,"Good"
"36945",34568,15,558065.87,6148499.03,"Good"
"36946",34569,15,558065.87,6148499.03,"Good"
"36947",34570,15,558066.87,6148499.36,"Good"
"36948",34571,15,558066.87,6148499.36,"Good"
"36949",34572,15,558066.87,6148499.36,"Good"
"36950",34573,15,558066.87,6148499.36,"Good"
"36951",34574,15,558066.87,6148499.36,"Good"
"36952",34575,15,558066.87,6148499.36,"Good"
"36953",34576,15,558066.87,6148499.36,"Good"
"36954",34577,15,558066.87,6148499.36,"Good"
"36955",34578,15,558066.87,6148499.36,"Good"
"36956",34579,15,558066.87,6148499.36,"Good"
"36957",34580,15,558066.87,6148499.36,"Good"
"36958",34581,15,558066.87,6148499.36,"Good"
"36959",34582,15,558066.87,6148499.36,"Good"
"36960",34583,15,558066.87,6148499.36,"Good"
"36961",34584,15,558066.87,6148499.36,"Good"
"36962",34585,15,558066.87,6148499.36,"Good"
"36963",34586,15,558065.94,6148490.16,"Good"
"36964",34587,15,558065.94,6148490.16,"Good"
"36965",34588,15,558065.94,6148490.16,"Good"
"36966",34589,15,558066.22,6148489.86,"Good"
"36967",34590,15,558066.22,6148489.86,"Good"
"36968",34591,15,558066.22,6148489.86,"Good"
"36969",34592,15,558065.59,6148488.14,"Good"
"36970",34593,15,558065.59,6148488.14,"Good"
"36971",34594,15,558065.59,6148488.14,"Good"
"36972",34595,15,558065.59,6148488.14,"Good"
"36973",34596,15,558065.59,6148488.14,"Good"
"36974",34597,15,558054.64,6148488.8,"Good"
"36975",34598,15,558054.64,6148488.8,"Good"
"36976",34599,15,558054.64,6148488.8,"Good"
"36977",34600,15,558054.64,6148488.8,"Good"
"36978",34601,15,558054.64,6148488.8,"Good"
"36979",34602,15,558006.15,6148496.23,"Good"
"36980",34603,15,558006.15,6148496.23,"Good"
"36981",34604,15,558006.15,6148496.23,"Good"
"36982",34605,15,558065.43,6148481.96,"Good"
"36983",34606,15,558065.43,6148481.96,"Good"
"36984",34607,15,558065.43,6148481.96,"Good"
"36985",34608,15,558066.33,6148481.29,"Good"
"36986",34609,15,558066.33,6148481.29,"Good"
"36987",34610,15,558066.33,6148481.29,"Good"
"36988",34611,15,558066.33,6148481.29,"Good"
"36989",34612,15,558066.33,6148481.29,"Good"
"36990",34613,15,558066.33,6148481.29,"Good"
"36991",34614,15,558066.33,6148481.29,"Good"
"36992",34615,15,558066.33,6148481.29,"Good"
"36993",34616,15,558066.33,6148481.29,"Good"
"36994",34617,15,558066.33,6148481.29,"Good"
"36995",34618,15,558066.33,6148481.29,"Good"
"36996",34619,15,558066.33,6148481.29,"Good"
"36997",34620,15,558066.33,6148481.29,"Good"
"36998",34621,15,558065.71,6148476.72,"Good"
"36999",34622,15,558065.71,6148476.72,"Good"
"37000",34623,15,558065.71,6148476.72,"Good"
"37001",34624,15,558065.71,6148476.72,"Good"
"37002",34625,15,558065.71,6148476.72,"Good"
"37003",34626,15,558065.71,6148476.72,"Good"
"37004",34627,15,558065.71,6148476.72,"Good"
"37005",34628,15,558065.71,6148476.72,"Good"
"37006",34629,15,558065.71,6148476.72,"Good"
"37007",34630,15,558065.71,6148476.72,"Good"
"37008",34631,15,558065.71,6148476.72,"Good"
"37009",34632,15,558065.71,6148476.72,"Good"
"37010",34633,15,558065.71,6148476.72,"Good"
"37011",34634,15,558065.71,6148476.72,"Good"
"37012",34635,15,558064.81,6148468.33,"Good"
"37013",34636,15,558064.81,6148468.33,"Good"
"37014",34637,15,558064.81,6148468.33,"Good"
"37015",34638,15,558065.79,6148467.9,"Good"
"37016",34639,15,558065.79,6148467.9,"Good"
"37017",34640,15,558065.79,6148467.9,"Good"
"37018",34641,15,558065.79,6148467.9,"Good"
"37019",34642,15,558065.79,6148467.9,"Good"
"37020",34643,15,558065.79,6148467.9,"Good"
"37021",34644,15,558065.79,6148467.9,"Good"
"37022",34645,15,558065.79,6148467.9,"Good"
"37023",34646,15,558066.28,6148464.01,"Good"
"37024",34647,15,558066.28,6148464.01,"Good"
"37025",34648,15,558066.28,6148464.01,"Good"
"37026",34649,15,558066.28,6148464.01,"Good"
"37027",34650,15,558066.28,6148464.01,"Good"
"37028",34651,15,558066.28,6148464.01,"Good"
"37029",34652,15,558066.28,6148464.01,"Good"
"37030",34653,15,558066.28,6148464.01,"Good"
"37031",34654,15,558065.35,6148459.09,"Good"
"37032",34655,15,558065.35,6148459.09,"Good"
"37033",34656,15,558065.35,6148459.09,"Good"
"37034",34657,15,558065.82,6148458.99,"Good"
"37035",34658,15,558065.82,6148458.99,"Good"
"37036",34659,15,558065.82,6148458.99,"Good"
"37037",34660,15,558065.82,6148458.99,"Good"
"37038",34661,15,558065.82,6148458.99,"Good"
"37039",34662,15,558065.82,6148458.99,"Good"
"37040",34663,15,558065.82,6148458.99,"Good"
"37041",34664,15,558065.82,6148458.99,"Good"
"37042",34665,15,558066.09,6148454.06,"Good"
"37043",34666,15,558066.09,6148454.06,"Good"
"37044",34667,15,558066.09,6148454.06,"Good"
"37045",34668,15,558066.09,6148454.06,"Good"
"37046",34669,15,558066.09,6148454.06,"Good"
"37047",34670,15,558072.56,6148448.91,"Good"
"37048",34671,15,558072.56,6148448.91,"Good"
"37049",34672,15,558072.56,6148448.91,"Good"
"37050",34673,15,558072.56,6148448.91,"Good"
"37051",34674,15,558072.56,6148448.91,"Good"
"37052",34675,15,558072.56,6148448.91,"Good"
"37053",34676,15,558065.18,6148449.24,"Good"
"37054",34677,15,558065.18,6148449.24,"Good"
"37055",34678,15,558065.18,6148449.24,"Good"
"37056",34679,15,558065.18,6148449.24,"Good"
"37057",34680,15,558065.18,6148449.24,"Good"
"37058",34681,15,558065.18,6148449.24,"Good"
"37059",34682,15,558065.18,6148449.24,"Good"
"37060",34683,15,558066.1,6148445.55,"Good"
"37061",34684,15,558066.1,6148445.55,"Good"
"37062",34685,15,558066.1,6148445.55,"Good"
"37063",34686,15,558066.18,6148442.92,"Good"
"37064",34687,15,558066.18,6148442.92,"Good"
"37065",34688,15,558066.18,6148442.92,"Good"
"37066",34689,15,558065.67,6148441.5,"Good"
"37067",34690,15,558065.67,6148441.5,"Good"
"37068",34691,15,558065.67,6148441.5,"Good"
"37069",34692,15,558065.67,6148441.5,"Good"
"37070",34693,15,558065.67,6148441.5,"Good"
"37071",34694,15,558065.67,6148441.5,"Good"
"37072",34695,15,558065.67,6148441.5,"Good"
"37073",34696,15,558065.67,6148441.5,"Good"
"37074",34697,15,558065.67,6148441.5,"Good"
"37075",34698,15,558065.67,6148441.5,"Good"
"37076",34699,15,558065.67,6148441.5,"Good"
"37077",34700,15,558065.67,6148441.5,"Good"
"37078",34701,15,558065.67,6148441.5,"Good"
"37079",34702,15,558065.67,6148441.5,"Good"
"37080",34703,15,558066.39,6148435.02,"Good"
"37081",34704,15,558066.39,6148435.02,"Good"
"37082",34705,15,558066.39,6148435.02,"Good"
"37083",34706,15,558065.09,6148432.45,"Good"
"37084",34707,15,558065.09,6148432.45,"Good"
"37085",34708,15,558065.09,6148432.45,"Good"
"37086",34709,15,558065.25,6148431.97,"Good"
"37087",34710,15,558065.25,6148431.97,"Good"
"37088",34711,15,558065.25,6148431.97,"Good"
"37089",34712,15,558065.25,6148431.97,"Good"
"37090",34713,15,558065.25,6148431.97,"Good"
"37091",34714,15,558065.25,6148431.97,"Good"
"37092",34715,15,558065.25,6148431.97,"Good"
"37093",34716,15,558065.25,6148431.97,"Good"
"37094",34717,15,558065.25,6148431.97,"Good"
"37095",34718,15,558065.25,6148431.97,"Good"
"37096",34719,15,558065.25,6148431.97,"Good"
"37097",34720,15,558065.25,6148431.97,"Good"
"37098",34721,15,558065.25,6148431.97,"Good"
"37099",34722,15,558065.25,6148431.97,"Good"
"37100",34723,15,558065.25,6148431.97,"Good"
"37101",34724,15,558065.25,6148431.97,"Good"
"37102",34725,15,558065.25,6148431.97,"Good"
"37103",34726,15,558065.25,6148431.97,"Good"
"37104",34727,15,558065.25,6148431.97,"Good"
"37105",34728,15,558065.25,6148431.97,"Good"
"37106",34729,15,558065.25,6148431.97,"Good"
"37107",34730,15,558065.25,6148431.97,"Good"
"37108",34731,15,558066.58,6148421.78,"Good"
"37109",34732,15,558066.58,6148421.78,"Good"
"37110",34733,15,558066.58,6148421.78,"Good"
"37111",34734,15,558066.4,6148421.1,"Good"
"37112",34735,15,558066.4,6148421.1,"Good"
"37113",34736,15,558066.4,6148421.1,"Good"
"37114",34737,15,558066.4,6148421.1,"Good"
"37115",34738,15,558066.4,6148421.1,"Good"
"37116",34739,15,558066.4,6148421.1,"Good"
"37117",34740,15,558066.4,6148421.1,"Good"
"37118",34741,15,558066.4,6148421.1,"Good"
"37119",34742,15,558066.4,6148421.1,"Good"
"37120",34743,15,558066.4,6148421.1,"Good"
"37121",34744,15,558066.4,6148421.1,"Good"
"37122",34745,15,558066.4,6148421.1,"Good"
"37123",34746,15,558066.4,6148421.1,"Good"
"37124",34747,15,558066.56,6148415.67,"Good"
