"","Full.Model.Code","Key_function","Formula","CvM_pvalue","P_a.hat","se.P_a.hat","Delta.AIC","Model","CoveredArea","Det.Prob","Dhat","Dhat.se","Dhat.cv","Dhat.lcl","Dhat.ucl","mean.l.all","var.l.all","Prop.gt","Prop.var","mean.l.gtco","var.l.gtco","mean.W","mean.W.var","mean.W.gtco","mean.W.gtco.var","CF.mean.W","CF.mean.W.var","Biomass.ROV.a","Biomass.ROV.gt","Biomass.CFW","var.Biomass.ROV.a","ROV.a.lowCI","var.Biomass.ROV.gt","ROV.gt.lowCI","var.Biomass.CFW","CF.lowCI","Biomass.ROV.all","Biomass.ROV.gt270","Biomass.CF","Biomass.ROV.all.loCI","Biomass.ROV.gt270.loCI","Biomass.CF.loCI","Unique.Mods"
"1","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.739590306107686,0.824167914821916,0.0364036829888872,0,"out.list.2[[1]]",0.202824297923125,0.824167914821916,2159.59104177296,277.26303592999,0.128386824434299,1668.14982641307,2795.81209904531,541.316266990291,13220.5245650259,0.995145631067961,2.34505050209247e-05,542.692180487805,12893.4329416192,3.57084845116014,0.0241309871714459,3.58670871539419,0.0241618876857929,3.55452898550725,0.00260232796195205,8103889.21006852,8139883.40751295,8066852.87446723,1210417514093.6,6294077.05031958,1220230775244.45,6322749.68002318,1087818862386.27,6351141.64087085,8103.88921006852,8139.88340751295,8066.85287446723,6294.07705031958,6322.74968002318,6351.14164087085,"Uniform with simple polynomial adjustment term of order 2 NA"
"2","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.79199310710149,0.830649790595332,0.0377331687796676,0,"out.list.2[[1]]",0.205977023255368,0.830649790595332,2051.49460423241,281.2636699609,0.137101832673909,1557.11271529538,2702.84229898947,540.354169902913,15982.0325482881,0.985436893203884,6.96651588182592e-05,544.54984729064,15004.5588448627,3.65423410037385,0.0321244462835688,3.7036715018547,0.0330033950796433,3.49257246376812,0.00304806625577873,7801165.30846416,7906705.71194667,7456045.3417195,1297563600273.23,5927335.12901103,1332927965466.8,6007512.09418352,1063186296922.05,5759870.61630691,7801.16530846416,7906.70571194667,7456.0453417195,5927.33512901103,6007.51209418352,5759.87061630691,"Uniform with simple polynomial adjustment term of order 2 NA"
"3","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.435041671012654,0.843418860745773,0.0366607659151488,0,"out.list.2[[1]]",0.202216690946705,0.843418860745773,2409.80285141406,285.029250561409,0.11827907432102,1899.88016902282,3056.58739817793,528.841621359223,13904.7655630754,1,0,528.841621359223,13904.7655630754,3.38090399426041,0.0262759835996723,3.38090399426041,0.0272100381736869,3.45,0.0028141979058937,8603561.56252655,8603561.56252655,8779393.7482717,1208090601679.02,6795489.83540717,1214223937745.1,6790905.96061628,1096792146426.06,7056620.70226924,8603.56156252655,8603.56156252655,8779.3937482717,6795.48983540717,6790.90596061628,7056.62070226924,"Uniform with simple polynomial adjustment term of order 2 NA"
"4","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.576385850493362,0.776349314374621,0.0362049344149199,0,"out.list.2[[1]]",0.197719121857254,0.776349314374621,2801.31927063053,345.882595084695,0.12347132249829,2186.06087423277,3589.73976823043,527.063786407767,14222.5437242761,0.985436893203884,6.96651588182592e-05,531.063054187192,13330.0096748634,3.3472905704825,0.0227696993270829,3.39219186068417,0.0273047294001954,3.5463768115942,0.00268217898343947,9757729.14221673,9888621.46204923,10338087.9655112,1654935209286.92,7641530.65206732,1733454789075.11,7722802.44938751,1660269574876.39,8218481.63971512,9757.72914221673,9888.62146204923,10338.0879655112,7641.53065206732,7722.80244938751,8218.48163971512,"Half-normal ~Stage"
"5","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.585396450039655,0.869824547356996,0.0529809596290043,0,"out.list.2[[1]]",0.199428234604165,0.869824547356996,1810.13657451897,248.018156427209,0.137016267125102,1376.27885416009,2380.76346846942,540.022757281553,12329.3952146237,0.980582524271845,9.24293075946691e-05,545.624227722772,10950.7405849927,3.51365509930838,0.0207621782346489,3.57706211076157,0.0214657014039383,3.53804347826087,0.00297797933545625,6585951.6747626,6704800.99305625,6631664.95072942,892862848114.639,5031567.81336625,925190387222.05,5122527.84420282,840604469681.698,5123455.18081331,6585.9516747626,6704.80099305625,6631.66495072942,5031.56781336625,5122.52784420282,5123.45518081331,"Half-normal ~Stage"
"6","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.816041163308415,0.875874201073814,0.0477864628766173,0,"out.list.2[[1]]",0.206538029562507,0.875874201073814,1741.28071448682,277.468334318469,0.159347273538399,1264.68777314316,2397.47595496086,519.810611650485,14827.2899266972,0.990291262135922,4.66722246270111e-05,522.385730392157,14286.9459441683,3.24567370762165,0.0266479541998537,3.2744391261187,0.0273205142104901,3.55923913043478,0.0023611057510684,5910177.34329368,5962557.44677495,6481161.18963617,979244353205.025,4282338.37678575,997352408106.437,4319736.53439703,1076661702644.23,4774271.18618022,5910.17734329368,5962.55744677495,6481.16118963617,4282.33837678575,4319.73653439703,4774.27118618022,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"7","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.38522551868436,0.811226331499931,0.0522346318057046,0,"out.list.2[[1]]",0.20800668621129,0.811226331499931,1706.76274114906,241.887254407529,0.141722835034869,1285.84213993611,2265.47175901344,538.706733009709,16597.9359563528,0.980582524271845,9.24293075946691e-05,544.282143564356,15319.3023544917,3.63533479597795,0.032678980634658,3.70115130637509,0.0300863554636977,3.45416666666667,0.00275507406997886,6424889.07803729,6541209.52788223,6104702.57510822,937288572555.689,4832304.28922697,959468128305.64,4929891.82429356,760962592363.865,4669716.93092866,6424.88907803729,6541.20952788223,6104.70257510822,4832.30428922697,4929.89182429356,4669.71693092866,"Uniform with cosine adjustment term of order 1 NA"
"8","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.548291643100238,0.729526968802668,0.0370080600636591,0,"out.list.2[[1]]",0.211662183485643,0.729526968802668,2415.59548136087,313.18531309938,0.129651390522945,1862.31375658836,3133.25373285144,527.586305825243,14264.8912214621,0.995145631067961,2.34505050209247e-05,528.895243902439,13980.1433513618,3.35908233635398,0.024481092521218,3.37390959514996,0.0244462953785822,3.43315217391304,0.00273052890121768,8526983.38266483,8564622.17109089,8715008.62610329,1384368428078.56,6591489.75684446,1394969576879.32,6621731.91446937,1296423583508.01,6842001.78480178,8526.98338266483,8564.62217109089,8715.00862610329,6591.48975684446,6621.73191446936,6842.00178480178,"Uniform with cosine adjustment term of order 1 NA"
"9","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.525189691622374,0.935079824449611,0.0584222028634393,0,"out.list.2[[1]]",0.192900665496787,0.935079824449611,1785.14484085525,262.81286455032,0.147222151690732,1329.71993630581,2396.55134575588,539.274194174757,15268.5537052402,0.990291262135922,4.66722246270111e-05,542.019490196078,14638.883815926,3.60393204507867,0.0280514387086034,3.63613241529337,0.0291359910919867,3.53713768115942,0.00343593066449534,6727859.56856577,6787971.57016585,6603167.1229815,1083153654019.63,5015831.27831515,1104664541939.75,5059026.84372069,959395884259.332,4991910.08336837,6727.85956856577,6787.97157016585,6603.1671229815,5015.83127831515,5059.02684372069,4991.91008336837,"Half-normal ~Stage"
"10","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.831341590901188,0.81068144443863,0.0474537363882097,0,"out.list.2[[1]]",0.202551448822686,0.81068144443863,2295.9147787102,306.465689107263,0.133483042118588,1757.76863946688,2998.81597199198,539.622975728155,14026.6915206482,0.990291262135922,4.66722246270111e-05,542.371691176471,13382.8420076923,3.57016761181109,0.029142940449787,3.60203695817022,0.0289572112105296,3.49329710144928,0.00245076380378379,8571784.31392867,8648300.93525274,8387222.26907028,1483722288350.22,6568040.4167869,1506173376767.52,6629454.03371035,1271184028492.12,6532537.45468796,8571.78431392867,8648.30093525274,8387.22226907028,6568.0404167869,6629.45403371035,6532.53745468796,"Uniform with cosine adjustment term of order 1 NA"
