"","Full.Model.Code","Key_function","Formula","CvM_pvalue","P_a.hat","se.P_a.hat","Delta.AIC","Model","CoveredArea","Det.Prob","Dhat","Dhat.se","Dhat.cv","Dhat.lcl","Dhat.ucl","mean.l.all","var.l.all","Prop.gt","Prop.var","mean.l.gtco","var.l.gtco","mean.W","mean.W.var","mean.W.gtco","mean.W.gtco.var","CF.mean.W","CF.mean.W.var","Biomass.ROV.a","Biomass.ROV.gt","Biomass.CFW","var.Biomass.ROV.a","ROV.a.lowCI","var.Biomass.ROV.gt","ROV.gt.lowCI","var.Biomass.CFW","CF.lowCI","Biomass.ROV.all","Biomass.ROV.gt270","Biomass.CF","Biomass.ROV.all.loCI","Biomass.ROV.gt270.loCI","Biomass.CF.loCI","Unique.Mods"
"1","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.459683833060959,0.864331785990457,0.0469408158207569,0,"out.list.2[[1]]",0.205504926640227,0.864331785990457,2291.35134430236,284.500845858338,0.124162907869094,1786.93267844788,2938.15824533277,545.467571428571,15619.442737959,0.994505494505495,3.00237137575622e-05,547.048861878453,15248.6018906308,3.74417670632165,0.043248078521988,3.76309760368708,0.0376426166514617,3.52228260869565,0.00285354261597654,9009882.53523025,9055413.25562489,8475922.75937467,1508278766103.39,6989625.11399777,1488023988684.47,7048766.77106916,1126529201896.17,6729951.34392679,9009.88253523025,9055.41325562489,8475.92275937467,6989.62511399777,7048.76677106916,6729.95134392679,"Half-normal ~Stage"
"2","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.840142364912709,0.798766261712197,0.0341011403692626,0,"out.list.2[[1]]",0.207083712239673,0.798766261712197,2279.16462554776,267.54084995106,0.117385487187772,1800.01322382128,2885.86290456277,538.983527472527,13685.470118118,0.994505494505495,3.00237137575622e-05,540.528994475138,13324.38427825,3.54760799634618,0.0286839989681268,3.56544287873937,0.0319194562001094,3.53079710144928,0.00286022019082799,8491461.12913051,8534150.2342234,8451223.013558,1162383740140.24,6717922.44604154,1191213610290.82,6738752.28118145,1002976136479.31,6803776.95989905,8491.46112913051,8534.1502342234,8451.223013558,6717.92244604154,6738.75228118145,6803.77695989905,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"3","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.629112135664126,0.803571264578272,0.0492338066542868,0,"out.list.2[[1]]",0.204196204729282,0.803571264578272,1724.7032094317,230.533834048355,0.133665799882357,1320.26801451048,2253.02826996601,532.479434065934,14526.4138215398,0.989010989010989,5.9715673771947e-05,535.515272222222,13845.3502215735,3.4528129457721,0.0294647422711583,3.48762759757869,0.0259325562771786,3.4375,0.00265385765229261,6219456.83704515,6282167.51022916,6191874.04968501,790825853295.809,4756584.82293565,793215740058.635,4817086.75375457,696138418543.092,4819369.78228251,6219.45683704515,6282.16751022916,6191.87404968501,4756.58482293565,4817.08675375457,4819.36978228251,"Half-normal ~Stage"
"4","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.78507675691244,0.781601837515455,0.0304382479344535,0,"out.list.2[[1]]",0.205236624314957,0.781601837515455,2350.17886094451,321.003595764501,0.136586879023962,1784.67419953001,3094.8733835481,527.392868131868,13400.4452394521,1,0,527.392868131868,13400.4452394521,3.32914850122778,0.0235119563248103,3.32914850122778,0.0220581751840516,3.44420289855072,0.00246305227868044,8262243.72075233,8262243.72075233,8547784.44429646,1421062361291.69,6301266.85290959,1411941071887.57,6307570.38767221,1378545383358.25,6616365.72454613,8262.24372075233,8262.24372075233,8547.78444429646,6301.26685290959,6307.57038767221,6616.36572454613,"Uniform with simple polynomial adjustment term of order 2 NA"
"5","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.485938810856649,0.886310987984399,0.0480468784463499,0,"out.list.2[[1]]",0.197592156225074,0.886310987984399,2398.24449596751,286.740081737086,0.119562489237115,1887.92289869695,3046.51035612112,522.96667032967,14082.7588540896,0.994505494505495,3.00237137575622e-05,524.42364640884,13772.5042058076,3.27135892286182,0.0283311054072173,3.28766756727996,0.026775097585492,3.49365942028985,0.0023842889943929,8239346.31845029,8280421.77746104,8799239.26455081,1154838363911.5,6471573.28898535,1154547413350.74,6512871.44883885,1124553445456.46,7054799.60172457,8239.34631845029,8280.42177746104,8799.2392645508,6471.57328898536,6512.87144883885,7054.79960172457,"Half-normal ~Stage"
"6","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.889729094652321,0.695594587168621,0.0348511649695392,0,"out.list.2[[1]]",0.20855439944976,0.695594587168621,2198.9488813937,285.217628199628,0.129706347706844,1694.98700570081,2852.75118140708,533.433725274725,14740.5485815153,0.983516483516483,8.90758800431548e-05,538.028916201117,13700.7640642795,3.47560901465168,0.0269024525770579,3.52850479227412,0.0293399413959396,3.6054347826087,0.00330291486814734,7937643.86461056,8058447.97201696,8234141.7463194,1208590963778.14,6129197.74632068,1254210532281.07,6216187.11762747,1164535107964.48,6458962.56788992,7937.64386461056,8058.44797201696,8234.1417463194,6129.19774632068,6216.18711762747,6458.96256788992,"Uniform with cosine adjustment term of order 1 NA"
"7","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.906644323126643,0.765941670133539,0.0389947977673551,0,"out.list.2[[1]]",0.22156597280204,0.765941670133539,1337.60257378489,209.616281821603,0.15671043546849,976.338789246313,1832.5407789822,533.359736263736,16135.3271139301,1,0,533.359736263736,16135.3271139301,3.52880046038638,0.0375167447088165,3.52880046038638,0.0327889121526864,3.50271739130435,0.00296454281949217,4984460.00256457,4984460.00256457,4947617.45052939,686834500322.14,3621158.3746281,677169970475.44,3630783.94480341,607217262211.934,3665765.23908806,4984.46000256457,4984.46000256457,4947.61745052939,3621.1583746281,3630.78394480341,3665.76523908806,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"8","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.383059757034172,0.771376628972598,0.0287311688476128,0,"out.list.2[[1]]",0.205827344981057,0.771376628972598,2330.4091429675,288.723642874337,0.12389397104179,1815.43370138176,2991.46521819719,513.595928571429,13380.4694978236,0.989010989010989,5.9715673771947e-05,516.42195,12799.1496891986,3.08498411768026,0.024099518467706,3.11571178250805,0.0206626803493157,3.46268115942029,0.00215015515843176,7508447.41114454,7583234.52401961,8427712.55711304,1013821163135.16,5852118.51476773,1010543160547.09,5929585.51167767,1107570068521.76,6696495.55896648,7508.44741114454,7583.23452401961,8427.71255711304,5852.11851476773,5929.58551167767,6696.49555896648,"Uniform with simple polynomial adjustment term of order 2 NA"
"9","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.594595767223064,0.774629826835425,0.047600601526229,0,"out.list.2[[1]]",0.204201317858279,0.774629826835425,1959.7872952789,305.546180916843,0.155907828187732,1434.25628102471,2677.880022943,525.280642857143,14602.2950360651,0.989010989010989,5.9715673771947e-05,528.236494444444,13965.9350925083,3.32665197528334,0.0272618629608139,3.36006483852894,0.0269775714158311,3.52264492753623,0.00231641021014935,6808968.76399649,6877357.9865077,7210125.81311635,1246826420463.83,4972139.03197568,1268416447238.05,5024693.25249959,1276826321887.5,5351329.44242761,6808.96876399649,6877.3579865077,7210.12581311635,4972.13903197568,5024.69325249959,5351.32944242761,"Uniform with cosine adjustment term of order 1 NA"
"10","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.747583573304398,0.78807431422482,0.0330174349732053,0,"out.list.2[[1]]",0.219106311570724,0.78807431422482,1980.63315779169,308.513446962728,0.155765062171687,1447.36275763587,2710.38320217082,526.11271978022,14478.9022773299,1,0,526.11271978022,14478.9022773299,3.33640908828777,0.0247986249887839,3.33640908828777,0.0288376985447746,3.43152173913043,0.00225615595768306,6978261.80644065,6978261.80644065,7177194.53954422,1292618009575.66,5108006.03533286,1310715946485.75,5094958.82521615,1259935153059.56,5330734.13581009,6978.26180644065,6978.26180644065,7177.19453954422,5108.00603533286,5094.95882521615,5330.73413581009,"Uniform with simple polynomial adjustment term of order 2 NA"
"11","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.871913621172806,0.943228809957517,0.0508186245197346,0,"out.list.2[[1]]",0.198666582367898,0.943228809957517,2006.53142987701,305.634118748184,0.15231962689312,1478.04057733852,2723.99042408844,523.06232967033,15596.2817878686,1,0,523.06232967033,15596.2817878686,3.32998395610611,0.0291749769867739,3.32998395610611,0.031536617257193,3.49692028985507,0.00275126574760001,7055893.64717223,7055893.64717223,7409614.57565348,1289116612197.01,5188172.63467587,1299965734017.85,5180329.7918488,1286444081416.32,5543830.59956874,7055.89364717223,7055.89364717223,7409.61457565348,5188.17263467587,5180.3297918488,5543.83059956874,"Uniform with simple polynomial adjustment term of order 2 NA"
"12","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.953855115339362,0.778816525545998,0.0367829622031902,0,"out.list.2[[1]]",0.208324777720217,0.778816525545998,1756.58340188159,259.608668094075,0.14779182577724,1304.99493312352,2364.44232038548,533.45939010989,16182.6957148028,0.989010989010989,5.9715673771947e-05,536.506116666667,15514.0775126288,3.53016483804091,0.0367576204025027,3.56583895531715,0.0329537442362378,3.42952898550725,0.00253799770303051,6476327.38898065,6541773.98238167,6291704.07591211,1045172125699.42,4794583.68037171,1050751898591.01,4855547.15707472,875842726184.411,4752206.65365926,6476.32738898065,6541.77398238167,6291.70407591211,4794.58368037171,4855.54715707472,4752.20665365926,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"13","\texttt{out.list.2[[1]]}","Uniform with Hermite polynomial adjustment term of order 4",NA,0.69292801063577,0.804419432713522,0.03590324105221,0,"out.list.2[[1]]",0.212378014267457,0.804419432713522,2077.95550451743,257.888881171449,0.124107027609977,1619.15666760595,2666.75805074418,529.051324175824,14333.5140674137,0.994505494505495,3.00237137575622e-05,530.541917127072,14006.518289332,3.39262599343888,0.0312414111399397,3.40960462167236,0.0339700721735927,3.43061594202899,0.00335029286624078,7403606.60199557,7440658.45631883,7486510.71071109,997032243473.956,5761049.39548902,1018715910214.53,5780335.98133445,881208819620.725,5942304.41098486,7403.60660199557,7440.65845631883,7486.51071071109,5761.04939548902,5780.33598133445,5942.30441098486,"Uniform with Hermite polynomial adjustment term of order 4 NA"
"14","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.774670571393665,0.792247772808704,0.0460947079664775,0,"out.list.2[[1]]",0.21000009156131,0.792247772808704,1857.28250728968,254.658603656042,0.137113553084428,1411.4171876675,2443.99624861083,527.227516483517,14204.3647893008,0.994505494505495,3.00237137575622e-05,528.708033149171,13882.1304559433,3.34954599559428,0.0277580541808555,3.36628661278995,0.024597265523597,3.47028985507246,0.00252395108045854,6533336.38222105,6565989.19055064,6768848.97141857,911388126956.812,4962909.98908819,907191045326.364,4999182.99691044,872571544808.01,5232229.16986091,6533.33638222105,6565.98919055064,6768.84897141857,4962.90998908819,4999.18299691044,5232.22916986091,"Half-normal ~Stage"
"15","\texttt{out.list.2[[1]]}","Uniform with simple polynomial adjustment term of order 2",NA,0.795836490919244,0.73068148310542,0.0257682442554736,0,"out.list.2[[1]]",0.218280571631854,0.73068148310542,2062.77905911852,237.579436648178,0.115174446627212,1635.32933866503,2601.95750552084,534.832725274725,12525.818284565,1,0,534.832725274725,12525.818284565,3.42584435151732,0.0253531258347189,3.42584435151732,0.023183914737981,3.46539855072464,0.00224553410999167,7462498.54744353,7462498.54744353,7548659.24940279,860617141923.667,5936441.04476743,850187769191.458,5945715.97959594,766674686103.808,6108297.88243128,7462.49854744353,7462.49854744353,7548.65924940279,5936.44104476743,5945.71597959594,6108.29788243128,"Uniform with simple polynomial adjustment term of order 2 NA"
"16","\texttt{out.list.2[[1]]}","Half-normal","~Stage",0.298881221623474,0.784206812791143,0.0444415368322982,0,"out.list.2[[1]]",0.208015507004656,0.784206812791143,2084.26336230604,283.615202455194,0.136074551606281,1586.9851005978,2737.36266447296,528.850302197802,12863.5661481236,1,0,528.850302197802,12863.5661481236,3.33199658601589,0.0267100805145182,3.33199658601589,0.0241660845122608,3.50289855072464,0.00268918024704629,7333664.87838518,7333664.87838518,7709817.04537471,1127642725604,5586830.76875926,1115090595661.27,5596580.24339347,1113900048925.14,5973659.97301846,7333.66487838518,7333.66487838518,7709.81704537471,5586.83076875926,5596.58024339347,5973.65997301846,"Half-normal ~Stage"
"17","\texttt{out.list.2[[1]]}","Uniform with cosine adjustment term of order 1",NA,0.496297535961692,0.728625423579418,0.0445335563875303,0,"out.list.2[[1]]",0.206940609880213,0.728625423579417,1711.07742104441,224.756203053585,0.131353613979897,1316.03792632907,2224.69723876021,527.454576923077,15445.0640695272,0.994505494505495,3.00237137575622e-05,528.936348066298,15129.0424180393,3.40252405961963,0.0324563157804248,3.41955737330162,0.0295265655185228,3.4570652173913,0.0024040491774349,6114232.79847785,6144841.14785506,6212241.60895833,752782924504.306,4686980.39848626,749644666731.469,4720566.87325342,674945450439.771,4860790.80980718,6114.23279847785,6144.84114785506,6212.24160895833,4686.98039848626,4720.56687325342,4860.79080980718,"Uniform with cosine adjustment term of order 1 NA"
