"","Sec","X","Y","dist","Dive"
"1",27329,634749.872069353,6489104.01499612,0.363694715220747,1
"2",27330,634749.822866942,6489104.37534729,0.3636997974423,1
"3",27331,634749.773665135,6489104.73570368,0.363701367691503,1
"4",27332,634749.724467177,6489105.09606217,0.363699420526351,1
"5",27333,634749.675276315,6489105.45641967,0.363693957935715,1
"6",27334,634749.626095795,6489105.81677307,0.363684984804314,1
"7",27335,634749.576928865,6489106.17711927,0.363672493975243,1
"8",27336,634749.52777877,6489106.53745516,0.363656486724076,1
"9",27337,634749.478648759,6489106.89777763,0.363636970022136,1
"10",27338,634749.429542076,6489107.25808358,0.363613939596197,1
"11",27339,634749.380461969,6489107.61836991,0.363587391520621,1
"12",27340,634749.331411684,6489107.97863351,0.363557335540946,1
"13",27341,634749.282394468,6489108.33887128,0.363523769581278,1
"14",27342,634749.233413567,6489108.69908011,0.363485982680249,1
"15",27343,634749.184472299,6489109.05925619,0.363441138964555,1
"16",27344,634749.13557426,6489109.41939289,0.363388544932261,1
"17",27345,634749.086723118,6489109.77948288,0.363328186869964,1
"18",27346,634749.037922538,6489110.13951882,0.363260072035985,1
"19",27347,634748.989176188,6489110.49949336,0.363184199707959,1
"20",27348,634748.940487736,6489110.85939918,0.363100574479416,1
"21",27349,634748.891860848,6489111.21922894,0.363009194871057,1
"22",27350,634748.843299191,6489111.57897529,0.362910060059068,1
"23",27351,634748.794806432,6489111.93863091,0.362803173267838,1
"24",27352,634748.746386238,6489112.29818845,0.362688537533786,1
"25",27353,634748.698042276,6489112.65764059,0.362566152402583,1
"26",27354,634748.649778214,6489113.01697998,0.36243601845064,1
"27",27355,634748.601597718,6489113.37619928,0.362298749308013,1
"28",27356,634748.553504731,6489113.73529181,0.362156788850668,1
"29",27357,634748.5055043,6489114.09425351,0.362010758638193,1
"30",27358,634748.45760175,6489114.45308095,0.361860650027756,1
"31",27359,634748.409802404,6489114.81177072,0.361706476376908,1
"32",27360,634748.362111585,6489115.17031941,0.361548234903959,1
"33",27361,634748.314534617,6489115.52872359,0.36138593584536,1
"34",27362,634748.267076823,6489115.88697986,0.361219573036662,1
"35",27363,634748.219743528,6489116.24508479,0.361049161796997,1
"36",27364,634748.172540053,6489116.60303496,0.360874702724991,1
"37",27365,634748.125471724,6489116.96082698,0.360696194036093,1
"38",27366,634748.078543864,6489117.3184574,0.360513649818114,1
"39",27367,634748.031761795,6489117.67592283,0.360327069395226,1
"40",27368,634747.985130843,6489118.03321983,0.360136859186921,1
"41",27369,634747.938656227,6489118.39034539,0.359944629563188,1
"42",27370,634747.892342763,6489118.74729805,0.359750776693027,1
"43",27371,634747.84619516,6489119.10407672,0.359555318091995,1
"44",27372,634747.800218131,6489119.46068034,0.359358246403385,1
"45",27373,634747.754416387,6489119.81710782,0.359159575849286,1
"46",27374,634747.708794639,6489120.17335809,0.358959311512515,1
"47",27375,634747.663357599,6489120.52943008,0.358757458677972,1
"48",27376,634747.618109978,6489120.88532272,0.358554021836086,1
"49",27377,634747.573056488,6489121.24103492,0.358349011356444,1
"50",27378,634747.528201839,6489121.59656561,0.35814242839782,1
"51",27379,634747.483550745,6489121.95191372,0.357934288301246,1
"52",27380,634747.439107915,6489122.30707818,0.35772459081753,1
"53",27381,634747.394878061,6489122.6620579,0.357514320701245,1
"54",27382,634747.350865643,6489123.01685276,0.357307385487404,1
"55",27383,634747.307074113,6489123.37146646,0.357104766301947,1
"56",27384,634747.26350667,6489123.7259036,0.356906472464195,1
"57",27385,634747.220166513,6489124.08016884,0.356712503163643,1
"58",27386,634747.177056844,6489124.43426681,0.356522873429642,1
"59",27387,634747.134180861,6489124.78820212,0.356337585612386,1
"60",27388,634747.091541764,6489125.14197943,0.35615664753553,1
"61",27389,634747.049142754,6489125.49560336,0.35598006731251,1
"62",27390,634747.006987029,6489125.84907854,0.355807851231443,1
"63",27391,634746.96507779,6489126.2024096,0.355640004817677,1
"64",27392,634746.923418236,6489126.55560119,0.355476542925145,1
"65",27393,634746.882011567,6489126.90865793,0.35531745839647,1
"66",27394,634746.840860983,6489127.26158444,0.355162778310228,1
"67",27395,634746.799969684,6489127.61438538,0.355013287539238,1
"68",27396,634746.759341389,6489127.96706622,0.3548721770912,1
"69",27397,634746.718981893,6489128.31963589,0.354740257160582,1
"70",27398,634746.678897511,6489128.67210418,0.354617539696229,1
"71",27399,634746.63909456,6489129.02448086,0.354504043577727,1
"72",27400,634746.599579354,6489129.37677571,0.354399788070937,1
"73",27401,634746.560358208,6489129.72899853,0.354304787489836,1
"74",27402,634746.521437438,6489130.08115908,0.354219061925422,1
"75",27403,634746.482823358,6489130.43326716,0.354142634865116,1
"76",27404,634746.444522284,6489130.78533254,0.354075517216851,1
"77",27405,634746.406540531,6489131.13736501,0.354017733167395,1
"78",27406,634746.368884415,6489131.48937434,0.353969304812725,1
"79",27407,634746.33156025,6489131.84137033,0.353930246059941,1
"80",27408,634746.294574351,6489132.19336275,0.353900988017894,1
"81",27409,634746.257933814,6489132.54536187,0.353883169852173,1
"82",27410,634746.221648854,6489132.89737991,0.353877233293508,1
"83",27411,634746.185730467,6489133.24942957,0.353883214626334,1
"84",27412,634746.150189647,6489133.60152356,0.353901157915821,1
"85",27413,634746.11503739,6489133.95367459,0.353931093401049,1
"86",27414,634746.080284692,6489134.30589536,0.353973071235971,1
"87",27415,634746.045942547,6489134.65819857,0.354027136956786,1
"88",27416,634746.012021951,6489135.01059694,0.354093326243499,1
"89",27417,634745.978533899,6489135.36310315,0.354171687885634,1
"90",27418,634745.945489386,6489135.71572993,0.354262269002887,1
"91",27419,634745.912899408,6489136.06848998,0.354365113181186,1
"92",27420,634745.880774961,6489136.42139599,0.354480276126221,1
"93",27421,634745.849127038,6489136.77446068,0.354606933543569,1
"94",27422,634745.817967606,6489137.12769596,0.354741693679496,1
"95",27423,634745.787312504,6489137.48111064,0.354883758035398,1
"96",27424,634745.757178543,6489137.83471271,0.355033205481771,1
"97",27425,634745.727582534,6489138.18851019,0.355190123687945,1
"98",27426,634745.698541287,6489138.54251108,0.355354586012248,1
"99",27427,634745.670071611,6489138.89672339,0.355526682863625,1
"100",27428,634745.642190317,6489139.25115512,0.355706500519275,1
"101",27429,634745.614914215,6489139.6058143,0.355894127403682,1
"102",27430,634745.588260116,6489139.96070891,0.356089655182347,1
"103",27431,634745.56224483,6489140.31584698,0.356293176760105,1
"104",27432,634745.536885166,6489140.67123651,0.356504792768362,1
"105",27433,634745.512197936,6489141.0268855,0.356724597589439,1
"106",27434,634745.488199949,6489141.38280197,0.356951336493865,1
"107",27435,634745.464909668,6489141.73899268,0.357179730428813,1
"108",27436,634745.442352169,6489142.0954594,0.357408584331688,1
"109",27437,634745.420554179,6489142.45220264,0.35763807256386,1
"110",27438,634745.399542427,6489142.80922295,0.357868367563409,1
"111",27439,634745.379343638,6489143.16652083,0.358099655672521,1
"112",27440,634745.359984543,6489143.52409682,0.358332118499645,1
"113",27441,634745.341491868,6489143.88195144,0.358565952478002,1
"114",27442,634745.323892341,6489144.24008521,0.358801353864853,1
"115",27443,634745.30721269,6489144.59849866,0.35903853181288,1
"116",27444,634745.291479643,6489144.95719232,0.35927768323273,1
"117",27445,634745.276719927,6489145.31616669,0.359519036417661,1
"118",27446,634745.26296027,6489145.67542233,0.359762800836006,1
"119",27447,634745.250227401,6489146.03495973,0.360009208025002,1
"120",27448,634745.238548047,6489146.39477944,0.360259642924026,1
"121",27449,634745.22794883,6489146.75488313,0.36051898687048,1
"122",27450,634745.218455955,6489147.11527712,0.36078863207178,1
"123",27451,634745.210095521,6489147.47596887,0.361068827867059,1
"124",27452,634745.202893625,6489147.83696587,0.361359807576101,1
"125",27453,634745.196876368,6489148.19827557,0.361661831248622,1
"126",27454,634745.192069847,6489148.55990546,0.361975149238222,1
"127",27455,634745.188500162,6489148.92186301,0.362300016079289,1
"128",27456,634745.186193412,6489149.28415568,0.362636703431243,1
"129",27457,634745.185175695,6489149.64679096,0.362985470173304,1
"130",27458,634745.185473109,6489150.0097763,0.363346582781314,1
"131",27459,634745.187111755,6489150.37311919,0.363720329187886,1
"132",27460,634745.190117731,6489150.7368271,0.364106972118099,1
"133",27461,634745.194517135,6489151.10090749,0.364504784975993,1
"134",27462,634745.200321577,6489151.46536606,0.364905580288149,1
"135",27463,634745.207484713,6489151.83020133,0.365306712349468,1
"136",27464,634745.215945707,6489152.19541004,0.365707516818056,1
"137",27465,634745.225643727,6489152.56098895,0.366107366375649,1
"138",27466,634745.236517937,6489152.92693478,0.366505674251136,1
"139",27467,634745.248507503,6489153.2932443,0.366901879135746,1
"140",27468,634745.261551591,6489153.65991423,0.367295452415734,1
"141",27469,634745.275589367,6489154.02694133,0.367685901697352,1
"142",27470,634745.290559997,6489154.39432233,0.36807276219141,1
"143",27471,634745.306402646,6489154.76205399,0.368455608613091,1
"144",27472,634745.32305648,6489155.13013303,0.368834039179176,1
"145",27473,634745.340460666,6489155.49855622,0.369207687448475,1
"146",27474,634745.358554368,6489155.86732028,0.369574820956282,1
"147",27475,634745.377281352,6489156.23642033,0.369929569112717,1
"148",27476,634745.396603785,6489156.60584493,0.370270373438328,1
"149",27477,634745.416488431,6489156.97558098,0.370597083557735,1
"150",27478,634745.436902056,6489157.34561541,0.370909563876682,1
"151",27479,634745.457811424,6489157.71593515,0.371207691649688,1
"152",27480,634745.479183303,6489158.0865271,0.371491343894587,1
"153",27481,634745.500984455,6489158.45737818,0.371760412223489,1
"154",27482,634745.523181649,6489158.82847532,0.372014794266867,1
"155",27483,634745.545741647,6489159.19980544,0.372254403106115,1
"156",27484,634745.568631217,6489159.57135545,0.372479151172978,1
"157",27485,634745.591817122,6489159.94311226,0.372688967119156,1
"158",27486,634745.61526613,6489160.31506281,0.37288378445509,1
"159",27487,634745.638945004,6489160.68719401,0.373063076242443,1
"160",27488,634745.662821938,6489161.05949221,0.373224916498965,1
"161",27489,634745.686870834,6489161.43194152,0.373368800025675,1
"162",27490,634745.711067023,6489161.80452548,0.373494706153163,1
"163",27491,634745.735385833,6489162.17722763,0.373602605682359,1
"164",27492,634745.759802595,6489162.5500315,0.373692486972134,1
"165",27493,634745.784292639,6489162.92292064,0.373764340057429,1
"166",27494,634745.808831294,6489163.2958786,0.373818147260437,1
"167",27495,634745.833393891,6489163.6688889,0.373853910338732,1
"168",27496,634745.857955759,6489164.04193509,0.373871632693344,1
"169",27497,634745.882492228,6489164.41500072,0.373871313684049,1
"170",27498,634745.906978628,6489164.78806931,0.373852963812892,1
"171",27499,634745.931390289,6489165.16112441,0.373816602504063,1
"172",27500,634745.955702541,6489165.53414957,0.373764355326932,1
"173",27501,634745.979892526,6489165.90713031,0.373704701778262,1
"174",27502,634746.003944642,6489166.2800602,0.373639778961098,1
"175",27503,634746.027845098,6489166.65293478,0.373569588026783,1
"176",27504,634746.051580102,6489167.0257496,0.37349416228816,1
"177",27505,634746.075135866,6489167.3985002,0.373413507688537,1
"178",27506,634746.098498598,6489167.77118215,0.373327654921414,1
"179",27507,634746.121654509,6489168.14379098,0.373236619430668,1
"180",27508,634746.144589807,6489168.51632225,0.37314042560346,1
"181",27509,634746.167290702,6489168.8887715,0.373039100219413,1
"182",27510,634746.189743404,6489169.26113429,0.372932671563061,1
"183",27511,634746.211934122,6489169.63340617,0.372821161164923,1
"184",27512,634746.233849067,6489170.00558267,0.372704604920044,1
"185",27513,634746.255474447,6489170.37765937,0.372583029192881,1
"186",27514,634746.276796472,6489170.74963179,0.372456978139928,1
"187",27515,634746.297802723,6489171.12149593,0.372328512937622,1
"188",27516,634746.318486271,6489171.49324949,0.3721981576971,1
"189",27517,634746.338841554,6489171.86489063,0.372065925892924,1
"190",27518,634746.358863014,6489172.23641747,0.371931832198961,1
"191",27519,634746.378545093,6489172.60782816,0.371795891565841,1
"192",27520,634746.39788223,6489172.97912085,0.37165812201793,1
"193",27521,634746.416868866,6489173.35029368,0.371518534381631,1
"194",27522,634746.435499442,6489173.72134478,0.371377146292085,1
"195",27523,634746.453768399,6489174.09227231,0.37123397660114,1
"196",27524,634746.471670178,6489174.4630744,0.371089039746508,1
"197",27525,634746.489199219,6489174.8337492,0.37094235046685,1
"198",27526,634746.506349963,6489175.20429485,0.370793925666822,1
"199",27527,634746.523116851,6489175.5747095,0.370643912005708,1
"200",27528,634746.539495128,6489175.94499136,0.370492829955127,1
"201",27529,634746.55548326,6489176.31513906,0.370340805917418,1
"202",27530,634746.571080517,6489176.68515127,0.3701878462161,1
"203",27531,634746.586286167,6489177.0550267,0.370033953458094,1
"204",27532,634746.601099481,6489177.42476403,0.369879126543297,1
"205",27533,634746.61551973,6489177.79436195,0.369723369044216,1
"206",27534,634746.629546182,6489178.16381916,0.369566691981299,1
"207",27535,634746.643178107,6489178.53313435,0.369409086860308,1
